time,Charlotte,pts.away,score,pts.home,San Antonio
9:26.0,Offensive rebound by Team,,30-29,,
9:26.0,R. Sessions makes free throw 2 of 2,1,31-29,,
9:02.0,,,31-29,,L. Aldridge misses 2-pt shot from 16 ft
9:01.0,,,31-29,,Offensive rebound by D. Green
9:01.0,,,31-29,,D. Green misses 2-pt shot from 3 ft
8:59.0,Defensive rebound by R. Hibbert,,31-29,,
8:44.0,M. Belinelli misses 3-pt shot from 25 ft,,31-29,,
8:43.0,,,31-29,,Defensive rebound by T. Parker
8:32.0,,,31-32,3,D. Green makes 3-pt shot from 25 ft (assist by L. Aldridge)
8:16.0,R. Hibbert makes 2-pt shot at rim (assist by M. Belinelli),2,33-32,,
7:57.0,,,33-32,,T. Parker misses 2-pt shot from 1 ft
7:57.0,Defensive rebound by F. Kaminsky,,33-32,,
7:49.0,R. Sessions misses 2-pt shot from 2 ft (block by D. Green),,33-32,,
7:47.0,,,33-32,,Defensive rebound by D. Green
7:41.0,,,33-32,,L. Aldridge misses 3-pt shot from 25 ft
7:40.0,Defensive rebound by M. Belinelli,,33-32,,
7:28.0,M. Belinelli misses 2-pt shot from 12 ft,,33-32,,
7:25.0,,,33-32,,Defensive rebound by P. Gasol
7:19.0,,,33-35,3,K. Leonard makes 3-pt shot from 25 ft (assist by T. Parker)
7:10.0,Charlotte full timeout,,33-35,,
7:10.0,C. Zeller enters the game for R. Hibbert,,33-35,,
7:10.0,K. Walker enters the game for M. Kidd-Gilchrist,,33-35,,
7:10.0,M. Kidd-Gilchrist enters the game for R. Sessions,,33-35,,
6:56.0,F. Kaminsky misses 3-pt shot from 25 ft,,33-35,,
6:56.0,Offensive rebound by M. Kidd-Gilchrist,,33-35,,
6:43.0,M. Kidd-Gilchrist makes 2-pt shot from 20 ft (assist by F. Kaminsky),2,35-35,,
6:19.0,,,35-35,,T. Parker misses 3-pt shot from 23 ft
6:19.0,Defensive rebound by Team,,35-35,,
6:07.0,C. Zeller makes 2-pt shot at rim (assist by K. Walker),2,37-35,,
5:57.0,,,37-35,,Turnover by D. Green (bad pass; steal by M. Kidd-Gilchrist)
5:53.0,Turnover by M. Kidd-Gilchrist (bad pass),,37-35,,
5:53.0,Official timeout,,37-35,,
5:53.0,,,37-35,,D. Dedmon enters the game for P. Gasol
5:53.0,M. Williams enters the game for F. Kaminsky,,37-35,,
5:31.0,,,37-37,2,D. Dedmon makes 2-pt shot from 1 ft (assist by D. Green)
5:17.0,M. Belinelli makes 2-pt shot from 16 ft (assist by K. Walker),2,39-37,,
5:02.0,,,39-39,2,D. Dedmon makes 2-pt shot from 1 ft (assist by D. Green)
5:02.0,,,39-39,,Shooting foul by M. Kidd-Gilchrist (drawn by D. Dedmon)
5:02.0,,,39-40,1,D. Dedmon makes free throw 1 of 1
5:02.0,,,39-39,,M. Ginobili enters the game for D. Green
5:02.0,,,39-39,,P. Mills enters the game for T. Parker
4:39.0,M. Belinelli misses 2-pt shot from 15 ft,,39-40,,
4:37.0,,,39-40,,Defensive rebound by D. Dedmon
4:31.0,,,39-40,,L. Aldridge misses 2-pt shot from 9 ft
4:31.0,Defensive rebound by Team,,39-40,,
4:31.0,,,39-40,,Loose ball foul by L. Aldridge (drawn by M. Williams)
4:31.0,T. Graham enters the game for M. Kidd-Gilchrist,,39-40,,
4:08.0,M. Belinelli makes 3-pt shot from 29 ft (assist by M. Williams),3,42-40,,
3:50.0,,,42-42,2,K. Leonard makes 2-pt shot from 16 ft (assist by M. Ginobili)
3:36.0,K. Walker misses 3-pt shot from 25 ft,,42-42,,
3:35.0,,,42-42,,Defensive rebound by D. Dedmon
3:30.0,Personal foul by T. Graham (drawn by K. Leonard),,42-42,,
3:30.0,J. Lamb enters the game for M. Belinelli,,42-42,,
3:18.0,,,42-42,,K. Leonard misses 3-pt shot from 25 ft
3:18.0,Defensive rebound by C. Zeller,,42-42,,
3:08.0,K. Walker misses 2-pt shot from 1 ft (block by D. Dedmon),,42-42,,
3:08.0,Offensive rebound by Team,,42-42,,
2:54.0,K. Walker misses 3-pt shot from 25 ft,,42-42,,
2:54.0,,,42-42,,Defensive rebound by Team
2:54.0,,,42-42,,San Antonio full timeout
2:40.0,,,42-45,3,P. Mills makes 3-pt shot from 23 ft (assist by K. Leonard)
2:25.0,Turnover by K. Walker (bad pass; steal by P. Mills),,42-45,,
2:20.0,,,42-45,,P. Mills misses 3-pt shot from 25 ft
2:20.0,Defensive rebound by C. Zeller,,42-45,,
2:08.0,M. Williams makes 3-pt shot from 24 ft (assist by T. Graham),3,45-45,,
1:56.0,,,45-45,,K. Leonard misses 2-pt shot from 1 ft (block by M. Williams)
1:56.0,,,45-45,,Offensive rebound by Team
1:48.0,,,45-45,,P. Mills misses 3-pt shot from 24 ft
1:47.0,Defensive rebound by J. Lamb,,45-45,,
1:31.0,,,45-45,,Personal foul by M. Ginobili (drawn by T. Graham)
1:17.0,J. Lamb misses 2-pt shot from 21 ft,,45-45,,
1:17.0,,,45-45,,Defensive rebound by Team
1:04.0,,,45-45,,K. Leonard misses 3-pt shot from 25 ft
1:03.0,Defensive rebound by K. Walker,,45-45,,
0:46.0,Shooting foul by L. Aldridge (drawn by J. Lamb),,45-45,,
0:46.0,J. Lamb makes free throw 1 of 2,1,46-45,,
0:46.0,J. Lamb makes free throw 2 of 2,1,47-45,,
0:46.0,,,46-45,,D. Bertans enters the game for L. Aldridge
0:41.0,,,47-45,,San Antonio full timeout
0:41.0,,,47-45,,L. Aldridge enters the game for D. Dedmon
0:34.0,,,47-47,2,K. Leonard makes 2-pt shot from 9 ft
0:24.0,Shooting foul by P. Mills (drawn by K. Walker),,47-47,,
0:24.0,K. Walker makes 3-pt shot from 25 ft,3,50-47,,
0:24.0,K. Walker misses free throw 1 of 1,,50-47,,
0:24.0,,,50-47,,Defensive rebound by K. Leonard
0:02.0,,,50-47,,P. Mills misses 2-pt shot from 1 ft (block by C. Zeller)
0:01.0,,,50-47,,Offensive rebound by M. Ginobili
0:00.0,,,50-47,,M. Ginobili misses 3-pt shot from 26 ft
0:00.0,,,50-47,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:36.0,K. Walker misses 2-pt shot from 16 ft,,50-47,,
11:34.0,,,50-47,,Defensive rebound by P. Gasol
11:16.0,,,50-47,,K. Leonard misses 3-pt shot from 26 ft
11:14.0,Defensive rebound by M. Kidd-Gilchrist,,50-47,,
11:05.0,M. Kidd-Gilchrist makes 2-pt shot from 1 ft,2,52-47,,
10:43.0,,,52-47,,T. Parker misses 3-pt shot from 24 ft
10:41.0,,,52-47,,Offensive rebound by L. Aldridge
10:23.0,,,52-47,,Shooting foul by K. Walker (drawn by L. Aldridge)
10:23.0,,,52-48,1,L. Aldridge makes free throw 1 of 2
10:23.0,,,52-49,1,L. Aldridge makes free throw 2 of 2
10:14.0,J. Lamb makes 2-pt shot from 16 ft,2,54-49,,
9:58.0,,,54-49,,P. Gasol misses 2-pt shot from 8 ft
9:57.0,Defensive rebound by M. Williams,,54-49,,
9:47.0,J. Lamb misses 2-pt shot from 6 ft,,54-49,,
9:46.0,,,54-49,,Defensive rebound by P. Gasol
9:36.0,,,54-52,3,P. Gasol makes 3-pt shot from 24 ft (assist by K. Leonard)
9:19.0,M. Williams misses 2-pt shot from 2 ft,,54-52,,
9:18.0,Offensive rebound by M. Williams,,54-52,,
9:18.0,M. Williams misses 2-pt shot from 1 ft,,54-52,,
9:16.0,,,54-52,,Defensive rebound by T. Parker
9:08.0,,,54-52,,K. Leonard misses 2-pt shot from 13 ft
9:07.0,Defensive rebound by J. Lamb,,54-52,,
8:52.0,J. Lamb misses 3-pt shot from 24 ft,,54-52,,
8:51.0,,,54-52,,Defensive rebound by D. Green
8:38.0,,,54-52,,L. Aldridge misses 2-pt shot from 21 ft
8:37.0,Defensive rebound by J. Lamb,,54-52,,
8:27.0,K. Walker misses 2-pt shot from 2 ft,,54-52,,
8:26.0,,,54-52,,Defensive rebound by L. Aldridge
8:17.0,,,54-52,,K. Leonard misses 2-pt shot from 21 ft
8:16.0,Defensive rebound by J. Lamb,,54-52,,
8:12.0,Turnover by K. Walker (lost ball),,54-52,,
7:55.0,,,54-52,,Shooting foul by M. Kidd-Gilchrist (drawn by K. Leonard)
7:55.0,,,54-53,1,K. Leonard makes free throw 1 of 2
7:55.0,,,54-54,1,K. Leonard makes free throw 2 of 2
7:37.0,M. Kidd-Gilchrist misses 2-pt shot from 3 ft (block by P. Gasol),,54-54,,
7:34.0,,,54-54,,Defensive rebound by L. Aldridge
7:22.0,,,54-54,,P. Gasol misses 3-pt shot from 25 ft
7:21.0,Defensive rebound by M. Kidd-Gilchrist,,54-54,,
7:11.0,Turnover by K. Walker (bad pass; steal by P. Gasol),,54-54,,
7:04.0,,,54-54,,T. Parker misses 2-pt shot from 1 ft
7:03.0,Defensive rebound by M. Kidd-Gilchrist,,54-54,,
6:53.0,M. Williams misses 3-pt shot from 23 ft,,54-54,,
6:52.0,,,54-54,,Defensive rebound by L. Aldridge
6:49.0,,,54-54,,San Antonio full timeout
6:34.0,,,54-56,2,P. Gasol makes 2-pt shot from 19 ft (assist by T. Parker)
6:12.0,Shooting foul by T. Parker (drawn by J. Lamb),,54-56,,
6:12.0,J. Lamb makes free throw 1 of 2,1,55-56,,
6:12.0,J. Lamb makes free throw 2 of 2,1,56-56,,
5:56.0,,,56-56,,P. Gasol misses 2-pt shot from 5 ft (block by J. Lamb)
5:53.0,Defensive rebound by K. Walker,,56-56,,
5:53.0,,,56-56,,Personal foul by P. Gasol (drawn by K. Walker)
5:53.0,,,56-56,,D. Dedmon enters the game for P. Gasol
5:53.0,M. Belinelli enters the game for J. Lamb,,56-56,,
5:32.0,K. Walker makes 2-pt shot from 20 ft (assist by C. Zeller),2,58-56,,
5:15.0,,,58-58,2,K. Leonard makes 2-pt shot from 13 ft
4:49.0,K. Walker misses 2-pt shot from 17 ft,,58-58,,
4:48.0,,,58-58,,Defensive rebound by L. Aldridge
4:25.0,,,58-58,,K. Leonard misses 2-pt shot from 18 ft
4:24.0,Defensive rebound by C. Zeller,,58-58,,
4:15.0,K. Walker makes 2-pt shot from 17 ft,2,60-58,,
4:00.0,,,60-58,,T. Parker misses 2-pt shot from 4 ft (block by C. Zeller)
4:00.0,,,60-58,,Offensive rebound by Team
4:00.0,,,60-58,,P. Mills enters the game for T. Parker
4:00.0,,,60-58,,M. Ginobili enters the game for D. Green
4:00.0,,,60-58,,J. Simmons enters the game for K. Leonard
4:00.0,F. Kaminsky enters the game for M. Williams,,60-58,,
4:00.0,R. Sessions enters the game for M. Kidd-Gilchrist,,60-58,,
3:48.0,,,60-60,2,L. Aldridge makes 2-pt shot from 3 ft
3:30.0,M. Belinelli misses 3-pt shot from 27 ft,,60-60,,
3:29.0,,,60-60,,Defensive rebound by P. Mills
3:21.0,,,60-60,,Shooting foul by F. Kaminsky (drawn by D. Dedmon)
3:21.0,,,60-61,1,D. Dedmon makes free throw 1 of 2
3:21.0,,,60-61,,D. Dedmon misses free throw 2 of 2
3:21.0,,,60-61,,D. Bertans enters the game for L. Aldridge
3:21.0,R. Hibbert enters the game for C. Zeller,,60-61,,
3:21.0,J. Lamb enters the game for K. Walker,,60-61,,
3:20.0,Defensive rebound by J. Lamb,,60-61,,
3:04.0,R. Hibbert misses 2-pt shot from 19 ft,,60-61,,
3:03.0,,,60-61,,Defensive rebound by D. Dedmon
2:49.0,,,60-64,3,D. Bertans makes 3-pt shot from 27 ft (assist by M. Ginobili)
2:49.0,,,60-64,,Shooting foul by F. Kaminsky (drawn by D. Bertans)
2:49.0,Charlotte full timeout,,60-64,,
2:49.0,,,60-65,1,D. Bertans makes free throw 1 of 1
2:26.0,Turnover by R. Hibbert (bad pass; steal by D. Dedmon),,60-65,,
2:20.0,,,60-68,3,D. Bertans makes 3-pt shot from 25 ft (assist by J. Simmons)
2:18.0,Charlotte full timeout,,60-68,,
2:10.0,J. Lamb misses 2-pt shot from 19 ft,,60-68,,
2:09.0,,,60-68,,Defensive rebound by M. Ginobili
1:51.0,,,60-68,,M. Ginobili misses 2-pt shot from 2 ft
1:49.0,Defensive rebound by J. Lamb,,60-68,,
1:40.0,,,60-68,,Personal foul by M. Ginobili (drawn by R. Hibbert)
1:32.0,Turnover by R. Sessions (lost ball; steal by D. Dedmon),,60-68,,
1:21.0,,,60-68,,Shooting foul by R. Hibbert (drawn by D. Bertans)
1:21.0,,,60-69,1,D. Bertans makes free throw 1 of 2
1:21.0,,,60-69,,D. Bertans misses free throw 2 of 2
1:20.0,Defensive rebound by F. Kaminsky,,60-69,,
0:55.0,J. Lamb misses 3-pt shot from 26 ft,,60-69,,
0:54.0,,,60-69,,Defensive rebound by D. Dedmon
0:46.0,,,60-69,,Turnover by J. Simmons (bad pass; steal by F. Kaminsky)
0:41.0,J. Lamb makes 2-pt shot from 2 ft (assist by R. Sessions),2,62-69,,
0:33.0,,,62-71,2,D. Dedmon makes 2-pt shot from 10 ft (assist by P. Mills)
0:21.0,Turnover by M. Belinelli (bad pass; steal by D. Bertans),,62-71,,
0:16.0,,,62-73,2,P. Mills makes 2-pt shot from 1 ft (assist by J. Simmons)
0:02.0,R. Sessions misses 2-pt shot from 7 ft,,62-73,,
0:02.0,Offensive rebound by R. Hibbert,,62-73,,
0:02.0,R. Hibbert makes 2-pt shot from 1 ft,2,64-73,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,,,64-73,,Shooting foul by F. Kaminsky (drawn by D. Bertans)
11:46.0,,,64-74,1,D. Bertans makes free throw 1 of 2
11:46.0,,,64-75,1,D. Bertans makes free throw 2 of 2
11:30.0,Shooting foul by D. Dedmon (drawn by F. Kaminsky),,64-75,,
11:30.0,F. Kaminsky makes free throw 1 of 2,1,65-75,,
11:30.0,F. Kaminsky makes free throw 2 of 2,1,66-75,,
11:10.0,,,66-78,3,D. Bertans makes 3-pt shot from 24 ft (assist by J. Simmons)
10:55.0,Turnover by J. Lamb (traveling),,66-78,,
10:39.0,,,66-80,2,D. Dedmon makes 2-pt shot at rim (assist by J. Simmons)
10:36.0,Charlotte full timeout,,66-80,,
10:36.0,M. Williams enters the game for J. Lamb,,66-80,,
10:36.0,M. Kidd-Gilchrist enters the game for F. Kaminsky,,66-80,,
10:36.0,K. Walker enters the game for R. Sessions,,66-80,,
10:16.0,M. Williams misses 3-pt shot from 25 ft,,66-80,,
10:14.0,,,66-80,,Defensive rebound by D. Dedmon
10:00.0,,,66-80,,P. Mills misses 3-pt shot from 25 ft
10:00.0,Defensive rebound by M. Kidd-Gilchrist,,66-80,,
10:00.0,,,66-80,,Personal foul by M. Ginobili (drawn by M. Kidd-Gilchrist)
9:38.0,R. Hibbert makes 2-pt shot from 6 ft (assist by M. Kidd-Gilchrist),2,68-80,,
9:26.0,,,68-82,2,D. Dedmon makes 2-pt shot from 4 ft (assist by M. Ginobili)
9:26.0,,,68-82,,Shooting foul by K. Walker (drawn by D. Dedmon)
9:26.0,,,68-83,1,D. Dedmon makes free throw 1 of 1
9:26.0,,,68-82,,K. Leonard enters the game for M. Ginobili
9:12.0,M. Belinelli misses 2-pt shot from 5 ft (block by J. Simmons),,68-83,,
9:11.0,Offensive rebound by M. Belinelli,,68-83,,
9:06.0,R. Hibbert misses 2-pt shot at rim (block by K. Leonard),,68-83,,
9:05.0,,,68-83,,Defensive rebound by K. Leonard
8:58.0,,,68-86,3,J. Simmons makes 3-pt shot from 25 ft (assist by D. Bertans)
8:43.0,Shooting foul by D. Bertans (drawn by M. Williams),,68-86,,
8:43.0,M. Williams makes free throw 1 of 2,1,69-86,,
8:43.0,M. Williams makes free throw 2 of 2,1,70-86,,
8:43.0,,,69-86,,L. Aldridge enters the game for D. Bertans
8:43.0,C. Zeller enters the game for R. Hibbert,,69-86,,
8:22.0,,,70-86,,P. Mills misses 3-pt shot from 26 ft
8:22.0,Defensive rebound by Team,,70-86,,
8:22.0,,,70-86,,Loose ball foul by D. Dedmon (drawn by M. Belinelli)
8:10.0,,,70-86,,Personal foul by K. Leonard (drawn by M. Williams)
8:10.0,M. Williams makes free throw 1 of 2,1,71-86,,
8:10.0,M. Williams makes free throw 2 of 2,1,72-86,,
8:10.0,,,71-86,,T. Parker enters the game for P. Mills
7:59.0,,,72-86,,K. Leonard misses 3-pt shot from 26 ft
7:58.0,Defensive rebound by M. Williams,,72-86,,
7:48.0,M. Williams makes 2-pt shot from 7 ft (assist by K. Walker),2,74-86,,
7:48.0,,,74-86,,San Antonio full timeout
7:48.0,,,74-86,,D. Bertans enters the game for D. Dedmon
7:29.0,,,74-86,,Shooting foul by M. Williams (drawn by D. Bertans)
7:29.0,,,74-87,1,D. Bertans makes free throw 1 of 3
7:29.0,,,74-88,1,D. Bertans makes free throw 2 of 3
7:29.0,,,74-89,1,D. Bertans makes free throw 3 of 3
7:16.0,Turnover by Team (back court),,74-89,,
7:01.0,,,74-89,,K. Leonard misses 3-pt shot from 25 ft
6:59.0,Defensive rebound by C. Zeller,,74-89,,
6:53.0,M. Williams misses 3-pt shot from 25 ft,,74-89,,
6:52.0,,,74-89,,Defensive rebound by L. Aldridge
6:39.0,,,74-89,,J. Simmons misses 2-pt shot from 9 ft
6:37.0,,,74-89,,Offensive rebound by L. Aldridge
6:37.0,,,74-91,2,L. Aldridge makes 2-pt shot from 1 ft
6:24.0,K. Walker misses 2-pt shot from 16 ft,,74-91,,
6:22.0,,,74-91,,Defensive rebound by J. Simmons
6:11.0,,,74-91,,J. Simmons misses 2-pt shot at rim
6:10.0,Defensive rebound by C. Zeller,,74-91,,
5:59.0,M. Kidd-Gilchrist makes 2-pt shot from 13 ft (assist by M. Williams),2,76-91,,
5:40.0,,,76-91,,Offensive charge foul by K. Leonard
5:40.0,,,76-91,,Turnover by K. Leonard (offensive foul)
5:40.0,R. Sessions enters the game for M. Belinelli,,76-91,,
5:40.0,,,76-91,,M. Ginobili enters the game for J. Simmons
5:32.0,,,76-91,,Shooting block foul by D. Bertans (drawn by K. Walker)
5:32.0,K. Walker makes free throw 1 of 2,1,77-91,,
5:32.0,K. Walker makes free throw 2 of 2,1,78-91,,
5:19.0,,,78-91,,M. Ginobili misses 2-pt shot from 2 ft
5:19.0,,,78-91,,Offensive rebound by L. Aldridge
5:19.0,,,78-91,,Shooting foul by C. Zeller (drawn by L. Aldridge)
5:19.0,,,78-92,1,L. Aldridge makes free throw 1 of 2
5:19.0,,,78-93,1,L. Aldridge makes free throw 2 of 2
5:00.0,M. Kidd-Gilchrist misses 2-pt shot from 20 ft,,78-93,,
4:59.0,Offensive rebound by C. Zeller,,78-93,,
4:54.0,,,78-93,,Personal foul by T. Parker (drawn by K. Walker)
4:54.0,K. Walker makes free throw 1 of 2,1,79-93,,
4:54.0,K. Walker makes free throw 2 of 2,1,80-93,,
