time,Atlanta,pts.away,score,pts.home,Philadelphia
6:13.0,Defensive rebound by K. Bazemore,,11-10,,
6:08.0,P. Millsap makes 2-pt shot from 1 ft (assist by K. Bazemore),2,13-10,,
5:49.0,,,13-12,2,D. Saric makes 2-pt shot from 3 ft (assist by J. Okafor)
5:37.0,Turnover by P. Millsap (lost ball; steal by R. Covington),,13-12,,
5:31.0,,,13-14,2,S. Rodriguez makes 2-pt shot from 8 ft
5:11.0,P. Millsap makes 2-pt shot from 9 ft,2,15-14,,
4:49.0,,,15-14,,D. Saric misses 2-pt shot from 19 ft
4:49.0,Defensive rebound by Team,,15-14,,
4:49.0,M. Muscala enters the game for P. Millsap,,15-14,,
4:49.0,,,15-14,,N. Stauskas enters the game for G. Henderson
4:41.0,,,15-14,,Personal foul by J. Okafor (drawn by D. Howard)
4:41.0,,,15-14,,J. Grant enters the game for D. Saric
4:41.0,T. Hardaway enters the game for K. Bazemore,,15-14,,
4:35.0,,,15-14,,Personal foul by R. Covington (drawn by K. Korver)
4:25.0,M. Muscala makes 2-pt shot from 3 ft (assist by D. Schroder),2,17-14,,
4:08.0,,,17-14,,J. Grant misses 2-pt shot from 18 ft
4:06.0,,,17-14,,Offensive rebound by S. Rodriguez
4:00.0,,,17-17,3,N. Stauskas makes 3-pt shot from 24 ft (assist by S. Rodriguez)
3:47.0,M. Muscala makes 2-pt shot from 16 ft (assist by D. Schroder),2,19-17,,
3:46.0,,,19-17,,Philadelphia full timeout
3:46.0,,,19-17,,R. Holmes enters the game for S. Rodriguez
3:46.0,,,19-17,,T. McConnell enters the game for J. Okafor
3:46.0,M. Delaney enters the game for D. Howard,,19-17,,
3:46.0,K. Humphries enters the game for K. Korver,,19-17,,
3:46.0,T. Sefolosha enters the game for D. Schroder,,19-17,,
3:31.0,,,19-17,,Turnover by N. Stauskas (bad pass; steal by K. Humphries)
3:25.0,K. Humphries makes 2-pt shot at rim (assist by T. Hardaway),2,21-17,,
3:07.0,,,21-19,2,J. Grant makes 2-pt shot from 2 ft (assist by N. Stauskas)
2:55.0,T. Hardaway misses 3-pt shot from 25 ft (block by J. Grant),,21-19,,
2:53.0,,,21-19,,Defensive rebound by N. Stauskas
2:49.0,,,21-19,,N. Stauskas misses 2-pt shot from 2 ft
2:45.0,Defensive rebound by T. Hardaway,,21-19,,
2:36.0,M. Delaney makes 3-pt shot from 26 ft (assist by M. Muscala),3,24-19,,
2:09.0,,,24-19,,N. Stauskas misses 3-pt shot from 24 ft
2:07.0,,,24-19,,Offensive rebound by T. McConnell
2:06.0,,,24-21,2,T. McConnell makes 2-pt shot from 3 ft
1:52.0,T. Hardaway misses 2-pt shot from 3 ft (block by J. Grant),,24-21,,
1:49.0,,,24-21,,Defensive rebound by R. Holmes
1:44.0,,,24-21,,R. Covington misses 3-pt shot from 24 ft
1:41.0,Defensive rebound by K. Humphries,,24-21,,
1:26.0,T. Hardaway misses 3-pt shot from 25 ft,,24-21,,
1:23.0,,,24-21,,Defensive rebound by R. Holmes
1:14.0,,,24-23,2,T. McConnell makes 2-pt shot from 12 ft
1:09.0,,,24-23,,Personal block foul by T. McConnell (drawn by M. Delaney)
1:09.0,M. Delaney makes free throw 1 of 2,1,25-23,,
1:09.0,M. Delaney misses free throw 2 of 2,,25-23,,
1:09.0,,,25-23,,H. Thompson enters the game for R. Covington
1:07.0,,,25-23,,Defensive rebound by J. Grant
1:00.0,,,25-23,,Turnover by R. Holmes (lost ball; steal by M. Delaney)
0:56.0,T. Hardaway makes 2-pt shot at rim (assist by M. Delaney),2,27-23,,
0:56.0,Shooting foul by N. Stauskas (drawn by T. Hardaway),,27-23,,
0:56.0,T. Hardaway misses free throw 1 of 1,,27-23,,
0:55.0,Offensive rebound by M. Muscala,,27-23,,
0:52.0,T. Hardaway misses 3-pt shot from 25 ft,,27-23,,
0:50.0,,,27-23,,Defensive rebound by H. Thompson
0:35.0,Def 3 sec tech foul by K. Humphries,,27-23,,
0:35.0,,,27-23,,T. McConnell misses technical free throw
0:35.0,,,27-23,,Offensive rebound by Team
0:34.0,,,27-23,,Turnover by T. McConnell (bad pass; steal by K. Humphries)
0:29.0,M. Muscala makes 2-pt shot at rim (assist by K. Humphries),2,29-23,,
0:09.0,,,29-23,,Shooting foul by M. Delaney (drawn by J. Grant)
0:09.0,,,29-23,,J. Grant misses free throw 1 of 2
0:09.0,,,29-23,,Offensive rebound by Team
0:09.0,,,29-24,1,J. Grant makes free throw 2 of 2
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,T. Hardaway misses 2-pt shot from 17 ft,,29-24,,
11:42.0,,,29-24,,Defensive rebound by N. Stauskas
11:35.0,,,29-24,,J. Okafor misses 2-pt shot from 9 ft
11:34.0,Defensive rebound by K. Humphries,,29-24,,
11:25.0,T. Hardaway makes 2-pt shot from 1 ft,2,31-24,,
11:12.0,,,31-24,,T. McConnell misses 2-pt shot from 6 ft
11:10.0,Defensive rebound by T. Hardaway,,31-24,,
10:53.0,M. Delaney misses 2-pt shot from 16 ft,,31-24,,
10:52.0,,,31-24,,Defensive rebound by J. Okafor
10:32.0,,,31-24,,H. Thompson misses 2-pt shot from 24 ft
10:31.0,Defensive rebound by M. Muscala,,31-24,,
10:21.0,M. Muscala misses 3-pt shot from 26 ft,,31-24,,
10:20.0,,,31-24,,Defensive rebound by H. Thompson
10:15.0,,,31-24,,Shooting foul by M. Muscala (drawn by J. Grant)
10:15.0,,,31-24,,J. Grant misses free throw 1 of 2
10:15.0,,,31-24,,Offensive rebound by Team
10:15.0,,,31-25,1,J. Grant makes free throw 2 of 2
10:15.0,P. Millsap enters the game for M. Muscala,,31-24,,
10:15.0,K. Bazemore enters the game for T. Hardaway,,31-24,,
10:02.0,Shooting foul by H. Thompson (drawn by T. Sefolosha),,31-25,,
10:02.0,T. Sefolosha makes free throw 1 of 2,1,32-25,,
10:02.0,T. Sefolosha misses free throw 2 of 2,,32-25,,
10:02.0,,,32-25,,J. Embiid enters the game for J. Grant
10:01.0,,,32-25,,Defensive rebound by J. Embiid
9:44.0,,,32-25,,H. Thompson misses 2-pt shot from 2 ft
9:42.0,Defensive rebound by T. Sefolosha,,32-25,,
9:31.0,Turnover by P. Millsap (bad pass; steal by T. McConnell),,32-25,,
9:22.0,,,32-25,,Offensive charge foul by N. Stauskas
9:22.0,,,32-25,,Turnover by N. Stauskas (offensive foul)
9:04.0,K. Bazemore misses 2-pt shot from 18 ft,,32-25,,
9:03.0,,,32-25,,Defensive rebound by J. Embiid
8:57.0,,,32-25,,Turnover by N. Stauskas (bad pass)
8:57.0,Official timeout,,32-25,,
8:57.0,K. Korver enters the game for T. Sefolosha,,32-25,,
8:43.0,Shooting foul by J. Embiid (drawn by P. Millsap),,32-25,,
8:43.0,P. Millsap makes free throw 1 of 2,1,33-25,,
8:43.0,P. Millsap makes free throw 2 of 2,1,34-25,,
8:43.0,,,33-25,,G. Henderson enters the game for N. Stauskas
8:32.0,,,34-25,,Turnover by J. Embiid (bad pass)
8:32.0,D. Schroder enters the game for M. Delaney,,34-25,,
8:23.0,K. Bazemore misses 2-pt shot from 5 ft (block by J. Embiid),,34-25,,
8:21.0,,,34-25,,Defensive rebound by J. Okafor
8:02.0,,,34-25,,Shooting foul by K. Humphries (drawn by J. Embiid)
8:02.0,,,34-26,1,J. Embiid makes free throw 1 of 2
8:02.0,,,34-27,1,J. Embiid makes free throw 2 of 2
8:02.0,D. Howard enters the game for K. Humphries,,34-26,,
8:02.0,,,34-26,,S. Rodriguez enters the game for T. McConnell
7:46.0,D. Howard misses 2-pt shot from 2 ft (block by J. Embiid),,34-27,,
7:46.0,Offensive rebound by Team,,34-27,,
7:46.0,,,34-27,,D. Saric enters the game for J. Okafor
7:41.0,D. Schroder makes 2-pt shot from 1 ft (assist by K. Korver),2,36-27,,
7:28.0,Personal foul by D. Howard (drawn by J. Embiid),,36-27,,
7:15.0,,,36-29,2,S. Rodriguez makes 2-pt shot from 23 ft
7:08.0,,,36-29,,Personal foul by J. Embiid (drawn by D. Howard)
7:08.0,,,36-29,,J. Okafor enters the game for J. Embiid
7:05.0,K. Bazemore makes 2-pt shot from 2 ft (assist by K. Korver),2,38-29,,
6:52.0,,,38-29,,G. Henderson misses 3-pt shot from 24 ft
6:51.0,Defensive rebound by K. Korver,,38-29,,
6:45.0,K. Korver misses 3-pt shot from 24 ft,,38-29,,
6:42.0,,,38-29,,Defensive rebound by H. Thompson
6:31.0,,,38-32,3,H. Thompson makes 3-pt shot from 22 ft (assist by D. Saric)
6:29.0,Atlanta full timeout,,38-32,,
6:20.0,,,38-32,,Violation by S. Rodriguez (kicked ball)
6:14.0,,,38-32,,Personal foul by H. Thompson (drawn by P. Millsap)
6:08.0,Turnover by D. Schroder (bad pass; steal by S. Rodriguez),,38-32,,
6:02.0,,,38-32,,J. Okafor misses 2-pt shot from 7 ft (block by D. Howard)
5:58.0,,,38-32,,Offensive rebound by J. Okafor
5:48.0,,,38-32,,D. Saric misses 2-pt shot from 21 ft
5:46.0,Defensive rebound by D. Howard,,38-32,,
5:37.0,K. Korver makes 3-pt shot from 26 ft (assist by P. Millsap),3,41-32,,
5:16.0,,,41-32,,G. Henderson misses 2-pt shot from 12 ft
5:15.0,Defensive rebound by K. Korver,,41-32,,
5:08.0,D. Schroder misses 3-pt shot from 24 ft,,41-32,,
5:07.0,,,41-32,,Defensive rebound by J. Okafor
4:58.0,,,41-32,,Turnover by S. Rodriguez (bad pass; steal by K. Korver)
4:48.0,P. Millsap misses 2-pt shot from 7 ft,,41-32,,
4:46.0,,,41-32,,Defensive rebound by D. Saric
4:32.0,,,41-32,,J. Okafor misses 2-pt shot from 13 ft
4:29.0,Defensive rebound by K. Bazemore,,41-32,,
4:24.0,Offensive foul by D. Howard,,41-32,,
4:24.0,Turnover by D. Howard (offensive foul),,41-32,,
4:24.0,,,41-32,,Philadelphia full timeout
4:24.0,M. Muscala enters the game for D. Howard,,41-32,,
4:24.0,,,41-32,,N. Stauskas enters the game for G. Henderson
4:24.0,,,41-32,,R. Holmes enters the game for J. Okafor
4:24.0,,,41-32,,R. Covington enters the game for H. Thompson
4:10.0,,,41-32,,D. Saric misses 3-pt shot from 25 ft
4:09.0,Defensive rebound by K. Bazemore,,41-32,,
3:57.0,K. Korver makes 3-pt shot from 24 ft (assist by P. Millsap),3,44-32,,
3:39.0,,,44-32,,N. Stauskas misses 2-pt shot from 4 ft (block by M. Muscala)
3:39.0,,,44-32,,Offensive rebound by Team
3:39.0,T. Hardaway enters the game for K. Bazemore,,44-32,,
3:35.0,,,44-32,,Turnover by R. Covington (bad pass; steal by T. Hardaway)
3:27.0,M. Muscala makes 2-pt shot from 15 ft (assist by K. Korver),2,46-32,,
3:09.0,,,46-32,,D. Saric misses 2-pt shot from 5 ft
3:08.0,Defensive rebound by M. Muscala,,46-32,,
3:00.0,P. Millsap misses 2-pt shot at rim,,46-32,,
2:58.0,,,46-32,,Defensive rebound by D. Saric
2:50.0,,,46-32,,R. Covington misses 3-pt shot from 26 ft
2:48.0,Defensive rebound by T. Hardaway,,46-32,,
2:42.0,K. Korver makes 2-pt shot from 1 ft (assist by P. Millsap),2,48-32,,
2:41.0,,,48-32,,Philadelphia full timeout
2:41.0,K. Humphries enters the game for P. Millsap,,48-32,,
2:29.0,,,48-34,2,S. Rodriguez makes 2-pt shot from 7 ft
2:17.0,M. Muscala makes 2-pt shot from 7 ft (assist by D. Schroder),2,50-34,,
1:57.0,,,50-34,,S. Rodriguez misses 3-pt shot from 26 ft
1:56.0,,,50-34,,Offensive rebound by Team
1:47.0,,,50-36,2,R. Holmes makes 2-pt shot at rim (assist by S. Rodriguez)
1:26.0,K. Humphries misses 3-pt shot from 25 ft,,50-36,,
1:25.0,,,50-36,,Defensive rebound by D. Saric
1:18.0,,,50-36,,Offensive foul by D. Saric
1:18.0,,,50-36,,Turnover by D. Saric (offensive foul)
1:18.0,K. Bazemore enters the game for K. Korver,,50-36,,
1:00.0,D. Schroder makes 2-pt shot from 1 ft,2,52-36,,
0:47.0,,,52-39,3,N. Stauskas makes 3-pt shot from 24 ft (assist by R. Holmes)
0:31.0,Shooting foul by R. Holmes (drawn by D. Schroder),,52-39,,
0:31.0,D. Schroder makes free throw 1 of 2,1,53-39,,
0:31.0,D. Schroder misses free throw 2 of 2,,53-39,,
0:31.0,Offensive rebound by K. Humphries,,53-39,,
0:31.0,Turnover by K. Humphries (offensive goaltending),,53-39,,
0:31.0,T. Sefolosha enters the game for T. Hardaway,,53-39,,
0:13.0,,,53-39,,S. Rodriguez misses 2-pt shot from 17 ft
0:09.0,Defensive rebound by T. Sefolosha,,53-39,,
0:03.0,Turnover by D. Schroder (bad pass),,53-39,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,K. Bazemore misses 2-pt shot from 16 ft,,53-39,,
11:46.0,,,53-39,,Defensive rebound by D. Saric
11:22.0,,,53-39,,J. Embiid misses 2-pt shot from 12 ft (block by D. Howard)
11:20.0,Defensive rebound by D. Howard,,53-39,,
10:59.0,P. Millsap makes 2-pt shot from 19 ft (assist by D. Schroder),2,55-39,,
10:45.0,,,55-39,,R. Covington misses 3-pt shot from 25 ft
10:43.0,Defensive rebound by K. Bazemore,,55-39,,
10:38.0,P. Millsap makes 2-pt shot at rim (assist by K. Bazemore),2,57-39,,
10:17.0,,,57-41,2,J. Embiid makes 2-pt shot from 19 ft (assist by G. Henderson)
10:09.0,D. Howard makes 2-pt shot at rim (assist by D. Schroder),2,59-41,,
9:57.0,,,59-43,2,S. Rodriguez makes 2-pt shot from 1 ft
9:33.0,P. Millsap misses 2-pt shot from 5 ft,,59-43,,
9:32.0,,,59-43,,Defensive rebound by S. Rodriguez
9:26.0,,,59-43,,G. Henderson misses 2-pt shot from 15 ft (block by D. Howard)
9:25.0,Jump ball: G. Henderson vs. P. Millsap (D. Howard gains possession),,,,Jump ball: G. Henderson vs. P. Millsap (D. Howard gains possession)
9:25.0,Offensive rebound by Team,,59-43,,
9:12.0,D. Schroder makes 2-pt shot from 17 ft,2,61-43,,
8:49.0,,,61-43,,Shooting foul by P. Millsap (drawn by J. Embiid)
8:49.0,,,61-43,,J. Embiid misses free throw 1 of 2
8:49.0,,,61-43,,Offensive rebound by Team
8:49.0,,,61-44,1,J. Embiid makes free throw 2 of 2
8:39.0,K. Bazemore makes 2-pt shot from 2 ft (assist by D. Schroder),2,63-44,,
8:25.0,,,63-44,,Turnover by R. Covington (traveling)
8:09.0,Turnover by K. Bazemore (bad pass; steal by G. Henderson),,63-44,,
8:02.0,,,63-44,,Turnover by R. Covington (lost ball; steal by K. Korver)
7:53.0,Turnover by K. Korver (bad pass; steal by J. Embiid),,63-44,,
7:39.0,Personal foul by D. Howard (drawn by J. Embiid),,63-44,,
7:39.0,M. Muscala enters the game for D. Howard,,63-44,,
7:39.0,,,63-44,,N. Stauskas enters the game for R. Covington
7:30.0,,,63-46,2,J. Embiid makes 2-pt shot from 1 ft (assist by S. Rodriguez)
7:20.0,,,63-46,,Violation by D. Saric (kicked ball)
7:20.0,,,63-46,,J. Grant enters the game for D. Saric
7:08.0,K. Bazemore makes 2-pt shot from 15 ft,2,65-46,,
6:54.0,,,65-46,,Turnover by J. Embiid (lost ball; steal by P. Millsap)
6:45.0,P. Millsap misses 3-pt shot from 25 ft,,65-46,,
6:43.0,,,65-46,,Defensive rebound by N. Stauskas
6:29.0,,,65-46,,J. Embiid misses 2-pt shot from 1 ft
6:28.0,,,65-46,,Offensive rebound by Team
6:28.0,,,65-46,,J. Okafor enters the game for J. Embiid
6:28.0,,,65-46,,Philadelphia full timeout
6:18.0,,,65-46,,Shooting foul by P. Millsap (drawn by J. Okafor)
6:18.0,,,65-47,1,J. Okafor makes free throw 1 of 2
6:18.0,,,65-48,1,J. Okafor makes free throw 2 of 2
6:07.0,P. Millsap misses 2-pt shot from 16 ft,,65-48,,
6:05.0,,,65-48,,Defensive rebound by Team
5:49.0,,,65-48,,Shooting foul by M. Muscala (drawn by J. Okafor)
5:49.0,,,65-49,1,J. Okafor makes free throw 1 of 2
5:49.0,,,65-50,1,J. Okafor makes free throw 2 of 2
5:49.0,,,65-49,,H. Thompson enters the game for G. Henderson
5:49.0,,,65-49,,T. McConnell enters the game for S. Rodriguez
5:37.0,Shooting foul by J. Grant (drawn by P. Millsap),,65-50,,
5:37.0,P. Millsap misses free throw 1 of 2,,65-50,,
5:37.0,Offensive rebound by Team,,65-50,,
5:37.0,P. Millsap makes free throw 2 of 2,1,66-50,,
5:37.0,K. Humphries enters the game for M. Muscala,,65-50,,
5:21.0,,,66-50,,J. Okafor misses 2-pt shot from 12 ft
5:19.0,Defensive rebound by P. Millsap,,66-50,,
5:11.0,M. Muscala enters the game for P. Millsap,,66-50,,
5:07.0,Turnover by K. Korver (bad pass; steal by J. Okafor),,66-50,,
5:01.0,Personal foul by K. Bazemore (drawn by T. McConnell),,66-50,,
5:01.0,,,66-51,1,T. McConnell makes free throw 1 of 2
5:01.0,,,66-52,1,T. McConnell makes free throw 2 of 2
5:01.0,T. Hardaway enters the game for K. Korver,,66-50,,
4:37.0,K. Bazemore misses 2-pt shot from 16 ft,,66-52,,
4:35.0,,,66-52,,Defensive rebound by T. McConnell
4:18.0,,,66-54,2,J. Okafor makes 2-pt shot from 12 ft
4:11.0,Atlanta full timeout,,66-54,,
3:58.0,K. Humphries misses 2-pt shot from 3 ft,,66-54,,
3:57.0,,,66-54,,Defensive rebound by J. Grant
3:50.0,,,66-54,,J. Grant misses 2-pt shot from 2 ft (block by K. Humphries)
3:48.0,Defensive rebound by M. Muscala,,66-54,,
3:41.0,T. Hardaway misses 2-pt shot from 5 ft (block by N. Stauskas),,66-54,,
3:41.0,,,66-54,,Defensive rebound by Team
3:41.0,T. Sefolosha enters the game for K. Bazemore,,66-54,,
3:21.0,,,66-56,2,J. Grant makes 2-pt shot at rim (assist by T. McConnell)
3:02.0,K. Humphries misses 2-pt shot from 17 ft,,66-56,,
3:01.0,,,66-56,,Defensive rebound by J. Grant
2:49.0,,,66-56,,J. Okafor misses 2-pt shot from 4 ft
2:47.0,Defensive rebound by M. Muscala,,66-56,,
2:40.0,Shooting foul by T. McConnell (drawn by D. Schroder),,66-56,,
2:40.0,D. Schroder makes free throw 1 of 2,1,67-56,,
2:40.0,D. Schroder makes free throw 2 of 2,1,68-56,,
2:40.0,,,67-56,,R. Holmes enters the game for J. Okafor
2:32.0,,,68-56,,T. McConnell misses 3-pt shot from 25 ft
2:30.0,Defensive rebound by K. Humphries,,68-56,,
2:19.0,Shooting foul by J. Grant (drawn by K. Humphries),,68-56,,
2:19.0,K. Humphries makes free throw 1 of 2,1,69-56,,
2:19.0,K. Humphries misses free throw 2 of 2,,69-56,,
2:19.0,M. Delaney enters the game for D. Schroder,,69-56,,
2:19.0,P. Millsap enters the game for M. Muscala,,69-56,,
2:18.0,,,69-56,,Defensive rebound by R. Holmes
2:08.0,,,69-58,2,R. Holmes makes 2-pt shot at rim (assist by T. McConnell)
1:46.0,Shooting foul by J. Grant (drawn by P. Millsap),,69-58,,
1:46.0,P. Millsap makes free throw 1 of 2,1,70-58,,
1:46.0,P. Millsap makes free throw 2 of 2,1,71-58,,
1:34.0,,,71-58,,N. Stauskas misses 2-pt shot from 11 ft
1:32.0,Defensive rebound by K. Humphries,,71-58,,
1:23.0,K. Humphries misses 2-pt shot from 17 ft,,71-58,,
1:21.0,,,71-58,,Defensive rebound by T. McConnell
1:12.0,,,71-58,,H. Thompson misses 2-pt shot from 17 ft
1:11.0,Defensive rebound by K. Humphries,,71-58,,
1:04.0,T. Hardaway makes 3-pt shot from 23 ft (assist by M. Delaney),3,74-58,,
0:42.0,,,74-58,,J. Grant misses 3-pt shot from 26 ft
0:40.0,Defensive rebound by K. Humphries,,74-58,,
0:30.0,P. Millsap misses 3-pt shot from 26 ft,,74-58,,
0:29.0,,,74-58,,Defensive rebound by H. Thompson
0:08.0,,,74-58,,J. Grant misses 2-pt shot from 16 ft
0:06.0,Defensive rebound by K. Humphries,,74-58,,
0:01.0,T. Hardaway misses 3-pt shot from 26 ft,,74-58,,
0:00.0,Offensive rebound by Team,,74-58,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,,,74-60,2,J. Embiid makes 2-pt shot from 18 ft
11:31.0,P. Millsap makes 2-pt shot from 1 ft (assist by M. Muscala),2,76-60,,
11:06.0,,,76-60,,Turnover by T. McConnell (bad pass)
10:53.0,M. Delaney makes 2-pt shot from 8 ft,2,78-60,,
10:35.0,,,78-60,,N. Stauskas misses 2-pt shot from 1 ft
10:34.0,Defensive rebound by Team,,78-60,,
10:17.0,P. Millsap makes 2-pt shot from 5 ft,2,80-60,,
10:15.0,,,80-60,,Turnover by J. Embiid (inbound)
10:15.0,,,80-60,,D. Saric enters the game for J. Grant
10:09.0,M. Muscala makes 2-pt shot from 17 ft (assist by M. Delaney),2,82-60,,
10:07.0,,,82-60,,Philadelphia full timeout
10:07.0,,,82-60,,S. Rodriguez enters the game for T. McConnell
9:47.0,,,82-62,2,S. Rodriguez makes 2-pt shot from 7 ft (assist by J. Embiid)
9:30.0,P. Millsap misses 2-pt shot from 10 ft,,82-62,,
9:28.0,,,82-62,,Defensive rebound by N. Stauskas
9:19.0,,,82-62,,J. Embiid misses 2-pt shot from 3 ft (block by M. Muscala)
9:17.0,Defensive rebound by T. Sefolosha,,82-62,,
9:04.0,T. Hardaway misses 3-pt shot from 26 ft,,82-62,,
9:01.0,,,82-62,,Defensive rebound by N. Stauskas
8:50.0,,,82-62,,S. Rodriguez misses 3-pt shot from 24 ft
8:48.0,Defensive rebound by P. Millsap,,82-62,,
8:42.0,D. Howard enters the game for P. Millsap,,82-62,,
8:42.0,,,82-62,,R. Holmes enters the game for J. Embiid
8:39.0,M. Muscala makes 2-pt shot from 19 ft (assist by T. Sefolosha),2,84-62,,
8:26.0,,,84-64,2,R. Holmes makes 2-pt shot from 12 ft (assist by S. Rodriguez)
8:10.0,M. Delaney makes 2-pt shot from 17 ft,2,86-64,,
7:58.0,,,86-66,2,R. Holmes makes 2-pt shot from 12 ft (assist by S. Rodriguez)
7:44.0,M. Delaney misses 2-pt shot from 15 ft,,86-66,,
7:43.0,,,86-66,,Defensive rebound by H. Thompson
7:35.0,Personal foul by T. Sefolosha (drawn by H. Thompson),,86-66,,
7:35.0,K. Korver enters the game for T. Hardaway,,86-66,,
7:24.0,,,86-68,2,S. Rodriguez makes 2-pt shot from 15 ft
7:04.0,T. Sefolosha makes 2-pt shot from 2 ft (assist by D. Howard),2,88-68,,
6:54.0,D. Schroder enters the game for M. Delaney,,88-68,,
6:54.0,,,88-68,,R. Covington enters the game for N. Stauskas
6:45.0,,,88-68,,Turnover by S. Rodriguez (bad pass; steal by M. Muscala)
6:41.0,T. Sefolosha makes 2-pt shot from 1 ft (assist by D. Schroder),2,90-68,,
6:23.0,Personal foul by M. Muscala (drawn by D. Saric),,90-68,,
6:23.0,K. Humphries enters the game for M. Muscala,,90-68,,
6:23.0,,,90-68,,T. Luwawu-Cabarrot enters the game for H. Thompson
6:15.0,,,90-68,,D. Saric misses 3-pt shot from 25 ft
6:13.0,Defensive rebound by D. Schroder,,90-68,,
6:05.0,T. Sefolosha makes 2-pt shot from 1 ft (assist by D. Schroder),2,92-68,,
6:04.0,,,92-68,,Philadelphia full timeout
6:04.0,D. Bembry enters the game for K. Korver,,92-68,,
5:50.0,,,92-68,,S. Rodriguez misses 2-pt shot from 19 ft
5:49.0,Defensive rebound by T. Sefolosha,,92-68,,
5:45.0,Shooting foul by R. Holmes (drawn by T. Sefolosha),,92-68,,
5:45.0,Official timeout,,92-68,,
5:45.0,T. Sefolosha makes free throw 1 of 2,1,93-68,,
