time,Dallas,pts.away,score,pts.home,Denver
4:23.0,,,17-19,,J. Murray enters the game for G. Harris
3:56.0,,,17-19,,Turnover by J. Nelson (lost ball; steal by H. Barnes)
3:40.0,D. Powell misses 2-pt shot from 3 ft,,17-19,,
3:39.0,,,17-19,,Defensive rebound by D. Arthur
3:25.0,,,17-19,,D. Arthur misses 2-pt shot from 21 ft
3:24.0,Defensive rebound by D. Harris,,17-19,,
3:18.0,S. Curry misses 2-pt shot from 12 ft (block by J. Murray),,17-19,,
3:17.0,,,17-19,,Defensive rebound by D. Arthur
3:11.0,,,17-21,2,J. Murray makes 2-pt shot from 1 ft (assist by D. Arthur)
2:58.0,,,17-21,,Personal foul by W. Chandler (drawn by H. Barnes)
2:58.0,,,17-21,,J. Hernangomez enters the game for J. Nelson
2:44.0,H. Barnes makes 2-pt shot from 3 ft (assist by D. Harris),2,19-21,,
2:27.0,Personal foul by S. Curry (drawn by W. Barton),,19-21,,
2:27.0,D. Nowitzki enters the game for H. Barnes,,19-21,,
2:27.0,Y. Ferrell enters the game for S. Curry,,19-21,,
2:27.0,D. Finney-Smith enters the game for W. Matthews,,19-21,,
2:15.0,,,19-21,,W. Barton misses 2-pt shot from 3 ft
2:15.0,Defensive rebound by D. Nowitzki,,19-21,,
2:09.0,D. Harris misses 2-pt shot from 3 ft (block by J. Murray),,19-21,,
2:07.0,,,19-21,,Defensive rebound by W. Chandler
1:54.0,,,19-24,3,J. Murray makes 3-pt shot from 26 ft
1:39.0,D. Nowitzki misses 2-pt shot from 17 ft,,19-24,,
1:38.0,,,19-24,,Defensive rebound by W. Barton
1:26.0,,,19-24,,J. Murray misses 2-pt shot from 13 ft
1:25.0,Defensive rebound by Y. Ferrell,,19-24,,
1:24.0,,,19-24,,Personal foul by D. Arthur (drawn by Y. Ferrell)
1:24.0,Y. Ferrell makes free throw 1 of 2,1,20-24,,
1:24.0,Y. Ferrell makes free throw 2 of 2,1,21-24,,
1:24.0,W. Matthews enters the game for D. Harris,,20-24,,
1:24.0,,,20-24,,J. Nurkic enters the game for D. Arthur
1:07.0,,,21-24,,W. Chandler misses 3-pt shot from 24 ft
1:06.0,Defensive rebound by W. Matthews,,21-24,,
0:47.0,W. Matthews makes 2-pt shot from 14 ft,2,23-24,,
0:38.0,,,23-27,3,W. Barton makes 3-pt shot from 25 ft (assist by J. Murray)
0:19.0,Shooting foul by J. Nurkic (drawn by D. Powell),,23-27,,
0:19.0,D. Powell misses free throw 1 of 2,,23-27,,
0:19.0,Offensive rebound by Team,,23-27,,
0:19.0,D. Powell makes free throw 2 of 2,1,24-27,,
0:19.0,J. Anderson enters the game for D. Nowitzki,,23-27,,
0:08.0,Personal take foul by J. Anderson (drawn by W. Chandler),,24-27,,
0:00.0,,,24-29,2,W. Barton makes 2-pt shot from 10 ft
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:39.0,,,24-29,,G. Harris misses 2-pt shot from 2 ft
11:38.0,,,24-29,,Offensive rebound by J. Nurkic
11:38.0,,,24-29,,Shooting foul by D. Nowitzki (drawn by J. Nurkic)
11:38.0,,,24-30,1,J. Nurkic makes free throw 1 of 2
11:38.0,,,24-30,,J. Nurkic misses free throw 2 of 2
11:38.0,S. Mejri enters the game for D. Powell,,24-30,,
11:37.0,,,24-30,,Offensive rebound by Team
11:21.0,,,24-30,,J. Murray misses 2-pt shot from 18 ft
11:18.0,,,24-30,,Offensive rebound by J. Hernangomez
11:18.0,,,24-32,2,J. Hernangomez makes 2-pt shot from 3 ft
10:54.0,Y. Ferrell misses 3-pt shot from 25 ft,,24-32,,
10:53.0,,,24-32,,Defensive rebound by D. Arthur
10:50.0,,,24-32,,Offensive charge foul by G. Harris
10:50.0,,,24-32,,Turnover by G. Harris (offensive foul)
10:35.0,S. Mejri makes 2-pt shot from 2 ft (assist by D. Harris),2,26-32,,
10:29.0,,,26-34,2,J. Hernangomez makes 2-pt shot from 3 ft (assist by J. Murray)
10:14.0,Turnover by Y. Ferrell (bad pass; steal by D. Arthur),,26-34,,
10:09.0,,,26-36,2,D. Arthur makes 2-pt shot from 2 ft
10:09.0,Dallas full timeout,,26-36,,
9:56.0,Turnover by D. Finney-Smith (lost ball),,26-36,,
9:37.0,,,26-36,,J. Nurkic misses 2-pt shot from 2 ft
9:36.0,Defensive rebound by D. Nowitzki,,26-36,,
9:30.0,D. Harris misses 2-pt shot from 2 ft,,26-36,,
9:26.0,,,26-36,,Defensive rebound by J. Hernangomez
9:23.0,,,26-36,,J. Murray misses 2-pt shot from 2 ft (block by Y. Ferrell)
9:23.0,,,26-36,,Offensive rebound by Team
9:23.0,J. Anderson enters the game for D. Finney-Smith,,26-36,,
9:14.0,,,26-36,,G. Harris misses 2-pt shot from 20 ft
9:14.0,Defensive rebound by D. Nowitzki,,26-36,,
9:06.0,J. Anderson misses 2-pt shot from 22 ft,,26-36,,
9:05.0,,,26-36,,Defensive rebound by J. Nurkic
9:00.0,Personal foul by D. Harris (drawn by J. Murray),,26-36,,
8:55.0,Violation by S. Mejri (kicked ball),,26-36,,
8:50.0,,,26-36,,Turnover by J. Murray (bad pass)
8:39.0,,,26-36,,Violation by G. Harris (kicked ball)
8:39.0,,,26-36,,N. Jokic enters the game for D. Arthur
8:31.0,Turnover by S. Mejri (bad pass; steal by J. Hernangomez),,26-36,,
8:23.0,,,26-38,2,J. Nurkic makes 2-pt shot at rim (assist by N. Jokic)
8:08.0,Shooting foul by J. Murray (drawn by Y. Ferrell),,26-38,,
8:08.0,Y. Ferrell makes free throw 1 of 2,1,27-38,,
8:08.0,Y. Ferrell makes free throw 2 of 2,1,28-38,,
8:08.0,S. Curry enters the game for D. Harris,,27-38,,
8:08.0,,,27-38,,W. Chandler enters the game for J. Nurkic
8:08.0,H. Barnes enters the game for D. Nowitzki,,27-38,,
7:54.0,,,28-38,,Shooting foul by S. Curry (drawn by G. Harris)
7:54.0,,,28-39,1,G. Harris makes free throw 1 of 2
7:54.0,,,28-40,1,G. Harris makes free throw 2 of 2
7:54.0,W. Matthews enters the game for Y. Ferrell,,28-39,,
7:36.0,S. Curry misses 2-pt shot from 2 ft (block by J. Murray),,28-40,,
7:35.0,,,28-40,,Defensive rebound by Team
7:24.0,,,28-42,2,N. Jokic makes 2-pt shot from 19 ft (assist by J. Murray)
7:24.0,Dallas full timeout,,28-42,,
7:24.0,D. Powell enters the game for S. Mejri,,28-42,,
7:00.0,J. Anderson misses 3-pt shot from 25 ft,,28-42,,
6:59.0,,,28-42,,Defensive rebound by J. Hernangomez
6:53.0,,,28-42,,J. Murray misses 3-pt shot from 26 ft
6:51.0,Defensive rebound by J. Anderson,,28-42,,
6:34.0,S. Curry makes 3-pt shot from 23 ft (assist by D. Powell),3,31-42,,
6:22.0,,,31-42,,J. Hernangomez misses 3-pt shot from 25 ft
6:21.0,Defensive rebound by W. Matthews,,31-42,,
6:00.0,D. Powell makes 2-pt shot at rim (assist by W. Matthews),2,33-42,,
5:37.0,,,33-42,,Shooting foul by J. Anderson
5:37.0,,,33-44,2,J. Hernangomez makes 2-pt shot at rim
5:37.0,Official timeout,,33-44,,
5:37.0,,,33-45,1,J. Hernangomez makes free throw 1 of 1
5:37.0,,,33-44,,J. Nelson enters the game for G. Harris
5:15.0,J. Anderson misses 3-pt shot from 23 ft,,33-45,,
5:14.0,,,33-45,,Defensive rebound by J. Murray
5:08.0,,,33-47,2,J. Murray makes 2-pt shot from 8 ft
4:56.0,H. Barnes misses 3-pt shot from 25 ft,,33-47,,
4:55.0,,,33-47,,Defensive rebound by J. Hernangomez
4:42.0,,,33-47,,J. Murray misses 2-pt shot from 3 ft
4:41.0,Defensive rebound by W. Matthews,,33-47,,
4:29.0,S. Curry misses 2-pt shot from 4 ft (block by J. Hernangomez),,33-47,,
4:27.0,,,33-47,,Defensive rebound by J. Hernangomez
4:14.0,,,33-47,,N. Jokic misses 3-pt shot from 24 ft
4:13.0,Defensive rebound by S. Curry,,33-47,,
3:55.0,J. Anderson makes 3-pt shot from 24 ft (assist by H. Barnes),3,36-47,,
3:39.0,,,36-47,,W. Barton enters the game for J. Murray
3:39.0,,,36-47,,G. Harris enters the game for J. Hernangomez
3:39.0,D. Nowitzki enters the game for D. Powell,,36-47,,
3:27.0,,,36-47,,J. Nelson misses 3-pt shot from 27 ft
3:25.0,Defensive rebound by H. Barnes,,36-47,,
3:08.0,Turnover by H. Barnes (bad pass; steal by J. Nelson),,36-47,,
3:07.0,Violation by W. Matthews (kicked ball),,36-47,,
2:58.0,,,36-49,2,J. Nelson makes 2-pt shot from 2 ft (assist by N. Jokic)
2:44.0,Shooting foul by W. Chandler (drawn by W. Matthews),,36-49,,
2:44.0,,,36-49,,Denver full timeout
2:44.0,W. Matthews misses free throw 1 of 2,,36-49,,
2:44.0,Offensive rebound by Team,,36-49,,
2:44.0,W. Matthews makes free throw 2 of 2,1,37-49,,
2:44.0,Y. Ferrell enters the game for J. Anderson,,36-49,,
2:29.0,,,37-52,3,W. Barton makes 3-pt shot from 25 ft (assist by W. Chandler)
2:04.0,S. Curry misses 3-pt shot from 27 ft,,37-52,,
2:03.0,,,37-52,,Defensive rebound by G. Harris
1:55.0,,,37-55,3,W. Barton makes 3-pt shot from 24 ft (assist by N. Jokic)
1:44.0,Y. Ferrell misses 2-pt shot from 1 ft (block by W. Barton),,37-55,,
1:43.0,,,37-55,,Defensive rebound by W. Chandler
1:31.0,,,37-57,2,W. Chandler makes 2-pt shot from 1 ft (assist by N. Jokic)
1:12.0,W. Matthews misses 3-pt shot from 25 ft,,37-57,,
1:11.0,,,37-57,,Defensive rebound by Team
1:11.0,,,37-57,,D. Arthur enters the game for N. Jokic
1:11.0,D. Powell enters the game for D. Nowitzki,,37-57,,
0:58.0,,,37-57,,Offensive foul by W. Chandler
0:58.0,,,37-57,,Turnover by W. Chandler (offensive foul)
0:58.0,,,37-57,,J. Hernangomez enters the game for W. Chandler
0:34.0,W. Matthews misses 2-pt shot from 17 ft,,37-57,,
0:33.0,,,37-57,,Defensive rebound by G. Harris
0:30.0,Shooting block foul by S. Curry (drawn by G. Harris),,37-57,,
0:30.0,,,37-58,1,G. Harris makes free throw 1 of 2
0:30.0,,,37-59,1,G. Harris makes free throw 2 of 2
0:08.0,H. Barnes misses 2-pt shot from 16 ft,,37-59,,
0:07.0,,,37-59,,Defensive rebound by G. Harris
0:00.0,,,37-59,,J. Nelson misses 3-pt shot from 29 ft
0:00.0,,,37-59,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,,,37-61,2,W. Chandler makes 2-pt shot from 4 ft (assist by N. Jokic)
11:27.0,W. Matthews makes 2-pt shot from 2 ft,2,39-61,,
11:10.0,,,39-64,3,G. Harris makes 3-pt shot from 24 ft (assist by W. Barton)
10:43.0,Y. Ferrell misses 3-pt shot from 25 ft,,39-64,,
10:42.0,,,39-64,,Defensive rebound by W. Barton
10:28.0,,,39-66,2,W. Chandler makes 2-pt shot from 21 ft
10:13.0,H. Barnes makes 2-pt shot from 18 ft (assist by Y. Ferrell),2,41-66,,
9:59.0,,,41-68,2,W. Chandler makes 2-pt shot at rim (assist by N. Jokic)
9:59.0,Dallas full timeout,,41-68,,
9:40.0,H. Barnes makes 2-pt shot from 2 ft (assist by Y. Ferrell),2,43-68,,
9:28.0,,,43-68,,G. Harris misses 2-pt shot from 5 ft
9:27.0,Defensive rebound by Team,,43-68,,
9:27.0,,,43-68,,Loose ball foul by N. Jokic (drawn by H. Barnes)
9:06.0,S. Curry makes 2-pt shot from 1 ft,2,45-68,,
8:53.0,,,45-68,,N. Jokic misses 2-pt shot from 3 ft
8:52.0,Defensive rebound by D. Nowitzki,,45-68,,
8:43.0,D. Nowitzki makes 2-pt shot from 13 ft (assist by W. Matthews),2,47-68,,
8:43.0,,,47-68,,Denver full timeout
8:25.0,,,47-71,3,G. Harris makes 3-pt shot from 24 ft (assist by W. Chandler)
8:06.0,D. Nowitzki makes 2-pt shot from 1 ft (assist by W. Matthews),2,49-71,,
7:57.0,,,49-73,2,N. Jokic makes 2-pt shot from 8 ft (assist by W. Barton)
7:57.0,,,49-73,,Shooting foul by D. Nowitzki (drawn by N. Jokic)
7:57.0,,,49-74,1,N. Jokic makes free throw 1 of 1
7:45.0,Turnover by D. Nowitzki (bad pass; steal by N. Jokic),,49-74,,
7:43.0,,,49-74,,Shooting foul by W. Matthews (drawn by W. Barton)
7:43.0,,,49-75,1,W. Barton makes free throw 1 of 2
7:43.0,,,49-76,1,W. Barton makes free throw 2 of 2
7:23.0,H. Barnes misses 3-pt shot from 23 ft,,49-76,,
7:22.0,,,49-76,,Defensive rebound by W. Chandler
7:16.0,,,49-76,,W. Barton misses 3-pt shot from 25 ft
7:12.0,Defensive rebound by D. Nowitzki,,49-76,,
6:57.0,H. Barnes makes 2-pt shot from 2 ft (assist by W. Matthews),2,51-76,,
6:41.0,,,51-76,,Turnover by G. Harris (bad pass; steal by D. Nowitzki)
6:29.0,S. Curry makes 3-pt shot from 24 ft (assist by W. Matthews),3,54-76,,
6:13.0,,,54-76,,J. Nelson misses 3-pt shot from 24 ft
6:12.0,Defensive rebound by W. Matthews,,54-76,,
6:06.0,Shooting foul by W. Barton (drawn by W. Matthews),,54-76,,
6:06.0,W. Matthews makes free throw 1 of 2,1,55-76,,
6:06.0,W. Matthews makes free throw 2 of 2,1,56-76,,
6:06.0,D. Powell enters the game for D. Nowitzki,,55-76,,
6:06.0,D. Harris enters the game for Y. Ferrell,,55-76,,
5:52.0,,,56-78,2,N. Jokic makes 2-pt shot from 19 ft (assist by J. Nelson)
5:41.0,Turnover by H. Barnes (lost ball; steal by W. Chandler),,56-78,,
5:40.0,Personal foul by D. Harris (drawn by W. Chandler),,56-78,,
5:24.0,,,56-78,,W. Chandler misses 2-pt shot from 3 ft
5:22.0,Defensive rebound by H. Barnes,,56-78,,
5:11.0,H. Barnes makes 2-pt shot from 2 ft (assist by S. Curry),2,58-78,,
5:01.0,,,58-78,,N. Jokic misses 2-pt shot from 3 ft
4:59.0,,,58-78,,Offensive rebound by J. Nelson
4:57.0,,,58-78,,Turnover by W. Barton (lost ball)
4:35.0,D. Powell makes 2-pt shot from 2 ft,2,60-78,,
4:15.0,,,60-78,,N. Jokic misses 2-pt shot from 2 ft (block by D. Powell)
4:14.0,Defensive rebound by S. Curry,,60-78,,
4:14.0,,,60-78,,Personal foul by N. Jokic (drawn by S. Curry)
4:14.0,,,60-78,,D. Arthur enters the game for N. Jokic
4:04.0,W. Matthews makes 3-pt shot from 25 ft (assist by D. Harris),3,63-78,,
4:04.0,,,63-78,,Denver full timeout
3:47.0,,,63-78,,J. Nelson misses 3-pt shot from 25 ft
3:46.0,Defensive rebound by H. Barnes,,63-78,,
3:26.0,D. Harris misses 3-pt shot from 25 ft,,63-78,,
3:25.0,,,63-78,,Defensive rebound by W. Barton
3:13.0,,,63-78,,D. Arthur misses 3-pt shot from 25 ft
3:12.0,Defensive rebound by W. Matthews,,63-78,,
3:06.0,,,63-78,,Violation by D. Arthur (kicked ball)
3:06.0,,,63-78,,J. Murray enters the game for J. Nelson
2:57.0,D. Powell misses 3-pt shot from 24 ft,,63-78,,
2:56.0,,,63-78,,Defensive rebound by W. Barton
2:53.0,Personal foul by W. Matthews (drawn by W. Barton),,63-78,,
2:53.0,,,63-78,,J. Hernangomez enters the game for G. Harris
2:53.0,Y. Ferrell enters the game for W. Matthews,,63-78,,
2:53.0,D. Nowitzki enters the game for H. Barnes,,63-78,,
2:53.0,D. Finney-Smith enters the game for S. Curry,,63-78,,
2:37.0,,,63-80,2,W. Barton makes 2-pt shot from 3 ft
2:11.0,D. Nowitzki misses 2-pt shot from 21 ft,,63-80,,
2:11.0,,,63-80,,Defensive rebound by J. Murray
2:00.0,,,63-80,,D. Arthur misses 3-pt shot from 26 ft
2:00.0,Defensive rebound by D. Nowitzki,,63-80,,
1:50.0,D. Powell makes 2-pt shot from 2 ft (assist by Y. Ferrell),2,65-80,,
1:28.0,Jump ball: W. Chandler vs. D. Harris (J. Murray gains possession),,,,Jump ball: W. Chandler vs. D. Harris (J. Murray gains possession)
1:21.0,,,65-80,,J. Murray misses 2-pt shot from 20 ft
1:21.0,,,65-80,,Offensive rebound by J. Hernangomez
1:18.0,,,65-80,,Turnover by J. Hernangomez (lost ball; steal by D. Powell)
1:12.0,D. Finney-Smith misses 2-pt shot from 1 ft,,65-80,,
1:11.0,,,65-80,,Defensive rebound by J. Hernangomez
1:07.0,,,65-80,,W. Chandler misses 2-pt shot at rim
1:06.0,Defensive rebound by Y. Ferrell,,65-80,,
1:05.0,Y. Ferrell misses 2-pt shot from 1 ft (block by D. Arthur),,65-80,,
1:04.0,Offensive rebound by Team,,65-80,,
1:03.0,,,65-80,,Personal foul by W. Barton (drawn by D. Powell)
0:47.0,D. Nowitzki misses 3-pt shot from 26 ft,,65-80,,
0:46.0,,,65-80,,Defensive rebound by W. Chandler
0:37.0,,,65-82,2,W. Barton makes 2-pt shot from 2 ft
0:17.0,Y. Ferrell makes 2-pt shot from 3 ft,2,67-82,,
0:02.0,,,67-82,,D. Arthur misses 3-pt shot from 24 ft
0:01.0,,,67-82,,Offensive rebound by J. Hernangomez
0:00.0,,,67-82,,J. Hernangomez misses 2-pt shot from 6 ft (block by D. Powell)
0:00.0,,,67-82,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:38.0,D. Harris misses 2-pt shot from 1 ft (block by D. Arthur),,67-82,,
11:37.0,Offensive rebound by Team,,67-82,,
11:36.0,Turnover by Team (shot clock),,67-82,,
11:21.0,,,67-82,,Turnover by D. Arthur (lost ball; steal by D. Nowitzki)
11:18.0,,,67-82,,Personal foul by W. Barton (drawn by Y. Ferrell)
11:05.0,D. Powell makes 2-pt shot from 1 ft (assist by Y. Ferrell),2,69-82,,
10:53.0,,,69-82,,Turnover by J. Hernangomez (bad pass; steal by D. Powell)
10:50.0,D. Powell makes 2-pt shot at rim,2,71-82,,
10:50.0,,,71-82,,Denver full timeout
10:50.0,,,71-82,,N. Jokic enters the game for W. Barton
10:50.0,,,71-82,,W. Chandler enters the game for J. Murray
10:50.0,,,71-82,,J. Nelson enters the game for J. Hernangomez
10:30.0,,,71-85,3,G. Harris makes 3-pt shot from 25 ft (assist by N. Jokic)
10:14.0,Turnover by D. Finney-Smith (bad pass; steal by G. Harris),,71-85,,
10:13.0,Personal take foul by D. Nowitzki (drawn by G. Harris),,71-85,,
10:13.0,W. Matthews enters the game for D. Nowitzki,,71-85,,
10:13.0,H. Barnes enters the game for D. Finney-Smith,,71-85,,
10:13.0,S. Curry enters the game for D. Harris,,71-85,,
10:02.0,,,71-85,,W. Chandler misses 3-pt shot from 23 ft
10:01.0,Defensive rebound by Team,,71-85,,
10:01.0,,,71-85,,Loose ball foul by N. Jokic (drawn by H. Barnes)
9:45.0,D. Powell makes 2-pt shot from 20 ft (assist by W. Matthews),2,73-85,,
9:38.0,,,73-85,,Turnover by J. Nelson (traveling)
9:38.0,,,73-85,,W. Barton enters the game for N. Jokic
9:19.0,W. Matthews misses 2-pt shot from 3 ft (block by W. Barton),,73-85,,
9:18.0,,,73-85,,Defensive rebound by J. Nelson
9:08.0,Personal block foul by W. Matthews (drawn by W. Barton),,73-85,,
9:04.0,,,73-85,,Turnover by W. Barton (traveling)
8:51.0,S. Curry misses 2-pt shot from 6 ft,,73-85,,
8:50.0,Offensive rebound by D. Powell,,73-85,,
8:38.0,W. Matthews misses 3-pt shot from 25 ft,,73-85,,
8:36.0,,,73-85,,Defensive rebound by W. Chandler
8:27.0,,,73-85,,G. Harris misses 3-pt shot from 25 ft
8:26.0,Defensive rebound by Team,,73-85,,
8:16.0,Y. Ferrell misses 2-pt shot from 2 ft,,73-85,,
8:15.0,,,73-85,,Defensive rebound by Team
8:01.0,,,73-87,2,G. Harris makes 2-pt shot from 1 ft (assist by D. Arthur)
8:01.0,Dallas full timeout,,73-87,,
7:38.0,S. Curry misses 2-pt shot from 19 ft,,73-87,,
7:37.0,,,73-87,,Defensive rebound by W. Barton
7:29.0,,,73-90,3,W. Barton makes 3-pt shot from 26 ft
7:05.0,H. Barnes misses 2-pt shot from 16 ft (block by D. Arthur),,73-90,,
7:04.0,Offensive rebound by D. Powell,,73-90,,
7:00.0,Y. Ferrell makes 3-pt shot from 25 ft (assist by D. Powell),3,76-90,,
6:29.0,,,76-90,,W. Barton misses 2-pt shot from 17 ft
6:26.0,Defensive rebound by D. Powell,,76-90,,
6:17.0,Y. Ferrell misses 2-pt shot from 1 ft (block by W. Chandler),,76-90,,
6:15.0,,,76-90,,Defensive rebound by J. Nelson
6:07.0,,,76-90,,D. Arthur misses 3-pt shot from 24 ft
6:06.0,Defensive rebound by D. Powell,,76-90,,
5:55.0,,,76-90,,Personal foul by W. Barton (drawn by D. Powell)
5:42.0,Shooting foul by D. Arthur (drawn by D. Powell),,76-90,,
5:42.0,D. Powell makes free throw 1 of 2,1,77-90,,
5:42.0,D. Powell misses free throw 2 of 2,,77-90,,
5:42.0,,,77-90,,N. Jokic enters the game for D. Arthur
5:41.0,,,77-90,,Defensive rebound by J. Nelson
5:22.0,,,77-90,,Turnover by G. Harris (bad pass; steal by Y. Ferrell)
5:05.0,Y. Ferrell misses 3-pt shot from 24 ft,,77-90,,
5:04.0,,,77-90,,Defensive rebound by W. Chandler
4:58.0,Personal foul by D. Powell (drawn by J. Nelson),,77-90,,
4:56.0,,,77-90,,G. Harris misses 2-pt shot at rim
4:55.0,,,77-90,,Offensive rebound by G. Harris
4:54.0,,,77-90,,G. Harris misses 2-pt shot from 1 ft
4:53.0,,,77-90,,Offensive rebound by N. Jokic
4:52.0,Personal foul by S. Curry (drawn by N. Jokic),,77-90,,
4:52.0,J. Anderson enters the game for D. Powell,,77-90,,
4:34.0,,,77-92,2,W. Chandler makes 2-pt shot from 2 ft
4:18.0,J. Anderson misses 2-pt shot from 4 ft,,77-92,,
4:18.0,,,77-92,,Defensive rebound by N. Jokic
4:12.0,,,77-95,3,G. Harris makes 3-pt shot from 23 ft (assist by W. Barton)
4:12.0,Dallas full timeout,,77-95,,
4:12.0,D. Finney-Smith enters the game for W. Matthews,,77-95,,
3:46.0,J. Anderson misses 2-pt shot from 9 ft,,77-95,,
3:46.0,,,77-95,,Defensive rebound by W. Chandler
3:30.0,,,77-97,2,W. Chandler makes 2-pt shot from 2 ft (assist by N. Jokic)
3:13.0,Y. Ferrell makes 3-pt shot from 25 ft (assist by J. Anderson),3,80-97,,
2:56.0,,,80-97,,Shooting foul by H. Barnes (drawn by N. Jokic)
2:56.0,Dallas full timeout,,80-97,,
2:56.0,,,80-98,1,N. Jokic makes free throw 1 of 2
2:56.0,,,80-99,1,N. Jokic makes free throw 2 of 2
2:56.0,D. Powell enters the game for H. Barnes,,80-97,,
2:56.0,N. Brussino enters the game for S. Curry,,80-97,,
2:40.0,D. Finney-Smith misses 3-pt shot from 23 ft,,80-99,,
2:39.0,Offensive rebound by J. Anderson,,80-99,,
