time,Detroit,pts.away,score,pts.home,Cleveland
6:19.0,,,13-18,,K. Love misses 2-pt shot from 19 ft
6:19.0,Defensive rebound by A. Drummond,,13-18,,
6:07.0,T. Harris misses 3-pt shot from 24 ft,,13-18,,
6:07.0,Offensive rebound by A. Drummond,,13-18,,
6:06.0,A. Drummond makes 2-pt shot at rim,2,15-18,,
5:47.0,,,15-20,2,L. James makes 2-pt shot from 1 ft (assist by K. Irving)
5:23.0,A. Drummond misses 2-pt shot from 9 ft,,15-20,,
5:21.0,,,15-20,,Defensive rebound by L. James
5:03.0,,,15-22,2,K. Love makes 2-pt shot from 6 ft (assist by L. James)
4:48.0,Turnover by T. Harris (lost ball),,15-22,,
4:48.0,J. Leuer enters the game for T. Harris,,15-22,,
4:48.0,,,15-22,,M. Dunleavy enters the game for K. Love
4:37.0,,,15-22,,Turnover by L. James (bad pass)
4:23.0,I. Smith misses 2-pt shot from 6 ft,,15-22,,
4:23.0,Offensive rebound by A. Drummond,,15-22,,
4:21.0,A. Drummond misses 2-pt shot from 5 ft,,15-22,,
4:20.0,,,15-22,,Defensive rebound by T. Thompson
4:11.0,,,15-24,2,L. James makes 2-pt shot at rim (assist by K. Irving)
3:51.0,K. Caldwell-Pope misses 2-pt shot from 2 ft (block by T. Thompson),,15-24,,
3:49.0,,,15-24,,Defensive rebound by K. Irving
3:43.0,,,15-24,,L. James misses 2-pt shot at rim (block by A. Drummond)
3:41.0,Defensive rebound by M. Morris,,15-24,,
3:36.0,J. Leuer makes 2-pt shot from 1 ft (assist by M. Morris),2,17-24,,
3:13.0,,,17-24,,K. Irving misses 2-pt shot from 7 ft
3:11.0,Defensive rebound by K. Caldwell-Pope,,17-24,,
3:01.0,K. Caldwell-Pope misses 2-pt shot from 8 ft,,17-24,,
3:00.0,,,17-24,,Defensive rebound by M. Dunleavy
2:53.0,,,17-24,,Turnover by M. Dunleavy (bad pass)
2:53.0,,,17-24,,K. Love enters the game for L. James
2:53.0,,,17-24,,I. Shumpert enters the game for J. Smith
2:53.0,A. Baynes enters the game for A. Drummond,,17-24,,
2:53.0,B. Udrih enters the game for I. Smith,,17-24,,
2:36.0,A. Baynes misses 2-pt shot from 8 ft,,17-24,,
2:35.0,,,17-24,,Defensive rebound by T. Thompson
2:24.0,,,17-26,2,K. Irving makes 2-pt shot from 1 ft
2:04.0,M. Morris makes 2-pt shot from 16 ft,2,19-26,,
1:56.0,,,19-28,2,K. Love makes 2-pt shot from 2 ft (assist by K. Irving)
1:51.0,Detroit full timeout,,19-28,,
1:45.0,B. Udrih misses 2-pt shot from 17 ft,,19-28,,
1:45.0,,,19-28,,Defensive rebound by K. Love
1:32.0,,,19-28,,Shooting foul by A. Baynes (drawn by T. Thompson)
1:32.0,,,19-29,1,T. Thompson makes free throw 1 of 2
1:32.0,,,19-30,1,T. Thompson makes free throw 2 of 2
1:17.0,J. Leuer misses 2-pt shot from 1 ft (block by M. Dunleavy),,19-30,,
1:16.0,,,19-30,,Defensive rebound by T. Thompson
1:10.0,,,19-30,,T. Thompson misses 2-pt shot from 8 ft
1:10.0,Defensive rebound by B. Udrih,,19-30,,
1:10.0,,,19-30,,Personal foul by K. Irving (drawn by A. Baynes)
1:10.0,,,19-30,,J. McRae enters the game for K. Irving
0:54.0,J. Leuer misses 3-pt shot from 26 ft,,19-30,,
0:54.0,,,19-30,,Defensive rebound by T. Thompson
0:40.0,,,19-30,,K. Love misses 2-pt shot from 7 ft
0:38.0,Defensive rebound by A. Baynes,,19-30,,
0:31.0,A. Baynes misses 2-pt shot from 2 ft (block by T. Thompson),,19-30,,
0:28.0,,,19-30,,Defensive rebound by J. McRae
0:07.0,,,19-30,,J. McRae misses 2-pt shot from 8 ft
0:06.0,Defensive rebound by A. Baynes,,19-30,,
0:00.0,B. Udrih misses 2-pt shot from 22 ft,,19-30,,
0:00.0,Offensive rebound by Team,,19-30,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,,,19-32,2,J. McRae makes 2-pt shot from 19 ft
11:32.0,T. Harris misses 2-pt shot from 7 ft (block by L. James),,19-32,,
11:32.0,Offensive rebound by Team,,19-32,,
11:32.0,Technical foul by T. Harris,,19-32,,
11:32.0,,,19-33,1,L. James makes technical free throw
11:32.0,S. Johnson enters the game for J. Leuer,,19-33,,
11:17.0,S. Johnson makes 2-pt shot from 8 ft (assist by D. Hilliard),2,21-33,,
10:53.0,,,21-35,2,L. James makes 2-pt shot from 12 ft (assist by J. McRae)
10:44.0,,,21-35,,Personal foul by J. McRae (drawn by T. Harris)
10:37.0,D. Hilliard makes 3-pt shot from 24 ft (assist by B. Udrih),3,24-35,,
10:14.0,Personal foul by D. Hilliard (drawn by L. James),,24-35,,
10:01.0,,,24-35,,C. Frye misses 3-pt shot from 26 ft
10:01.0,Defensive rebound by S. Johnson,,24-35,,
9:52.0,D. Hilliard misses 2-pt shot from 21 ft,,24-35,,
9:52.0,Offensive rebound by Team,,24-35,,
9:52.0,,,24-35,,Loose ball foul by C. Frye (drawn by A. Baynes)
9:52.0,,,24-35,,R. Jefferson enters the game for M. Dunleavy
9:43.0,A. Baynes makes 2-pt shot from 17 ft (assist by S. Johnson),2,26-35,,
9:31.0,Personal foul by T. Harris (drawn by R. Jefferson),,26-35,,
9:23.0,,,26-35,,J. McRae misses 2-pt shot at rim
9:21.0,Defensive rebound by D. Hilliard,,26-35,,
9:11.0,Shooting foul by I. Shumpert (drawn by T. Harris),,26-35,,
9:11.0,T. Harris makes free throw 1 of 2,1,27-35,,
9:11.0,T. Harris makes free throw 2 of 2,1,28-35,,
8:58.0,Personal foul by S. Johnson (drawn by L. James),,28-35,,
8:58.0,Official timeout,,28-35,,
8:58.0,A. Drummond enters the game for A. Baynes,,28-35,,
8:50.0,,,28-35,,Shooting foul by B. Udrih (drawn by J. McRae)
8:50.0,,,28-36,1,J. McRae makes free throw 1 of 2
8:50.0,,,28-37,1,J. McRae makes free throw 2 of 2
8:26.0,T. Harris misses 2-pt shot from 1 ft,,28-37,,
8:23.0,,,28-37,,Defensive rebound by C. Frye
8:12.0,,,28-37,,I. Shumpert misses 2-pt shot from 21 ft
8:11.0,Defensive rebound by A. Drummond,,28-37,,
8:04.0,D. Hilliard misses 3-pt shot from 24 ft,,28-37,,
8:02.0,,,28-37,,Defensive rebound by J. McRae
7:53.0,,,28-40,3,J. McRae makes 3-pt shot from 24 ft (assist by I. Shumpert)
7:37.0,,,28-40,,Def 3 sec tech foul by C. Frye
7:37.0,B. Udrih makes technical free throw,1,29-40,,
7:31.0,B. Udrih misses 2-pt shot from 16 ft,,29-40,,
7:31.0,,,29-40,,Defensive rebound by R. Jefferson
7:22.0,,,29-40,,I. Shumpert misses 3-pt shot from 23 ft
7:22.0,Defensive rebound by B. Udrih,,29-40,,
7:14.0,A. Drummond makes 2-pt shot at rim (assist by B. Udrih),2,31-40,,
7:14.0,,,31-40,,Cleveland full timeout
7:14.0,,,31-40,,J. Smith enters the game for I. Shumpert
7:14.0,,,31-40,,K. Love enters the game for J. McRae
7:02.0,,,31-40,,Shooting foul by S. Johnson (drawn by L. James)
7:02.0,,,31-40,,L. James misses free throw 1 of 2
7:02.0,,,31-40,,Offensive rebound by Team
7:02.0,,,31-41,1,L. James makes free throw 2 of 2
7:02.0,M. Morris enters the game for S. Johnson,,31-40,,
6:47.0,A. Drummond misses 2-pt shot from 7 ft,,31-41,,
6:46.0,,,31-41,,Defensive rebound by K. Love
6:42.0,Personal foul by D. Hilliard (drawn by K. Love),,31-41,,
6:42.0,,,31-42,1,K. Love makes free throw 1 of 2
6:42.0,,,31-43,1,K. Love makes free throw 2 of 2
6:42.0,K. Caldwell-Pope enters the game for D. Hilliard,,31-42,,
6:27.0,T. Harris misses 2-pt shot from 15 ft,,31-43,,
6:26.0,,,31-43,,Defensive rebound by K. Love
6:19.0,,,31-46,3,L. James makes 3-pt shot from 28 ft
6:02.0,A. Drummond misses 2-pt shot at rim,,31-46,,
5:59.0,,,31-46,,Defensive rebound by C. Frye
5:55.0,,,31-46,,L. James misses 3-pt shot from 30 ft
5:53.0,Defensive rebound by T. Harris,,31-46,,
5:41.0,B. Udrih makes 2-pt shot from 13 ft (assist by A. Drummond),2,33-46,,
5:41.0,,,33-46,,Cleveland full timeout
5:41.0,,,33-46,,K. Irving enters the game for L. James
5:41.0,,,33-46,,T. Thompson enters the game for C. Frye
5:41.0,J. Leuer enters the game for T. Harris,,33-46,,
5:41.0,I. Smith enters the game for B. Udrih,,33-46,,
5:24.0,,,33-48,2,K. Irving makes 2-pt shot from 17 ft
5:06.0,K. Caldwell-Pope makes 2-pt shot from 18 ft (assist by I. Smith),2,35-48,,
4:50.0,,,35-50,2,K. Irving makes 2-pt shot from 13 ft
4:25.0,J. Leuer misses 2-pt shot from 15 ft,,35-50,,
4:25.0,,,35-50,,Defensive rebound by T. Thompson
4:13.0,,,35-52,2,K. Love makes 2-pt shot from 11 ft (assist by K. Irving)
4:06.0,Detroit full timeout,,35-52,,
3:46.0,K. Caldwell-Pope misses 3-pt shot from 25 ft,,35-52,,
3:46.0,,,35-52,,Defensive rebound by K. Love
3:31.0,,,35-52,,Turnover by K. Love (lost ball; steal by M. Morris)
3:27.0,J. Leuer misses 2-pt shot at rim,,35-52,,
3:27.0,,,35-52,,Defensive rebound by R. Jefferson
3:27.0,,,35-52,,Turnover by K. Love (lost ball)
3:12.0,M. Morris misses 3-pt shot from 25 ft,,35-52,,
3:11.0,,,35-52,,Defensive rebound by K. Love
3:01.0,,,35-52,,Turnover by K. Love (bad pass; steal by A. Drummond)
2:56.0,I. Smith misses 2-pt shot from 1 ft,,35-52,,
2:56.0,Offensive rebound by Team,,35-52,,
2:56.0,,,35-52,,L. James enters the game for R. Jefferson
2:41.0,I. Smith misses 2-pt shot from 1 ft,,35-52,,
2:40.0,Offensive rebound by A. Drummond,,35-52,,
2:40.0,A. Drummond misses 2-pt shot from 1 ft (block by J. Smith),,35-52,,
2:38.0,,,35-52,,Defensive rebound by K. Irving
2:29.0,,,35-52,,J. Smith misses 3-pt shot from 23 ft
2:29.0,Defensive rebound by J. Leuer,,35-52,,
2:20.0,,,35-52,,Personal foul by T. Thompson (drawn by A. Drummond)
2:02.0,A. Drummond misses 2-pt shot from 9 ft,,35-52,,
2:00.0,,,35-52,,Defensive rebound by K. Love
1:49.0,,,35-52,,K. Love misses 2-pt shot from 9 ft (block by I. Smith)
1:48.0,Defensive rebound by I. Smith,,35-52,,
1:40.0,K. Caldwell-Pope makes 2-pt shot at rim (assist by I. Smith),2,37-52,,
1:20.0,,,37-54,2,K. Irving makes 2-pt shot at rim (assist by J. Smith)
0:59.0,A. Drummond makes 2-pt shot at rim (assist by K. Caldwell-Pope),2,39-54,,
0:37.0,,,39-54,,L. James misses 3-pt shot from 26 ft
0:36.0,,,39-54,,Offensive rebound by K. Love
0:33.0,,,39-56,2,K. Love makes 2-pt shot from 1 ft
0:13.0,I. Smith misses 2-pt shot from 8 ft,,39-56,,
0:11.0,,,39-56,,Defensive rebound by J. Smith
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:52.0,Violation by A. Drummond (kicked ball),,39-56,,
11:42.0,,,39-58,2,L. James makes 2-pt shot from 14 ft
11:24.0,M. Morris misses 2-pt shot from 21 ft,,39-58,,
11:24.0,,,39-58,,Defensive rebound by Team
11:09.0,,,39-58,,L. James misses 2-pt shot from 21 ft
11:09.0,Defensive rebound by A. Drummond,,39-58,,
10:54.0,A. Drummond misses 2-pt shot from 8 ft,,39-58,,
10:53.0,,,39-58,,Defensive rebound by K. Love
10:42.0,,,39-58,,K. Irving misses 2-pt shot from 1 ft
10:42.0,Defensive rebound by A. Drummond,,39-58,,
10:32.0,K. Caldwell-Pope misses 2-pt shot from 7 ft,,39-58,,
10:30.0,,,39-58,,Defensive rebound by K. Love
10:23.0,,,39-60,2,T. Thompson makes 2-pt shot from 1 ft (assist by K. Irving)
9:55.0,A. Drummond makes 2-pt shot from 9 ft (assist by M. Morris),2,41-60,,
9:32.0,,,41-62,2,K. Irving makes 2-pt shot from 4 ft (assist by L. James)
9:19.0,K. Caldwell-Pope misses 2-pt shot from 19 ft,,41-62,,
9:18.0,,,41-62,,Defensive rebound by T. Thompson
9:14.0,Personal foul by T. Harris (drawn by K. Love),,41-62,,
9:05.0,,,41-64,2,K. Irving makes 2-pt shot from 18 ft (assist by T. Thompson)
8:51.0,I. Smith misses 2-pt shot from 17 ft,,41-64,,
8:51.0,Offensive rebound by I. Smith,,41-64,,
8:47.0,I. Smith misses 2-pt shot from 1 ft (block by T. Thompson),,41-64,,
8:45.0,,,41-64,,Defensive rebound by T. Thompson
8:39.0,,,41-67,3,K. Irving makes 3-pt shot from 28 ft (assist by J. Smith)
8:39.0,Detroit full timeout,,41-67,,
8:22.0,T. Harris misses 3-pt shot from 26 ft,,41-67,,
8:22.0,,,41-67,,Defensive rebound by K. Love
8:16.0,,,41-67,,J. Smith misses 2-pt shot at rim
8:13.0,Defensive rebound by T. Harris,,41-67,,
8:09.0,K. Caldwell-Pope misses 3-pt shot from 25 ft,,41-67,,
8:08.0,,,41-67,,Defensive rebound by K. Love
7:54.0,,,41-67,,J. Smith misses 3-pt shot from 26 ft
7:53.0,Defensive rebound by I. Smith,,41-67,,
7:46.0,Turnover by A. Drummond (lost ball; steal by J. Smith),,41-67,,
7:46.0,,,41-67,,Cleveland full timeout
7:18.0,,,41-67,,K. Love misses 2-pt shot from 8 ft
7:18.0,Defensive rebound by Team,,41-67,,
7:08.0,Shooting foul by L. James (drawn by I. Smith),,41-67,,
7:08.0,I. Smith makes free throw 1 of 2,1,42-67,,
7:08.0,I. Smith makes free throw 2 of 2,1,43-67,,
6:54.0,,,43-67,,T. Thompson misses 2-pt shot at rim
6:54.0,,,43-67,,Offensive rebound by Team
6:49.0,,,43-69,2,L. James makes 2-pt shot from 18 ft (assist by K. Irving)
6:33.0,T. Harris makes 2-pt shot from 15 ft (assist by I. Smith),2,45-69,,
6:19.0,,,45-71,2,L. James makes 2-pt shot from 17 ft (assist by K. Irving)
5:56.0,T. Harris misses 2-pt shot from 16 ft,,45-71,,
5:55.0,,,45-71,,Defensive rebound by K. Love
5:42.0,,,45-71,,K. Irving misses 3-pt shot from 25 ft
5:41.0,,,45-71,,Offensive rebound by T. Thompson
5:32.0,,,45-71,,Turnover by L. James (step out of bounds)
5:08.0,Turnover by A. Drummond (bad pass),,45-71,,
5:08.0,J. Leuer enters the game for T. Harris,,45-71,,
5:04.0,,,45-71,,Turnover by K. Love (bad pass; steal by I. Smith)
4:52.0,M. Morris misses 3-pt shot from 25 ft,,45-71,,
4:52.0,,,45-71,,Defensive rebound by T. Thompson
4:29.0,,,45-73,2,L. James makes 2-pt shot from 21 ft
4:12.0,K. Caldwell-Pope misses 2-pt shot from 14 ft,,45-73,,
4:11.0,,,45-73,,Defensive rebound by T. Thompson
3:54.0,,,45-75,2,K. Love makes 2-pt shot from 14 ft
3:36.0,M. Morris misses 2-pt shot from 14 ft,,45-75,,
3:33.0,Offensive rebound by M. Morris,,45-75,,
3:27.0,I. Smith makes 2-pt shot from 17 ft (assist by M. Morris),2,47-75,,
3:20.0,,,47-75,,Cleveland full timeout
3:20.0,,,47-75,,I. Shumpert enters the game for J. Smith
3:20.0,B. Udrih enters the game for A. Drummond,,47-75,,
3:20.0,A. Baynes enters the game for I. Smith,,47-75,,
3:07.0,,,47-77,2,K. Irving makes 2-pt shot from 15 ft (assist by I. Shumpert)
2:48.0,M. Morris misses 3-pt shot from 23 ft,,47-77,,
2:47.0,Offensive rebound by A. Baynes,,47-77,,
2:45.0,Turnover by A. Baynes (lost ball; steal by K. Irving),,47-77,,
2:35.0,,,47-79,2,K. Irving makes 2-pt shot from 15 ft
2:19.0,B. Udrih makes 2-pt shot from 1 ft,2,49-79,,
2:19.0,Shooting foul by K. Love (drawn by B. Udrih),,49-79,,
2:19.0,B. Udrih makes free throw 1 of 1,1,50-79,,
2:19.0,,,49-79,,M. Dunleavy enters the game for L. James
2:19.0,,,49-79,,R. Jefferson enters the game for K. Love
2:19.0,D. Hilliard enters the game for K. Caldwell-Pope,,49-79,,
2:05.0,,,50-79,,R. Jefferson misses 2-pt shot from 22 ft
2:05.0,Defensive rebound by J. Leuer,,50-79,,
1:40.0,M. Morris makes 2-pt shot from 23 ft (assist by B. Udrih),2,52-79,,
1:20.0,,,52-79,,R. Jefferson misses 3-pt shot from 25 ft
1:19.0,Defensive rebound by A. Baynes,,52-79,,
1:06.0,J. Leuer makes 2-pt shot from 11 ft (assist by D. Hilliard),2,54-79,,
0:46.0,,,54-79,,R. Jefferson misses 2-pt shot at rim
0:45.0,Defensive rebound by A. Baynes,,54-79,,
0:39.0,J. Leuer makes 2-pt shot at rim (assist by A. Baynes),2,56-79,,
0:25.0,,,56-82,3,K. Irving makes 3-pt shot from 28 ft
0:02.0,M. Morris misses 2-pt shot from 12 ft,,56-82,,
0:01.0,,,56-82,,Defensive rebound by T. Thompson
0:00.0,,,56-82,,T. Thompson misses 3-pt shot from 59 ft
0:00.0,,,56-82,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,Shooting foul by I. Shumpert (drawn by D. Hilliard),,56-82,,
11:43.0,D. Hilliard makes free throw 1 of 2,1,57-82,,
11:43.0,D. Hilliard misses free throw 2 of 2,,57-82,,
11:43.0,S. Johnson enters the game for M. Morris,,57-82,,
11:42.0,,,57-82,,Defensive rebound by M. Dunleavy
11:32.0,,,57-82,,Turnover by M. Dunleavy (bad pass)
11:16.0,D. Hilliard misses 2-pt shot from 12 ft,,57-82,,
11:16.0,,,57-82,,Defensive rebound by M. Dunleavy
10:59.0,,,57-82,,Turnover by D. Liggins (lost ball; steal by S. Johnson)
10:52.0,B. Udrih misses 2-pt shot from 1 ft,,57-82,,
10:51.0,,,57-82,,Defensive rebound by D. Liggins
10:45.0,,,57-85,3,I. Shumpert makes 3-pt shot from 24 ft (assist by D. Liggins)
10:25.0,J. Leuer misses 2-pt shot from 21 ft,,57-85,,
10:24.0,,,57-85,,Defensive rebound by D. Liggins
10:13.0,,,57-88,3,I. Shumpert makes 3-pt shot from 27 ft (assist by D. Liggins)
10:13.0,Detroit full timeout,,57-88,,
9:57.0,J. Leuer makes 3-pt shot from 23 ft (assist by A. Baynes),3,60-88,,
9:41.0,,,60-88,,Shooting foul by B. Udrih (drawn by D. Liggins)
9:41.0,,,60-89,1,D. Liggins makes free throw 1 of 2
9:41.0,,,60-90,1,D. Liggins makes free throw 2 of 2
9:23.0,J. Leuer misses 2-pt shot from 18 ft,,60-90,,
9:23.0,,,60-90,,Defensive rebound by M. Dunleavy
9:16.0,,,60-92,2,I. Shumpert makes 2-pt shot from 1 ft
9:16.0,,,60-92,,Shooting foul by D. Hilliard (drawn by I. Shumpert)
9:16.0,,,60-93,1,I. Shumpert makes free throw 1 of 1
9:16.0,,,60-92,,J. McRae enters the game for R. Jefferson
9:16.0,,,60-92,,C. Andersen enters the game for C. Frye
9:00.0,B. Udrih misses 3-pt shot from 25 ft,,60-93,,
9:00.0,Offensive rebound by J. Leuer,,60-93,,
8:55.0,J. Leuer makes 2-pt shot from 1 ft,2,62-93,,
8:40.0,,,62-93,,J. McRae misses 2-pt shot from 14 ft
8:38.0,Defensive rebound by A. Baynes,,62-93,,
8:34.0,D. Hilliard misses 2-pt shot at rim,,62-93,,
8:34.0,Offensive rebound by J. Leuer,,62-93,,
8:34.0,Shooting foul by C. Andersen (drawn by J. Leuer),,62-93,,
8:34.0,J. Leuer makes free throw 1 of 2,1,63-93,,
8:34.0,J. Leuer makes free throw 2 of 2,1,64-93,,
8:34.0,,,63-93,,J. Jones enters the game for M. Dunleavy
8:23.0,Personal foul by S. Johnson (drawn by I. Shumpert),,64-93,,
8:17.0,Personal foul by D. Hilliard (drawn by D. Liggins),,64-93,,
8:07.0,,,64-93,,C. Andersen misses 2-pt shot from 13 ft
8:06.0,Defensive rebound by J. Leuer,,64-93,,
8:01.0,Shooting foul by D. Liggins (drawn by A. Baynes),,64-93,,
8:01.0,A. Baynes makes free throw 1 of 2,1,65-93,,
8:01.0,A. Baynes makes free throw 2 of 2,1,66-93,,
8:01.0,R. Bullock enters the game for B. Udrih,,65-93,,
7:45.0,,,66-95,2,J. Jones makes 2-pt shot from 16 ft (assist by J. McRae)
7:26.0,J. Leuer misses 2-pt shot from 15 ft,,66-95,,
7:25.0,,,66-95,,Defensive rebound by D. Liggins
7:20.0,,,66-95,,J. Jones misses 3-pt shot from 25 ft
7:20.0,Defensive rebound by A. Baynes,,66-95,,
7:10.0,S. Johnson makes 2-pt shot from 15 ft,2,68-95,,
6:48.0,,,68-95,,D. Liggins misses 2-pt shot from 8 ft
6:47.0,Defensive rebound by J. Leuer,,68-95,,
6:35.0,D. Hilliard misses 2-pt shot from 7 ft,,68-95,,
6:33.0,,,68-95,,Defensive rebound by C. Andersen
6:32.0,,,68-95,,Turnover by C. Andersen (bad pass; steal by S. Johnson)
6:27.0,R. Bullock misses 3-pt shot from 25 ft,,68-95,,
6:27.0,Offensive rebound by J. Leuer,,68-95,,
6:09.0,Shooting foul by C. Andersen (drawn by J. Leuer),,68-95,,
6:09.0,J. Leuer makes free throw 1 of 2,1,69-95,,
6:09.0,J. Leuer makes free throw 2 of 2,1,70-95,,
6:09.0,B. Marjanovic enters the game for A. Baynes,,69-95,,
6:09.0,,,69-95,,M. Dunleavy enters the game for J. Jones
6:09.0,,,69-95,,R. Jefferson enters the game for I. Shumpert
5:58.0,,,70-95,,J. McRae misses 2-pt shot from 15 ft (block by S. Johnson)
5:57.0,Defensive rebound by B. Marjanovic,,70-95,,
5:43.0,Shooting foul by D. Liggins (drawn by D. Hilliard),,70-95,,
5:43.0,Official timeout,,70-95,,
5:43.0,D. Hilliard makes free throw 1 of 2,1,71-95,,
5:43.0,D. Hilliard makes free throw 2 of 2,1,72-95,,
5:43.0,H. Ellenson enters the game for J. Leuer,,70-95,,
5:23.0,,,72-95,,Turnover by D. Liggins (bad pass)
5:10.0,R. Bullock makes 2-pt shot from 7 ft (assist by H. Ellenson),2,74-95,,
4:53.0,,,74-95,,J. McRae misses 2-pt shot from 19 ft
4:53.0,,,74-95,,Offensive rebound by C. Andersen
4:53.0,,,74-95,,C. Andersen misses 2-pt shot from 1 ft
4:51.0,,,74-95,,Offensive rebound by C. Andersen
4:51.0,,,74-95,,C. Andersen misses 2-pt shot from 1 ft (block by B. Marjanovic)
4:50.0,Defensive rebound by B. Marjanovic,,74-95,,
4:37.0,,,74-95,,Personal foul by M. Dunleavy (drawn by S. Johnson)
4:37.0,S. Johnson misses free throw 1 of 2,,74-95,,
4:37.0,Offensive rebound by Team,,74-95,,
4:37.0,S. Johnson makes free throw 2 of 2,1,75-95,,
4:23.0,,,75-95,,Turnover by J. McRae (step out of bounds)
4:02.0,S. Johnson misses 3-pt shot from 25 ft,,75-95,,
4:01.0,,,75-95,,Defensive rebound by M. Dunleavy
3:54.0,,,75-97,2,D. Liggins makes 2-pt shot from 1 ft
3:33.0,B. Marjanovic misses 2-pt shot from 4 ft (block by C. Andersen),,75-97,,
3:31.0,Jump ball: C. Andersen vs. B. Marjanovic,,,,Jump ball: C. Andersen vs. B. Marjanovic
3:31.0,Offensive rebound by Team,,75-97,,
3:30.0,Offensive foul by B. Marjanovic,,75-97,,
3:30.0,Turnover by B. Marjanovic (offensive foul),,75-97,,
3:08.0,,,75-100,3,M. Dunleavy makes 3-pt shot from 25 ft (assist by J. McRae)
2:49.0,R. Bullock makes 3-pt shot from 25 ft (assist by D. Hilliard),3,78-100,,
2:28.0,,,78-100,,D. Liggins misses 2-pt shot from 22 ft
2:27.0,Defensive rebound by S. Johnson,,78-100,,
2:15.0,,,78-100,,Personal foul by D. Liggins (drawn by D. Hilliard)
2:15.0,,,78-100,,Cleveland full timeout
2:15.0,D. Hilliard misses free throw 1 of 2,,78-100,,
2:15.0,Offensive rebound by Team,,78-100,,
2:15.0,D. Hilliard makes free throw 2 of 2,1,79-100,,
1:54.0,,,79-102,2,M. Dunleavy makes 2-pt shot from 21 ft
1:36.0,B. Marjanovic misses 2-pt shot from 5 ft,,79-102,,
1:36.0,Offensive rebound by B. Marjanovic,,79-102,,
1:35.0,B. Marjanovic misses 2-pt shot from 2 ft,,79-102,,
