time,Cleveland,pts.away,score,pts.home,Milwaukee
7:57.0,Defensive rebound by K. Love,,14-7,,
7:47.0,Turnover by K. Irving (bad pass; steal by G. Antetokounmpo),,14-7,,
7:42.0,,,14-9,2,G. Antetokounmpo makes 2-pt shot at rim
7:31.0,Shooting foul by G. Antetokounmpo (drawn by K. Love),,14-9,,
7:31.0,K. Love makes free throw 1 of 2,1,15-9,,
7:31.0,K. Love misses free throw 2 of 2,,15-9,,
7:31.0,,,15-9,,M. Brogdon enters the game for M. Dellavedova
7:31.0,,,15-9,,M. Beasley enters the game for G. Antetokounmpo
7:28.0,,,15-9,,Defensive rebound by J. Henson
7:13.0,,,15-9,,M. Beasley misses 2-pt shot from 18 ft
7:12.0,Defensive rebound by K. Love,,15-9,,
6:59.0,L. James makes 2-pt shot from 12 ft,2,17-9,,
6:47.0,,,17-11,2,M. Brogdon makes 2-pt shot from 1 ft (assist by J. Henson)
6:28.0,J. Smith makes 3-pt shot from 25 ft (assist by L. James),3,20-11,,
6:10.0,,,20-11,,Turnover by M. Brogdon (bad pass; steal by K. Love)
6:05.0,Shooting foul by M. Beasley (drawn by L. James),,20-11,,
6:05.0,L. James makes free throw 1 of 2,1,21-11,,
6:05.0,L. James makes free throw 2 of 2,1,22-11,,
5:53.0,,,22-13,2,M. Beasley makes 2-pt shot from 18 ft (assist by J. Henson)
5:48.0,L. James makes 2-pt shot at rim (assist by K. Love),2,24-13,,
5:46.0,,,24-13,,Milwaukee full timeout
5:46.0,,,24-13,,G. Monroe enters the game for J. Henson
5:29.0,,,24-13,,T. Snell misses 3-pt shot from 27 ft
5:28.0,Defensive rebound by K. Love,,24-13,,
5:16.0,Shooting foul by J. Parker (drawn by K. Love),,24-13,,
5:16.0,K. Love makes free throw 1 of 2,1,25-13,,
5:16.0,K. Love makes free throw 2 of 2,1,26-13,,
5:16.0,,,25-13,,J. Terry enters the game for T. Snell
5:05.0,,,26-13,,J. Parker misses 2-pt shot at rim (block by T. Thompson)
5:03.0,Defensive rebound by K. Love,,26-13,,
4:58.0,K. Irving misses 3-pt shot from 25 ft,,26-13,,
4:56.0,Offensive rebound by K. Love,,26-13,,
4:56.0,,,26-13,,Personal foul by M. Brogdon (drawn by T. Thompson)
4:56.0,T. Thompson misses free throw 1 of 2,,26-13,,
4:56.0,Offensive rebound by Team,,26-13,,
4:56.0,T. Thompson makes free throw 2 of 2,1,27-13,,
4:56.0,I. Shumpert enters the game for K. Love,,26-13,,
4:49.0,,,27-15,2,G. Monroe makes 2-pt shot from 1 ft (assist by M. Brogdon)
4:23.0,I. Shumpert misses 3-pt shot from 26 ft,,27-15,,
4:22.0,,,27-15,,Defensive rebound by J. Terry
4:14.0,,,27-17,2,J. Parker makes 2-pt shot from 18 ft (assist by M. Brogdon)
4:00.0,J. Smith misses 3-pt shot from 27 ft,,27-17,,
3:59.0,,,27-17,,Defensive rebound by M. Brogdon
3:40.0,,,27-17,,G. Monroe misses 2-pt shot from 2 ft
3:39.0,,,27-17,,Offensive rebound by G. Monroe
3:38.0,Personal foul by J. Smith (drawn by J. Parker),,27-17,,
3:31.0,,,27-20,3,J. Parker makes 3-pt shot from 24 ft (assist by G. Monroe)
3:19.0,T. Thompson misses 2-pt shot from 1 ft (block by G. Monroe),,27-20,,
3:16.0,Offensive rebound by T. Thompson,,27-20,,
3:11.0,K. Irving makes 3-pt shot from 26 ft (assist by T. Thompson),3,30-20,,
2:52.0,,,30-20,,Turnover by G. Monroe (lost ball; steal by T. Thompson)
2:52.0,L. James makes 2-pt shot at rim (assist by J. Smith),2,32-20,,
2:52.0,Shooting foul by M. Brogdon (drawn by L. James),,32-20,,
2:52.0,Cleveland full timeout,,32-20,,
2:52.0,L. James misses free throw 1 of 1,,32-20,,
2:52.0,,,32-20,,M. Dellavedova enters the game for J. Parker
2:52.0,,,32-20,,G. Antetokounmpo enters the game for M. Brogdon
2:51.0,,,32-20,,Defensive rebound by G. Monroe
2:36.0,,,32-20,,Turnover by J. Terry (bad pass; steal by T. Thompson)
2:33.0,Turnover by I. Shumpert (bad pass; steal by M. Beasley),,32-20,,
2:30.0,,,32-22,2,G. Antetokounmpo makes 2-pt shot at rim (assist by J. Terry)
2:15.0,K. Irving misses 2-pt shot from 11 ft,,32-22,,
2:14.0,,,32-22,,Defensive rebound by Team
2:14.0,R. Jefferson enters the game for L. James,,32-22,,
2:01.0,,,32-24,2,M. Dellavedova makes 2-pt shot from 7 ft
1:48.0,J. Smith misses 3-pt shot from 25 ft,,32-24,,
1:47.0,,,32-24,,Defensive rebound by G. Antetokounmpo
1:29.0,,,32-27,3,M. Beasley makes 3-pt shot from 26 ft (assist by M. Dellavedova)
1:05.0,J. Smith misses 3-pt shot from 26 ft,,32-27,,
1:04.0,,,32-27,,Defensive rebound by G. Antetokounmpo
0:59.0,,,32-29,2,G. Antetokounmpo makes 2-pt shot from 1 ft
0:59.0,Cleveland full timeout,,32-29,,
0:59.0,K. Love enters the game for T. Thompson,,32-29,,
0:59.0,M. Dunleavy enters the game for J. Smith,,32-29,,
0:44.0,K. Love misses 3-pt shot from 27 ft,,32-29,,
0:42.0,,,32-29,,Defensive rebound by M. Dellavedova
0:31.0,,,32-29,,M. Dellavedova misses 3-pt shot from 26 ft
0:30.0,Defensive rebound by K. Love,,32-29,,
0:23.0,Turnover by K. Irving (bad pass; steal by G. Antetokounmpo),,32-29,,
0:06.0,Def 3 sec tech foul by R. Jefferson,,32-29,,
0:06.0,,,32-30,1,M. Dellavedova makes technical free throw
0:03.0,,,32-30,,Turnover by M. Beasley (traveling)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,M. Dunleavy makes 3-pt shot from 24 ft (assist by L. James),3,35-30,,
11:28.0,,,35-32,2,G. Monroe makes 2-pt shot from 8 ft
11:08.0,I. Shumpert misses 3-pt shot from 23 ft,,35-32,,
11:07.0,Offensive rebound by I. Shumpert,,35-32,,
11:03.0,M. Dunleavy misses 3-pt shot from 25 ft,,35-32,,
11:01.0,Offensive rebound by I. Shumpert,,35-32,,
11:01.0,I. Shumpert makes 2-pt shot at rim,2,37-32,,
10:48.0,,,37-34,2,G. Monroe makes 2-pt shot from 1 ft (assist by M. Dellavedova)
10:42.0,Turnover by L. James (bad pass),,37-34,,
10:34.0,,,37-34,,Turnover by G. Antetokounmpo (bad pass)
10:23.0,K. Love makes 2-pt shot from 8 ft (assist by L. James),2,39-34,,
10:01.0,,,39-36,2,M. Beasley makes 2-pt shot from 18 ft
9:46.0,,,39-36,,Inbound foul by M. Dellavedova
9:46.0,K. Love misses free throw 1 of 1,,39-36,,
9:46.0,Offensive rebound by Team,,39-36,,
9:43.0,K. Love misses 3-pt shot from 24 ft,,39-36,,
9:41.0,,,39-36,,Defensive rebound by G. Antetokounmpo
9:31.0,,,39-36,,J. Terry misses 2-pt shot from 9 ft
9:30.0,Defensive rebound by L. James,,39-36,,
9:28.0,,,39-36,,Personal foul by J. Terry (drawn by L. James)
9:10.0,L. James misses 2-pt shot from 14 ft,,39-36,,
9:08.0,,,39-36,,Defensive rebound by G. Antetokounmpo
8:58.0,,,39-36,,M. Dellavedova misses 2-pt shot from 7 ft
8:57.0,Defensive rebound by K. Love,,39-36,,
8:49.0,Turnover by L. James (lost ball; steal by M. Dellavedova),,39-36,,
8:45.0,,,39-38,2,M. Beasley makes 2-pt shot at rim (assist by M. Dellavedova)
8:25.0,Turnover by L. James (bad pass; steal by G. Monroe),,39-38,,
8:16.0,,,39-40,2,G. Antetokounmpo makes 2-pt shot at rim (assist by M. Beasley)
8:16.0,Cleveland full timeout,,39-40,,
8:16.0,J. Smith enters the game for R. Jefferson,,39-40,,
8:16.0,,,39-40,,M. Brogdon enters the game for M. Dellavedova
8:16.0,,,39-40,,T. Snell enters the game for J. Terry
7:53.0,L. James misses 3-pt shot from 27 ft,,39-40,,
7:52.0,,,39-40,,Defensive rebound by G. Antetokounmpo
7:35.0,,,39-42,2,G. Monroe makes 2-pt shot from 6 ft
7:08.0,K. Love misses 3-pt shot from 26 ft,,39-42,,
7:07.0,,,39-42,,Defensive rebound by T. Snell
6:52.0,,,39-42,,G. Monroe misses 2-pt shot from 5 ft
6:51.0,Defensive rebound by M. Dunleavy,,39-42,,
6:40.0,Turnover by L. James (lost ball; steal by M. Beasley),,39-42,,
6:30.0,,,39-42,,G. Antetokounmpo misses 2-pt shot from 2 ft
6:28.0,,,39-42,,Offensive rebound by M. Beasley
6:28.0,,,39-44,2,M. Beasley makes 2-pt shot at rim
6:16.0,Turnover by M. Dunleavy (step out of bounds),,39-44,,
6:16.0,T. Thompson enters the game for I. Shumpert,,39-44,,
6:16.0,K. Irving enters the game for M. Dunleavy,,39-44,,
6:16.0,,,39-44,,J. Henson enters the game for G. Monroe
6:01.0,,,39-46,2,G. Antetokounmpo makes 2-pt shot from 1 ft (assist by T. Snell)
5:50.0,K. Irving makes 2-pt shot from 17 ft,2,41-46,,
5:31.0,,,41-46,,Turnover by M. Brogdon (bad pass)
5:31.0,Official timeout,,41-46,,
5:31.0,,,41-46,,J. Parker enters the game for M. Beasley
5:07.0,L. James misses 3-pt shot from 26 ft,,41-46,,
5:06.0,,,41-46,,Defensive rebound by J. Henson
4:47.0,,,41-46,,Shooting foul by L. James (drawn by G. Antetokounmpo)
4:47.0,,,41-47,1,G. Antetokounmpo makes free throw 1 of 2
4:47.0,,,41-48,1,G. Antetokounmpo makes free throw 2 of 2
4:32.0,K. Irving makes 2-pt shot from 1 ft,2,43-48,,
4:20.0,,,43-50,2,J. Henson makes 2-pt shot at rim (assist by G. Antetokounmpo)
4:20.0,,,43-50,,Shooting foul by T. Thompson (drawn by J. Henson)
4:20.0,,,43-51,1,J. Henson makes free throw 1 of 1
4:06.0,Shooting foul by M. Brogdon (drawn by K. Irving),,43-51,,
4:06.0,K. Irving makes free throw 1 of 2,1,44-51,,
4:06.0,K. Irving makes free throw 2 of 2,1,45-51,,
4:06.0,,,44-51,,M. Dellavedova enters the game for M. Brogdon
4:06.0,I. Shumpert enters the game for L. James,,44-51,,
3:42.0,,,45-51,,J. Parker misses 3-pt shot from 26 ft
3:41.0,,,45-51,,Offensive rebound by J. Henson
3:37.0,,,45-51,,Turnover by G. Antetokounmpo (traveling)
3:26.0,K. Irving makes 2-pt shot from 1 ft,2,47-51,,
3:13.0,,,47-51,,Turnover by M. Dellavedova (bad pass; steal by J. Smith)
3:04.0,K. Irving makes 3-pt shot from 24 ft,3,50-51,,
3:03.0,,,50-51,,Milwaukee full timeout
2:57.0,,,50-53,2,T. Snell makes 2-pt shot at rim (assist by M. Dellavedova)
2:34.0,T. Thompson misses 2-pt shot at rim (block by G. Antetokounmpo),,50-53,,
2:31.0,,,50-53,,Defensive rebound by M. Dellavedova
2:29.0,,,50-55,2,G. Antetokounmpo makes 2-pt shot at rim
2:09.0,,,50-55,,Personal foul by M. Dellavedova (drawn by K. Irving)
2:09.0,L. James enters the game for K. Love,,50-55,,
1:55.0,Turnover by L. James (bad pass; steal by G. Antetokounmpo),,50-55,,
1:40.0,,,50-55,,J. Henson misses 2-pt shot from 6 ft
1:38.0,Defensive rebound by L. James,,50-55,,
1:34.0,Shooting foul by G. Antetokounmpo (drawn by L. James),,50-55,,
1:34.0,L. James misses free throw 1 of 2,,50-55,,
1:34.0,Offensive rebound by Team,,50-55,,
1:34.0,L. James misses free throw 2 of 2,,50-55,,
1:32.0,,,50-55,,Defensive rebound by J. Parker
1:17.0,,,50-55,,J. Henson misses 2-pt shot from 1 ft
1:16.0,Defensive rebound by T. Thompson,,50-55,,
1:05.0,J. Smith misses 3-pt shot from 28 ft,,50-55,,
1:04.0,,,50-55,,Defensive rebound by T. Snell
0:48.0,,,50-58,3,T. Snell makes 3-pt shot from 27 ft (assist by J. Parker)
0:27.0,L. James makes 3-pt shot from 27 ft,3,53-58,,
0:07.0,,,53-58,,M. Dellavedova misses 2-pt shot from 7 ft
0:06.0,Defensive rebound by K. Irving,,53-58,,
0:02.0,Shooting foul by T. Snell (drawn by L. James),,53-58,,
0:02.0,L. James misses free throw 1 of 2,,53-58,,
0:02.0,Offensive rebound by Team,,53-58,,
0:02.0,L. James makes free throw 2 of 2,1,54-58,,
0:01.0,,,54-58,,Turnover by M. Dellavedova (bad pass; steal by I. Shumpert)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:36.0,K. Irving misses 2-pt shot from 19 ft,,54-58,,
11:34.0,,,54-58,,Defensive rebound by G. Antetokounmpo
11:31.0,,,54-58,,Turnover by G. Antetokounmpo (lost ball; steal by K. Irving)
11:28.0,Turnover by T. Thompson (lost ball; steal by G. Antetokounmpo),,54-58,,
11:23.0,,,54-58,,T. Snell misses 3-pt shot from 25 ft
11:21.0,Defensive rebound by K. Love,,54-58,,
11:12.0,L. James makes 3-pt shot from 23 ft,3,57-58,,
10:52.0,,,57-60,2,G. Antetokounmpo makes 2-pt shot at rim (assist by M. Dellavedova)
10:33.0,K. Love makes 3-pt shot from 27 ft (assist by T. Thompson),3,60-60,,
10:14.0,,,60-60,,T. Snell misses 3-pt shot from 27 ft
10:13.0,Defensive rebound by K. Irving,,60-60,,
10:08.0,T. Thompson makes 2-pt shot from 1 ft (assist by K. Irving),2,62-60,,
9:44.0,,,62-60,,J. Parker misses 2-pt shot from 1 ft
9:42.0,Defensive rebound by L. James,,62-60,,
9:34.0,K. Love misses 3-pt shot from 24 ft,,62-60,,
9:33.0,,,62-60,,Defensive rebound by J. Henson
9:18.0,,,62-60,,M. Dellavedova misses 2-pt shot from 1 ft (block by T. Thompson)
9:18.0,,,62-60,,Offensive rebound by Team
9:09.0,,,62-60,,G. Antetokounmpo misses 3-pt shot from 27 ft
9:08.0,,,62-60,,Offensive rebound by J. Henson
9:06.0,,,62-62,2,J. Henson makes 2-pt shot at rim
8:54.0,T. Thompson misses 2-pt shot from 4 ft (block by G. Antetokounmpo),,62-62,,
8:53.0,,,62-62,,Defensive rebound by G. Antetokounmpo
8:49.0,,,62-62,,Shooting foul by J. Smith (drawn by G. Antetokounmpo)
8:49.0,,,62-62,,G. Antetokounmpo misses free throw 1 of 2
8:49.0,,,62-62,,Offensive rebound by Team
8:49.0,,,62-63,1,G. Antetokounmpo makes free throw 2 of 2
8:28.0,K. Love misses 2-pt shot from 2 ft (block by J. Henson),,62-63,,
8:25.0,,,62-63,,Defensive rebound by J. Parker
8:23.0,,,62-65,2,J. Parker makes 2-pt shot at rim
8:01.0,L. James makes 3-pt shot from 24 ft,3,65-65,,
7:47.0,,,65-68,3,G. Antetokounmpo makes 3-pt shot from 27 ft (assist by M. Dellavedova)
7:29.0,L. James misses 3-pt shot from 26 ft,,65-68,,
7:27.0,,,65-68,,Defensive rebound by J. Henson
7:27.0,Personal foul by J. Smith (drawn by G. Antetokounmpo),,65-68,,
7:21.0,,,65-68,,Shooting foul by L. James (drawn by G. Antetokounmpo)
7:21.0,,,65-69,1,G. Antetokounmpo makes free throw 1 of 2
7:21.0,,,65-70,1,G. Antetokounmpo makes free throw 2 of 2
7:04.0,K. Irving misses 3-pt shot from 28 ft,,65-70,,
7:03.0,,,65-70,,Defensive rebound by G. Antetokounmpo
6:57.0,,,65-72,2,G. Antetokounmpo makes 2-pt shot at rim (assist by M. Dellavedova)
6:57.0,Cleveland full timeout,,65-72,,
6:43.0,Turnover by L. James (bad pass; steal by M. Dellavedova),,65-72,,
6:31.0,,,65-72,,Turnover by G. Antetokounmpo (traveling)
6:22.0,Offensive foul by J. Smith,,65-72,,
6:22.0,Turnover by J. Smith (offensive foul),,65-72,,
6:22.0,I. Shumpert enters the game for J. Smith,,65-72,,
6:09.0,,,65-72,,J. Parker misses 2-pt shot from 1 ft
6:07.0,Defensive rebound by K. Love,,65-72,,
5:57.0,L. James misses 2-pt shot from 16 ft,,65-72,,
5:56.0,,,65-72,,Defensive rebound by J. Henson
5:44.0,,,65-72,,J. Parker misses 2-pt shot from 5 ft
5:43.0,Defensive rebound by T. Thompson,,65-72,,
5:24.0,K. Love misses 2-pt shot from 4 ft (block by J. Henson),,65-72,,
5:22.0,,,65-72,,Defensive rebound by G. Antetokounmpo
5:19.0,,,65-72,,G. Antetokounmpo misses 2-pt shot at rim
5:17.0,,,65-72,,Offensive rebound by G. Antetokounmpo
5:16.0,,,65-74,2,G. Antetokounmpo makes 2-pt shot from 1 ft
5:08.0,Shooting foul by J. Henson (drawn by K. Irving),,65-74,,
5:08.0,K. Irving makes free throw 1 of 2,1,66-74,,
5:08.0,K. Irving makes free throw 2 of 2,1,67-74,,
5:08.0,,,66-74,,M. Beasley enters the game for G. Antetokounmpo
4:58.0,,,67-74,,Shooting foul by K. Love (drawn by J. Parker)
4:58.0,,,67-75,1,J. Parker makes free throw 1 of 2
4:58.0,,,67-76,1,J. Parker makes free throw 2 of 2
4:49.0,L. James misses 3-pt shot from 28 ft,,67-76,,
4:48.0,,,67-76,,Defensive rebound by M. Dellavedova
4:37.0,,,67-76,,J. Henson misses 2-pt shot from 1 ft
4:36.0,,,67-76,,Offensive rebound by J. Henson
4:36.0,,,67-76,,J. Henson misses 2-pt shot from 2 ft
4:33.0,Defensive rebound by Team,,67-76,,
4:27.0,K. Irving misses 2-pt shot from 13 ft,,67-76,,
4:27.0,,,67-76,,Defensive rebound by Team
4:27.0,Violation by K. Irving (kicked ball),,67-76,,
4:10.0,,,67-78,2,J. Parker makes 2-pt shot from 1 ft
3:49.0,K. Irving misses 3-pt shot from 27 ft,,67-78,,
3:49.0,,,67-78,,Defensive rebound by Team
3:49.0,Loose ball foul by K. Love (drawn by T. Snell),,67-78,,
3:49.0,,,67-78,,T. Snell misses free throw 1 of 2
3:49.0,,,67-78,,Offensive rebound by Team
3:49.0,,,67-79,1,T. Snell makes free throw 2 of 2
3:49.0,C. Andersen enters the game for L. James,,67-78,,
3:49.0,D. Liggins enters the game for K. Love,,67-78,,
3:49.0,M. Dunleavy enters the game for T. Thompson,,67-78,,
3:49.0,J. McRae enters the game for K. Irving,,67-78,,
3:49.0,J. Jones enters the game for I. Shumpert,,67-78,,
3:49.0,,,67-78,,G. Monroe enters the game for J. Henson
3:31.0,M. Dunleavy misses 3-pt shot from 26 ft,,67-79,,
3:30.0,,,67-79,,Defensive rebound by M. Beasley
3:18.0,,,67-79,,J. Parker misses 2-pt shot at rim (block by J. Jones)
3:16.0,Defensive rebound by C. Andersen,,67-79,,
3:10.0,Turnover by J. Jones (lost ball; steal by J. Parker),,67-79,,
3:05.0,,,67-81,2,J. Parker makes 2-pt shot at rim
2:40.0,J. McRae misses 2-pt shot from 10 ft,,67-81,,
2:38.0,,,67-81,,Defensive rebound by G. Monroe
2:27.0,,,67-83,2,M. Beasley makes 2-pt shot from 1 ft (assist by G. Monroe)
2:07.0,M. Dunleavy makes 2-pt shot from 1 ft,2,69-83,,
1:54.0,Personal foul by J. McRae (drawn by M. Beasley),,69-83,,
1:54.0,,,69-83,,Milwaukee full timeout
1:54.0,,,69-84,1,M. Beasley makes free throw 1 of 2
1:54.0,,,69-85,1,M. Beasley makes free throw 2 of 2
1:54.0,,,69-83,,M. Brogdon enters the game for T. Snell
1:54.0,,,69-84,,J. Terry enters the game for M. Dellavedova
1:31.0,J. McRae makes 3-pt shot from 24 ft (assist by M. Dunleavy),3,72-85,,
1:16.0,,,72-87,2,M. Beasley makes 2-pt shot at rim (assist by G. Monroe)
0:59.0,Turnover by D. Liggins (lost ball; steal by M. Brogdon),,72-87,,
0:54.0,,,72-89,2,J. Parker makes 2-pt shot at rim (assist by G. Monroe)
0:40.0,D. Liggins misses 2-pt shot at rim,,72-89,,
0:38.0,,,72-89,,Defensive rebound by G. Monroe
0:34.0,,,72-89,,Offensive charge foul by M. Beasley
0:34.0,,,72-89,,Turnover by M. Beasley (offensive foul)
0:28.0,J. McRae makes 2-pt shot from 2 ft,2,74-89,,
0:03.0,,,74-89,,J. Terry misses 3-pt shot from 25 ft
0:01.0,,,74-89,,Offensive rebound by J. Parker
0:01.0,,,74-91,2,J. Parker makes 2-pt shot at rim
0:01.0,,,74-91,,Shooting foul by C. Andersen (drawn by J. Parker)
0:01.0,,,74-92,1,J. Parker makes free throw 1 of 1
0:00.0,J. McRae misses 3-pt shot from 43 ft,,74-92,,
0:00.0,Offensive rebound by Team,,74-92,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,Personal block foul by J. Jones (drawn by J. Terry),,74-92,,
11:30.0,,,74-92,,M. Brogdon misses 2-pt shot from 4 ft
11:28.0,Defensive rebound by C. Andersen,,74-92,,
11:14.0,D. Liggins makes 2-pt shot at rim (assist by M. Dunleavy),2,76-92,,
11:14.0,Shooting foul by G. Monroe (drawn by D. Liggins),,76-92,,
11:14.0,D. Liggins makes free throw 1 of 1,1,77-92,,
11:14.0,,,76-92,,G. Antetokounmpo enters the game for J. Parker
10:56.0,,,77-92,,Turnover by G. Monroe (bad pass)
10:56.0,Cleveland full timeout,,77-92,,
10:56.0,J. Smith enters the game for M. Dunleavy,,77-92,,
10:56.0,T. Thompson enters the game for C. Andersen,,77-92,,
10:56.0,K. Love enters the game for J. Jones,,77-92,,
10:56.0,K. Irving enters the game for D. Liggins,,77-92,,
10:56.0,L. James enters the game for J. McRae,,77-92,,
10:39.0,Shooting foul by M. Brogdon (drawn by K. Irving),,77-92,,
10:39.0,K. Irving makes free throw 1 of 2,1,78-92,,
10:39.0,K. Irving makes free throw 2 of 2,1,79-92,,
10:20.0,,,79-92,,M. Beasley misses 2-pt shot from 19 ft
10:20.0,,,79-92,,Offensive rebound by Team
10:20.0,Loose ball foul by T. Thompson (drawn by G. Antetokounmpo),,79-92,,
10:11.0,,,79-95,3,M. Brogdon makes 3-pt shot from 24 ft (assist by M. Beasley)
9:54.0,Turnover by K. Love (bad pass; steal by G. Antetokounmpo),,79-95,,
9:53.0,,,79-95,,Offensive charge foul by G. Antetokounmpo
9:53.0,,,79-95,,Turnover by G. Antetokounmpo (bad pass)
9:40.0,Turnover by J. Smith (bad pass; steal by J. Terry),,79-95,,
9:29.0,,,79-98,3,M. Brogdon makes 3-pt shot from 25 ft (assist by G. Antetokounmpo)
9:19.0,Shooting foul by G. Monroe (drawn by K. Love),,79-98,,
9:19.0,K. Love makes free throw 1 of 2,1,80-98,,
9:19.0,K. Love makes free throw 2 of 2,1,81-98,,
8:55.0,,,81-101,3,J. Terry makes 3-pt shot from 25 ft (assist by G. Antetokounmpo)
8:43.0,L. James misses 3-pt shot from 24 ft,,81-101,,
8:42.0,,,81-101,,Defensive rebound by G. Antetokounmpo
8:28.0,,,81-103,2,G. Antetokounmpo makes 2-pt shot from 1 ft
8:17.0,Turnover by K. Irving (lost ball; steal by G. Monroe),,81-103,,
8:17.0,Personal foul by K. Irving (drawn by G. Monroe),,81-103,,
8:00.0,,,81-103,,M. Beasley misses 2-pt shot from 16 ft
7:59.0,,,81-103,,Offensive rebound by G. Monroe
7:58.0,,,81-103,,Turnover by G. Monroe (step out of bounds)
7:49.0,Shooting foul by G. Antetokounmpo (drawn by T. Thompson),,81-103,,
7:49.0,T. Thompson misses free throw 1 of 2,,81-103,,
7:49.0,Offensive rebound by Team,,81-103,,
7:49.0,T. Thompson makes free throw 2 of 2,1,82-103,,
7:31.0,Personal foul by L. James (drawn by G. Antetokounmpo),,82-103,,
7:22.0,Personal foul by K. Irving (drawn by G. Antetokounmpo),,82-103,,
7:22.0,,,82-104,1,G. Antetokounmpo makes free throw 1 of 2
7:22.0,,,82-104,,G. Antetokounmpo misses free throw 2 of 2
7:21.0,,,82-104,,Offensive rebound by G. Monroe
7:00.0,,,82-104,,J. Terry misses 3-pt shot from 26 ft
6:59.0,Defensive rebound by K. Love,,82-104,,
6:52.0,L. James makes 2-pt shot at rim,2,84-104,,
6:52.0,,,84-104,,Violation by G. Antetokounmpo (def goaltending)
6:30.0,,,84-106,2,M. Brogdon makes 2-pt shot from 1 ft
6:07.0,J. Smith misses 3-pt shot from 26 ft,,84-106,,
6:03.0,Offensive rebound by Team,,84-106,,
6:03.0,K. Felder enters the game for K. Irving,,84-106,,
6:03.0,J. Jones enters the game for L. James,,84-106,,
6:03.0,C. Andersen enters the game for K. Love,,84-106,,
6:03.0,R. Jefferson enters the game for T. Thompson,,84-106,,
6:03.0,J. McRae enters the game for J. Smith,,84-106,,
5:49.0,R. Jefferson makes 3-pt shot from 24 ft (assist by K. Felder),3,87-106,,
5:31.0,,,87-108,2,G. Antetokounmpo makes 2-pt shot at rim (assist by M. Brogdon)
5:12.0,,,87-108,,Personal foul by M. Beasley (drawn by R. Jefferson)
5:12.0,Official timeout,,87-108,,
5:12.0,R. Jefferson makes free throw 1 of 2,1,88-108,,
5:12.0,R. Jefferson makes free throw 2 of 2,1,89-108,,
5:12.0,,,87-108,,J. Parker enters the game for M. Beasley
4:55.0,,,89-110,2,G. Monroe makes 2-pt shot at rim (assist by G. Antetokounmpo)
