time,New Orleans,pts.away,score,pts.home,Portland
1:17.0,,,18-24,,Defensive rebound by N. Vonleh
1:13.0,,,18-24,,E. Turner misses 2-pt shot from 1 ft (block by S. Hill)
1:11.0,,,18-24,,Offensive rebound by T. Quarterman
1:07.0,,,18-27,3,P. Connaughton makes 3-pt shot from 26 ft (assist by T. Quarterman)
0:53.0,D. Motiejunas makes 2-pt shot from 10 ft (assist by E. Moore),2,20-27,,
0:33.0,,,20-27,,Shooting foul by D. Motiejunas (drawn by M. Harkless)
0:33.0,,,20-28,1,M. Harkless makes free throw 1 of 2
0:33.0,,,20-28,,M. Harkless misses free throw 2 of 2
0:32.0,Defensive rebound by S. Hill,,20-28,,
0:23.0,Q. Cook makes 2-pt shot from 6 ft,2,22-28,,
0:01.0,,,22-30,2,E. Turner makes 2-pt shot from 11 ft
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:54.0,Personal foul by Q. Cook (drawn by T. Quarterman),,22-30,,
11:39.0,,,22-30,,T. Quarterman misses 3-pt shot from 25 ft
11:38.0,Defensive rebound by D. Motiejunas,,22-30,,
11:25.0,D. Motiejunas misses 3-pt shot from 24 ft,,22-30,,
11:24.0,,,22-30,,Defensive rebound by P. Connaughton
11:09.0,,,22-33,3,P. Connaughton makes 3-pt shot from 26 ft (assist by M. Harkless)
10:51.0,J. Crawford makes 2-pt shot from 7 ft,2,24-33,,
10:39.0,,,24-33,,Turnover by T. Quarterman (bad pass; steal by Q. Cook)
10:29.0,Q. Cook makes 3-pt shot from 25 ft (assist by J. Crawford),3,27-33,,
10:13.0,,,27-33,,P. Connaughton misses 3-pt shot from 26 ft
10:11.0,Defensive rebound by C. Diallo,,27-33,,
10:01.0,J. Crawford makes 3-pt shot from 25 ft,3,30-33,,
9:42.0,,,30-35,2,M. Harkless makes 2-pt shot at rim (assist by P. Connaughton)
9:36.0,Shooting foul by P. Connaughton (drawn by E. Moore),,30-35,,
9:36.0,E. Moore makes free throw 1 of 2,1,31-35,,
9:36.0,E. Moore misses free throw 2 of 2,,31-35,,
9:36.0,T. Frazier enters the game for Q. Cook,,31-35,,
9:34.0,,,31-35,,Defensive rebound by N. Vonleh
9:18.0,,,31-35,,Turnover by T. Quarterman (bad pass; steal by E. Moore)
8:58.0,Shooting foul by T. Quarterman (drawn by C. Diallo),,31-35,,
8:58.0,Official timeout,,31-35,,
8:58.0,C. Diallo makes free throw 1 of 2,1,32-35,,
8:58.0,C. Diallo makes free throw 2 of 2,1,33-35,,
8:58.0,A. Toupane enters the game for E. Moore,,31-35,,
8:58.0,A. Ajinca enters the game for D. Motiejunas,,31-35,,
8:40.0,,,33-35,,T. Quarterman misses 2-pt shot from 2 ft
8:39.0,,,33-35,,Offensive rebound by N. Vonleh
8:35.0,,,33-35,,P. Connaughton misses 3-pt shot from 25 ft
8:34.0,Defensive rebound by C. Diallo,,33-35,,
8:16.0,J. Crawford makes 2-pt shot from 19 ft,2,35-35,,
7:57.0,,,35-35,,M. Harkless misses 2-pt shot from 2 ft
7:57.0,,,35-35,,Offensive rebound by N. Vonleh
7:57.0,,,35-35,,Shooting foul by A. Toupane (drawn by N. Vonleh)
7:57.0,,,35-35,,N. Vonleh misses free throw 1 of 2
7:57.0,,,35-35,,Offensive rebound by Team
7:57.0,,,35-36,1,N. Vonleh makes free throw 2 of 2
7:57.0,,,35-35,,S. Napier enters the game for E. Turner
7:57.0,,,35-35,,J. Layman enters the game for T. Quarterman
7:44.0,Turnover by J. Crawford (lost ball; steal by N. Vonleh),,35-36,,
7:39.0,,,35-38,2,P. Connaughton makes 2-pt shot from 1 ft (assist by N. Vonleh)
7:30.0,T. Frazier misses 3-pt shot from 25 ft,,35-38,,
7:27.0,,,35-38,,Defensive rebound by P. Connaughton
7:23.0,,,35-40,2,M. Harkless makes 2-pt shot from 1 ft
7:23.0,,,35-40,,Shooting foul by A. Ajinca (drawn by M. Harkless)
7:23.0,,,35-40,,M. Harkless misses free throw 1 of 1
7:21.0,Defensive rebound by A. Toupane,,35-40,,
7:16.0,J. Crawford makes 3-pt shot from 25 ft (assist by T. Frazier),3,38-40,,
6:59.0,,,38-42,2,S. Napier makes 2-pt shot from 18 ft
6:50.0,C. Diallo misses 2-pt shot from 19 ft,,38-42,,
6:48.0,,,38-42,,Defensive rebound by P. Connaughton
6:40.0,,,38-42,,Turnover by S. Napier (bad pass; steal by A. Ajinca)
6:29.0,T. Frazier misses 3-pt shot from 23 ft,,38-42,,
6:28.0,Offensive rebound by C. Diallo,,38-42,,
6:19.0,J. Crawford misses 2-pt shot from 15 ft,,38-42,,
6:13.0,,,38-42,,Defensive rebound by S. Napier
6:00.0,,,38-42,,S. Napier misses 2-pt shot from 20 ft
5:57.0,,,38-42,,Offensive rebound by N. Vonleh
5:52.0,,,38-42,,Turnover by J. Layman (lost ball; steal by A. Toupane)
5:42.0,A. Ajinca makes 2-pt shot from 4 ft,2,40-42,,
5:42.0,Shooting foul by N. Vonleh (drawn by A. Ajinca),,40-42,,
5:42.0,,,40-42,,Portland full timeout
5:42.0,A. Ajinca makes free throw 1 of 1,1,41-42,,
5:42.0,,,40-42,,M. Leonard enters the game for M. Harkless
5:22.0,,,41-42,,S. Napier misses 2-pt shot from 20 ft
5:19.0,,,41-42,,Offensive rebound by J. Layman
5:19.0,,,41-42,,J. Layman misses 2-pt shot from 1 ft
5:15.0,Defensive rebound by C. Diallo,,41-42,,
5:02.0,C. Diallo misses 2-pt shot from 20 ft,,41-42,,
5:00.0,,,41-42,,Defensive rebound by N. Vonleh
4:54.0,,,41-42,,S. Napier misses 3-pt shot from 26 ft
4:52.0,,,41-42,,Offensive rebound by N. Vonleh
4:43.0,,,41-42,,J. Layman misses 2-pt shot from 22 ft
4:41.0,Defensive rebound by A. Ajinca,,41-42,,
4:35.0,A. Toupane makes 2-pt shot from 20 ft (assist by T. Frazier),2,43-42,,
4:12.0,,,43-44,2,S. Napier makes 2-pt shot from 15 ft
4:12.0,,,43-44,,Shooting foul by C. Diallo (drawn by S. Napier)
4:12.0,,,43-44,,S. Napier misses free throw 1 of 1
4:10.0,Defensive rebound by A. Ajinca,,43-44,,
4:00.0,J. Crawford misses 2-pt shot from 18 ft,,43-44,,
3:56.0,,,43-44,,Defensive rebound by N. Vonleh
3:51.0,,,43-44,,Turnover by S. Napier (lost ball; steal by T. Frazier)
3:47.0,T. Frazier misses 2-pt shot from 1 ft,,43-44,,
3:45.0,Offensive rebound by C. Diallo,,43-44,,
3:45.0,C. Diallo makes 2-pt shot from 1 ft,2,45-44,,
3:20.0,,,45-46,2,N. Vonleh makes 2-pt shot from 1 ft
3:12.0,A. Ajinca makes 2-pt shot at rim (assist by T. Frazier),2,47-46,,
2:50.0,,,47-46,,Turnover by J. Layman (lost ball)
2:50.0,New Orleans full timeout,,47-46,,
2:40.0,Turnover by A. Ajinca (offensive goaltending),,47-46,,
2:14.0,,,47-49,3,S. Napier makes 3-pt shot from 25 ft (assist by P. Connaughton)
2:05.0,A. Ajinca makes 2-pt shot from 18 ft (assist by T. Frazier),2,49-49,,
1:40.0,,,49-49,,J. Layman misses 3-pt shot from 23 ft
1:38.0,,,49-49,,Offensive rebound by N. Vonleh
1:34.0,,,49-49,,P. Connaughton misses 3-pt shot from 24 ft
1:32.0,Defensive rebound by A. Ajinca,,49-49,,
1:22.0,Shooting foul by S. Napier (drawn by T. Frazier),,49-49,,
1:22.0,T. Frazier makes free throw 1 of 2,1,50-49,,
1:22.0,T. Frazier makes free throw 2 of 2,1,51-49,,
1:22.0,Q. Cook enters the game for J. Crawford,,50-49,,
1:07.0,,,51-51,2,J. Layman makes 2-pt shot at rim (assist by P. Connaughton)
0:52.0,A. Ajinca misses 2-pt shot at rim (block by M. Leonard),,51-51,,
0:50.0,,,51-51,,Defensive rebound by P. Connaughton
0:49.0,,,51-51,,Portland full timeout
0:30.0,,,51-51,,S. Napier misses 2-pt shot from 19 ft
0:27.0,Defensive rebound by C. Diallo,,51-51,,
0:22.0,Offensive foul by C. Diallo,,51-51,,
0:22.0,Turnover by C. Diallo (offensive foul),,51-51,,
0:05.0,,,51-53,2,S. Napier makes 2-pt shot from 1 ft
0:01.0,A. Toupane makes 2-pt shot from 18 ft (assist by T. Frazier),2,53-53,,
0:00.0,,,53-53,,J. Layman misses 3-pt shot from 71 ft
0:00.0,,,53-53,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:54.0,,,53-53,,N. Vonleh misses 2-pt shot from 18 ft
11:53.0,Defensive rebound by S. Hill,,53-53,,
11:42.0,A. Ajinca misses 2-pt shot from 5 ft,,53-53,,
11:38.0,,,53-53,,Defensive rebound by N. Vonleh
11:31.0,,,53-53,,Turnover by E. Turner (bad pass)
11:14.0,J. Holiday misses 3-pt shot from 25 ft,,53-53,,
11:13.0,,,53-53,,Defensive rebound by M. Leonard
10:59.0,,,53-55,2,S. Napier makes 2-pt shot from 7 ft
10:59.0,,,53-55,,Shooting foul by T. Frazier (drawn by S. Napier)
10:59.0,,,53-56,1,S. Napier makes free throw 1 of 1
10:51.0,Turnover by A. Ajinca (offensive goaltending),,53-56,,
10:34.0,,,53-58,2,E. Turner makes 2-pt shot from 14 ft
10:18.0,T. Frazier makes 3-pt shot from 25 ft (assist by J. Holiday),3,56-58,,
10:01.0,Personal foul by T. Frazier (drawn by J. Layman),,56-58,,
9:55.0,,,56-61,3,S. Napier makes 3-pt shot from 26 ft (assist by J. Layman)
9:34.0,A. Ajinca makes 2-pt shot from 1 ft (assist by J. Holiday),2,58-61,,
9:17.0,,,58-64,3,J. Layman makes 3-pt shot from 25 ft
9:13.0,New Orleans full timeout,,58-64,,
9:04.0,J. Holiday misses 2-pt shot from 19 ft,,58-64,,
9:01.0,,,58-64,,Defensive rebound by N. Vonleh
8:38.0,,,58-64,,J. Layman misses 3-pt shot from 24 ft
8:38.0,,,58-64,,Offensive rebound by Team
8:38.0,,,58-64,,Turnover by Team (shot clock)
8:26.0,T. Frazier misses 3-pt shot from 25 ft,,58-64,,
8:25.0,Offensive rebound by A. Ajinca,,58-64,,
8:19.0,S. Hill makes 2-pt shot from 16 ft,2,60-64,,
8:06.0,,,60-64,,Offensive foul by E. Turner
8:06.0,,,60-64,,Turnover by E. Turner (offensive foul)
8:03.0,,,60-64,,Violation by Team (jump ball)
7:55.0,A. Ajinca misses 2-pt shot at rim,,60-64,,
7:49.0,Offensive rebound by T. Frazier,,60-64,,
7:46.0,S. Hill makes 3-pt shot from 25 ft (assist by T. Frazier),3,63-64,,
7:31.0,,,63-66,2,S. Napier makes 2-pt shot from 20 ft
7:26.0,,,63-66,,Personal foul by S. Napier (drawn by T. Frazier)
7:17.0,T. Frazier misses 2-pt shot from 19 ft,,63-66,,
7:15.0,,,63-66,,Defensive rebound by M. Leonard
7:11.0,,,63-66,,S. Napier misses 3-pt shot from 26 ft
7:07.0,Defensive rebound by A. Ajinca,,63-66,,
6:58.0,J. Holiday makes 2-pt shot from 4 ft,2,65-66,,
6:36.0,,,65-66,,E. Turner misses 2-pt shot from 15 ft
6:34.0,,,65-66,,Offensive rebound by N. Vonleh
6:33.0,,,65-68,2,N. Vonleh makes 2-pt shot at rim
6:25.0,,,65-68,,Personal foul by J. Layman (drawn by A. Ajinca)
6:19.0,S. Hill misses 3-pt shot from 26 ft,,65-68,,
6:18.0,,,65-68,,Defensive rebound by S. Napier
6:11.0,,,65-68,,M. Harkless enters the game for N. Vonleh
6:11.0,,,65-68,,P. Connaughton enters the game for J. Layman
5:58.0,Personal foul by A. Ajinca (drawn by M. Leonard),,65-68,,
5:52.0,,,65-68,,S. Napier misses 2-pt shot from 1 ft (block by D. Cunningham)
5:49.0,Defensive rebound by T. Frazier,,65-68,,
5:43.0,T. Frazier misses 2-pt shot from 2 ft,,65-68,,
5:40.0,,,65-68,,Defensive rebound by P. Connaughton
5:35.0,,,65-70,2,E. Turner makes 2-pt shot from 2 ft (assist by P. Connaughton)
5:15.0,J. Holiday misses 2-pt shot at rim,,65-70,,
5:14.0,Offensive rebound by J. Holiday,,65-70,,
5:14.0,J. Holiday makes 2-pt shot from 1 ft,2,67-70,,
4:56.0,,,67-70,,M. Leonard misses 2-pt shot from 19 ft
4:53.0,Defensive rebound by D. Cunningham,,67-70,,
4:47.0,S. Hill makes 2-pt shot from 2 ft,2,69-70,,
4:47.0,Shooting foul by M. Leonard (drawn by S. Hill),,69-70,,
4:47.0,S. Hill misses free throw 1 of 1,,69-70,,
4:47.0,D. Motiejunas enters the game for A. Ajinca,,69-70,,
4:47.0,E. Moore enters the game for J. Holiday,,69-70,,
4:46.0,,,69-70,,Defensive rebound by E. Turner
4:23.0,,,69-72,2,M. Harkless makes 2-pt shot at rim (assist by E. Turner)
4:07.0,D. Cunningham makes 3-pt shot from 23 ft (assist by E. Moore),3,72-72,,
3:58.0,Personal foul by D. Motiejunas (drawn by S. Napier),,72-72,,
3:53.0,,,72-75,3,P. Connaughton makes 3-pt shot from 26 ft (assist by M. Leonard)
3:38.0,E. Moore misses 3-pt shot from 26 ft,,72-75,,
3:36.0,Offensive rebound by D. Cunningham,,72-75,,
3:35.0,D. Cunningham makes 2-pt shot from 1 ft,2,74-75,,
3:08.0,,,74-75,,S. Napier misses 3-pt shot from 25 ft
3:06.0,Defensive rebound by S. Hill,,74-75,,
2:59.0,D. Motiejunas misses 3-pt shot from 25 ft,,74-75,,
2:58.0,Offensive rebound by E. Moore,,74-75,,
2:43.0,Shooting foul by P. Connaughton (drawn by T. Frazier),,74-75,,
2:43.0,,,74-75,,Portland full timeout
2:43.0,T. Frazier misses free throw 1 of 2,,74-75,,
2:43.0,Offensive rebound by Team,,74-75,,
2:43.0,T. Frazier makes free throw 2 of 2,1,75-75,,
2:43.0,,,74-75,,T. Quarterman enters the game for E. Turner
2:43.0,,,74-75,,J. Layman enters the game for S. Napier
2:43.0,C. Diallo enters the game for D. Cunningham,,74-75,,
2:27.0,,,75-78,3,J. Layman makes 3-pt shot from 25 ft (assist by M. Harkless)
2:14.0,D. Motiejunas misses 3-pt shot from 26 ft,,75-78,,
2:13.0,,,75-78,,Defensive rebound by J. Layman
2:02.0,,,75-81,3,T. Quarterman makes 3-pt shot from 25 ft (assist by P. Connaughton)
1:41.0,D. Motiejunas misses 2-pt shot from 9 ft,,75-81,,
1:39.0,,,75-81,,Defensive rebound by M. Leonard
1:31.0,,,75-81,,M. Leonard misses 3-pt shot from 26 ft
1:29.0,Defensive rebound by C. Diallo,,75-81,,
1:20.0,D. Motiejunas makes 2-pt shot from 8 ft (assist by T. Frazier),2,77-81,,
1:00.0,,,77-81,,T. Quarterman misses 2-pt shot from 2 ft
0:59.0,Defensive rebound by C. Diallo,,77-81,,
0:55.0,Turnover by T. Frazier (bad pass; steal by M. Harkless),,77-81,,
0:51.0,,,77-83,2,T. Quarterman makes 2-pt shot at rim (assist by J. Layman)
0:38.0,Shooting foul by M. Harkless (drawn by S. Hill),,77-83,,
0:38.0,S. Hill misses free throw 1 of 2,,77-83,,
0:38.0,Offensive rebound by Team,,77-83,,
0:38.0,S. Hill makes free throw 2 of 2,1,78-83,,
0:38.0,Q. Cook enters the game for T. Frazier,,77-83,,
0:33.0,,,78-85,2,T. Quarterman makes 2-pt shot from 19 ft
0:20.0,C. Diallo misses 2-pt shot from 7 ft,,78-85,,
0:19.0,,,78-85,,Defensive rebound by M. Leonard
0:04.0,,,78-85,,Turnover by T. Quarterman (bad pass)
0:00.0,S. Hill misses 3-pt shot from 41 ft,,78-85,,
0:00.0,Offensive rebound by Team,,78-85,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:52.0,,,78-85,,Personal foul by P. Connaughton (drawn by J. Crawford)
11:37.0,D. Motiejunas misses 2-pt shot from 8 ft,,78-85,,
11:33.0,Offensive rebound by C. Diallo,,78-85,,
11:29.0,C. Diallo misses 2-pt shot from 5 ft (block by T. Quarterman),,78-85,,
11:26.0,Offensive rebound by Q. Cook,,78-85,,
11:20.0,Q. Cook makes 2-pt shot from 9 ft,2,80-85,,
11:05.0,,,80-85,,Turnover by P. Connaughton (bad pass; steal by Q. Cook)
10:57.0,D. Motiejunas misses 3-pt shot from 24 ft,,80-85,,
10:55.0,,,80-85,,Defensive rebound by T. Quarterman
10:37.0,,,80-85,,N. Vonleh misses 2-pt shot from 21 ft
10:36.0,Defensive rebound by C. Diallo,,80-85,,
10:27.0,Turnover by J. Crawford (palming),,80-85,,
10:05.0,,,80-85,,N. Vonleh misses 2-pt shot from 19 ft
10:04.0,Defensive rebound by C. Diallo,,80-85,,
9:50.0,Q. Cook makes 2-pt shot from 10 ft,2,82-85,,
9:34.0,,,82-85,,Turnover by T. Quarterman (bad pass; steal by D. Motiejunas)
9:26.0,J. Crawford misses 3-pt shot from 24 ft,,82-85,,
9:25.0,,,82-85,,Defensive rebound by P. Connaughton
9:21.0,,,82-88,3,T. Quarterman makes 3-pt shot from 27 ft (assist by P. Connaughton)
9:02.0,J. Crawford misses 2-pt shot from 8 ft,,82-88,,
9:01.0,,,82-88,,Defensive rebound by M. Harkless
8:58.0,Personal foul by A. Toupane (drawn by T. Quarterman),,82-88,,
8:58.0,Official timeout,,82-88,,
8:58.0,A. Ajinca enters the game for D. Motiejunas,,82-88,,
8:41.0,,,82-90,2,M. Harkless makes 2-pt shot from 2 ft
8:20.0,A. Toupane makes 2-pt shot from 2 ft (assist by J. Crawford),2,84-90,,
8:03.0,,,84-93,3,P. Connaughton makes 3-pt shot from 24 ft (assist by J. Layman)
7:45.0,A. Toupane makes 2-pt shot from 20 ft,2,86-93,,
7:26.0,,,86-93,,T. Quarterman misses 2-pt shot from 21 ft
7:26.0,,,86-93,,Offensive rebound by M. Harkless
7:26.0,,,86-93,,Shooting foul by A. Toupane (drawn by M. Harkless)
7:26.0,,,86-93,,M. Harkless misses free throw 1 of 2
7:26.0,,,86-93,,Offensive rebound by Team
7:26.0,,,86-93,,M. Harkless misses free throw 2 of 2
7:26.0,,,86-93,,M. Leonard enters the game for N. Vonleh
7:24.0,Defensive rebound by C. Diallo,,86-93,,
7:09.0,Turnover by A. Ajinca (bad pass),,86-93,,
7:09.0,,,86-93,,N. Vonleh enters the game for M. Harkless
6:53.0,,,86-93,,Turnover by T. Quarterman (bad pass; steal by C. Diallo)
6:47.0,J. Crawford misses 2-pt shot from 5 ft,,86-93,,
6:43.0,Offensive rebound by C. Diallo,,86-93,,
6:43.0,C. Diallo makes 2-pt shot from 1 ft,2,88-93,,
6:19.0,,,88-93,,M. Leonard misses 2-pt shot from 12 ft
6:15.0,Defensive rebound by C. Diallo,,88-93,,
6:09.0,A. Ajinca makes 2-pt shot from 6 ft (assist by Q. Cook),2,90-93,,
6:09.0,,,90-93,,Portland full timeout
6:09.0,S. Hill enters the game for A. Ajinca,,90-93,,
5:55.0,,,90-93,,Turnover by P. Connaughton (bad pass; steal by J. Crawford)
5:36.0,Turnover by Q. Cook (lost ball; steal by T. Quarterman),,90-93,,
5:31.0,,,90-93,,Turnover by T. Quarterman (lost ball; steal by S. Hill)
5:24.0,C. Diallo makes 2-pt shot from 1 ft (assist by J. Crawford),2,92-93,,
5:24.0,Shooting foul by M. Leonard (drawn by C. Diallo),,92-93,,
5:24.0,C. Diallo misses free throw 1 of 1,,92-93,,
5:23.0,,,92-93,,Defensive rebound by N. Vonleh
5:08.0,,,92-93,,P. Connaughton misses 3-pt shot from 25 ft
5:06.0,Defensive rebound by C. Diallo,,92-93,,
4:51.0,Q. Cook misses 2-pt shot from 21 ft,,92-93,,
4:48.0,,,92-93,,Defensive rebound by N. Vonleh
4:38.0,,,92-93,,T. Quarterman misses 3-pt shot from 26 ft
4:37.0,,,92-93,,Offensive rebound by N. Vonleh
4:32.0,Personal foul by C. Diallo (drawn by N. Vonleh),,92-93,,
4:14.0,,,92-93,,P. Connaughton misses 2-pt shot from 1 ft (block by C. Diallo)
4:13.0,,,92-93,,Offensive rebound by N. Vonleh
4:13.0,,,92-93,,T. Quarterman misses 3-pt shot from 25 ft
4:13.0,,,92-93,,Offensive rebound by Team
4:13.0,,,92-93,,Turnover by Team (shot clock)
4:01.0,C. Diallo makes 2-pt shot from 1 ft (assist by J. Crawford),2,94-93,,
3:41.0,,,94-93,,M. Leonard misses 2-pt shot from 5 ft
3:39.0,Defensive rebound by C. Diallo,,94-93,,
3:30.0,J. Crawford makes 2-pt shot from 12 ft,2,96-93,,
3:16.0,,,96-93,,Turnover by J. Layman (lost ball)
3:04.0,J. Crawford makes 3-pt shot from 26 ft,3,99-93,,
2:38.0,,,99-95,2,M. Leonard makes 2-pt shot from 20 ft (assist by T. Quarterman)
2:28.0,New Orleans full timeout,,99-95,,
2:15.0,Shooting foul by M. Leonard (drawn by C. Diallo),,99-95,,
2:15.0,C. Diallo makes free throw 1 of 2,1,100-95,,
2:15.0,C. Diallo makes free throw 2 of 2,1,101-95,,
