time,Golden State,pts.away,score,pts.home,San Antonio
6:54.0,D. West makes 2-pt shot from 18 ft (assist by A. Iguodala),2,110-94,,
6:39.0,,,110-96,2,M. Ginobili makes 2-pt shot from 2 ft (assist by P. Mills)
6:24.0,Turnover by K. Durant (lost ball; steal by K. Anderson),,110-96,,
6:18.0,,,110-96,,K. Anderson misses 2-pt shot from 3 ft
6:17.0,,,110-96,,Offensive rebound by P. Mills
6:17.0,,,110-96,,P. Mills misses 2-pt shot from 1 ft
6:15.0,Defensive rebound by D. West,,110-96,,
6:14.0,,,110-96,,Personal foul by M. Ginobili (drawn by K. Durant)
6:14.0,K. Durant makes free throw 1 of 2,1,111-96,,
6:14.0,K. Durant makes free throw 2 of 2,1,112-96,,
6:14.0,S. Livingston enters the game for A. Iguodala,,111-96,,
6:14.0,S. Curry enters the game for K. Thompson,,111-96,,
6:14.0,D. Green enters the game for D. West,,111-96,,
5:59.0,,,112-98,2,P. Gasol makes 2-pt shot from 3 ft (assist by K. Anderson)
5:46.0,I. Clark makes 3-pt shot from 23 ft (assist by D. Green),3,115-98,,
5:28.0,,,115-100,2,K. Anderson makes 2-pt shot from 2 ft (assist by P. Gasol)
5:18.0,S. Curry misses 2-pt shot from 2 ft,,115-100,,
5:17.0,,,115-100,,Defensive rebound by P. Gasol
5:09.0,,,115-100,,Shooting foul by S. Livingston (drawn by P. Gasol)
5:09.0,Official timeout,,115-100,,
5:09.0,,,115-101,1,P. Gasol makes free throw 1 of 2
5:09.0,,,115-102,1,P. Gasol makes free throw 2 of 2
4:44.0,S. Curry makes 3-pt shot from 24 ft (assist by D. Green),3,118-102,,
4:34.0,,,118-102,,Turnover by P. Mills (lost ball; steal by I. Clark)
4:30.0,Turnover by I. Clark (step out of bounds),,118-102,,
4:30.0,,,118-102,,J. Simmons enters the game for K. Anderson
4:18.0,,,118-104,2,J. Simmons makes 2-pt shot from 5 ft (assist by M. Ginobili)
4:06.0,I. Clark makes 2-pt shot from 7 ft (assist by K. Durant),2,120-104,,
3:45.0,,,120-106,2,P. Gasol makes 2-pt shot from 16 ft (assist by J. Simmons)
3:33.0,S. Curry makes 2-pt shot from 22 ft,2,122-106,,
3:20.0,,,122-106,,P. Mills misses 3-pt shot from 25 ft
3:19.0,Defensive rebound by D. Green,,122-106,,
3:02.0,I. Clark misses 3-pt shot from 24 ft,,122-106,,
3:01.0,,,122-106,,Defensive rebound by P. Gasol
2:54.0,Personal foul by D. Green (drawn by P. Gasol),,122-106,,
2:54.0,Golden State full timeout,,122-106,,
2:54.0,,,122-106,,D. Dedmon enters the game for J. Simmons
2:54.0,,,122-106,,D. Murray enters the game for P. Mills
2:54.0,,,122-106,,D. Bertans enters the game for P. Gasol
2:47.0,,,122-108,2,D. Bertans makes 2-pt shot at rim (assist by D. Dedmon)
2:25.0,S. Curry makes 2-pt shot from 5 ft,2,124-108,,
2:25.0,Shooting foul by D. Bertans (drawn by S. Curry),,124-108,,
2:25.0,S. Curry makes free throw 1 of 1,1,125-108,,
2:25.0,J. McAdoo enters the game for D. Green,,124-108,,
2:25.0,,,124-108,,K. Anderson enters the game for M. Ginobili
2:25.0,M. Barnes enters the game for K. Durant,,124-108,,
2:23.0,Personal foul by S. Livingston (drawn by D. Murray),,125-108,,
2:23.0,,,125-109,1,D. Murray makes free throw 1 of 2
2:23.0,,,125-109,,D. Murray misses free throw 2 of 2
2:23.0,P. McCaw enters the game for S. Curry,,125-109,,
2:22.0,Defensive rebound by M. Barnes,,125-109,,
2:06.0,P. McCaw misses 3-pt shot from 25 ft,,125-109,,
2:05.0,,,125-109,,Defensive rebound by D. Dedmon
1:54.0,Personal foul by M. Barnes (drawn by D. Dedmon),,125-109,,
1:54.0,,,125-110,1,D. Dedmon makes free throw 1 of 2
1:54.0,,,125-110,,D. Dedmon misses free throw 2 of 2
1:54.0,Defensive rebound by D. Jones,,125-110,,
1:54.0,D. Jones enters the game for S. Livingston,,125-110,,
1:31.0,D. Jones makes 2-pt shot from 9 ft (assist by M. Barnes),2,127-110,,
1:24.0,,,127-110,,Shooting foul by P. McCaw (drawn by D. Dedmon)
1:24.0,,,127-111,1,D. Dedmon makes free throw 1 of 2
1:24.0,,,127-112,1,D. Dedmon makes free throw 2 of 2
1:13.0,I. Clark makes 2-pt shot from 19 ft,2,129-112,,
1:06.0,,,129-112,,Turnover by B. Forbes (lost ball; steal by D. Jones)
0:55.0,I. Clark misses 3-pt shot from 25 ft,,129-112,,
0:54.0,,,129-112,,Defensive rebound by D. Bertans
0:42.0,,,129-112,,B. Forbes misses 2-pt shot from 11 ft
0:41.0,Defensive rebound by D. Jones,,129-112,,
0:17.0,I. Clark misses 3-pt shot from 26 ft,,129-112,,
0:16.0,,,129-112,,Defensive rebound by K. Anderson
0:10.0,,,129-115,3,K. Anderson makes 3-pt shot from 28 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
