time,Phoenix,pts.away,score,pts.home,Dallas
6:52.0,Shooting foul by A. Bogut (drawn by M. Chriss),,6-8,,
6:52.0,M. Chriss makes free throw 1 of 2,1,7-8,,
6:52.0,M. Chriss makes free throw 2 of 2,1,8-8,,
6:40.0,,,8-10,2,H. Barnes makes 2-pt shot at rim (assist by A. Bogut)
6:18.0,D. Booker makes 2-pt shot from 21 ft,2,10-10,,
5:57.0,,,10-12,2,H. Barnes makes 2-pt shot from 12 ft
5:36.0,D. Booker misses 2-pt shot from 15 ft,,10-12,,
5:36.0,Offensive rebound by T. Chandler,,10-12,,
5:32.0,T. Warren makes 2-pt shot from 15 ft (assist by T. Chandler),2,12-12,,
5:14.0,,,12-12,,D. Finney-Smith misses 2-pt shot from 16 ft
5:13.0,Defensive rebound by T. Chandler,,12-12,,
5:10.0,Turnover by E. Bledsoe (bad pass),,12-12,,
5:10.0,P. Tucker enters the game for T. Chandler,,12-12,,
4:57.0,,,12-14,2,D. Finney-Smith makes 2-pt shot at rim (assist by D. Williams)
4:39.0,T. Warren makes 2-pt shot from 15 ft,2,14-14,,
4:18.0,,,14-16,2,D. Williams makes 2-pt shot from 14 ft
4:05.0,Turnover by M. Chriss (lost ball; steal by H. Barnes),,14-16,,
3:54.0,,,14-16,,W. Matthews misses 3-pt shot from 24 ft
3:53.0,Defensive rebound by M. Chriss,,14-16,,
3:37.0,Turnover by D. Booker (lost ball; steal by W. Matthews),,14-16,,
3:33.0,,,14-16,,W. Matthews misses 2-pt shot from 2 ft (block by D. Booker)
3:31.0,,,14-16,,Offensive rebound by D. Finney-Smith
3:25.0,,,14-19,3,W. Matthews makes 3-pt shot from 23 ft (assist by D. Williams)
3:00.0,T. Warren makes 2-pt shot from 17 ft (assist by E. Bledsoe),2,16-19,,
3:00.0,,,16-19,,Dallas full timeout
3:00.0,,,16-19,,S. Curry enters the game for D. Finney-Smith
3:00.0,,,16-19,,D. Harris enters the game for D. Williams
3:00.0,B. Knight enters the game for M. Chriss,,16-19,,
3:00.0,A. Len enters the game for E. Bledsoe,,16-19,,
2:41.0,Personal block foul by D. Booker (drawn by W. Matthews),,16-19,,
2:33.0,Shooting block foul by B. Knight (drawn by S. Curry),,16-19,,
2:33.0,,,16-19,,S. Curry misses free throw 1 of 2
2:33.0,,,16-19,,Offensive rebound by Team
2:33.0,,,16-20,1,S. Curry makes free throw 2 of 2
2:21.0,T. Warren misses 2-pt shot from 17 ft,,16-20,,
2:20.0,,,16-20,,Defensive rebound by D. Harris
2:06.0,Violation by B. Knight (kicked ball),,16-20,,
2:02.0,,,16-20,,S. Curry misses 2-pt shot from 1 ft
2:00.0,Defensive rebound by P. Tucker,,16-20,,
1:49.0,T. Warren misses 2-pt shot from 6 ft,,16-20,,
1:48.0,Offensive rebound by A. Len,,16-20,,
1:46.0,A. Len misses 2-pt shot from 4 ft,,16-20,,
1:45.0,Offensive rebound by T. Warren,,16-20,,
1:45.0,Shooting foul by A. Bogut,,16-20,,
1:45.0,T. Warren misses free throw 1 of 2,,16-20,,
1:45.0,Offensive rebound by Team,,16-20,,
1:45.0,T. Warren makes free throw 2 of 2,1,17-20,,
1:45.0,,,16-20,,D. Nowitzki enters the game for A. Bogut
1:45.0,,,16-20,,D. Powell enters the game for H. Barnes
1:23.0,,,17-22,2,D. Nowitzki makes 2-pt shot from 20 ft (assist by W. Matthews)
1:08.0,B. Knight misses 2-pt shot from 20 ft,,17-22,,
1:08.0,,,17-22,,Defensive rebound by D. Nowitzki
1:00.0,,,17-22,,D. Powell misses 2-pt shot from 2 ft
0:59.0,,,17-22,,Offensive rebound by D. Powell
0:56.0,,,17-22,,D. Powell misses 2-pt shot from 1 ft (block by P. Tucker)
0:55.0,Defensive rebound by T. Warren,,17-22,,
0:44.0,P. Tucker misses 2-pt shot from 20 ft,,17-22,,
0:43.0,,,17-22,,Defensive rebound by Team
0:43.0,D. Bender enters the game for T. Warren,,17-22,,
0:26.0,,,17-22,,D. Powell misses 2-pt shot from 15 ft (block by A. Len)
0:24.0,Defensive rebound by D. Booker,,17-22,,
0:20.0,P. Tucker misses 3-pt shot from 23 ft,,17-22,,
0:19.0,Offensive rebound by P. Tucker,,17-22,,
0:05.0,D. Booker makes 2-pt shot from 17 ft,2,19-22,,
0:00.0,,,19-22,,D. Nowitzki misses 3-pt shot from 24 ft
0:00.0,,,19-22,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:50.0,,,19-22,,Turnover by D. Powell (offensive foul)
11:50.0,,,19-22,,Offensive foul by D. Powell
11:35.0,Turnover by D. Bender (bad pass; steal by N. Brussino),,19-22,,
11:25.0,,,19-22,,N. Brussino misses 3-pt shot from 24 ft
11:24.0,Defensive rebound by P. Tucker,,19-22,,
11:11.0,A. Len makes 2-pt shot from 8 ft,2,21-22,,
10:57.0,,,21-22,,Turnover by P. Jackson (bad pass; steal by P. Tucker)
10:56.0,,,21-22,,Personal block foul by P. Jackson (drawn by P. Tucker)
10:41.0,L. Barbosa misses 2-pt shot from 11 ft,,21-22,,
10:40.0,Offensive rebound by B. Knight,,21-22,,
10:36.0,L. Barbosa makes 3-pt shot from 23 ft,3,24-22,,
10:25.0,Personal foul by L. Barbosa (drawn by D. Harris),,24-22,,
10:20.0,,,24-22,,P. Jackson misses 2-pt shot from 2 ft
10:19.0,Defensive rebound by D. Bender,,24-22,,
10:09.0,L. Barbosa misses 2-pt shot from 19 ft,,24-22,,
10:08.0,,,24-22,,Defensive rebound by D. Powell
9:56.0,,,24-22,,P. Jackson misses 2-pt shot from 7 ft
9:55.0,Defensive rebound by A. Len,,24-22,,
9:49.0,B. Knight makes 2-pt shot from 3 ft,2,26-22,,
9:48.0,,,26-22,,Dallas full timeout
9:48.0,,,26-22,,S. Curry enters the game for P. Jackson
9:42.0,Personal block foul by L. Barbosa (drawn by D. Harris),,26-22,,
9:31.0,Violation by A. Len (kicked ball),,26-22,,
9:19.0,,,26-24,2,D. Nowitzki makes 2-pt shot from 13 ft (assist by D. Harris)
9:01.0,A. Len misses 2-pt shot from 18 ft,,26-24,,
8:59.0,,,26-24,,Defensive rebound by D. Powell
8:50.0,,,26-24,,S. Curry misses 3-pt shot from 24 ft
8:48.0,,,26-24,,Offensive rebound by D. Nowitzki
8:48.0,Loose ball foul by P. Tucker (drawn by D. Nowitzki),,26-24,,
8:34.0,,,26-24,,Shooting foul by A. Len (drawn by D. Harris)
8:34.0,,,26-25,1,D. Harris makes free throw 1 of 2
8:34.0,,,26-26,1,D. Harris makes free throw 2 of 2
8:24.0,L. Barbosa misses 2-pt shot from 17 ft,,26-26,,
8:23.0,,,26-26,,Defensive rebound by D. Powell
8:02.0,,,26-26,,D. Harris misses 2-pt shot from 22 ft
8:01.0,,,26-26,,Offensive rebound by N. Brussino
7:54.0,,,26-26,,D. Nowitzki misses 2-pt shot from 17 ft
7:53.0,,,26-26,,Offensive rebound by D. Powell
7:53.0,,,26-28,2,D. Powell makes 2-pt shot from 2 ft
7:38.0,D. Bender misses 3-pt shot from 25 ft,,26-28,,
7:37.0,Offensive rebound by A. Len,,26-28,,
7:36.0,A. Len misses 2-pt shot from 1 ft (block by D. Powell),,26-28,,
7:34.0,Offensive rebound by A. Len,,26-28,,
7:33.0,A. Len makes 2-pt shot from 1 ft,2,28-28,,
7:24.0,,,28-28,,Offensive foul by S. Curry
7:24.0,,,28-28,,Turnover by S. Curry (offensive foul)
7:24.0,,,28-28,,D. Williams enters the game for D. Harris
7:24.0,,,28-28,,H. Barnes enters the game for D. Powell
7:24.0,,,28-28,,A. Bogut enters the game for D. Nowitzki
7:11.0,B. Knight makes 2-pt shot from 19 ft,2,30-28,,
6:51.0,,,30-31,3,S. Curry makes 3-pt shot from 25 ft
6:42.0,B. Knight makes 2-pt shot from 18 ft,2,32-31,,
6:20.0,,,32-31,,S. Curry misses 3-pt shot from 25 ft
6:19.0,Defensive rebound by L. Barbosa,,32-31,,
6:11.0,,,32-31,,Personal block foul by S. Curry (drawn by B. Knight)
6:05.0,L. Barbosa misses 2-pt shot from 2 ft,,32-31,,
6:03.0,Offensive rebound by A. Len,,32-31,,
6:02.0,A. Len makes 2-pt shot from 1 ft,2,34-31,,
5:42.0,Violation by A. Len (kicked ball),,34-31,,
5:42.0,Official timeout,,34-31,,
5:35.0,,,34-33,2,H. Barnes makes 2-pt shot from 5 ft
5:17.0,B. Knight makes 2-pt shot from 11 ft,2,36-33,,
4:59.0,,,36-35,2,H. Barnes makes 2-pt shot from 14 ft
4:45.0,L. Barbosa misses 3-pt shot from 24 ft,,36-35,,
4:44.0,,,36-35,,Defensive rebound by N. Brussino
4:36.0,,,36-37,2,D. Williams makes 2-pt shot from 1 ft
4:26.0,A. Len misses 2-pt shot from 4 ft (block by A. Bogut),,36-37,,
4:24.0,,,36-37,,Defensive rebound by S. Curry
4:20.0,,,36-39,2,H. Barnes makes 2-pt shot from 1 ft (assist by N. Brussino)
4:19.0,Phoenix full timeout,,36-39,,
4:19.0,,,36-39,,D. Harris enters the game for S. Curry
4:19.0,,,36-39,,W. Matthews enters the game for N. Brussino
4:17.0,D. Booker enters the game for B. Knight,,36-39,,
4:17.0,T. Chandler enters the game for A. Len,,36-39,,
4:17.0,M. Chriss enters the game for D. Bender,,36-39,,
4:17.0,E. Bledsoe enters the game for L. Barbosa,,36-39,,
4:02.0,Turnover by D. Booker (lost ball),,36-39,,
3:48.0,,,36-39,,D. Williams misses 3-pt shot from 25 ft
3:48.0,Defensive rebound by M. Chriss,,36-39,,
3:42.0,Turnover by E. Bledsoe (palming),,36-39,,
3:21.0,,,36-39,,H. Barnes misses 2-pt shot from 12 ft
3:20.0,Defensive rebound by T. Chandler,,36-39,,
3:04.0,E. Bledsoe misses 3-pt shot from 24 ft,,36-39,,
3:04.0,,,36-39,,Defensive rebound by D. Harris
2:51.0,,,36-41,2,H. Barnes makes 2-pt shot from 8 ft
2:32.0,T. Warren enters the game for P. Tucker,,36-41,,
2:26.0,D. Booker makes 2-pt shot from 13 ft (assist by M. Chriss),2,38-41,,
2:13.0,,,38-41,,W. Matthews misses 3-pt shot from 23 ft
2:12.0,Defensive rebound by T. Chandler,,38-41,,
2:05.0,Shooting foul by D. Williams (drawn by E. Bledsoe),,38-41,,
2:05.0,E. Bledsoe misses free throw 1 of 2,,38-41,,
2:05.0,Offensive rebound by Team,,38-41,,
2:05.0,E. Bledsoe makes free throw 2 of 2,1,39-41,,
1:43.0,,,39-43,2,H. Barnes makes 2-pt shot from 16 ft (assist by D. Williams)
1:32.0,Offensive foul by M. Chriss,,39-43,,
1:32.0,Turnover by M. Chriss (offensive foul),,39-43,,
1:32.0,,,39-43,,D. Nowitzki enters the game for A. Bogut
1:16.0,,,39-43,,D. Harris misses 3-pt shot from 22 ft
1:15.0,Defensive rebound by T. Chandler,,39-43,,
1:05.0,E. Bledsoe makes 2-pt shot from 13 ft,2,41-43,,
0:42.0,,,41-45,2,W. Matthews makes 2-pt shot from 11 ft (assist by D. Nowitzki)
0:32.0,D. Booker misses 2-pt shot from 16 ft,,41-45,,
0:31.0,,,41-45,,Defensive rebound by D. Nowitzki
0:09.0,,,41-45,,D. Williams misses 2-pt shot at rim
0:08.0,Defensive rebound by T. Chandler,,41-45,,
0:00.0,E. Bledsoe misses 3-pt shot from 27 ft,,41-45,,
0:00.0,Offensive rebound by Team,,41-45,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,,,41-45,,W. Matthews misses 3-pt shot from 25 ft
11:41.0,Defensive rebound by T. Chandler,,41-45,,
11:37.0,Shooting foul by D. Williams (drawn by E. Bledsoe),,41-45,,
11:37.0,E. Bledsoe makes free throw 1 of 2,1,42-45,,
11:37.0,E. Bledsoe makes free throw 2 of 2,1,43-45,,
11:24.0,,,43-45,,D. Nowitzki misses 2-pt shot from 20 ft
11:23.0,Defensive rebound by M. Chriss,,43-45,,
11:14.0,M. Chriss misses 2-pt shot at rim (block by D. Nowitzki),,43-45,,
11:13.0,,,43-45,,Defensive rebound by D. Williams
10:59.0,,,43-48,3,D. Williams makes 3-pt shot from 23 ft (assist by D. Nowitzki)
10:37.0,T. Warren misses 3-pt shot from 22 ft,,43-48,,
10:36.0,,,43-48,,Defensive rebound by H. Barnes
10:29.0,,,43-48,,D. Williams misses 2-pt shot from 10 ft
10:28.0,Defensive rebound by T. Chandler,,43-48,,
10:20.0,D. Booker makes 3-pt shot from 25 ft (assist by E. Bledsoe),3,46-48,,
10:04.0,,,46-48,,D. Williams misses 3-pt shot from 23 ft
10:02.0,,,46-48,,Offensive rebound by H. Barnes
9:54.0,,,46-51,3,D. Nowitzki makes 3-pt shot from 24 ft (assist by D. Williams)
9:37.0,T. Warren makes 2-pt shot from 16 ft (assist by T. Chandler),2,48-51,,
9:18.0,Personal foul by D. Booker (drawn by D. Nowitzki),,48-51,,
9:02.0,,,48-51,,W. Matthews misses 2-pt shot from 13 ft
9:01.0,Defensive rebound by T. Warren,,48-51,,
8:52.0,,,48-51,,Violation by D. Williams (kicked ball)
8:49.0,Offensive foul by M. Chriss,,48-51,,
8:49.0,Turnover by M. Chriss (offensive foul),,48-51,,
8:37.0,,,48-51,,Offensive foul by W. Matthews
8:37.0,,,48-51,,Turnover by W. Matthews (offensive foul)
8:27.0,E. Bledsoe makes 2-pt shot from 7 ft,2,50-51,,
8:27.0,Shooting foul by D. Nowitzki (drawn by E. Bledsoe),,50-51,,
8:27.0,E. Bledsoe makes free throw 1 of 1,1,51-51,,
8:17.0,,,51-51,,D. Williams misses 2-pt shot from 4 ft
8:16.0,Defensive rebound by M. Chriss,,51-51,,
8:06.0,E. Bledsoe misses 3-pt shot from 27 ft,,51-51,,
8:05.0,Offensive rebound by M. Chriss,,51-51,,
7:59.0,T. Warren misses 2-pt shot from 16 ft,,51-51,,
7:58.0,,,51-51,,Defensive rebound by D. Nowitzki
7:53.0,,,51-51,,D. Finney-Smith misses 3-pt shot from 25 ft
7:51.0,Defensive rebound by M. Chriss,,51-51,,
7:33.0,D. Booker misses 2-pt shot from 17 ft,,51-51,,
7:32.0,,,51-51,,Defensive rebound by D. Nowitzki
7:12.0,,,51-51,,W. Matthews misses 3-pt shot from 23 ft
7:11.0,Defensive rebound by T. Chandler,,51-51,,
7:01.0,E. Bledsoe makes 2-pt shot from 6 ft,2,53-51,,
6:59.0,,,53-51,,Dallas full timeout
6:59.0,P. Tucker enters the game for M. Chriss,,53-51,,
6:40.0,,,53-51,,Turnover by W. Matthews (bad pass; steal by E. Bledsoe)
6:37.0,D. Booker makes 2-pt shot from 1 ft (assist by E. Bledsoe),2,55-51,,
6:37.0,Shooting foul by D. Nowitzki (drawn by D. Booker),,55-51,,
6:37.0,D. Booker makes free throw 1 of 1,1,56-51,,
6:37.0,,,55-51,,A. Bogut enters the game for D. Nowitzki
6:37.0,,,55-51,,D. Harris enters the game for D. Finney-Smith
6:15.0,,,56-54,3,D. Harris makes 3-pt shot from 25 ft (assist by H. Barnes)
5:56.0,D. Booker makes 3-pt shot from 25 ft (assist by E. Bledsoe),3,59-54,,
5:33.0,,,59-54,,H. Barnes misses 2-pt shot from 12 ft
5:32.0,Defensive rebound by T. Warren,,59-54,,
5:21.0,D. Booker misses 2-pt shot from 19 ft,,59-54,,
5:20.0,Offensive rebound by T. Chandler,,59-54,,
5:20.0,,,59-54,,Loose ball foul by A. Bogut (drawn by T. Chandler)
5:20.0,,,59-54,,S. Curry enters the game for D. Williams
5:11.0,E. Bledsoe makes 2-pt shot from 16 ft,2,61-54,,
4:59.0,Personal block foul by T. Warren,,61-54,,
4:56.0,Personal foul by T. Warren,,61-54,,
4:47.0,,,61-56,2,H. Barnes makes 2-pt shot from 12 ft (assist by D. Harris)
4:34.0,,,61-56,,Shooting block foul by A. Bogut (drawn by T. Chandler)
4:34.0,T. Chandler misses free throw 1 of 2,,61-56,,
4:34.0,Offensive rebound by Team,,61-56,,
4:34.0,T. Chandler makes free throw 2 of 2,1,62-56,,
4:19.0,Personal foul by E. Bledsoe (drawn by S. Curry),,62-56,,
4:12.0,,,62-56,,Shooting foul by T. Chandler (drawn by H. Barnes)
4:12.0,,,62-57,1,H. Barnes makes free throw 1 of 2
4:12.0,,,62-58,1,H. Barnes makes free throw 2 of 2
4:01.0,Turnover by D. Booker (lost ball),,62-58,,
3:41.0,,,62-60,2,W. Matthews makes 2-pt shot from 14 ft (assist by A. Bogut)
3:31.0,Phoenix full timeout,,62-60,,
3:31.0,B. Knight enters the game for E. Bledsoe,,62-60,,
3:23.0,D. Booker misses 2-pt shot from 17 ft (block by W. Matthews),,62-60,,
3:22.0,Offensive rebound by T. Chandler,,62-60,,
3:10.0,Turnover by P. Tucker (step out of bounds),,62-60,,
2:57.0,Personal foul by P. Tucker (drawn by H. Barnes),,62-60,,
2:57.0,,,62-60,,H. Barnes misses free throw 1 of 2
2:57.0,,,62-60,,Offensive rebound by Team
2:57.0,,,62-61,1,H. Barnes makes free throw 2 of 2
2:36.0,B. Knight misses 2-pt shot from 20 ft,,62-61,,
2:35.0,Offensive rebound by P. Tucker,,62-61,,
2:31.0,D. Booker makes 2-pt shot from 14 ft,2,64-61,,
2:09.0,,,64-61,,H. Barnes misses 2-pt shot from 3 ft
2:09.0,Defensive rebound by Team,,64-61,,
2:09.0,L. Barbosa enters the game for T. Warren,,64-61,,
2:02.0,,,64-61,,Shooting block foul by A. Bogut (drawn by B. Knight)
2:02.0,B. Knight makes free throw 1 of 2,1,65-61,,
2:02.0,B. Knight makes free throw 2 of 2,1,66-61,,
2:02.0,,,65-61,,D. Nowitzki enters the game for A. Bogut
2:02.0,A. Len enters the game for T. Chandler,,65-61,,
1:52.0,Personal foul by B. Knight (drawn by S. Curry),,66-61,,
1:52.0,,,66-62,1,S. Curry makes free throw 1 of 2
1:52.0,,,66-63,1,S. Curry makes free throw 2 of 2
1:40.0,A. Len misses 2-pt shot from 2 ft (block by H. Barnes),,66-63,,
1:38.0,,,66-63,,Defensive rebound by W. Matthews
1:29.0,,,66-65,2,D. Harris makes 2-pt shot from 1 ft (assist by D. Nowitzki)
1:19.0,,,66-65,,Personal foul by S. Curry (drawn by A. Len)
1:19.0,A. Len makes free throw 1 of 2,1,67-65,,
1:19.0,A. Len makes free throw 2 of 2,1,68-65,,
1:07.0,,,68-67,2,S. Curry makes 2-pt shot from 3 ft
0:57.0,A. Len makes 2-pt shot from 1 ft (assist by L. Barbosa),2,70-67,,
0:40.0,,,70-69,2,S. Curry makes 2-pt shot from 2 ft
0:31.0,B. Knight misses 2-pt shot from 16 ft,,70-69,,
0:30.0,Offensive rebound by Team,,70-69,,
0:07.0,D. Booker misses 2-pt shot from 20 ft,,70-69,,
0:06.0,,,70-69,,Defensive rebound by D. Nowitzki
0:04.0,,,70-69,,Turnover by D. Nowitzki (bad pass)
0:04.0,,,70-69,,D. Powell enters the game for D. Nowitzki
0:04.0,E. Bledsoe enters the game for A. Len,,70-69,,
0:04.0,Turnover by P. Tucker (bad pass; steal by D. Harris),,70-69,,
0:00.0,,,70-72,3,D. Harris makes 3-pt shot from 30 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,L. Barbosa misses 2-pt shot from 4 ft,,70-72,,
11:45.0,Offensive rebound by A. Len,,70-72,,
11:45.0,A. Len misses 2-pt shot at rim,,70-72,,
11:44.0,,,70-72,,Defensive rebound by D. Harris
11:41.0,Shooting block foul by D. Bender (drawn by D. Harris),,70-72,,
11:41.0,,,70-73,1,D. Harris makes free throw 1 of 2
11:41.0,,,70-74,1,D. Harris makes free throw 2 of 2
11:27.0,B. Knight misses 2-pt shot from 17 ft,,70-74,,
11:25.0,Offensive rebound by B. Knight,,70-74,,
11:24.0,B. Knight makes 2-pt shot from 3 ft,2,72-74,,
11:11.0,Personal foul by L. Barbosa (drawn by D. Harris),,72-74,,
10:57.0,,,72-74,,N. Brussino misses 3-pt shot from 25 ft
10:56.0,Defensive rebound by P. Tucker,,72-74,,
10:40.0,A. Len makes 2-pt shot from 9 ft,2,74-74,,
10:20.0,,,74-74,,Turnover by D. Harris (bad pass; steal by L. Barbosa)
10:20.0,,,74-74,,Clear path foul by D. Nowitzki
10:20.0,L. Barbosa makes clear path free throw 1 of 2,1,75-74,,
10:20.0,L. Barbosa makes clear path free throw 2 of 2,1,76-74,,
10:20.0,,,75-74,,D. Williams enters the game for D. Harris
10:12.0,Offensive foul by A. Len,,76-74,,
10:12.0,Turnover by A. Len (offensive foul),,76-74,,
9:51.0,,,76-74,,D. Nowitzki misses 3-pt shot from 25 ft
9:51.0,Defensive rebound by A. Len,,76-74,,
9:40.0,B. Knight makes 3-pt shot from 24 ft,3,79-74,,
9:37.0,,,79-74,,Dallas full timeout
9:37.0,,,79-74,,D. Finney-Smith enters the game for D. Powell
9:37.0,,,79-74,,H. Barnes enters the game for N. Brussino
9:19.0,,,79-76,2,S. Curry makes 2-pt shot at rim
8:55.0,A. Len makes 2-pt shot at rim (assist by B. Knight),2,81-76,,
8:33.0,,,81-76,,D. Nowitzki misses 2-pt shot from 14 ft
8:32.0,Defensive rebound by P. Tucker,,81-76,,
8:21.0,Turnover by A. Len (offensive goaltending),,81-76,,
8:12.0,,,81-78,2,D. Williams makes 2-pt shot from 5 ft
8:12.0,Shooting block foul by L. Barbosa (drawn by D. Williams),,81-78,,
8:12.0,,,81-79,1,D. Williams makes free throw 1 of 1
8:12.0,E. Bledsoe enters the game for L. Barbosa,,81-78,,
7:49.0,P. Tucker misses 2-pt shot from 2 ft,,81-79,,
7:48.0,Offensive rebound by P. Tucker,,81-79,,
7:48.0,Turnover by Team (shot clock),,81-79,,
7:36.0,,,81-81,2,D. Williams makes 2-pt shot from 2 ft
7:33.0,Phoenix full timeout,,81-81,,
7:33.0,,,81-81,,W. Matthews enters the game for D. Finney-Smith
7:33.0,D. Booker enters the game for A. Len,,81-81,,
7:33.0,T. Chandler enters the game for D. Bender,,81-81,,
7:13.0,D. Booker misses 2-pt shot from 13 ft,,81-81,,
7:12.0,,,81-81,,Defensive rebound by D. Williams
7:02.0,,,81-81,,Shooting foul by B. Knight (drawn by D. Williams)
7:02.0,,,81-82,1,D. Williams makes free throw 1 of 2
7:02.0,,,81-82,,D. Williams misses free throw 2 of 2
7:02.0,Defensive rebound by T. Chandler,,81-82,,
6:52.0,E. Bledsoe misses 3-pt shot from 25 ft,,81-82,,
6:51.0,Offensive rebound by T. Chandler,,81-82,,
6:35.0,E. Bledsoe makes 3-pt shot from 24 ft,3,84-82,,
6:19.0,,,84-82,,Turnover by D. Williams (traveling)
6:01.0,E. Bledsoe misses 2-pt shot from 8 ft,,84-82,,
6:00.0,,,84-82,,Defensive rebound by H. Barnes
5:52.0,,,84-82,,D. Williams misses 3-pt shot from 25 ft
5:51.0,,,84-82,,Offensive rebound by H. Barnes
5:48.0,,,84-85,3,D. Nowitzki makes 3-pt shot from 25 ft (assist by H. Barnes)
5:20.0,P. Tucker makes 2-pt shot from 15 ft (assist by E. Bledsoe),2,86-85,,
4:55.0,,,86-85,,D. Nowitzki misses 2-pt shot from 15 ft
4:54.0,Defensive rebound by T. Chandler,,86-85,,
4:37.0,P. Tucker makes 2-pt shot from 2 ft (assist by E. Bledsoe),2,88-85,,
4:36.0,,,88-85,,Dallas full timeout
4:36.0,,,88-85,,A. Bogut enters the game for D. Nowitzki
4:26.0,Personal foul by P. Tucker (drawn by W. Matthews),,88-85,,
4:26.0,,,88-86,1,W. Matthews makes free throw 1 of 2
4:26.0,,,88-87,1,W. Matthews makes free throw 2 of 2
4:10.0,D. Booker makes 3-pt shot from 25 ft (assist by P. Tucker),3,91-87,,
3:43.0,,,91-87,,Turnover by D. Williams (bad pass)
3:33.0,Turnover by E. Bledsoe (bad pass; steal by A. Bogut),,91-87,,
3:27.0,,,91-89,2,S. Curry makes 2-pt shot from 3 ft
3:07.0,E. Bledsoe makes 2-pt shot from 13 ft,2,93-89,,
2:53.0,,,93-91,2,D. Williams makes 2-pt shot from 19 ft
2:35.0,E. Bledsoe misses 2-pt shot from 18 ft,,93-91,,
2:33.0,,,93-91,,Defensive rebound by H. Barnes
2:24.0,,,93-93,2,D. Williams makes 2-pt shot from 19 ft
2:12.0,Phoenix full timeout,,93-93,,
2:03.0,Turnover by D. Booker (lost ball; steal by A. Bogut),,93-93,,
1:39.0,,,93-93,,W. Matthews misses 3-pt shot from 25 ft
1:37.0,Defensive rebound by D. Booker,,93-93,,
1:32.0,B. Knight misses 2-pt shot from 3 ft,,93-93,,
1:31.0,Offensive rebound by P. Tucker,,93-93,,
1:31.0,P. Tucker misses 2-pt shot from 1 ft,,93-93,,
1:30.0,Offensive rebound by P. Tucker,,93-93,,
1:14.0,E. Bledsoe makes 3-pt shot from 25 ft,3,96-93,,
1:00.0,,,96-93,,H. Barnes misses 2-pt shot from 12 ft
0:58.0,Defensive rebound by T. Chandler,,96-93,,
0:37.0,E. Bledsoe makes 2-pt shot from 20 ft,2,98-93,,
0:37.0,,,98-93,,Dallas full timeout
