time,Utah,pts.away,score,pts.home,Houston
2:09.0,G. Hayward enters the game for S. Mack,,20-19,,
2:00.0,,,20-21,2,J. Harden makes 2-pt shot from 14 ft
1:37.0,Turnover by G. Hayward (bad pass; steal by E. Gordon),,20-21,,
1:37.0,Personal foul by G. Hayward (drawn by N. Hilario),,20-21,,
1:37.0,,,20-22,1,N. Hilario makes free throw 1 of 2
1:37.0,,,20-23,1,N. Hilario makes free throw 2 of 2
1:12.0,J. Johnson makes 2-pt shot from 22 ft,2,22-23,,
0:57.0,,,22-26,3,J. Harden makes 3-pt shot from 24 ft (assist by C. Brewer)
0:37.0,G. Hayward misses 2-pt shot from 21 ft,,22-26,,
0:36.0,,,22-26,,Defensive rebound by N. Hilario
0:30.0,,,22-26,,Shooting foul by J. Bolomboy (drawn by J. Harden)
0:30.0,,,22-26,,J. Harden misses free throw 1 of 2
0:30.0,,,22-26,,Offensive rebound by Team
0:30.0,,,22-26,,J. Harden misses free throw 2 of 2
0:30.0,Defensive rebound by J. Bolomboy,,22-26,,
0:09.0,D. Exum misses 2-pt shot from 11 ft,,22-26,,
0:08.0,,,22-26,,Defensive rebound by C. Brewer
0:00.0,,,22-28,2,E. Gordon makes 2-pt shot from 3 ft
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,,,22-28,,E. Gordon misses 2-pt shot from 2 ft
11:43.0,,,22-28,,Offensive rebound by E. Gordon
11:38.0,,,22-30,2,N. Hilario makes 2-pt shot from 2 ft (assist by P. Beverley)
11:38.0,,,22-30,,Shooting foul by D. Exum (drawn by N. Hilario)
11:38.0,,,22-31,1,N. Hilario makes free throw 1 of 1
11:25.0,G. Hayward misses 3-pt shot from 25 ft,,22-31,,
11:24.0,,,22-31,,Defensive rebound by C. Brewer
11:15.0,,,22-31,,Turnover by N. Hilario (bad pass; steal by J. Johnson)
11:09.0,R. Hood makes 2-pt shot at rim (assist by J. Johnson),2,24-31,,
10:55.0,,,24-33,2,N. Hilario makes 2-pt shot from 1 ft (assist by P. Beverley)
10:38.0,,,24-33,,Personal block foul by E. Gordon (drawn by R. Hood)
10:23.0,R. Gobert makes 2-pt shot from 3 ft (assist by R. Hood),2,26-33,,
10:09.0,,,26-35,2,S. Dekker makes 2-pt shot at rim (assist by E. Gordon)
9:49.0,J. Johnson misses 3-pt shot from 23 ft,,26-35,,
9:48.0,,,26-35,,Defensive rebound by N. Hilario
9:41.0,,,26-35,,P. Beverley misses 3-pt shot from 25 ft
9:40.0,Defensive rebound by R. Gobert,,26-35,,
9:30.0,G. Hayward makes 3-pt shot from 26 ft,3,29-35,,
9:17.0,,,29-38,3,E. Gordon makes 3-pt shot from 25 ft (assist by P. Beverley)
8:53.0,G. Hayward misses 3-pt shot from 24 ft,,29-38,,
8:52.0,,,29-38,,Defensive rebound by N. Hilario
8:45.0,,,29-38,,E. Gordon misses 2-pt shot from 2 ft
8:44.0,Defensive rebound by R. Gobert,,29-38,,
8:30.0,G. Hayward misses 2-pt shot from 14 ft,,29-38,,
8:29.0,,,29-38,,Defensive rebound by S. Dekker
8:20.0,,,29-41,3,N. Hilario makes 3-pt shot from 25 ft (assist by E. Gordon)
8:00.0,D. Exum makes 2-pt shot from 3 ft (assist by R. Gobert),2,31-41,,
7:48.0,,,31-41,,E. Gordon misses 3-pt shot from 26 ft
7:48.0,,,31-41,,Offensive rebound by N. Hilario
7:28.0,,,31-41,,P. Beverley misses 2-pt shot from 12 ft (block by R. Gobert)
7:27.0,,,31-41,,Offensive rebound by C. Brewer
7:23.0,,,31-43,2,C. Brewer makes 2-pt shot from 15 ft
7:14.0,D. Exum makes 2-pt shot from 7 ft,2,33-43,,
7:14.0,,,33-43,,Houston full timeout
7:14.0,,,33-43,,R. Anderson enters the game for N. Hilario
7:14.0,,,33-43,,C. Capela enters the game for S. Dekker
7:14.0,T. Lyles enters the game for J. Johnson,,33-43,,
6:59.0,,,33-45,2,C. Capela makes 2-pt shot from 2 ft (assist by P. Beverley)
6:38.0,T. Lyles misses 2-pt shot from 19 ft,,33-45,,
6:36.0,,,33-45,,Defensive rebound by E. Gordon
6:29.0,,,33-45,,Turnover by P. Beverley (bad pass; steal by R. Gobert)
6:28.0,,,33-45,,Personal foul by P. Beverley (drawn by G. Hayward)
6:28.0,J. Ingles enters the game for D. Exum,,33-45,,
6:28.0,S. Mack enters the game for R. Hood,,33-45,,
6:28.0,,,33-45,,T. Ariza enters the game for C. Brewer
6:18.0,T. Lyles misses 3-pt shot from 24 ft,,33-45,,
6:17.0,,,33-45,,Defensive rebound by C. Capela
6:07.0,,,33-47,2,E. Gordon makes 2-pt shot from 8 ft (assist by C. Capela)
5:43.0,G. Hayward misses 2-pt shot from 19 ft,,33-47,,
5:42.0,,,33-47,,Defensive rebound by C. Capela
5:24.0,,,33-47,,P. Beverley misses 2-pt shot from 10 ft
5:23.0,Defensive rebound by G. Hayward,,33-47,,
5:09.0,T. Lyles misses 3-pt shot from 26 ft,,33-47,,
5:08.0,,,33-47,,Defensive rebound by Team
5:08.0,,,33-47,,Houston full timeout
5:08.0,,,33-47,,J. Harden enters the game for P. Beverley
5:08.0,J. Withey enters the game for R. Gobert,,33-47,,
4:54.0,,,33-49,2,J. Harden makes 2-pt shot from 13 ft
4:31.0,J. Withey makes 2-pt shot from 2 ft (assist by S. Mack),2,35-49,,
4:09.0,,,35-49,,Shooting foul by J. Ingles (drawn by E. Gordon)
4:09.0,,,35-50,1,E. Gordon makes free throw 1 of 2
4:09.0,,,35-51,1,E. Gordon makes free throw 2 of 2
3:56.0,S. Mack misses 2-pt shot from 1 ft,,35-51,,
3:55.0,Offensive rebound by J. Withey,,35-51,,
3:51.0,Shooting foul by J. Harden (drawn by J. Withey),,35-51,,
3:51.0,J. Withey makes free throw 1 of 2,1,36-51,,
3:51.0,J. Withey makes free throw 2 of 2,1,37-51,,
3:37.0,,,37-53,2,C. Capela makes 2-pt shot from 2 ft (assist by J. Harden)
3:26.0,S. Mack misses 3-pt shot from 25 ft,,37-53,,
3:25.0,,,37-53,,Defensive rebound by E. Gordon
3:08.0,,,37-53,,E. Gordon misses 3-pt shot from 27 ft
3:07.0,,,37-53,,Offensive rebound by R. Anderson
3:04.0,,,37-53,,J. Harden misses 3-pt shot from 25 ft
3:03.0,Defensive rebound by G. Hayward,,37-53,,
2:56.0,G. Hayward misses 2-pt shot from 5 ft,,37-53,,
2:56.0,,,37-53,,Defensive rebound by Team
2:56.0,Loose ball foul by J. Withey (drawn by C. Capela),,37-53,,
2:56.0,Utah full timeout,,37-53,,
2:56.0,R. Hood enters the game for G. Hayward,,37-53,,
2:37.0,,,37-53,,J. Harden misses 2-pt shot from 8 ft
2:37.0,,,37-53,,Offensive rebound by Team
2:20.0,,,37-53,,C. Capela misses 2-pt shot from 4 ft (block by J. Withey)
2:19.0,Defensive rebound by J. Withey,,37-53,,
2:04.0,T. Lyles makes 2-pt shot from 5 ft (assist by S. Mack),2,39-53,,
1:53.0,,,39-53,,J. Harden misses 2-pt shot from 3 ft
1:52.0,Defensive rebound by J. Ingles,,39-53,,
1:37.0,Turnover by R. Hood (bad pass; steal by T. Ariza),,39-53,,
1:27.0,,,39-53,,T. Ariza misses 3-pt shot from 25 ft
1:26.0,Defensive rebound by T. Lyles,,39-53,,
1:15.0,J. Ingles makes 3-pt shot from 25 ft,3,42-53,,
0:57.0,,,42-55,2,C. Capela makes 2-pt shot at rim (assist by J. Harden)
0:57.0,Utah full timeout,,42-55,,
0:57.0,J. Johnson enters the game for J. Ingles,,42-55,,
0:57.0,R. Gobert enters the game for J. Withey,,42-55,,
0:39.0,T. Lyles misses 2-pt shot from 3 ft,,42-55,,
0:39.0,,,42-55,,Defensive rebound by Team
0:27.0,,,42-55,,J. Harden misses 3-pt shot from 25 ft
0:26.0,Defensive rebound by J. Johnson,,42-55,,
0:05.0,Shooting foul by R. Anderson (drawn by R. Hood),,42-55,,
0:05.0,R. Hood makes free throw 1 of 2,1,43-55,,
0:05.0,R. Hood makes free throw 2 of 2,1,44-55,,
0:01.0,,,44-55,,E. Gordon misses 2-pt shot from 2 ft
0:00.0,Defensive rebound by R. Gobert,,44-55,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,,,44-55,,C. Capela misses 2-pt shot at rim (block by R. Gobert)
11:44.0,Defensive rebound by R. Hood,,44-55,,
11:26.0,G. Hayward misses 3-pt shot from 26 ft,,44-55,,
11:25.0,,,44-55,,Defensive rebound by J. Harden
11:18.0,,,44-57,2,C. Capela makes 2-pt shot from 6 ft (assist by J. Harden)
11:02.0,,,44-57,,Technical foul by P. Beverley
11:02.0,G. Hayward misses technical free throw,,44-57,,
11:02.0,Offensive rebound by Team,,44-57,,
10:57.0,Offensive foul by D. Exum,,44-57,,
10:57.0,Turnover by D. Exum (offensive foul),,44-57,,
10:42.0,,,44-57,,J. Harden misses 2-pt shot from 14 ft
10:42.0,Defensive rebound by R. Gobert,,44-57,,
10:34.0,D. Exum misses 2-pt shot from 2 ft,,44-57,,
10:33.0,Offensive rebound by R. Gobert,,44-57,,
10:32.0,Turnover by R. Gobert (bad pass),,44-57,,
10:24.0,,,44-57,,R. Anderson misses 3-pt shot from 27 ft
10:23.0,Defensive rebound by D. Exum,,44-57,,
10:13.0,D. Exum misses 2-pt shot from 4 ft (block by J. Harden),,44-57,,
10:12.0,,,44-57,,Defensive rebound by R. Anderson
10:06.0,,,44-57,,T. Ariza misses 3-pt shot from 24 ft
10:05.0,Defensive rebound by R. Gobert,,44-57,,
9:58.0,,,44-57,,Personal foul by J. Harden (drawn by D. Exum)
9:44.0,R. Gobert makes 2-pt shot from 5 ft,2,46-57,,
9:24.0,,,46-57,,P. Beverley misses 2-pt shot from 6 ft (block by R. Gobert)
9:23.0,Defensive rebound by G. Hayward,,46-57,,
9:18.0,Offensive charge foul by T. Lyles,,46-57,,
9:18.0,Turnover by T. Lyles (offensive foul),,46-57,,
9:08.0,Def 3 sec tech foul by R. Gobert,,46-57,,
9:08.0,,,46-58,1,J. Harden makes technical free throw
9:00.0,,,46-58,,C. Capela misses 2-pt shot at rim
8:59.0,Defensive rebound by R. Hood,,46-58,,
8:58.0,,,46-58,,Personal foul by P. Beverley (drawn by R. Hood)
8:47.0,T. Lyles makes 2-pt shot from 2 ft,2,48-58,,
8:30.0,,,48-60,2,C. Capela makes 2-pt shot at rim (assist by J. Harden)
8:08.0,T. Lyles makes 2-pt shot from 4 ft,2,50-60,,
7:57.0,,,50-60,,Turnover by P. Beverley (bad pass; steal by R. Gobert)
7:52.0,Shooting foul by C. Capela (drawn by R. Gobert),,50-60,,
7:52.0,R. Gobert misses free throw 1 of 2,,50-60,,
7:52.0,Offensive rebound by Team,,50-60,,
7:52.0,R. Gobert makes free throw 2 of 2,1,51-60,,
7:33.0,,,51-60,,R. Anderson misses 2-pt shot from 9 ft
7:32.0,Defensive rebound by Team,,51-60,,
7:16.0,T. Lyles makes 3-pt shot from 23 ft (assist by G. Hayward),3,54-60,,
6:58.0,,,54-62,2,C. Capela makes 2-pt shot at rim (assist by J. Harden)
6:41.0,D. Exum makes 3-pt shot from 26 ft (assist by R. Hood),3,57-62,,
6:33.0,,,57-62,,Shooting foul by R. Hood (drawn by J. Harden)
6:33.0,,,57-63,1,J. Harden makes free throw 1 of 3
6:33.0,,,57-64,1,J. Harden makes free throw 2 of 3
6:33.0,,,57-65,1,J. Harden makes free throw 3 of 3
6:17.0,R. Hood misses 2-pt shot from 7 ft,,57-65,,
6:16.0,,,57-65,,Defensive rebound by R. Anderson
6:07.0,,,57-67,2,J. Harden makes 2-pt shot from 2 ft
5:44.0,D. Exum misses 3-pt shot from 25 ft,,57-67,,
5:43.0,Offensive rebound by T. Lyles,,57-67,,
5:43.0,Shooting foul by C. Capela (drawn by T. Lyles),,57-67,,
5:43.0,,,57-67,,Houston full timeout
5:43.0,T. Lyles misses free throw 1 of 2,,57-67,,
5:43.0,Offensive rebound by Team,,57-67,,
5:43.0,T. Lyles makes free throw 2 of 2,1,58-67,,
5:43.0,J. Johnson enters the game for G. Hayward,,57-67,,
5:43.0,,,57-67,,E. Gordon enters the game for P. Beverley
5:20.0,,,58-67,,C. Capela misses 2-pt shot from 2 ft
5:19.0,,,58-67,,Offensive rebound by E. Gordon
5:10.0,,,58-70,3,R. Anderson makes 3-pt shot from 24 ft (assist by J. Harden)
4:44.0,Turnover by Team (shot clock),,58-70,,
4:24.0,,,58-70,,J. Harden misses 2-pt shot from 15 ft
4:23.0,Defensive rebound by R. Gobert,,58-70,,
4:01.0,D. Exum makes 2-pt shot from 4 ft,2,60-70,,
3:45.0,,,60-73,3,T. Ariza makes 3-pt shot from 26 ft (assist by C. Capela)
3:26.0,R. Hood misses 3-pt shot from 25 ft,,60-73,,
3:25.0,,,60-73,,Defensive rebound by T. Ariza
3:15.0,,,60-73,,J. Harden misses 2-pt shot from 10 ft
3:14.0,Defensive rebound by R. Gobert,,60-73,,
3:09.0,T. Lyles makes 2-pt shot at rim (assist by D. Exum),2,62-73,,
2:48.0,,,62-73,,Shooting foul by D. Exum (drawn by J. Harden)
2:48.0,Utah full timeout,,62-73,,
2:48.0,,,62-74,1,J. Harden makes free throw 1 of 3
2:48.0,,,62-75,1,J. Harden makes free throw 2 of 3
2:48.0,,,62-76,1,J. Harden makes free throw 3 of 3
2:48.0,S. Mack enters the game for R. Gobert,,62-73,,
2:48.0,G. Hayward enters the game for R. Hood,,62-73,,
2:48.0,J. Withey enters the game for D. Exum,,62-73,,
2:48.0,,,62-73,,S. Dekker enters the game for R. Anderson
2:48.0,,,62-73,,N. Hilario enters the game for C. Capela
2:31.0,J. Johnson makes 2-pt shot from 8 ft,2,64-76,,
2:14.0,,,64-76,,N. Hilario misses 2-pt shot from 3 ft
2:13.0,Defensive rebound by G. Hayward,,64-76,,
2:09.0,Shooting foul by S. Dekker (drawn by T. Lyles),,64-76,,
2:09.0,T. Lyles makes free throw 1 of 2,1,65-76,,
2:09.0,T. Lyles makes free throw 2 of 2,1,66-76,,
1:59.0,,,66-79,3,E. Gordon makes 3-pt shot from 27 ft (assist by J. Harden)
1:35.0,J. Withey misses 2-pt shot from 3 ft,,66-79,,
1:34.0,Offensive rebound by J. Withey,,66-79,,
1:34.0,J. Withey misses 2-pt shot from 1 ft,,66-79,,
1:31.0,,,66-79,,Defensive rebound by N. Hilario
1:23.0,,,66-79,,N. Hilario misses 2-pt shot from 2 ft
1:23.0,Defensive rebound by J. Withey,,66-79,,
1:15.0,Turnover by Team (turnover),,66-79,,
1:15.0,J. Ingles enters the game for T. Lyles,,66-79,,
1:07.0,,,66-79,,J. Harden misses 2-pt shot from 6 ft
1:04.0,,,66-79,,Offensive rebound by Team
1:04.0,Violation by J. Johnson (kicked ball),,66-79,,
0:58.0,,,66-81,2,J. Harden makes 2-pt shot from 6 ft
0:36.0,G. Hayward makes 2-pt shot from 22 ft (assist by S. Mack),2,68-81,,
0:27.0,,,68-81,,J. Harden misses 3-pt shot from 25 ft
0:25.0,Defensive rebound by J. Johnson,,68-81,,
0:22.0,J. Ingles makes 2-pt shot from 2 ft (assist by J. Johnson),2,70-81,,
0:06.0,Personal foul by S. Mack (drawn by J. Harden),,70-81,,
0:01.0,,,70-81,,T. Ariza misses 3-pt shot from 25 ft
0:01.0,Defensive rebound by S. Mack,,70-81,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:36.0,J. Johnson misses 3-pt shot from 26 ft,,70-81,,
11:35.0,,,70-81,,Defensive rebound by N. Hilario
11:18.0,,,70-83,2,N. Hilario makes 2-pt shot from 17 ft
10:55.0,J. Johnson makes 3-pt shot from 24 ft (assist by J. Ingles),3,73-83,,
10:33.0,,,73-83,,S. Dekker misses 3-pt shot from 23 ft
10:29.0,Defensive rebound by J. Withey,,73-83,,
10:19.0,,,73-83,,Personal foul by N. Hilario (drawn by J. Ingles)
10:14.0,,,73-83,,Personal foul by N. Hilario (drawn by G. Hayward)
10:05.0,S. Mack makes 2-pt shot from 14 ft (assist by J. Ingles),2,75-83,,
9:51.0,,,75-85,2,N. Hilario makes 2-pt shot from 1 ft (assist by E. Gordon)
9:38.0,G. Hayward makes 2-pt shot from 21 ft (assist by J. Johnson),2,77-85,,
9:25.0,,,77-85,,E. Gordon misses 2-pt shot from 2 ft
9:25.0,,,77-85,,Offensive rebound by Team
9:25.0,Loose ball foul by G. Hayward (drawn by N. Hilario),,77-85,,
9:16.0,,,77-85,,N. Hilario misses 2-pt shot at rim
9:15.0,Defensive rebound by J. Withey,,77-85,,
9:08.0,Turnover by S. Mack (lost ball; steal by P. Beverley),,77-85,,
9:07.0,,,77-85,,Shooting foul by J. Ingles (drawn by C. Brewer)
9:07.0,,,77-86,1,C. Brewer makes free throw 1 of 2
9:07.0,,,77-87,1,C. Brewer makes free throw 2 of 2
9:07.0,R. Gobert enters the game for J. Withey,,77-86,,
8:53.0,J. Ingles makes 3-pt shot from 23 ft (assist by G. Hayward),3,80-87,,
8:35.0,,,80-87,,C. Brewer misses 3-pt shot from 25 ft
8:34.0,Defensive rebound by Team,,80-87,,
8:34.0,Utah full timeout,,80-87,,
8:12.0,J. Johnson misses 2-pt shot from 17 ft,,80-87,,
8:11.0,,,80-87,,Defensive rebound by C. Brewer
8:00.0,,,80-89,2,E. Gordon makes 2-pt shot from 3 ft (assist by P. Beverley)
7:47.0,Turnover by S. Mack (bad pass; steal by E. Gordon),,80-89,,
7:44.0,,,80-89,,Turnover by E. Gordon (step out of bounds)
7:44.0,R. Hood enters the game for J. Ingles,,80-89,,
7:38.0,,,80-89,,Personal foul by E. Gordon (drawn by G. Hayward)
7:38.0,,,80-89,,R. Anderson enters the game for S. Dekker
7:38.0,,,80-89,,C. Capela enters the game for N. Hilario
7:26.0,S. Mack misses 2-pt shot from 7 ft,,80-89,,
7:25.0,,,80-89,,Defensive rebound by P. Beverley
7:14.0,,,80-92,3,E. Gordon makes 3-pt shot from 25 ft (assist by C. Capela)
6:59.0,R. Hood makes 3-pt shot from 24 ft (assist by S. Mack),3,83-92,,
6:41.0,,,83-94,2,C. Brewer makes 2-pt shot from 3 ft (assist by C. Capela)
6:33.0,R. Gobert makes 2-pt shot from 2 ft (assist by S. Mack),2,85-94,,
6:33.0,Shooting foul by C. Capela (drawn by R. Gobert),,85-94,,
6:33.0,R. Gobert makes free throw 1 of 1,1,86-94,,
6:33.0,T. Lyles enters the game for S. Mack,,85-94,,
6:33.0,D. Exum enters the game for J. Johnson,,85-94,,
6:17.0,,,86-97,3,P. Beverley makes 3-pt shot from 25 ft (assist by E. Gordon)
6:01.0,R. Hood misses 3-pt shot from 25 ft,,86-97,,
6:00.0,,,86-97,,Defensive rebound by E. Gordon
5:54.0,,,86-97,,E. Gordon misses 3-pt shot from 27 ft
5:53.0,,,86-97,,Offensive rebound by C. Brewer
5:48.0,,,86-100,3,E. Gordon makes 3-pt shot from 25 ft
5:47.0,Utah full timeout,,86-100,,
5:47.0,,,86-100,,T. Ariza enters the game for P. Beverley
5:47.0,,,86-100,,J. Harden enters the game for C. Brewer
5:32.0,D. Exum misses 2-pt shot from 3 ft,,86-100,,
5:31.0,,,86-100,,Defensive rebound by C. Capela
5:23.0,,,86-102,2,C. Capela makes 2-pt shot from 5 ft (assist by J. Harden)
5:01.0,G. Hayward makes 2-pt shot from 2 ft,2,88-102,,
4:47.0,,,88-104,2,C. Capela makes 2-pt shot at rim (assist by J. Harden)
4:29.0,R. Hood makes 3-pt shot from 24 ft,3,91-104,,
4:13.0,,,91-104,,C. Capela misses 2-pt shot from 8 ft
4:12.0,,,91-104,,Offensive rebound by C. Capela
4:02.0,,,91-104,,J. Harden misses 2-pt shot from 13 ft
4:01.0,Defensive rebound by R. Hood,,91-104,,
3:56.0,R. Hood makes 2-pt shot from 1 ft,2,93-104,,
3:37.0,,,93-104,,E. Gordon misses 2-pt shot from 13 ft
3:36.0,Defensive rebound by T. Lyles,,93-104,,
3:22.0,R. Hood makes 2-pt shot from 10 ft,2,95-104,,
3:00.0,,,95-104,,C. Capela misses 2-pt shot from 4 ft
2:59.0,,,95-104,,Offensive rebound by T. Ariza
2:54.0,,,95-104,,T. Ariza misses 2-pt shot from 4 ft
2:53.0,Defensive rebound by G. Hayward,,95-104,,
2:48.0,G. Hayward misses 2-pt shot from 3 ft (block by J. Harden),,95-104,,
2:46.0,,,95-104,,Defensive rebound by E. Gordon
2:43.0,,,95-106,2,T. Ariza makes 2-pt shot at rim (assist by E. Gordon)
2:26.0,G. Hayward misses 2-pt shot from 9 ft,,95-106,,
2:25.0,,,95-106,,Defensive rebound by E. Gordon
2:24.0,,,95-106,,Houston full timeout
2:24.0,,,95-106,,P. Beverley enters the game for T. Ariza
2:10.0,,,95-106,,J. Harden misses 3-pt shot from 25 ft
2:09.0,Defensive rebound by R. Gobert,,95-106,,
1:53.0,R. Hood makes 3-pt shot from 25 ft,3,98-106,,
1:37.0,,,98-108,2,C. Capela makes 2-pt shot from 3 ft (assist by E. Gordon)
1:20.0,T. Lyles makes 2-pt shot from 2 ft (assist by R. Hood),2,100-108,,
1:00.0,,,100-108,,J. Harden misses 3-pt shot from 24 ft
0:59.0,,,100-108,,Offensive rebound by C. Capela
0:55.0,,,100-108,,C. Capela misses 2-pt shot from 9 ft (block by R. Gobert)
0:54.0,Defensive rebound by Team,,100-108,,
0:39.0,R. Hood misses 3-pt shot from 25 ft,,100-108,,
0:38.0,,,100-108,,Defensive rebound by J. Harden
0:15.0,,,100-111,3,J. Harden makes 3-pt shot from 25 ft
0:15.0,Utah full timeout,,100-111,,
0:15.0,,,100-111,,C. Brewer enters the game for R. Anderson
0:09.0,,,100-111,,Personal foul by E. Gordon (drawn by R. Hood)
