time,Orlando,pts.away,score,pts.home,Indiana
2:26.0,,,15-18,,A. Jefferson misses 2-pt shot from 19 ft
2:24.0,Defensive rebound by C. Watson,,15-18,,
2:05.0,N. Vucevic makes 2-pt shot from 3 ft,2,17-18,,
1:45.0,,,17-20,2,A. Jefferson makes 2-pt shot from 2 ft (assist by P. George)
1:28.0,S. Ibaka misses 2-pt shot from 16 ft,,17-20,,
1:27.0,,,17-20,,Defensive rebound by G. Robinson
1:09.0,,,17-22,2,A. Brooks makes 2-pt shot from 14 ft (assist by A. Jefferson)
0:55.0,N. Vucevic misses 2-pt shot from 6 ft,,17-22,,
0:55.0,,,17-22,,Defensive rebound by A. Jefferson
0:49.0,,,17-24,2,P. George makes 2-pt shot from 21 ft
0:39.0,S. Ibaka misses 3-pt shot from 26 ft,,17-24,,
0:38.0,,,17-24,,Defensive rebound by G. Robinson
0:30.0,,,17-24,,P. George misses 2-pt shot from 20 ft
0:29.0,Defensive rebound by E. Payton,,17-24,,
0:19.0,N. Vucevic misses 2-pt shot from 8 ft,,17-24,,
0:18.0,,,17-24,,Defensive rebound by A. Jefferson
0:06.0,Personal take foul by J. Green (drawn by P. George),,17-24,,
0:03.0,,,17-24,,Shooting foul by J. Green (drawn by P. George)
0:03.0,,,17-25,1,P. George makes free throw 1 of 3
0:03.0,,,17-26,1,P. George makes free throw 2 of 3
0:03.0,,,17-27,1,P. George makes free throw 3 of 3
0:03.0,,,17-26,,M. Ellis enters the game for G. Robinson
0:00.0,N. Vucevic misses 3-pt shot from 34 ft,,17-27,,
0:00.0,Offensive rebound by Team,,17-27,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,,,17-29,2,A. Jefferson makes 2-pt shot from 4 ft
11:32.0,N. Vucevic misses 2-pt shot from 2 ft (block by M. Ellis),,17-29,,
11:30.0,,,17-29,,Defensive rebound by K. Seraphin
11:19.0,,,17-29,,C. Miles misses 3-pt shot from 23 ft
11:17.0,Defensive rebound by C. Watson,,17-29,,
11:12.0,J. Green makes 2-pt shot from 1 ft (assist by C. Watson),2,19-29,,
11:01.0,,,19-29,,M. Ellis misses 2-pt shot from 18 ft
11:00.0,Defensive rebound by J. Green,,19-29,,
10:58.0,Turnover by J. Green (bad pass; steal by M. Ellis),,19-29,,
10:51.0,,,19-31,2,K. Seraphin makes 2-pt shot from 2 ft (assist by C. Miles)
10:36.0,J. Green misses 2-pt shot from 8 ft,,19-31,,
10:36.0,,,19-31,,Defensive rebound by A. Jefferson
10:24.0,,,19-33,2,K. Seraphin makes 2-pt shot from 3 ft (assist by A. Brooks)
10:09.0,C. Watson misses 3-pt shot from 25 ft,,19-33,,
10:07.0,,,19-33,,Defensive rebound by K. Seraphin
9:57.0,,,19-33,,A. Jefferson misses 2-pt shot from 18 ft
9:56.0,Defensive rebound by C. Watson,,19-33,,
9:51.0,B. Biyombo misses 2-pt shot from 1 ft,,19-33,,
9:49.0,Offensive rebound by B. Biyombo,,19-33,,
9:45.0,N. Vucevic makes 2-pt shot from 6 ft (assist by B. Biyombo),2,21-33,,
9:28.0,,,21-33,,C. Miles misses 3-pt shot from 23 ft
9:27.0,Defensive rebound by N. Vucevic,,21-33,,
9:16.0,B. Biyombo makes 2-pt shot from 6 ft (assist by C. Watson),2,23-33,,
9:00.0,,,23-36,3,A. Brooks makes 3-pt shot from 29 ft
8:42.0,N. Vucevic misses 2-pt shot from 17 ft,,23-36,,
8:42.0,Offensive rebound by E. Payton,,23-36,,
8:31.0,E. Payton misses 2-pt shot from 6 ft,,23-36,,
8:31.0,Offensive rebound by Team,,23-36,,
8:31.0,,,23-36,,Loose ball foul by A. Brooks (drawn by B. Biyombo)
8:31.0,,,23-36,,T. Young enters the game for K. Seraphin
8:24.0,,,23-36,,Personal foul by C. Miles (drawn by J. Green)
8:16.0,N. Vucevic misses 2-pt shot from 6 ft,,23-36,,
8:15.0,Offensive rebound by B. Biyombo,,23-36,,
8:15.0,B. Biyombo makes 2-pt shot from 2 ft,2,25-36,,
7:52.0,,,25-38,2,A. Jefferson makes 2-pt shot from 12 ft (assist by M. Ellis)
7:39.0,J. Green misses 3-pt shot from 28 ft,,25-38,,
7:39.0,,,25-38,,Defensive rebound by Team
7:39.0,,,25-38,,M. Turner enters the game for A. Jefferson
7:21.0,,,25-38,,C. Miles misses 3-pt shot from 29 ft
7:20.0,Defensive rebound by N. Vucevic,,25-38,,
7:16.0,,,25-38,,Personal foul by C. Miles (drawn by J. Green)
7:12.0,B. Biyombo makes 2-pt shot from 3 ft (assist by C. Watson),2,27-38,,
7:12.0,Shooting foul by A. Brooks (drawn by B. Biyombo),,27-38,,
7:12.0,B. Biyombo makes free throw 1 of 1,1,28-38,,
6:54.0,,,28-38,,A. Brooks misses 2-pt shot from 3 ft
6:51.0,,,28-38,,Offensive rebound by M. Turner
6:51.0,,,28-40,2,M. Turner makes 2-pt shot at rim
6:33.0,N. Vucevic makes 2-pt shot from 16 ft,2,30-40,,
6:22.0,,,30-40,,T. Young misses 2-pt shot from 4 ft (block by N. Vucevic)
6:22.0,Defensive rebound by N. Vucevic,,30-40,,
6:16.0,E. Payton makes 2-pt shot from 10 ft,2,32-40,,
6:12.0,,,32-40,,Indiana full timeout
6:12.0,,,32-40,,J. Teague enters the game for A. Brooks
6:12.0,,,32-40,,P. George enters the game for C. Miles
5:59.0,,,32-42,2,T. Young makes 2-pt shot from 2 ft (assist by M. Turner)
5:48.0,E. Payton misses 2-pt shot from 14 ft,,32-42,,
5:47.0,,,32-42,,Defensive rebound by M. Turner
5:34.0,,,32-42,,J. Teague misses 3-pt shot from 27 ft
5:30.0,Defensive rebound by E. Payton,,32-42,,
5:25.0,J. Green makes 2-pt shot from 1 ft (assist by E. Payton),2,34-42,,
5:09.0,S. Ibaka enters the game for N. Vucevic,,34-42,,
5:09.0,A. Gordon enters the game for J. Green,,34-42,,
5:09.0,J. Meeks enters the game for C. Watson,,34-42,,
5:09.0,,,34-42,,G. Robinson enters the game for M. Ellis
5:02.0,,,34-42,,Shooting foul by A. Gordon (drawn by P. George)
5:02.0,,,34-43,1,P. George makes free throw 1 of 2
5:02.0,,,34-44,1,P. George makes free throw 2 of 2
4:56.0,,,34-44,,Personal foul by P. George (drawn by A. Gordon)
4:56.0,A. Gordon makes free throw 1 of 2,1,35-44,,
4:56.0,A. Gordon makes free throw 2 of 2,1,36-44,,
4:43.0,,,36-44,,P. George misses 2-pt shot from 18 ft
4:42.0,Defensive rebound by J. Meeks,,36-44,,
4:32.0,Turnover by E. Payton (bad pass; steal by T. Young),,36-44,,
4:23.0,,,36-47,3,P. George makes 3-pt shot from 24 ft (assist by J. Teague)
4:23.0,Orlando full timeout,,36-47,,
4:23.0,N. Vucevic enters the game for B. Biyombo,,36-47,,
4:23.0,D. Augustin enters the game for E. Payton,,36-47,,
4:13.0,S. Ibaka makes 2-pt shot from 3 ft (assist by J. Meeks),2,38-47,,
3:49.0,,,38-47,,P. George misses 2-pt shot from 16 ft
3:49.0,Defensive rebound by A. Gordon,,38-47,,
3:29.0,N. Vucevic misses 2-pt shot from 2 ft,,38-47,,
3:29.0,,,38-47,,Defensive rebound by M. Turner
3:28.0,Personal foul by S. Ibaka (drawn by M. Turner),,38-47,,
3:16.0,,,38-47,,J. Teague misses 2-pt shot from 2 ft (block by S. Ibaka)
3:16.0,Defensive rebound by S. Ibaka,,38-47,,
3:13.0,,,38-47,,Personal foul by P. George (drawn by A. Gordon)
3:13.0,A. Gordon makes free throw 1 of 2,1,39-47,,
3:13.0,A. Gordon makes free throw 2 of 2,1,40-47,,
3:02.0,,,40-47,,Offensive charge foul by T. Young
3:02.0,,,40-47,,Turnover by T. Young (offensive foul)
2:48.0,S. Ibaka makes 2-pt shot from 4 ft,2,42-47,,
2:36.0,,,42-49,2,G. Robinson makes 2-pt shot from 19 ft (assist by M. Turner)
2:08.0,A. Gordon makes 2-pt shot from 21 ft,2,44-49,,
1:50.0,,,44-51,2,M. Turner makes 2-pt shot at rim (assist by J. Teague)
1:35.0,N. Vucevic makes 2-pt shot from 19 ft (assist by D. Augustin),2,46-51,,
1:26.0,,,46-53,2,M. Turner makes 2-pt shot from 2 ft (assist by J. Teague)
1:26.0,,,46-53,,Shooting foul by J. Meeks (drawn by M. Turner)
1:26.0,,,46-54,1,M. Turner makes free throw 1 of 1
1:10.0,D. Augustin misses 3-pt shot from 30 ft,,46-54,,
1:09.0,,,46-54,,Defensive rebound by M. Turner
1:00.0,,,46-57,3,M. Turner makes 3-pt shot from 27 ft (assist by J. Teague)
1:00.0,Orlando full timeout,,46-57,,
1:00.0,,,46-57,,K. Seraphin enters the game for P. George
1:00.0,,,46-57,,C. Miles enters the game for T. Young
0:48.0,S. Ibaka makes 2-pt shot from 17 ft,2,48-57,,
0:36.0,,,48-57,,Turnover by J. Teague (lost ball; steal by D. Augustin)
0:31.0,J. Meeks makes 3-pt shot from 26 ft (assist by D. Augustin),3,51-57,,
0:31.0,,,51-57,,Indiana full timeout
0:31.0,E. Payton enters the game for A. Gordon,,51-57,,
0:31.0,C. Watson enters the game for D. Augustin,,51-57,,
0:31.0,,,51-57,,A. Brooks enters the game for J. Teague
0:31.0,,,51-57,,Violation by Team (jump ball)
0:19.0,,,51-59,2,A. Brooks makes 2-pt shot from 3 ft
0:05.0,S. Ibaka misses 3-pt shot from 26 ft,,51-59,,
0:04.0,,,51-59,,Defensive rebound by A. Brooks
0:00.0,,,51-62,3,A. Brooks makes 3-pt shot from 26 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:51.0,,,51-62,,Shooting foul by B. Biyombo (drawn by M. Turner)
11:51.0,,,51-63,1,M. Turner makes free throw 1 of 2
11:51.0,,,51-64,1,M. Turner makes free throw 2 of 2
11:33.0,E. Payton misses 2-pt shot from 16 ft,,51-64,,
11:32.0,,,51-64,,Defensive rebound by G. Robinson
11:24.0,,,51-66,2,P. George makes 2-pt shot from 18 ft (assist by J. Teague)
11:10.0,S. Ibaka makes 2-pt shot from 18 ft (assist by E. Payton),2,53-66,,
10:50.0,,,53-66,,G. Robinson misses 2-pt shot from 20 ft
10:49.0,,,53-66,,Offensive rebound by M. Turner
10:47.0,Personal foul by E. Payton (drawn by M. Turner),,53-66,,
10:45.0,Personal foul by A. Gordon (drawn by P. George),,53-66,,
10:40.0,,,53-66,,P. George misses 3-pt shot from 26 ft
10:39.0,,,53-66,,Offensive rebound by M. Turner
10:34.0,,,53-68,2,J. Teague makes 2-pt shot from 2 ft
10:16.0,A. Gordon misses 3-pt shot from 23 ft,,53-68,,
10:15.0,Offensive rebound by S. Ibaka,,53-68,,
10:11.0,J. Meeks makes 3-pt shot from 28 ft (assist by E. Payton),3,56-68,,
9:53.0,,,56-68,,M. Turner misses 2-pt shot from 6 ft
9:53.0,Defensive rebound by B. Biyombo,,56-68,,
9:41.0,J. Meeks misses 2-pt shot from 13 ft,,56-68,,
9:40.0,,,56-68,,Defensive rebound by M. Turner
9:25.0,,,56-68,,G. Robinson misses 3-pt shot from 27 ft
9:24.0,,,56-68,,Offensive rebound by J. Teague
9:21.0,,,56-70,2,J. Teague makes 2-pt shot from 2 ft
9:21.0,Orlando full timeout,,56-70,,
9:09.0,S. Ibaka misses 3-pt shot from 27 ft,,56-70,,
9:09.0,,,56-70,,Defensive rebound by Team
9:09.0,Loose ball foul by B. Biyombo (drawn by M. Turner),,56-70,,
8:53.0,,,56-72,2,J. Teague makes 2-pt shot from 6 ft
8:44.0,E. Payton misses 2-pt shot from 2 ft,,56-72,,
8:43.0,,,56-72,,Defensive rebound by M. Turner
8:43.0,Jump ball: B. Biyombo vs. M. Turner (P. George gains possession),,,,Jump ball: B. Biyombo vs. M. Turner (P. George gains possession)
8:30.0,,,56-74,2,M. Turner makes 2-pt shot at rim (assist by J. Teague)
8:17.0,S. Ibaka misses 3-pt shot from 28 ft,,56-74,,
8:15.0,Offensive rebound by A. Gordon,,56-74,,
8:13.0,Shooting foul by J. Teague (drawn by J. Meeks),,56-74,,
8:13.0,J. Meeks makes free throw 1 of 2,1,57-74,,
8:13.0,J. Meeks makes free throw 2 of 2,1,58-74,,
7:55.0,,,58-74,,Shooting foul by B. Biyombo (drawn by P. George)
7:55.0,,,58-74,,P. George misses free throw 1 of 2
7:55.0,,,58-74,,Offensive rebound by Team
7:55.0,,,58-75,1,P. George makes free throw 2 of 2
7:43.0,E. Payton misses 3-pt shot from 29 ft,,58-75,,
7:41.0,,,58-75,,Defensive rebound by Team
7:23.0,,,58-75,,P. George misses 2-pt shot from 7 ft (block by A. Gordon)
7:22.0,,,58-75,,Offensive rebound by P. George
7:20.0,,,58-75,,T. Young misses 3-pt shot from 28 ft
7:20.0,Defensive rebound by Team,,58-75,,
7:08.0,Turnover by J. Meeks (bad pass),,58-75,,
6:55.0,,,58-75,,T. Young misses 2-pt shot from 18 ft
6:54.0,Defensive rebound by J. Meeks,,58-75,,
6:47.0,Turnover by E. Payton (traveling),,58-75,,
6:37.0,,,58-75,,Turnover by J. Teague (bad pass; steal by A. Gordon)
6:35.0,Offensive charge foul by A. Gordon,,58-75,,
6:35.0,Turnover by A. Gordon (offensive foul),,58-75,,
6:35.0,J. Green enters the game for A. Gordon,,58-75,,
6:21.0,,,58-75,,P. George misses 3-pt shot from 24 ft
6:21.0,Defensive rebound by B. Biyombo,,58-75,,
5:57.0,J. Green makes 2-pt shot from 20 ft,2,60-75,,
5:40.0,,,60-78,3,T. Young makes 3-pt shot from 28 ft (assist by J. Teague)
5:20.0,J. Green makes 3-pt shot from 27 ft (assist by J. Meeks),3,63-78,,
5:09.0,,,63-78,,Shooting foul by S. Ibaka (drawn by G. Robinson)
5:09.0,,,63-79,1,G. Robinson makes free throw 1 of 2
5:09.0,,,63-80,1,G. Robinson makes free throw 2 of 2
5:09.0,N. Vucevic enters the game for B. Biyombo,,63-79,,
4:51.0,S. Ibaka makes 2-pt shot from 16 ft (assist by J. Green),2,65-80,,
4:31.0,,,65-83,3,T. Young makes 3-pt shot from 22 ft (assist by P. George)
4:17.0,E. Payton misses 2-pt shot from 4 ft,,65-83,,
4:16.0,Offensive rebound by J. Green,,65-83,,
4:06.0,J. Green misses 3-pt shot from 25 ft,,65-83,,
4:05.0,,,65-83,,Defensive rebound by P. George
3:54.0,,,65-83,,J. Teague misses 2-pt shot from 2 ft (block by E. Payton)
3:52.0,Defensive rebound by N. Vucevic,,65-83,,
3:48.0,J. Meeks misses 3-pt shot from 27 ft,,65-83,,
3:47.0,Offensive rebound by S. Ibaka,,65-83,,
3:45.0,S. Ibaka makes 2-pt shot from 2 ft,2,67-83,,
3:45.0,,,67-83,,Indiana full timeout
3:45.0,,,67-83,,A. Brooks enters the game for M. Turner
3:45.0,,,67-83,,A. Jefferson enters the game for J. Teague
3:29.0,,,67-83,,A. Jefferson misses 2-pt shot from 12 ft
3:28.0,Defensive rebound by S. Ibaka,,67-83,,
3:16.0,N. Vucevic makes 2-pt shot from 1 ft (assist by J. Green),2,69-83,,
2:57.0,,,69-83,,P. George misses 2-pt shot from 3 ft
2:56.0,Defensive rebound by N. Vucevic,,69-83,,
2:55.0,,,69-83,,Personal foul by P. George (drawn by N. Vucevic)
2:35.0,N. Vucevic makes 2-pt shot from 10 ft,2,71-83,,
2:10.0,,,71-83,,A. Brooks misses 2-pt shot from 9 ft
2:09.0,Defensive rebound by N. Vucevic,,71-83,,
2:06.0,Turnover by N. Vucevic (lost ball; steal by T. Young),,71-83,,
2:03.0,,,71-83,,Turnover by T. Young (bad pass; steal by N. Vucevic)
1:58.0,S. Ibaka misses 2-pt shot from 1 ft (block by A. Brooks),,71-83,,
1:57.0,,,71-83,,Defensive rebound by G. Robinson
1:47.0,,,71-83,,T. Young misses 2-pt shot from 2 ft (block by N. Vucevic)
1:47.0,,,71-83,,Offensive rebound by Team
1:47.0,,,71-83,,C. Miles enters the game for P. George
1:44.0,,,71-85,2,A. Brooks makes 2-pt shot from 17 ft (assist by C. Miles)
1:24.0,S. Ibaka misses 2-pt shot from 17 ft,,71-85,,
1:24.0,,,71-85,,Defensive rebound by G. Robinson
1:14.0,C. Watson enters the game for J. Meeks,,71-85,,
1:14.0,,,71-85,,M. Ellis enters the game for G. Robinson
1:14.0,D. Augustin enters the game for E. Payton,,71-85,,
1:03.0,,,71-87,2,C. Miles makes 2-pt shot from 9 ft
0:48.0,N. Vucevic makes 2-pt shot from 19 ft (assist by D. Augustin),2,73-87,,
0:36.0,,,73-87,,Shooting foul by N. Vucevic (drawn by A. Jefferson)
0:36.0,,,73-88,1,A. Jefferson makes free throw 1 of 2
0:36.0,,,73-89,1,A. Jefferson makes free throw 2 of 2
0:36.0,,,73-88,,K. Seraphin enters the game for T. Young
0:25.0,J. Green misses 3-pt shot from 26 ft,,73-89,,
0:23.0,,,73-89,,Defensive rebound by M. Ellis
0:01.0,,,73-89,,A. Jefferson misses 2-pt shot from 10 ft
0:00.0,,,73-89,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,N. Vucevic makes 2-pt shot from 8 ft,2,75-89,,
11:23.0,,,75-89,,C. Miles misses 3-pt shot from 26 ft
11:22.0,Defensive rebound by N. Vucevic,,75-89,,
11:15.0,C. Watson misses 3-pt shot from 27 ft,,75-89,,
11:15.0,,,75-89,,Defensive rebound by M. Ellis
10:57.0,,,75-89,,A. Brooks misses 3-pt shot from 24 ft
10:57.0,Defensive rebound by C. Watson,,75-89,,
10:50.0,D. Augustin makes 3-pt shot from 23 ft (assist by C. Watson),3,78-89,,
10:35.0,Personal block foul by C. Watson (drawn by M. Ellis),,78-89,,
10:35.0,,,78-89,,Offensive foul by A. Jefferson
10:35.0,,,78-89,,Turnover by A. Jefferson (offensive foul)
10:16.0,J. Green makes 2-pt shot from 19 ft,2,80-89,,
10:00.0,,,80-91,2,A. Brooks makes 2-pt shot from 15 ft
9:44.0,,,80-91,,Personal foul by A. Jefferson (drawn by N. Vucevic)
9:34.0,J. Green misses 2-pt shot from 3 ft (block by A. Jefferson),,80-91,,
9:34.0,Offensive rebound by Team,,80-91,,
9:31.0,C. Watson misses 2-pt shot from 2 ft,,80-91,,
9:30.0,,,80-91,,Defensive rebound by K. Seraphin
9:22.0,,,80-93,2,A. Jefferson makes 2-pt shot from 1 ft (assist by A. Brooks)
9:09.0,D. Augustin misses 3-pt shot from 26 ft,,80-93,,
9:08.0,Offensive rebound by N. Vucevic,,80-93,,
9:00.0,C. Watson misses 3-pt shot from 24 ft,,80-93,,
9:00.0,,,80-93,,Defensive rebound by K. Seraphin
8:51.0,,,80-95,2,A. Jefferson makes 2-pt shot from 2 ft (assist by M. Ellis)
8:51.0,Orlando full timeout,,80-95,,
8:51.0,,,80-95,,M. Turner enters the game for A. Jefferson
8:51.0,,,80-95,,T. Young enters the game for K. Seraphin
8:51.0,J. Meeks enters the game for D. Augustin,,80-95,,
8:51.0,E. Payton enters the game for J. Green,,80-95,,
8:51.0,B. Biyombo enters the game for C. Watson,,80-95,,
8:37.0,B. Biyombo makes 2-pt shot from 1 ft (assist by N. Vucevic),2,82-95,,
8:24.0,,,82-97,2,C. Miles makes 2-pt shot at rim (assist by M. Ellis)
8:03.0,J. Meeks misses 3-pt shot from 27 ft,,82-97,,
8:03.0,,,82-97,,Defensive rebound by A. Brooks
8:03.0,Loose ball foul by E. Payton (drawn by A. Brooks),,82-97,,
7:42.0,,,82-97,,M. Turner misses 2-pt shot from 21 ft
7:40.0,,,82-97,,Offensive rebound by T. Young
7:40.0,,,82-97,,T. Young misses 2-pt shot from 3 ft
7:40.0,Defensive rebound by N. Vucevic,,82-97,,
7:32.0,A. Gordon misses 3-pt shot from 23 ft,,82-97,,
7:30.0,,,82-97,,Defensive rebound by M. Ellis
7:12.0,,,82-97,,T. Young misses 2-pt shot from 2 ft
7:12.0,Defensive rebound by A. Gordon,,82-97,,
7:03.0,A. Gordon misses 2-pt shot from 1 ft (block by M. Turner),,82-97,,
7:02.0,,,82-97,,Defensive rebound by T. Young
6:52.0,,,82-99,2,M. Ellis makes 2-pt shot from 2 ft
6:52.0,Orlando full timeout,,82-99,,
6:52.0,J. Green enters the game for B. Biyombo,,82-99,,
6:52.0,S. Ibaka enters the game for A. Gordon,,82-99,,
6:47.0,,,82-99,,Personal foul by M. Turner (drawn by N. Vucevic)
6:47.0,,,82-99,,P. George enters the game for C. Miles
6:47.0,,,82-99,,J. Teague enters the game for A. Brooks
6:37.0,N. Vucevic misses 2-pt shot from 4 ft,,82-99,,
6:36.0,,,82-99,,Defensive rebound by P. George
6:24.0,Personal foul by N. Vucevic (drawn by M. Ellis),,82-99,,
6:15.0,,,82-101,2,M. Ellis makes 2-pt shot from 16 ft (assist by T. Young)
6:03.0,J. Meeks makes 3-pt shot from 24 ft (assist by E. Payton),3,85-101,,
5:52.0,,,85-101,,Shooting foul by N. Vucevic (drawn by M. Turner)
5:52.0,Official timeout,,85-101,,
5:52.0,,,85-102,1,M. Turner makes free throw 1 of 2
5:52.0,,,85-103,1,M. Turner makes free throw 2 of 2
5:42.0,N. Vucevic misses 3-pt shot from 23 ft,,85-103,,
5:40.0,Offensive rebound by Team,,85-103,,
5:32.0,E. Payton misses 3-pt shot from 24 ft,,85-103,,
5:31.0,,,85-103,,Defensive rebound by M. Ellis
5:14.0,,,85-105,2,M. Turner makes 2-pt shot from 3 ft (assist by M. Ellis)
4:59.0,J. Green makes 3-pt shot from 29 ft (assist by E. Payton),3,88-105,,
4:48.0,,,88-108,3,P. George makes 3-pt shot from 27 ft (assist by J. Teague)
4:34.0,N. Vucevic makes 2-pt shot from 12 ft,2,90-108,,
4:24.0,Personal foul by E. Payton (drawn by J. Teague),,90-108,,
4:24.0,,,90-109,1,J. Teague makes free throw 1 of 2
4:24.0,,,90-110,1,J. Teague makes free throw 2 of 2
4:24.0,,,90-109,,G. Robinson enters the game for M. Ellis
4:24.0,C. Watson enters the game for S. Ibaka,,90-109,,
