time,Golden State,pts.away,score,pts.home,Cleveland
7:55.0,,,46-43,,K. Love misses 3-pt shot from 24 ft
7:54.0,Defensive rebound by K. Durant,,46-43,,
7:47.0,K. Durant misses 2-pt shot from 16 ft,,46-43,,
7:46.0,,,46-43,,Defensive rebound by L. James
7:34.0,,,46-43,,J. Smith misses 3-pt shot from 25 ft
7:33.0,Defensive rebound by A. Iguodala,,46-43,,
7:17.0,K. Thompson misses 3-pt shot from 26 ft,,46-43,,
7:17.0,,,46-43,,Defensive rebound by K. Love
7:02.0,,,46-45,2,L. James makes 2-pt shot from 1 ft
6:55.0,Golden State full timeout,,46-45,,
6:55.0,D. Green enters the game for A. Iguodala,,46-45,,
6:55.0,S. Curry enters the game for D. West,,46-45,,
6:55.0,S. Livingston enters the game for I. Clark,,46-45,,
6:55.0,,,46-45,,T. Thompson enters the game for K. Love
6:55.0,,,46-45,,R. Jefferson enters the game for K. Korver
6:35.0,D. Green misses 3-pt shot from 25 ft,,46-45,,
6:35.0,,,46-45,,Defensive rebound by R. Jefferson
6:25.0,,,46-45,,L. James misses 2-pt shot from 8 ft
6:24.0,Defensive rebound by D. Green,,46-45,,
6:12.0,S. Livingston misses 2-pt shot from 12 ft,,46-45,,
6:11.0,,,46-45,,Defensive rebound by T. Thompson
6:00.0,,,46-45,,K. Irving misses 2-pt shot from 17 ft
5:58.0,Defensive rebound by K. Thompson,,46-45,,
5:54.0,,,46-45,,Personal foul by R. Jefferson (drawn by K. Thompson)
5:48.0,S. Curry misses 2-pt shot from 1 ft (block by T. Thompson),,46-45,,
5:48.0,Offensive rebound by Team,,46-45,,
5:40.0,K. Durant misses 3-pt shot from 25 ft,,46-45,,
5:39.0,,,46-45,,Defensive rebound by L. James
5:31.0,,,46-45,,R. Jefferson misses 3-pt shot from 23 ft
5:30.0,,,46-45,,Offensive rebound by T. Thompson
5:25.0,,,46-45,,Turnover by T. Thompson (bad pass; steal by D. Green)
5:17.0,S. Curry makes 3-pt shot from 24 ft (assist by K. Thompson),3,49-45,,
4:58.0,,,49-47,2,K. Irving makes 2-pt shot from 2 ft
4:50.0,K. Durant misses 2-pt shot at rim,,49-47,,
4:49.0,,,49-47,,Defensive rebound by K. Irving
4:45.0,,,49-47,,Turnover by L. James (lost ball; steal by S. Curry)
4:43.0,,,49-47,,Personal foul by K. Irving (drawn by S. Curry)
4:43.0,,,49-47,,I. Shumpert enters the game for J. Smith
4:43.0,Z. Pachulia enters the game for K. Thompson,,49-47,,
4:40.0,,,49-47,,Personal foul by I. Shumpert (drawn by S. Curry)
4:40.0,S. Curry makes free throw 1 of 2,1,50-47,,
4:40.0,S. Curry makes free throw 2 of 2,1,51-47,,
4:30.0,,,51-49,2,K. Irving makes 2-pt shot from 2 ft
4:13.0,K. Durant makes 2-pt shot from 11 ft (assist by S. Livingston),2,53-49,,
3:55.0,,,53-49,,K. Irving misses 3-pt shot from 25 ft
3:55.0,Defensive rebound by Team,,53-49,,
3:39.0,S. Livingston misses 2-pt shot from 13 ft,,53-49,,
3:38.0,,,53-49,,Defensive rebound by K. Irving
3:28.0,,,53-49,,L. James misses 3-pt shot from 26 ft
3:27.0,Defensive rebound by S. Curry,,53-49,,
3:23.0,K. Durant makes 2-pt shot at rim (assist by S. Curry),2,55-49,,
3:23.0,,,55-49,,Cleveland full timeout
3:13.0,,,55-51,2,L. James makes 2-pt shot from 1 ft (assist by I. Shumpert)
2:52.0,K. Durant makes 2-pt shot from 11 ft,2,57-51,,
2:29.0,,,57-53,2,K. Irving makes 2-pt shot from 6 ft
2:11.0,D. Green misses 2-pt shot from 7 ft,,57-53,,
2:11.0,,,57-53,,Defensive rebound by L. James
2:07.0,,,57-53,,Shooting foul by D. Green (drawn by R. Jefferson)
2:07.0,Technical foul by D. Green (drawn by R. Jefferson),,57-53,,
2:07.0,Violation by Team (jump ball),,57-53,,
2:07.0,,,57-54,1,K. Irving makes technical free throw
2:07.0,,,57-55,1,R. Jefferson makes free throw 1 of 2
2:07.0,,,57-55,,R. Jefferson misses free throw 2 of 2
2:07.0,K. Thompson enters the game for D. Green,,57-55,,
2:07.0,A. Iguodala enters the game for S. Livingston,,57-55,,
2:06.0,Defensive rebound by A. Iguodala,,57-55,,
1:50.0,Shooting foul by R. Jefferson (drawn by K. Durant),,57-55,,
1:50.0,K. Durant makes free throw 1 of 2,1,58-55,,
1:50.0,K. Durant makes free throw 2 of 2,1,59-55,,
1:50.0,,,58-55,,K. Love enters the game for R. Jefferson
1:42.0,,,59-55,,Shooting foul by A. Iguodala (drawn by L. James)
1:42.0,,,59-56,1,L. James makes free throw 1 of 2
1:42.0,,,59-57,1,L. James makes free throw 2 of 2
1:31.0,,,59-57,,Personal foul by L. James (drawn by A. Iguodala)
1:31.0,A. Iguodala makes free throw 1 of 2,1,60-57,,
1:31.0,A. Iguodala makes free throw 2 of 2,1,61-57,,
1:18.0,,,61-59,2,K. Irving makes 2-pt shot from 2 ft
1:02.0,K. Thompson makes 3-pt shot from 24 ft (assist by Z. Pachulia),3,64-59,,
0:42.0,,,64-59,,Turnover by K. Irving (lost ball; steal by A. Iguodala)
0:38.0,S. Curry makes 3-pt shot from 26 ft (assist by A. Iguodala),3,67-59,,
0:20.0,,,67-59,,I. Shumpert misses 3-pt shot from 26 ft
0:19.0,Defensive rebound by S. Curry,,67-59,,
0:06.0,Offensive foul by Z. Pachulia,,67-59,,
0:06.0,Turnover by Z. Pachulia (offensive foul),,67-59,,
0:06.0,,,67-59,,K. Korver enters the game for T. Thompson
0:06.0,,,67-59,,J. Smith enters the game for I. Shumpert
0:06.0,J. McAdoo enters the game for Z. Pachulia,,67-59,,
0:06.0,S. Livingston enters the game for A. Iguodala,,67-59,,
0:00.0,,,67-61,2,K. Irving makes 2-pt shot from 2 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,,,67-61,,K. Love misses 3-pt shot from 22 ft
11:39.0,Defensive rebound by K. Thompson,,67-61,,
11:35.0,D. Green makes 2-pt shot at rim (assist by S. Curry),2,69-61,,
11:22.0,,,69-63,2,K. Irving makes 2-pt shot from 20 ft
11:16.0,Turnover by S. Curry (lost ball; steal by K. Love),,69-63,,
11:16.0,Jump ball: S. Curry vs. K. Love (J. Smith gains possession),,,,Jump ball: S. Curry vs. K. Love (J. Smith gains possession)
10:57.0,,,69-66,3,J. Smith makes 3-pt shot from 25 ft (assist by L. James)
10:43.0,D. Green misses 3-pt shot from 25 ft,,69-66,,
10:43.0,,,69-66,,Defensive rebound by Team
10:21.0,,,69-66,,K. Love misses 3-pt shot from 23 ft
10:20.0,Defensive rebound by K. Durant,,69-66,,
10:11.0,K. Thompson misses 3-pt shot from 25 ft,,69-66,,
10:11.0,Offensive rebound by Team,,69-66,,
10:04.0,Z. Pachulia misses 2-pt shot from 16 ft,,69-66,,
10:03.0,Offensive rebound by S. Curry,,69-66,,
10:00.0,Offensive foul by Z. Pachulia,,69-66,,
10:00.0,Turnover by Z. Pachulia (offensive foul),,69-66,,
9:50.0,,,69-66,,K. Irving misses 3-pt shot from 25 ft
9:49.0,Defensive rebound by Z. Pachulia,,69-66,,
9:43.0,K. Durant misses 3-pt shot from 26 ft,,69-66,,
9:40.0,,,69-66,,Defensive rebound by K. Irving
9:37.0,Personal foul by D. Green (drawn by L. James),,69-66,,
9:31.0,,,69-68,2,K. Irving makes 2-pt shot from 1 ft (assist by T. Thompson)
9:31.0,Golden State full timeout,,69-68,,
9:22.0,,,69-68,,Personal foul by K. Irving (drawn by S. Curry)
9:08.0,Z. Pachulia misses 2-pt shot from 10 ft,,69-68,,
9:06.0,,,69-68,,Defensive rebound by K. Love
8:59.0,,,69-71,3,K. Love makes 3-pt shot from 26 ft (assist by L. James)
8:55.0,,,69-71,,Personal block foul by T. Thompson (drawn by S. Curry)
8:49.0,S. Curry makes 2-pt shot from 1 ft,2,71-71,,
8:49.0,Shooting foul by K. Love (drawn by S. Curry),,71-71,,
8:49.0,S. Curry makes free throw 1 of 1,1,72-71,,
8:36.0,,,72-71,,Offensive foul by L. James
8:36.0,,,72-71,,Turnover by L. James (offensive foul)
8:36.0,J. McGee enters the game for Z. Pachulia,,72-71,,
8:26.0,S. Curry misses 2-pt shot from 17 ft,,72-71,,
8:25.0,,,72-71,,Defensive rebound by J. Smith
8:15.0,,,72-74,3,J. Smith makes 3-pt shot from 24 ft (assist by K. Irving)
8:00.0,,,72-74,,Personal foul by J. Smith
7:51.0,D. Green makes 2-pt shot at rim (assist by J. McGee),2,74-74,,
7:32.0,,,74-76,2,K. Irving makes 2-pt shot from 1 ft
7:17.0,K. Thompson makes 2-pt shot from 6 ft (assist by D. Green),2,76-76,,
7:06.0,,,76-78,2,K. Irving makes 2-pt shot from 12 ft
6:42.0,Turnover by D. Green (bad pass; steal by K. Love),,76-78,,
6:32.0,,,76-78,,L. James misses 3-pt shot from 26 ft
6:32.0,Defensive rebound by S. Curry,,76-78,,
6:25.0,S. Curry makes 3-pt shot from 25 ft,3,79-78,,
6:25.0,,,79-78,,Cleveland full timeout
6:10.0,,,79-80,2,K. Irving makes 2-pt shot from 1 ft (assist by L. James)
5:54.0,D. Green misses 2-pt shot from 13 ft (block by T. Thompson),,79-80,,
5:54.0,Offensive rebound by Team,,79-80,,
5:54.0,Jump ball: D. Green vs. T. Thompson (J. McGee gains possession),,,,Jump ball: D. Green vs. T. Thompson (J. McGee gains possession)
5:53.0,Shooting foul by K. Love (drawn by J. McGee),,79-80,,
5:53.0,J. McGee makes free throw 1 of 2,1,80-80,,
5:53.0,J. McGee misses free throw 2 of 2,,80-80,,
5:52.0,,,80-80,,Defensive rebound by K. Love
5:34.0,,,80-80,,T. Thompson misses 2-pt shot from 1 ft (block by J. McGee)
5:34.0,Defensive rebound by S. Curry,,80-80,,
5:34.0,,,80-80,,Personal foul by K. Irving (drawn by D. Green)
5:34.0,D. Green makes free throw 1 of 2,1,81-80,,
5:34.0,D. Green makes free throw 2 of 2,1,82-80,,
5:08.0,,,82-80,,L. James misses 3-pt shot from 28 ft
5:08.0,,,82-80,,Offensive rebound by Team
5:08.0,Loose ball foul by K. Thompson (drawn by K. Love),,82-80,,
5:08.0,,,82-80,,R. Jefferson enters the game for T. Thompson
5:08.0,A. Iguodala enters the game for D. Green,,82-80,,
4:53.0,,,82-80,,K. Irving misses 3-pt shot from 25 ft
4:53.0,,,82-80,,Offensive rebound by K. Love
4:37.0,,,82-80,,L. James misses 2-pt shot from 9 ft
4:37.0,,,82-80,,Offensive rebound by K. Love
4:37.0,Personal foul by J. McGee (drawn by K. Love),,82-80,,
4:37.0,S. Livingston enters the game for J. McGee,,82-80,,
4:25.0,,,82-80,,J. Smith misses 3-pt shot from 23 ft
4:24.0,Defensive rebound by S. Curry,,82-80,,
4:18.0,Turnover by K. Thompson (bad pass; steal by J. Smith),,82-80,,
4:14.0,,,82-82,2,L. James makes 2-pt shot from 3 ft
4:14.0,,,82-82,,Shooting foul by K. Durant (drawn by L. James)
4:14.0,,,82-83,1,L. James makes free throw 1 of 1
3:48.0,K. Durant misses 2-pt shot from 17 ft,,82-83,,
3:47.0,Offensive rebound by S. Curry,,82-83,,
3:41.0,S. Curry misses 3-pt shot from 24 ft,,82-83,,
3:39.0,Offensive rebound by A. Iguodala,,82-83,,
3:39.0,A. Iguodala makes 2-pt shot from 1 ft,2,84-83,,
3:30.0,Personal foul by S. Livingston (drawn by K. Irving),,84-83,,
3:30.0,,,84-84,1,K. Irving makes free throw 1 of 2
3:30.0,,,84-85,1,K. Irving makes free throw 2 of 2
3:30.0,,,84-84,,K. Korver enters the game for K. Love
3:17.0,Turnover by S. Livingston (lost ball; steal by J. Smith),,84-85,,
3:11.0,,,84-85,,L. James misses 2-pt shot from 2 ft
3:10.0,Defensive rebound by K. Thompson,,84-85,,
3:01.0,S. Livingston makes 2-pt shot from 2 ft (assist by K. Thompson),2,86-85,,
2:35.0,,,86-88,3,K. Korver makes 3-pt shot from 23 ft (assist by L. James)
2:23.0,,,86-88,,Personal foul by R. Jefferson (drawn by K. Durant)
2:23.0,K. Durant misses free throw 1 of 2,,86-88,,
2:23.0,Offensive rebound by Team,,86-88,,
2:23.0,K. Durant makes free throw 2 of 2,1,87-88,,
2:23.0,,,86-88,,I. Shumpert enters the game for J. Smith
2:23.0,P. McCaw enters the game for K. Thompson,,86-88,,
1:58.0,,,87-90,2,L. James makes 2-pt shot at rim (assist by K. Irving)
1:39.0,P. McCaw misses 2-pt shot from 1 ft,,87-90,,
1:39.0,,,87-90,,Defensive rebound by L. James
1:31.0,,,87-92,2,K. Irving makes 2-pt shot from 2 ft (assist by R. Jefferson)
1:18.0,K. Durant misses 2-pt shot from 14 ft,,87-92,,
1:17.0,,,87-92,,Defensive rebound by K. Irving
1:13.0,,,87-94,2,K. Irving makes 2-pt shot from 1 ft
1:00.0,S. Curry misses 2-pt shot from 15 ft,,87-94,,
0:58.0,,,87-94,,Defensive rebound by L. James
0:40.0,,,87-94,,K. Irving misses 3-pt shot from 25 ft (block by K. Durant)
0:40.0,,,87-94,,Offensive rebound by R. Jefferson
0:40.0,,,87-94,,J. Smith enters the game for L. James
0:40.0,Jump ball: R. Jefferson vs. P. McCaw,,,,Jump ball: R. Jefferson vs. P. McCaw
0:38.0,Jump ball: R. Jefferson vs. P. McCaw (J. Smith gains possession),,,,Jump ball: R. Jefferson vs. P. McCaw (J. Smith gains possession)
0:34.0,,,87-94,,J. Smith misses 3-pt shot from 25 ft
0:34.0,Defensive rebound by Team,,87-94,,
0:30.0,Jump ball: R. Jefferson vs. S. Livingston (A. Iguodala gains possession),,,,Jump ball: R. Jefferson vs. S. Livingston (A. Iguodala gains possession)
0:06.0,,,87-94,,Personal foul by J. Smith
0:06.0,P. McCaw makes free throw 1 of 2,1,88-94,,
0:06.0,P. McCaw makes free throw 2 of 2,1,89-94,,
0:06.0,M. Barnes enters the game for S. Curry,,88-94,,
0:06.0,,,88-94,,L. James enters the game for I. Shumpert
0:00.0,,,89-94,,L. James misses 2-pt shot from 15 ft
0:00.0,,,89-94,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:36.0,A. Iguodala misses 3-pt shot from 25 ft,,89-94,,
11:36.0,,,89-94,,Defensive rebound by L. James
11:17.0,,,89-94,,R. Jefferson misses 3-pt shot from 25 ft
11:17.0,,,89-94,,Offensive rebound by K. Love
11:09.0,,,89-94,,L. James misses 2-pt shot at rim
11:07.0,Defensive rebound by D. Green,,89-94,,
11:03.0,K. Thompson makes 2-pt shot at rim (assist by I. Clark),2,91-94,,
10:37.0,,,91-97,3,L. James makes 3-pt shot from 24 ft (assist by K. Irving)
10:16.0,K. Thompson misses 3-pt shot from 25 ft,,91-97,,
10:16.0,,,91-97,,Defensive rebound by Team
10:16.0,Loose ball foul by D. Green (drawn by R. Jefferson),,91-97,,
10:00.0,,,91-97,,Turnover by K. Irving (bad pass; steal by A. Iguodala)
9:54.0,K. Thompson makes 2-pt shot at rim (assist by A. Iguodala),2,93-97,,
9:30.0,Personal foul by I. Clark (drawn by L. James),,93-97,,
9:30.0,,,93-97,,J. Smith enters the game for R. Jefferson
9:30.0,K. Durant enters the game for D. Green,,93-97,,
9:23.0,,,93-100,3,K. Korver makes 3-pt shot from 25 ft (assist by L. James)
9:07.0,D. West makes 2-pt shot at rim (assist by K. Durant),2,95-100,,
8:53.0,,,95-102,2,K. Irving makes 2-pt shot from 18 ft
8:33.0,Shooting foul by K. Korver (drawn by K. Durant),,95-102,,
8:33.0,Official timeout,,95-102,,
8:33.0,K. Durant makes free throw 1 of 2,1,96-102,,
8:33.0,K. Durant makes free throw 2 of 2,1,97-102,,
8:33.0,S. Curry enters the game for I. Clark,,95-102,,
8:15.0,,,97-102,,K. Love misses 3-pt shot from 23 ft
8:14.0,Defensive rebound by S. Curry,,97-102,,
8:08.0,S. Curry misses 2-pt shot from 1 ft,,97-102,,
8:07.0,,,97-102,,Defensive rebound by K. Love
7:58.0,,,97-102,,K. Korver misses 3-pt shot from 23 ft
7:58.0,Defensive rebound by D. West,,97-102,,
7:52.0,K. Durant makes 2-pt shot from 1 ft,2,99-102,,
7:31.0,,,99-102,,K. Irving misses 2-pt shot from 1 ft
7:31.0,Defensive rebound by K. Thompson,,99-102,,
7:22.0,S. Curry misses 3-pt shot from 27 ft,,99-102,,
7:22.0,,,99-102,,Defensive rebound by K. Love
7:12.0,,,99-102,,J. Smith misses 3-pt shot from 24 ft
7:12.0,,,99-102,,Offensive rebound by L. James
7:12.0,Personal foul by K. Thompson (drawn by L. James),,99-102,,
6:55.0,,,99-104,2,L. James makes 2-pt shot from 1 ft
6:50.0,Offensive charge foul by K. Durant,,99-104,,
6:50.0,Turnover by K. Durant (offensive foul),,99-104,,
6:30.0,Personal block foul by S. Curry (drawn by L. James),,99-104,,
6:30.0,,,99-104,,Cleveland full timeout
6:30.0,D. Green enters the game for D. West,,99-104,,
6:19.0,,,99-104,,K. Korver misses 3-pt shot from 26 ft
6:19.0,Defensive rebound by K. Thompson,,99-104,,
6:07.0,K. Durant makes 3-pt shot from 28 ft,3,102-104,,
5:48.0,,,102-104,,Shooting foul by A. Iguodala
5:48.0,,,102-104,,J. Smith misses free throw 1 of 2
5:48.0,,,102-104,,Offensive rebound by Team
5:48.0,,,102-105,1,J. Smith makes free throw 2 of 2
