time,New Orleans,pts.away,score,pts.home,Golden State
7:00.0,J. Holiday misses 3-pt shot from 26 ft,,7-11,,
7:00.0,,,7-11,,Defensive rebound by Z. Pachulia
6:56.0,Violation by S. Hill (kicked ball),,7-11,,
6:40.0,,,7-13,2,S. Livingston makes 2-pt shot at rim (assist by K. Thompson)
6:19.0,A. Ajinca makes 2-pt shot from 1 ft (assist by J. Holiday),2,9-13,,
6:10.0,,,9-13,,S. Livingston misses 2-pt shot from 11 ft
6:10.0,,,9-13,,Offensive rebound by Team
6:10.0,Loose ball foul by T. Frazier (drawn by Z. Pachulia),,9-13,,
6:10.0,Q. Cook enters the game for T. Frazier,,9-13,,
6:07.0,,,9-13,,K. Thompson misses 2-pt shot from 17 ft
6:07.0,Defensive rebound by Team,,9-13,,
5:50.0,S. Hill misses 3-pt shot from 26 ft,,9-13,,
5:50.0,,,9-13,,Defensive rebound by K. Thompson
5:35.0,,,9-13,,Z. Pachulia misses 2-pt shot from 16 ft
5:35.0,Defensive rebound by D. Cunningham,,9-13,,
5:17.0,,,9-13,,Personal foul by Z. Pachulia (drawn by A. Ajinca)
5:17.0,,,9-13,,Golden State full timeout
5:17.0,,,9-13,,A. Iguodala enters the game for D. Green
5:17.0,,,9-13,,J. McGee enters the game for Z. Pachulia
5:17.0,,,9-13,,P. McCaw enters the game for S. Livingston
5:17.0,D. Motiejunas enters the game for A. Ajinca,,9-13,,
5:06.0,J. Holiday makes 2-pt shot from 15 ft,2,11-13,,
4:51.0,,,11-13,,Turnover by K. Durant (bad pass; steal by S. Hill)
4:35.0,S. Hill misses 3-pt shot from 24 ft,,11-13,,
4:35.0,,,11-13,,Defensive rebound by J. McGee
4:14.0,,,11-13,,K. Thompson misses 3-pt shot from 26 ft
4:14.0,Defensive rebound by J. Holiday,,11-13,,
4:11.0,,,11-13,,Violation by A. Iguodala (kicked ball)
4:11.0,,,11-13,,M. Barnes enters the game for K. Durant
4:11.0,,,11-13,,I. Clark enters the game for K. Thompson
4:06.0,Q. Cook misses 2-pt shot from 19 ft,,11-13,,
4:06.0,,,11-13,,Defensive rebound by M. Barnes
3:51.0,,,11-13,,P. McCaw misses 2-pt shot from 3 ft
3:51.0,Defensive rebound by J. Holiday,,11-13,,
3:42.0,D. Motiejunas makes 3-pt shot from 26 ft (assist by J. Holiday),3,14-13,,
3:29.0,,,14-13,,Offensive charge foul by J. McGee
3:29.0,,,14-13,,Turnover by J. McGee (offensive foul)
3:29.0,J. Crawford enters the game for S. Hill,,14-13,,
3:16.0,J. Crawford misses 3-pt shot from 27 ft,,14-13,,
3:16.0,,,14-13,,Defensive rebound by M. Barnes
3:02.0,,,14-15,2,A. Iguodala makes 2-pt shot from 12 ft
2:53.0,J. Holiday misses 3-pt shot from 26 ft,,14-15,,
2:52.0,,,14-15,,Defensive rebound by I. Clark
2:34.0,,,14-17,2,A. Iguodala makes 2-pt shot from 19 ft (assist by M. Barnes)
2:16.0,J. Crawford misses 2-pt shot from 15 ft,,14-17,,
2:15.0,,,14-17,,Defensive rebound by A. Iguodala
2:10.0,,,14-17,,P. McCaw misses 3-pt shot from 26 ft
2:09.0,Defensive rebound by D. Cunningham,,14-17,,
1:54.0,D. Motiejunas misses 2-pt shot from 5 ft,,14-17,,
1:54.0,Offensive rebound by D. Cunningham,,14-17,,
1:52.0,D. Cunningham misses 2-pt shot from 2 ft,,14-17,,
1:50.0,Offensive rebound by J. Holiday,,14-17,,
1:45.0,Q. Cook makes 3-pt shot from 23 ft (assist by J. Holiday),3,17-17,,
1:23.0,,,17-17,,A. Iguodala misses 3-pt shot from 26 ft
1:23.0,Defensive rebound by Team,,17-17,,
1:22.0,New Orleans full timeout,,17-17,,
1:22.0,C. Diallo enters the game for D. Cunningham,,17-17,,
1:00.0,D. Motiejunas misses 2-pt shot from 3 ft (block by J. McGee),,17-17,,
0:59.0,,,17-17,,Defensive rebound by J. McGee
0:55.0,,,17-19,2,J. McGee makes 2-pt shot at rim (assist by M. Barnes)
0:45.0,Turnover by J. Holiday (lost ball; steal by P. McCaw),,17-19,,
0:35.0,,,17-21,2,J. McGee makes 2-pt shot at rim (assist by A. Iguodala)
0:16.0,J. Holiday misses 2-pt shot from 3 ft,,17-21,,
0:16.0,,,17-21,,Defensive rebound by J. McGee
0:00.0,,,17-23,2,A. Iguodala makes 2-pt shot from 19 ft
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,,,17-26,3,M. Barnes makes 3-pt shot from 24 ft (assist by I. Clark)
11:20.0,J. Crawford misses 2-pt shot from 17 ft,,17-26,,
11:19.0,,,17-26,,Defensive rebound by A. Iguodala
11:08.0,,,17-28,2,A. Iguodala makes 2-pt shot at rim
10:55.0,A. Ajinca makes 2-pt shot from 17 ft (assist by Q. Cook),2,19-28,,
10:39.0,,,19-30,2,K. Thompson makes 2-pt shot from 2 ft (assist by D. West)
10:39.0,,,19-30,,Shooting foul by J. Crawford (drawn by K. Thompson)
10:39.0,,,19-31,1,K. Thompson makes free throw 1 of 1
10:25.0,C. Diallo makes 2-pt shot from 13 ft (assist by S. Hill),2,21-31,,
10:00.0,,,21-31,,I. Clark misses 3-pt shot from 26 ft
10:00.0,Defensive rebound by Team,,21-31,,
9:47.0,A. Ajinca misses 2-pt shot from 20 ft,,21-31,,
9:47.0,,,21-31,,Defensive rebound by A. Iguodala
9:40.0,,,21-31,,Turnover by M. Barnes (step out of bounds)
9:31.0,Q. Cook makes 2-pt shot from 20 ft,2,23-31,,
9:10.0,,,23-31,,D. West misses 2-pt shot from 17 ft
9:09.0,,,23-31,,Offensive rebound by M. Barnes
8:59.0,,,23-31,,I. Clark misses 3-pt shot from 23 ft
8:59.0,Defensive rebound by S. Hill,,23-31,,
8:54.0,Q. Cook makes 2-pt shot from 1 ft (assist by S. Hill),2,25-31,,
8:54.0,,,25-31,,Golden State full timeout
8:54.0,,,25-31,,K. Durant enters the game for M. Barnes
8:39.0,,,25-31,,K. Thompson misses 2-pt shot from 19 ft
8:38.0,Defensive rebound by C. Diallo,,25-31,,
8:25.0,A. Ajinca makes 2-pt shot from 2 ft (assist by Q. Cook),2,27-31,,
8:04.0,,,27-31,,K. Durant misses 2-pt shot from 15 ft
8:04.0,Defensive rebound by Q. Cook,,27-31,,
7:55.0,J. Crawford makes 2-pt shot from 8 ft,2,29-31,,
7:36.0,,,29-31,,A. Iguodala misses 3-pt shot from 24 ft
7:36.0,Defensive rebound by A. Ajinca,,29-31,,
7:24.0,A. Ajinca makes 2-pt shot from 9 ft (assist by J. Crawford),2,31-31,,
7:24.0,Shooting foul by D. West (drawn by A. Ajinca),,31-31,,
7:24.0,A. Ajinca makes free throw 1 of 1,1,32-31,,
7:24.0,,,31-31,,D. Green enters the game for A. Iguodala
7:24.0,,,31-31,,P. McCaw enters the game for K. Thompson
7:11.0,,,32-31,,Turnover by D. Green (bad pass; steal by S. Hill)
7:09.0,Q. Cook makes 2-pt shot from 2 ft (assist by S. Hill),2,34-31,,
7:09.0,Shooting foul by D. Green (drawn by Q. Cook),,34-31,,
7:09.0,Q. Cook misses free throw 1 of 1,,34-31,,
7:08.0,,,34-31,,Defensive rebound by D. West
6:44.0,,,34-31,,K. Durant misses 2-pt shot from 12 ft
6:42.0,,,34-31,,Offensive rebound by D. West
6:42.0,,,34-31,,D. West misses 2-pt shot from 1 ft
6:40.0,,,34-31,,Offensive rebound by D. West
6:40.0,,,34-31,,D. West misses 2-pt shot from 1 ft
6:38.0,Defensive rebound by C. Diallo,,34-31,,
6:35.0,J. Crawford misses 2-pt shot from 19 ft,,34-31,,
6:35.0,,,34-31,,Defensive rebound by Team
6:20.0,,,34-34,3,I. Clark makes 3-pt shot from 26 ft (assist by K. Durant)
6:07.0,Q. Cook makes 2-pt shot from 15 ft,2,36-34,,
5:46.0,,,36-34,,K. Durant misses 2-pt shot from 2 ft
5:45.0,,,36-34,,Offensive rebound by I. Clark
5:42.0,,,36-36,2,K. Durant makes 2-pt shot from 19 ft (assist by I. Clark)
5:28.0,J. Crawford makes 2-pt shot from 1 ft,2,38-36,,
5:15.0,,,38-38,2,D. West makes 2-pt shot from 18 ft (assist by D. Green)
4:54.0,Q. Cook misses 2-pt shot from 20 ft,,38-38,,
4:54.0,,,38-38,,Defensive rebound by K. Durant
4:44.0,,,38-38,,I. Clark misses 3-pt shot from 25 ft
4:43.0,,,38-38,,Offensive rebound by D. Green
4:36.0,,,38-40,2,I. Clark makes 2-pt shot from 5 ft (assist by P. McCaw)
4:21.0,New Orleans full timeout,,38-40,,
4:21.0,,,38-40,,Z. Pachulia enters the game for I. Clark
4:21.0,,,38-40,,S. Livingston enters the game for D. West
4:21.0,J. Holiday enters the game for Q. Cook,,38-40,,
4:21.0,D. Cunningham enters the game for J. Crawford,,38-40,,
4:21.0,T. Frazier enters the game for C. Diallo,,38-40,,
4:08.0,A. Ajinca misses 2-pt shot from 5 ft,,38-40,,
4:08.0,,,38-40,,Defensive rebound by D. Green
3:52.0,,,38-40,,K. Durant misses 3-pt shot from 26 ft
3:52.0,Defensive rebound by J. Holiday,,38-40,,
3:38.0,A. Ajinca misses 2-pt shot from 13 ft,,38-40,,
3:38.0,,,38-40,,Defensive rebound by D. Green
3:30.0,,,38-42,2,S. Livingston makes 2-pt shot from 14 ft
3:12.0,T. Frazier makes 2-pt shot from 6 ft,2,40-42,,
3:01.0,Personal foul by S. Hill (drawn by D. Green),,40-42,,
3:01.0,,,40-42,,K. Thompson enters the game for P. McCaw
3:01.0,D. Motiejunas enters the game for A. Ajinca,,40-42,,
2:57.0,Personal foul by J. Holiday (drawn by K. Thompson),,40-42,,
2:57.0,Official timeout,,40-42,,
2:57.0,,,40-43,1,K. Thompson makes free throw 1 of 2
2:57.0,,,40-44,1,K. Thompson makes free throw 2 of 2
2:46.0,J. Holiday makes 2-pt shot from 2 ft (assist by D. Motiejunas),2,42-44,,
2:18.0,,,42-46,2,S. Livingston makes 2-pt shot at rim (assist by K. Thompson)
1:55.0,D. Motiejunas makes 2-pt shot from 9 ft (assist by J. Holiday),2,44-46,,
1:45.0,,,44-49,3,D. Green makes 3-pt shot from 28 ft (assist by S. Livingston)
1:30.0,S. Hill misses 3-pt shot from 26 ft,,44-49,,
1:29.0,,,44-49,,Defensive rebound by Z. Pachulia
1:23.0,,,44-49,,Shooting foul by J. Holiday (drawn by K. Thompson)
1:23.0,,,44-50,1,K. Thompson makes free throw 1 of 2
1:23.0,,,44-51,1,K. Thompson makes free throw 2 of 2
1:11.0,T. Frazier misses 3-pt shot from 27 ft,,44-51,,
1:11.0,,,44-51,,Defensive rebound by K. Durant
0:58.0,,,44-54,3,D. Green makes 3-pt shot from 25 ft (assist by Z. Pachulia)
0:53.0,New Orleans full timeout,,44-54,,
0:37.0,Shooting foul by D. Green (drawn by T. Frazier),,44-54,,
0:37.0,T. Frazier makes free throw 1 of 2,1,45-54,,
0:37.0,,,45-54,,Golden State full timeout
0:37.0,T. Frazier makes free throw 2 of 2,1,46-54,,
0:24.0,,,46-54,,D. Green misses 3-pt shot from 28 ft
0:23.0,Defensive rebound by D. Cunningham,,46-54,,
0:04.0,J. Holiday misses 2-pt shot from 3 ft,,46-54,,
0:03.0,,,46-54,,Defensive rebound by K. Durant
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,,,46-56,2,K. Durant makes 2-pt shot from 18 ft (assist by S. Livingston)
11:28.0,J. Holiday misses 2-pt shot from 18 ft,,46-56,,
11:27.0,Offensive rebound by A. Ajinca,,46-56,,
11:27.0,A. Ajinca misses 2-pt shot from 2 ft,,46-56,,
11:25.0,,,46-56,,Defensive rebound by D. Green
11:19.0,,,46-56,,K. Thompson misses 3-pt shot from 26 ft
11:17.0,Defensive rebound by A. Ajinca,,46-56,,
11:08.0,D. Cunningham misses 3-pt shot from 24 ft,,46-56,,
11:06.0,,,46-56,,Defensive rebound by Z. Pachulia
10:55.0,,,46-58,2,K. Durant makes 2-pt shot from 9 ft (assist by S. Livingston)
10:37.0,A. Ajinca makes 2-pt shot from 6 ft,2,48-58,,
10:21.0,,,48-61,3,D. Green makes 3-pt shot from 27 ft
10:07.0,J. Holiday misses 2-pt shot from 3 ft (block by K. Thompson),,48-61,,
10:05.0,,,48-61,,Defensive rebound by Z. Pachulia
9:59.0,,,48-61,,Shooting foul by T. Frazier (drawn by K. Thompson)
9:59.0,,,48-62,1,K. Thompson makes free throw 1 of 2
9:59.0,,,48-63,1,K. Thompson makes free throw 2 of 2
9:50.0,,,48-63,,Personal foul by K. Durant (drawn by A. Ajinca)
9:39.0,D. Cunningham makes 2-pt shot at rim (assist by J. Holiday),2,50-63,,
9:22.0,,,50-65,2,S. Livingston makes 2-pt shot from 14 ft (assist by Z. Pachulia)
9:11.0,A. Ajinca misses 2-pt shot from 19 ft,,50-65,,
9:11.0,,,50-65,,Defensive rebound by D. Green
9:06.0,Personal foul by A. Ajinca (drawn by Z. Pachulia),,50-65,,
8:54.0,,,50-67,2,S. Livingston makes 2-pt shot from 16 ft
8:48.0,New Orleans full timeout,,50-67,,
8:37.0,A. Ajinca makes 2-pt shot from 1 ft (assist by J. Holiday),2,52-67,,
8:22.0,,,52-67,,D. Green misses 3-pt shot from 26 ft
8:21.0,Defensive rebound by T. Frazier,,52-67,,
8:07.0,T. Frazier makes 3-pt shot from 25 ft (assist by J. Holiday),3,55-67,,
8:00.0,,,55-67,,K. Thompson misses 2-pt shot from 23 ft
8:00.0,Defensive rebound by Team,,55-67,,
8:00.0,,,55-67,,Loose ball foul by Z. Pachulia (drawn by D. Cunningham)
7:43.0,A. Ajinca misses 2-pt shot from 8 ft,,55-67,,
7:43.0,,,55-67,,Defensive rebound by D. Green
7:29.0,,,55-67,,K. Thompson misses 2-pt shot from 15 ft
7:28.0,Defensive rebound by A. Ajinca,,55-67,,
7:18.0,S. Hill misses 2-pt shot from 3 ft (block by D. Green),,55-67,,
7:16.0,Offensive rebound by S. Hill,,55-67,,
7:16.0,S. Hill misses 2-pt shot from 2 ft,,55-67,,
7:14.0,,,55-67,,Defensive rebound by K. Durant
7:04.0,,,55-67,,S. Livingston misses 2-pt shot from 10 ft
7:04.0,Defensive rebound by A. Ajinca,,55-67,,
6:50.0,Turnover by T. Frazier (lost ball),,55-67,,
6:31.0,,,55-67,,Shooting foul by A. Ajinca (drawn by D. Green)
6:31.0,New Orleans full timeout,,55-67,,
6:31.0,,,55-68,1,D. Green makes free throw 1 of 2
6:31.0,,,55-69,1,D. Green makes free throw 2 of 2
6:31.0,J. Crawford enters the game for S. Hill,,55-67,,
6:16.0,J. Crawford misses 3-pt shot from 26 ft,,55-69,,
6:16.0,,,55-69,,Defensive rebound by D. Green
6:03.0,,,55-71,2,S. Livingston makes 2-pt shot from 12 ft (assist by D. Green)
5:42.0,D. Cunningham makes 2-pt shot from 17 ft (assist by J. Crawford),2,57-71,,
5:30.0,,,57-71,,K. Durant misses 3-pt shot from 25 ft
5:30.0,Defensive rebound by J. Crawford,,57-71,,
5:15.0,J. Holiday makes 2-pt shot from 11 ft,2,59-71,,
5:05.0,Personal foul by A. Ajinca (drawn by Z. Pachulia),,59-71,,
5:05.0,C. Diallo enters the game for T. Frazier,,59-71,,
5:05.0,,,59-71,,A. Iguodala enters the game for D. Green
5:05.0,,,59-71,,P. McCaw enters the game for S. Livingston
5:05.0,,,59-71,,J. McGee enters the game for Z. Pachulia
5:05.0,D. Motiejunas enters the game for A. Ajinca,,59-71,,
4:52.0,,,59-71,,A. Iguodala misses 3-pt shot from 26 ft
4:51.0,,,59-71,,Offensive rebound by K. Thompson
4:35.0,,,59-73,2,K. Durant makes 2-pt shot from 2 ft (assist by A. Iguodala)
4:18.0,J. Holiday misses 3-pt shot from 25 ft,,59-73,,
4:18.0,,,59-73,,Defensive rebound by K. Durant
4:12.0,,,59-76,3,K. Thompson makes 3-pt shot from 25 ft (assist by K. Durant)
4:00.0,D. Motiejunas misses 2-pt shot from 23 ft,,59-76,,
4:00.0,,,59-76,,Defensive rebound by K. Durant
3:57.0,,,59-78,2,J. McGee makes 2-pt shot at rim (assist by K. Durant)
3:57.0,New Orleans full timeout,,59-78,,
3:57.0,,,59-78,,I. Clark enters the game for K. Durant
3:57.0,Q. Cook enters the game for J. Holiday,,59-78,,
3:47.0,Shooting foul by P. McCaw (drawn by D. Motiejunas),,59-78,,
3:47.0,D. Motiejunas misses free throw 1 of 2,,59-78,,
3:47.0,Offensive rebound by Team,,59-78,,
3:47.0,D. Motiejunas makes free throw 2 of 2,1,60-78,,
3:25.0,,,60-78,,J. McGee misses 2-pt shot from 2 ft
3:24.0,Defensive rebound by C. Diallo,,60-78,,
3:22.0,Turnover by C. Diallo (bad pass),,60-78,,
3:08.0,,,60-80,2,I. Clark makes 2-pt shot from 14 ft
2:55.0,Turnover by C. Diallo (lost ball),,60-80,,
2:42.0,,,60-82,2,J. McGee makes 2-pt shot from 2 ft (assist by I. Clark)
2:42.0,,,60-82,,Shooting foul by D. Motiejunas (drawn by J. McGee)
2:42.0,,,60-82,,J. McGee misses free throw 1 of 1
2:41.0,Defensive rebound by D. Motiejunas,,60-82,,
2:32.0,J. Crawford misses 2-pt shot from 7 ft,,60-82,,
2:32.0,,,60-82,,Defensive rebound by A. Iguodala
2:21.0,,,60-84,2,K. Thompson makes 2-pt shot from 21 ft
2:08.0,D. Cunningham makes 2-pt shot from 4 ft (assist by D. Motiejunas),2,62-84,,
1:48.0,,,62-86,2,I. Clark makes 2-pt shot from 13 ft (assist by A. Iguodala)
1:33.0,C. Diallo misses 2-pt shot from 18 ft,,62-86,,
1:33.0,,,62-86,,Defensive rebound by K. Thompson
1:21.0,,,62-88,2,J. McGee makes 2-pt shot at rim (assist by A. Iguodala)
1:00.0,D. Motiejunas makes 2-pt shot from 6 ft,2,64-88,,
0:44.0,,,64-90,2,J. McGee makes 2-pt shot from 1 ft (assist by P. McCaw)
0:32.0,D. Motiejunas misses 3-pt shot from 26 ft,,64-90,,
0:30.0,Offensive rebound by C. Diallo,,64-90,,
0:30.0,C. Diallo misses 2-pt shot from 1 ft,,64-90,,
0:30.0,Offensive rebound by C. Diallo,,64-90,,
0:30.0,C. Diallo makes 2-pt shot from 1 ft,2,66-90,,
0:12.0,,,66-90,,K. Thompson misses 3-pt shot from 23 ft
0:10.0,Defensive rebound by C. Diallo,,66-90,,
0:04.0,J. Crawford makes 2-pt shot from 2 ft,2,68-90,,
0:02.0,,,68-93,3,K. Thompson makes 3-pt shot from 26 ft (assist by A. Iguodala)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,Q. Cook makes 2-pt shot from 2 ft,2,70-93,,
11:30.0,,,70-95,2,A. Iguodala makes 2-pt shot at rim (assist by D. West)
11:17.0,J. Holiday misses 2-pt shot from 21 ft,,70-95,,
11:16.0,,,70-95,,Defensive rebound by K. Durant
11:10.0,,,70-95,,K. Durant misses 3-pt shot from 26 ft
11:09.0,Defensive rebound by C. Diallo,,70-95,,
11:02.0,Shooting foul by I. Clark (drawn by J. Crawford),,70-95,,
11:02.0,J. Crawford misses free throw 1 of 2,,70-95,,
11:02.0,Offensive rebound by Team,,70-95,,
11:02.0,J. Crawford makes free throw 2 of 2,1,71-95,,
10:48.0,,,71-97,2,A. Iguodala makes 2-pt shot at rim (assist by D. West)
10:32.0,J. Crawford misses 3-pt shot from 24 ft,,71-97,,
10:31.0,,,71-97,,Defensive rebound by I. Clark
10:23.0,,,71-100,3,A. Iguodala makes 3-pt shot from 24 ft
10:01.0,J. Holiday misses 3-pt shot from 28 ft,,71-100,,
10:00.0,,,71-100,,Defensive rebound by A. Iguodala
9:47.0,,,71-102,2,I. Clark makes 2-pt shot from 11 ft (assist by K. Durant)
9:32.0,Q. Cook misses 3-pt shot from 27 ft,,71-102,,
9:31.0,,,71-102,,Defensive rebound by K. Durant
9:29.0,,,71-102,,Shooting foul by A. Ajinca (drawn by K. Durant)
9:29.0,,,71-103,1,K. Durant makes free throw 1 of 2
9:29.0,,,71-104,1,K. Durant makes free throw 2 of 2
9:12.0,J. Holiday makes 2-pt shot from 2 ft (assist by Q. Cook),2,73-104,,
8:58.0,,,73-104,,Turnover by S. Livingston (traveling)
8:58.0,Official timeout,,73-104,,
8:40.0,C. Diallo misses 2-pt shot from 17 ft,,73-104,,
8:39.0,,,73-104,,Defensive rebound by K. Durant
8:24.0,,,73-104,,K. Durant misses 2-pt shot from 13 ft
8:23.0,Defensive rebound by C. Diallo,,73-104,,
8:15.0,Shooting foul by D. West (drawn by J. Crawford),,73-104,,
8:15.0,J. Crawford makes free throw 1 of 2,1,74-104,,
8:15.0,J. Crawford makes free throw 2 of 2,1,75-104,,
7:58.0,,,75-106,2,S. Livingston makes 2-pt shot at rim (assist by I. Clark)
7:42.0,Shooting foul by K. Durant (drawn by C. Diallo),,75-106,,
7:42.0,C. Diallo misses free throw 1 of 2,,75-106,,
7:42.0,Offensive rebound by Team,,75-106,,
7:42.0,C. Diallo makes free throw 2 of 2,1,76-106,,
7:25.0,,,76-108,2,I. Clark makes 2-pt shot from 17 ft (assist by K. Durant)
7:10.0,J. Crawford misses 3-pt shot from 27 ft,,76-108,,
7:08.0,,,76-108,,Defensive rebound by D. West
6:57.0,,,76-110,2,K. Durant makes 2-pt shot from 18 ft (assist by S. Livingston)
6:40.0,J. Holiday makes 2-pt shot from 8 ft,2,78-110,,
6:18.0,,,78-112,2,I. Clark makes 2-pt shot from 19 ft (assist by S. Livingston)
5:50.0,C. Diallo makes 2-pt shot from 2 ft (assist by A. Ajinca),2,80-112,,
5:50.0,,,80-112,,Golden State full timeout
5:50.0,,,80-112,,J. McGee enters the game for K. Durant
5:50.0,,,80-112,,J. McAdoo enters the game for S. Livingston
5:50.0,,,80-112,,P. McCaw enters the game for A. Iguodala
5:50.0,D. Motiejunas enters the game for A. Ajinca,,80-112,,
5:50.0,T. Frazier enters the game for Q. Cook,,80-112,,
5:32.0,,,80-112,,P. McCaw misses 3-pt shot from 26 ft
5:31.0,,,80-112,,Offensive rebound by J. McGee
5:27.0,,,80-112,,I. Clark misses 2-pt shot from 11 ft
5:27.0,Defensive rebound by J. Holiday,,80-112,,
5:23.0,J. Crawford makes 2-pt shot from 2 ft (assist by J. Holiday),2,82-112,,
5:23.0,Shooting foul by I. Clark (drawn by J. Crawford),,82-112,,
5:23.0,J. Crawford makes free throw 1 of 1,1,83-112,,
5:13.0,,,83-112,,Shooting foul by T. Frazier (drawn by P. McCaw)
5:13.0,,,83-113,1,P. McCaw makes free throw 1 of 2
5:13.0,,,83-114,1,P. McCaw makes free throw 2 of 2
5:01.0,Turnover by J. Crawford (lost ball; steal by P. McCaw),,83-114,,
4:44.0,,,83-114,,P. McCaw misses 3-pt shot from 26 ft
4:43.0,,,83-114,,Offensive rebound by J. McGee
4:33.0,,,83-116,2,I. Clark makes 2-pt shot from 16 ft (assist by D. West)
4:16.0,J. Crawford makes 3-pt shot from 26 ft (assist by J. Holiday),3,86-116,,
4:00.0,,,86-116,,Turnover by P. McCaw (bad pass)
4:00.0,,,86-116,,Z. Pachulia enters the game for D. West
4:00.0,Q. Cook enters the game for J. Holiday,,86-116,,
3:49.0,J. Crawford makes 2-pt shot from 13 ft (assist by T. Frazier),2,88-116,,
3:32.0,,,88-116,,Turnover by P. McCaw (bad pass)
3:13.0,Turnover by J. Crawford (bad pass),,88-116,,
2:56.0,,,88-116,,Turnover by I. Clark (bad pass; steal by J. Crawford)
2:52.0,J. Crawford makes 2-pt shot from 1 ft,2,90-116,,
2:32.0,,,90-116,,J. McGee misses 2-pt shot from 2 ft (block by D. Motiejunas)
2:31.0,,,90-116,,Offensive rebound by J. McGee
2:27.0,,,90-118,2,J. McGee makes 2-pt shot from 10 ft
2:12.0,Q. Cook makes 2-pt shot from 19 ft,2,92-118,,
2:00.0,,,92-118,,Turnover by Z. Pachulia (bad pass)
2:00.0,New Orleans full timeout,,92-118,,
1:49.0,Q. Cook makes 3-pt shot from 26 ft (assist by T. Frazier),3,95-118,,
1:33.0,,,95-121,3,J. McAdoo makes 3-pt shot from 26 ft (assist by Z. Pachulia)
1:16.0,Q. Cook makes 2-pt shot from 3 ft,2,97-121,,
