time,LA Clippers,pts.away,score,pts.home,Golden State
4:57.0,,,14-15,,Offensive rebound by J. McGee
4:57.0,,,14-17,2,J. McGee makes 2-pt shot from 1 ft
4:46.0,A. Rivers misses 2-pt shot from 3 ft,,14-17,,
4:45.0,Offensive rebound by D. Jordan,,14-17,,
4:45.0,D. Jordan misses 2-pt shot from 2 ft,,14-17,,
4:44.0,,,14-17,,Defensive rebound by K. Durant
4:42.0,R. Felton enters the game for A. Rivers,,14-17,,
4:39.0,,,14-17,,K. Thompson misses 2-pt shot from 19 ft
4:39.0,Defensive rebound by B. Griffin,,14-17,,
4:23.0,J. Crawford makes 2-pt shot from 8 ft,2,16-17,,
4:12.0,,,16-17,,Golden State full timeout
4:12.0,,,16-17,,P. McCaw enters the game for K. Thompson
4:05.0,,,16-20,3,K. Durant makes 3-pt shot from 26 ft (assist by A. Iguodala)
3:43.0,J. Redick makes 3-pt shot from 24 ft (assist by B. Griffin),3,19-20,,
3:29.0,,,19-20,,Turnover by A. Iguodala (bad pass)
3:20.0,J. Crawford misses 3-pt shot from 24 ft,,19-20,,
3:20.0,,,19-20,,Defensive rebound by Team
3:10.0,,,19-20,,Shooting foul by R. Felton (drawn by S. Curry)
3:10.0,,,19-21,1,S. Curry makes free throw 1 of 2
3:10.0,,,19-22,1,S. Curry makes free throw 2 of 2
3:00.0,J. Crawford misses 2-pt shot from 18 ft,,19-22,,
2:59.0,,,19-22,,Defensive rebound by K. Durant
2:52.0,,,19-22,,K. Durant misses 2-pt shot from 15 ft
2:51.0,Defensive rebound by R. Felton,,19-22,,
2:37.0,Turnover by J. Redick (bad pass; steal by S. Curry),,19-22,,
2:31.0,,,19-24,2,S. Curry makes 2-pt shot from 20 ft
2:06.0,R. Felton makes 2-pt shot from 14 ft (assist by B. Griffin),2,21-24,,
1:52.0,,,21-24,,Turnover by S. Curry (bad pass; steal by J. Redick)
1:45.0,J. Redick misses 3-pt shot from 26 ft,,21-24,,
1:45.0,,,21-24,,Defensive rebound by S. Curry
1:38.0,,,21-27,3,S. Curry makes 3-pt shot from 27 ft
1:33.0,,,21-27,,Personal foul by K. Durant (drawn by B. Griffin)
1:33.0,,,21-27,,D. Green enters the game for K. Durant
1:33.0,M. Speights enters the game for D. Jordan,,21-27,,
1:33.0,A. Rivers enters the game for J. Redick,,21-27,,
1:33.0,,,21-27,,D. West enters the game for J. McGee
1:25.0,Turnover by A. Rivers (lost ball; steal by S. Curry),,21-27,,
1:18.0,,,21-29,2,P. McCaw makes 2-pt shot from 1 ft (assist by D. West)
1:00.0,J. Crawford misses 2-pt shot from 19 ft,,21-29,,
1:00.0,,,21-29,,Defensive rebound by D. Green
0:54.0,,,21-31,2,A. Iguodala makes 2-pt shot from 2 ft (assist by D. Green)
0:34.0,Turnover by R. Felton (bad pass; steal by S. Curry),,21-31,,
0:27.0,,,21-31,,Turnover by D. Green (lost ball; steal by B. Griffin)
0:24.0,M. Speights makes 3-pt shot from 26 ft (assist by R. Felton),3,24-31,,
0:06.0,,,24-31,,A. Iguodala misses 3-pt shot from 25 ft
0:05.0,Defensive rebound by M. Speights,,24-31,,
0:01.0,A. Rivers misses 3-pt shot from 26 ft (block by D. West),,24-31,,
0:00.0,,,24-31,,Defensive rebound by P. McCaw
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:50.0,,,24-31,,Personal foul by D. Green (drawn by M. Speights)
11:43.0,Turnover by A. Rivers (lost ball; steal by D. West),,24-31,,
11:32.0,,,24-31,,D. Green misses 2-pt shot from 2 ft
11:31.0,Defensive rebound by M. Speights,,24-31,,
11:20.0,J. Crawford makes 2-pt shot from 20 ft,2,26-31,,
11:08.0,,,26-31,,Turnover by D. West (lost ball; steal by R. Felton)
11:02.0,M. Speights makes 2-pt shot at rim (assist by R. Felton),2,28-31,,
10:39.0,,,28-31,,K. Thompson misses 3-pt shot from 25 ft
10:39.0,Defensive rebound by B. Bass,,28-31,,
10:28.0,Shooting foul by D. West (drawn by J. Crawford),,28-31,,
10:28.0,J. Crawford makes free throw 1 of 2,1,29-31,,
10:28.0,J. Crawford misses free throw 2 of 2,,29-31,,
10:26.0,,,29-31,,Defensive rebound by D. West
10:07.0,,,29-31,,S. Livingston misses 2-pt shot from 12 ft
10:06.0,Defensive rebound by M. Speights,,29-31,,
9:54.0,M. Speights makes 2-pt shot from 7 ft,2,31-31,,
9:54.0,Shooting foul by A. Iguodala (drawn by M. Speights),,31-31,,
9:54.0,M. Speights makes free throw 1 of 1,1,32-31,,
9:54.0,,,31-31,,J. McAdoo enters the game for D. Green
9:36.0,,,32-31,,D. West misses 2-pt shot from 18 ft
9:35.0,Defensive rebound by A. Rivers,,32-31,,
9:24.0,M. Speights misses 3-pt shot from 25 ft,,32-31,,
9:24.0,Offensive rebound by J. Crawford,,32-31,,
9:21.0,J. Crawford makes 2-pt shot from 18 ft,2,34-31,,
9:21.0,,,34-31,,Golden State full timeout
9:01.0,,,34-31,,J. McAdoo misses 2-pt shot from 9 ft
9:00.0,Defensive rebound by M. Speights,,34-31,,
8:45.0,B. Bass misses 2-pt shot from 5 ft,,34-31,,
8:43.0,,,34-31,,Defensive rebound by D. West
8:37.0,Personal foul by B. Bass (drawn by D. West),,34-31,,
8:37.0,,,34-31,,K. Durant enters the game for D. West
8:28.0,,,34-31,,A. Iguodala misses 2-pt shot from 19 ft
8:28.0,Defensive rebound by B. Bass,,34-31,,
8:16.0,Shooting foul by J. McAdoo (drawn by B. Bass),,34-31,,
8:16.0,B. Bass makes free throw 1 of 2,1,35-31,,
8:16.0,B. Bass makes free throw 2 of 2,1,36-31,,
8:06.0,,,36-31,,Turnover by A. Iguodala (bad pass)
7:50.0,A. Rivers misses 3-pt shot from 26 ft,,36-31,,
7:49.0,,,36-31,,Defensive rebound by A. Iguodala
7:48.0,Personal foul by B. Bass (drawn by J. McAdoo),,36-31,,
7:38.0,,,36-33,2,J. McAdoo makes 2-pt shot at rim (assist by K. Durant)
7:16.0,J. Crawford misses 2-pt shot from 7 ft,,36-33,,
7:15.0,,,36-33,,Defensive rebound by J. McAdoo
7:01.0,,,36-35,2,J. McAdoo makes 2-pt shot at rim (assist by S. Livingston)
7:01.0,LA Clippers full timeout,,36-35,,
7:01.0,B. Griffin enters the game for B. Bass,,36-35,,
7:01.0,,,36-35,,P. McCaw enters the game for A. Iguodala
6:48.0,B. Griffin makes 2-pt shot from 2 ft (assist by R. Felton),2,38-35,,
6:29.0,,,38-35,,K. Durant misses 2-pt shot from 18 ft
6:28.0,Defensive rebound by B. Griffin,,38-35,,
6:22.0,J. Crawford makes 3-pt shot from 26 ft (assist by R. Felton),3,41-35,,
6:04.0,,,41-35,,Turnover by K. Thompson (bad pass; steal by R. Felton)
5:58.0,Shooting foul by J. McAdoo (drawn by B. Griffin),,41-35,,
5:58.0,B. Griffin makes free throw 1 of 2,1,42-35,,
5:58.0,B. Griffin misses free throw 2 of 2,,42-35,,
5:58.0,,,42-35,,S. Curry enters the game for K. Thompson
5:57.0,,,42-35,,Defensive rebound by K. Durant
5:50.0,,,42-35,,K. Durant misses 2-pt shot from 1 ft
5:50.0,Defensive rebound by M. Speights,,42-35,,
5:47.0,Turnover by M. Speights (bad pass; steal by J. McAdoo),,42-35,,
5:44.0,,,42-37,2,K. Durant makes 2-pt shot at rim
5:30.0,R. Felton misses 3-pt shot from 26 ft,,42-37,,
5:29.0,,,42-37,,Defensive rebound by K. Durant
5:19.0,,,42-37,,P. McCaw misses 2-pt shot from 4 ft
5:17.0,,,42-37,,Offensive rebound by P. McCaw
5:15.0,,,42-39,2,S. Livingston makes 2-pt shot from 13 ft (assist by J. McAdoo)
4:57.0,M. Speights misses 2-pt shot from 2 ft (block by J. McAdoo),,42-39,,
4:57.0,Offensive rebound by Team,,42-39,,
4:57.0,D. Jordan enters the game for M. Speights,,42-39,,
4:57.0,J. Redick enters the game for R. Felton,,42-39,,
4:57.0,,,42-39,,Z. Pachulia enters the game for J. McAdoo
4:47.0,B. Griffin misses 2-pt shot from 13 ft,,42-39,,
4:47.0,Offensive rebound by Team,,42-39,,
4:47.0,,,42-39,,Loose ball foul by Z. Pachulia (drawn by D. Jordan)
4:47.0,D. Jordan makes free throw 1 of 2,1,43-39,,
4:47.0,D. Jordan makes free throw 2 of 2,1,44-39,,
4:24.0,,,44-39,,S. Livingston misses 2-pt shot from 6 ft
4:24.0,Defensive rebound by D. Jordan,,44-39,,
4:05.0,J. Redick misses 3-pt shot from 26 ft,,44-39,,
4:04.0,,,44-39,,Defensive rebound by K. Durant
3:59.0,,,44-41,2,S. Livingston makes 2-pt shot at rim (assist by K. Durant)
3:47.0,D. Jordan makes 2-pt shot at rim,2,46-41,,
3:47.0,Shooting foul by P. McCaw (drawn by D. Jordan),,46-41,,
3:47.0,D. Jordan makes free throw 1 of 1,1,47-41,,
3:47.0,,,46-41,,D. Green enters the game for S. Livingston
3:27.0,,,47-41,,S. Curry misses 2-pt shot from 7 ft
3:26.0,Defensive rebound by D. Jordan,,47-41,,
3:18.0,J. Crawford makes 3-pt shot from 23 ft (assist by A. Rivers),3,50-41,,
3:14.0,,,50-41,,Shooting foul by D. Jordan (drawn by K. Durant)
3:14.0,,,50-41,,K. Durant misses free throw 1 of 2
3:14.0,,,50-41,,Offensive rebound by Team
3:14.0,,,50-42,1,K. Durant makes free throw 2 of 2
3:14.0,L. Mbah a Moute enters the game for J. Crawford,,50-41,,
3:14.0,,,50-41,,K. Thompson enters the game for P. McCaw
3:14.0,,,50-41,,A. Iguodala enters the game for Z. Pachulia
2:55.0,A. Rivers makes 3-pt shot from 27 ft (assist by D. Jordan),3,53-42,,
2:34.0,,,53-42,,Offensive foul by A. Iguodala
2:34.0,,,53-42,,Turnover by A. Iguodala (offensive foul)
2:34.0,Official timeout,,53-42,,
2:22.0,Shooting foul by K. Durant (drawn by D. Jordan),,53-42,,
2:22.0,D. Jordan makes free throw 1 of 2,1,54-42,,
2:22.0,D. Jordan misses free throw 2 of 2,,54-42,,
2:20.0,,,54-42,,Defensive rebound by S. Curry
1:58.0,,,54-45,3,D. Green makes 3-pt shot from 27 ft (assist by K. Durant)
1:42.0,L. Mbah a Moute misses 2-pt shot from 5 ft (block by A. Iguodala),,54-45,,
1:40.0,Offensive rebound by Team,,54-45,,
1:40.0,Jump ball: A. Iguodala vs. L. Mbah a Moute (A. Rivers gains possession),,,,Jump ball: A. Iguodala vs. L. Mbah a Moute (A. Rivers gains possession)
1:31.0,A. Rivers makes 2-pt shot from 2 ft,2,56-45,,
1:24.0,,,56-45,,K. Durant misses 3-pt shot from 27 ft
1:23.0,Defensive rebound by B. Griffin,,56-45,,
1:07.0,B. Griffin misses 2-pt shot from 6 ft,,56-45,,
1:06.0,Offensive rebound by D. Jordan,,56-45,,
1:06.0,D. Jordan misses 2-pt shot from 2 ft,,56-45,,
1:06.0,Offensive rebound by Team,,56-45,,
0:48.0,A. Rivers makes 3-pt shot from 27 ft,3,59-45,,
0:42.0,,,59-45,,Turnover by S. Curry (lost ball; steal by A. Rivers)
0:38.0,D. Jordan makes 2-pt shot at rim (assist by A. Rivers),2,61-45,,
0:32.0,,,61-45,,Shooting foul by A. Rivers (drawn by D. Green)
0:32.0,,,61-46,1,D. Green makes free throw 1 of 2
0:32.0,LA Clippers full timeout,,61-46,,
0:32.0,,,61-47,1,D. Green makes free throw 2 of 2
0:32.0,J. Crawford enters the game for L. Mbah a Moute,,61-46,,
0:07.0,B. Griffin misses 2-pt shot from 21 ft,,61-47,,
0:06.0,,,61-47,,Defensive rebound by S. Curry
0:02.0,,,61-47,,Shooting foul by D. Jordan (drawn by S. Curry)
0:02.0,,,61-48,1,S. Curry makes free throw 1 of 2
0:02.0,,,61-49,1,S. Curry makes free throw 2 of 2
0:02.0,,,61-48,,P. McCaw enters the game for K. Durant
0:02.0,,,61-48,,S. Livingston enters the game for D. Green
0:02.0,,,61-48,,J. McAdoo enters the game for A. Iguodala
0:01.0,D. Jordan misses 2-pt shot from 4 ft,,61-49,,
0:00.0,Offensive rebound by Team,,61-49,,
0:00.0,Technical foul by D. Jordan (drawn by S. Curry),,61-49,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
12:00.0,,,61-49,,S. Curry misses technical free throw
12:00.0,Offensive rebound by Team,,61-49,,
11:41.0,D. Jordan misses 2-pt shot from 7 ft,,61-49,,
11:40.0,,,61-49,,Defensive rebound by K. Durant
11:28.0,,,61-49,,S. Curry misses 3-pt shot from 25 ft
11:28.0,,,61-49,,Offensive rebound by Z. Pachulia
11:26.0,,,61-51,2,K. Durant makes 2-pt shot at rim (assist by Z. Pachulia)
11:03.0,A. Rivers makes 2-pt shot from 11 ft,2,63-51,,
10:48.0,,,63-51,,Turnover by D. Green (bad pass)
10:37.0,Turnover by B. Griffin (bad pass; steal by Z. Pachulia),,63-51,,
10:29.0,,,63-54,3,S. Curry makes 3-pt shot from 26 ft (assist by K. Durant)
10:01.0,L. Mbah a Moute misses 3-pt shot from 37 ft,,63-54,,
10:01.0,Offensive rebound by Team,,63-54,,
10:01.0,Turnover by Team (shot clock),,63-54,,
9:46.0,,,63-54,,Turnover by K. Durant (lost ball; steal by A. Rivers)
9:24.0,A. Rivers makes 3-pt shot from 27 ft (assist by B. Griffin),3,66-54,,
9:09.0,,,66-56,2,Z. Pachulia makes 2-pt shot from 18 ft (assist by S. Curry)
8:54.0,B. Griffin misses 2-pt shot from 5 ft (block by Z. Pachulia),,66-56,,
8:53.0,,,66-56,,Defensive rebound by K. Durant
8:48.0,,,66-58,2,K. Durant makes 2-pt shot from 1 ft (assist by K. Thompson)
8:48.0,LA Clippers full timeout,,66-58,,
8:33.0,J. Redick misses 2-pt shot from 21 ft,,66-58,,
8:32.0,,,66-58,,Defensive rebound by D. Green
8:15.0,,,66-61,3,K. Durant makes 3-pt shot from 23 ft (assist by D. Green)
8:12.0,,,66-61,,Personal foul by D. Green (drawn by B. Griffin)
8:12.0,,,66-61,,Technical foul by D. Green (drawn by B. Griffin)
8:12.0,J. Redick makes technical free throw,1,67-61,,
8:12.0,,,67-61,,A. Iguodala enters the game for D. Green
8:00.0,Turnover by L. Mbah a Moute (lost ball; steal by A. Iguodala),,67-61,,
7:51.0,,,67-64,3,K. Durant makes 3-pt shot from 26 ft (assist by K. Thompson)
7:33.0,Turnover by A. Rivers (lost ball; steal by S. Curry),,67-64,,
7:25.0,,,67-67,3,K. Durant makes 3-pt shot from 27 ft (assist by S. Curry)
7:16.0,,,67-67,,Technical foul by Team
7:16.0,J. Redick makes technical free throw,1,68-67,,
7:16.0,J. Crawford enters the game for L. Mbah a Moute,,68-67,,
7:09.0,,,68-67,,Personal foul by S. Curry (drawn by A. Rivers)
7:02.0,D. Jordan misses 2-pt shot at rim,,68-67,,
7:02.0,,,68-67,,Defensive rebound by S. Curry
6:56.0,,,68-69,2,Z. Pachulia makes 2-pt shot at rim (assist by K. Thompson)
6:48.0,,,68-69,,Personal foul by K. Durant (drawn by B. Griffin)
6:31.0,J. Crawford makes 2-pt shot from 15 ft,2,70-69,,
6:20.0,,,70-69,,Turnover by S. Curry (bad pass; steal by D. Jordan)
6:14.0,J. Redick misses 3-pt shot from 26 ft,,70-69,,
6:12.0,Offensive rebound by D. Jordan,,70-69,,
6:12.0,B. Griffin makes 2-pt shot from 1 ft (assist by D. Jordan),2,72-69,,
6:12.0,Shooting foul by S. Curry (drawn by B. Griffin),,72-69,,
6:12.0,B. Griffin misses free throw 1 of 1,,72-69,,
6:11.0,,,72-69,,Defensive rebound by K. Durant
5:54.0,,,72-72,3,K. Thompson makes 3-pt shot from 26 ft (assist by K. Durant)
5:40.0,,,72-72,,Personal foul by Z. Pachulia (drawn by B. Griffin)
5:40.0,B. Griffin makes free throw 1 of 2,1,73-72,,
5:40.0,B. Griffin misses free throw 2 of 2,,73-72,,
5:38.0,,,73-72,,Defensive rebound by K. Durant
5:22.0,,,73-74,2,A. Iguodala makes 2-pt shot at rim (assist by S. Curry)
4:58.0,,,73-74,,Personal foul by S. Curry (drawn by A. Rivers)
4:58.0,A. Rivers misses free throw 1 of 2,,73-74,,
4:58.0,Offensive rebound by Team,,73-74,,
4:58.0,A. Rivers makes free throw 2 of 2,1,74-74,,
4:58.0,R. Felton enters the game for J. Redick,,73-74,,
4:48.0,,,74-76,2,K. Thompson makes 2-pt shot from 20 ft (assist by A. Iguodala)
4:25.0,D. Jordan makes 2-pt shot from 2 ft (assist by J. Crawford),2,76-76,,
4:14.0,,,76-78,2,K. Durant makes 2-pt shot at rim (assist by S. Curry)
4:05.0,D. Jordan makes 2-pt shot at rim (assist by B. Griffin),2,78-78,,
4:05.0,Shooting foul by A. Iguodala (drawn by D. Jordan),,78-78,,
4:05.0,,,78-78,,Golden State full timeout
4:05.0,D. Jordan misses free throw 1 of 1,,78-78,,
4:05.0,,,78-78,,I. Clark enters the game for K. Thompson
4:05.0,,,78-78,,J. McGee enters the game for Z. Pachulia
4:04.0,,,78-78,,Defensive rebound by A. Iguodala
3:48.0,,,78-78,,A. Iguodala misses 3-pt shot from 27 ft
3:46.0,,,78-78,,Offensive rebound by J. McGee
3:42.0,,,78-78,,S. Curry misses 3-pt shot from 26 ft
3:41.0,,,78-78,,Offensive rebound by A. Iguodala
3:37.0,,,78-81,3,S. Curry makes 3-pt shot from 23 ft (assist by A. Iguodala)
3:19.0,A. Rivers makes 2-pt shot from 2 ft (assist by B. Griffin),2,80-81,,
3:07.0,,,80-84,3,S. Curry makes 3-pt shot from 25 ft
2:56.0,D. Jordan makes 2-pt shot at rim (assist by J. Crawford),2,82-84,,
2:38.0,,,82-84,,I. Clark misses 3-pt shot from 23 ft
2:38.0,Defensive rebound by D. Jordan,,82-84,,
2:27.0,B. Griffin misses 2-pt shot from 19 ft,,82-84,,
2:27.0,,,82-84,,Defensive rebound by A. Iguodala
2:19.0,,,82-84,,S. Curry misses 3-pt shot from 25 ft
2:18.0,,,82-84,,Offensive rebound by J. McGee
2:14.0,,,82-84,,K. Durant misses 3-pt shot from 26 ft
2:13.0,Defensive rebound by A. Rivers,,82-84,,
2:01.0,A. Rivers misses 3-pt shot from 27 ft,,82-84,,
1:59.0,,,82-84,,Defensive rebound by S. Curry
1:52.0,,,82-86,2,S. Curry makes 2-pt shot from 2 ft
1:40.0,J. Crawford misses 2-pt shot from 16 ft,,82-86,,
1:40.0,,,82-86,,Defensive rebound by K. Durant
1:38.0,,,82-86,,Shooting foul by B. Griffin (drawn by A. Iguodala)
1:38.0,,,82-87,1,A. Iguodala makes free throw 1 of 2
1:38.0,,,82-87,,Technical foul by A. Iguodala
1:38.0,J. Crawford misses technical free throw,,82-87,,
1:38.0,,,82-87,,Offensive rebound by Team
1:38.0,,,82-88,1,A. Iguodala makes free throw 2 of 2
1:38.0,B. Bass enters the game for B. Griffin,,82-87,,
1:38.0,M. Speights enters the game for D. Jordan,,82-87,,
1:38.0,J. Redick enters the game for A. Rivers,,82-87,,
1:26.0,J. Crawford misses 3-pt shot from 28 ft,,82-88,,
1:26.0,Offensive rebound by Team,,82-88,,
1:26.0,,,82-88,,Loose ball foul by J. McGee (drawn by B. Bass)
1:26.0,B. Bass misses free throw 1 of 2,,82-88,,
1:26.0,Offensive rebound by Team,,82-88,,
1:26.0,B. Bass makes free throw 2 of 2,1,83-88,,
1:26.0,,,82-88,,D. Green enters the game for K. Durant
1:19.0,Personal foul by M. Speights (drawn by S. Curry),,83-88,,
1:19.0,,,83-89,1,S. Curry makes free throw 1 of 2
1:19.0,,,83-90,1,S. Curry makes free throw 2 of 2
1:00.0,Turnover by M. Speights (lost ball),,83-90,,
0:44.0,,,83-90,,Shooting foul by R. Felton (drawn by J. McGee)
0:44.0,,,83-91,1,J. McGee makes free throw 1 of 2
0:44.0,,,83-92,1,J. McGee makes free throw 2 of 2
0:38.0,R. Felton makes 2-pt shot from 22 ft (assist by J. Redick),2,85-92,,
0:31.0,,,85-95,3,S. Curry makes 3-pt shot from 27 ft
0:31.0,,,85-95,,Shooting foul by R. Felton (drawn by S. Curry)
0:31.0,,,85-96,1,S. Curry makes free throw 1 of 1
0:31.0,,,85-95,,J. McAdoo enters the game for D. Green
0:17.0,,,85-96,,Personal foul by S. Curry (drawn by R. Felton)
0:17.0,R. Felton makes free throw 1 of 2,1,86-96,,
0:17.0,R. Felton makes free throw 2 of 2,1,87-96,,
0:17.0,,,86-96,,K. Durant enters the game for J. McAdoo
0:17.0,,,86-96,,K. Thompson enters the game for J. McGee
0:17.0,L. Mbah a Moute enters the game for J. Redick,,86-96,,
0:17.0,A. Rivers enters the game for M. Speights,,86-96,,
0:02.0,,,87-99,3,S. Curry makes 3-pt shot from 31 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,,,87-101,2,D. Green makes 2-pt shot at rim (assist by D. West)
11:23.0,J. Crawford misses 2-pt shot from 3 ft,,87-101,,
11:23.0,,,87-101,,Defensive rebound by S. Livingston
11:19.0,,,87-103,2,D. West makes 2-pt shot at rim (assist by A. Iguodala)
11:19.0,LA Clippers full timeout,,87-103,,
11:15.0,Turnover by R. Felton (lost ball; steal by D. Green),,87-103,,
11:15.0,,,87-103,,Shooting foul by J. Crawford (drawn by A. Iguodala)
11:15.0,,,87-104,1,A. Iguodala makes free throw 1 of 2
11:15.0,,,87-105,1,A. Iguodala makes free throw 2 of 2
10:59.0,B. Bass misses 2-pt shot from 12 ft,,87-105,,
10:59.0,,,87-105,,Defensive rebound by A. Iguodala
10:56.0,,,87-105,,Turnover by A. Iguodala (traveling)
10:56.0,A. Rivers enters the game for R. Felton,,87-105,,
10:56.0,B. Griffin enters the game for M. Speights,,87-105,,
10:56.0,D. Jordan enters the game for B. Bass,,87-105,,
10:36.0,J. Redick makes 3-pt shot from 26 ft (assist by B. Griffin),3,90-105,,
10:16.0,,,90-107,2,K. Thompson makes 2-pt shot from 1 ft (assist by D. Green)
10:06.0,A. Rivers misses 2-pt shot from 4 ft,,90-107,,
10:06.0,,,90-107,,Defensive rebound by A. Iguodala
9:58.0,,,90-109,2,S. Livingston makes 2-pt shot from 10 ft
9:44.0,B. Griffin misses 2-pt shot from 18 ft,,90-109,,
9:43.0,,,90-109,,Defensive rebound by D. West
9:30.0,,,90-111,2,D. West makes 2-pt shot from 18 ft (assist by D. Green)
9:15.0,,,90-111,,Shooting block foul by D. West (drawn by J. Crawford)
9:15.0,J. Crawford makes free throw 1 of 2,1,91-111,,
9:15.0,J. Crawford makes free throw 2 of 2,1,92-111,,
8:59.0,,,92-111,,D. West misses 2-pt shot from 14 ft
8:58.0,,,92-111,,Offensive rebound by D. West
8:56.0,,,92-113,2,K. Thompson makes 2-pt shot from 22 ft (assist by D. West)
