time,Washington,pts.away,score,pts.home,Boston
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,,,42-29,,J. Crowder misses 3-pt shot from 23 ft
11:42.0,Defensive rebound by B. Beal,,42-29,,
11:25.0,K. Oubre misses 2-pt shot from 3 ft (block by A. Horford),,42-29,,
11:24.0,,,42-29,,Defensive rebound by A. Horford
11:17.0,Shooting block foul by B. Beal (drawn by I. Thomas),,42-29,,
11:17.0,,,42-30,1,I. Thomas makes free throw 1 of 2
11:17.0,,,42-30,,I. Thomas misses free throw 2 of 2
11:17.0,Defensive rebound by J. Smith,,42-30,,
11:03.0,J. Smith misses 2-pt shot from 2 ft,,42-30,,
11:02.0,Offensive rebound by K. Oubre,,42-30,,
11:00.0,K. Oubre misses 2-pt shot from 2 ft (block by A. Horford),,42-30,,
10:59.0,,,42-30,,Defensive rebound by J. Crowder
10:55.0,,,42-32,2,M. Smart makes 2-pt shot from 3 ft (assist by J. Crowder)
10:47.0,Offensive foul by J. Smith,,42-32,,
10:47.0,Turnover by J. Smith (offensive foul),,42-32,,
10:34.0,,,42-32,,Shooting foul by J. Smith (drawn by A. Horford)
10:34.0,,,42-33,1,A. Horford makes free throw 1 of 2
10:34.0,,,42-34,1,A. Horford makes free throw 2 of 2
10:34.0,M. Gortat enters the game for J. Smith,,42-33,,
10:17.0,M. Gortat makes 2-pt shot from 2 ft (assist by B. Beal),2,44-34,,
10:09.0,,,44-36,2,I. Thomas makes 2-pt shot from 2 ft
9:50.0,K. Oubre makes 2-pt shot from 6 ft (assist by B. Beal),2,46-36,,
9:30.0,,,46-36,,T. Rozier misses 3-pt shot from 25 ft
9:29.0,Defensive rebound by B. Bogdanovic,,46-36,,
9:22.0,Turnover by B. Beal (bad pass; steal by T. Rozier),,46-36,,
9:18.0,,,46-36,,Shooting foul by B. Bogdanovic (drawn by J. Crowder)
9:18.0,,,46-37,1,J. Crowder makes free throw 1 of 2
9:18.0,,,46-38,1,J. Crowder makes free throw 2 of 2
8:57.0,B. Beal misses 2-pt shot from 4 ft,,46-38,,
8:55.0,,,46-38,,Defensive rebound by I. Thomas
8:50.0,,,46-40,2,A. Horford makes 2-pt shot at rim (assist by I. Thomas)
8:50.0,Washington full timeout,,46-40,,
8:50.0,J. Wall enters the game for K. Oubre,,46-40,,
8:50.0,M. Morris enters the game for B. Jennings,,46-40,,
8:29.0,J. Wall makes 2-pt shot from 2 ft,2,48-40,,
8:29.0,Shooting foul by T. Rozier (drawn by J. Wall),,48-40,,
8:29.0,J. Wall misses free throw 1 of 1,,48-40,,
8:29.0,,,48-40,,Defensive rebound by J. Crowder
8:09.0,,,48-40,,I. Thomas misses 2-pt shot from 16 ft
8:08.0,Defensive rebound by B. Bogdanovic,,48-40,,
7:51.0,M. Morris makes 2-pt shot from 12 ft,2,50-40,,
7:37.0,,,50-40,,I. Thomas misses 2-pt shot from 2 ft (block by M. Gortat)
7:36.0,,,50-40,,Offensive rebound by I. Thomas
7:32.0,,,50-42,2,J. Crowder makes 2-pt shot from 15 ft (assist by T. Rozier)
7:23.0,Offensive foul by J. Wall,,50-42,,
7:23.0,Turnover by J. Wall (offensive foul),,50-42,,
7:23.0,,,50-42,,K. Olynyk enters the game for A. Horford
7:23.0,,,50-42,,A. Bradley enters the game for I. Thomas
7:08.0,,,50-42,,Shooting foul by J. Wall (drawn by M. Smart)
7:08.0,,,50-42,,M. Smart misses free throw 1 of 2
7:08.0,,,50-42,,Offensive rebound by Team
7:08.0,,,50-43,1,M. Smart makes free throw 2 of 2
6:59.0,Turnover by B. Beal (bad pass),,50-43,,
6:57.0,Personal take foul by B. Bogdanovic (drawn by T. Rozier),,50-43,,
6:57.0,,,50-44,1,T. Rozier makes free throw 1 of 2
6:57.0,,,50-45,1,T. Rozier makes free throw 2 of 2
6:35.0,Turnover by M. Morris (lost ball; steal by A. Bradley),,50-45,,
6:30.0,,,50-45,,A. Bradley misses 3-pt shot from 25 ft
6:29.0,Defensive rebound by J. Wall,,50-45,,
6:18.0,B. Bogdanovic misses 3-pt shot from 24 ft,,50-45,,
6:17.0,Offensive rebound by M. Gortat,,50-45,,
6:16.0,Shooting foul by A. Bradley (drawn by M. Gortat),,50-45,,
6:16.0,M. Gortat makes free throw 1 of 2,1,51-45,,
6:16.0,M. Gortat misses free throw 2 of 2,,51-45,,
6:16.0,O. Porter enters the game for B. Bogdanovic,,51-45,,
6:15.0,,,51-45,,Defensive rebound by A. Bradley
6:00.0,,,51-45,,A. Bradley misses 2-pt shot from 7 ft
5:59.0,Defensive rebound by O. Porter,,51-45,,
5:58.0,,,51-45,,Personal foul by A. Bradley (drawn by B. Beal)
5:58.0,Official timeout,,51-45,,
5:41.0,B. Beal misses 3-pt shot from 26 ft,,51-45,,
5:40.0,Offensive rebound by M. Morris,,51-45,,
5:36.0,O. Porter misses 2-pt shot from 17 ft,,51-45,,
5:35.0,,,51-45,,Defensive rebound by Team
5:35.0,Personal foul by M. Morris (drawn by M. Smart),,51-45,,
5:35.0,,,51-46,1,M. Smart makes free throw 1 of 2
5:35.0,,,51-46,,M. Smart misses free throw 2 of 2
5:35.0,Defensive rebound by M. Gortat,,51-46,,
5:35.0,K. Oubre enters the game for M. Morris,,51-46,,
5:18.0,J. Wall misses 2-pt shot from 2 ft,,51-46,,
5:17.0,Offensive rebound by M. Gortat,,51-46,,
5:17.0,M. Gortat makes 2-pt shot from 3 ft,2,53-46,,
4:49.0,,,53-49,3,T. Rozier makes 3-pt shot from 24 ft (assist by J. Crowder)
4:34.0,O. Porter makes 2-pt shot from 20 ft (assist by J. Wall),2,55-49,,
4:11.0,,,55-51,2,T. Rozier makes 2-pt shot from 11 ft
3:54.0,O. Porter misses 2-pt shot from 12 ft,,55-51,,
3:53.0,,,55-51,,Defensive rebound by T. Rozier
3:37.0,,,55-53,2,M. Smart makes 2-pt shot from 2 ft (assist by T. Rozier)
3:29.0,B. Beal makes 3-pt shot from 27 ft,3,58-53,,
3:23.0,,,58-56,3,A. Bradley makes 3-pt shot from 27 ft (assist by M. Smart)
3:07.0,B. Beal misses 3-pt shot from 25 ft,,58-56,,
3:06.0,,,58-56,,Defensive rebound by Team
3:06.0,,,58-56,,A. Horford enters the game for K. Olynyk
3:06.0,,,58-56,,I. Thomas enters the game for J. Crowder
2:49.0,,,58-56,,I. Thomas misses 2-pt shot from 4 ft (block by O. Porter)
2:48.0,Defensive rebound by Team,,58-56,,
2:48.0,,,58-56,,Boston full timeout
2:32.0,Turnover by B. Beal (bad pass; steal by I. Thomas),,58-56,,
2:11.0,,,58-59,3,A. Horford makes 3-pt shot from 25 ft (assist by I. Thomas)
1:50.0,Turnover by B. Beal (lost ball; steal by M. Smart),,58-59,,
1:44.0,,,58-59,,Offensive foul by A. Horford
1:44.0,,,58-59,,Turnover by A. Horford (offensive foul)
1:44.0,,,58-59,,J. Crowder enters the game for T. Rozier
1:28.0,M. Gortat makes 2-pt shot from 1 ft (assist by J. Wall),2,60-59,,
1:13.0,,,60-59,,I. Thomas misses 3-pt shot from 25 ft
1:12.0,,,60-59,,Offensive rebound by A. Bradley
1:11.0,,,60-61,2,A. Bradley makes 2-pt shot from 2 ft
1:03.0,J. Wall misses 2-pt shot from 3 ft,,60-61,,
1:01.0,Offensive rebound by J. Wall,,60-61,,
1:00.0,J. Wall makes 2-pt shot from 2 ft,2,62-61,,
0:55.0,,,62-61,,Boston full timeout
0:55.0,,,62-61,,T. Rozier enters the game for A. Bradley
0:52.0,Personal foul by O. Porter (drawn by J. Crowder),,62-61,,
0:52.0,,,62-61,,J. Crowder misses free throw 1 of 2
0:52.0,,,62-61,,Offensive rebound by Team
0:52.0,,,62-62,1,J. Crowder makes free throw 2 of 2
0:52.0,,,62-61,,J. Brown enters the game for I. Thomas
0:43.0,Shooting foul by J. Crowder (drawn by O. Porter),,62-62,,
0:43.0,O. Porter makes free throw 1 of 2,1,63-62,,
0:43.0,O. Porter makes free throw 2 of 2,1,64-62,,
0:43.0,,,63-62,,I. Thomas enters the game for J. Brown
0:32.0,,,64-62,,T. Rozier misses 3-pt shot from 25 ft
0:31.0,Defensive rebound by K. Oubre,,64-62,,
0:19.0,K. Oubre makes 3-pt shot from 25 ft (assist by J. Wall),3,67-62,,
0:03.0,,,67-64,2,I. Thomas makes 2-pt shot from 13 ft
0:01.0,J. Wall misses 3-pt shot from 47 ft,,67-64,,
0:00.0,Offensive rebound by Team,,67-64,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:51.0,,,67-64,,J. Crowder misses 2-pt shot at rim
11:50.0,,,67-64,,Offensive rebound by J. Crowder
11:46.0,,,67-67,3,M. Smart makes 3-pt shot from 26 ft (assist by J. Crowder)
11:21.0,B. Beal makes 2-pt shot from 9 ft,2,69-67,,
11:03.0,,,69-67,,J. Crowder misses 3-pt shot from 25 ft
11:02.0,,,69-67,,Offensive rebound by M. Smart
10:57.0,,,69-67,,M. Smart misses 3-pt shot from 26 ft
10:56.0,Defensive rebound by M. Gortat,,69-67,,
10:37.0,J. Wall makes 2-pt shot from 10 ft,2,71-67,,
10:25.0,,,71-67,,I. Thomas misses 2-pt shot from 2 ft
10:24.0,Defensive rebound by J. Wall,,71-67,,
10:16.0,Turnover by M. Morris (bad pass; steal by A. Horford),,71-67,,
10:11.0,,,71-67,,Turnover by A. Bradley (bad pass; steal by M. Gortat)
10:03.0,O. Porter makes 2-pt shot from 10 ft (assist by M. Gortat),2,73-67,,
9:38.0,,,73-67,,Turnover by A. Horford (bad pass; steal by J. Wall)
9:32.0,J. Wall makes 3-pt shot from 25 ft,3,76-67,,
9:32.0,,,76-67,,Boston full timeout
9:14.0,,,76-67,,A. Horford misses 3-pt shot from 24 ft
9:13.0,Defensive rebound by M. Morris,,76-67,,
8:57.0,O. Porter makes 2-pt shot from 15 ft (assist by J. Wall),2,78-67,,
8:35.0,,,78-67,,A. Bradley misses 3-pt shot from 25 ft (block by O. Porter)
8:34.0,Defensive rebound by M. Morris,,78-67,,
8:13.0,J. Wall misses 2-pt shot from 15 ft,,78-67,,
8:12.0,,,78-67,,Defensive rebound by Team
8:00.0,,,78-67,,Turnover by I. Thomas (lost ball; steal by M. Morris)
7:57.0,J. Wall makes 2-pt shot from 3 ft (assist by M. Morris),2,80-67,,
7:57.0,Shooting foul by A. Horford (drawn by J. Wall),,80-67,,
7:57.0,J. Wall makes free throw 1 of 1,1,81-67,,
7:57.0,,,80-67,,K. Olynyk enters the game for M. Smart
7:47.0,Shooting block foul by M. Morris (drawn by I. Thomas),,81-67,,
7:47.0,,,81-67,,Technical foul by I. Thomas
7:47.0,Technical foul by M. Morris (drawn by I. Thomas),,81-67,,
7:47.0,,,81-68,1,I. Thomas makes free throw 1 of 2
7:47.0,,,81-69,1,I. Thomas makes free throw 2 of 2
7:47.0,K. Oubre enters the game for O. Porter,,81-67,,
7:47.0,,,81-67,,J. Brown enters the game for A. Bradley
7:47.0,J. Smith enters the game for M. Morris,,81-68,,
7:32.0,Turnover by B. Beal (bad pass; steal by I. Thomas),,81-69,,
7:27.0,,,81-69,,I. Thomas misses 3-pt shot from 25 ft
7:26.0,Defensive rebound by K. Oubre,,81-69,,
7:16.0,K. Oubre misses 2-pt shot from 2 ft,,81-69,,
7:14.0,,,81-69,,Defensive rebound by J. Brown
7:09.0,,,81-71,2,J. Crowder makes 2-pt shot from 2 ft (assist by J. Brown)
6:43.0,J. Wall misses 2-pt shot from 17 ft,,81-71,,
6:42.0,Offensive rebound by Team,,81-71,,
6:42.0,Turnover by Team (shot clock),,81-71,,
6:31.0,,,81-71,,I. Thomas misses 3-pt shot from 26 ft
6:30.0,Defensive rebound by K. Oubre,,81-71,,
6:06.0,B. Beal misses 3-pt shot from 26 ft,,81-71,,
6:05.0,Offensive rebound by Team,,81-71,,
5:53.0,J. Wall makes 2-pt shot from 19 ft,2,83-71,,
5:34.0,,,83-73,2,J. Brown makes 2-pt shot from 2 ft (assist by K. Olynyk)
5:18.0,J. Smith makes 2-pt shot at rim (assist by J. Wall),2,85-73,,
5:03.0,,,85-73,,I. Thomas misses 3-pt shot from 26 ft
5:02.0,,,85-73,,Offensive rebound by A. Horford
4:56.0,,,85-73,,Offensive charge foul by K. Olynyk
4:56.0,,,85-73,,Turnover by K. Olynyk (offensive foul)
4:43.0,Offensive foul by M. Gortat,,85-73,,
4:43.0,Turnover by M. Gortat (offensive foul),,85-73,,
4:29.0,,,85-73,,Shooting foul by K. Oubre (drawn by I. Thomas)
4:29.0,,,85-74,1,I. Thomas makes free throw 1 of 2
4:29.0,,,85-75,1,I. Thomas makes free throw 2 of 2
4:07.0,J. Wall makes 2-pt shot from 18 ft,2,87-75,,
3:38.0,,,87-75,,J. Brown misses 2-pt shot at rim
3:37.0,Defensive rebound by K. Oubre,,87-75,,
3:30.0,K. Oubre misses 3-pt shot from 25 ft,,87-75,,
3:29.0,Offensive rebound by M. Gortat,,87-75,,
3:24.0,B. Beal misses 3-pt shot from 23 ft,,87-75,,
3:23.0,,,87-75,,Defensive rebound by A. Horford
3:14.0,,,87-77,2,J. Crowder makes 2-pt shot from 1 ft (assist by K. Olynyk)
3:14.0,,,87-77,,Shooting foul by K. Oubre (drawn by J. Crowder)
3:14.0,,,87-77,,J. Crowder misses free throw 1 of 1
3:14.0,Defensive rebound by O. Porter,,87-77,,
3:14.0,,,87-77,,M. Smart enters the game for A. Horford
3:14.0,O. Porter enters the game for K. Oubre,,87-77,,
2:50.0,B. Beal misses 3-pt shot from 25 ft,,87-77,,
2:49.0,Offensive rebound by B. Beal,,87-77,,
2:44.0,J. Wall misses 3-pt shot from 25 ft,,87-77,,
2:43.0,,,87-77,,Defensive rebound by Team
2:43.0,Washington full timeout,,87-77,,
2:43.0,B. Jennings enters the game for B. Beal,,87-77,,
2:26.0,,,87-80,3,K. Olynyk makes 3-pt shot from 25 ft (assist by J. Brown)
2:06.0,Turnover by O. Porter (traveling),,87-80,,
2:06.0,,,87-80,,T. Rozier enters the game for I. Thomas
1:54.0,,,87-80,,M. Smart misses 2-pt shot from 2 ft (block by J. Wall)
1:53.0,Defensive rebound by O. Porter,,87-80,,
1:34.0,O. Porter misses 2-pt shot from 13 ft,,87-80,,
1:33.0,,,87-80,,Defensive rebound by J. Crowder
1:27.0,Shooting block foul by J. Smith (drawn by J. Crowder),,87-80,,
1:27.0,,,87-81,1,J. Crowder makes free throw 1 of 2
1:27.0,,,87-82,1,J. Crowder makes free throw 2 of 2
1:27.0,K. Oubre enters the game for M. Gortat,,87-81,,
1:10.0,B. Jennings misses 2-pt shot from 10 ft,,87-82,,
1:09.0,,,87-82,,Defensive rebound by T. Rozier
0:58.0,,,87-82,,M. Smart misses 3-pt shot from 25 ft
0:57.0,Defensive rebound by O. Porter,,87-82,,
0:44.0,O. Porter misses 3-pt shot from 25 ft,,87-82,,
0:43.0,Offensive rebound by B. Jennings,,87-82,,
0:40.0,J. Smith misses 2-pt shot from 2 ft (block by J. Crowder),,87-82,,
0:39.0,Offensive rebound by O. Porter,,87-82,,
0:38.0,O. Porter makes 2-pt shot from 1 ft,2,89-82,,
0:33.0,Personal foul by B. Jennings (drawn by T. Rozier),,89-82,,
0:33.0,,,89-83,1,T. Rozier makes free throw 1 of 2
0:33.0,,,89-84,1,T. Rozier makes free throw 2 of 2
0:33.0,,,89-83,,A. Horford enters the game for K. Olynyk
0:10.0,K. Oubre misses 3-pt shot from 28 ft,,89-84,,
0:09.0,,,89-84,,Defensive rebound by A. Horford
0:04.0,,,89-84,,T. Rozier misses 2-pt shot from 3 ft (block by J. Smith)
0:03.0,Defensive rebound by Team,,89-84,,
0:01.0,O. Porter misses 3-pt shot from 27 ft,,89-84,,
0:00.0,Offensive rebound by Team,,89-84,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,J. Smith makes 2-pt shot from 18 ft (assist by B. Beal),2,91-84,,
11:25.0,,,91-86,2,J. Brown makes 2-pt shot from 5 ft
11:11.0,Turnover by O. Porter (bad pass; steal by M. Smart),,91-86,,
11:09.0,,,91-86,,Shooting foul by O. Porter (drawn by M. Smart)
11:09.0,,,91-86,,M. Smart misses free throw 1 of 2
11:09.0,,,91-86,,Offensive rebound by Team
11:09.0,,,91-86,,M. Smart misses free throw 2 of 2
11:09.0,Defensive rebound by O. Porter,,91-86,,
10:55.0,Shooting foul by J. Brown (drawn by B. Beal),,91-86,,
10:55.0,B. Beal makes free throw 1 of 2,1,92-86,,
10:55.0,B. Beal makes free throw 2 of 2,1,93-86,,
10:44.0,,,93-88,2,I. Thomas makes 2-pt shot from 3 ft
10:23.0,K. Oubre makes 2-pt shot from 1 ft (assist by J. Smith),2,95-88,,
10:08.0,,,95-88,,I. Thomas misses 2-pt shot from 1 ft
10:07.0,Defensive rebound by B. Beal,,95-88,,
10:01.0,,,95-88,,Personal block foul by M. Smart (drawn by B. Beal)
10:01.0,,,95-88,,A. Horford enters the game for K. Olynyk
9:56.0,B. Beal misses 3-pt shot from 25 ft,,95-88,,
9:55.0,,,95-88,,Defensive rebound by J. Brown
9:32.0,,,95-90,2,A. Horford makes 2-pt shot from 4 ft
9:22.0,B. Jennings misses 3-pt shot from 25 ft,,95-90,,
9:22.0,,,95-90,,Defensive rebound by T. Rozier
9:16.0,Personal foul by K. Oubre (drawn by A. Horford),,95-90,,
9:16.0,J. Wall enters the game for J. Smith,,95-90,,
9:16.0,M. Gortat enters the game for B. Jennings,,95-90,,
9:07.0,,,95-90,,T. Rozier misses 3-pt shot from 26 ft
9:05.0,,,95-90,,Offensive rebound by A. Horford
9:02.0,,,95-93,3,I. Thomas makes 3-pt shot from 24 ft (assist by A. Horford)
9:02.0,Washington full timeout,,95-93,,
9:02.0,,,95-93,,A. Bradley enters the game for M. Smart
8:53.0,,,95-93,,Personal foul by J. Brown (drawn by B. Beal)
8:48.0,,,95-93,,Personal foul by J. Brown (drawn by B. Beal)
8:48.0,,,95-93,,M. Smart enters the game for J. Brown
8:43.0,,,95-93,,Personal foul by A. Horford (drawn by B. Beal)
8:43.0,B. Beal makes free throw 1 of 2,1,96-93,,
8:43.0,B. Beal makes free throw 2 of 2,1,97-93,,
8:28.0,,,97-96,3,I. Thomas makes 3-pt shot from 24 ft (assist by T. Rozier)
8:06.0,,,97-96,,Violation by A. Horford (kicked ball)
8:06.0,M. Morris enters the game for K. Oubre,,97-96,,
7:59.0,B. Beal makes 2-pt shot from 18 ft (assist by J. Wall),2,99-96,,
7:44.0,,,99-98,2,I. Thomas makes 2-pt shot from 2 ft
7:44.0,,,99-98,,Shooting foul by M. Morris (drawn by I. Thomas)
7:44.0,,,99-99,1,I. Thomas makes free throw 1 of 1
7:28.0,Turnover by J. Wall (bad pass; steal by A. Bradley),,99-99,,
7:14.0,,,99-99,,A. Bradley misses 3-pt shot from 25 ft
7:13.0,,,99-99,,Offensive rebound by M. Smart
7:09.0,,,99-102,3,A. Bradley makes 3-pt shot from 24 ft (assist by M. Smart)
7:06.0,Washington full timeout,,99-102,,
6:51.0,Turnover by J. Wall (bad pass; steal by I. Thomas),,99-102,,
6:45.0,,,99-102,,T. Rozier misses 2-pt shot from 2 ft
6:44.0,Defensive rebound by M. Morris,,99-102,,
6:34.0,M. Morris misses 3-pt shot from 26 ft,,99-102,,
6:33.0,,,99-102,,Defensive rebound by T. Rozier
6:21.0,,,99-102,,I. Thomas misses 3-pt shot from 26 ft
6:20.0,Defensive rebound by M. Morris,,99-102,,
6:11.0,J. Wall misses 2-pt shot from 23 ft,,99-102,,
6:10.0,,,99-102,,Defensive rebound by A. Horford
5:52.0,,,99-102,,Turnover by I. Thomas (lost ball; steal by J. Wall)
5:48.0,J. Wall makes 2-pt shot at rim,2,101-102,,
5:23.0,,,101-104,2,I. Thomas makes 2-pt shot from 2 ft
5:15.0,B. Beal misses 3-pt shot from 25 ft,,101-104,,
5:14.0,Offensive rebound by M. Gortat,,101-104,,
5:06.0,J. Wall makes 2-pt shot from 13 ft,2,103-104,,
4:41.0,,,103-104,,A. Bradley misses 2-pt shot from 14 ft
