time,Boston,pts.away,score,pts.home,Charlotte
3:29.0,,,21-8,,Defensive rebound by Team
3:29.0,T. Rozier enters the game for I. Thomas,,21-8,,
3:22.0,Personal foul by A. Bradley (drawn by K. Walker),,21-8,,
3:22.0,,,21-9,1,K. Walker makes free throw 1 of 2
3:22.0,,,21-10,1,K. Walker makes free throw 2 of 2
3:22.0,T. Zeller enters the game for A. Horford,,21-8,,
3:22.0,,,21-9,,F. Kaminsky enters the game for M. Williams
3:11.0,G. Green misses 3-pt shot from 25 ft,,21-10,,
3:09.0,,,21-10,,Defensive rebound by N. Batum
3:01.0,,,21-10,,S. Hawes misses 2-pt shot from 4 ft (block by T. Zeller)
2:59.0,,,21-10,,Offensive rebound by S. Hawes
2:57.0,,,21-10,,S. Hawes misses 2-pt shot from 6 ft
2:55.0,Defensive rebound by J. Crowder,,21-10,,
2:47.0,,,21-10,,Personal foul by N. Batum (drawn by T. Zeller)
2:47.0,Boston full timeout,,21-10,,
2:47.0,,,21-10,,R. Sessions enters the game for K. Walker
2:41.0,T. Zeller makes 2-pt shot at rim (assist by A. Bradley),2,23-10,,
2:31.0,,,23-12,2,N. Batum makes 2-pt shot from 16 ft (assist by R. Sessions)
2:03.0,A. Bradley makes 3-pt shot from 23 ft (assist by J. Crowder),3,26-12,,
1:50.0,,,26-12,,Shooting foul by T. Zeller (drawn by F. Kaminsky)
1:50.0,,,26-13,1,F. Kaminsky makes free throw 1 of 2
1:50.0,,,26-14,1,F. Kaminsky makes free throw 2 of 2
1:50.0,,,26-13,,J. Lamb enters the game for N. Batum
1:34.0,Shooting foul by R. Sessions (drawn by G. Green),,26-14,,
1:34.0,G. Green makes free throw 1 of 2,1,27-14,,
1:34.0,G. Green makes free throw 2 of 2,1,28-14,,
1:13.0,,,28-14,,J. Lamb misses 3-pt shot from 25 ft
1:12.0,Defensive rebound by A. Bradley,,28-14,,
1:05.0,Turnover by G. Green (lost ball; steal by J. Lamb),,28-14,,
0:59.0,,,28-16,2,R. Sessions makes 2-pt shot from 1 ft (assist by F. Kaminsky)
0:41.0,Turnover by J. Crowder (bad pass; steal by S. Hawes),,28-16,,
0:31.0,,,28-19,3,F. Kaminsky makes 3-pt shot from 26 ft (assist by M. Belinelli)
0:10.0,T. Rozier misses 2-pt shot from 1 ft,,28-19,,
0:09.0,,,28-19,,Defensive rebound by S. Hawes
0:07.0,,,28-19,,Turnover by S. Hawes (bad pass; steal by A. Bradley)
0:02.0,J. Crowder misses 3-pt shot from 25 ft,,28-19,,
0:01.0,,,28-19,,Defensive rebound by J. Lamb
0:00.0,,,28-19,,J. Lamb misses 3-pt shot from 25 ft
0:00.0,,,28-19,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,,,28-19,,Personal foul by R. Sessions (drawn by T. Zeller)
11:33.0,G. Green misses 2-pt shot from 18 ft,,28-19,,
11:31.0,,,28-19,,Defensive rebound by R. Sessions
11:14.0,,,28-21,2,J. Lamb makes 2-pt shot at rim (assist by S. Hawes)
11:14.0,,,28-21,,Shooting foul by J. Brown (drawn by J. Lamb)
11:14.0,,,28-21,,J. Lamb misses free throw 1 of 1
11:12.0,Defensive rebound by T. Zeller,,28-21,,
11:04.0,Offensive foul by T. Rozier,,28-21,,
11:04.0,Turnover by T. Rozier (offensive foul),,28-21,,
10:53.0,,,28-21,,J. Lamb misses 2-pt shot from 19 ft
10:51.0,Defensive rebound by J. Jerebko,,28-21,,
10:44.0,T. Rozier misses 3-pt shot from 25 ft,,28-21,,
10:40.0,,,28-21,,Defensive rebound by M. Belinelli
10:25.0,,,28-21,,S. Hawes misses 2-pt shot from 8 ft
10:24.0,,,28-21,,Offensive rebound by S. Hawes
10:15.0,,,28-21,,Shooting foul by T. Zeller (drawn by R. Sessions)
10:15.0,,,28-22,1,R. Sessions makes free throw 1 of 2
10:15.0,,,28-23,1,R. Sessions makes free throw 2 of 2
10:15.0,I. Thomas enters the game for G. Green,,28-22,,
10:03.0,Turnover by I. Thomas (bad pass; steal by S. Hawes),,28-23,,
9:48.0,,,28-25,2,M. Belinelli makes 2-pt shot from 19 ft (assist by R. Sessions)
9:32.0,Turnover by T. Rozier (traveling),,28-25,,
9:14.0,,,28-27,2,J. Lamb makes 2-pt shot from 17 ft (assist by S. Hawes)
9:01.0,I. Thomas misses 2-pt shot from 1 ft,,28-27,,
9:00.0,,,28-27,,Defensive rebound by R. Sessions
8:48.0,,,28-27,,R. Sessions misses 2-pt shot from 15 ft
8:48.0,,,28-27,,Offensive rebound by Team
8:48.0,Loose ball foul by I. Thomas (drawn by S. Hawes),,28-27,,
8:48.0,Official timeout,,28-27,,
8:48.0,A. Johnson enters the game for T. Zeller,,28-27,,
8:37.0,,,28-27,,F. Kaminsky misses 2-pt shot from 8 ft
8:35.0,Defensive rebound by T. Rozier,,28-27,,
8:21.0,I. Thomas misses 2-pt shot from 19 ft,,28-27,,
8:20.0,,,28-27,,Defensive rebound by F. Kaminsky
8:09.0,,,28-27,,F. Kaminsky misses 2-pt shot from 6 ft
8:08.0,Defensive rebound by I. Thomas,,28-27,,
7:55.0,T. Rozier makes 2-pt shot from 18 ft (assist by A. Johnson),2,30-27,,
7:48.0,,,30-27,,M. Belinelli misses 2-pt shot from 20 ft
7:46.0,Defensive rebound by A. Johnson,,30-27,,
7:30.0,J. Brown makes 2-pt shot from 8 ft,2,32-27,,
7:07.0,,,32-29,2,S. Hawes makes 2-pt shot from 2 ft (assist by F. Kaminsky)
6:49.0,J. Brown misses 2-pt shot from 7 ft,,32-29,,
6:48.0,,,32-29,,Defensive rebound by R. Sessions
6:39.0,,,32-29,,R. Sessions misses 2-pt shot from 1 ft
6:37.0,,,32-29,,Offensive rebound by S. Hawes
6:37.0,,,32-31,2,S. Hawes makes 2-pt shot at rim
6:17.0,A. Johnson misses 3-pt shot from 25 ft,,32-31,,
6:14.0,Offensive rebound by J. Brown,,32-31,,
6:14.0,J. Brown misses 2-pt shot from 1 ft (block by S. Hawes),,32-31,,
6:10.0,,,32-31,,Defensive rebound by J. Lamb
6:02.0,Personal foul by J. Jerebko (drawn by R. Sessions),,32-31,,
6:02.0,A. Horford enters the game for T. Rozier,,32-31,,
6:02.0,J. Crowder enters the game for J. Jerebko,,32-31,,
6:02.0,A. Bradley enters the game for J. Brown,,32-31,,
6:02.0,,,32-31,,M. Williams enters the game for S. Hawes
5:54.0,,,32-31,,J. Lamb misses 3-pt shot from 26 ft
5:53.0,Defensive rebound by A. Bradley,,32-31,,
5:45.0,I. Thomas makes 2-pt shot from 1 ft,2,34-31,,
5:35.0,Def 3 sec tech foul by A. Johnson,,34-31,,
5:35.0,,,34-31,,Charlotte full timeout
5:35.0,,,34-32,1,J. Lamb makes technical free throw
5:35.0,,,34-31,,M. Kidd-Gilchrist enters the game for M. Belinelli
5:35.0,,,34-31,,K. Walker enters the game for R. Sessions
5:17.0,,,34-32,,J. Lamb misses 3-pt shot from 23 ft
5:16.0,Defensive rebound by A. Horford,,34-32,,
4:55.0,A. Bradley misses 2-pt shot from 4 ft (block by M. Williams),,34-32,,
4:53.0,,,34-32,,Defensive rebound by J. Lamb
4:40.0,,,34-32,,K. Walker misses 2-pt shot from 3 ft (block by J. Crowder)
4:40.0,Defensive rebound by J. Crowder,,34-32,,
4:40.0,,,34-32,,Personal foul by K. Walker (drawn by J. Crowder)
4:40.0,,,34-32,,N. Batum enters the game for J. Lamb
4:40.0,,,34-32,,C. Zeller enters the game for F. Kaminsky
4:25.0,I. Thomas makes 2-pt shot from 15 ft,2,36-32,,
4:11.0,Personal foul by I. Thomas (drawn by K. Walker),,36-32,,
4:11.0,,,36-32,,K. Walker misses free throw 1 of 2
4:11.0,,,36-32,,Offensive rebound by Team
4:11.0,,,36-33,1,K. Walker makes free throw 2 of 2
3:57.0,Turnover by I. Thomas (bad pass; steal by K. Walker),,36-33,,
3:53.0,,,36-33,,Shooting foul by A. Bradley (drawn by M. Williams)
3:53.0,,,36-33,,M. Williams misses free throw 1 of 2
3:53.0,,,36-33,,Offensive rebound by Team
3:53.0,,,36-34,1,M. Williams makes free throw 2 of 2
3:40.0,A. Bradley makes 3-pt shot from 25 ft (assist by A. Horford),3,39-34,,
3:27.0,,,39-34,,K. Walker misses 2-pt shot from 2 ft
3:25.0,,,39-34,,Offensive rebound by M. Kidd-Gilchrist
3:25.0,,,39-34,,M. Kidd-Gilchrist misses 2-pt shot from 1 ft (block by J. Crowder)
3:23.0,Defensive rebound by A. Bradley,,39-34,,
3:16.0,I. Thomas misses 3-pt shot from 24 ft,,39-34,,
3:15.0,Offensive rebound by A. Johnson,,39-34,,
3:15.0,A. Johnson makes 2-pt shot from 1 ft,2,41-34,,
2:58.0,,,41-34,,N. Batum misses 2-pt shot from 22 ft
2:57.0,Defensive rebound by J. Crowder,,41-34,,
2:49.0,J. Crowder misses 3-pt shot from 25 ft,,41-34,,
2:48.0,,,41-34,,Defensive rebound by C. Zeller
2:39.0,,,41-34,,Turnover by K. Walker (lost ball; steal by J. Crowder)
2:32.0,J. Crowder misses 2-pt shot from 11 ft,,41-34,,
2:30.0,,,41-34,,Defensive rebound by M. Williams
2:25.0,,,41-34,,Charlotte full timeout
2:25.0,Boston full timeout,,41-34,,
2:13.0,,,41-36,2,M. Kidd-Gilchrist makes 2-pt shot from 17 ft
1:53.0,Boston full timeout,,41-36,,
1:52.0,Flagrant foul type 1 by A. Johnson (drawn by C. Zeller),,41-36,,
1:52.0,Turnover by A. Johnson (offensive foul),,41-36,,
1:52.0,,,41-37,1,C. Zeller makes flagrant free throw 1 of 2
1:52.0,,,41-38,1,C. Zeller makes flagrant free throw 2 of 2
1:43.0,,,41-38,,Offensive foul by C. Zeller
1:43.0,,,41-38,,Turnover by C. Zeller (offensive foul)
1:29.0,A. Bradley misses 3-pt shot from 24 ft,,41-38,,
1:28.0,,,41-38,,Defensive rebound by C. Zeller
1:22.0,,,41-38,,M. Williams misses 3-pt shot from 27 ft
1:20.0,Defensive rebound by A. Bradley,,41-38,,
1:08.0,Turnover by J. Crowder (bad pass; steal by M. Kidd-Gilchrist),,41-38,,
1:05.0,,,41-38,,Shooting foul by J. Crowder (drawn by M. Kidd-Gilchrist)
1:05.0,,,41-39,1,M. Kidd-Gilchrist makes free throw 1 of 2
1:05.0,,,41-39,,M. Kidd-Gilchrist misses free throw 2 of 2
1:05.0,J. Mickey enters the game for A. Johnson,,41-39,,
1:03.0,Defensive rebound by J. Crowder,,41-39,,
0:49.0,J. Crowder misses 3-pt shot from 26 ft,,41-39,,
0:48.0,,,41-39,,Defensive rebound by C. Zeller
0:32.0,,,41-39,,Shooting foul by A. Bradley (drawn by M. Kidd-Gilchrist)
0:32.0,,,41-40,1,M. Kidd-Gilchrist makes free throw 1 of 2
0:32.0,,,41-41,1,M. Kidd-Gilchrist makes free throw 2 of 2
0:12.0,A. Bradley makes 3-pt shot from 24 ft,3,44-41,,
0:00.0,,,44-41,,Turnover by K. Walker (bad pass)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,A. Bradley misses 3-pt shot from 24 ft,,44-41,,
11:44.0,,,44-41,,Defensive rebound by M. Williams
11:28.0,,,44-41,,Turnover by N. Batum (bad pass)
11:12.0,A. Johnson misses 2-pt shot from 1 ft (block by N. Batum),,44-41,,
11:11.0,Offensive rebound by A. Bradley,,44-41,,
11:01.0,A. Horford misses 2-pt shot from 10 ft,,44-41,,
11:00.0,,,44-41,,Defensive rebound by C. Zeller
10:49.0,,,44-41,,C. Zeller misses 2-pt shot from 20 ft
10:47.0,Defensive rebound by A. Johnson,,44-41,,
10:39.0,I. Thomas misses 3-pt shot from 25 ft,,44-41,,
10:38.0,,,44-41,,Defensive rebound by C. Zeller
10:22.0,,,44-41,,N. Batum misses 2-pt shot from 10 ft
10:20.0,Defensive rebound by J. Crowder,,44-41,,
10:11.0,J. Crowder makes 3-pt shot from 24 ft (assist by I. Thomas),3,47-41,,
9:53.0,Personal foul by J. Crowder (drawn by M. Kidd-Gilchrist),,47-41,,
9:43.0,,,47-41,,M. Kidd-Gilchrist misses 2-pt shot from 2 ft (block by J. Crowder)
9:43.0,Defensive rebound by Team,,47-41,,
9:36.0,I. Thomas misses 2-pt shot from 2 ft (block by C. Zeller),,47-41,,
9:36.0,Offensive rebound by Team,,47-41,,
9:33.0,A. Bradley makes 2-pt shot from 1 ft (assist by J. Crowder),2,49-41,,
9:19.0,,,49-44,3,M. Williams makes 3-pt shot from 25 ft (assist by N. Batum)
9:13.0,,,49-44,,Personal foul by M. Williams (drawn by A. Horford)
8:58.0,A. Horford misses 2-pt shot from 7 ft,,49-44,,
8:58.0,Jump ball: A. Johnson vs. C. Zeller (A. Bradley gains possession),,,,Jump ball: A. Johnson vs. C. Zeller (A. Bradley gains possession)
8:58.0,Offensive rebound by Team,,49-44,,
8:49.0,A. Bradley misses 2-pt shot from 21 ft,,49-44,,
8:47.0,,,49-44,,Defensive rebound by C. Zeller
8:42.0,,,49-44,,N. Batum misses 3-pt shot from 25 ft
8:41.0,Defensive rebound by A. Johnson,,49-44,,
8:37.0,I. Thomas misses 2-pt shot from 1 ft (block by C. Zeller),,49-44,,
8:37.0,Offensive rebound by Team,,49-44,,
8:35.0,Turnover by J. Crowder (bad pass; steal by K. Walker),,49-44,,
8:32.0,,,49-44,,Turnover by K. Walker (bad pass; steal by J. Crowder)
8:31.0,I. Thomas makes 2-pt shot at rim (assist by J. Crowder),2,51-44,,
8:31.0,Violation by Team (jump ball),,51-44,,
8:17.0,,,51-46,2,C. Zeller makes 2-pt shot at rim (assist by K. Walker)
8:05.0,Shooting foul by C. Zeller (drawn by I. Thomas),,51-46,,
8:05.0,I. Thomas misses free throw 1 of 2,,51-46,,
8:05.0,Offensive rebound by Team,,51-46,,
8:05.0,I. Thomas misses free throw 2 of 2,,51-46,,
8:04.0,Offensive rebound by Team,,51-46,,
7:49.0,J. Crowder makes 3-pt shot from 24 ft (assist by A. Bradley),3,54-46,,
7:34.0,,,54-48,2,M. Kidd-Gilchrist makes 2-pt shot from 2 ft (assist by N. Batum)
7:32.0,,,54-48,,Technical foul by Team
7:32.0,I. Thomas makes technical free throw,1,55-48,,
7:21.0,A. Horford makes 3-pt shot from 25 ft (assist by I. Thomas),3,58-48,,
7:06.0,,,58-50,2,K. Walker makes 2-pt shot from 1 ft
6:55.0,I. Thomas misses 2-pt shot from 3 ft,,58-50,,
6:54.0,,,58-50,,Defensive rebound by Team
6:54.0,Loose ball foul by A. Johnson (drawn by K. Walker),,58-50,,
6:41.0,,,58-53,3,K. Walker makes 3-pt shot from 25 ft (assist by M. Williams)
6:39.0,Boston full timeout,,58-53,,
6:39.0,J. Mickey enters the game for A. Johnson,,58-53,,
6:14.0,I. Thomas misses 3-pt shot from 23 ft,,58-53,,
6:13.0,,,58-53,,Defensive rebound by N. Batum
5:57.0,,,58-53,,M. Williams misses 3-pt shot from 25 ft
5:56.0,Defensive rebound by Team,,58-53,,
5:46.0,J. Mickey misses 2-pt shot from 8 ft,,58-53,,
5:44.0,,,58-53,,Defensive rebound by C. Zeller
5:36.0,,,58-56,3,M. Williams makes 3-pt shot from 24 ft (assist by C. Zeller)
5:20.0,I. Thomas makes 2-pt shot from 13 ft,2,60-56,,
4:59.0,,,60-59,3,K. Walker makes 3-pt shot from 25 ft (assist by N. Batum)
4:43.0,I. Thomas misses 3-pt shot from 24 ft,,60-59,,
4:42.0,,,60-59,,Defensive rebound by M. Kidd-Gilchrist
4:35.0,,,60-59,,S. Hawes enters the game for C. Zeller
4:35.0,,,60-59,,M. Belinelli enters the game for M. Kidd-Gilchrist
4:29.0,,,60-59,,N. Batum misses 3-pt shot from 27 ft
4:28.0,Defensive rebound by A. Bradley,,60-59,,
4:05.0,A. Horford misses 2-pt shot from 7 ft,,60-59,,
4:05.0,Offensive rebound by Team,,60-59,,
4:05.0,,,60-59,,Loose ball foul by M. Belinelli (drawn by J. Mickey)
4:05.0,G. Green enters the game for A. Bradley,,60-59,,
3:47.0,A. Horford makes 2-pt shot from 18 ft,2,62-59,,
3:26.0,,,62-59,,Shooting foul by J. Crowder (drawn by N. Batum)
3:26.0,,,62-60,1,N. Batum makes free throw 1 of 2
3:26.0,,,62-61,1,N. Batum makes free throw 2 of 2
3:26.0,,,62-60,,F. Kaminsky enters the game for M. Williams
3:26.0,J. Brown enters the game for J. Crowder,,62-60,,
3:15.0,I. Thomas makes 2-pt shot from 1 ft,2,64-61,,
3:01.0,,,64-61,,Shooting foul by A. Horford (drawn by K. Walker)
3:01.0,,,64-62,1,K. Walker makes free throw 1 of 2
3:01.0,,,64-63,1,K. Walker makes free throw 2 of 2
2:50.0,Shooting foul by N. Batum (drawn by A. Horford),,64-63,,
2:50.0,,,64-63,,Charlotte full timeout
2:50.0,A. Horford makes free throw 1 of 2,1,65-63,,
2:50.0,A. Horford misses free throw 2 of 2,,65-63,,
2:50.0,,,64-63,,R. Sessions enters the game for K. Walker
2:48.0,,,65-63,,Defensive rebound by F. Kaminsky
2:31.0,,,65-63,,S. Hawes misses 2-pt shot from 17 ft
2:30.0,Defensive rebound by A. Horford,,65-63,,
2:08.0,A. Horford misses 2-pt shot from 17 ft,,65-63,,
2:07.0,,,65-63,,Defensive rebound by N. Batum
1:59.0,,,65-63,,Shooting foul by G. Green (drawn by M. Belinelli)
1:59.0,,,65-64,1,M. Belinelli makes free throw 1 of 2
1:59.0,,,65-65,1,M. Belinelli makes free throw 2 of 2
1:59.0,J. Jerebko enters the game for A. Horford,,65-64,,
1:42.0,J. Brown makes 2-pt shot from 1 ft (assist by J. Mickey),2,67-65,,
1:42.0,Shooting foul by F. Kaminsky (drawn by J. Brown),,67-65,,
1:42.0,J. Brown makes free throw 1 of 1,1,68-65,,
1:42.0,T. Rozier enters the game for I. Thomas,,67-65,,
1:27.0,,,68-67,2,S. Hawes makes 2-pt shot at rim (assist by N. Batum)
1:12.0,J. Mickey misses 2-pt shot from 1 ft (block by N. Batum),,68-67,,
1:11.0,Offensive rebound by J. Mickey,,68-67,,
1:11.0,,,68-67,,Personal foul by R. Sessions (drawn by J. Mickey)
1:11.0,J. Mickey makes free throw 1 of 2,1,69-67,,
1:11.0,J. Mickey misses free throw 2 of 2,,69-67,,
1:10.0,,,69-67,,Defensive rebound by N. Batum
1:01.0,,,69-67,,N. Batum misses 3-pt shot from 25 ft
1:00.0,Defensive rebound by J. Mickey,,69-67,,
0:50.0,J. Mickey makes 2-pt shot at rim (assist by G. Green),2,71-67,,
0:40.0,,,71-70,3,R. Sessions makes 3-pt shot from 25 ft (assist by S. Hawes)
0:28.0,J. Brown misses 2-pt shot from 18 ft,,71-70,,
0:27.0,,,71-70,,Defensive rebound by F. Kaminsky
0:08.0,,,71-72,2,N. Batum makes 2-pt shot from 7 ft
0:00.0,G. Green misses 3-pt shot from 27 ft,,71-72,,
0:00.0,Offensive rebound by Team,,71-72,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,,,71-74,2,K. Walker makes 2-pt shot at rim (assist by S. Hawes)
11:21.0,Turnover by J. Jerebko (lost ball; steal by M. Belinelli),,71-74,,
11:21.0,Personal foul by A. Bradley (drawn by K. Walker),,71-74,,
11:10.0,,,71-74,,M. Belinelli misses 2-pt shot from 21 ft
11:09.0,Defensive rebound by A. Bradley,,71-74,,
10:57.0,A. Bradley makes 2-pt shot from 19 ft,2,73-74,,
10:35.0,,,73-74,,F. Kaminsky misses 2-pt shot from 10 ft
10:34.0,Defensive rebound by T. Zeller,,73-74,,
10:22.0,A. Bradley makes 3-pt shot from 24 ft (assist by T. Zeller),3,76-74,,
10:06.0,,,76-74,,M. Belinelli misses 3-pt shot from 25 ft
10:05.0,Defensive rebound by T. Zeller,,76-74,,
9:42.0,J. Brown makes 2-pt shot from 2 ft (assist by J. Jerebko),2,78-74,,
9:22.0,Personal foul by J. Jerebko (drawn by R. Sessions),,78-74,,
9:06.0,,,78-76,2,F. Kaminsky makes 2-pt shot from 1 ft (assist by R. Sessions)
8:48.0,Offensive foul by J. Jerebko,,78-76,,
8:48.0,Turnover by J. Jerebko (offensive foul),,78-76,,
8:48.0,Official timeout,,78-76,,
8:48.0,Technical foul by Team,,78-76,,
8:48.0,,,78-77,1,M. Belinelli makes technical free throw
8:33.0,,,78-77,,M. Belinelli misses 3-pt shot from 24 ft
8:32.0,Defensive rebound by T. Zeller,,78-77,,
8:16.0,A. Bradley makes 2-pt shot from 13 ft,2,80-77,,
7:56.0,,,80-77,,S. Hawes misses 2-pt shot from 18 ft
7:55.0,Defensive rebound by A. Bradley,,80-77,,
7:47.0,A. Bradley misses 2-pt shot from 17 ft,,80-77,,
7:46.0,,,80-77,,Defensive rebound by S. Hawes
7:37.0,,,80-77,,K. Walker misses 3-pt shot from 26 ft
7:34.0,Defensive rebound by T. Rozier,,80-77,,
7:22.0,A. Bradley makes 3-pt shot from 24 ft (assist by T. Rozier),3,83-77,,
6:58.0,,,83-77,,F. Kaminsky misses 3-pt shot from 26 ft
6:56.0,Defensive rebound by Team,,83-77,,
6:56.0,,,83-77,,M. Williams enters the game for S. Hawes
6:42.0,A. Bradley misses 2-pt shot from 20 ft,,83-77,,
6:41.0,,,83-77,,Defensive rebound by K. Walker
6:30.0,Personal foul by T. Zeller (drawn by M. Belinelli),,83-77,,
6:30.0,I. Thomas enters the game for A. Bradley,,83-77,,
6:30.0,A. Horford enters the game for T. Zeller,,83-77,,
6:24.0,,,83-77,,Turnover by F. Kaminsky (lost ball; steal by A. Horford)
6:04.0,A. Horford makes 2-pt shot from 21 ft (assist by T. Rozier),2,85-77,,
5:58.0,,,85-77,,Charlotte full timeout
5:58.0,J. Crowder enters the game for J. Brown,,85-77,,
5:58.0,,,85-77,,C. Zeller enters the game for M. Belinelli
5:58.0,,,85-77,,M. Kidd-Gilchrist enters the game for F. Kaminsky
5:58.0,,,85-77,,N. Batum enters the game for R. Sessions
5:40.0,,,85-79,2,C. Zeller makes 2-pt shot from 5 ft (assist by N. Batum)
5:20.0,I. Thomas makes 2-pt shot from 1 ft,2,87-79,,
5:00.0,,,87-79,,C. Zeller misses 2-pt shot from 4 ft (block by A. Horford)
4:57.0,Defensive rebound by J. Crowder,,87-79,,
4:55.0,T. Rozier makes 2-pt shot from 1 ft (assist by J. Crowder),2,89-79,,
4:55.0,Shooting foul by C. Zeller (drawn by T. Rozier),,89-79,,
4:55.0,T. Rozier makes free throw 1 of 1,1,90-79,,
4:41.0,,,90-79,,M. Williams misses 3-pt shot from 26 ft
4:40.0,Defensive rebound by T. Rozier,,90-79,,
4:22.0,J. Jerebko makes 3-pt shot from 25 ft (assist by I. Thomas),3,93-79,,
4:08.0,,,93-79,,Shooting foul by J. Crowder (drawn by N. Batum)
4:08.0,Technical foul by J. Crowder (drawn by N. Batum),,93-79,,
4:08.0,,,93-80,1,N. Batum makes technical free throw
4:08.0,,,93-81,1,N. Batum makes free throw 1 of 3
4:08.0,,,93-82,1,N. Batum makes free throw 2 of 3
4:08.0,,,93-82,,N. Batum misses free throw 3 of 3
4:08.0,A. Bradley enters the game for J. Crowder,,93-82,,
4:08.0,,,93-82,,F. Kaminsky enters the game for C. Zeller
4:07.0,Defensive rebound by J. Jerebko,,93-82,,
3:45.0,A. Horford makes 2-pt shot from 1 ft (assist by I. Thomas),2,95-82,,
