time,LA Clippers,pts.away,score,pts.home,Utah
0:05.0,M. Speights enters the game for L. Mbah a Moute,,108-105,,
0:05.0,,,108-105,,D. Favors enters the game for G. Hill
0:03.0,,,108-106,,Personal foul by B. Diaw
0:03.0,J. Redick misses free throw 1 of 2,,108-106,,
0:03.0,Offensive rebound by Team,,108-106,,
0:03.0,J. Redick makes free throw 2 of 2,1,109-106,,
0:03.0,,,109-106,,Turnover by G. Hayward (bad pass)
0:03.0,L. Mbah a Moute enters the game for M. Speights,,108-106,,
0:03.0,,,108-106,,G. Hill enters the game for B. Diaw
0:03.0,M. Speights enters the game for L. Mbah a Moute,,109-106,,
0:03.0,J. Crawford enters the game for D. Jordan,,109-106,,
0:01.0,,,109-106,,Personal foul by D. Favors (drawn by C. Paul)
0:01.0,C. Paul makes free throw 1 of 2,1,110-106,,
0:01.0,C. Paul makes free throw 2 of 2,1,111-106,,
0:01.0,L. Mbah a Moute enters the game for J. Crawford,,110-106,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
