time,Toronto,pts.away,score,pts.home,New York
10:41.0,,,21-27,,R. Baker misses 2-pt shot from 3 ft (block by J. Valanciunas)
10:40.0,Defensive rebound by J. Valanciunas,,21-27,,
10:34.0,P. Tucker misses 2-pt shot from 2 ft (block by J. Holiday),,21-27,,
10:33.0,,,21-27,,Defensive rebound by K. O'Quinn
10:27.0,,,21-27,,Shooting foul by N. Powell (drawn by C. Lee)
10:27.0,,,21-28,1,C. Lee makes free throw 1 of 2
10:27.0,,,21-28,,C. Lee misses free throw 2 of 2
10:26.0,Defensive rebound by P. Patterson,,21-28,,
10:03.0,P. Patterson misses 3-pt shot from 23 ft,,21-28,,
10:02.0,Offensive rebound by J. Valanciunas,,21-28,,
9:58.0,J. Valanciunas makes 2-pt shot at rim,2,23-28,,
9:35.0,Personal foul by J. Valanciunas (drawn by C. Lee),,23-28,,
9:28.0,,,23-30,2,K. O'Quinn makes 2-pt shot from 2 ft (assist by R. Baker)
9:10.0,J. Valanciunas makes 2-pt shot from 12 ft (assist by P. Tucker),2,25-30,,
8:49.0,Violation by P. Patterson (kicked ball),,25-30,,
8:49.0,Official timeout,,25-30,,
8:49.0,D. Carroll enters the game for P. Tucker,,25-30,,
8:36.0,,,25-32,2,K. O'Quinn makes 2-pt shot from 15 ft (assist by R. Baker)
8:18.0,Shooting foul by K. O'Quinn (drawn by J. Valanciunas),,25-32,,
8:18.0,J. Valanciunas makes free throw 1 of 2,1,26-32,,
8:18.0,J. Valanciunas makes free throw 2 of 2,1,27-32,,
8:04.0,,,27-32,,Turnover by R. Baker (bad pass; steal by J. Valanciunas)
7:58.0,P. Patterson misses 3-pt shot from 24 ft,,27-32,,
7:57.0,Offensive rebound by Team,,27-32,,
7:57.0,,,27-32,,Loose ball foul by M. Ndour (drawn by J. Valanciunas)
7:57.0,,,27-32,,L. Thomas enters the game for M. Ndour
7:40.0,,,27-32,,Personal foul by K. O'Quinn (drawn by N. Powell)
7:40.0,,,27-32,,W. Hernangomez enters the game for K. O'Quinn
7:40.0,,,27-32,,D. Rose enters the game for J. Holiday
7:32.0,Shooting foul by R. Baker (drawn by D. Wright),,27-32,,
7:32.0,D. Wright makes free throw 1 of 2,1,28-32,,
7:32.0,D. Wright makes free throw 2 of 2,1,29-32,,
7:16.0,,,29-35,3,C. Lee makes 3-pt shot from 25 ft (assist by D. Rose)
7:03.0,Offensive foul by J. Valanciunas,,29-35,,
7:03.0,Turnover by J. Valanciunas (offensive foul),,29-35,,
7:03.0,C. Joseph enters the game for D. Wright,,29-35,,
7:03.0,S. Ibaka enters the game for P. Patterson,,29-35,,
6:48.0,,,29-37,2,L. Thomas makes 2-pt shot from 7 ft
6:27.0,C. Joseph makes 2-pt shot from 6 ft,2,31-37,,
6:18.0,Personal foul by D. Carroll (drawn by C. Lee),,31-37,,
6:18.0,D. DeRozan enters the game for N. Powell,,31-37,,
6:10.0,,,31-37,,D. Rose misses 3-pt shot from 25 ft
6:09.0,,,31-37,,Offensive rebound by Team
6:09.0,Loose ball foul by J. Valanciunas (drawn by W. Hernangomez),,31-37,,
6:09.0,,,31-37,,New York full timeout
6:09.0,J. Poeltl enters the game for J. Valanciunas,,31-37,,
6:09.0,,,31-37,,C. Anthony enters the game for R. Baker
5:52.0,,,31-40,3,C. Anthony makes 3-pt shot from 25 ft (assist by W. Hernangomez)
5:40.0,D. DeRozan misses 2-pt shot from 20 ft,,31-40,,
5:39.0,,,31-40,,Defensive rebound by D. Rose
5:33.0,,,31-42,2,D. Rose makes 2-pt shot from 1 ft
5:25.0,,,31-42,,Personal foul by L. Thomas (drawn by S. Ibaka)
5:25.0,S. Ibaka makes free throw 1 of 2,1,32-42,,
5:25.0,S. Ibaka makes free throw 2 of 2,1,33-42,,
5:25.0,,,32-42,,R. Baker enters the game for L. Thomas
5:25.0,P. Tucker enters the game for D. Carroll,,32-42,,
5:15.0,Personal foul by J. Poeltl (drawn by C. Anthony),,33-42,,
5:15.0,,,33-43,1,C. Anthony makes free throw 1 of 2
5:15.0,,,33-44,1,C. Anthony makes free throw 2 of 2
5:15.0,N. Powell enters the game for J. Poeltl,,33-43,,
4:58.0,Turnover by N. Powell (lost ball; steal by D. Rose),,33-44,,
4:52.0,,,33-44,,C. Lee misses 2-pt shot from 1 ft
4:51.0,Defensive rebound by D. DeRozan,,33-44,,
4:29.0,N. Powell misses 3-pt shot from 25 ft,,33-44,,
4:28.0,,,33-44,,Defensive rebound by R. Baker
4:11.0,,,33-46,2,C. Anthony makes 2-pt shot from 10 ft
3:59.0,,,33-46,,Personal foul by W. Hernangomez (drawn by S. Ibaka)
3:59.0,S. Ibaka misses free throw 1 of 2,,33-46,,
3:59.0,Offensive rebound by Team,,33-46,,
3:59.0,S. Ibaka makes free throw 2 of 2,1,34-46,,
3:45.0,,,34-49,3,R. Baker makes 3-pt shot from 25 ft (assist by C. Anthony)
3:40.0,Toronto full timeout,,34-49,,
3:31.0,S. Ibaka misses 3-pt shot from 24 ft,,34-49,,
3:30.0,,,34-49,,Defensive rebound by R. Baker
3:09.0,,,34-49,,D. Rose misses 2-pt shot from 19 ft
3:08.0,Defensive rebound by P. Tucker,,34-49,,
2:55.0,N. Powell misses 2-pt shot from 4 ft,,34-49,,
2:54.0,,,34-49,,Defensive rebound by D. Rose
2:47.0,,,34-49,,C. Anthony misses 2-pt shot from 24 ft
2:45.0,,,34-49,,Offensive rebound by W. Hernangomez
2:44.0,,,34-51,2,W. Hernangomez makes 2-pt shot from 2 ft
2:26.0,Turnover by D. DeRozan (traveling),,34-51,,
2:04.0,,,34-51,,C. Anthony misses 2-pt shot from 2 ft
2:03.0,Defensive rebound by S. Ibaka,,34-51,,
1:56.0,S. Ibaka misses 3-pt shot from 25 ft,,34-51,,
1:55.0,,,34-51,,Defensive rebound by W. Hernangomez
1:45.0,,,34-51,,Turnover by C. Lee (bad pass)
1:22.0,C. Joseph makes 2-pt shot from 5 ft,2,36-51,,
1:03.0,,,36-51,,Shooting foul by C. Joseph (drawn by D. Rose)
1:03.0,,,36-52,1,D. Rose makes free throw 1 of 2
1:03.0,,,36-53,1,D. Rose makes free throw 2 of 2
0:52.0,D. DeRozan misses 2-pt shot from 4 ft,,36-53,,
0:51.0,Offensive rebound by D. DeRozan,,36-53,,
0:49.0,D. DeRozan makes 2-pt shot from 1 ft,2,38-53,,
0:25.0,,,38-53,,Turnover by Team (shot clock)
0:04.0,D. DeRozan makes 2-pt shot from 19 ft,2,40-53,,
0:00.0,,,40-53,,C. Anthony misses 3-pt shot from 48 ft
0:00.0,,,40-53,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,,,40-53,,C. Anthony misses 2-pt shot from 12 ft
11:39.0,Defensive rebound by J. Valanciunas,,40-53,,
11:30.0,D. DeRozan misses 2-pt shot from 3 ft (block by C. Lee),,40-53,,
11:29.0,Offensive rebound by D. DeRozan,,40-53,,
11:24.0,D. Carroll misses 3-pt shot from 25 ft,,40-53,,
11:23.0,,,40-53,,Defensive rebound by L. Thomas
11:13.0,,,40-53,,C. Lee misses 2-pt shot from 19 ft
11:12.0,Defensive rebound by S. Ibaka,,40-53,,
11:02.0,S. Ibaka makes 3-pt shot from 25 ft (assist by C. Joseph),3,43-53,,
10:43.0,,,43-53,,Turnover by C. Anthony (lost ball)
10:28.0,D. Carroll misses 3-pt shot from 25 ft,,43-53,,
10:27.0,Offensive rebound by C. Joseph,,43-53,,
10:19.0,D. Carroll misses 2-pt shot from 2 ft,,43-53,,
10:18.0,,,43-53,,Defensive rebound by L. Thomas
10:06.0,,,43-53,,C. Anthony misses 3-pt shot from 26 ft
10:05.0,Defensive rebound by D. DeRozan,,43-53,,
9:44.0,Turnover by C. Joseph (bad pass; steal by C. Lee),,43-53,,
9:39.0,,,43-53,,Turnover by L. Thomas (traveling)
9:23.0,D. DeRozan makes 2-pt shot from 1 ft,2,45-53,,
9:09.0,,,45-53,,D. Rose misses 2-pt shot from 19 ft
9:08.0,Defensive rebound by D. Carroll,,45-53,,
8:50.0,J. Valanciunas makes 2-pt shot from 10 ft,2,47-53,,
8:49.0,,,47-53,,New York full timeout
8:30.0,,,47-55,2,C. Anthony makes 2-pt shot from 1 ft
8:30.0,,,47-55,,Shooting foul by J. Valanciunas (drawn by C. Anthony)
8:30.0,,,47-56,1,C. Anthony makes free throw 1 of 1
8:18.0,Turnover by D. DeRozan (lost ball; steal by C. Lee),,47-56,,
8:17.0,Personal foul by D. DeRozan (drawn by D. Rose),,47-56,,
7:58.0,,,47-58,2,C. Anthony makes 2-pt shot from 15 ft
7:41.0,C. Joseph misses 2-pt shot from 6 ft,,47-58,,
7:40.0,,,47-58,,Defensive rebound by D. Rose
7:36.0,,,47-58,,Shooting foul by S. Ibaka (drawn by L. Thomas)
7:36.0,,,47-58,,L. Thomas misses free throw 1 of 2
7:36.0,,,47-58,,Offensive rebound by Team
7:36.0,,,47-59,1,L. Thomas makes free throw 2 of 2
7:36.0,P. Patterson enters the game for J. Valanciunas,,47-58,,
7:13.0,P. Patterson misses 3-pt shot from 25 ft,,47-59,,
7:12.0,,,47-59,,Defensive rebound by D. Rose
7:06.0,Jump ball: P. Patterson vs. L. Thomas (D. Carroll gains possession),,,,Jump ball: P. Patterson vs. L. Thomas (D. Carroll gains possession)
7:06.0,,,47-59,,Turnover by D. Rose (lost ball; steal by P. Patterson)
6:43.0,S. Ibaka makes 2-pt shot from 5 ft (assist by D. Carroll),2,49-59,,
6:23.0,,,49-59,,Shooting foul by S. Ibaka (drawn by L. Thomas)
6:23.0,,,49-60,1,L. Thomas makes free throw 1 of 2
6:23.0,,,49-61,1,L. Thomas makes free throw 2 of 2
6:08.0,P. Patterson makes 3-pt shot from 23 ft (assist by C. Joseph),3,52-61,,
5:55.0,,,52-61,,L. Thomas misses 3-pt shot from 26 ft
5:54.0,,,52-61,,Offensive rebound by W. Hernangomez
5:50.0,,,52-61,,Shooting foul by S. Ibaka (drawn by L. Thomas)
5:50.0,,,52-62,1,L. Thomas makes free throw 1 of 2
5:50.0,,,52-62,,L. Thomas misses free throw 2 of 2
5:50.0,P. Tucker enters the game for S. Ibaka,,52-62,,
5:49.0,Defensive rebound by D. DeRozan,,52-62,,
5:28.0,P. Patterson misses 3-pt shot from 25 ft,,52-62,,
5:27.0,,,52-62,,Defensive rebound by C. Anthony
5:20.0,,,52-62,,C. Anthony misses 2-pt shot from 23 ft
5:19.0,Defensive rebound by D. Carroll,,52-62,,
5:14.0,Turnover by C. Joseph (bad pass; steal by C. Lee),,52-62,,
5:09.0,,,52-62,,Turnover by D. Rose (bad pass)
5:09.0,,,52-62,,R. Baker enters the game for L. Thomas
4:57.0,D. DeRozan misses 2-pt shot from 19 ft,,52-62,,
4:56.0,,,52-62,,Defensive rebound by C. Lee
4:36.0,,,52-62,,W. Hernangomez misses 2-pt shot from 16 ft
4:35.0,Defensive rebound by D. Carroll,,52-62,,
4:29.0,D. Carroll makes 3-pt shot from 25 ft (assist by C. Joseph),3,55-62,,
4:12.0,,,55-62,,Turnover by R. Baker (bad pass; steal by P. Tucker)
4:07.0,Shooting foul by R. Baker (drawn by D. Carroll),,55-62,,
4:07.0,D. Carroll makes free throw 1 of 2,1,56-62,,
4:07.0,D. Carroll makes free throw 2 of 2,1,57-62,,
4:07.0,,,56-62,,K. O'Quinn enters the game for W. Hernangomez
4:07.0,,,56-62,,J. Holiday enters the game for C. Lee
3:58.0,,,57-62,,Turnover by K. O'Quinn (bad pass)
3:48.0,D. DeRozan makes 2-pt shot from 19 ft,2,59-62,,
3:28.0,,,59-62,,J. Holiday misses 3-pt shot from 25 ft
3:27.0,Defensive rebound by D. Carroll,,59-62,,
3:20.0,D. Carroll misses 3-pt shot from 25 ft,,59-62,,
3:19.0,Offensive rebound by D. DeRozan,,59-62,,
3:12.0,D. DeRozan misses 2-pt shot from 15 ft,,59-62,,
3:11.0,,,59-62,,Defensive rebound by C. Anthony
3:04.0,,,59-62,,C. Anthony misses 3-pt shot from 25 ft
3:03.0,,,59-62,,Offensive rebound by K. O'Quinn
2:59.0,,,59-65,3,J. Holiday makes 3-pt shot from 25 ft (assist by K. O'Quinn)
2:58.0,Toronto full timeout,,59-65,,
2:58.0,F. VanVleet enters the game for D. Carroll,,59-65,,
2:58.0,D. Wright enters the game for C. Joseph,,59-65,,
2:36.0,D. DeRozan makes 2-pt shot from 21 ft (assist by P. Patterson),2,61-65,,
2:13.0,,,61-65,,Turnover by R. Baker (lost ball; steal by P. Tucker)
2:03.0,D. DeRozan misses 2-pt shot from 17 ft,,61-65,,
2:02.0,,,61-65,,Defensive rebound by J. Holiday
1:44.0,,,61-65,,D. Rose misses 2-pt shot from 11 ft
1:43.0,Defensive rebound by P. Patterson,,61-65,,
1:33.0,P. Patterson misses 3-pt shot from 25 ft,,61-65,,
1:32.0,,,61-65,,Defensive rebound by K. O'Quinn
1:10.0,,,61-67,2,R. Baker makes 2-pt shot from 1 ft (assist by K. O'Quinn)
0:49.0,,,61-67,,S. Vujacic enters the game for D. Rose
0:49.0,,,61-67,,L. Thomas enters the game for C. Anthony
0:43.0,P. Tucker misses 2-pt shot from 7 ft,,61-67,,
0:41.0,,,61-67,,Defensive rebound by K. O'Quinn
0:29.0,,,61-67,,J. Holiday misses 2-pt shot from 20 ft
0:28.0,,,61-67,,Offensive rebound by K. O'Quinn
0:09.0,,,61-67,,K. O'Quinn misses 3-pt shot from 22 ft
0:07.0,Defensive rebound by F. VanVleet,,61-67,,
0:03.0,F. VanVleet makes 2-pt shot from 2 ft,2,63-67,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:37.0,Turnover by N. Powell (bad pass; steal by K. O'Quinn),,63-67,,
11:29.0,,,63-67,,J. Holiday misses 2-pt shot from 1 ft (block by N. Powell)
11:28.0,Defensive rebound by D. Wright,,63-67,,
11:23.0,S. Ibaka misses 3-pt shot from 25 ft,,63-67,,
11:22.0,,,63-67,,Defensive rebound by Team
11:02.0,,,63-67,,S. Vujacic misses 3-pt shot from 25 ft
11:00.0,Defensive rebound by N. Powell,,63-67,,
10:46.0,N. Powell makes 3-pt shot from 25 ft (assist by D. Wright),3,66-67,,
10:40.0,,,66-67,,Turnover by K. O'Quinn (bad pass)
10:40.0,,,66-67,,C. Lee enters the game for J. Holiday
10:34.0,D. Carroll misses 2-pt shot from 1 ft (block by K. O'Quinn),,66-67,,
10:33.0,,,66-67,,Defensive rebound by R. Baker
10:11.0,,,66-67,,S. Vujacic misses 3-pt shot from 25 ft
10:10.0,Defensive rebound by N. Powell,,66-67,,
9:58.0,D. Wright makes 3-pt shot from 26 ft (assist by N. Powell),3,69-67,,
9:35.0,,,69-67,,R. Baker misses 3-pt shot from 23 ft
9:34.0,Defensive rebound by N. Powell,,69-67,,
9:29.0,N. Powell misses 2-pt shot from 2 ft (block by K. O'Quinn),,69-67,,
9:28.0,Offensive rebound by S. Ibaka,,69-67,,
9:27.0,S. Ibaka makes 2-pt shot from 3 ft,2,71-67,,
9:25.0,,,71-67,,New York full timeout
9:25.0,,,71-67,,D. Rose enters the game for K. O'Quinn
9:25.0,,,71-67,,C. Anthony enters the game for R. Baker
9:25.0,,,71-67,,W. Hernangomez enters the game for S. Vujacic
9:04.0,,,71-69,2,C. Anthony makes 2-pt shot from 13 ft (assist by D. Rose)
8:43.0,F. VanVleet misses 2-pt shot from 1 ft,,71-69,,
8:42.0,,,71-69,,Defensive rebound by W. Hernangomez
8:35.0,,,71-71,2,W. Hernangomez makes 2-pt shot from 3 ft (assist by C. Lee)
8:11.0,S. Ibaka makes 2-pt shot from 16 ft,2,73-71,,
7:50.0,,,73-71,,C. Anthony misses 2-pt shot from 9 ft
7:49.0,Defensive rebound by F. VanVleet,,73-71,,
7:43.0,Turnover by D. Carroll (lost ball; steal by C. Anthony),,73-71,,
7:22.0,,,73-71,,W. Hernangomez misses 2-pt shot at rim (block by S. Ibaka)
7:21.0,Defensive rebound by F. VanVleet,,73-71,,
7:12.0,D. Wright misses 3-pt shot from 24 ft,,73-71,,
7:11.0,,,73-71,,Defensive rebound by D. Rose
7:06.0,,,73-71,,Shooting foul by D. Carroll (drawn by D. Rose)
7:06.0,,,73-72,1,D. Rose makes free throw 1 of 2
7:06.0,,,73-73,1,D. Rose makes free throw 2 of 2
7:06.0,C. Joseph enters the game for F. VanVleet,,73-72,,
7:06.0,P. Tucker enters the game for D. Wright,,73-72,,
7:06.0,D. DeRozan enters the game for D. Carroll,,73-72,,
6:46.0,S. Ibaka misses 2-pt shot from 8 ft (block by C. Lee),,73-73,,
6:45.0,Offensive rebound by N. Powell,,73-73,,
6:33.0,C. Joseph misses 3-pt shot from 23 ft,,73-73,,
6:32.0,Offensive rebound by P. Tucker,,73-73,,
6:25.0,Shooting foul by D. Rose (drawn by D. DeRozan),,73-73,,
6:25.0,D. DeRozan makes free throw 1 of 2,1,74-73,,
6:25.0,D. DeRozan makes free throw 2 of 2,1,75-73,,
6:10.0,,,75-73,,C. Anthony misses 3-pt shot from 25 ft
6:09.0,Defensive rebound by N. Powell,,75-73,,
5:58.0,S. Ibaka misses 2-pt shot from 10 ft,,75-73,,
5:57.0,,,75-73,,Defensive rebound by W. Hernangomez
5:45.0,,,75-75,2,C. Lee makes 2-pt shot from 2 ft
5:24.0,Turnover by S. Ibaka (lost ball; steal by W. Hernangomez),,75-75,,
5:05.0,,,75-75,,C. Anthony misses 3-pt shot from 25 ft
5:04.0,,,75-75,,Offensive rebound by L. Thomas
4:49.0,,,75-78,3,C. Anthony makes 3-pt shot from 25 ft (assist by D. Rose)
4:47.0,Toronto full timeout,,75-78,,
4:47.0,D. Carroll enters the game for N. Powell,,75-78,,
4:29.0,S. Ibaka misses 2-pt shot from 5 ft,,75-78,,
4:28.0,Offensive rebound by P. Tucker,,75-78,,
4:16.0,S. Ibaka makes 3-pt shot from 26 ft (assist by D. DeRozan),3,78-78,,
4:01.0,,,78-78,,Offensive foul by W. Hernangomez
4:01.0,,,78-78,,Turnover by W. Hernangomez (offensive foul)
3:45.0,D. DeRozan misses 3-pt shot from 23 ft,,78-78,,
3:44.0,Offensive rebound by P. Tucker,,78-78,,
3:41.0,P. Tucker makes 2-pt shot from 2 ft,2,80-78,,
3:15.0,,,80-78,,D. Rose misses 2-pt shot from 8 ft
3:14.0,,,80-78,,Offensive rebound by W. Hernangomez
3:14.0,,,80-80,2,W. Hernangomez makes 2-pt shot from 1 ft
3:00.0,D. DeRozan makes 2-pt shot from 20 ft,2,82-80,,
2:37.0,,,82-82,2,C. Anthony makes 2-pt shot from 16 ft
2:37.0,,,82-82,,Shooting foul by P. Tucker (drawn by C. Anthony)
2:37.0,Official timeout,,82-82,,
2:37.0,,,82-83,1,C. Anthony makes free throw 1 of 1
2:30.0,,,82-83,,Personal foul by W. Hernangomez (drawn by C. Joseph)
2:18.0,Shooting foul by C. Lee (drawn by D. DeRozan),,82-83,,
2:18.0,D. DeRozan makes free throw 1 of 3,1,83-83,,
2:18.0,D. DeRozan makes free throw 2 of 3,1,84-83,,
2:18.0,D. DeRozan makes free throw 3 of 3,1,85-83,,
1:57.0,,,85-86,3,L. Thomas makes 3-pt shot from 23 ft (assist by C. Lee)
1:35.0,D. DeRozan makes 3-pt shot from 27 ft (assist by C. Joseph),3,88-86,,
1:21.0,,,88-86,,Offensive foul by D. Rose
1:21.0,,,88-86,,Turnover by D. Rose (offensive foul)
1:08.0,D. DeRozan misses 2-pt shot from 20 ft,,88-86,,
1:07.0,Offensive rebound by D. Carroll,,88-86,,
0:47.0,D. DeRozan misses 2-pt shot from 15 ft,,88-86,,
0:45.0,,,88-86,,Defensive rebound by L. Thomas
0:33.0,,,88-88,2,D. Rose makes 2-pt shot from 1 ft
0:33.0,Toronto full timeout,,88-88,,
0:31.0,D. DeRozan makes 2-pt shot from 2 ft (assist by D. Carroll),2,90-88,,
0:31.0,,,90-88,,New York full timeout
0:16.0,,,90-88,,C. Anthony misses 2-pt shot from 17 ft
0:15.0,,,90-88,,Offensive rebound by C. Anthony
