time,Toronto,pts.away,score,pts.home,Philadelphia
2:28.0,,,40-38,,Shooting foul by J. Sullinger (drawn by J. Embiid)
2:28.0,,,40-39,1,J. Embiid makes free throw 1 of 2
2:28.0,,,40-40,1,J. Embiid makes free throw 2 of 2
2:28.0,C. Joseph enters the game for K. Lowry,,40-39,,
2:15.0,D. DeRozan makes 2-pt shot from 14 ft (assist by F. VanVleet),2,42-40,,
1:59.0,Personal foul by J. Sullinger (drawn by J. Embiid),,42-40,,
1:59.0,,,42-41,1,J. Embiid makes free throw 1 of 2
1:59.0,,,42-42,1,J. Embiid makes free throw 2 of 2
1:45.0,J. Sullinger misses 3-pt shot from 25 ft,,42-42,,
1:43.0,,,42-42,,Defensive rebound by J. Embiid
1:31.0,,,42-44,2,R. Covington makes 2-pt shot from 1 ft (assist by S. Rodriguez)
1:19.0,C. Joseph misses 2-pt shot from 14 ft,,42-44,,
1:17.0,,,42-44,,Defensive rebound by J. Embiid
1:06.0,,,42-44,,Turnover by S. Rodriguez (lost ball)
0:55.0,D. DeRozan makes 2-pt shot from 18 ft,2,44-44,,
0:43.0,,,44-44,,D. Saric misses 2-pt shot from 20 ft
0:42.0,Defensive rebound by C. Joseph,,44-44,,
0:26.0,J. Sullinger misses 2-pt shot from 2 ft,,44-44,,
0:24.0,,,44-44,,Defensive rebound by S. Rodriguez
0:17.0,,,44-46,2,R. Covington makes 2-pt shot from 2 ft (assist by S. Rodriguez)
0:17.0,Toronto full timeout,,44-46,,
0:17.0,,,44-46,,N. Noel enters the game for J. Embiid
0:17.0,,,44-46,,T. Luwawu-Cabarrot enters the game for S. Rodriguez
0:17.0,,,44-46,,Philadelphia full timeout
0:17.0,Turnover by Team (5 sec inbounds),,44-46,,
0:17.0,T. Ross enters the game for F. VanVleet,,44-46,,
0:17.0,,,44-46,,S. Rodriguez enters the game for N. Noel
0:17.0,,,44-46,,J. Embiid enters the game for T. Luwawu-Cabarrot
0:02.0,,,44-46,,J. Embiid misses 3-pt shot from 24 ft
0:01.0,,,44-46,,Offensive rebound by D. Saric
0:00.0,,,44-46,,D. Saric misses 2-pt shot from 2 ft
0:00.0,,,44-46,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,D. DeRozan misses 2-pt shot from 17 ft,,44-46,,
11:43.0,,,44-46,,Defensive rebound by E. Ilyasova
11:34.0,,,44-46,,J. Embiid misses 2-pt shot from 5 ft
11:32.0,Defensive rebound by P. Siakam,,44-46,,
11:19.0,P. Siakam makes 2-pt shot from 2 ft (assist by K. Lowry),2,46-46,,
11:19.0,,,46-46,,Violation by J. Embiid (def goaltending)
10:54.0,,,46-46,,T. McConnell misses 2-pt shot from 12 ft
10:53.0,Defensive rebound by Team,,46-46,,
10:53.0,,,46-46,,Loose ball foul by J. Embiid (drawn by J. Valanciunas)
10:32.0,K. Lowry makes 2-pt shot from 2 ft (assist by D. DeRozan),2,48-46,,
10:12.0,,,48-46,,N. Stauskas misses 3-pt shot from 26 ft
10:11.0,,,48-46,,Offensive rebound by Team
10:01.0,,,48-48,2,E. Ilyasova makes 2-pt shot from 4 ft
9:40.0,P. Siakam misses 2-pt shot from 15 ft,,48-48,,
9:37.0,,,48-48,,Defensive rebound by R. Covington
9:22.0,,,48-48,,Turnover by J. Embiid (bad pass)
9:04.0,D. DeRozan makes 2-pt shot from 18 ft,2,50-48,,
8:51.0,,,50-48,,E. Ilyasova misses 3-pt shot from 28 ft
8:49.0,Defensive rebound by J. Valanciunas,,50-48,,
8:26.0,D. DeRozan makes 2-pt shot from 13 ft (assist by D. Carroll),2,52-48,,
8:01.0,,,52-51,3,E. Ilyasova makes 3-pt shot from 26 ft (assist by T. McConnell)
7:48.0,Turnover by Team (5 sec),,52-51,,
7:32.0,Personal foul by K. Lowry (drawn by J. Embiid),,52-51,,
7:32.0,,,52-51,,N. Noel enters the game for J. Embiid
7:23.0,,,52-51,,Turnover by R. Covington (bad pass; steal by D. Carroll)
7:14.0,D. Carroll misses 2-pt shot from 1 ft (block by N. Stauskas),,52-51,,
7:12.0,,,52-51,,Defensive rebound by T. McConnell
7:07.0,,,52-54,3,E. Ilyasova makes 3-pt shot from 26 ft (assist by T. McConnell)
6:44.0,K. Lowry misses 3-pt shot from 29 ft,,52-54,,
6:43.0,,,52-54,,Defensive rebound by R. Covington
6:35.0,,,52-54,,Turnover by N. Noel (lost ball; steal by D. Carroll)
6:31.0,Shooting foul by R. Covington (drawn by K. Lowry),,52-54,,
6:31.0,Toronto full timeout,,52-54,,
6:31.0,K. Lowry makes free throw 1 of 2,1,53-54,,
6:31.0,K. Lowry misses free throw 2 of 2,,53-54,,
6:31.0,T. Ross enters the game for P. Siakam,,52-54,,
6:31.0,N. Powell enters the game for D. Carroll,,52-54,,
6:30.0,,,53-54,,Defensive rebound by T. McConnell
6:16.0,,,53-54,,N. Stauskas misses 3-pt shot from 28 ft
6:14.0,Defensive rebound by K. Lowry,,53-54,,
6:09.0,J. Valanciunas misses 2-pt shot from 2 ft,,53-54,,
6:07.0,Offensive rebound by J. Valanciunas,,53-54,,
5:53.0,K. Lowry misses 2-pt shot from 9 ft,,53-54,,
5:51.0,,,53-54,,Defensive rebound by N. Noel
5:43.0,,,53-56,2,N. Noel makes 2-pt shot at rim (assist by T. McConnell)
5:26.0,,,53-56,,Personal foul by N. Noel (drawn by J. Valanciunas)
5:18.0,Turnover by D. DeRozan (lost ball; steal by R. Covington),,53-56,,
5:12.0,,,53-56,,Turnover by N. Stauskas (bad pass; steal by K. Lowry)
5:10.0,Shooting foul by T. McConnell (drawn by D. DeRozan),,53-56,,
5:10.0,D. DeRozan misses free throw 1 of 2,,53-56,,
5:10.0,Offensive rebound by Team,,53-56,,
5:10.0,D. DeRozan makes free throw 2 of 2,1,54-56,,
4:48.0,,,54-56,,Turnover by R. Covington (lost ball)
4:48.0,,,54-56,,G. Henderson enters the game for N. Stauskas
4:36.0,J. Valanciunas makes 2-pt shot from 7 ft,2,56-56,,
4:14.0,,,56-58,2,E. Ilyasova makes 2-pt shot from 12 ft
3:52.0,Shooting foul by T. McConnell (drawn by K. Lowry),,56-58,,
3:52.0,K. Lowry makes free throw 1 of 2,1,57-58,,
3:52.0,K. Lowry makes free throw 2 of 2,1,58-58,,
3:52.0,,,58-58,,Philadelphia full timeout
3:52.0,,,57-58,,S. Rodriguez enters the game for T. McConnell
3:52.0,,,57-58,,D. Saric enters the game for E. Ilyasova
3:52.0,J. Poeltl enters the game for J. Valanciunas,,57-58,,
3:38.0,,,58-60,2,D. Saric makes 2-pt shot from 2 ft
3:21.0,T. Ross misses 2-pt shot from 20 ft,,58-60,,
3:19.0,,,58-60,,Defensive rebound by R. Covington
3:03.0,Personal foul by N. Powell (drawn by N. Noel),,58-60,,
2:48.0,,,58-63,3,G. Henderson makes 3-pt shot from 24 ft
2:21.0,K. Lowry makes 2-pt shot from 10 ft,2,60-63,,
2:05.0,,,60-63,,Turnover by N. Noel (lost ball; steal by N. Powell)
1:59.0,T. Ross misses 3-pt shot from 23 ft,,60-63,,
1:56.0,Offensive rebound by N. Powell,,60-63,,
1:56.0,N. Powell makes 2-pt shot at rim,2,62-63,,
1:49.0,Personal foul by J. Poeltl (drawn by N. Noel),,62-63,,
1:49.0,,,62-63,,J. Embiid enters the game for N. Noel
1:49.0,C. Joseph enters the game for K. Lowry,,62-63,,
1:38.0,,,62-63,,Shooting foul by J. Poeltl (drawn by J. Embiid)
1:38.0,,,62-64,1,J. Embiid makes free throw 1 of 2
1:38.0,,,62-64,,J. Embiid misses free throw 2 of 2
1:36.0,Defensive rebound by J. Poeltl,,62-64,,
1:11.0,T. Ross misses 3-pt shot from 27 ft,,62-64,,
1:10.0,,,62-64,,Defensive rebound by J. Embiid
1:00.0,,,62-66,2,S. Rodriguez makes 2-pt shot from 14 ft
0:46.0,C. Joseph misses 2-pt shot from 10 ft,,62-66,,
0:44.0,,,62-66,,Defensive rebound by S. Rodriguez
0:23.0,,,62-66,,S. Rodriguez misses 3-pt shot from 26 ft
0:21.0,Defensive rebound by D. DeRozan,,62-66,,
0:16.0,T. Ross makes 3-pt shot from 23 ft (assist by D. DeRozan),3,65-66,,
0:00.0,,,65-68,2,S. Rodriguez makes 2-pt shot from 3 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,,,65-68,,D. Saric misses 3-pt shot from 26 ft
11:46.0,Defensive rebound by T. Ross,,65-68,,
11:41.0,Turnover by K. Lowry (lost ball; steal by J. Embiid),,65-68,,
11:29.0,,,65-68,,J. Embiid misses 2-pt shot from 9 ft
11:28.0,Defensive rebound by N. Powell,,65-68,,
11:18.0,N. Powell misses 2-pt shot from 15 ft,,65-68,,
11:17.0,,,65-68,,Defensive rebound by D. Saric
11:04.0,,,65-68,,Shooting foul by C. Joseph (drawn by G. Henderson)
11:04.0,,,65-69,1,G. Henderson makes free throw 1 of 2
11:04.0,Violation by N. Powell (lane),,65-69,,
11:04.0,,,65-70,1,G. Henderson makes free throw 2 of 2
10:52.0,K. Lowry makes 3-pt shot from 26 ft,3,68-70,,
10:32.0,,,68-72,2,J. Embiid makes 2-pt shot at rim (assist by S. Rodriguez)
10:15.0,J. Sullinger misses 3-pt shot from 27 ft,,68-72,,
10:12.0,,,68-72,,Defensive rebound by G. Henderson
10:04.0,,,68-75,3,J. Embiid makes 3-pt shot from 27 ft (assist by S. Rodriguez)
9:52.0,Toronto full timeout,,68-75,,
9:49.0,Offensive charge foul by K. Lowry,,68-75,,
9:49.0,Technical foul by Team,,68-75,,
9:49.0,,,68-75,,S. Rodriguez misses technical free throw
9:49.0,,,68-75,,Offensive rebound by Team
9:29.0,,,68-75,,Turnover by D. Saric (3 sec)
9:18.0,,,68-75,,Personal foul by J. Embiid (drawn by K. Lowry)
9:18.0,K. Lowry makes free throw 1 of 2,1,69-75,,
9:18.0,K. Lowry makes free throw 2 of 2,1,70-75,,
9:18.0,,,69-75,,N. Noel enters the game for J. Embiid
9:06.0,,,70-75,,Shooting foul by J. Sullinger (drawn by N. Noel)
9:06.0,,,70-75,,N. Noel misses free throw 1 of 2
9:06.0,,,70-75,,Offensive rebound by Team
9:06.0,,,70-76,1,N. Noel makes free throw 2 of 2
8:48.0,J. Sullinger misses 2-pt shot from 8 ft (block by D. Saric),,70-76,,
8:45.0,,,70-76,,Defensive rebound by S. Rodriguez
8:37.0,,,70-76,,D. Saric misses 3-pt shot from 26 ft
8:35.0,Defensive rebound by T. Ross,,70-76,,
8:22.0,T. Ross misses 3-pt shot from 27 ft,,70-76,,
8:21.0,Offensive rebound by K. Lowry,,70-76,,
8:00.0,N. Powell misses 2-pt shot at rim,,70-76,,
7:55.0,,,70-76,,Defensive rebound by S. Rodriguez
7:55.0,,,70-76,,Turnover by S. Rodriguez (bad pass; steal by K. Lowry)
7:55.0,J. Sullinger misses 2-pt shot from 3 ft (block by D. Saric),,70-76,,
7:55.0,,,70-76,,Defensive rebound by Team
7:55.0,D. DeRozan enters the game for N. Powell,,70-76,,
7:43.0,Personal foul by D. DeRozan (drawn by D. Saric),,70-76,,
7:43.0,J. Valanciunas enters the game for J. Sullinger,,70-76,,
7:43.0,,,70-76,,R. Covington enters the game for T. Luwawu-Cabarrot
7:35.0,,,70-76,,S. Rodriguez misses 3-pt shot from 27 ft
7:33.0,Defensive rebound by T. Ross,,70-76,,
7:32.0,Jump ball: T. Ross vs. D. Saric (D. DeRozan gains possession),,,,Jump ball: T. Ross vs. D. Saric (D. DeRozan gains possession)
7:18.0,,,70-76,,T. Luwawu-Cabarrot enters the game for G. Henderson
7:13.0,D. DeRozan makes 2-pt shot from 3 ft,2,72-76,,
6:51.0,,,72-76,,T. Luwawu-Cabarrot misses 3-pt shot from 25 ft
6:49.0,,,72-76,,Offensive rebound by D. Saric
6:48.0,,,72-78,2,D. Saric makes 2-pt shot from 2 ft
6:32.0,D. DeRozan makes 2-pt shot from 5 ft,2,74-78,,
6:16.0,,,74-78,,Turnover by R. Covington (lost ball; steal by D. DeRozan)
6:14.0,,,74-78,,Personal foul by N. Noel (drawn by C. Joseph)
6:14.0,,,74-78,,T. McConnell enters the game for S. Rodriguez
6:02.0,D. DeRozan misses 2-pt shot from 19 ft,,74-78,,
6:00.0,,,74-78,,Defensive rebound by D. Saric
