time,Milwaukee,pts.away,score,pts.home,Toronto
6:48.0,G. Antetokounmpo misses 2-pt shot from 2 ft (block by S. Ibaka),,11-14,,
6:46.0,,,11-14,,Defensive rebound by S. Ibaka
6:37.0,,,11-14,,N. Powell misses 2-pt shot from 19 ft
6:36.0,Defensive rebound by T. Maker,,11-14,,
6:22.0,Turnover by T. Maker (bad pass; steal by S. Ibaka),,11-14,,
6:14.0,,,11-14,,K. Lowry misses 3-pt shot from 25 ft
6:13.0,,,11-14,,Offensive rebound by D. Carroll
6:08.0,,,11-14,,Toronto full timeout
6:08.0,G. Monroe enters the game for T. Maker,,11-14,,
6:08.0,M. Dellavedova enters the game for M. Brogdon,,11-14,,
5:55.0,,,11-17,3,D. Carroll makes 3-pt shot from 22 ft (assist by D. DeRozan)
5:31.0,G. Antetokounmpo misses 2-pt shot from 5 ft,,11-17,,
5:30.0,,,11-17,,Defensive rebound by D. Carroll
5:19.0,,,11-19,2,S. Ibaka makes 2-pt shot at rim (assist by N. Powell)
5:04.0,Turnover by G. Monroe (lost ball; steal by K. Lowry),,11-19,,
4:58.0,,,11-19,,D. DeRozan misses 2-pt shot from 3 ft (block by G. Antetokounmpo)
4:58.0,,,11-19,,Offensive rebound by Team
4:48.0,,,11-21,2,D. Carroll makes 2-pt shot from 5 ft (assist by S. Ibaka)
4:34.0,Turnover by G. Monroe (offensive foul),,11-21,,
4:34.0,Offensive charge foul by G. Monroe,,11-21,,
4:27.0,,,11-23,2,D. DeRozan makes 2-pt shot at rim
4:27.0,Milwaukee full timeout,,11-23,,
4:27.0,M. Beasley enters the game for G. Antetokounmpo,,11-23,,
4:10.0,M. Beasley misses 2-pt shot from 1 ft (block by S. Ibaka),,11-23,,
4:09.0,,,11-23,,Defensive rebound by D. DeRozan
3:58.0,,,11-26,3,N. Powell makes 3-pt shot from 24 ft (assist by S. Ibaka)
3:32.0,G. Monroe makes 2-pt shot from 5 ft,2,13-26,,
3:16.0,,,13-26,,K. Lowry misses 2-pt shot from 2 ft
3:15.0,Defensive rebound by M. Dellavedova,,13-26,,
3:07.0,Shooting foul by K. Lowry (drawn by M. Beasley),,13-26,,
3:07.0,M. Beasley misses free throw 1 of 2,,13-26,,
3:07.0,Offensive rebound by Team,,13-26,,
3:07.0,M. Beasley misses free throw 2 of 2,,13-26,,
3:07.0,,,13-26,,P. Tucker enters the game for D. Carroll
3:07.0,,,13-26,,C. Joseph enters the game for K. Lowry
3:06.0,,,13-26,,Defensive rebound by P. Tucker
2:52.0,,,13-26,,P. Tucker misses 3-pt shot from 22 ft
2:51.0,Defensive rebound by G. Monroe,,13-26,,
2:35.0,G. Monroe makes 2-pt shot from 3 ft,2,15-26,,
2:17.0,,,15-26,,D. DeRozan misses 3-pt shot from 24 ft
2:17.0,Defensive rebound by K. Middleton,,15-26,,
2:04.0,G. Monroe makes 2-pt shot from 3 ft (assist by K. Middleton),2,17-26,,
1:42.0,,,17-26,,Turnover by N. Powell (bad pass; steal by M. Beasley)
1:29.0,T. Snell makes 3-pt shot from 23 ft (assist by M. Dellavedova),3,20-26,,
1:28.0,,,20-26,,Toronto full timeout
1:28.0,,,20-26,,J. Valanciunas enters the game for S. Ibaka
1:14.0,,,20-29,3,N. Powell makes 3-pt shot from 24 ft (assist by C. Joseph)
0:53.0,M. Beasley misses 2-pt shot from 11 ft,,20-29,,
0:53.0,,,20-29,,Defensive rebound by P. Tucker
0:43.0,,,20-29,,Turnover by D. DeRozan (bad pass; steal by G. Monroe)
0:39.0,Jump ball: D. DeRozan vs. G. Monroe (K. Middleton gains possession),,,,Jump ball: D. DeRozan vs. G. Monroe (K. Middleton gains possession)
0:29.0,K. Middleton misses 2-pt shot from 18 ft (block by N. Powell),,20-29,,
0:28.0,,,20-29,,Defensive rebound by J. Valanciunas
0:06.0,,,20-31,2,D. DeRozan makes 2-pt shot from 16 ft
0:01.0,K. Middleton misses 3-pt shot from 25 ft,,20-31,,
0:00.0,,,20-31,,Defensive rebound by C. Joseph
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,,,20-31,,Personal foul by J. Valanciunas (drawn by J. Terry)
11:41.0,M. Teletovic makes 3-pt shot from 24 ft (assist by J. Terry),3,23-31,,
11:21.0,,,23-33,2,K. Lowry makes 2-pt shot from 7 ft
10:59.0,G. Antetokounmpo makes 2-pt shot from 2 ft,2,25-33,,
10:50.0,,,25-33,,C. Joseph misses 3-pt shot from 25 ft
10:49.0,Defensive rebound by M. Teletovic,,25-33,,
10:34.0,Turnover by G. Monroe (lost ball; steal by K. Lowry),,25-33,,
10:18.0,,,25-33,,Turnover by K. Lowry (bad pass; steal by M. Teletovic)
10:04.0,J. Terry misses 3-pt shot from 24 ft,,25-33,,
10:04.0,,,25-33,,Defensive rebound by K. Lowry
9:48.0,,,25-36,3,K. Lowry makes 3-pt shot from 24 ft
9:32.0,,,25-36,,Personal foul by C. Joseph (drawn by M. Dellavedova)
9:27.0,G. Antetokounmpo makes 2-pt shot at rim (assist by G. Monroe),2,27-36,,
9:15.0,,,27-38,2,C. Joseph makes 2-pt shot from 22 ft
9:06.0,M. Teletovic misses 3-pt shot from 25 ft,,27-38,,
9:05.0,,,27-38,,Defensive rebound by J. Valanciunas
8:53.0,,,27-40,2,K. Lowry makes 2-pt shot from 10 ft
8:37.0,M. Dellavedova makes 3-pt shot from 24 ft (assist by J. Terry),3,30-40,,
8:19.0,,,30-43,3,P. Patterson makes 3-pt shot from 24 ft (assist by P. Tucker)
8:01.0,Turnover by M. Teletovic (step out of bounds),,30-43,,
8:01.0,Official timeout,,30-43,,
8:01.0,M. Brogdon enters the game for M. Dellavedova,,30-43,,
7:41.0,,,30-46,3,K. Lowry makes 3-pt shot from 25 ft
7:23.0,G. Antetokounmpo makes 2-pt shot from 7 ft (assist by M. Brogdon),2,32-46,,
7:10.0,,,32-46,,Shooting foul by J. Terry (drawn by C. Joseph)
7:10.0,,,32-48,2,C. Joseph makes 2-pt shot from 12 ft
7:10.0,,,32-49,1,C. Joseph makes free throw 1 of 1
7:01.0,Offensive foul by J. Terry,,32-49,,
7:01.0,Turnover by J. Terry (offensive foul),,32-49,,
6:52.0,T. Maker enters the game for G. Monroe,,32-49,,
6:52.0,T. Snell enters the game for J. Terry,,32-49,,
6:36.0,,,32-51,2,P. Patterson makes 2-pt shot from 14 ft (assist by J. Valanciunas)
6:11.0,T. Maker misses 2-pt shot from 3 ft,,32-51,,
6:11.0,,,32-51,,Defensive rebound by J. Valanciunas
6:03.0,,,32-51,,Turnover by K. Lowry (bad pass; steal by G. Antetokounmpo)
6:01.0,,,32-51,,Personal foul by P. Tucker
6:01.0,K. Middleton enters the game for M. Teletovic,,32-51,,
5:51.0,T. Snell misses 2-pt shot from 2 ft,,32-51,,
5:50.0,,,32-51,,Defensive rebound by K. Lowry
5:38.0,,,32-51,,C. Joseph misses 3-pt shot from 24 ft
5:37.0,Defensive rebound by M. Brogdon,,32-51,,
5:31.0,Turnover by M. Brogdon (bad pass; steal by K. Lowry),,32-51,,
5:23.0,,,32-51,,K. Lowry misses 2-pt shot from 2 ft
5:23.0,,,32-51,,Offensive rebound by C. Joseph
5:12.0,,,32-51,,Turnover by J. Valanciunas (lost ball; steal by T. Maker)
5:05.0,G. Antetokounmpo makes 2-pt shot from 2 ft,2,34-51,,
5:05.0,Shooting foul by C. Joseph (drawn by G. Antetokounmpo),,34-51,,
5:05.0,,,34-51,,Toronto full timeout
5:05.0,G. Antetokounmpo misses free throw 1 of 1,,34-51,,
5:05.0,,,34-51,,D. DeRozan enters the game for K. Lowry
5:05.0,,,34-51,,S. Ibaka enters the game for P. Tucker
5:05.0,,,34-51,,D. Carroll enters the game for J. Valanciunas
5:03.0,,,34-51,,Defensive rebound by S. Ibaka
4:39.0,,,34-51,,D. DeRozan misses 2-pt shot from 19 ft
4:38.0,Defensive rebound by T. Maker,,34-51,,
4:20.0,G. Antetokounmpo makes 2-pt shot from 2 ft,2,36-51,,
3:55.0,,,36-51,,C. Joseph misses 2-pt shot from 9 ft
3:54.0,Defensive rebound by T. Maker,,36-51,,
3:32.0,T. Snell makes 3-pt shot from 24 ft (assist by G. Antetokounmpo),3,39-51,,
3:10.0,,,39-51,,P. Patterson misses 3-pt shot from 23 ft
3:09.0,Defensive rebound by K. Middleton,,39-51,,
2:59.0,K. Middleton makes 2-pt shot from 8 ft,2,41-51,,
2:57.0,,,41-51,,Toronto full timeout
2:57.0,,,41-51,,K. Lowry enters the game for C. Joseph
2:57.0,,,41-51,,N. Powell enters the game for P. Patterson
2:35.0,,,41-53,2,D. DeRozan makes 2-pt shot from 20 ft
2:14.0,G. Antetokounmpo makes 2-pt shot from 2 ft (assist by T. Maker),2,43-53,,
2:02.0,,,43-53,,Turnover by N. Powell (lost ball; steal by K. Middleton)
1:58.0,,,43-53,,Shooting block foul by S. Ibaka (drawn by G. Antetokounmpo)
1:58.0,G. Antetokounmpo makes free throw 1 of 2,1,44-53,,
1:58.0,G. Antetokounmpo misses free throw 2 of 2,,44-53,,
1:57.0,,,44-53,,Defensive rebound by S. Ibaka
1:41.0,,,44-55,2,S. Ibaka makes 2-pt shot from 5 ft (assist by K. Lowry)
1:27.0,T. Maker makes 2-pt shot at rim,2,46-55,,
1:11.0,,,46-55,,S. Ibaka misses 3-pt shot from 25 ft
1:10.0,Defensive rebound by G. Antetokounmpo,,46-55,,
0:59.0,K. Middleton misses 3-pt shot from 25 ft,,46-55,,
0:57.0,,,46-55,,Defensive rebound by Team
0:40.0,,,46-55,,Turnover by D. DeRozan (lost ball; steal by K. Middleton)
0:28.0,T. Maker makes 2-pt shot at rim (assist by G. Antetokounmpo),2,48-55,,
0:05.0,Shooting block foul by K. Middleton (drawn by K. Lowry),,48-55,,
0:05.0,,,48-56,1,K. Lowry makes free throw 1 of 2
0:05.0,,,48-57,1,K. Lowry makes free throw 2 of 2
0:00.0,T. Maker misses 3-pt shot from 27 ft,,48-57,,
0:00.0,Offensive rebound by Team,,48-57,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,T. Maker misses 3-pt shot from 25 ft,,48-57,,
11:46.0,,,48-57,,Defensive rebound by D. Carroll
11:42.0,,,48-59,2,S. Ibaka makes 2-pt shot at rim (assist by K. Lowry)
11:42.0,,,48-59,,Shooting foul by T. Maker (drawn by S. Ibaka)
11:42.0,,,48-60,1,S. Ibaka makes free throw 1 of 1
11:23.0,M. Brogdon makes 3-pt shot from 25 ft,3,51-60,,
11:02.0,,,51-60,,D. DeRozan misses 2-pt shot from 19 ft
11:01.0,Defensive rebound by G. Antetokounmpo,,51-60,,
10:48.0,T. Snell misses 3-pt shot from 25 ft,,51-60,,
10:47.0,Offensive rebound by T. Maker,,51-60,,
10:45.0,Turnover by T. Maker (bad pass; steal by D. Carroll),,51-60,,
10:29.0,,,51-62,2,D. Carroll makes 2-pt shot from 19 ft (assist by K. Lowry)
10:29.0,,,51-62,,Shooting foul by M. Brogdon (drawn by D. Carroll)
10:29.0,,,51-63,1,D. Carroll makes free throw 1 of 1
10:11.0,Shooting foul by S. Ibaka (drawn by G. Antetokounmpo),,51-63,,
10:11.0,G. Antetokounmpo makes free throw 1 of 2,1,52-63,,
10:11.0,G. Antetokounmpo makes free throw 2 of 2,1,53-63,,
9:51.0,Personal foul by K. Middleton (drawn by N. Powell),,53-63,,
9:39.0,,,53-63,,Turnover by D. Carroll (3 sec)
9:21.0,T. Maker misses 2-pt shot from 6 ft (block by S. Ibaka),,53-63,,
9:20.0,,,53-63,,Defensive rebound by D. DeRozan
9:14.0,,,53-63,,Shooting foul by G. Antetokounmpo (drawn by D. Carroll)
9:14.0,,,53-64,1,D. Carroll makes free throw 1 of 2
9:14.0,,,53-65,1,D. Carroll makes free throw 2 of 2
8:53.0,Shooting foul by D. Carroll (drawn by T. Maker),,53-65,,
8:53.0,T. Maker makes free throw 1 of 2,1,54-65,,
8:53.0,T. Maker makes free throw 2 of 2,1,55-65,,
8:30.0,,,55-65,,D. Carroll misses 3-pt shot from 23 ft
8:29.0,Defensive rebound by G. Antetokounmpo,,55-65,,
8:22.0,K. Middleton misses 2-pt shot from 12 ft,,55-65,,
8:21.0,,,55-65,,Defensive rebound by N. Powell
8:21.0,Personal foul by M. Brogdon (drawn by N. Powell),,55-65,,
8:21.0,,,55-66,1,N. Powell makes free throw 1 of 2
8:21.0,,,55-67,1,N. Powell makes free throw 2 of 2
8:11.0,M. Brogdon misses 3-pt shot from 25 ft,,55-67,,
8:10.0,,,55-67,,Defensive rebound by N. Powell
7:59.0,,,55-70,3,N. Powell makes 3-pt shot from 23 ft (assist by K. Lowry)
7:59.0,Milwaukee full timeout,,55-70,,
7:59.0,G. Monroe enters the game for T. Maker,,55-70,,
7:49.0,,,55-70,,Personal foul by K. Lowry (drawn by G. Antetokounmpo)
7:38.0,G. Antetokounmpo makes 2-pt shot at rim (assist by G. Monroe),2,57-70,,
7:15.0,,,57-70,,D. Carroll misses 3-pt shot from 24 ft
7:15.0,Defensive rebound by G. Antetokounmpo,,57-70,,
7:00.0,G. Monroe misses 2-pt shot from 2 ft,,57-70,,
6:57.0,,,57-70,,Defensive rebound by K. Lowry
6:40.0,,,57-72,2,S. Ibaka makes 2-pt shot from 6 ft (assist by D. DeRozan)
6:18.0,Shooting foul by S. Ibaka (drawn by G. Monroe),,57-72,,
6:18.0,G. Monroe misses free throw 1 of 2,,57-72,,
6:18.0,Offensive rebound by Team,,57-72,,
6:18.0,G. Monroe makes free throw 2 of 2,1,58-72,,
6:18.0,,,57-72,,J. Valanciunas enters the game for S. Ibaka
5:56.0,,,58-72,,Turnover by N. Powell (bad pass; steal by G. Antetokounmpo)
5:50.0,G. Antetokounmpo makes 2-pt shot at rim,2,60-72,,
5:25.0,,,60-74,2,J. Valanciunas makes 2-pt shot from 3 ft (assist by K. Lowry)
5:09.0,T. Snell makes 3-pt shot from 23 ft (assist by G. Antetokounmpo),3,63-74,,
5:07.0,,,63-74,,Toronto full timeout
4:41.0,,,63-77,3,N. Powell makes 3-pt shot from 28 ft (assist by D. DeRozan)
4:18.0,G. Monroe misses 2-pt shot from 2 ft (block by J. Valanciunas),,63-77,,
4:17.0,,,63-77,,Defensive rebound by D. Carroll
4:11.0,,,63-77,,Shooting foul by K. Middleton (drawn by J. Valanciunas)
4:11.0,,,63-77,,Technical foul by J. Valanciunas
4:11.0,Technical foul by G. Monroe,,63-77,,
4:11.0,,,63-77,,J. Valanciunas misses free throw 1 of 2
4:11.0,,,63-77,,Offensive rebound by Team
4:11.0,,,63-78,1,J. Valanciunas makes free throw 2 of 2
4:11.0,,,63-77,,P. Tucker enters the game for D. Carroll
3:54.0,Shooting foul by J. Valanciunas (drawn by G. Monroe),,63-78,,
3:54.0,G. Monroe makes free throw 1 of 2,1,64-78,,
3:54.0,G. Monroe makes free throw 2 of 2,1,65-78,,
3:31.0,,,65-80,2,D. DeRozan makes 2-pt shot from 4 ft (assist by K. Lowry)
3:22.0,Shooting foul by N. Powell (drawn by K. Middleton),,65-80,,
3:22.0,K. Middleton makes free throw 1 of 2,1,66-80,,
3:22.0,K. Middleton makes free throw 2 of 2,1,67-80,,
3:03.0,,,67-80,,J. Valanciunas misses 2-pt shot at rim (block by G. Antetokounmpo)
3:02.0,Defensive rebound by K. Middleton,,67-80,,
2:57.0,M. Brogdon makes 2-pt shot from 1 ft (assist by K. Middleton),2,69-80,,
2:46.0,,,69-80,,Shooting foul by M. Brogdon (drawn by D. DeRozan)
2:46.0,,,69-80,,D. DeRozan misses free throw 1 of 2
2:46.0,,,69-80,,Offensive rebound by Team
2:46.0,,,69-81,1,D. DeRozan makes free throw 2 of 2
2:46.0,M. Dellavedova enters the game for M. Brogdon,,69-80,,
2:46.0,,,69-80,,C. Joseph enters the game for K. Lowry
2:32.0,M. Dellavedova misses 3-pt shot from 25 ft,,69-81,,
2:32.0,,,69-81,,Defensive rebound by P. Tucker
2:15.0,,,69-81,,Turnover by N. Powell (bad pass)
2:06.0,G. Antetokounmpo misses 2-pt shot from 7 ft (block by J. Valanciunas),,69-81,,
2:06.0,Offensive rebound by Team,,69-81,,
2:04.0,Offensive foul by G. Antetokounmpo,,69-81,,
2:04.0,Turnover by G. Antetokounmpo (offensive foul),,69-81,,
1:52.0,,,69-83,2,D. DeRozan makes 2-pt shot from 3 ft
1:34.0,Turnover by K. Middleton (bad pass; steal by N. Powell),,69-83,,
1:31.0,,,69-83,,Shooting foul by T. Snell (drawn by N. Powell)
1:31.0,,,69-84,1,N. Powell makes free throw 1 of 2
1:31.0,,,69-85,1,N. Powell makes free throw 2 of 2
1:16.0,G. Antetokounmpo misses 2-pt shot from 22 ft,,69-85,,
1:16.0,,,69-85,,Defensive rebound by J. Valanciunas
1:09.0,,,69-87,2,N. Powell makes 2-pt shot from 6 ft (assist by D. DeRozan)
1:09.0,Milwaukee full timeout,,69-87,,
0:52.0,Turnover by G. Monroe (lost ball; steal by D. DeRozan),,69-87,,
0:44.0,,,69-90,3,C. Joseph makes 3-pt shot from 24 ft (assist by N. Powell)
0:29.0,G. Monroe makes 2-pt shot from 5 ft (assist by M. Dellavedova),2,71-90,,
0:09.0,,,71-90,,Turnover by D. DeRozan (bad pass; steal by K. Middleton)
0:05.0,K. Middleton makes 2-pt shot at rim,2,73-90,,
0:00.0,,,73-90,,C. Joseph misses 3-pt shot from 26 ft
0:00.0,,,73-90,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:38.0,,,73-92,2,C. Joseph makes 2-pt shot from 22 ft (assist by K. Lowry)
11:14.0,M. Dellavedova misses 3-pt shot from 25 ft,,73-92,,
11:14.0,,,73-92,,Defensive rebound by J. Valanciunas
11:03.0,,,73-92,,P. Tucker misses 3-pt shot from 24 ft
11:02.0,Defensive rebound by G. Antetokounmpo,,73-92,,
10:46.0,M. Brogdon makes 3-pt shot from 22 ft (assist by K. Middleton),3,76-92,,
10:26.0,,,76-92,,K. Lowry misses 3-pt shot from 25 ft
10:26.0,Defensive rebound by G. Antetokounmpo,,76-92,,
10:24.0,,,76-92,,Personal foul by K. Lowry (drawn by G. Antetokounmpo)
10:24.0,,,76-92,,N. Powell enters the game for K. Lowry
10:11.0,M. Brogdon makes 2-pt shot from 19 ft,2,78-92,,
9:45.0,,,78-92,,P. Patterson misses 3-pt shot from 23 ft
9:45.0,Defensive rebound by G. Monroe,,78-92,,
9:36.0,M. Brogdon misses 2-pt shot from 3 ft,,78-92,,
9:36.0,,,78-92,,Defensive rebound by J. Valanciunas
9:36.0,Personal foul by G. Monroe (drawn by J. Valanciunas),,78-92,,
9:36.0,,,78-92,,K. Lowry enters the game for N. Powell
9:19.0,,,78-92,,Shooting foul by G. Antetokounmpo
9:19.0,,,78-93,1,P. Tucker makes free throw 1 of 2
9:19.0,,,78-94,1,P. Tucker makes free throw 2 of 2
9:07.0,G. Antetokounmpo makes 2-pt shot at rim (assist by M. Brogdon),2,80-94,,
8:57.0,Personal foul by M. Dellavedova (drawn by J. Valanciunas),,80-94,,
8:57.0,Official timeout,,80-94,,
8:57.0,T. Maker enters the game for G. Monroe,,80-94,,
8:46.0,,,80-94,,Shooting foul by M. Brogdon (drawn by J. Valanciunas)
8:46.0,,,80-96,2,J. Valanciunas makes 2-pt shot from 3 ft (assist by K. Lowry)
8:46.0,,,80-97,1,J. Valanciunas makes free throw 1 of 1
8:25.0,M. Brogdon makes 3-pt shot from 23 ft (assist by K. Middleton),3,83-97,,
8:00.0,,,83-99,2,J. Valanciunas makes 2-pt shot at rim (assist by P. Tucker)
7:47.0,,,83-99,,Personal block foul by J. Valanciunas (drawn by M. Dellavedova)
7:47.0,T. Snell enters the game for M. Brogdon,,83-99,,
7:37.0,T. Maker misses 3-pt shot from 24 ft,,83-99,,
7:36.0,,,83-99,,Defensive rebound by C. Joseph
7:25.0,,,83-99,,Turnover by C. Joseph (bad pass; steal by K. Middleton)
7:19.0,G. Antetokounmpo makes 2-pt shot from 2 ft (assist by K. Middleton),2,85-99,,
7:05.0,Personal block foul by G. Antetokounmpo (drawn by K. Lowry),,85-99,,
7:05.0,,,85-100,1,K. Lowry makes free throw 1 of 2
7:05.0,,,85-101,1,K. Lowry makes free throw 2 of 2
7:05.0,,,85-100,,D. DeRozan enters the game for C. Joseph
6:44.0,K. Middleton misses 2-pt shot from 15 ft,,85-101,,
6:44.0,,,85-101,,Defensive rebound by J. Valanciunas
6:39.0,Personal block foul by T. Maker (drawn by K. Lowry),,85-101,,
6:39.0,,,85-102,1,K. Lowry makes free throw 1 of 2
6:39.0,,,85-103,1,K. Lowry makes free throw 2 of 2
6:39.0,,,85-102,,N. Powell enters the game for P. Patterson
6:16.0,M. Dellavedova misses 2-pt shot from 6 ft,,85-103,,
6:15.0,,,85-103,,Defensive rebound by P. Tucker
6:09.0,,,85-103,,Toronto full timeout
6:09.0,M. Brogdon enters the game for K. Middleton,,85-103,,
5:59.0,,,85-103,,J. Valanciunas misses 2-pt shot from 12 ft
5:58.0,,,85-103,,Offensive rebound by P. Tucker
5:56.0,,,85-103,,Turnover by P. Tucker (lost ball; steal by G. Antetokounmpo)
5:54.0,Shooting foul by D. DeRozan (drawn by G. Antetokounmpo),,85-103,,
5:54.0,G. Antetokounmpo makes free throw 1 of 2,1,86-103,,
5:54.0,G. Antetokounmpo makes free throw 2 of 2,1,87-103,,
5:32.0,,,87-105,2,D. DeRozan makes 2-pt shot from 22 ft
5:17.0,,,87-105,,Personal foul by N. Powell (drawn by M. Brogdon)
5:17.0,,,87-105,,S. Ibaka enters the game for J. Valanciunas
5:06.0,Shooting foul by N. Powell (drawn by M. Dellavedova),,87-105,,
5:06.0,M. Dellavedova makes free throw 1 of 2,1,88-105,,
5:06.0,M. Dellavedova misses free throw 2 of 2,,88-105,,
5:05.0,,,88-105,,Defensive rebound by S. Ibaka
4:42.0,,,88-107,2,N. Powell makes 2-pt shot at rim (assist by D. DeRozan)
4:25.0,M. Brogdon misses 2-pt shot from 1 ft,,88-107,,
4:25.0,Offensive rebound by Team,,88-107,,
4:25.0,,,88-107,,Loose ball foul by S. Ibaka (drawn by T. Maker)
4:25.0,T. Maker misses free throw 1 of 2,,88-107,,
4:25.0,Offensive rebound by Team,,88-107,,
4:25.0,T. Maker misses free throw 2 of 2,,88-107,,
4:24.0,,,88-107,,Defensive rebound by N. Powell
4:00.0,,,88-107,,D. DeRozan misses 2-pt shot from 9 ft
3:58.0,,,88-107,,Offensive rebound by D. DeRozan
3:56.0,,,88-107,,Offensive foul by D. DeRozan
3:56.0,,,88-107,,Turnover by D. DeRozan (offensive foul)
3:43.0,G. Antetokounmpo makes 2-pt shot from 3 ft (assist by T. Snell),2,90-107,,
3:15.0,,,90-109,2,S. Ibaka makes 2-pt shot from 3 ft (assist by K. Lowry)
3:15.0,,,90-109,,Shooting foul by G. Antetokounmpo (drawn by S. Ibaka)
3:15.0,,,90-110,1,S. Ibaka makes free throw 1 of 1
3:09.0,Turnover by M. Dellavedova (lost ball; steal by N. Powell),,90-110,,
2:46.0,,,90-113,3,D. DeRozan makes 3-pt shot from 25 ft (assist by S. Ibaka)
2:46.0,Milwaukee full timeout,,90-113,,
2:46.0,M. Teletovic enters the game for G. Antetokounmpo,,90-113,,
2:46.0,R. Vaughn enters the game for T. Maker,,90-113,,
2:46.0,J. Henson enters the game for T. Snell,,90-113,,
2:46.0,M. Beasley enters the game for M. Dellavedova,,90-113,,
2:46.0,,,90-113,,C. Joseph enters the game for D. DeRozan
2:46.0,,,90-113,,D. Wright enters the game for K. Lowry
2:34.0,,,90-113,,Personal foul by D. Wright (drawn by M. Beasley)
2:34.0,M. Beasley misses free throw 1 of 2,,90-113,,
2:34.0,Offensive rebound by Team,,90-113,,
2:34.0,M. Beasley misses free throw 2 of 2,,90-113,,
2:34.0,,,90-113,,F. VanVleet enters the game for C. Joseph
2:33.0,,,90-113,,Defensive rebound by P. Tucker
2:11.0,,,90-113,,P. Tucker misses 2-pt shot from 19 ft
2:10.0,Defensive rebound by M. Brogdon,,90-113,,
