time,San Antonio,pts.away,score,pts.home,New Orleans
4:33.0,,,38-40,,A. Davis misses 2-pt shot from 2 ft
4:31.0,Defensive rebound by D. Green,,38-40,,
4:24.0,P. Mills makes 3-pt shot from 27 ft (assist by D. Green),3,41-40,,
4:05.0,,,41-40,,J. Holiday misses 2-pt shot from 18 ft
4:04.0,Defensive rebound by K. Leonard,,41-40,,
3:57.0,D. Green misses 3-pt shot from 26 ft,,41-40,,
3:56.0,,,41-40,,Defensive rebound by A. Davis
3:43.0,,,41-40,,Offensive foul by D. Cousins
3:43.0,,,41-40,,Turnover by D. Cousins (offensive foul)
3:30.0,L. Aldridge makes 2-pt shot from 2 ft (assist by P. Mills),2,43-40,,
3:16.0,,,43-42,2,D. Cousins makes 2-pt shot from 3 ft
3:00.0,L. Aldridge misses 2-pt shot from 13 ft,,43-42,,
2:59.0,Offensive rebound by L. Aldridge,,43-42,,
2:55.0,D. Green misses 3-pt shot from 24 ft,,43-42,,
2:54.0,,,43-42,,Defensive rebound by D. Cousins
2:45.0,,,43-44,2,J. Holiday makes 2-pt shot from 8 ft
2:31.0,K. Leonard makes 2-pt shot from 2 ft,2,45-44,,
2:12.0,,,45-44,,J. Holiday misses 2-pt shot from 22 ft
2:12.0,,,45-44,,Offensive rebound by Team
2:12.0,Loose ball foul by K. Leonard (drawn by A. Davis),,45-44,,
2:12.0,,,45-44,,New Orleans full timeout
2:12.0,M. Ginobili enters the game for D. Green,,45-44,,
1:58.0,,,45-44,,E. Moore misses 3-pt shot from 26 ft
1:57.0,Defensive rebound by P. Gasol,,45-44,,
1:44.0,L. Aldridge makes 2-pt shot from 19 ft (assist by P. Mills),2,47-44,,
1:24.0,,,47-46,2,D. Cousins makes 2-pt shot from 21 ft
1:04.0,K. Leonard makes 2-pt shot from 4 ft,2,49-46,,
0:55.0,,,49-46,,Turnover by A. Davis (lost ball; steal by P. Mills)
0:31.0,K. Leonard misses 3-pt shot from 26 ft,,49-46,,
0:31.0,,,49-46,,Defensive rebound by J. Holiday
0:14.0,,,49-46,,Shooting foul by P. Gasol (drawn by A. Davis)
0:14.0,,,49-47,1,A. Davis makes free throw 1 of 2
0:14.0,,,49-48,1,A. Davis makes free throw 2 of 2
0:00.0,K. Leonard misses 2-pt shot from 8 ft,,49-48,,
0:00.0,Offensive rebound by P. Gasol,,49-48,,
0:00.0,P. Gasol misses 2-pt shot from 3 ft,,49-48,,
0:00.0,Offensive rebound by Team,,49-48,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:39.0,K. Leonard misses 2-pt shot from 3 ft,,49-48,,
11:38.0,,,49-48,,Defensive rebound by A. Davis
11:15.0,,,49-48,,J. Holiday misses 2-pt shot from 15 ft
11:14.0,Defensive rebound by K. Leonard,,49-48,,
11:08.0,D. Green makes 2-pt shot from 1 ft (assist by K. Leonard),2,51-48,,
10:55.0,,,51-51,3,D. Cousins makes 3-pt shot from 27 ft (assist by J. Holiday)
10:38.0,D. Dedmon makes 2-pt shot at rim (assist by K. Leonard),2,53-51,,
10:28.0,,,53-51,,S. Hill misses 3-pt shot from 24 ft
10:26.0,Defensive rebound by L. Aldridge,,53-51,,
10:22.0,,,53-51,,Personal foul by S. Hill (drawn by K. Leonard)
10:06.0,K. Leonard misses 2-pt shot from 12 ft,,53-51,,
10:05.0,,,53-51,,Defensive rebound by A. Davis
9:49.0,,,53-51,,A. Davis misses 2-pt shot from 13 ft
9:48.0,Defensive rebound by L. Aldridge,,53-51,,
9:42.0,T. Parker misses 2-pt shot from 15 ft,,53-51,,
9:40.0,,,53-51,,Defensive rebound by A. Davis
9:31.0,Personal foul by D. Dedmon (drawn by D. Cousins),,53-51,,
9:22.0,,,53-51,,Turnover by A. Davis (lost ball)
9:05.0,Shooting foul by S. Hill (drawn by K. Leonard),,53-51,,
9:05.0,K. Leonard makes free throw 1 of 2,1,54-51,,
9:05.0,K. Leonard makes free throw 2 of 2,1,55-51,,
8:52.0,,,55-51,,D. Cousins misses 3-pt shot from 26 ft
8:51.0,Defensive rebound by T. Parker,,55-51,,
8:38.0,L. Aldridge makes 2-pt shot from 3 ft (assist by T. Parker),2,57-51,,
8:29.0,,,57-51,,New Orleans full timeout
8:18.0,,,57-51,,J. Holiday misses 2-pt shot from 16 ft
8:17.0,Defensive rebound by Team,,57-51,,
7:51.0,L. Aldridge misses 2-pt shot from 22 ft,,57-51,,
7:51.0,,,57-51,,Defensive rebound by Team
7:51.0,Loose ball foul by D. Dedmon (drawn by D. Cousins),,57-51,,
7:51.0,P. Gasol enters the game for D. Dedmon,,57-51,,
7:34.0,,,57-51,,A. Davis misses 2-pt shot from 9 ft
7:32.0,Defensive rebound by K. Leonard,,57-51,,
7:21.0,P. Gasol misses 3-pt shot from 27 ft,,57-51,,
7:09.0,,,57-51,,Defensive rebound by J. Holiday
7:09.0,,,57-53,2,D. Cousins makes 2-pt shot from 7 ft
7:00.0,P. Gasol makes 2-pt shot from 5 ft,2,59-53,,
6:49.0,,,59-53,,D. Cousins misses 3-pt shot at rim
6:48.0,Defensive rebound by L. Aldridge,,59-53,,
6:33.0,Turnover by K. Leonard (bad pass),,59-53,,
6:21.0,,,59-53,,A. Davis misses 2-pt shot from 6 ft (block by L. Aldridge)
6:21.0,,,59-53,,Offensive rebound by Team
6:13.0,,,59-55,2,J. Holiday makes 2-pt shot from 17 ft
6:01.0,,,59-55,,Personal foul by H. Thompson (drawn by L. Aldridge)
5:51.0,,,59-55,,Personal foul by A. Davis (drawn by L. Aldridge)
5:38.0,L. Aldridge makes 2-pt shot from 16 ft,2,61-55,,
5:22.0,,,61-55,,S. Hill misses 2-pt shot from 7 ft
5:20.0,Defensive rebound by P. Gasol,,61-55,,
5:07.0,L. Aldridge misses 2-pt shot from 22 ft,,61-55,,
5:06.0,,,61-55,,Defensive rebound by D. Cousins
4:55.0,,,61-55,,H. Thompson misses 2-pt shot from 11 ft
4:53.0,Defensive rebound by L. Aldridge,,61-55,,
4:38.0,L. Aldridge misses 2-pt shot from 10 ft (block by A. Davis),,61-55,,
4:35.0,,,61-55,,Defensive rebound by D. Cousins
4:32.0,,,61-55,,J. Holiday misses 2-pt shot from 2 ft
4:32.0,,,61-55,,Offensive rebound by A. Davis
4:32.0,,,61-55,,Shooting foul by P. Gasol (drawn by A. Davis)
4:32.0,,,61-56,1,A. Davis makes free throw 1 of 2
4:32.0,,,61-57,1,A. Davis makes free throw 2 of 2
4:32.0,,,61-56,,E. Moore enters the game for H. Thompson
4:32.0,,,61-56,,D. Cunningham enters the game for D. Cousins
4:32.0,P. Mills enters the game for T. Parker,,61-56,,
4:32.0,M. Ginobili enters the game for D. Green,,61-56,,
4:08.0,K. Leonard misses 2-pt shot from 16 ft,,61-57,,
4:08.0,,,61-57,,Defensive rebound by J. Holiday
4:01.0,,,61-57,,A. Davis misses 2-pt shot from 4 ft (block by L. Aldridge)
4:01.0,,,61-57,,Offensive rebound by Team
3:58.0,,,61-59,2,J. Holiday makes 2-pt shot from 15 ft (assist by E. Moore)
3:58.0,San Antonio full timeout,,61-59,,
3:41.0,K. Leonard makes 2-pt shot from 3 ft,2,63-59,,
3:24.0,,,63-62,3,J. Holiday makes 3-pt shot from 26 ft (assist by E. Moore)
3:03.0,K. Leonard misses 2-pt shot from 17 ft,,63-62,,
3:03.0,,,63-62,,Defensive rebound by Team
2:47.0,J. Simmons enters the game for K. Leonard,,63-62,,
2:47.0,,,63-62,,J. Holiday misses 3-pt shot from 26 ft
2:45.0,Defensive rebound by J. Simmons,,63-62,,
2:34.0,P. Gasol makes 2-pt shot from 20 ft (assist by J. Simmons),2,65-62,,
2:24.0,,,65-62,,S. Hill misses 3-pt shot from 26 ft
2:23.0,Defensive rebound by P. Gasol,,65-62,,
2:05.0,P. Gasol misses 3-pt shot from 27 ft,,65-62,,
2:03.0,Offensive rebound by P. Mills,,65-62,,
1:54.0,L. Aldridge makes 2-pt shot from 17 ft,2,67-62,,
1:42.0,Personal foul by J. Simmons (drawn by A. Davis),,67-62,,
1:42.0,,,67-62,,D. Cousins enters the game for S. Hill
1:42.0,,,67-62,,T. Frazier enters the game for A. Davis
1:42.0,,,67-62,,H. Thompson enters the game for J. Holiday
1:29.0,,,67-62,,D. Cousins misses 2-pt shot from 18 ft
1:28.0,,,67-62,,Offensive rebound by Team
1:28.0,,,67-62,,Turnover by Team (shot clock)
1:28.0,D. Lee enters the game for L. Aldridge,,67-62,,
1:11.0,P. Gasol misses 2-pt shot from 3 ft,,67-62,,
1:07.0,,,67-62,,Defensive rebound by Team
0:55.0,,,67-64,2,D. Cousins makes 2-pt shot at rim
0:42.0,P. Mills misses 3-pt shot from 26 ft,,67-64,,
0:40.0,,,67-64,,Defensive rebound by E. Moore
0:26.0,,,67-64,,E. Moore misses 2-pt shot from 2 ft (block by P. Gasol)
0:24.0,Defensive rebound by J. Simmons,,67-64,,
0:24.0,Turnover by J. Simmons (traveling),,67-64,,
0:03.0,,,67-64,,Shooting foul by D. Lee (drawn by D. Cousins)
0:03.0,,,67-65,1,D. Cousins makes free throw 1 of 2
0:03.0,,,67-66,1,D. Cousins makes free throw 2 of 2
0:00.0,P. Mills misses 3-pt shot from 38 ft,,67-66,,
0:00.0,Offensive rebound by Team,,67-66,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,,,67-66,,Shooting foul by D. Lee (drawn by D. Cunningham)
11:44.0,,,67-67,1,D. Cunningham makes free throw 1 of 2
11:44.0,,,67-67,,D. Cunningham misses free throw 2 of 2
11:44.0,D. Green enters the game for D. Lee,,67-67,,
11:42.0,,,67-67,,Offensive rebound by D. Cousins
11:42.0,,,67-67,,Loose ball foul by D. Cousins (drawn by J. Simmons)
11:42.0,,,67-67,,Turnover by D. Cousins (offensive foul)
11:26.0,P. Mills misses 3-pt shot from 27 ft,,67-67,,
11:25.0,,,67-67,,Defensive rebound by E. Moore
11:22.0,Violation by J. Simmons (kicked ball),,67-67,,
11:17.0,,,67-67,,T. Frazier misses 2-pt shot from 6 ft
11:16.0,,,67-67,,Offensive rebound by D. Cousins
11:13.0,,,67-67,,D. Cousins misses 2-pt shot from 3 ft
11:10.0,Defensive rebound by P. Mills,,67-67,,
10:59.0,P. Mills makes 2-pt shot from 21 ft (assist by P. Gasol),2,69-67,,
10:37.0,,,69-67,,Offensive foul by D. Cunningham
10:37.0,,,69-67,,Turnover by D. Cunningham (offensive foul)
10:22.0,Shooting foul by D. Cousins (drawn by P. Gasol),,69-67,,
10:22.0,P. Gasol makes free throw 1 of 2,1,70-67,,
10:22.0,P. Gasol makes free throw 2 of 2,1,71-67,,
10:07.0,,,71-67,,H. Thompson misses 3-pt shot from 24 ft
10:06.0,Defensive rebound by M. Ginobili,,71-67,,
10:00.0,Shooting foul by T. Frazier (drawn by P. Gasol),,71-67,,
10:00.0,P. Gasol misses free throw 1 of 2,,71-67,,
10:00.0,Offensive rebound by Team,,71-67,,
10:00.0,P. Gasol makes free throw 2 of 2,1,72-67,,
10:00.0,,,71-67,,A. Davis enters the game for D. Cunningham
10:00.0,,,71-67,,J. Holiday enters the game for T. Frazier
10:00.0,L. Aldridge enters the game for J. Simmons,,71-67,,
9:47.0,,,72-67,,J. Holiday misses 3-pt shot from 25 ft
9:46.0,,,72-67,,Offensive rebound by D. Cousins
9:38.0,,,72-67,,E. Moore misses 2-pt shot from 18 ft
9:35.0,Defensive rebound by P. Gasol,,72-67,,
9:33.0,San Antonio full timeout,,72-67,,
9:33.0,J. Simmons enters the game for P. Gasol,,72-67,,
9:33.0,D. Dedmon enters the game for P. Mills,,72-67,,
9:27.0,P. Mills enters the game for J. Simmons,,72-67,,
9:27.0,M. Ginobili makes 2-pt shot from 1 ft,2,74-67,,
9:12.0,Personal foul by M. Ginobili (drawn by A. Davis),,74-67,,
9:12.0,,,74-68,1,A. Davis makes free throw 1 of 2
9:12.0,,,74-69,1,A. Davis makes free throw 2 of 2
9:03.0,,,74-69,,Personal foul by E. Moore (drawn by M. Ginobili)
8:53.0,L. Aldridge makes 2-pt shot from 12 ft,2,76-69,,
8:35.0,,,76-69,,A. Davis misses 2-pt shot from 2 ft (block by L. Aldridge)
8:33.0,Defensive rebound by M. Ginobili,,76-69,,
8:32.0,Turnover by D. Dedmon (traveling),,76-69,,
8:25.0,Personal foul by D. Green (drawn by J. Holiday),,76-69,,
8:16.0,,,76-71,2,A. Davis makes 2-pt shot from 19 ft
8:00.0,L. Aldridge misses 2-pt shot from 20 ft,,76-71,,
7:58.0,,,76-71,,Defensive rebound by D. Cousins
7:50.0,,,76-71,,J. Holiday misses 2-pt shot from 17 ft
7:49.0,Defensive rebound by D. Green,,76-71,,
7:42.0,M. Ginobili misses 3-pt shot from 26 ft,,76-71,,
7:40.0,,,76-71,,Defensive rebound by E. Moore
7:29.0,,,76-71,,Shooting foul by D. Dedmon (drawn by D. Cousins)
7:29.0,,,76-72,1,D. Cousins makes free throw 1 of 2
7:29.0,,,76-73,1,D. Cousins makes free throw 2 of 2
7:29.0,K. Leonard enters the game for M. Ginobili,,76-72,,
7:29.0,T. Parker enters the game for P. Mills,,76-72,,
7:29.0,,,76-72,,S. Hill enters the game for H. Thompson
7:07.0,D. Green misses 2-pt shot from 6 ft,,76-73,,
7:07.0,,,76-73,,Defensive rebound by A. Davis
7:07.0,Loose ball foul by D. Dedmon (drawn by A. Davis),,76-73,,
7:07.0,,,76-74,1,A. Davis makes free throw 1 of 2
7:07.0,,,76-75,1,A. Davis makes free throw 2 of 2
7:07.0,P. Gasol enters the game for D. Dedmon,,76-73,,
7:07.0,,,76-74,,D. Cunningham enters the game for D. Cousins
6:52.0,K. Leonard makes 2-pt shot from 17 ft,2,78-75,,
6:36.0,,,78-77,2,J. Holiday makes 2-pt shot from 3 ft
6:18.0,L. Aldridge makes 2-pt shot from 5 ft,2,80-77,,
6:04.0,,,80-80,3,D. Cunningham makes 3-pt shot from 24 ft (assist by E. Moore)
5:38.0,D. Green makes 2-pt shot from 6 ft (assist by P. Gasol),2,82-80,,
5:22.0,,,82-83,3,A. Davis makes 3-pt shot from 26 ft (assist by E. Moore)
5:05.0,,,82-83,,Personal foul by S. Hill (drawn by K. Leonard)
5:05.0,Official timeout,,82-83,,
5:05.0,K. Leonard makes free throw 1 of 2,1,83-83,,
5:05.0,K. Leonard makes free throw 2 of 2,1,84-83,,
5:05.0,,,82-83,,D. Cousins enters the game for D. Cunningham
4:55.0,,,84-85,2,J. Holiday makes 2-pt shot from 16 ft
4:37.0,L. Aldridge misses 2-pt shot from 18 ft,,84-85,,
4:36.0,Offensive rebound by P. Gasol,,84-85,,
4:36.0,Shooting foul by D. Cousins (drawn by P. Gasol),,84-85,,
4:36.0,P. Gasol misses free throw 1 of 2,,84-85,,
4:36.0,Offensive rebound by Team,,84-85,,
4:36.0,P. Gasol misses free throw 2 of 2,,84-85,,
4:34.0,,,84-85,,Defensive rebound by Team
4:34.0,Loose ball foul by L. Aldridge (drawn by A. Davis),,84-85,,
4:34.0,,,84-85,,A. Davis misses free throw 1 of 2
4:34.0,,,84-85,,Offensive rebound by Team
4:34.0,,,84-86,1,A. Davis makes free throw 2 of 2
4:20.0,K. Leonard misses 2-pt shot from 16 ft,,84-86,,
4:19.0,,,84-86,,Defensive rebound by D. Cousins
4:05.0,,,84-86,,J. Holiday misses 3-pt shot from 26 ft
4:04.0,Defensive rebound by Team,,84-86,,
3:46.0,Turnover by L. Aldridge (traveling),,84-86,,
3:36.0,,,84-86,,A. Davis misses 3-pt shot from 27 ft
3:34.0,,,84-86,,Offensive rebound by J. Holiday
3:30.0,,,84-86,,Shooting foul by L. Aldridge (drawn by A. Davis)
3:30.0,,,84-87,1,A. Davis makes free throw 1 of 2
3:30.0,,,84-87,,A. Davis misses free throw 2 of 2
3:28.0,Defensive rebound by K. Leonard,,84-87,,
3:14.0,D. Green misses 3-pt shot from 27 ft,,84-87,,
3:12.0,Offensive rebound by L. Aldridge,,84-87,,
3:03.0,K. Leonard misses 2-pt shot from 13 ft,,84-87,,
3:02.0,,,84-87,,Defensive rebound by D. Cousins
2:56.0,,,84-87,,New Orleans full timeout
2:56.0,M. Ginobili enters the game for D. Green,,84-87,,
2:56.0,P. Mills enters the game for T. Parker,,84-87,,
2:42.0,,,84-87,,D. Cousins misses 2-pt shot from 8 ft
2:40.0,,,84-87,,Offensive rebound by S. Hill
2:23.0,,,84-87,,Turnover by D. Cousins (traveling)
2:09.0,,,84-87,,Personal foul by J. Holiday
2:09.0,P. Mills misses free throw 1 of 2,,84-87,,
2:09.0,Offensive rebound by Team,,84-87,,
