time,Cleveland,pts.away,score,pts.home,Toronto
4:05.0,,,10-21,3,S. Ibaka makes 3-pt shot from 26 ft (assist by D. DeRozan)
3:49.0,L. James makes 3-pt shot from 25 ft,3,13-21,,
3:29.0,,,13-23,2,S. Ibaka makes 2-pt shot from 8 ft (assist by C. Joseph)
3:02.0,K. Irving makes 2-pt shot from 5 ft (assist by J. Smith),2,15-23,,
2:59.0,,,15-23,,Toronto full timeout
2:59.0,,,15-23,,F. VanVleet enters the game for J. Valanciunas
2:59.0,,,15-23,,N. Powell enters the game for C. Joseph
2:38.0,,,15-26,3,N. Powell makes 3-pt shot from 23 ft (assist by F. VanVleet)
2:24.0,K. Irving makes 2-pt shot from 5 ft,2,17-26,,
2:07.0,,,17-26,,P. Tucker misses 2-pt shot from 10 ft
2:07.0,,,17-26,,Offensive rebound by N. Powell
2:03.0,,,17-26,,Turnover by N. Powell (bad pass; steal by K. Love)
1:54.0,L. James makes 2-pt shot from 1 ft,2,19-26,,
1:41.0,Def 3 sec tech foul by C. Frye,,19-26,,
1:41.0,,,19-26,,D. DeRozan misses technical free throw
1:41.0,,,19-26,,Offensive rebound by Team
1:26.0,,,19-26,,N. Powell misses 3-pt shot from 28 ft
1:25.0,Defensive rebound by L. James,,19-26,,
1:18.0,J. Smith makes 3-pt shot from 26 ft (assist by L. James),3,22-26,,
0:57.0,,,22-26,,Turnover by D. DeRozan (lost ball; steal by J. Smith)
0:56.0,,,22-26,,Personal foul by F. VanVleet (drawn by K. Irving)
0:50.0,K. Irving misses 2-pt shot from 14 ft,,22-26,,
0:49.0,,,22-26,,Defensive rebound by S. Ibaka
0:40.0,,,22-28,2,D. DeRozan makes 2-pt shot from 17 ft
0:34.0,C. Frye makes 3-pt shot from 23 ft (assist by L. James),3,25-28,,
0:23.0,,,25-28,,S. Ibaka misses 2-pt shot from 9 ft
0:23.0,,,25-28,,Offensive rebound by P. Tucker
0:19.0,,,25-28,,Turnover by P. Tucker (bad pass; steal by K. Irving)
0:15.0,L. James makes 2-pt shot from 3 ft (assist by K. Irving),2,27-28,,
0:15.0,Shooting foul by S. Ibaka (drawn by L. James),,27-28,,
0:15.0,L. James makes free throw 1 of 1,1,28-28,,
0:15.0,T. Thompson enters the game for K. Love,,27-28,,
0:15.0,I. Shumpert enters the game for J. Smith,,27-28,,
0:15.0,D. Williams enters the game for K. Irving,,27-28,,
0:09.0,,,28-28,,Offensive foul by F. VanVleet
0:09.0,,,28-28,,Turnover by F. VanVleet (offensive foul)
0:09.0,K. Irving enters the game for D. Williams,,28-28,,
0:09.0,,,28-28,,J. Valanciunas enters the game for S. Ibaka
0:01.0,C. Frye misses 3-pt shot from 27 ft,,28-28,,
0:01.0,,,28-28,,Defensive rebound by P. Tucker
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,Turnover by L. James (lost ball; steal by P. Tucker),,28-28,,
11:39.0,,,28-28,,D. DeRozan misses 2-pt shot from 17 ft
11:39.0,,,28-28,,Offensive rebound by P. Tucker
11:31.0,,,28-28,,Shooting foul by I. Shumpert (drawn by D. DeRozan)
11:31.0,,,28-29,1,D. DeRozan makes free throw 1 of 2
11:31.0,,,28-30,1,D. DeRozan makes free throw 2 of 2
11:19.0,L. James misses 3-pt shot from 26 ft,,28-30,,
11:18.0,,,28-30,,Defensive rebound by P. Patterson
11:10.0,,,28-30,,Turnover by N. Powell (lost ball; steal by D. Williams)
11:08.0,T. Thompson enters the game for C. Frye,,28-30,,
10:54.0,,,28-30,,Personal foul by N. Powell (drawn by D. Williams)
10:44.0,K. Korver misses 3-pt shot from 24 ft,,28-30,,
10:43.0,,,28-30,,Defensive rebound by P. Tucker
10:34.0,,,28-30,,C. Joseph misses 2-pt shot from 19 ft
10:34.0,Defensive rebound by L. James,,28-30,,
10:18.0,D. Williams makes 3-pt shot from 27 ft,3,31-30,,
10:00.0,,,31-32,2,C. Joseph makes 2-pt shot from 9 ft
9:47.0,Offensive foul by T. Thompson,,31-32,,
9:47.0,Turnover by T. Thompson (offensive foul),,31-32,,
9:47.0,,,31-32,,Technical foul by P. Patterson
9:47.0,Technical foul by T. Thompson,,31-32,,
9:29.0,,,31-32,,N. Powell misses 3-pt shot from 23 ft
9:28.0,Defensive rebound by I. Shumpert,,31-32,,
9:21.0,D. Williams misses 3-pt shot from 26 ft,,31-32,,
9:20.0,,,31-32,,Defensive rebound by C. Joseph
9:01.0,,,31-32,,P. Tucker misses 2-pt shot from 3 ft
9:00.0,,,31-32,,Offensive rebound by P. Tucker
8:56.0,,,31-32,,Turnover by Team (shot clock)
8:56.0,Official timeout,,31-32,,
8:56.0,K. Irving enters the game for L. James,,31-32,,
8:56.0,,,31-32,,J. Valanciunas enters the game for P. Tucker
8:42.0,K. Korver makes 3-pt shot from 27 ft (assist by D. Williams),3,34-32,,
8:25.0,,,34-34,2,N. Powell makes 2-pt shot from 4 ft (assist by P. Patterson)
8:10.0,K. Irving misses 2-pt shot from 5 ft,,34-34,,
8:09.0,Offensive rebound by Team,,34-34,,
8:07.0,,,34-34,,Personal foul by D. DeRozan (drawn by I. Shumpert)
8:07.0,,,34-34,,Toronto full timeout
8:07.0,Technical foul by I. Shumpert,,34-34,,
8:07.0,,,34-35,1,C. Joseph makes technical free throw
8:07.0,,,34-34,,D. Carroll enters the game for D. DeRozan
7:58.0,K. Korver makes 2-pt shot from 17 ft,2,36-35,,
7:37.0,,,36-37,2,C. Joseph makes 2-pt shot from 22 ft
7:17.0,I. Shumpert misses 3-pt shot from 24 ft,,36-37,,
7:17.0,,,36-37,,Defensive rebound by D. Carroll
7:08.0,,,36-37,,D. Carroll misses 2-pt shot from 11 ft
7:07.0,Defensive rebound by Team,,36-37,,
7:07.0,L. James enters the game for I. Shumpert,,36-37,,
6:55.0,K. Irving misses 2-pt shot from 4 ft (block by J. Valanciunas),,36-37,,
6:55.0,Offensive rebound by Team,,36-37,,
6:55.0,,,36-37,,P. Tucker enters the game for P. Patterson
6:55.0,K. Love enters the game for T. Thompson,,36-37,,
6:51.0,Turnover by L. James (bad pass),,36-37,,
6:32.0,,,36-37,,J. Valanciunas misses 2-pt shot from 5 ft
6:32.0,Defensive rebound by K. Irving,,36-37,,
6:24.0,K. Love makes 3-pt shot from 25 ft (assist by K. Irving),3,39-37,,
6:16.0,,,39-37,,Turnover by N. Powell (lost ball; steal by D. Williams)
6:01.0,K. Irving makes 3-pt shot from 23 ft (assist by D. Williams),3,42-37,,
6:01.0,,,42-37,,Toronto full timeout
6:01.0,,,42-37,,D. DeRozan enters the game for J. Valanciunas
6:01.0,,,42-37,,S. Ibaka enters the game for D. Carroll
5:43.0,,,42-39,2,D. DeRozan makes 2-pt shot from 17 ft
5:31.0,L. James makes 2-pt shot at rim (assist by K. Korver),2,44-39,,
5:05.0,,,44-41,2,S. Ibaka makes 2-pt shot from 5 ft (assist by C. Joseph)
4:51.0,K. Korver makes 2-pt shot from 20 ft (assist by K. Irving),2,46-41,,
4:35.0,,,46-41,,N. Powell misses 3-pt shot from 24 ft
4:35.0,,,46-41,,Offensive rebound by P. Tucker
4:29.0,,,46-41,,S. Ibaka misses 3-pt shot from 26 ft
4:29.0,Defensive rebound by L. James,,46-41,,
4:18.0,D. Williams makes 2-pt shot from 3 ft (assist by L. James),2,48-41,,
4:06.0,,,48-41,,S. Ibaka misses 2-pt shot from 7 ft
4:05.0,Defensive rebound by K. Korver,,48-41,,
3:54.0,K. Korver makes 3-pt shot from 24 ft (assist by K. Love),3,51-41,,
3:46.0,,,51-41,,Toronto full timeout
3:46.0,,,51-41,,D. Carroll enters the game for N. Powell
3:27.0,,,51-41,,C. Joseph misses 2-pt shot from 20 ft
3:27.0,Defensive rebound by Team,,51-41,,
3:27.0,,,51-41,,Loose ball foul by S. Ibaka (drawn by D. Williams)
3:18.0,,,51-41,,Personal foul by D. Carroll (drawn by L. James)
3:08.0,K. Irving misses 2-pt shot from 19 ft,,51-41,,
3:07.0,,,51-41,,Defensive rebound by D. DeRozan
3:00.0,,,51-43,2,S. Ibaka makes 2-pt shot from 4 ft (assist by D. DeRozan)
2:45.0,Turnover by K. Irving (lost ball; steal by P. Tucker),,51-43,,
2:42.0,,,51-43,,Turnover by D. DeRozan (lost ball; steal by K. Irving)
2:38.0,L. James makes 2-pt shot at rim (assist by K. Irving),2,53-43,,
2:19.0,,,53-45,2,S. Ibaka makes 2-pt shot at rim (assist by D. Carroll)
2:16.0,Cleveland full timeout,,53-45,,
2:16.0,J. Smith enters the game for D. Williams,,53-45,,
2:16.0,,,53-45,,P. Patterson enters the game for S. Ibaka
2:02.0,K. Love misses 3-pt shot from 25 ft,,53-45,,
1:59.0,,,53-45,,Defensive rebound by C. Joseph
1:51.0,,,53-47,2,D. Carroll makes 2-pt shot from 1 ft (assist by C. Joseph)
1:35.0,K. Korver makes 3-pt shot from 23 ft (assist by L. James),3,56-47,,
1:23.0,,,56-47,,Turnover by P. Patterson (bad pass; steal by K. Irving)
1:22.0,,,56-47,,Personal foul by C. Joseph (drawn by L. James)
1:22.0,L. James makes free throw 1 of 2,1,57-47,,
1:22.0,L. James makes free throw 2 of 2,1,58-47,,
1:07.0,,,58-47,,D. DeRozan misses 2-pt shot from 2 ft (block by L. James)
1:06.0,Defensive rebound by L. James,,58-47,,
0:59.0,K. Korver makes 3-pt shot from 23 ft (assist by K. Irving),3,61-47,,
0:50.0,,,61-47,,D. DeRozan misses 2-pt shot from 3 ft (block by K. Korver)
0:48.0,Defensive rebound by K. Irving,,61-47,,
0:40.0,K. Love misses 3-pt shot from 24 ft,,61-47,,
0:40.0,,,61-47,,Defensive rebound by D. Carroll
0:30.0,,,61-49,2,C. Joseph makes 2-pt shot from 4 ft
0:10.0,K. Korver misses 3-pt shot from 25 ft,,61-49,,
0:09.0,,,61-49,,Defensive rebound by P. Tucker
0:01.0,,,61-49,,Turnover by D. DeRozan (lost ball)
0:00.0,J. Smith misses 3-pt shot from 32 ft,,61-49,,
0:00.0,Offensive rebound by Team,,61-49,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,J. Smith misses 3-pt shot from 24 ft,,61-49,,
11:41.0,Offensive rebound by Team,,61-49,,
11:41.0,,,61-49,,Loose ball foul by J. Valanciunas (drawn by T. Thompson)
11:41.0,,,61-49,,Technical foul by J. Valanciunas (drawn by T. Thompson)
11:41.0,K. Irving makes technical free throw,1,62-49,,
11:36.0,K. Irving makes 2-pt shot from 20 ft (assist by T. Thompson),2,64-49,,
11:16.0,,,64-49,,J. Valanciunas misses 3-pt shot from 25 ft
11:16.0,Defensive rebound by K. Love,,64-49,,
11:07.0,K. Irving misses 2-pt shot from 13 ft,,64-49,,
11:07.0,Offensive rebound by T. Thompson,,64-49,,
10:52.0,Turnover by L. James (bad pass; steal by C. Joseph),,64-49,,
10:45.0,,,64-51,2,D. DeRozan makes 2-pt shot from 1 ft (assist by C. Joseph)
10:20.0,L. James makes 3-pt shot from 28 ft,3,67-51,,
9:57.0,,,67-51,,J. Valanciunas misses 2-pt shot from 6 ft
9:57.0,Defensive rebound by T. Thompson,,67-51,,
9:47.0,K. Love misses 3-pt shot from 26 ft,,67-51,,
9:47.0,,,67-51,,Defensive rebound by Team
9:37.0,,,67-51,,D. DeRozan misses 3-pt shot from 23 ft
9:37.0,,,67-51,,Offensive rebound by J. Valanciunas
9:26.0,,,67-53,2,J. Valanciunas makes 2-pt shot from 4 ft (assist by C. Joseph)
9:11.0,,,67-53,,Violation by S. Ibaka (kicked ball)
9:00.0,L. James misses 3-pt shot from 28 ft,,67-53,,
9:00.0,Offensive rebound by K. Irving,,67-53,,
8:56.0,K. Irving makes 2-pt shot from 15 ft,2,69-53,,
8:43.0,,,69-53,,Turnover by C. Joseph (step out of bounds)
8:19.0,J. Smith misses 3-pt shot from 28 ft,,69-53,,
8:19.0,,,69-53,,Defensive rebound by Team
8:19.0,Loose ball foul by K. Love (drawn by S. Ibaka),,69-53,,
8:08.0,,,69-53,,S. Ibaka misses 3-pt shot from 26 ft
8:08.0,Defensive rebound by J. Smith,,69-53,,
7:59.0,L. James misses 2-pt shot from 7 ft,,69-53,,
7:58.0,Offensive rebound by T. Thompson,,69-53,,
7:57.0,T. Thompson misses 2-pt shot from 3 ft,,69-53,,
7:57.0,,,69-53,,Defensive rebound by P. Tucker
7:43.0,,,69-56,3,C. Joseph makes 3-pt shot from 23 ft (assist by D. DeRozan)
7:16.0,K. Irving misses 3-pt shot from 26 ft,,69-56,,
7:16.0,Offensive rebound by Team,,69-56,,
7:16.0,Turnover by Team (shot clock),,69-56,,
6:59.0,,,69-58,2,S. Ibaka makes 2-pt shot from 19 ft (assist by D. DeRozan)
6:59.0,Cleveland full timeout,,69-58,,
6:40.0,L. James makes 2-pt shot from 14 ft,2,71-58,,
6:22.0,,,71-58,,Shooting foul by J. Smith (drawn by D. DeRozan)
6:22.0,,,71-59,1,D. DeRozan makes free throw 1 of 2
6:22.0,,,71-60,1,D. DeRozan makes free throw 2 of 2
6:11.0,L. James makes 3-pt shot from 27 ft,3,74-60,,
5:57.0,,,74-62,2,S. Ibaka makes 2-pt shot from 19 ft (assist by C. Joseph)
5:36.0,K. Irving misses 2-pt shot from 21 ft,,74-62,,
5:36.0,,,74-62,,Defensive rebound by C. Joseph
5:26.0,,,74-64,2,C. Joseph makes 2-pt shot from 5 ft
4:58.0,L. James misses 3-pt shot from 23 ft,,74-64,,
4:58.0,,,74-64,,Defensive rebound by J. Valanciunas
4:46.0,,,74-67,3,S. Ibaka makes 3-pt shot from 23 ft (assist by C. Joseph)
4:44.0,Cleveland full timeout,,74-67,,
4:44.0,C. Frye enters the game for K. Love,,74-67,,
4:44.0,K. Korver enters the game for J. Smith,,74-67,,
4:44.0,,,74-67,,N. Powell enters the game for J. Valanciunas
4:29.0,K. Irving makes 2-pt shot from 1 ft,2,76-67,,
4:14.0,,,76-70,3,N. Powell makes 3-pt shot from 25 ft (assist by C. Joseph)
3:59.0,K. Irving misses 3-pt shot from 27 ft,,76-70,,
3:58.0,,,76-70,,Defensive rebound by D. DeRozan
3:46.0,,,76-72,2,D. DeRozan makes 2-pt shot from 13 ft
3:26.0,T. Thompson makes 2-pt shot at rim (assist by K. Irving),2,78-72,,
3:07.0,,,78-72,,Shooting foul by L. James (drawn by D. DeRozan)
3:07.0,,,78-73,1,D. DeRozan makes free throw 1 of 2
3:07.0,,,78-73,,D. DeRozan misses free throw 2 of 2
3:06.0,Defensive rebound by T. Thompson,,78-73,,
2:50.0,Turnover by T. Thompson (bad pass; steal by P. Tucker),,78-73,,
2:38.0,,,78-73,,P. Tucker misses 3-pt shot from 23 ft
2:37.0,,,78-73,,Offensive rebound by Team
2:37.0,,,78-73,,Toronto full timeout
2:30.0,,,78-73,,S. Ibaka misses 3-pt shot from 23 ft
2:29.0,Defensive rebound by L. James,,78-73,,
2:24.0,Shooting foul by P. Tucker (drawn by L. James),,78-73,,
2:24.0,L. James makes free throw 1 of 2,1,79-73,,
2:24.0,L. James makes free throw 2 of 2,1,80-73,,
2:24.0,I. Shumpert enters the game for T. Thompson,,79-73,,
2:12.0,,,80-75,2,D. DeRozan makes 2-pt shot from 21 ft (assist by C. Joseph)
1:55.0,C. Frye makes 2-pt shot at rim (assist by K. Irving),2,82-75,,
1:37.0,,,82-75,,D. DeRozan misses 2-pt shot from 19 ft
1:36.0,Defensive rebound by K. Korver,,82-75,,
1:18.0,C. Frye makes 3-pt shot from 25 ft (assist by L. James),3,85-75,,
1:00.0,,,85-75,,Shooting foul by C. Frye (drawn by N. Powell)
1:00.0,,,85-76,1,N. Powell makes free throw 1 of 2
1:00.0,,,85-77,1,N. Powell makes free throw 2 of 2
1:00.0,,,85-76,,F. VanVleet enters the game for C. Joseph
1:00.0,,,85-76,,P. Patterson enters the game for S. Ibaka
0:49.0,Turnover by L. James (lost ball; steal by P. Tucker),,85-77,,
0:40.0,,,85-77,,F. VanVleet misses 3-pt shot from 24 ft (block by K. Irving)
0:39.0,Defensive rebound by K. Korver,,85-77,,
0:33.0,Turnover by C. Frye (lost ball),,85-77,,
0:33.0,D. Williams enters the game for K. Irving,,85-77,,
0:19.0,,,85-77,,P. Patterson misses 3-pt shot from 23 ft
0:18.0,,,85-77,,Offensive rebound by N. Powell
0:01.0,,,85-80,3,P. Tucker makes 3-pt shot from 24 ft (assist by P. Patterson)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:35.0,,,85-80,,P. Patterson misses 3-pt shot from 26 ft
11:34.0,Defensive rebound by D. Williams,,85-80,,
11:19.0,D. Williams misses 3-pt shot from 25 ft,,85-80,,
11:18.0,,,85-80,,Defensive rebound by D. DeRozan
10:58.0,,,85-83,3,P. Tucker makes 3-pt shot from 26 ft (assist by P. Patterson)
10:29.0,Turnover by L. James (bad pass; steal by P. Patterson),,85-83,,
10:22.0,,,85-83,,N. Powell misses 2-pt shot from 3 ft
10:21.0,,,85-83,,Offensive rebound by D. DeRozan
10:20.0,,,85-83,,D. DeRozan misses 2-pt shot from 2 ft
10:20.0,Defensive rebound by I. Shumpert,,85-83,,
10:08.0,Shooting foul by N. Powell (drawn by L. James),,85-83,,
10:08.0,L. James makes free throw 1 of 2,1,86-83,,
10:08.0,L. James makes free throw 2 of 2,1,87-83,,
10:08.0,,,86-83,,J. Valanciunas enters the game for P. Patterson
9:51.0,,,87-86,3,F. VanVleet makes 3-pt shot from 25 ft (assist by D. DeRozan)
9:32.0,L. James makes 3-pt shot from 27 ft (assist by D. Williams),3,90-86,,
9:14.0,,,90-88,2,D. DeRozan makes 2-pt shot from 20 ft
8:57.0,T. Thompson makes 2-pt shot at rim (assist by D. Williams),2,92-88,,
8:40.0,,,92-88,,D. DeRozan misses 2-pt shot from 15 ft (block by I. Shumpert)
8:40.0,,,92-88,,Offensive rebound by Team
8:40.0,Official timeout,,92-88,,
8:37.0,,,92-88,,J. Valanciunas misses 2-pt shot from 2 ft
8:37.0,,,92-88,,Offensive rebound by N. Powell
8:23.0,,,92-90,2,J. Valanciunas makes 2-pt shot from 5 ft
8:04.0,,,92-90,,Personal foul by N. Powell (drawn by K. Korver)
8:04.0,K. Love enters the game for I. Shumpert,,92-90,,
8:04.0,K. Irving enters the game for D. Williams,,92-90,,
8:04.0,,,92-90,,C. Joseph enters the game for N. Powell
8:04.0,,,92-90,,S. Ibaka enters the game for F. VanVleet
7:49.0,L. James misses 2-pt shot from 22 ft,,92-90,,
7:48.0,,,92-90,,Defensive rebound by J. Valanciunas
7:37.0,,,92-90,,Turnover by D. DeRozan (bad pass; steal by T. Thompson)
7:24.0,,,92-90,,Personal foul by C. Joseph (drawn by T. Thompson)
7:17.0,L. James misses 3-pt shot from 27 ft,,92-90,,
7:17.0,Offensive rebound by L. James,,92-90,,
7:13.0,L. James misses 3-pt shot from 24 ft,,92-90,,
7:12.0,,,92-90,,Defensive rebound by C. Joseph
6:57.0,,,92-90,,J. Valanciunas misses 2-pt shot from 5 ft
6:57.0,Defensive rebound by K. Korver,,92-90,,
6:48.0,K. Irving misses 3-pt shot from 27 ft,,92-90,,
6:48.0,,,92-90,,Defensive rebound by J. Valanciunas
6:38.0,,,92-90,,Shooting foul by K. Love (drawn by S. Ibaka)
6:38.0,,,92-92,2,S. Ibaka makes 2-pt shot from 14 ft (assist by C. Joseph)
6:38.0,,,92-93,1,S. Ibaka makes free throw 1 of 1
6:15.0,K. Irving makes 3-pt shot from 26 ft,3,95-93,,
5:59.0,,,95-93,,D. DeRozan misses 2-pt shot from 20 ft
5:59.0,Defensive rebound by K. Irving,,95-93,,
5:54.0,Shooting foul by D. DeRozan (drawn by K. Irving),,95-93,,
5:54.0,,,95-93,,Toronto full timeout
5:54.0,K. Irving makes free throw 1 of 2,1,96-93,,
5:54.0,K. Irving makes free throw 2 of 2,1,97-93,,
5:34.0,,,97-93,,Shooting foul by K. Irving (drawn by C. Joseph)
5:34.0,,,97-94,1,C. Joseph makes free throw 1 of 2
5:34.0,,,97-95,1,C. Joseph makes free throw 2 of 2
5:14.0,K. Irving makes 2-pt shot from 2 ft,2,99-95,,
4:47.0,,,99-95,,C. Joseph misses 2-pt shot from 10 ft
4:46.0,Defensive rebound by L. James,,99-95,,
4:38.0,,,99-95,,Personal block foul by D. DeRozan (drawn by K. Irving)
4:38.0,K. Irving makes free throw 1 of 2,1,100-95,,
4:38.0,K. Irving makes free throw 2 of 2,1,101-95,,
4:23.0,,,101-95,,D. DeRozan misses 2-pt shot from 18 ft
4:22.0,Defensive rebound by L. James,,101-95,,
4:00.0,K. Irving makes 2-pt shot from 4 ft,2,103-95,,
4:00.0,,,103-95,,Toronto full timeout
4:00.0,Cleveland full timeout,,103-95,,
4:00.0,,,103-95,,N. Powell enters the game for J. Valanciunas
3:50.0,,,103-95,,N. Powell misses 3-pt shot from 26 ft
3:49.0,Defensive rebound by K. Love,,103-95,,
3:27.0,K. Irving misses 2-pt shot from 11 ft,,103-95,,
3:26.0,,,103-95,,Defensive rebound by P. Tucker
3:19.0,,,103-95,,P. Tucker misses 3-pt shot from 26 ft
3:19.0,Defensive rebound by K. Irving,,103-95,,
2:54.0,L. James makes 3-pt shot from 26 ft,3,106-95,,
2:43.0,,,106-95,,Toronto full timeout
2:37.0,,,106-95,,S. Ibaka misses 2-pt shot from 15 ft
2:37.0,,,106-95,,Offensive rebound by Team
2:37.0,Loose ball foul by T. Thompson,,106-95,,
2:31.0,,,106-97,2,D. DeRozan makes 2-pt shot from 20 ft
2:03.0,L. James misses 3-pt shot from 23 ft,,106-97,,
2:03.0,,,106-97,,Defensive rebound by N. Powell
1:55.0,,,106-97,,D. DeRozan misses 3-pt shot from 27 ft
1:55.0,Defensive rebound by K. Korver,,106-97,,
1:33.0,Cleveland full timeout,,106-97,,
1:30.0,L. James misses 2-pt shot from 9 ft,,106-97,,
1:30.0,,,106-97,,Defensive rebound by N. Powell
1:20.0,,,106-99,2,C. Joseph makes 2-pt shot from 4 ft (assist by N. Powell)
1:02.0,Shooting foul by P. Tucker (drawn by L. James),,106-99,,
1:02.0,L. James misses free throw 1 of 2,,106-99,,
1:02.0,Offensive rebound by Team,,106-99,,
1:02.0,L. James makes free throw 2 of 2,1,107-99,,
0:55.0,,,107-99,,N. Powell misses 3-pt shot from 26 ft
0:54.0,Defensive rebound by T. Thompson,,107-99,,
0:37.0,K. Irving misses 2-pt shot from 2 ft,,107-99,,
0:36.0,,,107-99,,Defensive rebound by N. Powell
0:25.0,,,107-102,3,P. Tucker makes 3-pt shot from 24 ft (assist by S. Ibaka)
0:25.0,Cleveland full timeout,,107-102,,
0:25.0,D. Williams enters the game for T. Thompson,,107-102,,
0:19.0,,,107-102,,Personal foul by D. DeRozan (drawn by K. Korver)
0:19.0,K. Korver makes free throw 1 of 2,1,108-102,,
0:19.0,K. Korver makes free throw 2 of 2,1,109-102,,
0:19.0,T. Thompson enters the game for D. Williams,,108-102,,
0:19.0,I. Shumpert enters the game for K. Love,,108-102,,
0:12.0,,,109-102,,N. Powell misses 3-pt shot from 30 ft
0:12.0,Defensive rebound by I. Shumpert,,109-102,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
