time,Golden State,pts.away,score,pts.home,Memphis
7:24.0,,,110-86,,M. Conley misses 2-pt shot from 16 ft
7:23.0,,,110-86,,Offensive rebound by T. Allen
7:21.0,,,110-86,,Shooting foul by D. Green (drawn by T. Allen)
7:21.0,,,110-87,1,T. Allen makes free throw 1 of 2
7:21.0,,,110-88,1,T. Allen makes free throw 2 of 2
7:21.0,,,110-87,,J. Green enters the game for Z. Randolph
7:21.0,J. McGee enters the game for D. Green,,110-87,,
7:16.0,K. Thompson misses 3-pt shot from 25 ft,,110-88,,
7:15.0,,,110-88,,Defensive rebound by Team
7:15.0,Loose ball foul by J. McAdoo (drawn by M. Gasol),,110-88,,
7:15.0,,,110-88,,M. Gasol misses free throw 1 of 2
7:15.0,,,110-88,,Offensive rebound by Team
7:15.0,,,110-89,1,M. Gasol makes free throw 2 of 2
7:15.0,A. Iguodala enters the game for J. McAdoo,,110-88,,
7:15.0,S. Curry enters the game for K. Thompson,,110-88,,
7:15.0,P. McCaw enters the game for S. Livingston,,110-88,,
7:10.0,J. McGee misses 2-pt shot at rim (block by T. Allen),,110-89,,
7:10.0,Jump ball: T. Allen vs. J. McGee (S. Curry gains possession),,,,Jump ball: T. Allen vs. J. McGee (S. Curry gains possession)
7:10.0,Offensive rebound by Team,,110-89,,
6:54.0,S. Curry misses 2-pt shot from 2 ft,,110-89,,
6:54.0,,,110-89,,Defensive rebound by Team
6:45.0,,,110-91,2,M. Gasol makes 2-pt shot from 1 ft (assist by M. Conley)
6:20.0,J. McGee misses 2-pt shot from 5 ft,,110-91,,
6:18.0,,,110-91,,Defensive rebound by J. Green
6:13.0,,,110-93,2,T. Allen makes 2-pt shot from 1 ft (assist by M. Conley)
6:13.0,Golden State full timeout,,110-93,,
6:13.0,D. Green enters the game for P. McCaw,,110-93,,
6:13.0,K. Thompson enters the game for J. McGee,,110-93,,
5:56.0,K. Durant makes 2-pt shot at rim (assist by D. Green),2,112-93,,
5:56.0,Shooting foul by J. Green (drawn by K. Durant),,112-93,,
5:56.0,K. Durant makes free throw 1 of 1,1,113-93,,
5:40.0,,,113-93,,M. Conley misses 2-pt shot from 12 ft
5:40.0,Defensive rebound by K. Durant,,113-93,,
5:23.0,Turnover by K. Durant (bad pass; steal by M. Gasol),,113-93,,
5:12.0,,,113-93,,M. Conley misses 2-pt shot from 12 ft
5:10.0,,,113-93,,Offensive rebound by J. Green
5:10.0,,,113-95,2,J. Green makes 2-pt shot from 1 ft
5:10.0,,,113-95,,Shooting foul by K. Thompson (drawn by J. Green)
5:10.0,,,113-96,1,J. Green makes free throw 1 of 1
4:56.0,S. Curry misses 3-pt shot from 25 ft,,113-96,,
4:55.0,,,113-96,,Defensive rebound by Team
4:46.0,,,113-96,,Turnover by M. Gasol (lost ball; steal by D. Green)
4:39.0,A. Iguodala makes 2-pt shot at rim (assist by K. Durant),2,115-96,,
4:25.0,Personal foul by D. Green (drawn by T. Allen),,115-96,,
4:25.0,,,115-97,1,T. Allen makes free throw 1 of 2
4:25.0,,,115-98,1,T. Allen makes free throw 2 of 2
4:07.0,Turnover by K. Durant (bad pass; steal by M. Conley),,115-98,,
4:01.0,,,115-101,3,J. Ennis makes 3-pt shot from 26 ft (assist by M. Conley)
4:00.0,Golden State full timeout,,115-101,,
3:42.0,K. Durant misses 3-pt shot from 26 ft,,115-101,,
3:41.0,,,115-101,,Defensive rebound by M. Gasol
3:26.0,,,115-101,,M. Conley misses 2-pt shot from 21 ft
3:23.0,,,115-101,,Offensive rebound by M. Gasol
3:23.0,,,115-101,,M. Gasol misses 2-pt shot from 1 ft (block by D. Green)
3:21.0,Defensive rebound by S. Curry,,115-101,,
3:06.0,K. Thompson misses 3-pt shot from 25 ft,,115-101,,
3:06.0,,,115-101,,Defensive rebound by M. Conley
2:55.0,,,115-101,,Turnover by J. Green (lost ball; steal by D. Green)
2:50.0,,,115-101,,Personal foul by J. Green (drawn by D. Green)
2:35.0,Turnover by D. Green (bad pass; steal by M. Conley),,115-101,,
2:27.0,,,115-101,,M. Gasol misses 3-pt shot from 27 ft
2:23.0,Defensive rebound by A. Iguodala,,115-101,,
2:23.0,,,115-101,,Personal take foul by T. Allen (drawn by A. Iguodala)
2:23.0,A. Iguodala makes free throw 1 of 2,1,116-101,,
2:23.0,A. Iguodala makes free throw 2 of 2,1,117-101,,
2:14.0,,,117-101,,Memphis full timeout
2:14.0,,,117-101,,B. Wright enters the game for J. Ennis
2:14.0,,,117-101,,T. Douglas enters the game for M. Gasol
2:14.0,,,117-101,,T. Daniels enters the game for T. Allen
2:14.0,,,117-101,,A. Harrison enters the game for M. Conley
1:59.0,,,117-101,,T. Daniels misses 2-pt shot from 13 ft (block by K. Durant)
1:59.0,,,117-101,,Offensive rebound by T. Daniels
1:59.0,,,117-103,2,T. Daniels makes 2-pt shot from 13 ft
1:44.0,,,117-103,,Personal foul by J. Green (drawn by K. Durant)
1:44.0,K. Durant makes free throw 1 of 2,1,118-103,,
1:44.0,K. Durant misses free throw 2 of 2,,118-103,,
1:44.0,K. Looney enters the game for D. Green,,118-103,,
1:44.0,B. Weber enters the game for S. Curry,,118-103,,
1:44.0,I. Clark enters the game for A. Iguodala,,118-103,,
1:44.0,D. Jones enters the game for K. Thompson,,118-103,,
1:43.0,,,118-103,,Defensive rebound by J. Green
1:24.0,,,118-103,,A. Harrison misses 3-pt shot from 26 ft
1:24.0,,,118-103,,Offensive rebound by Team
1:24.0,P. McCaw enters the game for K. Durant,,118-103,,
1:18.0,,,118-103,,T. Douglas misses 3-pt shot from 25 ft
1:18.0,Jump ball: D. Jones vs. B. Wright (T. Daniels gains possession),,,,Jump ball: D. Jones vs. B. Wright (T. Daniels gains possession)
1:18.0,,,118-103,,Offensive rebound by Team
1:00.0,,,118-103,,Turnover by A. Harrison (bad pass; steal by B. Weber)
0:57.0,B. Weber makes 2-pt shot from 2 ft,2,120-103,,
0:57.0,Shooting foul by J. Green (drawn by B. Weber),,120-103,,
0:57.0,B. Weber makes free throw 1 of 1,1,121-103,,
0:57.0,,,120-103,,J. Ennis enters the game for J. Green
0:49.0,,,121-105,2,B. Wright makes 2-pt shot at rim (assist by A. Harrison)
0:40.0,K. Looney misses 2-pt shot from 4 ft (block by B. Wright),,121-105,,
0:39.0,Offensive rebound by D. Jones,,121-105,,
0:31.0,Turnover by B. Weber (lost ball; steal by J. Ennis),,121-105,,
0:28.0,,,121-107,2,J. Ennis makes 2-pt shot at rim
0:07.0,,,121-107,,Personal foul by A. Harrison (drawn by B. Weber)
0:07.0,B. Weber misses free throw 1 of 2,,121-107,,
0:07.0,Offensive rebound by Team,,121-107,,
0:07.0,B. Weber makes free throw 2 of 2,1,122-107,,
0:01.0,,,122-107,,J. Ennis misses 3-pt shot from 28 ft
0:01.0,Defensive rebound by Team,,122-107,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
