time,Cleveland,pts.away,score,pts.home,Indiana
7:23.0,,,5-6,,C. Miles misses 3-pt shot from 23 ft
7:23.0,Defensive rebound by J. Smith,,5-6,,
7:15.0,K. Irving misses 2-pt shot from 16 ft (block by J. Teague),,5-6,,
7:14.0,,,5-6,,Defensive rebound by J. Teague
7:07.0,Personal foul by T. Thompson (drawn by T. Young),,5-6,,
6:56.0,,,5-8,2,P. George makes 2-pt shot from 18 ft (assist by T. Young)
6:40.0,L. James makes 2-pt shot from 1 ft,2,7-8,,
6:24.0,,,7-10,2,M. Turner makes 2-pt shot from 18 ft (assist by J. Teague)
6:16.0,L. James makes 2-pt shot from 2 ft,2,9-10,,
6:16.0,Shooting foul by P. George (drawn by L. James),,9-10,,
6:16.0,L. James makes free throw 1 of 1,1,10-10,,
6:00.0,,,10-13,3,P. George makes 3-pt shot from 27 ft
5:58.0,Cleveland full timeout,,10-13,,
5:46.0,L. James misses 2-pt shot from 7 ft,,10-13,,
5:45.0,,,10-13,,Defensive rebound by P. George
5:34.0,,,10-13,,Offensive foul by M. Turner
5:34.0,,,10-13,,Turnover by M. Turner (offensive foul)
5:34.0,,,10-13,,K. Seraphin enters the game for M. Turner
5:22.0,K. Love misses 3-pt shot from 27 ft,,10-13,,
5:22.0,,,10-13,,Defensive rebound by C. Miles
5:14.0,,,10-15,2,K. Seraphin makes 2-pt shot from 5 ft (assist by J. Teague)
4:58.0,,,10-15,,Shooting block foul by J. Teague (drawn by K. Irving)
4:58.0,K. Irving makes free throw 1 of 2,1,11-15,,
4:58.0,K. Irving makes free throw 2 of 2,1,12-15,,
4:58.0,,,11-15,,L. Stephenson enters the game for C. Miles
4:43.0,,,12-18,3,L. Stephenson makes 3-pt shot from 25 ft (assist by P. George)
4:26.0,K. Irving misses 3-pt shot from 27 ft,,12-18,,
4:25.0,,,12-18,,Defensive rebound by L. Stephenson
4:08.0,,,12-18,,L. Stephenson misses 3-pt shot from 23 ft
4:07.0,,,12-18,,Offensive rebound by T. Young
4:04.0,,,12-18,,L. Stephenson misses 3-pt shot from 26 ft
4:03.0,Defensive rebound by K. Love,,12-18,,
3:40.0,L. James misses 2-pt shot from 14 ft,,12-18,,
3:40.0,Offensive rebound by K. Love,,12-18,,
3:37.0,K. Love misses 2-pt shot from 1 ft,,12-18,,
3:36.0,Offensive rebound by K. Love,,12-18,,
3:36.0,K. Love misses 2-pt shot from 2 ft,,12-18,,
3:34.0,Offensive rebound by T. Thompson,,12-18,,
3:34.0,T. Thompson makes 2-pt shot from 1 ft,2,14-18,,
3:20.0,,,14-18,,K. Seraphin misses 2-pt shot from 7 ft
3:20.0,Defensive rebound by L. James,,14-18,,
3:09.0,L. James makes 2-pt shot from 2 ft,2,16-18,,
2:49.0,,,16-18,,P. George misses 3-pt shot from 24 ft
2:48.0,,,16-18,,Offensive rebound by P. George
2:45.0,,,16-18,,P. George misses 2-pt shot from 1 ft (block by K. Love)
2:45.0,Defensive rebound by Team,,16-18,,
2:45.0,,,16-18,,Indiana full timeout
2:45.0,,,16-18,,L. Allen enters the game for T. Young
2:22.0,J. Smith makes 2-pt shot from 22 ft,2,18-18,,
2:00.0,,,18-18,,L. Stephenson misses 2-pt shot from 19 ft
2:00.0,Defensive rebound by K. Love,,18-18,,
1:50.0,Turnover by L. James (bad pass; steal by P. George),,18-18,,
1:35.0,,,18-20,2,L. Stephenson makes 2-pt shot from 18 ft
1:25.0,Cleveland full timeout,,18-20,,
1:25.0,C. Frye enters the game for L. James,,18-20,,
1:25.0,K. Korver enters the game for J. Smith,,18-20,,
1:25.0,I. Shumpert enters the game for K. Love,,18-20,,
1:25.0,,,18-20,,M. Ellis enters the game for P. George
1:25.0,,,18-20,,G. Robinson enters the game for L. Allen
1:08.0,K. Irving makes 2-pt shot from 7 ft,2,20-20,,
0:50.0,,,20-20,,J. Teague misses 2-pt shot from 15 ft (block by K. Irving)
0:49.0,,,20-20,,Offensive rebound by K. Seraphin
0:45.0,,,20-22,2,J. Teague makes 2-pt shot from 13 ft
0:34.0,K. Irving makes 2-pt shot from 14 ft,2,22-22,,
0:28.0,,,22-24,2,J. Teague makes 2-pt shot from 5 ft
0:09.0,K. Korver misses 3-pt shot from 26 ft,,22-24,,
0:08.0,,,22-24,,Defensive rebound by M. Ellis
0:02.0,,,22-24,,Turnover by M. Ellis (bad pass; steal by I. Shumpert)
0:00.0,K. Irving misses 3-pt shot from 43 ft,,22-24,,
0:00.0,Offensive rebound by Team,,22-24,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:50.0,Shooting foul by K. Seraphin (drawn by C. Frye),,22-24,,
11:50.0,C. Frye makes free throw 1 of 2,1,23-24,,
11:50.0,C. Frye makes free throw 2 of 2,1,24-24,,
11:33.0,,,24-24,,L. Stephenson misses 3-pt shot from 24 ft
11:32.0,Defensive rebound by L. James,,24-24,,
11:24.0,L. James misses 2-pt shot at rim,,24-24,,
11:24.0,,,24-24,,Defensive rebound by L. Stephenson
11:17.0,,,24-26,2,G. Robinson makes 2-pt shot from 1 ft
11:07.0,D. Williams makes 3-pt shot from 29 ft,3,27-26,,
10:51.0,,,27-26,,P. George misses 2-pt shot from 18 ft
10:50.0,Defensive rebound by C. Frye,,27-26,,
10:44.0,L. James misses 2-pt shot from 2 ft,,27-26,,
10:44.0,,,27-26,,Defensive rebound by P. George
10:28.0,,,27-28,2,G. Robinson makes 2-pt shot from 17 ft (assist by L. Stephenson)
10:10.0,C. Frye makes 3-pt shot from 26 ft,3,30-28,,
9:54.0,,,30-28,,Shooting foul by D. Williams (drawn by M. Ellis)
9:54.0,,,30-28,,M. Ellis misses free throw 1 of 2
9:54.0,,,30-28,,Offensive rebound by Team
9:54.0,,,30-29,1,M. Ellis makes free throw 2 of 2
9:44.0,C. Frye makes 2-pt shot from 13 ft,2,32-29,,
9:20.0,,,32-29,,M. Ellis misses 2-pt shot from 12 ft
9:19.0,Defensive rebound by L. James,,32-29,,
9:13.0,L. James misses 2-pt shot from 1 ft (block by K. Seraphin),,32-29,,
9:12.0,Offensive rebound by D. Williams,,32-29,,
9:12.0,,,32-29,,Personal foul by G. Robinson (drawn by D. Williams)
9:03.0,D. Williams makes 3-pt shot from 25 ft (assist by L. James),3,35-29,,
8:44.0,,,35-32,3,L. Stephenson makes 3-pt shot from 28 ft
8:18.0,L. James makes 2-pt shot from 1 ft,2,37-32,,
8:03.0,,,37-32,,M. Ellis misses 3-pt shot from 24 ft
8:02.0,,,37-32,,Offensive rebound by K. Seraphin
8:00.0,,,37-32,,K. Seraphin misses 2-pt shot at rim (block by C. Frye)
7:59.0,Defensive rebound by D. Williams,,37-32,,
7:55.0,,,37-32,,Shooting block foul by P. George (drawn by D. Williams)
7:55.0,Official timeout,,37-32,,
7:55.0,D. Williams misses free throw 1 of 2,,37-32,,
7:55.0,Offensive rebound by Team,,37-32,,
7:55.0,D. Williams makes free throw 2 of 2,1,38-32,,
7:55.0,,,37-32,,C. Miles enters the game for K. Seraphin
7:55.0,,,37-32,,M. Turner enters the game for M. Ellis
7:44.0,,,38-32,,P. George misses 3-pt shot from 27 ft
7:44.0,Defensive rebound by L. James,,38-32,,
7:44.0,,,38-32,,Personal foul by C. Miles
7:31.0,Turnover by K. Korver (bad pass),,38-32,,
7:19.0,,,38-34,2,M. Turner makes 2-pt shot from 20 ft (assist by L. Stephenson)
7:09.0,C. Frye misses 3-pt shot from 27 ft,,38-34,,
7:09.0,,,38-34,,Defensive rebound by P. George
7:00.0,,,38-37,3,L. Stephenson makes 3-pt shot from 25 ft (assist by P. George)
6:48.0,Shooting foul by L. Stephenson (drawn by D. Williams),,38-37,,
6:48.0,D. Williams makes free throw 1 of 3,1,39-37,,
6:48.0,D. Williams makes free throw 2 of 3,1,40-37,,
6:48.0,D. Williams makes free throw 3 of 3,1,41-37,,
6:48.0,,,40-37,,J. Teague enters the game for G. Robinson
6:39.0,,,41-39,2,M. Turner makes 2-pt shot from 1 ft (assist by J. Teague)
6:21.0,D. Williams makes 2-pt shot from 2 ft,2,43-39,,
6:04.0,,,43-39,,Shooting foul by I. Shumpert (drawn by P. George)
6:04.0,,,43-40,1,P. George makes free throw 1 of 2
6:04.0,,,43-40,,P. George misses free throw 2 of 2
6:04.0,Defensive rebound by L. James,,43-40,,
5:51.0,K. Korver makes 3-pt shot from 27 ft (assist by L. James),3,46-40,,
5:32.0,,,46-42,2,M. Turner makes 2-pt shot from 23 ft (assist by J. Teague)
5:16.0,L. James makes 2-pt shot from 1 ft (assist by D. Williams),2,48-42,,
5:07.0,,,48-42,,Shooting foul by D. Williams (drawn by J. Teague)
5:07.0,,,48-42,,Indiana full timeout
5:07.0,,,48-43,1,J. Teague makes free throw 1 of 2
5:07.0,,,48-44,1,J. Teague makes free throw 2 of 2
4:57.0,K. Korver misses 3-pt shot from 25 ft,,48-44,,
4:56.0,,,48-44,,Defensive rebound by M. Turner
4:46.0,,,48-47,3,L. Stephenson makes 3-pt shot from 27 ft (assist by J. Teague)
4:32.0,Shooting foul by L. Stephenson (drawn by L. James),,48-47,,
4:32.0,L. James makes free throw 1 of 2,1,49-47,,
4:32.0,L. James makes free throw 2 of 2,1,50-47,,
4:32.0,,,49-47,,T. Young enters the game for C. Miles
4:32.0,K. Love enters the game for C. Frye,,49-47,,
4:32.0,T. Thompson enters the game for K. Korver,,49-47,,
4:32.0,J. Smith enters the game for I. Shumpert,,49-47,,
4:32.0,K. Irving enters the game for D. Williams,,49-47,,
4:22.0,,,50-47,,J. Teague misses 2-pt shot from 18 ft
4:21.0,Defensive rebound by K. Love,,50-47,,
4:12.0,T. Thompson misses 2-pt shot from 8 ft,,50-47,,
4:11.0,,,50-47,,Defensive rebound by M. Turner
4:04.0,,,50-47,,Offensive charge foul by L. Stephenson
4:04.0,,,50-47,,Turnover by L. Stephenson (offensive foul)
4:04.0,,,50-47,,C. Miles enters the game for L. Stephenson
3:44.0,K. Irving misses 2-pt shot from 5 ft,,50-47,,
3:44.0,,,50-47,,Defensive rebound by C. Miles
3:38.0,Personal foul by J. Smith,,50-47,,
3:36.0,Personal foul by J. Smith,,50-47,,
3:36.0,,,50-47,,M. Turner misses free throw 1 of 2
3:36.0,,,50-47,,Offensive rebound by Team
3:36.0,,,50-48,1,M. Turner makes free throw 2 of 2
3:36.0,I. Shumpert enters the game for J. Smith,,50-47,,
3:25.0,K. Love misses 2-pt shot from 4 ft,,50-48,,
3:23.0,,,50-48,,Defensive rebound by T. Young
3:12.0,,,50-50,2,T. Young makes 2-pt shot from 6 ft (assist by J. Teague)
2:52.0,L. James makes 2-pt shot from 3 ft (assist by T. Thompson),2,52-50,,
2:45.0,,,52-50,,P. George misses 3-pt shot from 25 ft
2:44.0,Defensive rebound by T. Thompson,,52-50,,
2:33.0,L. James makes 2-pt shot from 1 ft (assist by K. Love),2,54-50,,
2:23.0,,,54-50,,J. Teague misses 3-pt shot from 26 ft
2:23.0,,,54-50,,Offensive rebound by C. Miles
2:18.0,,,54-50,,Offensive charge foul by M. Turner
2:18.0,,,54-50,,Turnover by M. Turner (offensive foul)
2:18.0,Cleveland full timeout,,54-50,,
2:18.0,,,54-50,,K. Seraphin enters the game for M. Turner
2:03.0,K. Love misses 2-pt shot from 1 ft (block by P. George),,54-50,,
2:02.0,,,54-50,,Defensive rebound by T. Young
1:55.0,,,54-50,,Indiana full timeout
1:44.0,,,54-50,,K. Seraphin misses 2-pt shot from 14 ft
1:42.0,,,54-50,,Offensive rebound by T. Young
1:36.0,,,54-50,,C. Miles misses 3-pt shot from 24 ft
1:34.0,Defensive rebound by T. Thompson,,54-50,,
1:12.0,I. Shumpert misses 3-pt shot from 23 ft,,54-50,,
1:12.0,Offensive rebound by K. Love,,54-50,,
1:09.0,K. Love makes 2-pt shot from 3 ft,2,56-50,,
0:55.0,,,56-50,,P. George misses 2-pt shot from 19 ft
0:55.0,Defensive rebound by K. Love,,56-50,,
0:49.0,L. James makes 2-pt shot from 1 ft (assist by K. Love),2,58-50,,
0:49.0,Shooting foul by P. George (drawn by L. James),,58-50,,
0:49.0,L. James misses free throw 1 of 1,,58-50,,
0:49.0,,,58-50,,Defensive rebound by T. Young
0:49.0,,,58-50,,G. Robinson enters the game for P. George
0:38.0,,,58-52,2,J. Teague makes 2-pt shot from 4 ft
0:28.0,L. James misses 3-pt shot from 23 ft,,58-52,,
0:27.0,,,58-52,,Defensive rebound by J. Teague
0:23.0,,,58-52,,T. Young misses 2-pt shot from 2 ft (block by K. Irving)
0:22.0,Defensive rebound by I. Shumpert,,58-52,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,T. Thompson misses 2-pt shot from 9 ft,,58-52,,
11:47.0,,,58-52,,Defensive rebound by M. Turner
11:34.0,Violation by T. Thompson (def goaltending),,58-52,,
11:34.0,,,58-54,2,T. Young makes 2-pt shot from 4 ft (assist by P. George)
11:22.0,,,58-54,,Violation by P. George (kicked ball)
11:12.0,K. Love misses 2-pt shot from 11 ft,,58-54,,
11:10.0,Offensive rebound by T. Thompson,,58-54,,
11:10.0,T. Thompson makes 2-pt shot at rim,2,60-54,,
10:57.0,,,60-56,2,T. Young makes 2-pt shot from 4 ft (assist by J. Teague)
10:43.0,K. Irving makes 2-pt shot from 3 ft,2,62-56,,
10:30.0,,,62-58,2,M. Turner makes 2-pt shot from 19 ft (assist by J. Teague)
10:05.0,J. Smith misses 3-pt shot from 28 ft,,62-58,,
10:04.0,,,62-58,,Defensive rebound by M. Turner
9:52.0,,,62-58,,Turnover by J. Teague (bad pass; steal by L. James)
9:36.0,Turnover by T. Thompson (bad pass; steal by J. Teague),,62-58,,
9:18.0,,,62-58,,T. Young misses 2-pt shot from 1 ft
9:17.0,Defensive rebound by J. Smith,,62-58,,
9:10.0,K. Love makes 3-pt shot from 25 ft (assist by L. James),3,65-58,,
8:52.0,,,65-60,2,M. Turner makes 2-pt shot from 7 ft (assist by J. Teague)
8:29.0,K. Love misses 3-pt shot from 23 ft,,65-60,,
8:28.0,,,65-60,,Defensive rebound by P. George
8:20.0,,,65-63,3,P. George makes 3-pt shot from 25 ft
8:19.0,Cleveland full timeout,,65-63,,
8:02.0,K. Irving makes 3-pt shot from 26 ft,3,68-63,,
7:43.0,,,68-65,2,J. Teague makes 2-pt shot from 2 ft
7:43.0,,,68-65,,Shooting foul by T. Thompson (drawn by J. Teague)
7:43.0,,,68-65,,J. Teague misses free throw 1 of 1
7:43.0,Defensive rebound by K. Love,,68-65,,
7:28.0,K. Irving makes 2-pt shot from 20 ft,2,70-65,,
7:13.0,,,70-65,,M. Turner misses 3-pt shot from 26 ft
7:12.0,Defensive rebound by K. Love,,70-65,,
7:04.0,K. Irving misses 2-pt shot from 2 ft,,70-65,,
7:03.0,Offensive rebound by T. Thompson,,70-65,,
7:03.0,T. Thompson misses 2-pt shot at rim,,70-65,,
7:03.0,Offensive rebound by T. Thompson,,70-65,,
6:46.0,L. James makes 2-pt shot from 1 ft,2,72-65,,
6:28.0,,,72-65,,Shooting foul by K. Irving (drawn by M. Turner)
6:28.0,,,72-66,1,M. Turner makes free throw 1 of 2
6:28.0,,,72-66,,M. Turner misses free throw 2 of 2
6:27.0,Defensive rebound by Team,,72-66,,
6:10.0,Turnover by L. James (bad pass; steal by T. Young),,72-66,,
6:06.0,,,72-66,,T. Young misses 2-pt shot from 1 ft (block by L. James)
6:06.0,,,72-66,,Offensive rebound by Team
6:01.0,,,72-66,,T. Young misses 2-pt shot from 8 ft
5:59.0,Defensive rebound by L. James,,72-66,,
5:51.0,J. Smith makes 3-pt shot from 23 ft (assist by L. James),3,75-66,,
5:36.0,,,75-68,2,P. George makes 2-pt shot from 2 ft
5:36.0,,,75-68,,Shooting foul by T. Thompson (drawn by P. George)
5:36.0,,,75-69,1,P. George makes free throw 1 of 1
5:36.0,,,75-68,,L. Stephenson enters the game for C. Miles
5:34.0,L. James makes 2-pt shot from 1 ft (assist by K. Love),2,77-69,,
5:15.0,,,77-69,,P. George misses 2-pt shot from 1 ft (block by J. Smith)
5:12.0,,,77-69,,Offensive rebound by Team
5:09.0,,,77-69,,P. George misses 3-pt shot from 26 ft
5:09.0,,,77-69,,Offensive rebound by Team
5:09.0,,,77-69,,Turnover by Team (shot clock)
5:00.0,L. James misses 2-pt shot from 2 ft,,77-69,,
4:59.0,Offensive rebound by T. Thompson,,77-69,,
4:46.0,K. Irving makes 2-pt shot from 4 ft,2,79-69,,
4:46.0,Shooting foul by J. Teague (drawn by K. Irving),,79-69,,
4:46.0,,,79-69,,Technical foul by J. Teague (drawn by K. Irving)
4:46.0,K. Irving makes technical free throw,1,80-69,,
4:46.0,K. Irving makes free throw 1 of 1,1,81-69,,
4:46.0,,,81-69,,Indiana full timeout
4:31.0,,,81-71,2,L. Stephenson makes 2-pt shot from 1 ft
4:12.0,K. Love misses 2-pt shot from 7 ft,,81-71,,
4:11.0,Offensive rebound by T. Thompson,,81-71,,
4:07.0,J. Smith misses 3-pt shot from 24 ft,,81-71,,
4:07.0,,,81-71,,Defensive rebound by T. Young
4:07.0,Loose ball foul by K. Love (drawn by T. Young),,81-71,,
3:49.0,,,81-71,,L. Stephenson misses 3-pt shot from 24 ft
3:49.0,Defensive rebound by T. Thompson,,81-71,,
3:34.0,K. Irving makes 2-pt shot from 14 ft,2,83-71,,
3:08.0,,,83-73,2,L. Stephenson makes 2-pt shot from 2 ft
2:50.0,Offensive foul by L. James,,83-73,,
2:50.0,Turnover by L. James (offensive foul),,83-73,,
2:50.0,,,83-73,,K. Seraphin enters the game for M. Turner
2:39.0,,,83-73,,L. Stephenson misses 3-pt shot from 24 ft
2:39.0,Defensive rebound by T. Thompson,,83-73,,
2:28.0,L. James makes 2-pt shot from 4 ft,2,85-73,,
2:16.0,,,85-73,,P. George misses 2-pt shot from 2 ft (block by L. James)
2:16.0,,,85-73,,Offensive rebound by Team
2:07.0,,,85-75,2,K. Seraphin makes 2-pt shot from 11 ft
1:51.0,K. Irving misses 2-pt shot from 11 ft,,85-75,,
1:51.0,Offensive rebound by Team,,85-75,,
1:51.0,,,85-75,,Loose ball foul by K. Seraphin (drawn by T. Thompson)
1:51.0,,,85-75,,Technical foul by K. Seraphin (drawn by T. Thompson)
1:51.0,K. Irving makes technical free throw,1,86-75,,
1:51.0,K. Korver enters the game for L. James,,86-75,,
1:51.0,D. Williams enters the game for J. Smith,,86-75,,
1:51.0,,,86-75,,G. Robinson enters the game for P. George
1:40.0,K. Irving misses 3-pt shot from 26 ft,,86-75,,
1:39.0,,,86-75,,Defensive rebound by Team
1:32.0,,,86-75,,J. Teague misses 2-pt shot from 4 ft
1:30.0,,,86-75,,Offensive rebound by T. Young
1:27.0,,,86-77,2,T. Young makes 2-pt shot from 6 ft
1:07.0,Turnover by K. Love (lost ball; steal by T. Young),,86-77,,
1:07.0,Jump ball: K. Love vs. T. Young,,,,Jump ball: K. Love vs. T. Young
1:00.0,,,86-77,,T. Young misses 2-pt shot from 1 ft
1:00.0,Defensive rebound by Team,,86-77,,
1:00.0,,,86-77,,Loose ball foul by G. Robinson (drawn by K. Irving)
1:00.0,K. Irving makes free throw 1 of 2,1,87-77,,
1:00.0,K. Irving makes free throw 2 of 2,1,88-77,,
0:49.0,,,88-77,,J. Teague misses 2-pt shot from 4 ft (block by K. Irving)
0:48.0,Defensive rebound by Team,,88-77,,
0:30.0,Turnover by K. Love (lost ball),,88-77,,
0:19.0,,,88-77,,K. Seraphin misses 2-pt shot from 19 ft
0:18.0,Defensive rebound by K. Korver,,88-77,,
0:00.0,K. Irving misses 2-pt shot from 17 ft,,88-77,,
0:00.0,Offensive rebound by Team,,88-77,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,,,88-79,2,M. Turner makes 2-pt shot from 17 ft (assist by P. George)
11:28.0,I. Shumpert makes 3-pt shot from 25 ft (assist by C. Frye),3,91-79,,
11:15.0,,,91-79,,P. George misses 2-pt shot from 13 ft
11:14.0,Defensive rebound by L. James,,91-79,,
11:07.0,C. Frye misses 3-pt shot from 26 ft,,91-79,,
11:07.0,,,91-79,,Defensive rebound by L. Stephenson
10:51.0,,,91-79,,P. George misses 3-pt shot from 25 ft
10:50.0,Defensive rebound by L. James,,91-79,,
10:26.0,I. Shumpert misses 3-pt shot from 23 ft,,91-79,,
10:25.0,,,91-79,,Defensive rebound by L. Stephenson
10:19.0,,,91-79,,Shooting foul by D. Williams (drawn by M. Turner)
10:19.0,,,91-80,1,M. Turner makes free throw 1 of 2
10:19.0,,,91-81,1,M. Turner makes free throw 2 of 2
9:57.0,D. Williams makes 2-pt shot from 17 ft (assist by C. Frye),2,93-81,,
9:41.0,,,93-83,2,L. Stephenson makes 2-pt shot from 3 ft
9:29.0,L. James makes 2-pt shot from 1 ft,2,95-83,,
9:29.0,Shooting foul by C. Miles (drawn by L. James),,95-83,,
9:29.0,L. James makes free throw 1 of 1,1,96-83,,
9:17.0,,,96-86,3,C. Miles makes 3-pt shot from 26 ft (assist by L. Stephenson)
8:55.0,L. James misses 2-pt shot from 1 ft (block by C. Miles),,96-86,,
8:55.0,Offensive rebound by Team,,96-86,,
8:55.0,Official timeout,,96-86,,
8:51.0,K. Korver misses 3-pt shot from 27 ft,,96-86,,
8:51.0,,,96-86,,Defensive rebound by Team
8:37.0,,,96-88,2,G. Robinson makes 2-pt shot from 8 ft
8:16.0,I. Shumpert misses 2-pt shot from 17 ft,,96-88,,
8:15.0,,,96-88,,Defensive rebound by M. Turner
8:09.0,,,96-90,2,L. Stephenson makes 2-pt shot from 3 ft
8:09.0,,,96-90,,Shooting foul by D. Williams (drawn by L. Stephenson)
8:09.0,,,96-90,,L. Stephenson misses free throw 1 of 1
8:09.0,Defensive rebound by K. Korver,,96-90,,
8:09.0,,,96-90,,J. Teague enters the game for C. Miles
8:09.0,K. Love enters the game for C. Frye,,96-90,,
8:09.0,K. Irving enters the game for I. Shumpert,,96-90,,
8:09.0,T. Thompson enters the game for D. Williams,,96-90,,
8:09.0,,,96-90,,T. Young enters the game for G. Robinson
7:54.0,,,96-90,,Personal foul by L. Stephenson (drawn by L. James)
7:43.0,K. Korver misses 3-pt shot from 30 ft,,96-90,,
7:41.0,,,96-90,,Defensive rebound by J. Teague
7:32.0,,,96-90,,Turnover by P. George (bad pass; steal by L. James)
7:25.0,Shooting foul by T. Young (drawn by T. Thompson),,96-90,,
7:25.0,T. Thompson makes free throw 1 of 2,1,97-90,,
7:25.0,T. Thompson makes free throw 2 of 2,1,98-90,,
7:09.0,J. Smith enters the game for K. Korver,,98-90,,
6:54.0,,,98-90,,Turnover by L. Stephenson (lost ball; steal by L. James)
6:52.0,,,98-90,,Personal foul by L. Stephenson (drawn by L. James)
6:36.0,K. Irving misses 2-pt shot from 4 ft,,98-90,,
6:35.0,,,98-90,,Defensive rebound by M. Turner
6:26.0,,,98-93,3,P. George makes 3-pt shot from 28 ft (assist by J. Teague)
6:26.0,Cleveland full timeout,,98-93,,
6:02.0,K. Irving makes 2-pt shot from 11 ft,2,100-93,,
5:46.0,,,100-93,,T. Young misses 3-pt shot from 24 ft
5:46.0,,,100-93,,Offensive rebound by Team
5:33.0,,,100-96,3,J. Teague makes 3-pt shot from 29 ft
5:12.0,K. Irving misses 2-pt shot from 17 ft (block by J. Teague),,100-96,,
5:11.0,Offensive rebound by K. Irving,,100-96,,
5:06.0,K. Irving misses 3-pt shot from 24 ft,,100-96,,
5:05.0,,,100-96,,Defensive rebound by L. Stephenson
4:46.0,,,100-96,,P. George misses 2-pt shot from 21 ft
4:44.0,,,100-96,,Offensive rebound by Team
4:44.0,,,100-96,,Turnover by P. George (traveling)
4:29.0,K. Love misses 3-pt shot from 27 ft,,100-96,,
4:28.0,,,100-96,,Defensive rebound by M. Turner
4:18.0,,,100-98,2,M. Turner makes 2-pt shot from 3 ft (assist by T. Young)
4:17.0,Cleveland full timeout,,100-98,,
4:17.0,K. Korver enters the game for T. Thompson,,100-98,,
3:59.0,Turnover by K. Irving (bad pass; steal by J. Teague),,100-98,,
3:53.0,,,100-98,,J. Teague misses 3-pt shot from 29 ft
3:52.0,Defensive rebound by K. Korver,,100-98,,
3:34.0,K. Irving misses 2-pt shot from 11 ft,,100-98,,
3:34.0,,,100-98,,Defensive rebound by J. Teague
3:20.0,,,100-98,,M. Turner misses 3-pt shot from 26 ft
3:18.0,Defensive rebound by K. Love,,100-98,,
2:57.0,K. Irving misses 3-pt shot from 27 ft,,100-98,,
2:56.0,Offensive rebound by K. Love,,100-98,,
2:55.0,Turnover by K. Love (bad pass),,100-98,,
2:55.0,T. Thompson enters the game for K. Korver,,100-98,,
2:55.0,,,100-98,,Indiana full timeout
2:39.0,,,100-100,2,T. Young makes 2-pt shot from 5 ft (assist by P. George)
2:13.0,L. James misses 2-pt shot from 5 ft,,100-100,,
2:11.0,Offensive rebound by K. Love,,100-100,,
2:09.0,L. James misses 2-pt shot from 1 ft (block by J. Teague),,100-100,,
