time,Minnesota,pts.away,score,pts.home,Memphis
9:08.0,Defensive rebound by Z. LaVine,,12-1,,
9:01.0,G. Dieng makes 2-pt shot from 22 ft (assist by R. Rubio),2,14-1,,
8:48.0,,,14-1,,A. Harrison misses 3-pt shot from 23 ft
8:47.0,Defensive rebound by Z. LaVine,,14-1,,
8:40.0,K. Towns makes 2-pt shot from 5 ft (assist by Z. LaVine),2,16-1,,
8:16.0,,,16-3,2,J. Ennis makes 2-pt shot from 8 ft
7:54.0,G. Dieng makes 2-pt shot from 15 ft,2,18-3,,
7:32.0,,,18-3,,Turnover by A. Harrison (lost ball; steal by G. Dieng)
7:31.0,,,18-3,,Personal take foul by A. Harrison (drawn by R. Rubio)
7:23.0,,,18-3,,Personal foul by J. Green (drawn by K. Towns)
7:19.0,G. Dieng makes 2-pt shot from 16 ft (assist by K. Towns),2,20-3,,
7:12.0,,,20-3,,Memphis full timeout
6:53.0,,,20-5,2,M. Gasol makes 2-pt shot from 1 ft
6:52.0,,,20-5,,Violation by Team (jump ball)
6:29.0,Z. LaVine misses 2-pt shot from 11 ft,,20-5,,
6:26.0,,,20-5,,Defensive rebound by J. Green
6:15.0,,,20-8,3,M. Conley makes 3-pt shot from 26 ft (assist by M. Gasol)
5:54.0,K. Towns misses 2-pt shot from 7 ft,,20-8,,
5:54.0,,,20-8,,Defensive rebound by J. Green
5:35.0,,,20-11,3,M. Gasol makes 3-pt shot from 26 ft (assist by A. Harrison)
5:06.0,Turnover by Team (shot clock),,20-11,,
5:06.0,,,20-11,,W. Baldwin enters the game for M. Conley
5:06.0,B. Rush enters the game for Z. LaVine,,20-11,,
4:42.0,,,20-11,,W. Baldwin misses 3-pt shot from 24 ft
4:39.0,,,20-11,,Offensive rebound by J. Green
4:39.0,,,20-11,,J. Green misses 2-pt shot from 1 ft
4:36.0,Defensive rebound by G. Dieng,,20-11,,
4:33.0,R. Rubio misses 2-pt shot from 1 ft,,20-11,,
4:31.0,Offensive rebound by K. Towns,,20-11,,
4:31.0,K. Towns makes 2-pt shot at rim,2,22-11,,
4:17.0,,,22-11,,M. Gasol misses 3-pt shot from 26 ft
4:16.0,,,22-11,,Offensive rebound by J. Green
4:16.0,,,22-11,,J. Green misses 2-pt shot at rim
4:12.0,Defensive rebound by A. Wiggins,,22-11,,
4:11.0,Shooting foul by J. Green (drawn by A. Wiggins),,22-11,,
4:11.0,A. Wiggins makes free throw 1 of 2,1,23-11,,
4:11.0,A. Wiggins misses free throw 2 of 2,,23-11,,
4:11.0,,,23-11,,D. Davis enters the game for J. Green
4:11.0,,,23-11,,Z. Randolph enters the game for M. Gasol
4:11.0,N. Bjelica enters the game for G. Dieng,,23-11,,
4:11.0,K. Dunn enters the game for R. Rubio,,23-11,,
4:10.0,,,23-11,,Defensive rebound by Z. Randolph
3:49.0,,,23-11,,A. Harrison misses 2-pt shot from 15 ft
3:48.0,Defensive rebound by Team,,23-11,,
3:36.0,A. Wiggins misses 2-pt shot from 12 ft,,23-11,,
3:33.0,,,23-11,,Defensive rebound by D. Davis
3:26.0,,,23-11,,W. Baldwin misses 2-pt shot from 2 ft (block by N. Bjelica)
3:22.0,,,23-11,,Offensive rebound by W. Baldwin
3:19.0,,,23-14,3,J. Ennis makes 3-pt shot from 26 ft (assist by A. Harrison)
3:01.0,Turnover by A. Wiggins (bad pass; steal by W. Baldwin),,23-14,,
2:55.0,,,23-16,2,J. Ennis makes 2-pt shot from 2 ft (assist by W. Baldwin)
2:49.0,N. Bjelica misses 2-pt shot from 2 ft (block by D. Davis),,23-16,,
2:49.0,Offensive rebound by Team,,23-16,,
2:49.0,Minnesota full timeout,,23-16,,
2:49.0,,,23-16,,M. Conley enters the game for J. Ennis
2:49.0,,,23-16,,V. Carter enters the game for A. Harrison
2:49.0,S. Muhammad enters the game for A. Wiggins,,23-16,,
2:45.0,K. Towns makes 2-pt shot from 21 ft (assist by K. Dunn),2,25-16,,
2:26.0,,,25-18,2,M. Conley makes 2-pt shot from 12 ft
2:12.0,,,25-18,,Def 3 sec tech foul by W. Baldwin
2:12.0,K. Towns makes technical free throw,1,26-18,,
2:07.0,K. Dunn makes 2-pt shot at rim,2,28-18,,
1:53.0,,,28-20,2,Z. Randolph makes 2-pt shot from 21 ft (assist by W. Baldwin)
1:39.0,B. Rush misses 2-pt shot from 20 ft,,28-20,,
1:37.0,,,28-20,,Defensive rebound by Z. Randolph
1:27.0,,,28-23,3,Z. Randolph makes 3-pt shot from 27 ft (assist by V. Carter)
1:11.0,K. Dunn makes 2-pt shot from 1 ft (assist by K. Towns),2,30-23,,
0:52.0,,,30-26,3,W. Baldwin makes 3-pt shot from 25 ft (assist by Z. Randolph)
0:36.0,K. Towns makes 2-pt shot at rim,2,32-26,,
0:31.0,Personal foul by B. Rush (drawn by M. Conley),,32-26,,
0:31.0,R. Rubio enters the game for B. Rush,,32-26,,
0:23.0,,,32-29,3,M. Conley makes 3-pt shot from 25 ft
0:10.0,,,32-29,,Personal foul by W. Baldwin (drawn by R. Rubio)
0:10.0,R. Rubio misses free throw 1 of 2,,32-29,,
0:10.0,Offensive rebound by Team,,32-29,,
0:10.0,R. Rubio misses free throw 2 of 2,,32-29,,
0:10.0,,,32-29,,Defensive rebound by Z. Randolph
0:10.0,G. Dieng enters the game for N. Bjelica,,32-29,,
0:02.0,,,32-29,,M. Conley misses 2-pt shot from 13 ft
0:01.0,,,32-29,,Offensive rebound by W. Baldwin
0:00.0,,,32-29,,W. Baldwin misses 2-pt shot from 1 ft
0:00.0,Defensive rebound by K. Dunn,,32-29,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,,,32-29,,Turnover by Z. Randolph (lost ball; steal by C. Aldrich)
11:47.0,,,32-29,,Personal take foul by Z. Randolph (drawn by K. Dunn)
11:36.0,N. Bjelica misses 3-pt shot from 26 ft,,32-29,,
11:35.0,,,32-29,,Defensive rebound by D. Davis
11:14.0,,,32-29,,Z. Randolph misses 3-pt shot from 25 ft
11:13.0,Defensive rebound by S. Muhammad,,32-29,,
10:58.0,S. Muhammad misses 3-pt shot from 27 ft,,32-29,,
10:58.0,Offensive rebound by C. Aldrich,,32-29,,
10:52.0,Shooting foul by D. Davis (drawn by Z. LaVine),,32-29,,
10:52.0,Z. LaVine misses free throw 1 of 2,,32-29,,
10:52.0,Offensive rebound by Team,,32-29,,
10:52.0,Z. LaVine makes free throw 2 of 2,1,33-29,,
10:38.0,,,33-29,,V. Carter misses 3-pt shot from 26 ft
10:38.0,Defensive rebound by K. Dunn,,33-29,,
10:32.0,Shooting foul by D. Davis (drawn by N. Bjelica),,33-29,,
10:32.0,N. Bjelica misses free throw 1 of 2,,33-29,,
10:32.0,Offensive rebound by Team,,33-29,,
10:32.0,N. Bjelica makes free throw 2 of 2,1,34-29,,
10:32.0,,,33-29,,J. Green enters the game for D. Davis
10:23.0,Personal foul by K. Dunn (drawn by M. Conley),,34-29,,
10:17.0,,,34-29,,Turnover by M. Conley (bad pass; steal by K. Dunn)
10:12.0,S. Muhammad misses 2-pt shot from 1 ft (block by W. Baldwin),,34-29,,
10:09.0,Offensive rebound by K. Dunn,,34-29,,
10:09.0,K. Dunn makes 2-pt shot from 1 ft,2,36-29,,
9:58.0,,,36-29,,M. Conley misses 2-pt shot from 1 ft (block by C. Aldrich)
9:55.0,Defensive rebound by N. Bjelica,,36-29,,
9:55.0,Turnover by Z. LaVine (traveling),,36-29,,
9:50.0,,,36-32,3,M. Conley makes 3-pt shot from 23 ft (assist by W. Baldwin)
9:42.0,Minnesota full timeout,,36-32,,
9:42.0,R. Rubio enters the game for K. Dunn,,36-32,,
9:26.0,S. Muhammad misses 2-pt shot from 20 ft,,36-32,,
9:26.0,,,36-32,,Defensive rebound by Z. Randolph
9:05.0,,,36-32,,J. Green misses 2-pt shot from 15 ft
9:05.0,Defensive rebound by C. Aldrich,,36-32,,
8:57.0,Shooting foul by M. Conley (drawn by R. Rubio),,36-32,,
8:57.0,R. Rubio makes 2-pt shot from 5 ft,2,38-32,,
8:57.0,R. Rubio makes free throw 1 of 1,1,39-32,,
8:57.0,,,38-32,,A. Harrison enters the game for M. Conley
8:43.0,,,39-34,2,Z. Randolph makes 2-pt shot from 7 ft (assist by W. Baldwin)
8:29.0,C. Aldrich makes 2-pt shot from 6 ft,2,41-34,,
8:10.0,,,41-34,,V. Carter misses 3-pt shot from 28 ft
8:10.0,,,41-34,,Offensive rebound by Team
8:10.0,Loose ball foul by N. Bjelica (drawn by J. Green),,41-34,,
8:10.0,,,41-34,,M. Gasol enters the game for Z. Randolph
8:10.0,K. Towns enters the game for C. Aldrich,,41-34,,
8:10.0,G. Dieng enters the game for N. Bjelica,,41-34,,
8:01.0,,,41-36,2,W. Baldwin makes 2-pt shot at rim
7:47.0,K. Towns makes 2-pt shot from 8 ft (assist by R. Rubio),2,43-36,,
7:30.0,,,43-38,2,W. Baldwin makes 2-pt shot from 18 ft (assist by J. Green)
7:09.0,K. Towns misses 2-pt shot from 10 ft,,43-38,,
7:07.0,,,43-38,,Defensive rebound by W. Baldwin
6:51.0,,,43-40,2,V. Carter makes 2-pt shot from 1 ft
6:34.0,,,43-40,,Personal foul by J. Green (drawn by G. Dieng)
6:34.0,G. Dieng makes free throw 1 of 2,1,44-40,,
6:34.0,G. Dieng makes free throw 2 of 2,1,45-40,,
6:34.0,,,43-40,,J. Ennis enters the game for W. Baldwin
6:34.0,,,43-40,,Z. Randolph enters the game for J. Green
6:34.0,A. Wiggins enters the game for S. Muhammad,,43-40,,
6:18.0,,,45-40,,Shooting foul by A. Wiggins (drawn by V. Carter)
6:18.0,,,45-40,,V. Carter misses free throw 1 of 2
6:18.0,,,45-40,,Offensive rebound by Team
6:18.0,,,45-41,1,V. Carter makes free throw 2 of 2
6:04.0,K. Towns misses 2-pt shot from 21 ft,,45-41,,
6:04.0,,,45-41,,Defensive rebound by V. Carter
5:52.0,,,45-41,,M. Gasol misses 2-pt shot from 2 ft (block by K. Towns)
5:50.0,,,45-41,,Offensive rebound by M. Gasol
5:48.0,,,45-43,2,M. Gasol makes 2-pt shot from 6 ft
5:24.0,A. Wiggins misses 2-pt shot from 2 ft,,45-43,,
5:21.0,,,45-43,,Defensive rebound by Z. Randolph
5:13.0,,,45-45,2,M. Gasol makes 2-pt shot from 13 ft
4:55.0,K. Towns misses 2-pt shot from 18 ft,,45-45,,
4:54.0,,,45-45,,Defensive rebound by J. Ennis
4:49.0,,,45-45,,Turnover by M. Gasol (offensive foul)
4:49.0,,,45-45,,Offensive foul by M. Gasol
4:49.0,Minnesota full timeout,,45-45,,
4:36.0,Z. LaVine makes 2-pt shot from 1 ft,2,47-45,,
4:16.0,,,47-45,,V. Carter misses 2-pt shot from 21 ft
4:15.0,Defensive rebound by G. Dieng,,47-45,,
4:10.0,,,47-45,,Personal foul by A. Harrison (drawn by A. Wiggins)
4:10.0,A. Wiggins makes free throw 1 of 2,1,48-45,,
4:10.0,A. Wiggins makes free throw 2 of 2,1,49-45,,
3:48.0,,,49-47,2,M. Gasol makes 2-pt shot from 14 ft (assist by A. Harrison)
3:21.0,G. Dieng misses 2-pt shot from 10 ft,,49-47,,
3:20.0,,,49-47,,Defensive rebound by J. Ennis
3:05.0,Personal foul by Z. LaVine (drawn by M. Gasol),,49-47,,
3:05.0,,,49-47,,M. Conley enters the game for V. Carter
2:53.0,Personal foul by R. Rubio (drawn by J. Ennis),,49-47,,
2:53.0,,,49-47,,Memphis full timeout
2:53.0,,,49-48,1,J. Ennis makes free throw 1 of 2
2:53.0,,,49-48,,J. Ennis misses free throw 2 of 2
2:52.0,Defensive rebound by G. Dieng,,49-48,,
2:37.0,Z. LaVine makes 3-pt shot from 26 ft (assist by K. Towns),3,52-48,,
2:19.0,,,52-48,,M. Gasol misses 2-pt shot from 7 ft
2:17.0,Defensive rebound by G. Dieng,,52-48,,
2:05.0,A. Wiggins makes 2-pt shot from 5 ft (assist by K. Towns),2,54-48,,
1:45.0,,,54-48,,Turnover by Z. Randolph (bad pass)
1:31.0,Z. LaVine misses 2-pt shot from 2 ft,,54-48,,
1:29.0,,,54-48,,Defensive rebound by Z. Randolph
1:12.0,,,54-48,,M. Gasol misses 3-pt shot from 26 ft
1:12.0,Defensive rebound by Team,,54-48,,
0:58.0,R. Rubio misses 2-pt shot from 2 ft (block by M. Conley),,54-48,,
0:57.0,Offensive rebound by R. Rubio,,54-48,,
0:57.0,A. Wiggins makes 2-pt shot from 6 ft (assist by R. Rubio),2,56-48,,
0:45.0,,,56-50,2,Z. Randolph makes 2-pt shot from 11 ft
0:34.0,R. Rubio misses 3-pt shot from 26 ft,,56-50,,
0:34.0,Offensive rebound by Team,,56-50,,
0:34.0,,,56-50,,Loose ball foul by J. Ennis (drawn by A. Wiggins)
0:34.0,A. Wiggins makes free throw 1 of 2,1,57-50,,
0:34.0,A. Wiggins makes free throw 2 of 2,1,58-50,,
0:26.0,,,58-50,,M. Conley misses 2-pt shot from 2 ft
0:25.0,Defensive rebound by G. Dieng,,58-50,,
0:09.0,,,58-50,,Personal foul by M. Conley (drawn by A. Wiggins)
0:09.0,A. Wiggins misses free throw 1 of 2,,58-50,,
0:09.0,Offensive rebound by Team,,58-50,,
0:09.0,A. Wiggins makes free throw 2 of 2,1,59-50,,
0:09.0,,,58-50,,V. Carter enters the game for Z. Randolph
0:09.0,K. Dunn enters the game for K. Towns,,58-50,,
0:01.0,,,59-50,,J. Ennis misses 3-pt shot from 27 ft
0:00.0,,,59-50,,Offensive rebound by V. Carter
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,,,59-50,,M. Conley misses 2-pt shot from 7 ft
11:38.0,Defensive rebound by R. Rubio,,59-50,,
11:36.0,Z. LaVine makes 2-pt shot at rim (assist by R. Rubio),2,61-50,,
11:11.0,,,61-50,,M. Gasol misses 2-pt shot from 20 ft
11:09.0,,,61-50,,Offensive rebound by Team
10:53.0,,,61-52,2,M. Conley makes 2-pt shot from 1 ft
10:53.0,,,61-52,,Shooting foul by G. Dieng (drawn by M. Conley)
10:53.0,,,61-53,1,M. Conley makes free throw 1 of 1
10:39.0,A. Wiggins misses 2-pt shot from 14 ft,,61-53,,
10:37.0,,,61-53,,Defensive rebound by M. Conley
10:33.0,,,61-56,3,J. Ennis makes 3-pt shot from 23 ft (assist by M. Conley)
10:32.0,Minnesota full timeout,,61-56,,
10:14.0,R. Rubio misses 2-pt shot from 16 ft,,61-56,,
10:12.0,,,61-56,,Defensive rebound by J. Ennis
9:59.0,,,61-56,,A. Harrison misses 2-pt shot from 2 ft
9:58.0,Defensive rebound by G. Dieng,,61-56,,
9:55.0,Turnover by R. Rubio (lost ball; steal by J. Ennis),,61-56,,
9:49.0,,,61-56,,A. Harrison misses 3-pt shot from 25 ft
9:47.0,,,61-56,,Offensive rebound by J. Ennis
9:47.0,,,61-56,,Shooting foul by G. Dieng (drawn by J. Ennis)
9:47.0,,,61-57,1,J. Ennis makes free throw 1 of 2
9:47.0,,,61-58,1,J. Ennis makes free throw 2 of 2
9:29.0,G. Dieng misses 2-pt shot from 1 ft (block by M. Gasol),,61-58,,
9:28.0,,,61-58,,Defensive rebound by M. Gasol
9:22.0,,,61-58,,A. Harrison misses 3-pt shot from 26 ft
9:20.0,,,61-58,,Offensive rebound by A. Harrison
9:13.0,,,61-58,,M. Gasol misses 2-pt shot from 7 ft
9:10.0,,,61-58,,Offensive rebound by J. Green
9:10.0,,,61-60,2,J. Green makes 2-pt shot from 1 ft
8:52.0,K. Towns misses 2-pt shot from 20 ft,,61-60,,
8:52.0,Offensive rebound by G. Dieng,,61-60,,
8:47.0,G. Dieng misses 2-pt shot from 5 ft,,61-60,,
8:47.0,,,61-60,,Defensive rebound by J. Ennis
8:42.0,Personal take foul by R. Rubio (drawn by M. Conley),,61-60,,
8:33.0,,,61-62,2,A. Harrison makes 2-pt shot from 2 ft
8:26.0,Offensive foul by K. Towns,,61-62,,
8:26.0,Turnover by K. Towns (offensive foul),,61-62,,
8:11.0,,,61-62,,Shooting foul by R. Rubio (drawn by M. Gasol)
8:11.0,,,61-63,1,M. Gasol makes free throw 1 of 2
8:11.0,,,61-64,1,M. Gasol makes free throw 2 of 2
7:48.0,Turnover by Z. LaVine (bad pass; steal by A. Harrison),,61-64,,
7:36.0,,,61-66,2,J. Ennis makes 2-pt shot at rim
7:36.0,Minnesota full timeout,,61-66,,
7:36.0,B. Rush enters the game for G. Dieng,,61-66,,
7:36.0,C. Aldrich enters the game for Z. LaVine,,61-66,,
7:18.0,A. Wiggins makes 2-pt shot from 17 ft,2,63-66,,
7:03.0,,,63-66,,J. Ennis misses 3-pt shot from 26 ft
7:02.0,Defensive rebound by R. Rubio,,63-66,,
6:57.0,,,63-66,,Personal foul by M. Conley (drawn by A. Wiggins)
6:45.0,C. Aldrich misses 2-pt shot from 5 ft (block by M. Gasol),,63-66,,
6:43.0,,,63-66,,Defensive rebound by J. Green
6:38.0,,,63-66,,Turnover by A. Harrison (lost ball)
6:38.0,,,63-66,,Personal foul by A. Harrison (drawn by R. Rubio)
6:16.0,A. Wiggins makes 2-pt shot from 9 ft,2,65-66,,
6:05.0,,,65-66,,Offensive foul by M. Gasol
6:05.0,,,65-66,,Turnover by M. Gasol (offensive foul)
5:50.0,A. Wiggins makes 2-pt shot from 16 ft,2,67-66,,
5:43.0,,,67-66,,Memphis full timeout
5:43.0,,,67-66,,V. Carter enters the game for J. Ennis
5:43.0,,,67-66,,W. Baldwin enters the game for M. Conley
5:33.0,Personal foul by C. Aldrich (drawn by M. Gasol),,67-66,,
5:33.0,,,67-66,,M. Gasol misses free throw 1 of 2
5:33.0,,,67-66,,Offensive rebound by Team
5:33.0,,,67-67,1,M. Gasol makes free throw 2 of 2
5:12.0,A. Wiggins misses 2-pt shot from 20 ft,,67-67,,
5:09.0,,,67-67,,Defensive rebound by W. Baldwin
4:56.0,,,67-70,3,J. Green makes 3-pt shot from 27 ft (assist by A. Harrison)
4:31.0,C. Aldrich makes 2-pt shot from 8 ft (assist by R. Rubio),2,69-70,,
4:04.0,,,69-70,,M. Gasol misses 2-pt shot from 13 ft
4:02.0,Defensive rebound by K. Towns,,69-70,,
3:50.0,B. Rush misses 3-pt shot from 26 ft,,69-70,,
3:50.0,,,69-70,,Defensive rebound by V. Carter
3:34.0,,,69-73,3,J. Green makes 3-pt shot from 23 ft (assist by W. Baldwin)
3:16.0,K. Towns misses 3-pt shot from 25 ft,,69-73,,
3:14.0,,,69-73,,Defensive rebound by A. Harrison
3:01.0,,,69-73,,M. Gasol misses 2-pt shot from 1 ft
3:01.0,Defensive rebound by B. Rush,,69-73,,
3:00.0,Shooting foul by W. Baldwin (drawn by R. Rubio),,69-73,,
3:00.0,R. Rubio makes free throw 1 of 2,1,70-73,,
3:00.0,R. Rubio misses free throw 2 of 2,,70-73,,
3:00.0,N. Bjelica enters the game for K. Towns,,70-73,,
3:00.0,,,70-73,,Z. Randolph enters the game for M. Gasol
2:59.0,,,70-73,,Defensive rebound by Z. Randolph
2:44.0,,,70-73,,Z. Randolph misses 2-pt shot from 21 ft
2:43.0,Defensive rebound by A. Wiggins,,70-73,,
2:28.0,C. Aldrich misses 2-pt shot from 2 ft (block by W. Baldwin),,70-73,,
2:28.0,Offensive rebound by Team,,70-73,,
2:28.0,K. Dunn enters the game for R. Rubio,,70-73,,
2:28.0,,,70-73,,M. Conley enters the game for A. Harrison
2:20.0,Turnover by K. Dunn (bad pass; steal by W. Baldwin),,70-73,,
2:02.0,,,70-75,2,M. Conley makes 2-pt shot from 3 ft
1:43.0,K. Dunn makes 2-pt shot from 11 ft,2,72-75,,
1:28.0,,,72-75,,Shooting foul by C. Aldrich (drawn by Z. Randolph)
1:28.0,,,72-75,,Z. Randolph misses free throw 1 of 2
1:28.0,,,72-75,,Offensive rebound by Team
1:28.0,,,72-76,1,Z. Randolph makes free throw 2 of 2
1:28.0,G. Dieng enters the game for C. Aldrich,,72-75,,
1:28.0,,,72-75,,J. Ennis enters the game for J. Green
1:12.0,Turnover by B. Rush (traveling),,72-76,,
1:02.0,,,72-76,,Offensive charge foul by M. Conley
1:02.0,,,72-76,,Turnover by M. Conley (offensive foul)
0:44.0,A. Wiggins makes 3-pt shot from 26 ft (assist by G. Dieng),3,75-76,,
0:31.0,,,75-76,,Z. Randolph misses 2-pt shot from 14 ft
0:31.0,Defensive rebound by B. Rush,,75-76,,
0:17.0,B. Rush misses 2-pt shot from 2 ft (block by W. Baldwin),,75-76,,
0:15.0,,,75-76,,Defensive rebound by J. Ennis
0:01.0,,,75-76,,M. Conley misses 3-pt shot from 26 ft
0:00.0,,,75-76,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,S. Muhammad misses 2-pt shot from 5 ft,,75-76,,
11:40.0,Offensive rebound by S. Muhammad,,75-76,,
11:40.0,S. Muhammad makes 2-pt shot from 1 ft,2,77-76,,
11:20.0,,,77-78,2,Z. Randolph makes 2-pt shot from 5 ft (assist by M. Conley)
11:00.0,N. Bjelica makes 2-pt shot from 7 ft (assist by B. Rush),2,79-78,,
10:47.0,,,79-78,,W. Baldwin misses 2-pt shot from 21 ft
10:47.0,Defensive rebound by K. Dunn,,79-78,,
10:32.0,,,79-78,,Personal foul by M. Conley (drawn by B. Rush)
10:32.0,Z. LaVine enters the game for B. Rush,,79-78,,
10:32.0,,,79-78,,A. Harrison enters the game for M. Conley
10:19.0,G. Dieng misses 3-pt shot from 26 ft,,79-78,,
10:18.0,,,79-78,,Defensive rebound by V. Carter
10:12.0,,,79-78,,A. Harrison misses 3-pt shot from 27 ft
10:09.0,Defensive rebound by Z. LaVine,,79-78,,
10:02.0,Z. LaVine misses 3-pt shot from 26 ft,,79-78,,
10:02.0,,,79-78,,Defensive rebound by Z. Randolph
9:43.0,,,79-78,,Shooting foul by K. Dunn (drawn by Z. Randolph)
9:43.0,,,79-78,,Z. Randolph misses free throw 1 of 2
9:43.0,,,79-78,,Offensive rebound by Team
9:43.0,,,79-79,1,Z. Randolph makes free throw 2 of 2
9:30.0,N. Bjelica misses 2-pt shot from 2 ft,,79-79,,
9:28.0,Offensive rebound by G. Dieng,,79-79,,
9:28.0,G. Dieng makes 2-pt shot from 1 ft,2,81-79,,
9:12.0,,,81-81,2,Z. Randolph makes 2-pt shot from 6 ft
8:59.0,Shooting foul by J. Ennis (drawn by Z. LaVine),,81-81,,
8:59.0,Minnesota full timeout,,81-81,,
8:59.0,Z. LaVine makes free throw 1 of 2,1,82-81,,
8:59.0,Z. LaVine makes free throw 2 of 2,1,83-81,,
8:59.0,,,81-81,,J. Green enters the game for V. Carter
8:45.0,Personal foul by G. Dieng (drawn by Z. Randolph),,83-81,,
8:45.0,Personal foul by K. Dunn (drawn by W. Baldwin),,83-81,,
8:39.0,,,83-81,,Turnover by J. Green (traveling)
8:27.0,S. Muhammad misses 2-pt shot from 10 ft,,83-81,,
8:25.0,Offensive rebound by G. Dieng,,83-81,,
8:14.0,K. Dunn misses 3-pt shot from 25 ft,,83-81,,
8:14.0,,,83-81,,Defensive rebound by Team
8:14.0,Loose ball foul by N. Bjelica (drawn by W. Baldwin),,83-81,,
7:57.0,,,83-81,,Z. Randolph misses 2-pt shot from 18 ft
7:57.0,Defensive rebound by Z. LaVine,,83-81,,
7:47.0,Z. LaVine misses 2-pt shot from 1 ft,,83-81,,
7:45.0,Offensive rebound by G. Dieng,,83-81,,
7:45.0,G. Dieng makes 2-pt shot from 1 ft,2,85-81,,
7:29.0,,,85-81,,J. Ennis misses 2-pt shot from 2 ft (block by G. Dieng)
7:28.0,,,85-81,,Offensive rebound by Z. Randolph
7:28.0,,,85-81,,Shooting foul by N. Bjelica (drawn by Z. Randolph)
7:28.0,,,85-82,1,Z. Randolph makes free throw 1 of 2
7:28.0,,,85-83,1,Z. Randolph makes free throw 2 of 2
7:28.0,,,85-82,,M. Gasol enters the game for J. Green
7:28.0,,,85-82,,V. Carter enters the game for J. Ennis
7:28.0,K. Towns enters the game for N. Bjelica,,85-82,,
7:17.0,K. Dunn misses 2-pt shot from 15 ft,,85-83,,
7:16.0,,,85-83,,Defensive rebound by W. Baldwin
6:54.0,,,85-83,,Turnover by W. Baldwin (lost ball; steal by K. Towns)
6:51.0,Turnover by K. Towns (bad pass; steal by W. Baldwin),,85-83,,
6:45.0,,,85-83,,W. Baldwin misses 2-pt shot from 14 ft
6:44.0,,,85-83,,Offensive rebound by Team
6:44.0,A. Wiggins enters the game for S. Muhammad,,85-83,,
6:41.0,,,85-85,2,Z. Randolph makes 2-pt shot from 2 ft (assist by W. Baldwin)
6:21.0,Z. LaVine misses 2-pt shot from 1 ft (block by M. Gasol),,85-85,,
6:19.0,Offensive rebound by G. Dieng,,85-85,,
6:15.0,G. Dieng misses 2-pt shot from 5 ft,,85-85,,
6:15.0,Offensive rebound by K. Towns,,85-85,,
6:13.0,K. Towns misses 2-pt shot from 1 ft (block by M. Gasol),,85-85,,
6:11.0,,,85-85,,Defensive rebound by Z. Randolph
5:53.0,,,85-85,,Shooting foul by Z. LaVine (drawn by A. Harrison)
5:53.0,,,85-85,,Memphis full timeout
5:53.0,,,85-86,1,A. Harrison makes free throw 1 of 2
5:53.0,,,85-86,,A. Harrison misses free throw 2 of 2
5:53.0,R. Rubio enters the game for K. Dunn,,85-85,,
5:52.0,Defensive rebound by G. Dieng,,85-86,,
5:35.0,K. Towns misses 3-pt shot from 26 ft,,85-86,,
5:35.0,,,85-86,,Defensive rebound by Z. Randolph
5:11.0,,,85-86,,Z. Randolph misses 2-pt shot from 5 ft
