time,Golden State,pts.away,score,pts.home,Houston
7:12.0,,,72-66,,J. Harden misses 3-pt shot from 25 ft
7:11.0,,,72-66,,Offensive rebound by J. Harden
7:06.0,,,72-68,2,P. Beverley makes 2-pt shot from 1 ft (assist by J. Harden)
6:52.0,A. Iguodala misses 3-pt shot from 23 ft,,72-68,,
6:51.0,,,72-68,,Defensive rebound by J. Harden
6:45.0,,,72-68,,Turnover by J. Harden (bad pass; steal by S. Curry)
6:38.0,K. Thompson misses 3-pt shot from 25 ft,,72-68,,
6:37.0,,,72-68,,Defensive rebound by C. Capela
6:26.0,,,72-68,,P. Beverley misses 2-pt shot from 7 ft
6:25.0,Defensive rebound by K. Thompson,,72-68,,
6:09.0,A. Iguodala misses 2-pt shot from 19 ft,,72-68,,
6:08.0,,,72-68,,Defensive rebound by E. Gordon
6:01.0,,,72-68,,Turnover by E. Gordon (lost ball; steal by K. Thompson)
5:56.0,A. Iguodala makes 2-pt shot at rim (assist by K. Thompson),2,74-68,,
5:35.0,,,74-68,,Shooting foul by M. Barnes (drawn by J. Harden)
5:35.0,,,74-69,1,J. Harden makes free throw 1 of 3
5:35.0,,,74-70,1,J. Harden makes free throw 2 of 3
5:35.0,,,74-71,1,J. Harden makes free throw 3 of 3
5:35.0,S. Livingston enters the game for M. Barnes,,74-70,,
5:35.0,,,74-70,,N. Hilario enters the game for C. Capela
5:35.0,,,74-70,,L. Williams enters the game for P. Beverley
5:17.0,S. Livingston makes 2-pt shot from 9 ft (assist by A. Iguodala),2,76-71,,
5:06.0,Personal foul by S. Livingston (drawn by N. Hilario),,76-71,,
5:06.0,,,76-72,1,N. Hilario makes free throw 1 of 2
5:06.0,,,76-73,1,N. Hilario makes free throw 2 of 2
4:55.0,Shooting foul by N. Hilario (drawn by S. Curry),,76-73,,
4:55.0,S. Curry misses free throw 1 of 2,,76-73,,
4:55.0,Offensive rebound by Team,,76-73,,
4:55.0,S. Curry makes free throw 2 of 2,1,77-73,,
4:38.0,,,77-73,,Turnover by N. Hilario (lost ball; steal by S. Curry)
4:31.0,A. Iguodala makes 3-pt shot from 23 ft (assist by S. Curry),3,80-73,,
4:16.0,Personal foul by S. Curry (drawn by J. Harden),,80-73,,
4:16.0,,,80-74,1,J. Harden makes free throw 1 of 2
4:16.0,,,80-75,1,J. Harden makes free throw 2 of 2
4:16.0,D. Green enters the game for S. Curry,,80-74,,
4:16.0,,,80-74,,S. Dekker enters the game for E. Gordon
4:01.0,D. Green misses 3-pt shot from 25 ft,,80-75,,
4:00.0,,,80-75,,Defensive rebound by S. Dekker
3:43.0,,,80-75,,N. Hilario misses 2-pt shot from 1 ft (block by J. McGee)
3:41.0,Defensive rebound by A. Iguodala,,80-75,,
3:24.0,K. Thompson misses 2-pt shot from 19 ft,,80-75,,
3:23.0,,,80-75,,Defensive rebound by T. Ariza
3:17.0,,,80-75,,J. Harden misses 3-pt shot from 25 ft
3:16.0,,,80-75,,Offensive rebound by N. Hilario
3:13.0,,,80-75,,N. Hilario misses 2-pt shot from 2 ft
3:13.0,Defensive rebound by S. Livingston,,80-75,,
3:02.0,K. Thompson misses 2-pt shot from 21 ft,,80-75,,
3:01.0,,,80-75,,Defensive rebound by L. Williams
2:36.0,,,80-75,,N. Hilario misses 2-pt shot from 14 ft
2:35.0,Defensive rebound by S. Livingston,,80-75,,
2:26.0,Shooting foul by L. Williams (drawn by A. Iguodala),,80-75,,
2:26.0,,,80-75,,Houston full timeout
2:26.0,A. Iguodala makes free throw 1 of 2,1,81-75,,
2:26.0,A. Iguodala makes free throw 2 of 2,1,82-75,,
2:15.0,,,82-75,,Turnover by J. Harden (bad pass)
1:50.0,Turnover by Team (shot clock),,82-75,,
1:43.0,,,82-75,,Turnover by L. Williams (bad pass)
1:28.0,J. McGee makes 2-pt shot at rim (assist by D. Green),2,84-75,,
1:15.0,,,84-75,,J. Harden misses 2-pt shot from 1 ft
1:14.0,Defensive rebound by K. Thompson,,84-75,,
1:10.0,Offensive charge foul by S. Livingston,,84-75,,
1:10.0,Turnover by S. Livingston (offensive foul),,84-75,,
1:02.0,,,84-75,,Turnover by L. Williams (lost ball; steal by S. Livingston)
0:46.0,K. Thompson makes 2-pt shot from 19 ft (assist by A. Iguodala),2,86-75,,
0:37.0,,,86-75,,S. Dekker misses 3-pt shot from 23 ft
0:36.0,Defensive rebound by D. Green,,86-75,,
0:28.0,A. Iguodala misses 3-pt shot from 25 ft,,86-75,,
0:26.0,Offensive rebound by J. McGee,,86-75,,
0:26.0,J. McGee misses 2-pt shot from 10 ft,,86-75,,
0:24.0,,,86-75,,Defensive rebound by S. Dekker
0:00.0,,,86-75,,S. Dekker misses 3-pt shot from 24 ft
0:00.0,,,86-75,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:36.0,,,86-75,,P. Beverley misses 2-pt shot from 10 ft
11:35.0,Defensive rebound by D. West,,86-75,,
11:19.0,Turnover by S. Curry (bad pass; steal by L. Williams),,86-75,,
11:15.0,,,86-77,2,L. Williams makes 2-pt shot at rim
11:01.0,S. Curry misses 2-pt shot from 14 ft,,86-77,,
11:00.0,,,86-77,,Defensive rebound by C. Capela
10:51.0,,,86-80,3,S. Dekker makes 3-pt shot from 25 ft (assist by L. Williams)
10:38.0,A. Iguodala misses 3-pt shot from 24 ft,,86-80,,
10:37.0,Offensive rebound by Team,,86-80,,
10:37.0,,,86-80,,Loose ball foul by S. Dekker (drawn by D. Green)
10:37.0,,,86-80,,T. Ariza enters the game for S. Dekker
10:22.0,,,86-80,,Inbound foul by E. Gordon
10:22.0,S. Curry makes free throw 1 of 1,1,87-80,,
10:18.0,S. Curry makes 2-pt shot from 14 ft (assist by A. Iguodala),2,89-80,,
10:08.0,Personal block foul by D. Green (drawn by C. Capela),,89-80,,
9:58.0,,,89-82,2,C. Capela makes 2-pt shot from 2 ft (assist by T. Ariza)
9:36.0,S. Curry makes 2-pt shot from 1 ft (assist by D. West),2,91-82,,
9:25.0,,,91-82,,L. Williams misses 3-pt shot from 24 ft
9:24.0,Defensive rebound by D. Green,,91-82,,
9:09.0,D. West misses 3-pt shot from 23 ft,,91-82,,
9:08.0,,,91-82,,Defensive rebound by L. Williams
8:55.0,,,91-82,,E. Gordon misses 3-pt shot from 23 ft
8:52.0,,,91-82,,Offensive rebound by C. Capela
8:48.0,,,91-82,,E. Gordon misses 2-pt shot from 1 ft
8:47.0,Defensive rebound by D. Green,,91-82,,
8:28.0,S. Curry misses 3-pt shot from 25 ft,,91-82,,
8:27.0,,,91-82,,Defensive rebound by Team
8:27.0,Official timeout,,91-82,,
8:21.0,Personal block foul by S. Curry (drawn by P. Beverley),,91-82,,
8:21.0,K. Thompson enters the game for S. Curry,,91-82,,
8:16.0,,,91-82,,P. Beverley misses 3-pt shot from 25 ft
8:15.0,Defensive rebound by D. West,,91-82,,
8:06.0,,,91-82,,Personal foul by P. Beverley (drawn by K. Thompson)
7:56.0,I. Clark makes 2-pt shot from 20 ft (assist by D. West),2,93-82,,
7:33.0,,,93-84,2,C. Capela makes 2-pt shot from 1 ft (assist by T. Ariza)
7:16.0,,,93-84,,J. Harden enters the game for P. Beverley
7:16.0,M. Barnes enters the game for A. Iguodala,,93-84,,
7:16.0,S. Livingston enters the game for D. Green,,93-84,,
7:16.0,Golden State full timeout,,93-84,,
7:11.0,K. Thompson misses 3-pt shot from 27 ft,,93-84,,
7:10.0,,,93-84,,Defensive rebound by E. Gordon
6:47.0,,,93-84,,T. Ariza misses 3-pt shot from 23 ft
6:47.0,Defensive rebound by Team,,93-84,,
6:41.0,Shooting foul by J. Harden (drawn by S. Livingston),,93-84,,
6:41.0,S. Livingston makes free throw 1 of 2,1,94-84,,
6:41.0,S. Livingston makes free throw 2 of 2,1,95-84,,
6:32.0,,,95-86,2,C. Capela makes 2-pt shot at rim (assist by J. Harden)
6:13.0,M. Barnes makes 2-pt shot from 22 ft (assist by S. Livingston),2,97-86,,
6:05.0,Personal foul by D. West (drawn by J. Harden),,97-86,,
5:57.0,,,97-88,2,L. Williams makes 2-pt shot from 1 ft (assist by J. Harden)
5:57.0,,,97-88,,Shooting foul by S. Livingston (drawn by L. Williams)
5:57.0,,,97-89,1,L. Williams makes free throw 1 of 1
5:44.0,M. Barnes makes 2-pt shot from 20 ft (assist by S. Livingston),2,99-89,,
5:32.0,,,99-89,,J. Harden misses 3-pt shot from 24 ft
5:28.0,Defensive rebound by S. Livingston,,99-89,,
5:16.0,Turnover by S. Livingston (step out of bounds),,99-89,,
5:16.0,,,99-89,,P. Beverley enters the game for E. Gordon
5:06.0,,,99-89,,L. Williams misses 2-pt shot from 7 ft
5:05.0,,,99-89,,Offensive rebound by C. Capela
5:02.0,D. Green enters the game for D. West,,99-89,,
4:52.0,,,99-89,,J. Harden misses 2-pt shot from 1 ft (block by K. Thompson)
4:52.0,,,99-89,,Offensive rebound by Team
4:46.0,,,99-91,2,J. Harden makes 2-pt shot from 1 ft
4:46.0,,,99-91,,Shooting foul by D. Green (drawn by J. Harden)
4:46.0,,,99-92,1,J. Harden makes free throw 1 of 1
4:25.0,I. Clark misses 2-pt shot from 1 ft,,99-92,,
4:23.0,,,99-92,,Defensive rebound by Team
4:23.0,Jump ball: C. Capela vs. D. Green (L. Williams gains possession),,,,Jump ball: C. Capela vs. D. Green (L. Williams gains possession)
