time,Boston,pts.away,score,pts.home,Washington
11:20.0,M. Smart misses 3-pt shot from 28 ft,,24-20,,
11:19.0,Offensive rebound by J. Jerebko,,24-20,,
11:15.0,I. Thomas makes 3-pt shot from 25 ft (assist by J. Jerebko),3,27-20,,
11:02.0,,,27-20,,B. Beal misses 3-pt shot from 30 ft
11:01.0,Defensive rebound by M. Smart,,27-20,,
10:55.0,I. Thomas makes 3-pt shot from 29 ft (assist by M. Smart),3,30-20,,
10:54.0,,,30-20,,Washington full timeout
10:41.0,,,30-23,3,B. Beal makes 3-pt shot from 25 ft (assist by B. Jennings)
10:23.0,K. Olynyk makes 2-pt shot at rim (assist by M. Smart),2,32-23,,
10:09.0,,,32-23,,Shooting foul by K. Olynyk (drawn by T. Satoransky)
10:09.0,,,32-25,2,T. Satoransky makes 2-pt shot at rim (assist by B. Jennings)
10:09.0,,,32-25,,T. Satoransky misses free throw 1 of 1
10:08.0,Defensive rebound by J. Jerebko,,32-25,,
9:50.0,K. Olynyk makes 2-pt shot from 1 ft,2,34-25,,
9:50.0,Shooting foul by I. Mahinmi (drawn by K. Olynyk),,34-25,,
9:50.0,K. Olynyk makes free throw 1 of 1,1,35-25,,
9:26.0,,,35-25,,Shooting foul by M. Smart (drawn by I. Mahinmi)
9:26.0,,,35-25,,I. Mahinmi misses free throw 1 of 2
9:26.0,,,35-25,,Offensive rebound by Team
9:26.0,,,35-26,1,I. Mahinmi makes free throw 2 of 2
9:26.0,,,35-25,,J. Wall enters the game for B. Beal
9:26.0,,,35-25,,M. Morris enters the game for T. Satoransky
9:26.0,A. Horford enters the game for J. Jerebko,,35-25,,
9:10.0,Turnover by A. Horford (bad pass; steal by J. Wall),,35-26,,
9:03.0,,,35-26,,Turnover by B. Bogdanovic (bad pass; steal by I. Thomas)
8:59.0,I. Thomas makes 2-pt shot at rim,2,37-26,,
8:48.0,,,37-26,,M. Morris misses 3-pt shot from 23 ft
8:46.0,,,37-26,,Offensive rebound by I. Mahinmi
8:42.0,,,37-26,,J. Wall misses 3-pt shot from 26 ft
8:41.0,,,37-26,,Offensive rebound by B. Jennings
8:37.0,,,37-26,,B. Bogdanovic misses 3-pt shot from 27 ft
8:36.0,Defensive rebound by I. Thomas,,37-26,,
8:26.0,K. Olynyk misses 3-pt shot from 26 ft,,37-26,,
8:25.0,,,37-26,,Defensive rebound by B. Jennings
8:17.0,Personal foul by I. Thomas (drawn by J. Wall),,37-26,,
8:08.0,,,37-26,,J. Wall misses 2-pt shot from 2 ft
8:08.0,Defensive rebound by T. Rozier,,37-26,,
8:00.0,I. Thomas misses 3-pt shot from 26 ft,,37-26,,
8:00.0,,,37-26,,Defensive rebound by B. Bogdanovic
7:43.0,,,37-28,2,B. Bogdanovic makes 2-pt shot from 18 ft
7:28.0,A. Horford makes 3-pt shot from 26 ft (assist by I. Thomas),3,40-28,,
7:07.0,,,40-28,,M. Morris misses 2-pt shot from 5 ft
7:06.0,Defensive rebound by A. Horford,,40-28,,
6:55.0,Turnover by A. Horford (bad pass),,40-28,,
6:55.0,,,40-28,,O. Porter enters the game for B. Jennings
6:55.0,,,40-28,,M. Gortat enters the game for I. Mahinmi
6:47.0,,,40-28,,J. Wall misses 2-pt shot from 2 ft (block by K. Olynyk)
6:45.0,,,40-28,,Offensive rebound by M. Gortat
6:44.0,,,40-30,2,M. Gortat makes 2-pt shot at rim
6:22.0,Turnover by M. Smart (bad pass; steal by J. Wall),,40-30,,
6:22.0,Personal foul by M. Smart (drawn by J. Wall),,40-30,,
6:22.0,,,40-31,1,J. Wall makes free throw 1 of 2
6:22.0,,,40-32,1,J. Wall makes free throw 2 of 2
6:22.0,A. Bradley enters the game for I. Thomas,,40-31,,
6:05.0,M. Smart misses 3-pt shot from 29 ft,,40-32,,
6:05.0,,,40-32,,Defensive rebound by J. Wall
5:58.0,,,40-32,,J. Wall misses 2-pt shot from 1 ft
5:57.0,,,40-32,,Offensive rebound by Team
5:57.0,Official timeout,,40-32,,
5:57.0,J. Crowder enters the game for T. Rozier,,40-32,,
5:50.0,,,40-35,3,J. Wall makes 3-pt shot from 28 ft (assist by O. Porter)
5:28.0,A. Bradley misses 2-pt shot from 18 ft,,40-35,,
5:27.0,,,40-35,,Defensive rebound by M. Gortat
5:14.0,,,40-35,,O. Porter misses 3-pt shot from 24 ft
5:13.0,Defensive rebound by A. Horford,,40-35,,
5:00.0,J. Crowder misses 2-pt shot from 21 ft,,40-35,,
4:59.0,,,40-35,,Defensive rebound by O. Porter
4:48.0,,,40-35,,J. Wall misses 3-pt shot from 26 ft
4:47.0,Defensive rebound by J. Crowder,,40-35,,
4:39.0,A. Bradley makes 2-pt shot at rim (assist by J. Crowder),2,42-35,,
4:22.0,,,42-35,,Turnover by O. Porter (bad pass; steal by J. Crowder)
4:05.0,Shooting foul by M. Morris (drawn by M. Smart),,42-35,,
4:05.0,M. Smart misses free throw 1 of 2,,42-35,,
4:05.0,Offensive rebound by Team,,42-35,,
4:05.0,M. Smart misses free throw 2 of 2,,42-35,,
4:05.0,,,42-35,,B. Beal enters the game for B. Bogdanovic
4:05.0,A. Johnson enters the game for K. Olynyk,,42-35,,
4:03.0,,,42-35,,Defensive rebound by O. Porter
3:48.0,,,42-37,2,J. Wall makes 2-pt shot from 5 ft
3:24.0,A. Bradley misses 2-pt shot from 20 ft,,42-37,,
3:23.0,,,42-37,,Defensive rebound by M. Morris
3:12.0,,,42-39,2,J. Wall makes 2-pt shot from 18 ft
3:12.0,Boston full timeout,,42-39,,
3:12.0,I. Thomas enters the game for M. Smart,,42-39,,
3:12.0,K. Olynyk enters the game for A. Johnson,,42-39,,
3:00.0,K. Olynyk makes 2-pt shot from 2 ft (assist by A. Horford),2,44-39,,
2:36.0,,,44-39,,Turnover by O. Porter (bad pass; steal by J. Crowder)
2:25.0,K. Olynyk misses 3-pt shot from 24 ft,,44-39,,
2:25.0,,,44-39,,Defensive rebound by O. Porter
2:03.0,,,44-39,,Turnover by M. Morris (bad pass)
1:49.0,K. Olynyk misses 3-pt shot from 27 ft,,44-39,,
1:48.0,,,44-39,,Defensive rebound by M. Gortat
1:36.0,,,44-41,2,M. Gortat makes 2-pt shot from 2 ft (assist by J. Wall)
1:19.0,I. Thomas misses 2-pt shot from 3 ft,,44-41,,
1:18.0,,,44-41,,Defensive rebound by O. Porter
1:14.0,,,44-41,,Shooting foul by J. Crowder (drawn by O. Porter)
1:14.0,,,44-42,1,O. Porter makes free throw 1 of 2
1:14.0,,,44-43,1,O. Porter makes free throw 2 of 2
0:59.0,J. Crowder misses 3-pt shot from 26 ft,,44-43,,
0:57.0,,,44-43,,Defensive rebound by B. Beal
0:54.0,,,44-45,2,J. Wall makes 2-pt shot from 3 ft
0:44.0,I. Thomas misses 2-pt shot from 2 ft,,44-45,,
0:43.0,Offensive rebound by A. Horford,,44-45,,
0:43.0,A. Horford makes 2-pt shot from 1 ft,2,46-45,,
0:41.0,,,46-45,,J. Wall misses 2-pt shot at rim (block by J. Crowder)
0:41.0,,,46-45,,Offensive rebound by Team
0:36.0,,,46-48,3,J. Wall makes 3-pt shot from 28 ft (assist by M. Morris)
0:30.0,,,46-48,,Personal foul by M. Gortat (drawn by I. Thomas)
0:30.0,,,46-48,,J. Smith enters the game for M. Morris
0:19.0,A. Horford makes 2-pt shot from 1 ft (assist by I. Thomas),2,48-48,,
0:02.0,,,48-48,,J. Wall misses 3-pt shot from 27 ft
0:01.0,,,48-48,,Offensive rebound by M. Gortat
0:00.0,,,48-48,,M. Gortat misses 2-pt shot from 2 ft
0:00.0,,,48-48,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,,,48-48,,Shooting block foul by B. Beal (drawn by A. Johnson)
11:45.0,A. Johnson makes free throw 1 of 2,1,49-48,,
11:45.0,A. Johnson makes free throw 2 of 2,1,50-48,,
11:31.0,,,50-48,,M. Gortat misses 2-pt shot from 8 ft (block by A. Johnson)
11:29.0,Defensive rebound by J. Crowder,,50-48,,
11:10.0,A. Johnson makes 3-pt shot from 24 ft (assist by J. Crowder),3,53-48,,
10:42.0,,,53-48,,B. Beal misses 3-pt shot from 28 ft
10:41.0,,,53-48,,Offensive rebound by M. Morris
10:41.0,,,53-48,,Shooting foul by J. Crowder (drawn by M. Morris)
10:41.0,,,53-49,1,M. Morris makes free throw 1 of 2
10:41.0,,,53-50,1,M. Morris makes free throw 2 of 2
10:27.0,Turnover by I. Thomas (bad pass; steal by J. Wall),,53-50,,
10:23.0,,,53-52,2,J. Wall makes 2-pt shot from 1 ft
10:01.0,J. Crowder misses 3-pt shot from 24 ft,,53-52,,
9:59.0,,,53-52,,Defensive rebound by M. Morris
9:48.0,,,53-52,,J. Wall misses 2-pt shot from 5 ft
9:47.0,Defensive rebound by A. Horford,,53-52,,
9:23.0,A. Horford misses 2-pt shot from 17 ft,,53-52,,
9:22.0,Offensive rebound by A. Johnson,,53-52,,
9:22.0,Turnover by Team (shot clock),,53-52,,
9:11.0,Personal foul by A. Johnson (drawn by M. Morris),,53-52,,
8:57.0,,,53-52,,J. Wall misses 2-pt shot from 14 ft
8:57.0,,,53-52,,Offensive rebound by M. Morris
8:53.0,,,53-55,3,B. Beal makes 3-pt shot from 26 ft (assist by M. Morris)
8:27.0,Turnover by Team (shot clock),,53-55,,
8:09.0,,,53-57,2,B. Beal makes 2-pt shot from 11 ft (assist by M. Morris)
7:52.0,I. Thomas misses 2-pt shot from 7 ft,,53-57,,
7:51.0,,,53-57,,Defensive rebound by B. Beal
7:37.0,,,53-59,2,M. Gortat makes 2-pt shot from 1 ft (assist by J. Wall)
7:37.0,Boston full timeout,,53-59,,
7:37.0,M. Smart enters the game for A. Johnson,,53-59,,
7:18.0,J. Crowder misses 3-pt shot from 25 ft,,53-59,,
7:17.0,,,53-59,,Defensive rebound by J. Wall
7:03.0,,,53-62,3,M. Morris makes 3-pt shot from 27 ft (assist by J. Wall)
6:49.0,Turnover by I. Thomas (bad pass; steal by O. Porter),,53-62,,
6:45.0,,,53-64,2,O. Porter makes 2-pt shot at rim
6:24.0,A. Bradley misses 3-pt shot from 27 ft,,53-64,,
6:23.0,,,53-64,,Defensive rebound by B. Beal
6:18.0,,,53-64,,Turnover by J. Wall (lost ball; steal by I. Thomas)
6:10.0,Turnover by A. Bradley (lost ball; steal by J. Wall),,53-64,,
6:04.0,,,53-66,2,J. Wall makes 2-pt shot from 2 ft
6:04.0,,,53-66,,Shooting foul by M. Smart (drawn by J. Wall)
6:04.0,,,53-67,1,J. Wall makes free throw 1 of 1
5:43.0,Turnover by M. Smart (lost ball; steal by M. Morris),,53-67,,
5:40.0,,,53-69,2,B. Beal makes 2-pt shot at rim (assist by M. Morris)
5:40.0,,,53-69,,Shooting foul by J. Crowder (drawn by B. Beal)
5:40.0,,,53-70,1,B. Beal makes free throw 1 of 1
5:40.0,K. Olynyk enters the game for J. Crowder,,53-69,,
5:30.0,Offensive foul by I. Thomas,,53-70,,
5:30.0,Turnover by I. Thomas (offensive foul),,53-70,,
5:30.0,G. Green enters the game for A. Bradley,,53-70,,
5:18.0,,,53-72,2,J. Wall makes 2-pt shot from 1 ft
5:05.0,Turnover by I. Thomas (lost ball; steal by M. Morris),,53-72,,
5:00.0,,,53-74,2,O. Porter makes 2-pt shot from 1 ft (assist by J. Wall)
5:00.0,Boston full timeout,,53-74,,
4:42.0,A. Horford makes 2-pt shot from 1 ft (assist by M. Smart),2,55-74,,
4:31.0,,,55-74,,Turnover by J. Wall (lost ball)
4:22.0,I. Thomas misses 2-pt shot from 1 ft,,55-74,,
4:21.0,,,55-74,,Defensive rebound by B. Beal
4:16.0,,,55-74,,Turnover by J. Wall (bad pass; steal by G. Green)
4:13.0,I. Thomas makes 2-pt shot from 1 ft (assist by G. Green),2,57-74,,
4:10.0,Violation by Team (jump ball),,57-74,,
3:55.0,,,57-77,3,M. Morris makes 3-pt shot from 24 ft (assist by J. Wall)
3:43.0,M. Smart makes 3-pt shot from 29 ft (assist by I. Thomas),3,60-77,,
3:27.0,,,60-80,3,B. Beal makes 3-pt shot from 25 ft (assist by J. Wall)
3:12.0,A. Horford misses 3-pt shot from 26 ft,,60-80,,
3:11.0,,,60-80,,Defensive rebound by J. Wall
3:07.0,,,60-80,,Shooting foul by A. Horford (drawn by J. Wall)
3:07.0,,,60-81,1,J. Wall makes free throw 1 of 2
3:07.0,,,60-82,1,J. Wall makes free throw 2 of 2
2:50.0,A. Horford misses 2-pt shot from 7 ft,,60-82,,
2:49.0,Offensive rebound by A. Horford,,60-82,,
2:48.0,,,60-82,,Personal foul by M. Gortat (drawn by A. Horford)
2:48.0,,,60-82,,I. Mahinmi enters the game for M. Gortat
2:48.0,,,60-82,,B. Jennings enters the game for B. Beal
2:45.0,,,60-82,,Personal foul by B. Jennings (drawn by I. Thomas)
2:39.0,Turnover by I. Thomas (lost ball; steal by O. Porter),,60-82,,
2:33.0,,,60-84,2,O. Porter makes 2-pt shot from 2 ft (assist by M. Morris)
2:20.0,M. Smart misses 2-pt shot from 2 ft,,60-84,,
2:20.0,,,60-84,,Defensive rebound by Team
2:20.0,Loose ball foul by K. Olynyk (drawn by M. Morris),,60-84,,
2:20.0,,,60-85,1,M. Morris makes free throw 1 of 2
2:20.0,,,60-86,1,M. Morris makes free throw 2 of 2
2:20.0,T. Rozier enters the game for I. Thomas,,60-85,,
2:20.0,,,60-85,,B. Bogdanovic enters the game for O. Porter
2:07.0,T. Rozier makes 3-pt shot from 27 ft (assist by G. Green),3,63-86,,
1:45.0,,,63-86,,Turnover by B. Bogdanovic (bad pass)
1:25.0,T. Rozier misses 2-pt shot from 17 ft,,63-86,,
1:24.0,,,63-86,,Defensive rebound by M. Morris
1:17.0,,,63-86,,J. Wall misses 2-pt shot from 18 ft
1:16.0,,,63-86,,Offensive rebound by B. Bogdanovic
1:10.0,,,63-86,,Shooting foul by G. Green (drawn by J. Wall)
1:10.0,,,63-87,1,J. Wall makes free throw 1 of 2
1:10.0,,,63-88,1,J. Wall makes free throw 2 of 2
1:10.0,,,63-87,,J. Smith enters the game for M. Morris
1:10.0,J. Crowder enters the game for A. Horford,,63-87,,
1:10.0,A. Bradley enters the game for G. Green,,63-87,,
0:59.0,,,63-88,,Shooting block foul by J. Smith (drawn by M. Smart)
0:59.0,M. Smart misses free throw 1 of 2,,63-88,,
0:59.0,Offensive rebound by Team,,63-88,,
0:59.0,M. Smart makes free throw 2 of 2,1,64-88,,
0:40.0,,,64-88,,J. Wall misses 3-pt shot from 26 ft
0:39.0,Defensive rebound by Team,,64-88,,
0:32.0,,,64-88,,Personal foul by I. Mahinmi (drawn by K. Olynyk)
0:32.0,K. Olynyk makes free throw 1 of 2,1,65-88,,
0:32.0,K. Olynyk makes free throw 2 of 2,1,66-88,,
0:32.0,,,65-88,,B. Beal enters the game for J. Smith
0:12.0,,,66-88,,I. Mahinmi misses 2-pt shot from 2 ft (block by K. Olynyk)
0:11.0,Defensive rebound by A. Bradley,,66-88,,
0:06.0,,,66-88,,Personal foul by J. Wall (drawn by M. Smart)
0:06.0,M. Smart makes free throw 1 of 2,1,67-88,,
0:06.0,M. Smart makes free throw 2 of 2,1,68-88,,
0:01.0,Personal foul by A. Bradley (drawn by J. Wall),,68-88,,
0:01.0,,,68-89,1,J. Wall makes free throw 1 of 2
0:01.0,,,68-90,1,J. Wall makes free throw 2 of 2
0:00.0,A. Bradley misses 3-pt shot from 27 ft,,68-90,,
0:00.0,Offensive rebound by Team,,68-90,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:38.0,,,68-90,,M. Morris misses 2-pt shot from 9 ft
11:37.0,Defensive rebound by A. Bradley,,68-90,,
11:26.0,K. Olynyk makes 2-pt shot from 15 ft (assist by M. Smart),2,70-90,,
11:00.0,,,70-92,2,B. Beal makes 2-pt shot from 2 ft
10:50.0,,,70-92,,Personal foul by I. Mahinmi (drawn by K. Olynyk)
10:42.0,J. Crowder makes 2-pt shot from 1 ft (assist by K. Olynyk),2,72-92,,
10:24.0,Personal foul by M. Smart (drawn by B. Beal),,72-92,,
10:24.0,,,72-92,,Offensive foul by M. Morris
10:24.0,,,72-92,,Turnover by M. Morris (offensive foul)
10:14.0,J. Crowder misses 2-pt shot from 15 ft,,72-92,,
10:13.0,,,72-92,,Defensive rebound by I. Mahinmi
9:54.0,,,72-92,,B. Jennings misses 3-pt shot from 25 ft
9:53.0,,,72-92,,Offensive rebound by I. Mahinmi
9:50.0,,,72-94,2,B. Beal makes 2-pt shot at rim (assist by I. Mahinmi)
9:31.0,T. Rozier makes 2-pt shot at rim,2,74-94,,
9:20.0,Personal foul by J. Crowder (drawn by M. Morris),,74-94,,
9:20.0,I. Thomas enters the game for M. Smart,,74-94,,
9:15.0,,,74-97,3,B. Bogdanovic makes 3-pt shot from 27 ft (assist by I. Mahinmi)
9:01.0,K. Olynyk makes 2-pt shot from 1 ft (assist by I. Thomas),2,76-97,,
9:01.0,,,76-97,,Washington full timeout
9:01.0,,,76-97,,J. Wall enters the game for I. Mahinmi
8:49.0,,,76-99,2,M. Morris makes 2-pt shot from 2 ft (assist by J. Wall)
8:28.0,J. Crowder misses 2-pt shot at rim,,76-99,,
8:28.0,Offensive rebound by Team,,76-99,,
8:21.0,Turnover by A. Bradley (bad pass; steal by J. Wall),,76-99,,
8:16.0,,,76-99,,J. Wall misses 2-pt shot from 1 ft (block by I. Thomas)
8:16.0,Defensive rebound by Team,,76-99,,
8:14.0,T. Rozier makes 2-pt shot from 1 ft (assist by J. Crowder),2,78-99,,
8:14.0,Shooting foul by B. Bogdanovic (drawn by T. Rozier),,78-99,,
8:14.0,T. Rozier makes free throw 1 of 1,1,79-99,,
8:14.0,,,78-99,,O. Porter enters the game for B. Jennings
8:04.0,Personal foul by I. Thomas (drawn by M. Morris),,79-99,,
8:00.0,,,79-99,,Shooting foul by T. Rozier (drawn by B. Bogdanovic)
8:00.0,,,79-100,1,B. Bogdanovic makes free throw 1 of 2
8:00.0,,,79-101,1,B. Bogdanovic makes free throw 2 of 2
7:51.0,T. Rozier misses 2-pt shot at rim (block by J. Wall),,79-101,,
7:49.0,Offensive rebound by T. Rozier,,79-101,,
7:46.0,Turnover by T. Rozier (bad pass; steal by B. Beal),,79-101,,
7:38.0,,,79-101,,Turnover by M. Morris (bad pass; steal by J. Crowder)
7:34.0,Shooting foul by B. Beal (drawn by T. Rozier),,79-101,,
7:34.0,T. Rozier makes free throw 1 of 2,1,80-101,,
7:34.0,T. Rozier makes free throw 2 of 2,1,81-101,,
7:34.0,A. Horford enters the game for K. Olynyk,,80-101,,
7:09.0,,,81-101,,M. Morris misses 2-pt shot from 18 ft
7:08.0,Defensive rebound by T. Rozier,,81-101,,
7:06.0,Turnover by T. Rozier (bad pass; steal by O. Porter),,81-101,,
7:03.0,,,81-103,2,B. Bogdanovic makes 2-pt shot from 1 ft (assist by O. Porter)
6:53.0,A. Horford misses 2-pt shot from 16 ft,,81-103,,
6:52.0,,,81-103,,Defensive rebound by O. Porter
6:38.0,Personal foul by I. Thomas (drawn by B. Beal),,81-103,,
6:38.0,,,81-104,1,B. Beal makes free throw 1 of 2
6:38.0,Technical foul by I. Thomas (drawn by B. Beal),,81-104,,
6:38.0,,,81-105,1,B. Beal makes technical free throw
6:38.0,,,81-106,1,B. Beal makes free throw 2 of 2
6:38.0,J. Brown enters the game for J. Crowder,,81-104,,
6:38.0,M. Smart enters the game for I. Thomas,,81-105,,
6:20.0,T. Rozier misses 2-pt shot from 18 ft,,81-106,,
6:19.0,,,81-106,,Defensive rebound by M. Morris
6:09.0,,,81-106,,Offensive foul by B. Bogdanovic
6:09.0,,,81-106,,Turnover by B. Bogdanovic (offensive foul)
5:59.0,J. Brown makes 3-pt shot from 26 ft (assist by A. Bradley),3,84-106,,
5:32.0,,,84-106,,M. Morris misses 2-pt shot from 8 ft
5:31.0,Defensive rebound by J. Brown,,84-106,,
5:27.0,Turnover by J. Brown (discontinued dribble),,84-106,,
5:27.0,Official timeout,,84-106,,
5:27.0,T. Zeller enters the game for A. Horford,,84-106,,
5:27.0,G. Green enters the game for A. Bradley,,84-106,,
5:27.0,,,84-106,,J. Smith enters the game for M. Morris
5:14.0,,,84-106,,Turnover by J. Wall (bad pass; steal by J. Brown)
5:09.0,Shooting foul by J. Wall (drawn by T. Rozier),,84-106,,
5:09.0,T. Rozier makes free throw 1 of 2,1,85-106,,
