time,San Antonio,pts.away,score,pts.home,Sacramento
1:30.0,,,107-93,,Defensive rebound by D. Collison
1:25.0,,,107-96,3,M. Barnes makes 3-pt shot from 26 ft (assist by D. Collison)
1:07.0,D. Murray misses 2-pt shot from 20 ft,,107-96,,
1:06.0,,,107-96,,Defensive rebound by D. Cousins
1:01.0,,,107-98,2,B. McLemore makes 2-pt shot from 3 ft (assist by D. Collison)
0:49.0,Turnover by D. Murray (bad pass; steal by D. Collison),,107-98,,
0:49.0,,,107-100,2,D. Collison makes 2-pt shot from 3 ft
0:27.0,B. Forbes misses 3-pt shot from 25 ft,,107-100,,
0:25.0,,,107-100,,Defensive rebound by D. Cousins
0:18.0,,,107-100,,R. Gay misses 3-pt shot from 26 ft
0:18.0,,,107-100,,Offensive rebound by D. Collison
0:18.0,,,107-100,,Shooting foul by J. Simmons (drawn by D. Collison)
0:18.0,San Antonio full timeout,,107-100,,
0:18.0,,,107-101,1,D. Collison makes free throw 1 of 2
0:18.0,,,107-102,1,D. Collison makes free throw 2 of 2
0:12.0,,,107-102,,Personal take foul by R. Gay (drawn by J. Simmons)
0:12.0,J. Simmons makes free throw 1 of 2,1,108-102,,
0:12.0,J. Simmons makes free throw 2 of 2,1,109-102,,
0:12.0,,,109-102,,Sacramento full timeout
0:12.0,,,108-102,,K. Koufos enters the game for B. McLemore
0:12.0,,,109-102,,B. McLemore enters the game for K. Koufos
0:10.0,,,109-102,,Shooting foul by D. Bertans (drawn by D. Cousins)
0:10.0,,,109-102,,D. Cousins misses free throw 1 of 3
0:10.0,,,109-102,,Offensive rebound by Team
0:10.0,,,109-103,1,D. Cousins makes free throw 2 of 3
0:10.0,,,109-103,,D. Cousins misses free throw 3 of 3
0:09.0,,,109-103,,Offensive rebound by D. Cousins
0:09.0,,,109-103,,Shooting foul by D. Bertans (drawn by D. Cousins)
0:09.0,,,109-104,1,D. Cousins makes free throw 1 of 2
0:09.0,,,109-105,1,D. Cousins makes free throw 2 of 2
0:09.0,San Antonio full timeout,,109-105,,
0:08.0,,,109-105,,Personal take foul by D. Cousins (drawn by D. Bertans)
0:08.0,D. Bertans misses free throw 1 of 2,,109-105,,
0:08.0,Offensive rebound by Team,,109-105,,
0:08.0,D. Bertans makes free throw 2 of 2,1,110-105,,
0:08.0,,,110-105,,Sacramento full timeout
0:08.0,,,109-105,,K. Koufos enters the game for B. McLemore
0:08.0,,,110-105,,B. McLemore enters the game for K. Koufos
0:03.0,,,110-105,,D. Cousins misses 3-pt shot from 26 ft
0:02.0,,,110-105,,Offensive rebound by M. Barnes
0:00.0,,,110-105,,M. Barnes misses 2-pt shot from 21 ft
0:00.0,,,110-105,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
