time,Atlanta,pts.away,score,pts.home,Miami
2:40.0,,,18-23,,Turnover by D. Waiters (offensive foul)
2:40.0,,,18-23,,Offensive charge foul by D. Waiters
2:40.0,Atlanta full timeout,,18-23,,
2:40.0,,,18-23,,R. McGruder enters the game for D. Waiters
2:40.0,P. Millsap enters the game for D. Howard,,18-23,,
2:20.0,M. Delaney misses 2-pt shot from 7 ft (block by J. Richardson),,18-23,,
2:19.0,,,18-23,,Defensive rebound by J. Johnson
2:11.0,,,18-23,,H. Whiteside misses 2-pt shot from 9 ft
2:10.0,Defensive rebound by Team,,18-23,,
1:58.0,P. Millsap misses 3-pt shot from 25 ft,,18-23,,
1:57.0,,,18-23,,Defensive rebound by Team
1:44.0,,,18-25,2,J. Richardson makes 2-pt shot from 19 ft
1:37.0,M. Muscala makes 2-pt shot from 2 ft (assist by M. Delaney),2,20-25,,
1:13.0,,,20-25,,H. Whiteside misses 2-pt shot from 2 ft
1:12.0,Defensive rebound by M. Muscala,,20-25,,
1:03.0,Turnover by M. Delaney (bad pass; steal by H. Whiteside),,20-25,,
0:45.0,,,20-25,,Turnover by T. Johnson (lost ball; steal by M. Muscala)
0:38.0,T. Hardaway misses 3-pt shot from 24 ft,,20-25,,
0:37.0,Offensive rebound by T. Hardaway,,20-25,,
0:37.0,,,20-25,,Personal foul by R. McGruder (drawn by T. Hardaway)
0:37.0,,,20-25,,J. McRoberts enters the game for H. Whiteside
0:37.0,,,20-25,,L. Babbitt enters the game for J. Richardson
0:30.0,Turnover by P. Millsap (bad pass; steal by J. Johnson),,20-25,,
0:08.0,,,20-25,,R. McGruder misses 2-pt shot from 5 ft
0:07.0,Defensive rebound by P. Millsap,,20-25,,
0:00.0,P. Millsap makes 2-pt shot from 15 ft (assist by M. Muscala),2,22-25,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:40.0,,,22-28,3,T. Johnson makes 3-pt shot from 24 ft (assist by J. McRoberts)
11:23.0,M. Delaney misses 2-pt shot from 17 ft,,22-28,,
11:22.0,,,22-28,,Defensive rebound by J. McRoberts
11:06.0,K. Bazemore enters the game for M. Muscala,,22-28,,
11:02.0,,,22-30,2,T. Johnson makes 2-pt shot from 22 ft
10:49.0,,,22-30,,Personal foul by T. Johnson (drawn by M. Delaney)
10:39.0,,,22-30,,Personal foul by J. Johnson (drawn by P. Millsap)
10:29.0,P. Millsap misses 2-pt shot from 8 ft,,22-30,,
10:28.0,,,22-30,,Defensive rebound by J. McRoberts
10:16.0,,,22-30,,L. Babbitt misses 2-pt shot from 3 ft
10:14.0,,,22-30,,Offensive rebound by J. McRoberts
10:14.0,,,22-30,,J. McRoberts misses 2-pt shot from 1 ft
10:11.0,,,22-30,,Offensive rebound by J. Johnson
10:05.0,,,22-30,,L. Babbitt misses 3-pt shot from 23 ft
10:04.0,Defensive rebound by K. Bazemore,,22-30,,
9:54.0,K. Korver misses 3-pt shot from 24 ft,,22-30,,
9:53.0,,,22-30,,Defensive rebound by J. McRoberts
9:44.0,,,22-30,,T. Johnson misses 2-pt shot from 2 ft
9:43.0,Defensive rebound by M. Delaney,,22-30,,
9:40.0,K. Bazemore makes 2-pt shot from 2 ft (assist by M. Delaney),2,24-30,,
9:40.0,,,24-30,,Away from play foul by R. McGruder (drawn by M. Delaney)
9:40.0,M. Delaney makes free throw 1 of 1,1,25-30,,
9:22.0,,,25-32,2,J. Johnson makes 2-pt shot from 8 ft
9:13.0,Shooting foul by J. Johnson (drawn by P. Millsap),,25-32,,
9:13.0,P. Millsap makes free throw 1 of 2,1,26-32,,
9:13.0,P. Millsap misses free throw 2 of 2,,26-32,,
9:12.0,,,26-32,,Defensive rebound by L. Babbitt
8:58.0,,,26-32,,T. Johnson misses 3-pt shot from 26 ft
8:57.0,Defensive rebound by Team,,26-32,,
8:57.0,Official timeout,,26-32,,
8:41.0,Turnover by K. Korver (bad pass; steal by R. McGruder),,26-32,,
8:36.0,,,26-34,2,J. Johnson makes 2-pt shot from 2 ft
8:21.0,P. Millsap misses 2-pt shot from 1 ft,,26-34,,
8:20.0,,,26-34,,Defensive rebound by J. McRoberts
8:15.0,,,26-34,,Turnover by T. Johnson (traveling)
8:15.0,D. Schroder enters the game for M. Delaney,,26-34,,
7:51.0,T. Sefolosha misses 3-pt shot from 24 ft,,26-34,,
7:50.0,,,26-34,,Defensive rebound by J. Johnson
7:41.0,,,26-34,,J. Johnson misses 3-pt shot from 25 ft
7:40.0,Defensive rebound by P. Millsap,,26-34,,
7:28.0,K. Bazemore misses 2-pt shot from 2 ft,,26-34,,
7:27.0,,,26-34,,Defensive rebound by L. Babbitt
7:13.0,,,26-34,,Turnover by L. Babbitt (lost ball; steal by P. Millsap)
7:04.0,Shooting foul by J. McRoberts (drawn by T. Sefolosha),,26-34,,
7:04.0,T. Sefolosha makes free throw 1 of 2,1,27-34,,
7:04.0,T. Sefolosha makes free throw 2 of 2,1,28-34,,
7:04.0,,,27-34,,J. Richardson enters the game for L. Babbitt
7:04.0,,,27-34,,H. Whiteside enters the game for J. McRoberts
7:04.0,,,27-34,,D. Williams enters the game for J. Johnson
7:04.0,D. Howard enters the game for P. Millsap,,27-34,,
6:44.0,,,28-34,,R. McGruder misses 2-pt shot from 1 ft
6:43.0,,,28-34,,Offensive rebound by H. Whiteside
6:43.0,,,28-34,,Shooting foul by K. Bazemore (drawn by H. Whiteside)
6:43.0,,,28-35,1,H. Whiteside makes free throw 1 of 2
6:43.0,,,28-36,1,H. Whiteside makes free throw 2 of 2
6:43.0,M. Muscala enters the game for T. Sefolosha,,28-35,,
6:30.0,Turnover by K. Bazemore (bad pass; steal by H. Whiteside),,28-36,,
6:27.0,,,28-36,,Turnover by H. Whiteside (bad pass; steal by K. Bazemore)
6:22.0,D. Howard makes 2-pt shot at rim (assist by K. Bazemore),2,30-36,,
6:05.0,,,30-38,2,J. Richardson makes 2-pt shot from 8 ft
5:51.0,M. Muscala makes 2-pt shot from 2 ft (assist by D. Schroder),2,32-38,,
5:43.0,,,32-38,,Miami full timeout
5:27.0,,,32-38,,Turnover by J. Richardson (lost ball; steal by D. Howard)
5:21.0,M. Muscala makes 2-pt shot from 16 ft (assist by D. Howard),2,34-38,,
5:03.0,,,34-38,,H. Whiteside misses 2-pt shot from 17 ft
5:02.0,Defensive rebound by M. Muscala,,34-38,,
4:57.0,D. Howard misses 2-pt shot from 2 ft,,34-38,,
4:56.0,Offensive rebound by D. Howard,,34-38,,
4:55.0,D. Howard makes 2-pt shot from 4 ft,2,36-38,,
4:55.0,Shooting foul by H. Whiteside (drawn by D. Howard),,36-38,,
4:55.0,Atlanta full timeout,,36-38,,
4:55.0,D. Howard makes free throw 1 of 1,1,37-38,,
4:55.0,,,36-38,,D. Waiters enters the game for R. McGruder
4:55.0,T. Hardaway enters the game for K. Bazemore,,36-38,,
4:32.0,,,37-38,,J. Richardson misses 3-pt shot from 25 ft
4:31.0,Defensive rebound by M. Muscala,,37-38,,
4:19.0,D. Howard misses 2-pt shot from 2 ft (block by H. Whiteside),,37-38,,
4:18.0,,,37-38,,Defensive rebound by Team
3:55.0,,,37-38,,Turnover by D. Waiters (bad pass; steal by D. Howard)
3:50.0,T. Hardaway makes 2-pt shot from 2 ft (assist by D. Schroder),2,39-38,,
3:38.0,Violation by M. Muscala (def goaltending),,39-38,,
3:38.0,,,39-40,2,D. Williams makes 2-pt shot from 1 ft (assist by T. Johnson)
3:18.0,T. Hardaway makes 3-pt shot from 25 ft,3,42-40,,
2:57.0,Personal foul by D. Schroder (drawn by T. Johnson),,42-40,,
2:57.0,K. Bazemore enters the game for K. Korver,,42-40,,
2:50.0,,,42-40,,Shooting foul by D. Howard (drawn by T. Johnson)
2:50.0,,,42-40,,T. Johnson misses free throw 1 of 2
2:50.0,,,42-40,,Offensive rebound by Team
2:50.0,,,42-41,1,T. Johnson makes free throw 2 of 2
2:37.0,D. Schroder misses 2-pt shot from 13 ft,,42-41,,
2:36.0,,,42-41,,Defensive rebound by T. Johnson
2:29.0,,,42-43,2,T. Johnson makes 2-pt shot from 4 ft
2:17.0,T. Hardaway makes 2-pt shot from 7 ft,2,44-43,,
2:17.0,Shooting foul by D. Williams (drawn by T. Hardaway),,44-43,,
2:17.0,T. Hardaway makes free throw 1 of 1,1,45-43,,
2:17.0,P. Millsap enters the game for M. Muscala,,44-43,,
1:57.0,,,45-43,,Turnover by T. Johnson (bad pass; steal by D. Howard)
1:51.0,K. Bazemore misses 2-pt shot from 20 ft,,45-43,,
1:50.0,,,45-43,,Defensive rebound by D. Williams
1:29.0,,,45-43,,D. Waiters misses 2-pt shot from 21 ft
1:28.0,,,45-43,,Offensive rebound by H. Whiteside
1:25.0,,,45-43,,H. Whiteside misses 2-pt shot from 4 ft
1:24.0,Defensive rebound by D. Howard,,45-43,,
1:13.0,D. Howard makes 2-pt shot from 4 ft,2,47-43,,
0:58.0,,,47-43,,Turnover by D. Waiters (bad pass)
0:58.0,,,47-43,,U. Haslem enters the game for H. Whiteside
0:58.0,,,47-43,,R. McGruder enters the game for D. Waiters
0:47.0,D. Schroder makes 2-pt shot from 2 ft,2,49-43,,
0:32.0,,,49-43,,Miami full timeout
0:32.0,T. Sefolosha enters the game for K. Bazemore,,49-43,,
0:24.0,,,49-43,,Turnover by T. Johnson (bad pass; steal by T. Sefolosha)
0:04.0,Turnover by D. Schroder (lost ball; steal by J. Richardson),,49-43,,
0:00.0,,,49-43,,J. Richardson misses 3-pt shot from 34 ft
0:00.0,,,49-43,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:38.0,,,49-45,2,J. Richardson makes 2-pt shot from 17 ft
11:23.0,K. Bazemore misses 2-pt shot from 2 ft,,49-45,,
11:22.0,Offensive rebound by D. Howard,,49-45,,
11:21.0,D. Howard makes 2-pt shot at rim,2,51-45,,
11:04.0,,,51-45,,H. Whiteside misses 2-pt shot from 10 ft
11:03.0,Defensive rebound by P. Millsap,,51-45,,
10:58.0,,,51-45,,Personal foul by D. Williams (drawn by D. Howard)
10:48.0,K. Korver makes 2-pt shot from 19 ft (assist by D. Schroder),2,53-45,,
10:24.0,,,53-45,,H. Whiteside misses 2-pt shot from 4 ft
10:23.0,Defensive rebound by D. Howard,,53-45,,
10:18.0,Turnover by D. Howard (bad pass; steal by D. Williams),,53-45,,
10:14.0,,,53-45,,D. Williams misses 2-pt shot from 2 ft (block by K. Korver)
10:13.0,,,53-45,,Offensive rebound by Team
10:07.0,,,53-45,,Turnover by D. Waiters (bad pass; steal by K. Bazemore)
10:05.0,Turnover by D. Schroder (lost ball),,53-45,,
9:44.0,,,53-45,,D. Williams misses 3-pt shot from 24 ft
9:43.0,,,53-45,,Offensive rebound by H. Whiteside
9:43.0,,,53-45,,Shooting foul by D. Howard (drawn by H. Whiteside)
9:43.0,,,53-46,1,H. Whiteside makes free throw 1 of 2
9:43.0,,,53-46,,H. Whiteside misses free throw 2 of 2
9:42.0,Defensive rebound by D. Howard,,53-46,,
9:30.0,D. Schroder makes 3-pt shot from 25 ft,3,56-46,,
9:16.0,,,56-48,2,R. McGruder makes 2-pt shot from 2 ft (assist by H. Whiteside)
9:08.0,Shooting foul by H. Whiteside (drawn by D. Howard),,56-48,,
9:08.0,D. Howard misses free throw 1 of 2,,56-48,,
9:08.0,Offensive rebound by Team,,56-48,,
9:08.0,D. Howard misses free throw 2 of 2,,56-48,,
9:07.0,,,56-48,,Defensive rebound by H. Whiteside
8:55.0,,,56-48,,R. McGruder misses 3-pt shot from 24 ft
8:54.0,Defensive rebound by D. Howard,,56-48,,
8:45.0,D. Schroder makes 2-pt shot from 3 ft,2,58-48,,
8:42.0,,,58-48,,Turnover by J. Richardson (inbound)
8:42.0,,,58-48,,J. Johnson enters the game for D. Williams
8:35.0,,,58-48,,Personal foul by J. Johnson (drawn by K. Bazemore)
8:34.0,Turnover by K. Korver (bad pass),,58-48,,
8:12.0,,,58-50,2,D. Waiters makes 2-pt shot from 20 ft (assist by R. McGruder)
8:03.0,D. Schroder misses 2-pt shot from 2 ft (block by J. Richardson),,58-50,,
8:02.0,Offensive rebound by Team,,58-50,,
7:57.0,D. Schroder misses 2-pt shot from 9 ft,,58-50,,
7:56.0,,,58-50,,Defensive rebound by H. Whiteside
7:40.0,,,58-50,,J. Johnson misses 2-pt shot from 2 ft (block by K. Bazemore)
7:39.0,,,58-50,,Offensive rebound by R. McGruder
7:35.0,,,58-52,2,R. McGruder makes 2-pt shot from 8 ft
7:32.0,Offensive foul by D. Howard,,58-52,,
7:32.0,Turnover by D. Howard (offensive foul),,58-52,,
7:20.0,,,58-52,,Turnover by J. Johnson (lost ball; steal by P. Millsap)
7:12.0,K. Korver misses 3-pt shot from 23 ft,,58-52,,
7:11.0,,,58-52,,Defensive rebound by J. Richardson
6:59.0,,,58-52,,D. Waiters misses 2-pt shot from 2 ft
6:58.0,,,58-52,,Offensive rebound by H. Whiteside
6:53.0,,,58-54,2,H. Whiteside makes 2-pt shot from 1 ft
6:31.0,Turnover by K. Bazemore (lost ball; steal by D. Waiters),,58-54,,
6:26.0,,,58-54,,D. Waiters misses 2-pt shot from 2 ft (block by K. Bazemore)
6:25.0,,,58-54,,Offensive rebound by Team
6:25.0,M. Muscala enters the game for P. Millsap,,58-54,,
6:14.0,,,58-56,2,H. Whiteside makes 2-pt shot at rim (assist by R. McGruder)
6:09.0,Atlanta full timeout,,58-56,,
5:51.0,K. Korver makes 2-pt shot from 7 ft,2,60-56,,
5:28.0,,,60-56,,D. Waiters misses 3-pt shot from 26 ft
5:27.0,Defensive rebound by D. Howard,,60-56,,
5:22.0,,,60-56,,Personal foul by R. McGruder (drawn by K. Korver)
5:07.0,K. Bazemore misses 2-pt shot from 13 ft (block by D. Waiters),,60-56,,
5:06.0,,,60-56,,Defensive rebound by R. McGruder
5:00.0,,,60-56,,J. Richardson misses 2-pt shot from 23 ft
4:59.0,Defensive rebound by K. Korver,,60-56,,
4:53.0,Turnover by D. Howard (step out of bounds),,60-56,,
4:53.0,Violation by Team (jump ball),,60-56,,
4:53.0,T. Hardaway enters the game for K. Korver,,60-56,,
4:53.0,T. Sefolosha enters the game for K. Bazemore,,60-56,,
4:36.0,,,60-59,3,J. Johnson makes 3-pt shot from 23 ft (assist by R. McGruder)
4:13.0,D. Howard misses 2-pt shot from 3 ft (block by J. Johnson),,60-59,,
4:12.0,,,60-59,,Defensive rebound by H. Whiteside
3:55.0,,,60-61,2,D. Waiters makes 2-pt shot from 2 ft
3:50.0,Technical foul by D. Howard,,60-61,,
3:50.0,,,60-62,1,J. Richardson makes technical free throw
3:50.0,P. Millsap enters the game for D. Howard,,60-62,,
3:50.0,,,60-62,,T. Johnson enters the game for R. McGruder
3:31.0,P. Millsap misses 2-pt shot from 20 ft,,60-62,,
3:30.0,,,60-62,,Defensive rebound by J. Richardson
3:23.0,,,60-62,,D. Waiters misses 2-pt shot from 2 ft
3:22.0,Defensive rebound by M. Muscala,,60-62,,
3:11.0,P. Millsap makes 2-pt shot from 13 ft,2,62-62,,
3:06.0,,,62-62,,Miami full timeout
3:06.0,M. Delaney enters the game for D. Schroder,,62-62,,
2:49.0,,,62-62,,Shooting foul by P. Millsap (drawn by H. Whiteside)
2:49.0,,,62-63,1,H. Whiteside makes free throw 1 of 2
2:49.0,,,62-64,1,H. Whiteside makes free throw 2 of 2
2:32.0,P. Millsap misses 2-pt shot from 9 ft,,62-64,,
2:31.0,,,62-64,,Defensive rebound by H. Whiteside
2:24.0,,,62-64,,Turnover by T. Johnson (bad pass; steal by T. Hardaway)
2:20.0,T. Hardaway makes 2-pt shot at rim,2,64-64,,
2:04.0,,,64-64,,Turnover by J. Johnson (bad pass)
1:52.0,M. Delaney misses 2-pt shot from 20 ft,,64-64,,
1:51.0,,,64-64,,Defensive rebound by H. Whiteside
1:37.0,,,64-64,,Turnover by J. Richardson (bad pass; steal by T. Sefolosha)
1:29.0,P. Millsap makes 2-pt shot from 1 ft (assist by T. Hardaway),2,66-64,,
1:09.0,,,66-64,,Turnover by J. Johnson (lost ball; steal by T. Sefolosha)
0:59.0,M. Muscala makes 3-pt shot from 25 ft (assist by P. Millsap),3,69-64,,
0:41.0,,,69-67,3,J. Johnson makes 3-pt shot from 23 ft (assist by D. Waiters)
0:30.0,T. Sefolosha misses 3-pt shot from 24 ft,,69-67,,
0:29.0,,,69-67,,Defensive rebound by H. Whiteside
0:11.0,,,69-67,,D. Waiters misses 3-pt shot from 24 ft
0:10.0,Defensive rebound by Team,,69-67,,
0:10.0,,,69-67,,R. McGruder enters the game for D. Waiters
0:10.0,K. Korver enters the game for T. Sefolosha,,69-67,,
0:00.0,M. Muscala makes 3-pt shot from 25 ft (assist by P. Millsap),3,72-67,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,T. Hardaway makes 2-pt shot from 2 ft,2,74-67,,
11:29.0,,,74-70,3,J. Richardson makes 3-pt shot from 25 ft (assist by T. Johnson)
11:17.0,P. Millsap makes 2-pt shot from 2 ft (assist by M. Muscala),2,76-70,,
10:54.0,,,76-70,,J. McRoberts misses 2-pt shot from 8 ft
10:53.0,Defensive rebound by T. Sefolosha,,76-70,,
10:41.0,Shooting foul by J. Johnson (drawn by T. Sefolosha),,76-70,,
10:41.0,T. Sefolosha misses free throw 1 of 2,,76-70,,
10:41.0,Offensive rebound by Team,,76-70,,
10:41.0,T. Sefolosha makes free throw 2 of 2,1,77-70,,
10:28.0,,,77-70,,Turnover by T. Johnson (traveling)
10:28.0,K. Humphries enters the game for M. Muscala,,77-70,,
10:10.0,P. Millsap makes 2-pt shot from 2 ft,2,79-70,,
10:04.0,,,79-70,,Miami full timeout
9:49.0,,,79-70,,Shooting foul by P. Millsap (drawn by T. Johnson)
9:49.0,,,79-70,,T. Johnson misses free throw 1 of 2
9:49.0,,,79-70,,Offensive rebound by Team
9:49.0,,,79-71,1,T. Johnson makes free throw 2 of 2
9:49.0,K. Korver enters the game for T. Sefolosha,,79-70,,
9:26.0,P. Millsap misses 2-pt shot from 15 ft,,79-71,,
9:25.0,Offensive rebound by Team,,79-71,,
9:25.0,Turnover by Team (shot clock),,79-71,,
9:12.0,,,79-71,,J. McRoberts misses 2-pt shot from 3 ft (block by K. Humphries)
9:11.0,Defensive rebound by M. Delaney,,79-71,,
9:02.0,Turnover by M. Delaney (lost ball),,79-71,,
8:42.0,,,79-71,,J. Richardson misses 2-pt shot from 10 ft
8:41.0,Defensive rebound by T. Hardaway,,79-71,,
8:33.0,Shooting foul by J. McRoberts (drawn by T. Hardaway),,79-71,,
8:33.0,T. Hardaway makes free throw 1 of 2,1,80-71,,
8:33.0,T. Hardaway misses free throw 2 of 2,,80-71,,
8:33.0,,,80-71,,D. Waiters enters the game for J. Richardson
8:33.0,,,80-71,,H. Whiteside enters the game for J. McRoberts
8:32.0,Offensive rebound by K. Humphries,,80-71,,
8:19.0,Turnover by K. Humphries (bad pass; steal by R. McGruder),,80-71,,
8:03.0,,,80-71,,Turnover by H. Whiteside (bad pass; steal by T. Hardaway)
8:00.0,T. Hardaway misses 2-pt shot at rim,,80-71,,
7:59.0,,,80-71,,Defensive rebound by Team
7:48.0,,,80-73,2,T. Johnson makes 2-pt shot from 13 ft
7:32.0,P. Millsap misses 2-pt shot from 11 ft,,80-73,,
7:31.0,,,80-73,,Defensive rebound by D. Waiters
7:27.0,,,80-73,,Personal foul by D. Waiters (drawn by M. Delaney)
7:27.0,Personal foul by M. Delaney,,80-73,,
7:27.0,D. Schroder enters the game for P. Millsap,,80-73,,
7:27.0,M. Muscala enters the game for M. Delaney,,80-73,,
7:27.0,Jump ball: M. Muscala vs. H. Whiteside (T. Johnson gains possession),,,,Jump ball: M. Muscala vs. H. Whiteside (T. Johnson gains possession)
7:06.0,,,80-73,,R. McGruder misses 2-pt shot from 5 ft
7:05.0,,,80-73,,Offensive rebound by H. Whiteside
6:57.0,,,80-75,2,R. McGruder makes 2-pt shot from 2 ft (assist by H. Whiteside)
6:46.0,K. Humphries misses 3-pt shot from 25 ft,,80-75,,
6:45.0,,,80-75,,Defensive rebound by Team
6:45.0,Personal foul by M. Muscala (drawn by J. Johnson),,80-75,,
6:45.0,K. Bazemore enters the game for T. Hardaway,,80-75,,
6:45.0,T. Sefolosha enters the game for K. Humphries,,80-75,,
6:34.0,,,80-75,,D. Waiters misses 2-pt shot from 2 ft
6:33.0,,,80-75,,Offensive rebound by H. Whiteside
6:32.0,,,80-77,2,H. Whiteside makes 2-pt shot at rim
6:20.0,K. Bazemore makes 3-pt shot from 26 ft (assist by M. Muscala),3,83-77,,
6:05.0,,,83-77,,T. Johnson misses 3-pt shot from 25 ft
6:04.0,,,83-77,,Offensive rebound by J. Johnson
6:04.0,,,83-77,,Shooting foul by K. Bazemore (drawn by H. Whiteside)
6:04.0,,,83-78,1,H. Whiteside makes free throw 1 of 2
6:04.0,,,83-79,1,H. Whiteside makes free throw 2 of 2
5:51.0,D. Schroder misses 2-pt shot from 12 ft,,83-79,,
5:50.0,,,83-79,,Defensive rebound by H. Whiteside
5:43.0,,,83-79,,T. Johnson misses 2-pt shot from 19 ft
5:42.0,,,83-79,,Offensive rebound by Team
5:41.0,Loose ball foul by M. Muscala (drawn by H. Whiteside),,83-79,,
5:41.0,Official timeout,,83-79,,
5:27.0,,,83-79,,J. Johnson misses 3-pt shot from 25 ft
5:26.0,Defensive rebound by K. Korver,,83-79,,
5:06.0,K. Bazemore makes 2-pt shot from 15 ft (assist by M. Muscala),2,85-79,,
4:44.0,,,85-79,,R. McGruder misses 3-pt shot from 24 ft
4:43.0,,,85-79,,Offensive rebound by H. Whiteside
4:39.0,,,85-81,2,H. Whiteside makes 2-pt shot from 3 ft
4:26.0,D. Schroder misses 2-pt shot from 17 ft,,85-81,,
4:25.0,,,85-81,,Defensive rebound by T. Johnson
4:17.0,,,85-81,,D. Waiters misses 2-pt shot from 3 ft
4:13.0,Defensive rebound by M. Muscala,,85-81,,
