time,New Orleans,pts.away,score,pts.home,Memphis
2:37.0,,,75-72,,V. Carter misses 3-pt shot from 25 ft
2:36.0,,,75-72,,Offensive rebound by J. Ennis
2:23.0,,,75-72,,J. Ennis misses 3-pt shot from 26 ft
2:23.0,Defensive rebound by A. Davis,,75-72,,
1:57.0,A. Davis misses 2-pt shot from 14 ft,,75-72,,
1:57.0,,,75-72,,Defensive rebound by J. Ennis
1:35.0,,,75-75,3,J. Green makes 3-pt shot from 23 ft (assist by M. Gasol)
1:35.0,New Orleans full timeout,,75-75,,
1:24.0,L. Galloway misses 3-pt shot from 25 ft,,75-75,,
1:23.0,,,75-75,,Defensive rebound by J. Ennis
1:03.0,,,75-75,,M. Conley misses 2-pt shot from 14 ft
1:03.0,,,75-75,,Offensive rebound by V. Carter
1:03.0,,,75-75,,Memphis full timeout
1:03.0,E. Moore enters the game for B. Hield,,75-75,,
1:01.0,,,75-75,,M. Conley misses 3-pt shot from 45 ft
1:00.0,,,75-75,,Offensive rebound by Team
1:00.0,,,75-75,,Turnover by Team (shot clock)
1:00.0,B. Hield enters the game for E. Moore,,75-75,,
1:00.0,New Orleans full timeout,,75-75,,
1:00.0,,,75-75,,T. Allen enters the game for V. Carter
0:51.0,A. Davis misses 2-pt shot from 9 ft,,75-75,,
0:51.0,,,75-75,,Defensive rebound by T. Allen
0:51.0,,,75-75,,Memphis full timeout
0:51.0,,,75-75,,V. Carter enters the game for T. Allen
0:51.0,E. Moore enters the game for B. Hield,,75-75,,
0:36.0,Violation by O. Asik (kicked ball),,75-75,,
0:23.0,,,75-75,,M. Gasol misses 3-pt shot from 29 ft
0:22.0,Defensive rebound by L. Stephenson,,75-75,,
0:01.0,A. Davis misses 3-pt shot from 26 ft,,75-75,,
0:00.0,Offensive rebound by Team,,75-75,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:43.0,Shooting foul by V. Carter (drawn by E. Moore),,75-75,,
4:43.0,E. Moore misses free throw 1 of 2,,75-75,,
4:43.0,Offensive rebound by Team,,75-75,,
4:43.0,E. Moore makes free throw 2 of 2,1,76-75,,
4:22.0,,,76-77,2,J. Green makes 2-pt shot from 2 ft
4:11.0,O. Asik misses 2-pt shot at rim (block by M. Gasol),,76-77,,
4:11.0,,,76-77,,Defensive rebound by Team
3:56.0,,,76-77,,Shooting foul by L. Galloway (drawn by M. Conley)
3:56.0,,,76-78,1,M. Conley makes free throw 1 of 2
3:56.0,,,76-79,1,M. Conley makes free throw 2 of 2
3:40.0,Offensive charge foul by A. Davis,,76-79,,
3:40.0,Turnover by A. Davis (offensive foul),,76-79,,
3:18.0,,,76-79,,Shooting foul by L. Stephenson (drawn by J. Ennis)
3:18.0,,,76-80,1,J. Ennis makes free throw 1 of 2
3:18.0,,,76-81,1,J. Ennis makes free throw 2 of 2
3:18.0,B. Hield enters the game for E. Moore,,76-80,,
3:05.0,A. Davis misses 3-pt shot from 26 ft,,76-81,,
3:03.0,Offensive rebound by O. Asik,,76-81,,
2:59.0,Turnover by O. Asik (bad pass; steal by J. Ennis),,76-81,,
2:39.0,,,76-84,3,M. Gasol makes 3-pt shot from 25 ft (assist by M. Conley)
2:39.0,New Orleans full timeout,,76-84,,
2:28.0,L. Galloway misses 2-pt shot from 22 ft,,76-84,,
2:27.0,Offensive rebound by A. Davis,,76-84,,
2:27.0,Shooting foul by J. Ennis (drawn by A. Davis),,76-84,,
2:27.0,A. Davis misses free throw 1 of 2,,76-84,,
2:27.0,Offensive rebound by Team,,76-84,,
2:27.0,A. Davis makes free throw 2 of 2,1,77-84,,
2:06.0,,,77-87,3,M. Conley makes 3-pt shot from 25 ft
1:50.0,Turnover by O. Asik (bad pass; steal by V. Carter),,77-87,,
1:30.0,,,77-87,,M. Gasol misses 3-pt shot from 26 ft
1:29.0,Defensive rebound by B. Hield,,77-87,,
1:17.0,B. Hield misses 2-pt shot from 1 ft,,77-87,,
1:17.0,,,77-87,,Defensive rebound by M. Gasol
1:17.0,Personal foul by B. Hield (drawn by M. Gasol),,77-87,,
1:17.0,S. Hill enters the game for O. Asik,,77-87,,
0:55.0,,,77-87,,V. Carter misses 3-pt shot from 25 ft
0:54.0,Defensive rebound by S. Hill,,77-87,,
0:46.0,L. Stephenson misses 2-pt shot from 2 ft,,77-87,,
0:46.0,Offensive rebound by Team,,77-87,,
0:46.0,,,77-87,,Loose ball foul by V. Carter (drawn by S. Hill)
0:46.0,New Orleans full timeout,,77-87,,
0:33.0,Shooting foul by J. Green (drawn by B. Hield),,77-87,,
0:33.0,B. Hield makes free throw 1 of 2,1,78-87,,
0:33.0,B. Hield makes free throw 2 of 2,1,79-87,,
0:33.0,,,79-87,,Memphis full timeout
0:29.0,Personal take foul by B. Hield (drawn by M. Conley),,79-87,,
0:29.0,,,79-88,1,M. Conley makes free throw 1 of 2
0:29.0,,,79-89,1,M. Conley makes free throw 2 of 2
0:23.0,L. Stephenson makes 2-pt shot from 7 ft,2,81-89,,
0:05.0,,,81-89,,Turnover by M. Conley (lost ball; steal by B. Hield)
0:04.0,,,81-89,,Personal foul by V. Carter (drawn by L. Stephenson)
0:04.0,L. Stephenson makes free throw 1 of 2,1,82-89,,
0:04.0,L. Stephenson makes free throw 2 of 2,1,83-89,,
0:00.0,End of 1st overtime,,,,End of 1st overtime
