time,LA Lakers,pts.away,score,pts.home,Oklahoma City
2:29.0,Defensive rebound by L. Nance,,20-25,,
2:21.0,L. Williams makes 2-pt shot from 9 ft,2,22-25,,
2:08.0,,,22-28,3,S. Christon makes 3-pt shot from 22 ft (assist by A. Roberson)
1:48.0,J. Clarkson misses 2-pt shot from 7 ft,,22-28,,
1:48.0,,,22-28,,Defensive rebound by A. Roberson
1:38.0,,,22-28,,E. Ilyasova misses 3-pt shot from 23 ft
1:37.0,,,22-28,,Offensive rebound by Team
1:36.0,,,22-28,,V. Oladipo enters the game for A. Roberson
1:25.0,,,22-30,2,E. Kanter makes 2-pt shot from 2 ft
1:23.0,LA Lakers full timeout,,22-30,,
1:12.0,L. Williams misses 3-pt shot from 25 ft,,22-30,,
1:10.0,Offensive rebound by L. Nance,,22-30,,
1:06.0,M. World Peace misses 2-pt shot from 2 ft,,22-30,,
1:06.0,,,22-30,,Defensive rebound by E. Ilyasova
0:53.0,,,22-30,,Turnover by K. Singler (bad pass; steal by M. World Peace)
0:48.0,Turnover by L. Williams (bad pass; steal by S. Christon),,22-30,,
0:45.0,,,22-30,,Turnover by S. Christon (bad pass; steal by J. Clarkson)
0:40.0,B. Ingram misses 3-pt shot from 24 ft,,22-30,,
0:39.0,Offensive rebound by Team,,22-30,,
0:37.0,J. Clarkson makes 2-pt shot from 16 ft (assist by B. Ingram),2,24-30,,
0:22.0,,,24-30,,Turnover by E. Kanter (lost ball; steal by L. Nance)
0:17.0,Turnover by B. Ingram (bad pass),,24-30,,
0:03.0,,,24-30,,S. Christon misses 2-pt shot from 16 ft
0:02.0,Defensive rebound by L. Williams,,24-30,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,,,24-30,,Personal foul by K. Singler (drawn by B. Ingram)
11:39.0,B. Ingram misses 2-pt shot from 10 ft,,24-30,,
11:39.0,,,24-30,,Defensive rebound by Team
11:39.0,Loose ball foul by T. Black (drawn by E. Kanter),,24-30,,
11:31.0,,,24-30,,Turnover by K. Singler (bad pass)
11:13.0,B. Ingram makes 2-pt shot from 13 ft (assist by L. Nance),2,26-30,,
10:46.0,,,26-30,,V. Oladipo misses 2-pt shot from 18 ft
10:45.0,Defensive rebound by T. Black,,26-30,,
10:34.0,B. Ingram misses 2-pt shot from 15 ft,,26-30,,
10:33.0,,,26-30,,Defensive rebound by J. Lauvergne
10:24.0,,,26-30,,S. Christon misses 2-pt shot from 2 ft
10:23.0,Defensive rebound by B. Ingram,,26-30,,
10:11.0,J. Clarkson makes 2-pt shot from 2 ft (assist by L. Williams),2,28-30,,
9:59.0,,,28-30,,E. Kanter misses 2-pt shot from 13 ft
9:58.0,Defensive rebound by B. Ingram,,28-30,,
9:45.0,J. Clarkson makes 2-pt shot from 6 ft,2,30-30,,
9:23.0,,,30-30,,Shooting foul by J. Clarkson (drawn by V. Oladipo)
9:23.0,,,30-31,1,V. Oladipo makes free throw 1 of 2
9:23.0,,,30-32,1,V. Oladipo makes free throw 2 of 2
9:23.0,,,30-31,,S. Adams enters the game for E. Kanter
9:23.0,J. Calderon enters the game for B. Ingram,,30-31,,
9:09.0,Turnover by L. Nance (bad pass; steal by J. Lauvergne),,30-32,,
8:54.0,,,30-34,2,J. Lauvergne makes 2-pt shot from 19 ft (assist by V. Oladipo)
8:37.0,T. Black misses 2-pt shot from 3 ft,,30-34,,
8:36.0,,,30-34,,Defensive rebound by J. Lauvergne
8:27.0,,,30-34,,J. Lauvergne misses 3-pt shot from 24 ft
8:26.0,Defensive rebound by T. Black,,30-34,,
8:14.0,J. Clarkson misses 2-pt shot from 1 ft (block by S. Adams),,30-34,,
8:13.0,,,30-34,,Defensive rebound by S. Adams
8:05.0,,,30-37,3,V. Oladipo makes 3-pt shot from 25 ft (assist by S. Christon)
7:42.0,Shooting foul by V. Oladipo,,30-37,,
7:42.0,Official timeout,,30-37,,
7:42.0,L. Williams misses free throw 1 of 2,,30-37,,
7:42.0,Offensive rebound by Team,,30-37,,
7:42.0,L. Williams makes free throw 2 of 2,1,31-37,,
7:42.0,,,30-37,,A. Morrow enters the game for K. Singler
7:42.0,,,30-37,,R. Westbrook enters the game for S. Christon
7:42.0,N. Young enters the game for J. Clarkson,,30-37,,
7:42.0,J. Randle enters the game for L. Nance,,30-37,,
7:42.0,T. Mozgov enters the game for T. Black,,30-37,,
7:31.0,,,31-37,,S. Adams misses 2-pt shot at rim
7:31.0,Defensive rebound by J. Randle,,31-37,,
7:16.0,Turnover by J. Calderon (bad pass; steal by A. Morrow),,31-37,,
7:11.0,,,31-39,2,V. Oladipo makes 2-pt shot from 2 ft (assist by R. Westbrook)
6:56.0,L. Williams misses 2-pt shot at rim,,31-39,,
6:55.0,Offensive rebound by T. Mozgov,,31-39,,
6:52.0,N. Young misses 3-pt shot from 22 ft,,31-39,,
6:51.0,,,31-39,,Defensive rebound by R. Westbrook
6:45.0,,,31-41,2,R. Westbrook makes 2-pt shot from 1 ft
6:30.0,T. Mozgov makes 2-pt shot from 3 ft (assist by N. Young),2,33-41,,
6:13.0,,,33-43,2,A. Morrow makes 2-pt shot from 4 ft (assist by J. Lauvergne)
5:57.0,L. Williams misses 3-pt shot from 27 ft,,33-43,,
5:57.0,,,33-43,,Defensive rebound by S. Adams
5:48.0,,,33-45,2,S. Adams makes 2-pt shot from 2 ft (assist by R. Westbrook)
5:31.0,J. Calderon misses 3-pt shot from 25 ft,,33-45,,
5:30.0,,,33-45,,Defensive rebound by R. Westbrook
5:25.0,,,33-47,2,A. Morrow makes 2-pt shot from 23 ft (assist by R. Westbrook)
5:09.0,,,33-47,,Personal block foul by J. Lauvergne (drawn by J. Randle)
5:09.0,,,33-47,,Oklahoma City full timeout
5:09.0,,,33-47,,A. Roberson enters the game for V. Oladipo
5:09.0,,,33-47,,E. Kanter enters the game for J. Lauvergne
5:09.0,L. Deng enters the game for L. Williams,,33-47,,
5:09.0,D. Russell enters the game for J. Calderon,,33-47,,
5:03.0,N. Young makes 3-pt shot from 22 ft (assist by L. Deng),3,36-47,,
4:47.0,,,36-47,,A. Morrow misses 2-pt shot from 24 ft
4:47.0,Defensive rebound by J. Randle,,36-47,,
4:38.0,Shooting foul by S. Adams (drawn by J. Randle),,36-47,,
4:38.0,J. Randle makes 2-pt shot from 1 ft (assist by L. Deng),2,38-47,,
4:38.0,J. Randle makes free throw 1 of 1,1,39-47,,
4:25.0,,,39-47,,Turnover by R. Westbrook (bad pass; steal by J. Randle)
4:18.0,N. Young makes 3-pt shot from 25 ft (assist by J. Randle),3,42-47,,
4:16.0,,,42-47,,Oklahoma City full timeout
4:01.0,,,42-47,,A. Morrow misses 3-pt shot from 23 ft
3:59.0,Defensive rebound by N. Young,,42-47,,
3:53.0,N. Young misses 3-pt shot from 24 ft,,42-47,,
3:52.0,,,42-47,,Defensive rebound by S. Adams
3:40.0,,,42-50,3,R. Westbrook makes 3-pt shot from 23 ft (assist by A. Morrow)
3:27.0,,,42-50,,Personal foul by A. Morrow (drawn by J. Randle)
3:27.0,J. Randle makes free throw 1 of 2,1,43-50,,
3:27.0,J. Randle misses free throw 2 of 2,,43-50,,
3:27.0,,,43-50,,Defensive rebound by R. Westbrook
3:10.0,,,43-50,,R. Westbrook misses 3-pt shot from 22 ft
3:09.0,,,43-50,,Offensive rebound by S. Adams
3:04.0,,,43-52,2,R. Westbrook makes 2-pt shot at rim (assist by S. Adams)
2:51.0,D. Russell makes 3-pt shot from 24 ft,3,46-52,,
2:29.0,,,46-54,2,A. Morrow makes 2-pt shot from 18 ft (assist by A. Roberson)
2:08.0,D. Russell misses 2-pt shot from 16 ft,,46-54,,
2:07.0,,,46-54,,Defensive rebound by E. Kanter
1:55.0,,,46-54,,S. Adams misses 2-pt shot from 11 ft
1:54.0,Defensive rebound by D. Russell,,46-54,,
1:46.0,L. Deng misses 2-pt shot from 3 ft,,46-54,,
1:46.0,,,46-54,,Defensive rebound by E. Kanter
1:45.0,,,46-54,,Offensive charge foul by R. Westbrook
1:45.0,,,46-54,,Turnover by R. Westbrook (offensive foul)
1:45.0,LA Lakers full timeout,,46-54,,
1:45.0,J. Clarkson enters the game for L. Deng,,46-54,,
1:45.0,,,46-54,,V. Oladipo enters the game for A. Morrow
1:39.0,D. Russell misses 3-pt shot from 25 ft,,46-54,,
1:37.0,,,46-54,,Defensive rebound by E. Kanter
1:24.0,,,46-56,2,S. Adams makes 2-pt shot at rim (assist by R. Westbrook)
0:54.0,Turnover by J. Clarkson (lost ball),,46-56,,
0:36.0,,,46-56,,R. Westbrook misses 2-pt shot from 2 ft
0:35.0,,,46-56,,Offensive rebound by R. Westbrook
0:35.0,,,46-56,,Shooting foul by J. Randle (drawn by R. Westbrook)
0:35.0,,,46-57,1,R. Westbrook makes free throw 1 of 2
0:35.0,,,46-58,1,R. Westbrook makes free throw 2 of 2
0:35.0,,,46-57,,D. Sabonis enters the game for S. Adams
0:22.0,J. Clarkson misses 3-pt shot from 25 ft,,46-58,,
0:21.0,,,46-58,,Defensive rebound by A. Roberson
0:01.0,,,46-58,,E. Kanter misses 3-pt shot from 23 ft
0:01.0,Defensive rebound by N. Young,,46-58,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:49.0,Turnover by T. Mozgov (lost ball; steal by D. Sabonis),,46-58,,
11:29.0,,,46-58,,V. Oladipo misses 2-pt shot from 4 ft
11:28.0,Defensive rebound by J. Randle,,46-58,,
11:18.0,N. Young misses 3-pt shot from 25 ft,,46-58,,
11:18.0,Offensive rebound by L. Deng,,46-58,,
11:07.0,N. Young makes 2-pt shot from 1 ft (assist by T. Mozgov),2,48-58,,
10:50.0,,,48-58,,D. Sabonis misses 2-pt shot from 4 ft
10:50.0,,,48-58,,Offensive rebound by Team
10:50.0,Loose ball foul by L. Deng (drawn by S. Adams),,48-58,,
10:37.0,,,48-58,,S. Adams misses 2-pt shot from 2 ft
10:37.0,Defensive rebound by J. Randle,,48-58,,
10:31.0,D. Russell misses 2-pt shot from 2 ft (block by D. Sabonis),,48-58,,
10:29.0,,,48-58,,Defensive rebound by S. Adams
10:24.0,,,48-58,,V. Oladipo misses 3-pt shot from 26 ft
10:24.0,,,48-58,,Offensive rebound by R. Westbrook
10:17.0,,,48-58,,Turnover by S. Adams (lost ball; steal by N. Young)
10:10.0,T. Mozgov misses 2-pt shot from 1 ft (block by S. Adams),,48-58,,
10:09.0,,,48-58,,Defensive rebound by S. Adams
10:04.0,,,48-58,,V. Oladipo misses 2-pt shot from 22 ft
10:03.0,,,48-58,,Offensive rebound by R. Westbrook
10:02.0,,,48-58,,Shooting foul by J. Randle (drawn by V. Oladipo)
10:02.0,,,48-60,2,V. Oladipo makes 2-pt shot from 2 ft (assist by R. Westbrook)
10:02.0,,,48-61,1,V. Oladipo makes free throw 1 of 1
9:51.0,T. Mozgov makes 2-pt shot at rim (assist by D. Russell),2,50-61,,
9:38.0,,,50-63,2,A. Roberson makes 2-pt shot at rim (assist by V. Oladipo)
9:10.0,D. Russell misses 3-pt shot from 25 ft,,50-63,,
9:10.0,Offensive rebound by Team,,50-63,,
9:10.0,Turnover by Team (shot clock),,50-63,,
8:57.0,,,50-63,,R. Westbrook misses 2-pt shot from 8 ft
8:57.0,Defensive rebound by N. Young,,50-63,,
8:48.0,Shooting foul by D. Sabonis (drawn by N. Young),,50-63,,
8:48.0,N. Young makes free throw 1 of 2,1,51-63,,
8:48.0,N. Young makes free throw 2 of 2,1,52-63,,
8:40.0,,,52-63,,Turnover by R. Westbrook (bad pass; steal by J. Randle)
8:35.0,Shooting foul by D. Sabonis (drawn by J. Randle),,52-63,,
8:35.0,J. Randle makes free throw 1 of 2,1,53-63,,
8:35.0,J. Randle makes free throw 2 of 2,1,54-63,,
8:35.0,,,53-63,,E. Ilyasova enters the game for D. Sabonis
8:14.0,,,54-63,,S. Adams misses 2-pt shot from 1 ft
8:13.0,Defensive rebound by T. Mozgov,,54-63,,
8:06.0,Turnover by D. Russell (bad pass; steal by R. Westbrook),,54-63,,
8:02.0,,,54-65,2,A. Roberson makes 2-pt shot from 2 ft (assist by R. Westbrook)
7:52.0,J. Randle misses 2-pt shot from 4 ft,,54-65,,
7:51.0,Offensive rebound by J. Randle,,54-65,,
7:46.0,L. Deng misses 3-pt shot from 25 ft,,54-65,,
7:45.0,,,54-65,,Defensive rebound by S. Adams
7:32.0,,,54-65,,V. Oladipo misses 2-pt shot from 19 ft
7:31.0,Defensive rebound by T. Mozgov,,54-65,,
7:22.0,,,54-65,,Personal foul by R. Westbrook (drawn by D. Russell)
7:22.0,B. Ingram enters the game for L. Deng,,54-65,,
7:10.0,D. Russell misses 3-pt shot from 24 ft,,54-65,,
7:10.0,Offensive rebound by Team,,54-65,,
7:02.0,Turnover by T. Mozgov (traveling),,54-65,,
7:02.0,,,54-65,,Oklahoma City full timeout
6:47.0,,,54-68,3,R. Westbrook makes 3-pt shot from 24 ft
6:30.0,D. Russell makes 3-pt shot from 25 ft (assist by B. Ingram),3,57-68,,
6:10.0,,,57-68,,A. Roberson misses 3-pt shot from 23 ft
6:09.0,Defensive rebound by Team,,57-68,,
6:09.0,,,57-68,,Loose ball foul by R. Westbrook (drawn by N. Young)
5:55.0,B. Ingram misses 2-pt shot from 6 ft,,57-68,,
5:54.0,,,57-68,,Defensive rebound by S. Adams
5:48.0,,,57-68,,V. Oladipo misses 3-pt shot from 24 ft
5:47.0,Defensive rebound by J. Randle,,57-68,,
5:40.0,Turnover by J. Randle (bad pass; steal by S. Adams),,57-68,,
5:20.0,,,57-71,3,V. Oladipo makes 3-pt shot from 25 ft (assist by R. Westbrook)
5:05.0,B. Ingram misses 3-pt shot from 23 ft,,57-71,,
5:05.0,Offensive rebound by T. Mozgov,,57-71,,
4:59.0,D. Russell misses 3-pt shot from 25 ft,,57-71,,
4:59.0,,,57-71,,Defensive rebound by R. Westbrook
4:53.0,,,57-71,,V. Oladipo misses 2-pt shot from 2 ft
4:51.0,Defensive rebound by D. Russell,,57-71,,
4:49.0,Turnover by N. Young (discontinued dribble),,57-71,,
4:49.0,J. Clarkson enters the game for N. Young,,57-71,,
4:35.0,,,57-73,2,A. Roberson makes 2-pt shot at rim (assist by R. Westbrook)
4:28.0,T. Mozgov makes 2-pt shot from 18 ft (assist by D. Russell),2,59-73,,
4:13.0,,,59-73,,R. Westbrook misses 2-pt shot from 18 ft
4:12.0,,,59-73,,Offensive rebound by S. Adams
4:03.0,,,59-73,,A. Roberson misses 3-pt shot from 26 ft
4:01.0,Defensive rebound by D. Russell,,59-73,,
3:48.0,D. Russell misses 2-pt shot from 9 ft,,59-73,,
3:47.0,,,59-73,,Defensive rebound by R. Westbrook
3:43.0,,,59-73,,Turnover by R. Westbrook (bad pass; steal by J. Randle)
3:37.0,D. Russell misses 2-pt shot from 3 ft (block by A. Roberson),,59-73,,
3:35.0,Offensive rebound by J. Clarkson,,59-73,,
3:33.0,J. Clarkson makes 2-pt shot from 2 ft,2,61-73,,
3:13.0,,,61-73,,E. Ilyasova misses 3-pt shot from 24 ft
3:11.0,Defensive rebound by J. Randle,,61-73,,
3:06.0,Turnover by J. Randle (bad pass; steal by S. Adams),,61-73,,
3:01.0,,,61-73,,Turnover by V. Oladipo (lost ball)
3:01.0,,,61-73,,E. Kanter enters the game for S. Adams
3:01.0,,,61-73,,K. Singler enters the game for A. Roberson
3:01.0,L. Williams enters the game for J. Randle,,61-73,,
3:01.0,L. Deng enters the game for D. Russell,,61-73,,
3:01.0,LA Lakers full timeout,,61-73,,
3:01.0,,,61-73,,S. Christon enters the game for V. Oladipo
3:01.0,T. Black enters the game for T. Mozgov,,61-73,,
2:39.0,B. Ingram misses 2-pt shot from 2 ft,,61-73,,
2:39.0,Offensive rebound by B. Ingram,,61-73,,
2:39.0,B. Ingram makes 2-pt shot from 2 ft,2,63-73,,
2:24.0,,,63-73,,K. Singler misses 3-pt shot from 23 ft
2:23.0,Defensive rebound by J. Clarkson,,63-73,,
2:17.0,L. Williams makes 2-pt shot from 1 ft,2,65-73,,
1:59.0,,,65-73,,E. Ilyasova misses 3-pt shot from 25 ft
1:59.0,,,65-73,,Offensive rebound by Team
1:55.0,,,65-73,,E. Kanter misses 2-pt shot from 16 ft
1:55.0,,,65-73,,Offensive rebound by E. Ilyasova
1:52.0,,,65-73,,E. Ilyasova misses 2-pt shot from 2 ft
1:51.0,Defensive rebound by T. Black,,65-73,,
1:42.0,J. Clarkson makes 2-pt shot from 4 ft,2,67-73,,
1:30.0,Personal foul by J. Clarkson (drawn by R. Westbrook),,67-73,,
1:30.0,,,67-73,,V. Oladipo enters the game for R. Westbrook
1:16.0,,,67-73,,V. Oladipo misses 3-pt shot from 25 ft
1:15.0,Defensive rebound by Team,,67-73,,
1:00.0,Turnover by J. Clarkson (bad pass; steal by E. Ilyasova),,67-73,,
0:55.0,,,67-73,,V. Oladipo misses 2-pt shot from 4 ft
0:55.0,,,67-73,,Offensive rebound by K. Singler
0:55.0,,,67-75,2,K. Singler makes 2-pt shot from 2 ft
0:42.0,,,67-75,,Shooting block foul by K. Singler (drawn by B. Ingram)
0:42.0,B. Ingram makes free throw 1 of 2,1,68-75,,
0:42.0,B. Ingram makes free throw 2 of 2,1,69-75,,
0:29.0,,,69-75,,Turnover by E. Ilyasova (lost ball; steal by L. Deng)
0:05.0,B. Ingram makes 2-pt shot from 16 ft,2,71-75,,
0:00.0,,,71-77,2,K. Singler makes 2-pt shot from 2 ft (assist by V. Oladipo)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,,,71-77,,V. Oladipo misses 2-pt shot from 2 ft
11:40.0,,,71-77,,Offensive rebound by E. Kanter
11:40.0,,,71-79,2,E. Kanter makes 2-pt shot at rim
11:27.0,Turnover by T. Black (bad pass; steal by V. Oladipo),,71-79,,
11:24.0,,,71-81,2,V. Oladipo makes 2-pt shot at rim
10:58.0,Shooting foul by E. Kanter,,71-81,,
10:58.0,L. Williams makes free throw 1 of 2,1,72-81,,
10:58.0,L. Williams makes free throw 2 of 2,1,73-81,,
10:47.0,,,73-83,2,S. Christon makes 2-pt shot from 2 ft
10:47.0,,,73-83,,Shooting foul by T. Black (drawn by S. Christon)
10:47.0,,,73-83,,S. Christon misses free throw 1 of 1
10:46.0,Defensive rebound by B. Ingram,,73-83,,
10:32.0,Turnover by J. Clarkson (bad pass; steal by S. Christon),,73-83,,
10:28.0,,,73-83,,Turnover by V. Oladipo (bad pass; steal by B. Ingram)
10:21.0,,,73-83,,Personal block foul by E. Ilyasova
10:17.0,,,73-83,,Personal foul by K. Singler (drawn by J. Clarkson)
10:11.0,L. Williams misses 2-pt shot from 17 ft,,73-83,,
10:10.0,Offensive rebound by T. Black,,73-83,,
10:08.0,T. Black makes 2-pt shot from 1 ft,2,75-83,,
9:56.0,,,75-83,,S. Christon misses 2-pt shot from 9 ft
9:55.0,Defensive rebound by L. Deng,,75-83,,
9:47.0,L. Williams misses 2-pt shot from 10 ft,,75-83,,
9:46.0,,,75-83,,Defensive rebound by E. Kanter
9:37.0,,,75-83,,Turnover by E. Ilyasova (bad pass; steal by L. Williams)
9:34.0,Turnover by L. Williams (bad pass; steal by K. Singler),,75-83,,
9:26.0,,,75-83,,Turnover by V. Oladipo (bad pass; steal by J. Clarkson)
9:14.0,B. Ingram misses 3-pt shot from 25 ft,,75-83,,
9:13.0,,,75-83,,Defensive rebound by V. Oladipo
9:13.0,,,75-83,,Oklahoma City full timeout
9:13.0,D. Russell enters the game for L. Deng,,75-83,,
9:13.0,N. Young enters the game for B. Ingram,,75-83,,
9:13.0,L. Nance enters the game for L. Williams,,75-83,,
8:59.0,,,75-85,2,E. Kanter makes 2-pt shot from 4 ft
8:34.0,J. Clarkson misses 2-pt shot from 2 ft (block by E. Ilyasova),,75-85,,
8:33.0,Offensive rebound by J. Clarkson,,75-85,,
8:29.0,J. Clarkson misses 3-pt shot from 24 ft,,75-85,,
8:29.0,,,75-85,,Defensive rebound by E. Ilyasova
8:23.0,,,75-85,,R. Westbrook enters the game for S. Christon
8:17.0,Def 3 sec tech foul by D. Russell,,75-85,,
8:17.0,,,75-86,1,R. Westbrook makes technical free throw
8:17.0,J. Randle enters the game for T. Black,,75-86,,
8:17.0,,,75-86,,S. Christon enters the game for V. Oladipo
8:12.0,,,75-86,,R. Westbrook misses 2-pt shot from 17 ft
8:12.0,Defensive rebound by J. Clarkson,,75-86,,
7:58.0,D. Russell misses 2-pt shot from 17 ft,,75-86,,
7:57.0,,,75-86,,Defensive rebound by E. Ilyasova
7:50.0,,,75-88,2,R. Westbrook makes 2-pt shot from 2 ft
7:40.0,J. Randle misses 3-pt shot from 25 ft,,75-88,,
7:39.0,,,75-88,,Defensive rebound by K. Singler
7:29.0,,,75-88,,Turnover by E. Kanter (offensive goaltending)
7:20.0,,,75-88,,Personal foul by E. Kanter (drawn by J. Clarkson)
7:10.0,L. Nance makes 2-pt shot at rim (assist by J. Clarkson),2,77-88,,
7:01.0,,,77-90,2,E. Kanter makes 2-pt shot from 1 ft (assist by R. Westbrook)
6:49.0,D. Russell makes 2-pt shot from 6 ft,2,79-90,,
6:35.0,,,79-92,2,E. Kanter makes 2-pt shot at rim (assist by R. Westbrook)
6:21.0,Shooting foul by S. Christon (drawn by D. Russell),,79-92,,
6:21.0,D. Russell makes free throw 1 of 2,1,80-92,,
6:21.0,D. Russell makes free throw 2 of 2,1,81-92,,
6:21.0,L. Williams enters the game for L. Nance,,80-92,,
6:21.0,,,80-92,,A. Roberson enters the game for K. Singler
