time,Minnesota,pts.away,score,pts.home,San Antonio
2:50.0,Defensive rebound by G. Dieng,,20-11,,
2:37.0,G. Dieng misses 2-pt shot from 5 ft,,20-11,,
2:35.0,,,20-11,,Defensive rebound by J. Simmons
2:27.0,,,20-11,,J. Simmons misses 2-pt shot from 21 ft
2:26.0,Defensive rebound by A. Wiggins,,20-11,,
2:11.0,A. Wiggins misses 2-pt shot from 18 ft,,20-11,,
2:08.0,,,20-11,,Defensive rebound by D. Lee
2:01.0,,,20-11,,P. Mills misses 2-pt shot from 20 ft
2:00.0,Defensive rebound by N. Bjelica,,20-11,,
1:53.0,S. Muhammad makes 2-pt shot from 9 ft (assist by N. Bjelica),2,22-11,,
1:47.0,,,22-11,,Shooting foul by A. Wiggins (drawn by P. Gasol)
1:47.0,Minnesota full timeout,,22-11,,
1:47.0,,,22-11,,P. Gasol misses free throw 1 of 2
1:47.0,,,22-11,,Offensive rebound by Team
1:47.0,,,22-12,1,P. Gasol makes free throw 2 of 2
1:47.0,C. Aldrich enters the game for G. Dieng,,22-11,,
1:47.0,,,22-11,,L. Aldridge enters the game for D. Lee
1:47.0,,,22-11,,D. Green enters the game for J. Simmons
1:33.0,A. Wiggins misses 2-pt shot from 1 ft,,22-12,,
1:32.0,,,22-12,,Defensive rebound by L. Aldridge
1:24.0,,,22-12,,K. Anderson misses 2-pt shot from 21 ft
1:23.0,Defensive rebound by R. Rubio,,22-12,,
1:11.0,A. Wiggins makes 2-pt shot from 8 ft,2,24-12,,
0:49.0,,,24-14,2,P. Gasol makes 2-pt shot from 14 ft
0:29.0,Shooting foul by L. Aldridge (drawn by A. Wiggins),,24-14,,
0:29.0,A. Wiggins makes free throw 1 of 2,1,25-14,,
0:29.0,A. Wiggins makes free throw 2 of 2,1,26-14,,
0:29.0,,,25-14,,K. Leonard enters the game for K. Anderson
0:04.0,,,26-14,,P. Gasol misses 3-pt shot from 48 ft
0:03.0,,,26-14,,Offensive rebound by Team
0:03.0,,,26-14,,Turnover by Team (shot clock)
0:01.0,N. Bjelica misses 2-pt shot from 3 ft,,26-14,,
0:00.0,Offensive rebound by Team,,26-14,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:36.0,N. Bjelica makes 3-pt shot from 26 ft (assist by T. Jones),3,29-14,,
11:18.0,,,29-16,2,P. Gasol makes 2-pt shot from 2 ft (assist by L. Aldridge)
11:18.0,,,29-16,,Shooting foul by N. Bjelica (drawn by P. Gasol)
11:18.0,,,29-16,,P. Gasol misses free throw 1 of 1
11:18.0,Defensive rebound by K. Towns,,29-16,,
10:59.0,N. Bjelica makes 2-pt shot from 3 ft (assist by T. Jones),2,31-16,,
10:41.0,,,31-16,,L. Aldridge misses 2-pt shot from 4 ft
10:40.0,,,31-16,,Offensive rebound by L. Aldridge
10:38.0,,,31-18,2,L. Aldridge makes 2-pt shot from 1 ft
10:23.0,N. Bjelica misses 3-pt shot from 26 ft,,31-18,,
10:22.0,,,31-18,,Defensive rebound by K. Leonard
10:15.0,,,31-21,3,D. Green makes 3-pt shot from 26 ft (assist by P. Gasol)
9:58.0,K. Towns makes 2-pt shot from 6 ft (assist by N. Bjelica),2,33-21,,
9:46.0,,,33-21,,D. Green misses 3-pt shot from 27 ft
9:46.0,,,33-21,,Offensive rebound by Team
9:46.0,Loose ball foul by N. Bjelica (drawn by L. Aldridge),,33-21,,
9:46.0,,,33-21,,D. Dedmon enters the game for P. Gasol
9:38.0,,,33-21,,K. Leonard misses 2-pt shot at rim
9:38.0,,,33-21,,Offensive rebound by Team
9:29.0,,,33-21,,Shooting foul by S. Muhammad (drawn by K. Leonard)
9:29.0,,,33-22,1,K. Leonard makes free throw 1 of 2
9:29.0,,,33-23,1,K. Leonard makes free throw 2 of 2
9:25.0,,,33-23,,Personal foul by D. Dedmon (drawn by K. Towns)
9:23.0,,,33-23,,Personal foul by T. Parker (drawn by S. Muhammad)
9:10.0,K. Dunn misses 2-pt shot from 21 ft,,33-23,,
9:10.0,,,33-23,,Defensive rebound by T. Parker
8:59.0,,,33-23,,K. Leonard misses 2-pt shot from 3 ft
8:58.0,Defensive rebound by Team,,33-23,,
8:58.0,Official timeout,,33-23,,
8:45.0,K. Towns makes 2-pt shot from 19 ft (assist by K. Dunn),2,35-23,,
8:20.0,,,35-23,,L. Aldridge misses 2-pt shot from 14 ft
8:19.0,Defensive rebound by T. Jones,,35-23,,
8:12.0,K. Towns makes 2-pt shot at rim (assist by N. Bjelica),2,37-23,,
7:54.0,,,37-23,,Turnover by T. Parker (bad pass)
7:43.0,T. Jones makes 2-pt shot from 9 ft,2,39-23,,
7:25.0,,,39-23,,T. Parker misses 2-pt shot from 6 ft
7:24.0,,,39-23,,Offensive rebound by L. Aldridge
7:24.0,,,39-23,,L. Aldridge misses 2-pt shot from 2 ft (block by K. Towns)
7:23.0,,,39-23,,Offensive rebound by L. Aldridge
7:23.0,,,39-25,2,L. Aldridge makes 2-pt shot at rim
6:57.0,S. Muhammad misses 3-pt shot from 24 ft,,39-25,,
6:56.0,Offensive rebound by K. Towns,,39-25,,
6:52.0,S. Muhammad makes 2-pt shot from 1 ft (assist by K. Towns),2,41-25,,
6:34.0,,,41-27,2,L. Aldridge makes 2-pt shot from 18 ft (assist by T. Parker)
6:34.0,,,41-27,,Shooting foul by K. Towns (drawn by L. Aldridge)
6:34.0,,,41-28,1,L. Aldridge makes free throw 1 of 1
6:34.0,,,41-27,,P. Mills enters the game for T. Parker
6:34.0,,,41-27,,P. Gasol enters the game for D. Dedmon
6:34.0,,,41-27,,J. Simmons enters the game for D. Green
6:18.0,K. Towns misses 2-pt shot from 6 ft (block by K. Leonard),,41-28,,
6:17.0,Offensive rebound by S. Muhammad,,41-28,,
6:16.0,S. Muhammad misses 2-pt shot from 3 ft,,41-28,,
6:14.0,Offensive rebound by N. Bjelica,,41-28,,
6:11.0,N. Bjelica makes 2-pt shot from 3 ft,2,43-28,,
5:52.0,,,43-30,2,K. Leonard makes 2-pt shot from 15 ft
5:34.0,K. Towns makes 2-pt shot from 18 ft,2,45-30,,
5:28.0,,,45-30,,San Antonio full timeout
5:28.0,A. Wiggins enters the game for S. Muhammad,,45-30,,
5:14.0,,,45-33,3,P. Gasol makes 3-pt shot from 25 ft (assist by K. Leonard)
4:56.0,N. Bjelica misses 3-pt shot from 26 ft,,45-33,,
4:55.0,,,45-33,,Defensive rebound by P. Gasol
4:44.0,,,45-33,,L. Aldridge misses 2-pt shot from 2 ft
4:43.0,,,45-33,,Offensive rebound by P. Gasol
4:43.0,,,45-35,2,P. Gasol makes 2-pt shot from 1 ft
4:35.0,Minnesota full timeout,,45-35,,
4:35.0,,,45-35,,D. Lee enters the game for L. Aldridge
4:35.0,,,45-35,,D. Green enters the game for K. Leonard
4:35.0,G. Dieng enters the game for N. Bjelica,,45-35,,
4:35.0,B. Rush enters the game for T. Jones,,45-35,,
4:35.0,R. Rubio enters the game for K. Dunn,,45-35,,
4:17.0,K. Towns makes 2-pt shot from 7 ft (assist by G. Dieng),2,47-35,,
3:56.0,,,47-35,,P. Mills misses 3-pt shot from 23 ft
3:54.0,Defensive rebound by R. Rubio,,47-35,,
3:46.0,G. Dieng makes 2-pt shot from 1 ft (assist by R. Rubio),2,49-35,,
3:46.0,,,49-35,,San Antonio full timeout
3:46.0,,,49-35,,L. Aldridge enters the game for P. Gasol
3:46.0,,,49-35,,K. Leonard enters the game for D. Green
3:28.0,,,49-35,,L. Aldridge misses 2-pt shot from 15 ft
3:27.0,Defensive rebound by B. Rush,,49-35,,
3:15.0,Turnover by G. Dieng (traveling),,49-35,,
2:58.0,,,49-37,2,L. Aldridge makes 2-pt shot from 6 ft
2:42.0,B. Rush makes 2-pt shot from 21 ft (assist by R. Rubio),2,51-37,,
2:22.0,,,51-37,,K. Leonard misses 2-pt shot from 16 ft
2:21.0,,,51-37,,Offensive rebound by D. Lee
2:21.0,,,51-39,2,D. Lee makes 2-pt shot from 1 ft
1:57.0,A. Wiggins misses 2-pt shot from 1 ft,,51-39,,
1:57.0,,,51-39,,Defensive rebound by Team
1:40.0,,,51-39,,K. Leonard misses 2-pt shot from 5 ft
1:39.0,Defensive rebound by Team,,51-39,,
1:26.0,Shooting foul by L. Aldridge (drawn by K. Towns),,51-39,,
1:26.0,K. Towns makes free throw 1 of 2,1,52-39,,
1:26.0,K. Towns makes free throw 2 of 2,1,53-39,,
1:16.0,Violation by G. Dieng (kicked ball),,53-39,,
1:09.0,,,53-39,,P. Mills misses 3-pt shot from 24 ft
1:07.0,,,53-39,,Offensive rebound by L. Aldridge
1:07.0,,,53-39,,L. Aldridge misses 2-pt shot from 1 ft
1:05.0,Defensive rebound by K. Towns,,53-39,,
0:54.0,K. Towns makes 2-pt shot from 1 ft,2,55-39,,
0:54.0,R. Rubio misses 2-pt shot from 2 ft,,55-39,,
0:54.0,Offensive rebound by K. Towns,,55-39,,
0:47.0,,,55-41,2,L. Aldridge makes 2-pt shot from 1 ft (assist by K. Leonard)
0:38.0,Turnover by K. Towns (lost ball; steal by J. Simmons),,55-41,,
0:34.0,,,55-43,2,J. Simmons makes 2-pt shot at rim
0:13.0,R. Rubio misses 2-pt shot from 20 ft,,55-43,,
0:12.0,,,55-43,,Defensive rebound by J. Simmons
0:03.0,,,55-43,,K. Leonard misses 3-pt shot from 27 ft
0:02.0,Defensive rebound by B. Rush,,55-43,,
0:00.0,Turnover by R. Rubio (bad pass; steal by K. Leonard),,55-43,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:37.0,Turnover by A. Wiggins (lost ball; steal by K. Leonard),,55-43,,
11:34.0,,,55-43,,Shooting foul by B. Rush (drawn by K. Leonard)
11:34.0,,,55-44,1,K. Leonard makes free throw 1 of 2
11:34.0,,,55-45,1,K. Leonard makes free throw 2 of 2
11:13.0,G. Dieng makes 2-pt shot from 7 ft (assist by R. Rubio),2,57-45,,
10:59.0,,,57-45,,K. Leonard misses 3-pt shot from 25 ft
10:58.0,,,57-45,,Offensive rebound by K. Leonard
10:41.0,,,57-47,2,K. Leonard makes 2-pt shot from 2 ft
10:40.0,Minnesota full timeout,,57-47,,
10:23.0,B. Rush misses 2-pt shot from 17 ft,,57-47,,
10:22.0,,,57-47,,Defensive rebound by K. Leonard
10:13.0,,,57-47,,D. Green misses 3-pt shot from 24 ft
10:11.0,Defensive rebound by G. Dieng,,57-47,,
9:47.0,K. Towns misses 2-pt shot from 10 ft,,57-47,,
9:45.0,Offensive rebound by G. Dieng,,57-47,,
9:37.0,A. Wiggins misses 2-pt shot from 18 ft,,57-47,,
9:37.0,,,57-47,,Defensive rebound by Team
9:18.0,,,57-47,,T. Parker misses 3-pt shot from 23 ft
9:17.0,Defensive rebound by G. Dieng,,57-47,,
9:13.0,Turnover by R. Rubio (bad pass; steal by K. Leonard),,57-47,,
9:00.0,,,57-47,,L. Aldridge misses 2-pt shot from 20 ft
8:57.0,,,57-47,,Offensive rebound by D. Green
8:57.0,,,57-47,,D. Green misses 2-pt shot from 3 ft
8:55.0,,,57-47,,Offensive rebound by D. Dedmon
8:55.0,,,57-49,2,D. Dedmon makes 2-pt shot at rim
8:30.0,A. Wiggins makes 2-pt shot from 6 ft,2,59-49,,
8:10.0,,,59-51,2,D. Dedmon makes 2-pt shot from 2 ft (assist by T. Parker)
7:55.0,Shooting foul by T. Parker (drawn by G. Dieng),,59-51,,
7:55.0,G. Dieng makes free throw 1 of 2,1,60-51,,
7:55.0,G. Dieng misses free throw 2 of 2,,60-51,,
7:54.0,,,60-51,,Defensive rebound by K. Leonard
7:42.0,,,60-51,,K. Leonard misses 2-pt shot from 8 ft
7:41.0,,,60-51,,Offensive rebound by D. Dedmon
7:38.0,,,60-53,2,D. Dedmon makes 2-pt shot from 2 ft
7:19.0,A. Wiggins misses 2-pt shot from 17 ft,,60-53,,
7:18.0,,,60-53,,Defensive rebound by K. Leonard
7:13.0,Personal foul by A. Wiggins (drawn by K. Leonard),,60-53,,
7:13.0,,,60-53,,San Antonio full timeout
7:04.0,,,60-53,,L. Aldridge misses 2-pt shot from 5 ft
7:02.0,Defensive rebound by K. Towns,,60-53,,
6:50.0,Turnover by A. Wiggins (bad pass; steal by L. Aldridge),,60-53,,
6:30.0,,,60-53,,Turnover by L. Aldridge (lost ball; steal by G. Dieng)
6:19.0,B. Rush misses 3-pt shot from 24 ft,,60-53,,
6:18.0,,,60-53,,Defensive rebound by L. Aldridge
6:11.0,,,60-53,,T. Parker misses 2-pt shot from 8 ft
6:10.0,Defensive rebound by R. Rubio,,60-53,,
6:04.0,B. Rush makes 2-pt shot at rim (assist by A. Wiggins),2,62-53,,
5:44.0,,,62-53,,Offensive charge foul by D. Green
5:44.0,,,62-53,,Turnover by D. Green (offensive foul)
5:44.0,,,62-53,,P. Mills enters the game for T. Parker
5:36.0,Turnover by R. Rubio (bad pass; steal by K. Leonard),,62-53,,
5:32.0,,,62-55,2,K. Leonard makes 2-pt shot at rim
5:07.0,Shooting foul by K. Leonard (drawn by K. Towns),,62-55,,
5:07.0,K. Towns makes free throw 1 of 2,1,63-55,,
5:07.0,K. Towns misses free throw 2 of 2,,63-55,,
5:07.0,,,63-55,,P. Gasol enters the game for D. Dedmon
5:06.0,,,63-55,,Defensive rebound by P. Gasol
4:44.0,,,63-57,2,L. Aldridge makes 2-pt shot from 6 ft
4:24.0,A. Wiggins makes 2-pt shot from 3 ft (assist by R. Rubio),2,65-57,,
4:03.0,,,65-57,,P. Mills misses 2-pt shot from 17 ft
4:02.0,Defensive rebound by K. Towns,,65-57,,
3:46.0,G. Dieng misses 2-pt shot from 17 ft,,65-57,,
3:45.0,,,65-57,,Defensive rebound by L. Aldridge
3:25.0,,,65-57,,J. Simmons enters the game for D. Green
3:22.0,,,65-57,,L. Aldridge misses 2-pt shot from 16 ft
3:21.0,Defensive rebound by B. Rush,,65-57,,
3:03.0,K. Towns misses 2-pt shot from 3 ft,,65-57,,
3:01.0,,,65-57,,Defensive rebound by P. Mills
2:52.0,,,65-57,,P. Gasol misses 3-pt shot from 25 ft
2:51.0,Defensive rebound by B. Rush,,65-57,,
2:50.0,Minnesota full timeout,,65-57,,
2:50.0,N. Bjelica enters the game for G. Dieng,,65-57,,
2:50.0,S. Muhammad enters the game for B. Rush,,65-57,,
2:50.0,,,65-57,,K. Anderson enters the game for K. Leonard
2:50.0,,,65-57,,D. Lee enters the game for L. Aldridge
2:40.0,Turnover by K. Towns (bad pass),,65-57,,
2:32.0,,,65-60,3,P. Mills makes 3-pt shot from 24 ft
2:19.0,,,65-60,,Personal foul by J. Simmons (drawn by R. Rubio)
2:19.0,G. Dieng enters the game for K. Towns,,65-60,,
2:05.0,R. Rubio misses 2-pt shot from 5 ft (block by P. Mills),,65-60,,
2:05.0,Offensive rebound by G. Dieng,,65-60,,
2:05.0,Turnover by Team (shot clock),,65-60,,
1:53.0,,,65-60,,Turnover by P. Gasol (bad pass; steal by R. Rubio)
1:48.0,Shooting foul by P. Gasol (drawn by G. Dieng),,65-60,,
1:48.0,G. Dieng makes free throw 1 of 2,1,66-60,,
1:48.0,G. Dieng makes free throw 2 of 2,1,67-60,,
1:35.0,,,67-60,,P. Mills misses 3-pt shot from 24 ft
1:33.0,,,67-60,,Offensive rebound by D. Lee
1:17.0,,,67-60,,Turnover by P. Mills (traveling)
1:03.0,N. Bjelica misses 3-pt shot from 23 ft,,67-60,,
1:01.0,,,67-60,,Defensive rebound by D. Lee
0:50.0,,,67-60,,J. Simmons misses 2-pt shot from 6 ft
0:49.0,,,67-60,,Offensive rebound by K. Anderson
0:46.0,,,67-62,2,P. Gasol makes 2-pt shot from 4 ft (assist by K. Anderson)
0:30.0,A. Wiggins misses 2-pt shot from 14 ft,,67-62,,
0:28.0,,,67-62,,Defensive rebound by K. Anderson
0:07.0,,,67-62,,P. Mills misses 2-pt shot from 18 ft
0:05.0,Defensive rebound by A. Wiggins,,67-62,,
0:00.0,N. Bjelica makes 3-pt shot from 25 ft (assist by A. Wiggins),3,70-62,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,,,70-62,,K. Anderson misses 3-pt shot from 24 ft
11:38.0,Defensive rebound by N. Bjelica,,70-62,,
11:36.0,Turnover by N. Bjelica (bad pass; steal by P. Mills),,70-62,,
11:30.0,,,70-62,,Turnover by D. Lee (bad pass; steal by N. Bjelica)
11:13.0,Shooting foul by P. Gasol (drawn by K. Towns),,70-62,,
11:13.0,K. Towns misses free throw 1 of 2,,70-62,,
11:13.0,Offensive rebound by Team,,70-62,,
11:13.0,K. Towns makes free throw 2 of 2,1,71-62,,
11:13.0,,,70-62,,K. Leonard enters the game for K. Anderson
11:13.0,,,70-62,,L. Aldridge enters the game for D. Lee
11:13.0,,,70-62,,D. Green enters the game for J. Simmons
10:50.0,,,71-62,,L. Aldridge misses 2-pt shot from 17 ft
10:49.0,Defensive rebound by K. Dunn,,71-62,,
10:36.0,T. Jones misses 2-pt shot from 6 ft,,71-62,,
10:35.0,,,71-62,,Defensive rebound by P. Gasol
10:33.0,,,71-62,,Shooting foul by K. Dunn (drawn by K. Leonard)
10:33.0,,,71-63,1,K. Leonard makes free throw 1 of 2
10:33.0,,,71-64,1,K. Leonard makes free throw 2 of 2
10:33.0,,,71-63,,D. Murray enters the game for P. Mills
10:16.0,T. Jones misses 3-pt shot from 23 ft,,71-64,,
10:15.0,Offensive rebound by S. Muhammad,,71-64,,
10:09.0,N. Bjelica misses 2-pt shot from 10 ft (block by L. Aldridge),,71-64,,
10:09.0,Offensive rebound by K. Towns,,71-64,,
10:09.0,Turnover by Team (shot clock),,71-64,,
9:47.0,,,71-66,2,L. Aldridge makes 2-pt shot from 3 ft
9:42.0,N. Bjelica misses 2-pt shot from 5 ft,,71-66,,
9:40.0,,,71-66,,Defensive rebound by K. Leonard
9:25.0,,,71-68,2,D. Murray makes 2-pt shot from 7 ft (assist by K. Leonard)
9:25.0,Minnesota full timeout,,71-68,,
9:25.0,R. Rubio enters the game for K. Dunn,,71-68,,
9:25.0,G. Dieng enters the game for N. Bjelica,,71-68,,
9:25.0,A. Wiggins enters the game for S. Muhammad,,71-68,,
9:07.0,Shooting foul by D. Murray (drawn by R. Rubio),,71-68,,
9:07.0,R. Rubio misses free throw 1 of 2,,71-68,,
9:07.0,Offensive rebound by Team,,71-68,,
9:07.0,R. Rubio makes free throw 2 of 2,1,72-68,,
8:51.0,,,72-68,,Shooting foul by A. Wiggins (drawn by K. Leonard)
8:51.0,,,72-69,1,K. Leonard makes free throw 1 of 2
8:51.0,,,72-70,1,K. Leonard makes free throw 2 of 2
8:37.0,A. Wiggins makes 2-pt shot from 5 ft (assist by R. Rubio),2,74-70,,
8:16.0,,,74-70,,L. Aldridge misses 2-pt shot from 5 ft
8:14.0,Defensive rebound by R. Rubio,,74-70,,
8:08.0,T. Jones misses 2-pt shot from 1 ft,,74-70,,
8:07.0,,,74-70,,Defensive rebound by D. Murray
7:59.0,,,74-73,3,K. Leonard makes 3-pt shot from 24 ft (assist by D. Murray)
7:44.0,R. Rubio makes 2-pt shot from 17 ft,2,76-73,,
7:26.0,,,76-75,2,K. Leonard makes 2-pt shot from 3 ft
7:05.0,R. Rubio misses 2-pt shot from 18 ft,,76-75,,
7:04.0,,,76-75,,Defensive rebound by P. Gasol
6:47.0,,,76-75,,D. Green misses 3-pt shot from 23 ft
6:46.0,Defensive rebound by R. Rubio,,76-75,,
6:35.0,,,76-75,,P. Mills enters the game for D. Murray
6:25.0,A. Wiggins misses 2-pt shot from 6 ft (block by P. Gasol),,76-75,,
6:24.0,,,76-75,,Defensive rebound by K. Leonard
6:11.0,Personal foul by A. Wiggins (drawn by P. Gasol),,76-75,,
6:11.0,,,76-75,,D. Dedmon enters the game for P. Gasol
6:01.0,,,76-75,,Turnover by D. Dedmon (lost ball; steal by K. Towns)
5:38.0,Turnover by Team (shot clock),,76-75,,
5:38.0,Official timeout,,76-75,,
5:26.0,Jump ball: L. Aldridge vs. R. Rubio (P. Mills gains possession),,,,Jump ball: L. Aldridge vs. R. Rubio (P. Mills gains possession)
5:19.0,,,76-75,,K. Leonard misses 3-pt shot from 25 ft
5:18.0,,,76-75,,Offensive rebound by D. Green
5:15.0,Personal foul by K. Towns (drawn by D. Dedmon),,76-75,,
5:15.0,N. Bjelica enters the game for G. Dieng,,76-75,,
5:15.0,B. Rush enters the game for T. Jones,,76-75,,
5:15.0,,,76-75,,D. Lee enters the game for D. Dedmon
5:04.0,,,76-75,,L. Aldridge misses 2-pt shot from 7 ft
5:03.0,Defensive rebound by R. Rubio,,76-75,,
4:51.0,Shooting foul by P. Mills (drawn by A. Wiggins),,76-75,,
4:51.0,A. Wiggins makes free throw 1 of 2,1,77-75,,
4:51.0,A. Wiggins makes free throw 2 of 2,1,78-75,,
4:34.0,,,78-75,,D. Green misses 3-pt shot from 25 ft
4:33.0,Defensive rebound by A. Wiggins,,78-75,,
4:17.0,R. Rubio misses 3-pt shot from 25 ft,,78-75,,
4:16.0,,,78-75,,Defensive rebound by D. Lee
4:08.0,,,78-75,,K. Leonard misses 2-pt shot from 11 ft
4:07.0,Defensive rebound by R. Rubio,,78-75,,
4:06.0,Turnover by R. Rubio (step out of bounds),,78-75,,
4:06.0,,,78-75,,San Antonio full timeout
4:06.0,,,78-75,,P. Gasol enters the game for D. Lee
3:57.0,,,78-75,,Shooting foul by R. Rubio (drawn by K. Leonard)
3:57.0,,,78-76,1,K. Leonard makes free throw 1 of 2
3:57.0,,,78-76,,K. Leonard misses free throw 2 of 2
