time,Golden State,pts.away,score,pts.home,Portland
3:02.0,Defensive rebound by D. Green,,22-23,,
2:54.0,I. Clark makes 3-pt shot from 25 ft (assist by D. Green),3,25-23,,
2:54.0,,,25-23,,Portland full timeout
2:54.0,,,25-23,,E. Davis enters the game for M. Plumlee
2:35.0,,,25-23,,E. Davis misses 2-pt shot from 7 ft (block by D. Green)
2:33.0,Defensive rebound by D. West,,25-23,,
2:22.0,,,25-23,,Personal foul by E. Davis (drawn by D. West)
2:22.0,K. Thompson enters the game for S. Curry,,25-23,,
2:22.0,,,25-23,,C. McCollum enters the game for D. Lillard
2:22.0,K. Durant enters the game for D. Green,,25-23,,
2:22.0,,,25-23,,A. Aminu enters the game for N. Vonleh
2:17.0,Turnover by I. Clark (bad pass; steal by C. McCollum),,25-23,,
2:13.0,,,25-23,,Turnover by C. McCollum (lost ball; steal by I. Clark)
2:07.0,I. Clark makes 2-pt shot from 1 ft (assist by A. Iguodala),2,27-23,,
1:42.0,,,27-25,2,C. McCollum makes 2-pt shot from 5 ft
1:21.0,K. Thompson makes 2-pt shot from 2 ft (assist by D. West),2,29-25,,
0:56.0,,,29-25,,E. Davis misses 2-pt shot from 7 ft (block by D. West)
0:55.0,,,29-25,,Offensive rebound by A. Aminu
0:53.0,,,29-25,,A. Aminu misses 2-pt shot from 6 ft
0:52.0,Defensive rebound by K. Thompson,,29-25,,
0:48.0,I. Clark makes 3-pt shot from 25 ft (assist by K. Thompson),3,32-25,,
0:30.0,,,32-25,,C. McCollum misses 2-pt shot from 8 ft
0:29.0,,,32-25,,Offensive rebound by Team
0:20.0,D. Green enters the game for D. West,,32-25,,
0:14.0,,,32-25,,C. McCollum misses 3-pt shot from 25 ft
0:14.0,Defensive rebound by K. Durant,,32-25,,
0:02.0,K. Durant makes 2-pt shot from 20 ft,2,34-25,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,,,34-28,3,E. Turner makes 3-pt shot from 23 ft (assist by A. Aminu)
11:30.0,,,34-28,,Loose ball foul by C. McCollum (drawn by I. Clark)
11:23.0,D. West misses 2-pt shot from 8 ft,,34-28,,
11:23.0,,,34-28,,Defensive rebound by A. Aminu
11:16.0,,,34-30,2,E. Turner makes 2-pt shot from 15 ft
10:49.0,Turnover by K. Durant (bad pass; steal by A. Crabbe),,34-30,,
10:45.0,,,34-30,,Shooting foul by K. Durant (drawn by A. Aminu)
10:45.0,,,34-30,,A. Aminu misses free throw 1 of 2
10:45.0,,,34-30,,Offensive rebound by Team
10:45.0,,,34-30,,A. Aminu misses free throw 2 of 2
10:45.0,Z. Pachulia enters the game for D. West,,34-30,,
10:45.0,S. Livingston enters the game for I. Clark,,34-30,,
10:44.0,Defensive rebound by K. Durant,,34-30,,
10:21.0,K. Durant makes 2-pt shot from 9 ft,2,36-30,,
10:09.0,,,36-32,2,E. Turner makes 2-pt shot from 14 ft
9:56.0,K. Thompson misses 3-pt shot from 27 ft,,36-32,,
9:55.0,,,36-32,,Defensive rebound by A. Aminu
9:45.0,,,36-32,,Turnover by E. Turner (bad pass; steal by S. Livingston)
9:33.0,Shooting foul by E. Davis (drawn by K. Thompson),,36-32,,
9:33.0,K. Thompson makes free throw 1 of 2,1,37-32,,
9:33.0,K. Thompson makes free throw 2 of 2,1,38-32,,
9:33.0,,,37-32,,M. Plumlee enters the game for E. Davis
9:23.0,,,38-32,,Turnover by E. Turner (bad pass)
9:11.0,S. Livingston makes 2-pt shot from 11 ft,2,40-32,,
8:55.0,Violation by K. Thompson (kicked ball),,40-32,,
8:55.0,Official timeout,,40-32,,
8:43.0,,,40-32,,Turnover by A. Crabbe (traveling)
8:30.0,K. Thompson misses 3-pt shot from 25 ft,,40-32,,
8:30.0,,,40-32,,Defensive rebound by M. Plumlee
8:13.0,,,40-34,2,A. Aminu makes 2-pt shot from 4 ft
8:03.0,Shooting foul by M. Plumlee (drawn by Z. Pachulia),,40-34,,
8:03.0,Z. Pachulia misses free throw 1 of 2,,40-34,,
8:03.0,Offensive rebound by Team,,40-34,,
8:03.0,Z. Pachulia makes free throw 2 of 2,1,41-34,,
8:03.0,,,40-34,,D. Lillard enters the game for C. McCollum
8:03.0,D. Green enters the game for A. Iguodala,,40-34,,
8:03.0,S. Curry enters the game for K. Durant,,40-34,,
7:46.0,,,41-34,,Shooting foul by K. Thompson (drawn by E. Turner)
7:46.0,,,41-35,1,E. Turner makes free throw 1 of 2
7:46.0,,,41-36,1,E. Turner makes free throw 2 of 2
7:46.0,,,41-35,,M. Harkless enters the game for A. Aminu
7:37.0,K. Thompson makes 2-pt shot from 20 ft (assist by S. Livingston),2,43-36,,
7:25.0,,,43-36,,D. Lillard misses 3-pt shot from 28 ft
7:24.0,,,43-36,,Offensive rebound by A. Crabbe
7:16.0,,,43-36,,M. Harkless misses 2-pt shot from 3 ft (block by D. Green)
7:16.0,Jump ball: D. Green vs. M. Harkless (S. Livingston gains possession),,,,Jump ball: D. Green vs. M. Harkless (S. Livingston gains possession)
7:16.0,Offensive rebound by Team,,43-36,,
7:03.0,Shooting foul by E. Turner (drawn by S. Curry),,43-36,,
7:03.0,S. Curry misses free throw 1 of 2,,43-36,,
7:03.0,Offensive rebound by Team,,43-36,,
7:03.0,S. Curry makes free throw 2 of 2,1,44-36,,
7:03.0,I. Clark enters the game for K. Thompson,,43-36,,
6:46.0,,,44-38,2,E. Turner makes 2-pt shot from 1 ft
6:37.0,Turnover by S. Curry (bad pass; steal by M. Plumlee),,44-38,,
6:29.0,,,44-38,,A. Crabbe misses 3-pt shot from 25 ft
6:27.0,Defensive rebound by S. Livingston,,44-38,,
6:21.0,I. Clark makes 3-pt shot from 26 ft (assist by S. Livingston),3,47-38,,
6:21.0,,,47-38,,Portland full timeout
6:01.0,,,47-38,,M. Plumlee misses 2-pt shot from 1 ft
6:00.0,Defensive rebound by Z. Pachulia,,47-38,,
5:44.0,I. Clark makes 2-pt shot from 4 ft (assist by D. Green),2,49-38,,
5:20.0,,,49-38,,Shooting foul by I. Clark (drawn by D. Lillard)
5:20.0,,,49-38,,D. Lillard misses free throw 1 of 2
5:20.0,,,49-38,,Offensive rebound by Team
5:20.0,,,49-39,1,D. Lillard makes free throw 2 of 2
5:08.0,S. Curry makes 2-pt shot from 2 ft (assist by D. Green),2,51-39,,
4:42.0,,,51-39,,M. Harkless misses 3-pt shot from 24 ft
4:42.0,,,51-39,,Offensive rebound by Team
4:42.0,,,51-39,,C. McCollum enters the game for A. Crabbe
4:42.0,,,51-39,,A. Aminu enters the game for E. Turner
4:31.0,,,51-41,2,M. Harkless makes 2-pt shot from 2 ft
4:25.0,Golden State full timeout,,51-41,,
4:25.0,K. Durant enters the game for Z. Pachulia,,51-41,,
4:25.0,K. Thompson enters the game for I. Clark,,51-41,,
4:16.0,K. Thompson misses 3-pt shot from 27 ft,,51-41,,
4:15.0,,,51-41,,Defensive rebound by A. Aminu
4:08.0,Personal foul by D. Green (drawn by M. Plumlee),,51-41,,
4:08.0,,,51-41,,E. Davis enters the game for M. Plumlee
4:03.0,,,51-41,,Shooting foul by S. Curry (drawn by D. Lillard)
4:03.0,,,51-42,1,D. Lillard makes free throw 1 of 3
4:03.0,,,51-43,1,D. Lillard makes free throw 2 of 3
4:03.0,,,51-44,1,D. Lillard makes free throw 3 of 3
3:43.0,S. Livingston makes 2-pt shot from 17 ft,2,53-44,,
3:30.0,,,53-46,2,A. Aminu makes 2-pt shot from 21 ft (assist by E. Davis)
3:25.0,Golden State full timeout,,53-46,,
3:18.0,Turnover by K. Thompson (lost ball; steal by A. Aminu),,53-46,,
3:14.0,,,53-46,,Shooting foul by K. Durant (drawn by D. Lillard)
3:14.0,,,53-47,1,D. Lillard makes free throw 1 of 2
3:14.0,,,53-48,1,D. Lillard makes free throw 2 of 2
3:03.0,S. Curry makes 2-pt shot from 1 ft,2,55-48,,
2:53.0,,,55-51,3,D. Lillard makes 3-pt shot from 30 ft
2:43.0,S. Curry misses 3-pt shot from 28 ft,,55-51,,
2:41.0,Offensive rebound by K. Thompson,,55-51,,
2:39.0,K. Thompson misses 2-pt shot from 1 ft (block by A. Aminu),,55-51,,
2:38.0,Offensive rebound by K. Thompson,,55-51,,
2:38.0,K. Thompson misses 2-pt shot at rim (block by M. Harkless),,55-51,,
2:38.0,Offensive rebound by Team,,55-51,,
2:38.0,A. Iguodala enters the game for S. Livingston,,55-51,,
2:36.0,K. Thompson misses 2-pt shot from 2 ft (block by M. Harkless),,55-51,,
2:35.0,,,55-51,,Defensive rebound by E. Davis
2:28.0,,,55-51,,D. Lillard misses 2-pt shot from 12 ft
2:27.0,Defensive rebound by A. Iguodala,,55-51,,
2:16.0,K. Thompson misses 3-pt shot from 23 ft,,55-51,,
2:16.0,,,55-51,,Defensive rebound by E. Davis
2:09.0,,,55-51,,C. McCollum misses 2-pt shot from 2 ft
2:08.0,,,55-51,,Offensive rebound by Team
2:03.0,,,55-51,,M. Harkless misses 2-pt shot from 21 ft
2:02.0,Defensive rebound by S. Curry,,55-51,,
1:56.0,D. Green misses 3-pt shot from 24 ft,,55-51,,
1:55.0,,,55-51,,Defensive rebound by M. Harkless
1:42.0,,,55-51,,A. Aminu misses 3-pt shot from 26 ft
1:41.0,Defensive rebound by D. Green,,55-51,,
1:23.0,S. Curry misses 2-pt shot from 21 ft,,55-51,,
1:22.0,,,55-51,,Defensive rebound by A. Aminu
1:11.0,,,55-51,,E. Davis misses 2-pt shot from 4 ft
1:10.0,,,55-51,,Offensive rebound by E. Davis
1:07.0,,,55-51,,A. Aminu misses 3-pt shot from 25 ft
1:05.0,Defensive rebound by A. Iguodala,,55-51,,
1:00.0,A. Iguodala makes 2-pt shot from 2 ft (assist by S. Curry),2,57-51,,
0:45.0,,,57-51,,M. Harkless misses 2-pt shot from 3 ft
0:44.0,Defensive rebound by K. Durant,,57-51,,
0:30.0,K. Durant makes 2-pt shot from 14 ft (assist by S. Curry),2,59-51,,
0:30.0,,,59-51,,Portland full timeout
0:30.0,I. Clark enters the game for K. Durant,,59-51,,
0:30.0,S. Livingston enters the game for S. Curry,,59-51,,
0:19.0,Personal foul by K. Thompson (drawn by C. McCollum),,59-51,,
0:19.0,,,59-52,1,C. McCollum makes free throw 1 of 2
0:19.0,,,59-53,1,C. McCollum makes free throw 2 of 2
0:19.0,S. Curry enters the game for S. Livingston,,59-52,,
0:19.0,K. Durant enters the game for A. Iguodala,,59-52,,
0:02.0,S. Curry misses 2-pt shot from 16 ft,,59-53,,
0:02.0,,,59-53,,Defensive rebound by Team
0:01.0,,,59-53,,Turnover by A. Aminu (bad pass; steal by S. Curry)
0:00.0,S. Curry misses 3-pt shot from 40 ft,,59-53,,
0:00.0,Offensive rebound by Team,,59-53,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,,,59-55,2,M. Plumlee makes 2-pt shot at rim (assist by D. Lillard)
11:22.0,K. Durant misses 2-pt shot from 18 ft,,59-55,,
11:21.0,,,59-55,,Defensive rebound by M. Plumlee
11:12.0,,,59-55,,D. Lillard misses 2-pt shot from 20 ft
11:10.0,Defensive rebound by Z. Pachulia,,59-55,,
10:55.0,K. Thompson makes 2-pt shot from 16 ft,2,61-55,,
10:45.0,,,61-55,,C. McCollum misses 2-pt shot from 17 ft
10:44.0,,,61-55,,Offensive rebound by C. McCollum
10:41.0,,,61-55,,M. Harkless misses 2-pt shot from 1 ft
10:40.0,Defensive rebound by D. Green,,61-55,,
10:33.0,K. Thompson misses 3-pt shot from 25 ft,,61-55,,
10:32.0,,,61-55,,Defensive rebound by M. Plumlee
10:21.0,,,61-57,2,C. McCollum makes 2-pt shot from 19 ft (assist by M. Plumlee)
10:05.0,Z. Pachulia makes 2-pt shot from 2 ft (assist by K. Thompson),2,63-57,,
9:38.0,,,63-57,,M. Harkless misses 3-pt shot from 23 ft
9:38.0,Defensive rebound by Z. Pachulia,,63-57,,
9:30.0,S. Curry makes 3-pt shot from 29 ft,3,66-57,,
9:18.0,,,66-57,,Turnover by C. McCollum (lost ball; steal by D. Green)
9:11.0,,,66-57,,Violation by M. Plumlee (def goaltending)
9:11.0,K. Durant makes 2-pt shot from 1 ft (assist by D. Green),2,68-57,,
9:00.0,,,68-59,2,D. Lillard makes 2-pt shot from 2 ft (assist by M. Plumlee)
8:50.0,S. Curry makes 3-pt shot from 25 ft (assist by D. Green),3,71-59,,
8:32.0,,,71-62,3,D. Lillard makes 3-pt shot from 25 ft (assist by C. McCollum)
8:32.0,,,71-62,,Shooting foul by K. Thompson (drawn by D. Lillard)
8:32.0,,,71-63,1,D. Lillard makes free throw 1 of 1
8:23.0,S. Curry makes 2-pt shot from 1 ft (assist by Z. Pachulia),2,73-63,,
8:07.0,,,73-63,,A. Aminu misses 2-pt shot from 6 ft
8:05.0,Defensive rebound by Z. Pachulia,,73-63,,
7:52.0,Offensive foul by K. Thompson,,73-63,,
7:52.0,Turnover by K. Thompson (offensive foul),,73-63,,
7:52.0,I. Clark enters the game for K. Thompson,,73-63,,
7:35.0,,,73-63,,M. Harkless misses 2-pt shot from 23 ft
7:34.0,Defensive rebound by I. Clark,,73-63,,
7:28.0,S. Curry makes 3-pt shot from 29 ft,3,76-63,,
7:28.0,,,76-63,,Portland full timeout
7:19.0,Personal foul by I. Clark (drawn by D. Lillard),,76-63,,
7:14.0,,,76-63,,D. Lillard misses 3-pt shot from 25 ft
7:13.0,Defensive rebound by Team,,76-63,,
7:00.0,Z. Pachulia misses 2-pt shot from 20 ft,,76-63,,
6:59.0,,,76-63,,Defensive rebound by C. McCollum
6:53.0,,,76-63,,A. Aminu misses 3-pt shot from 25 ft
6:50.0,Defensive rebound by S. Curry,,76-63,,
6:41.0,S. Curry misses 3-pt shot from 26 ft,,76-63,,
6:41.0,,,76-63,,Defensive rebound by Team
6:30.0,,,76-63,,Offensive foul by A. Aminu
6:30.0,,,76-63,,Turnover by A. Aminu (offensive foul)
6:19.0,S. Curry misses 2-pt shot from 7 ft,,76-63,,
6:19.0,,,76-63,,Defensive rebound by A. Aminu
6:04.0,,,76-66,3,C. McCollum makes 3-pt shot from 25 ft (assist by A. Aminu)
5:51.0,Turnover by K. Durant (lost ball; steal by A. Aminu),,76-66,,
5:45.0,,,76-69,3,C. McCollum makes 3-pt shot from 26 ft (assist by A. Aminu)
5:45.0,Golden State full timeout,,76-69,,
5:45.0,A. Iguodala enters the game for Z. Pachulia,,76-69,,
5:35.0,I. Clark makes 2-pt shot from 1 ft (assist by A. Iguodala),2,78-69,,
5:12.0,,,78-69,,Turnover by C. McCollum (bad pass; steal by K. Durant)
5:06.0,A. Iguodala misses 2-pt shot from 1 ft,,78-69,,
5:05.0,Offensive rebound by K. Durant,,78-69,,
5:05.0,K. Durant makes 2-pt shot at rim,2,80-69,,
4:52.0,,,80-69,,A. Aminu misses 3-pt shot from 24 ft
4:51.0,Defensive rebound by I. Clark,,80-69,,
4:38.0,Turnover by A. Iguodala (lost ball; steal by D. Lillard),,80-69,,
4:38.0,,,80-69,,E. Davis enters the game for M. Plumlee
4:38.0,Personal foul by S. Curry (drawn by C. McCollum),,80-69,,
4:16.0,,,80-69,,D. Lillard misses 3-pt shot from 27 ft
4:16.0,Defensive rebound by A. Iguodala,,80-69,,
4:10.0,K. Durant misses 3-pt shot from 25 ft,,80-69,,
4:08.0,,,80-69,,Defensive rebound by C. McCollum
3:58.0,,,80-69,,E. Davis misses 2-pt shot from 1 ft
3:57.0,Defensive rebound by A. Iguodala,,80-69,,
3:56.0,Shooting foul by C. McCollum (drawn by A. Iguodala),,80-69,,
3:56.0,A. Iguodala makes free throw 1 of 3,1,81-69,,
3:56.0,A. Iguodala misses free throw 2 of 3,,81-69,,
3:56.0,Offensive rebound by Team,,81-69,,
3:56.0,A. Iguodala makes free throw 3 of 3,1,82-69,,
3:56.0,D. West enters the game for K. Durant,,81-69,,
3:56.0,,,81-69,,E. Turner enters the game for M. Harkless
3:56.0,,,81-69,,N. Vonleh enters the game for A. Aminu
3:41.0,,,82-71,2,E. Turner makes 2-pt shot from 16 ft
3:22.0,S. Curry makes 3-pt shot from 23 ft (assist by I. Clark),3,85-71,,
3:11.0,,,85-71,,C. McCollum misses 3-pt shot from 24 ft
3:11.0,Defensive rebound by D. Green,,85-71,,
3:03.0,Shooting foul by D. Lillard (drawn by I. Clark),,85-71,,
3:03.0,I. Clark makes free throw 1 of 2,1,86-71,,
3:03.0,I. Clark makes free throw 2 of 2,1,87-71,,
3:03.0,,,86-71,,A. Crabbe enters the game for C. McCollum
2:44.0,,,87-71,,N. Vonleh misses 3-pt shot from 23 ft
2:43.0,Defensive rebound by D. West,,87-71,,
2:30.0,S. Curry misses 2-pt shot from 2 ft (block by E. Davis),,87-71,,
2:29.0,Offensive rebound by Team,,87-71,,
2:23.0,A. Iguodala makes 2-pt shot from 21 ft,2,89-71,,
2:00.0,,,89-71,,N. Vonleh misses 2-pt shot from 2 ft
1:59.0,Defensive rebound by D. Green,,89-71,,
1:55.0,A. Iguodala makes 2-pt shot from 2 ft (assist by D. Green),2,91-71,,
1:55.0,,,91-71,,Portland full timeout
1:43.0,,,91-71,,Turnover by N. Vonleh (bad pass; steal by D. Green)
1:30.0,S. Curry makes 2-pt shot from 2 ft (assist by A. Iguodala),2,93-71,,
1:30.0,Shooting foul by E. Davis (drawn by S. Curry),,93-71,,
1:30.0,S. Curry makes free throw 1 of 1,1,94-71,,
1:30.0,,,93-71,,M. Leonard enters the game for N. Vonleh
1:18.0,,,94-71,,D. Lillard misses 3-pt shot from 25 ft
1:18.0,Defensive rebound by S. Curry,,94-71,,
1:11.0,S. Curry misses 2-pt shot from 22 ft,,94-71,,
1:09.0,,,94-71,,Defensive rebound by M. Leonard
1:03.0,,,94-71,,Shooting foul by D. Green (drawn by D. Lillard)
1:03.0,,,94-71,,D. Lillard misses free throw 1 of 2
1:03.0,,,94-71,,Offensive rebound by Team
1:03.0,,,94-72,1,D. Lillard makes free throw 2 of 2
0:52.0,S. Curry makes 2-pt shot from 1 ft (assist by D. West),2,96-72,,
0:52.0,Shooting foul by A. Crabbe (drawn by S. Curry),,96-72,,
0:52.0,S. Curry makes free throw 1 of 1,1,97-72,,
0:32.0,,,97-72,,D. Lillard misses 2-pt shot from 11 ft
0:32.0,Defensive rebound by A. Iguodala,,97-72,,
0:13.0,S. Curry makes 3-pt shot from 25 ft (assist by D. West),3,100-72,,
0:01.0,,,100-72,,Shooting foul by A. Iguodala (drawn by E. Turner)
0:01.0,,,100-72,,E. Turner misses free throw 1 of 2
0:01.0,,,100-72,,Offensive rebound by Team
0:01.0,,,100-73,1,E. Turner makes free throw 2 of 2
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,D. West makes 2-pt shot from 15 ft (assist by A. Iguodala),2,102-73,,
11:31.0,Personal block foul by S. Livingston (drawn by A. Crabbe),,102-73,,
11:28.0,,,102-73,,A. Aminu misses 3-pt shot from 27 ft
11:27.0,Defensive rebound by D. West,,102-73,,
11:19.0,Turnover by S. Livingston (bad pass; steal by A. Aminu),,102-73,,
11:19.0,Personal foul by S. Livingston (drawn by A. Aminu),,102-73,,
11:08.0,,,102-73,,D. Lillard misses 2-pt shot from 2 ft (block by K. Durant)
11:07.0,Defensive rebound by K. Durant,,102-73,,
11:03.0,K. Durant makes 2-pt shot from 2 ft,2,104-73,,
11:03.0,Shooting foul by E. Davis (drawn by K. Durant),,104-73,,
11:03.0,K. Durant makes free throw 1 of 1,1,105-73,,
10:47.0,,,105-73,,Turnover by A. Aminu (lost ball; steal by D. West)
10:41.0,K. Durant makes 2-pt shot at rim (assist by A. Iguodala),2,107-73,,
10:29.0,Personal foul by K. Durant (drawn by D. Lillard),,107-73,,
10:29.0,,,107-74,1,D. Lillard makes free throw 1 of 2
10:29.0,,,107-75,1,D. Lillard makes free throw 2 of 2
10:29.0,,,107-74,,M. Harkless enters the game for E. Davis
10:07.0,Shooting foul by D. Lillard (drawn by S. Livingston),,107-75,,
10:07.0,S. Livingston makes free throw 1 of 2,1,108-75,,
10:07.0,S. Livingston makes free throw 2 of 2,1,109-75,,
10:07.0,,,108-75,,S. Napier enters the game for D. Lillard
10:07.0,J. McAdoo enters the game for D. West,,108-75,,
9:44.0,,,109-77,2,A. Aminu makes 2-pt shot from 2 ft (assist by E. Turner)
9:22.0,A. Iguodala misses 2-pt shot from 3 ft,,109-77,,
9:22.0,,,109-77,,Defensive rebound by E. Turner
9:18.0,,,109-79,2,A. Crabbe makes 2-pt shot from 2 ft (assist by E. Turner)
9:05.0,Turnover by S. Livingston (traveling),,109-79,,
8:52.0,,,109-81,2,M. Harkless makes 2-pt shot from 18 ft
8:33.0,A. Iguodala makes 3-pt shot from 25 ft (assist by S. Livingston),3,112-81,,
8:18.0,,,112-81,,A. Aminu misses 3-pt shot from 25 ft
8:17.0,Defensive rebound by K. Thompson,,112-81,,
8:00.0,J. McAdoo makes 2-pt shot from 3 ft (assist by K. Thompson),2,114-81,,
8:00.0,,,114-81,,Portland full timeout
8:00.0,,,114-81,,P. Connaughton enters the game for M. Harkless
8:00.0,,,114-81,,J. Layman enters the game for A. Aminu
8:00.0,,,114-81,,N. Vonleh enters the game for A. Crabbe
8:00.0,,,114-81,,M. Leonard enters the game for E. Turner
7:42.0,,,114-81,,Turnover by S. Napier (lost ball; steal by K. Durant)
7:42.0,,,114-81,,Loose ball foul by S. Napier (drawn by K. Durant)
7:42.0,K. Looney enters the game for K. Durant,,114-81,,
7:42.0,I. Clark enters the game for S. Livingston,,114-81,,
7:25.0,I. Clark makes 2-pt shot from 5 ft (assist by K. Looney),2,116-81,,
7:09.0,,,116-84,3,J. Layman makes 3-pt shot from 25 ft (assist by M. Leonard)
6:54.0,K. Thompson misses 3-pt shot from 24 ft,,116-84,,
6:53.0,,,116-84,,Defensive rebound by M. Leonard
6:35.0,,,116-84,,N. Vonleh misses 2-pt shot from 8 ft
