time,Denver,pts.away,score,pts.home,Utah
2:39.0,,,19-18,,J. Johnson enters the game for G. Hayward
2:25.0,,,19-20,2,J. Ingles makes 2-pt shot from 2 ft (assist by B. Diaw)
2:13.0,D. Gallinari misses 3-pt shot from 25 ft,,19-20,,
2:12.0,,,19-20,,Defensive rebound by T. Lyles
2:01.0,Violation by W. Chandler (kicked ball),,19-20,,
2:01.0,A. Gee enters the game for D. Gallinari,,19-20,,
1:48.0,,,19-22,2,B. Diaw makes 2-pt shot from 14 ft (assist by S. Mack)
1:32.0,K. Faried enters the game for D. Arthur,,19-22,,
1:22.0,W. Chandler makes 2-pt shot from 5 ft,2,21-22,,
1:13.0,,,21-22,,J. Withey enters the game for B. Diaw
1:00.0,,,21-24,2,T. Lyles makes 2-pt shot from 7 ft
0:48.0,J. Murray misses 2-pt shot from 16 ft,,21-24,,
0:47.0,,,21-24,,Defensive rebound by S. Mack
0:34.0,,,21-24,,S. Mack misses 2-pt shot from 8 ft
0:34.0,,,21-24,,Offensive rebound by J. Withey
0:14.0,,,21-24,,J. Johnson misses 2-pt shot from 16 ft
0:11.0,Defensive rebound by Team,,21-24,,
0:06.0,,,21-24,,Personal foul by S. Mack (drawn by J. Nelson)
0:01.0,Turnover by J. Nelson (bad pass),,21-24,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,,,21-24,,Shooting foul by A. Gee (drawn by T. Lyles)
11:47.0,,,21-25,1,T. Lyles makes free throw 1 of 2
11:47.0,,,21-26,1,T. Lyles makes free throw 2 of 2
11:35.0,W. Chandler makes 2-pt shot from 16 ft (assist by J. Nelson),2,23-26,,
11:21.0,Def 3 sec tech foul by K. Faried,,23-26,,
11:21.0,,,23-27,1,R. Hood makes technical free throw
11:11.0,,,23-29,2,R. Hood makes 2-pt shot from 19 ft
10:53.0,W. Chandler makes 2-pt shot from 9 ft,2,25-29,,
10:33.0,,,25-29,,T. Lyles misses 2-pt shot from 9 ft
10:32.0,Defensive rebound by K. Faried,,25-29,,
10:26.0,Shooting foul by T. Lyles (drawn by W. Chandler),,25-29,,
10:26.0,W. Chandler makes free throw 1 of 3,1,26-29,,
10:26.0,W. Chandler makes free throw 2 of 3,1,27-29,,
10:26.0,W. Chandler makes free throw 3 of 3,1,28-29,,
10:05.0,,,28-29,,R. Hood misses 2-pt shot from 5 ft
10:05.0,,,28-29,,Offensive rebound by R. Hood
10:04.0,,,28-29,,Shooting foul by K. Faried (drawn by R. Hood)
10:04.0,,,28-30,1,R. Hood makes free throw 1 of 2
10:04.0,,,28-31,1,R. Hood makes free throw 2 of 2
9:49.0,A. Gee misses 2-pt shot from 6 ft (block by T. Lyles),,28-31,,
9:48.0,,,28-31,,Defensive rebound by J. Johnson
9:43.0,Personal foul by A. Gee (drawn by J. Johnson),,28-31,,
9:43.0,W. Barton enters the game for A. Gee,,28-31,,
9:32.0,,,28-33,2,J. Withey makes 2-pt shot from 18 ft (assist by R. Hood)
9:24.0,Turnover by W. Barton (lost ball; steal by R. Hood),,28-33,,
9:20.0,Jump ball: R. Hood vs. J. Nelson (J. Withey gains possession),,,,Jump ball: R. Hood vs. J. Nelson (J. Withey gains possession)
9:09.0,,,28-33,,Turnover by J. Johnson (lost ball; steal by W. Chandler)
9:02.0,K. Faried makes 2-pt shot from 1 ft (assist by W. Chandler),2,30-33,,
9:02.0,Shooting foul by J. Withey (drawn by K. Faried),,30-33,,
9:02.0,K. Faried makes free throw 1 of 1,1,31-33,,
9:02.0,,,30-33,,D. Exum enters the game for S. Mack
9:02.0,,,30-33,,R. Gobert enters the game for J. Withey
8:40.0,,,31-35,2,R. Hood makes 2-pt shot from 18 ft
8:27.0,W. Barton makes 2-pt shot from 2 ft,2,33-35,,
8:04.0,,,33-35,,T. Lyles misses 3-pt shot from 24 ft
8:03.0,Defensive rebound by W. Barton,,33-35,,
7:57.0,W. Chandler makes 2-pt shot from 2 ft (assist by W. Barton),2,35-35,,
7:57.0,,,35-35,,Utah full timeout
7:57.0,,,35-35,,J. Ingles enters the game for R. Hood
7:57.0,,,35-35,,G. Hayward enters the game for T. Lyles
7:44.0,,,35-35,,J. Johnson misses 2-pt shot from 9 ft
7:44.0,,,35-35,,Offensive rebound by J. Johnson
7:39.0,,,35-35,,D. Exum misses 3-pt shot from 25 ft
7:39.0,Defensive rebound by J. Murray,,35-35,,
7:23.0,J. Murray misses 2-pt shot from 14 ft,,35-35,,
7:23.0,Offensive rebound by Team,,35-35,,
7:23.0,,,35-35,,Loose ball foul by J. Johnson (drawn by K. Faried)
7:23.0,D. Gallinari enters the game for W. Chandler,,35-35,,
7:23.0,E. Mudiay enters the game for J. Nelson,,35-35,,
7:14.0,J. Murray misses 2-pt shot from 22 ft,,35-35,,
7:13.0,,,35-35,,Defensive rebound by J. Ingles
6:59.0,,,35-35,,G. Hayward misses 2-pt shot from 16 ft
6:57.0,Defensive rebound by J. Murray,,35-35,,
6:44.0,W. Barton makes 2-pt shot from 16 ft,2,37-35,,
6:19.0,,,37-37,2,D. Exum makes 2-pt shot from 3 ft
6:06.0,Turnover by J. Murray (bad pass; steal by J. Ingles),,37-37,,
6:02.0,Violation by K. Faried (def goaltending),,37-37,,
6:02.0,,,37-39,2,J. Johnson makes 2-pt shot from 2 ft (assist by J. Ingles)
6:02.0,Denver full timeout,,37-39,,
6:02.0,W. Chandler enters the game for J. Murray,,37-39,,
6:02.0,J. Nurkic enters the game for K. Faried,,37-39,,
5:51.0,,,37-39,,Personal foul by G. Hayward (drawn by D. Gallinari)
5:35.0,J. Nurkic makes 2-pt shot from 16 ft (assist by W. Barton),2,39-39,,
5:25.0,Personal foul by D. Gallinari (drawn by J. Ingles),,39-39,,
5:14.0,,,39-39,,R. Gobert misses 2-pt shot from 2 ft
5:13.0,,,39-39,,Offensive rebound by R. Gobert
5:07.0,,,39-42,3,J. Ingles makes 3-pt shot from 25 ft (assist by J. Johnson)
4:51.0,W. Barton misses 2-pt shot from 10 ft,,39-42,,
4:50.0,,,39-42,,Defensive rebound by J. Ingles
4:33.0,,,39-44,2,R. Gobert makes 2-pt shot at rim (assist by J. Johnson)
4:21.0,Denver full timeout,,39-44,,
4:21.0,,,39-44,,R. Hood enters the game for J. Johnson
4:15.0,W. Barton makes 2-pt shot from 19 ft,2,41-44,,
3:58.0,,,41-44,,Turnover by J. Ingles (bad pass; steal by E. Mudiay)
3:52.0,E. Mudiay makes 2-pt shot from 2 ft,2,43-44,,
3:28.0,,,43-44,,Turnover by R. Gobert (lost ball; steal by W. Barton)
3:26.0,,,43-44,,Personal foul by D. Exum (drawn by W. Barton)
3:26.0,W. Barton misses free throw 1 of 2,,43-44,,
3:26.0,Offensive rebound by Team,,43-44,,
3:26.0,W. Barton makes free throw 2 of 2,1,44-44,,
3:26.0,,,43-44,,B. Diaw enters the game for J. Ingles
3:11.0,,,44-44,,Shooting foul by W. Chandler (drawn by R. Hood)
3:11.0,,,44-44,,R. Hood misses free throw 1 of 2
3:11.0,,,44-44,,Offensive rebound by Team
3:11.0,,,44-45,1,R. Hood makes free throw 2 of 2
2:56.0,W. Chandler misses 2-pt shot from 8 ft,,44-45,,
2:55.0,,,44-45,,Defensive rebound by R. Gobert
2:35.0,,,44-47,2,D. Exum makes 2-pt shot from 2 ft
2:23.0,W. Chandler misses 3-pt shot from 25 ft,,44-47,,
2:22.0,Offensive rebound by J. Nurkic,,44-47,,
2:18.0,J. Nurkic makes 2-pt shot from 2 ft,2,46-47,,
2:07.0,,,46-47,,Turnover by G. Hayward (traveling)
2:07.0,Denver full timeout,,46-47,,
2:07.0,K. Faried enters the game for J. Nurkic,,46-47,,
1:50.0,W. Barton misses 2-pt shot from 3 ft,,46-47,,
1:50.0,,,46-47,,Defensive rebound by R. Gobert
1:25.0,,,46-47,,R. Hood misses 3-pt shot from 26 ft
1:25.0,Defensive rebound by W. Chandler,,46-47,,
1:15.0,E. Mudiay misses 2-pt shot from 17 ft,,46-47,,
1:15.0,,,46-47,,Defensive rebound by R. Hood
1:00.0,,,46-47,,G. Hayward misses 2-pt shot from 2 ft
1:00.0,Defensive rebound by Team,,46-47,,
1:00.0,,,46-47,,Loose ball foul by R. Gobert (drawn by K. Faried)
1:00.0,K. Faried misses free throw 1 of 2,,46-47,,
1:00.0,Offensive rebound by Team,,46-47,,
1:00.0,K. Faried makes free throw 2 of 2,1,47-47,,
1:00.0,,,46-47,,J. Johnson enters the game for R. Hood
1:00.0,A. Gee enters the game for D. Gallinari,,46-47,,
0:50.0,Personal foul by E. Mudiay (drawn by G. Hayward),,47-47,,
0:50.0,,,47-48,1,G. Hayward makes free throw 1 of 2
0:50.0,,,47-49,1,G. Hayward makes free throw 2 of 2
0:50.0,D. Gallinari enters the game for A. Gee,,47-48,,
0:32.0,W. Chandler misses 2-pt shot from 14 ft,,47-49,,
0:31.0,,,47-49,,Defensive rebound by R. Gobert
0:09.0,,,47-49,,G. Hayward misses 2-pt shot from 17 ft
0:08.0,Defensive rebound by E. Mudiay,,47-49,,
0:01.0,D. Gallinari misses 2-pt shot from 21 ft,,47-49,,
0:00.0,Offensive rebound by Team,,47-49,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,,,47-49,,R. Hood misses 3-pt shot from 26 ft
11:45.0,Defensive rebound by W. Barton,,47-49,,
11:23.0,E. Mudiay misses 3-pt shot from 24 ft,,47-49,,
11:23.0,,,47-49,,Defensive rebound by G. Hayward
11:11.0,,,47-49,,G. Hayward misses 2-pt shot from 5 ft
11:10.0,Defensive rebound by W. Barton,,47-49,,
11:02.0,E. Mudiay makes 2-pt shot at rim (assist by J. Nurkic),2,49-49,,
10:46.0,,,49-52,3,G. Hayward makes 3-pt shot from 25 ft (assist by B. Diaw)
10:31.0,W. Barton misses 2-pt shot from 9 ft,,49-52,,
10:31.0,,,49-52,,Defensive rebound by R. Gobert
10:15.0,,,49-54,2,G. Hayward makes 2-pt shot from 11 ft
9:55.0,D. Gallinari misses 2-pt shot from 22 ft,,49-54,,
9:55.0,,,49-54,,Defensive rebound by R. Hood
9:50.0,,,49-54,,R. Hood misses 2-pt shot from 2 ft (block by K. Faried)
9:50.0,,,49-54,,Offensive rebound by Team
9:50.0,,,49-54,,Utah full timeout
9:43.0,,,49-56,2,B. Diaw makes 2-pt shot from 1 ft
9:18.0,D. Gallinari misses 2-pt shot from 15 ft,,49-56,,
9:18.0,,,49-56,,Defensive rebound by B. Diaw
9:08.0,,,49-58,2,R. Gobert makes 2-pt shot from 3 ft (assist by D. Exum)
9:08.0,Denver full timeout,,49-58,,
9:08.0,W. Chandler enters the game for K. Faried,,49-58,,
8:45.0,E. Mudiay misses 2-pt shot from 17 ft,,49-58,,
8:44.0,Offensive rebound by J. Nurkic,,49-58,,
8:37.0,Turnover by W. Barton (traveling),,49-58,,
8:15.0,,,49-58,,B. Diaw misses 2-pt shot from 10 ft
8:14.0,Defensive rebound by J. Nurkic,,49-58,,
7:58.0,W. Chandler misses 3-pt shot from 25 ft,,49-58,,
7:57.0,,,49-58,,Defensive rebound by D. Exum
7:47.0,,,49-58,,D. Exum misses 2-pt shot at rim (block by E. Mudiay)
7:45.0,Defensive rebound by W. Chandler,,49-58,,
7:39.0,E. Mudiay makes 3-pt shot from 24 ft (assist by W. Chandler),3,52-58,,
7:39.0,,,52-58,,Utah full timeout
7:39.0,,,52-58,,S. Mack enters the game for D. Exum
7:25.0,,,52-60,2,G. Hayward makes 2-pt shot from 3 ft
6:59.0,J. Nurkic misses 2-pt shot from 19 ft,,52-60,,
6:58.0,Offensive rebound by D. Gallinari,,52-60,,
6:56.0,D. Gallinari misses 2-pt shot from 2 ft,,52-60,,
6:54.0,,,52-60,,Defensive rebound by G. Hayward
6:44.0,,,52-62,2,G. Hayward makes 2-pt shot from 3 ft
6:34.0,E. Mudiay misses 2-pt shot from 2 ft,,52-62,,
6:32.0,,,52-62,,Defensive rebound by B. Diaw
6:27.0,,,52-62,,R. Hood misses 3-pt shot from 25 ft
6:26.0,Defensive rebound by W. Chandler,,52-62,,
6:14.0,W. Chandler misses 2-pt shot from 20 ft,,52-62,,
6:14.0,,,52-62,,Defensive rebound by B. Diaw
6:04.0,,,52-64,2,R. Hood makes 2-pt shot from 2 ft (assist by B. Diaw)
6:04.0,Denver full timeout,,52-64,,
6:04.0,,,52-64,,T. Lyles enters the game for B. Diaw
6:04.0,,,52-64,,J. Ingles enters the game for R. Hood
6:04.0,J. Nelson enters the game for W. Barton,,52-64,,
6:04.0,D. Arthur enters the game for J. Nurkic,,52-64,,
6:04.0,J. Murray enters the game for E. Mudiay,,52-64,,
5:50.0,D. Arthur makes 3-pt shot from 24 ft (assist by W. Chandler),3,55-64,,
5:31.0,,,55-64,,Shooting foul by D. Arthur (drawn by G. Hayward)
5:31.0,,,55-65,1,G. Hayward makes free throw 1 of 2
5:31.0,,,55-66,1,G. Hayward makes free throw 2 of 2
5:11.0,Turnover by D. Arthur (bad pass),,55-66,,
4:56.0,,,55-69,3,G. Hayward makes 3-pt shot from 25 ft (assist by R. Gobert)
4:38.0,D. Gallinari makes 2-pt shot from 8 ft,2,57-69,,
4:22.0,,,57-69,,G. Hayward misses 3-pt shot from 25 ft
4:22.0,Defensive rebound by J. Murray,,57-69,,
4:09.0,J. Nelson misses 2-pt shot from 3 ft,,57-69,,
4:09.0,,,57-69,,Defensive rebound by T. Lyles
4:01.0,,,57-71,2,G. Hayward makes 2-pt shot from 2 ft (assist by J. Ingles)
4:01.0,,,57-71,,Shooting foul by W. Chandler (drawn by G. Hayward)
4:01.0,,,57-72,1,G. Hayward makes free throw 1 of 1
4:01.0,J. Hernangomez enters the game for D. Gallinari,,57-71,,
3:45.0,J. Hernangomez misses 3-pt shot from 25 ft,,57-72,,
3:44.0,,,57-72,,Defensive rebound by R. Gobert
3:31.0,,,57-74,2,G. Hayward makes 2-pt shot from 24 ft (assist by J. Ingles)
3:29.0,Denver full timeout,,57-74,,
3:10.0,D. Arthur misses 2-pt shot from 4 ft,,57-74,,
3:09.0,,,57-74,,Defensive rebound by R. Gobert
2:55.0,,,57-74,,T. Lyles misses 3-pt shot from 22 ft
2:55.0,Defensive rebound by Team,,57-74,,
2:55.0,,,57-74,,Loose ball foul by R. Gobert
2:55.0,,,57-74,,B. Diaw enters the game for R. Gobert
2:31.0,D. Arthur misses 2-pt shot from 10 ft,,57-74,,
2:30.0,,,57-74,,Defensive rebound by G. Hayward
2:19.0,,,57-77,3,J. Ingles makes 3-pt shot from 25 ft (assist by S. Mack)
2:05.0,J. Nelson misses 3-pt shot from 24 ft,,57-77,,
2:05.0,,,57-77,,Defensive rebound by T. Lyles
1:51.0,,,57-77,,J. Ingles misses 3-pt shot from 24 ft
1:50.0,,,57-77,,Offensive rebound by B. Diaw
1:38.0,,,57-80,3,T. Lyles makes 3-pt shot from 24 ft (assist by S. Mack)
1:21.0,W. Chandler makes 3-pt shot from 23 ft (assist by J. Nelson),3,60-80,,
1:12.0,,,60-80,,S. Mack misses 2-pt shot from 3 ft
1:11.0,Defensive rebound by J. Murray,,60-80,,
1:04.0,J. Nelson makes 3-pt shot from 25 ft (assist by J. Murray),3,63-80,,
0:46.0,,,63-80,,B. Diaw misses 2-pt shot from 19 ft
0:46.0,Defensive rebound by D. Arthur,,63-80,,
0:36.0,Turnover by J. Murray (bad pass; steal by G. Hayward),,63-80,,
0:29.0,,,63-80,,G. Hayward misses 2-pt shot from 9 ft
0:28.0,Defensive rebound by W. Chandler,,63-80,,
0:08.0,Turnover by J. Nelson (bad pass; steal by S. Mack),,63-80,,
0:04.0,,,63-82,2,G. Hayward makes 2-pt shot at rim (assist by S. Mack)
0:00.0,J. Murray misses 3-pt shot from 41 ft,,63-82,,
0:00.0,Offensive rebound by Team,,63-82,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,Turnover by J. Murray (lost ball; steal by S. Mack),,63-82,,
11:28.0,,,63-85,3,T. Lyles makes 3-pt shot from 26 ft (assist by J. Johnson)
11:10.0,J. Nelson makes 3-pt shot from 26 ft (assist by J. Murray),3,66-85,,
10:49.0,,,66-87,2,T. Lyles makes 2-pt shot from 19 ft
10:35.0,W. Chandler misses 2-pt shot from 9 ft,,66-87,,
10:34.0,,,66-87,,Defensive rebound by B. Diaw
10:22.0,,,66-87,,S. Mack misses 3-pt shot from 25 ft
10:22.0,Defensive rebound by J. Nelson,,66-87,,
10:15.0,J. Nelson makes 3-pt shot from 24 ft,3,69-87,,
10:00.0,,,69-89,2,S. Mack makes 2-pt shot from 3 ft (assist by T. Lyles)
9:52.0,Offensive foul by D. Arthur,,69-89,,
9:52.0,Turnover by D. Arthur (offensive foul),,69-89,,
9:52.0,,,69-89,,D. Exum enters the game for S. Mack
9:52.0,W. Barton enters the game for J. Murray,,69-89,,
9:52.0,D. Gallinari enters the game for D. Arthur,,69-89,,
9:52.0,K. Faried enters the game for J. Hernangomez,,69-89,,
9:38.0,,,69-91,2,J. Johnson makes 2-pt shot from 2 ft
9:38.0,Denver full timeout,,69-91,,
9:38.0,,,69-91,,R. Gobert enters the game for B. Diaw
9:22.0,W. Barton makes 2-pt shot from 4 ft,2,71-91,,
9:04.0,,,71-94,3,J. Johnson makes 3-pt shot from 24 ft
8:38.0,W. Barton makes 3-pt shot from 26 ft (assist by J. Nelson),3,74-94,,
8:22.0,Personal foul by J. Nelson (drawn by R. Gobert),,74-94,,
8:22.0,,,74-94,,Utah full timeout
8:22.0,,,74-94,,R. Hood enters the game for J. Ingles
8:12.0,,,74-94,,J. Johnson misses 3-pt shot from 27 ft
8:11.0,Defensive rebound by D. Gallinari,,74-94,,
8:04.0,W. Barton makes 3-pt shot from 25 ft (assist by D. Gallinari),3,77-94,,
7:45.0,,,77-94,,D. Exum misses 3-pt shot from 25 ft
7:45.0,Defensive rebound by W. Chandler,,77-94,,
7:33.0,,,77-94,,Personal foul by R. Hood (drawn by W. Chandler)
7:33.0,,,77-94,,S. Mack enters the game for D. Exum
7:33.0,,,77-94,,G. Hayward enters the game for T. Lyles
7:19.0,W. Chandler makes 3-pt shot from 24 ft (assist by J. Nelson),3,80-94,,
6:54.0,,,80-94,,G. Hayward misses 2-pt shot from 17 ft
6:53.0,Defensive rebound by J. Nelson,,80-94,,
6:44.0,D. Gallinari makes 3-pt shot from 24 ft (assist by J. Nelson),3,83-94,,
6:44.0,,,83-94,,Utah full timeout
6:44.0,,,83-94,,J. Ingles enters the game for J. Johnson
6:31.0,,,83-94,,R. Hood misses 2-pt shot from 9 ft
6:30.0,,,83-94,,Offensive rebound by Team
6:30.0,Loose ball foul by W. Barton (drawn by R. Gobert),,83-94,,
6:18.0,,,83-96,2,S. Mack makes 2-pt shot from 14 ft
5:54.0,J. Nelson makes 2-pt shot from 2 ft,2,85-96,,
5:54.0,Shooting foul by R. Hood (drawn by J. Nelson),,85-96,,
5:54.0,J. Nelson misses free throw 1 of 1,,85-96,,
5:53.0,,,85-96,,Defensive rebound by Team
5:39.0,,,85-96,,G. Hayward misses 2-pt shot from 14 ft
5:38.0,Defensive rebound by J. Nelson,,85-96,,
5:31.0,J. Nelson makes 2-pt shot from 18 ft,2,87-96,,
5:13.0,,,87-99,3,R. Hood makes 3-pt shot from 24 ft
4:55.0,Turnover by W. Barton (lost ball; steal by R. Gobert),,87-99,,
4:35.0,,,87-99,,S. Mack misses 2-pt shot from 3 ft (block by W. Barton)
4:35.0,Defensive rebound by W. Barton,,87-99,,
4:25.0,Turnover by J. Nelson (lost ball),,87-99,,
4:06.0,,,87-99,,Turnover by G. Hayward (bad pass)
3:55.0,Turnover by J. Nelson (bad pass; steal by R. Hood),,87-99,,
3:36.0,,,87-99,,J. Ingles misses 2-pt shot from 9 ft
3:36.0,Defensive rebound by K. Faried,,87-99,,
3:26.0,W. Barton misses 2-pt shot from 11 ft,,87-99,,
3:25.0,Offensive rebound by K. Faried,,87-99,,
3:24.0,K. Faried makes 2-pt shot from 2 ft,2,89-99,,
3:07.0,Personal foul by W. Chandler (drawn by G. Hayward),,89-99,,
2:53.0,,,89-99,,R. Hood misses 2-pt shot from 22 ft
2:53.0,Defensive rebound by K. Faried,,89-99,,
2:33.0,W. Barton makes 3-pt shot from 26 ft (assist by J. Nelson),3,92-99,,
2:05.0,,,92-99,,R. Hood misses 3-pt shot from 28 ft
2:04.0,Defensive rebound by D. Gallinari,,92-99,,
1:51.0,K. Faried makes 2-pt shot from 2 ft (assist by J. Nelson),2,94-99,,
1:51.0,,,94-99,,Utah full timeout
1:37.0,,,94-99,,S. Mack misses 2-pt shot from 3 ft (block by J. Nelson)
1:36.0,Defensive rebound by W. Barton,,94-99,,
1:32.0,Turnover by W. Barton (lost ball; steal by G. Hayward),,94-99,,
1:27.0,,,94-99,,Shooting foul by J. Nelson (drawn by G. Hayward)
1:27.0,,,94-100,1,G. Hayward makes free throw 1 of 2
1:27.0,,,94-101,1,G. Hayward makes free throw 2 of 2
1:10.0,K. Faried misses 2-pt shot from 4 ft,,94-101,,
1:09.0,Offensive rebound by J. Nelson,,94-101,,
1:00.0,Turnover by K. Faried (bad pass),,94-101,,
0:38.0,,,94-101,,R. Hood misses 3-pt shot from 29 ft
0:37.0,Defensive rebound by D. Gallinari,,94-101,,
0:30.0,Shooting foul by J. Ingles (drawn by D. Gallinari),,94-101,,
0:30.0,D. Gallinari makes free throw 1 of 2,1,95-101,,
0:30.0,D. Gallinari makes free throw 2 of 2,1,96-101,,
0:30.0,A. Gee enters the game for J. Nelson,,95-101,,
