time,Toronto,pts.away,score,pts.home,Cleveland
9:03.0,,,30-27,,Defensive rebound by D. Williams
8:56.0,,,30-27,,D. Williams misses 2-pt shot at rim
8:54.0,Defensive rebound by J. Poeltl,,30-27,,
8:43.0,D. Wright misses 2-pt shot from 2 ft,,30-27,,
8:41.0,,,30-27,,Defensive rebound by K. Korver
8:36.0,,,30-27,,Turnover by I. Shumpert (bad pass; steal by D. Wright)
8:26.0,C. Joseph misses 2-pt shot from 16 ft,,30-27,,
8:25.0,,,30-27,,Defensive rebound by R. Jefferson
8:16.0,,,30-27,,K. Korver misses 3-pt shot from 26 ft
8:15.0,Defensive rebound by J. Poeltl,,30-27,,
8:04.0,Shooting foul by R. Jefferson (drawn by K. Lowry),,30-27,,
8:04.0,Official timeout,,30-27,,
8:04.0,K. Lowry makes free throw 1 of 2,1,31-27,,
8:04.0,K. Lowry makes free throw 2 of 2,1,32-27,,
8:04.0,F. VanVleet enters the game for P. Tucker,,30-27,,
8:04.0,,,30-27,,J. Smith enters the game for I. Shumpert
8:04.0,,,30-27,,D. Williams enters the game for R. Jefferson
8:04.0,P. Siakam enters the game for C. Joseph,,30-27,,
7:47.0,,,32-27,,Shooting foul by J. Poeltl (drawn by D. Williams)
7:47.0,,,32-28,1,D. Williams makes free throw 1 of 2
7:47.0,,,32-29,1,D. Williams makes free throw 2 of 2
7:34.0,K. Lowry makes 3-pt shot from 28 ft (assist by J. Poeltl),3,35-29,,
7:15.0,,,35-31,2,J. Jones makes 2-pt shot from 14 ft
7:07.0,K. Lowry makes 2-pt shot at rim,2,37-31,,
6:44.0,,,37-31,,J. Jones misses 3-pt shot from 24 ft
6:44.0,Defensive rebound by P. Siakam,,37-31,,
6:28.0,Shooting foul by D. Williams (drawn by F. VanVleet),,37-31,,
6:28.0,F. VanVleet misses free throw 1 of 2,,37-31,,
6:28.0,Offensive rebound by Team,,37-31,,
6:28.0,F. VanVleet makes free throw 2 of 2,1,38-31,,
6:28.0,,,37-31,,R. Jefferson enters the game for K. Korver
6:28.0,,,37-31,,T. Thompson enters the game for D. Williams
6:28.0,J. Valanciunas enters the game for J. Poeltl,,37-31,,
6:08.0,,,38-31,,J. Smith misses 2-pt shot from 8 ft
6:07.0,Defensive rebound by J. Valanciunas,,38-31,,
5:58.0,K. Lowry misses 3-pt shot from 30 ft,,38-31,,
5:58.0,,,38-31,,Defensive rebound by D. Williams
5:55.0,,,38-31,,Turnover by R. Jefferson (lost ball; steal by P. Siakam)
5:49.0,P. Siakam misses 2-pt shot from 1 ft,,38-31,,
5:48.0,Offensive rebound by D. Wright,,38-31,,
5:48.0,D. Wright misses 2-pt shot from 1 ft,,38-31,,
5:47.0,Offensive rebound by P. Siakam,,38-31,,
5:46.0,P. Siakam makes 2-pt shot at rim,2,40-31,,
5:26.0,,,40-31,,T. Thompson misses 2-pt shot from 5 ft
5:25.0,Defensive rebound by J. Valanciunas,,40-31,,
5:18.0,J. Valanciunas makes 3-pt shot from 24 ft (assist by K. Lowry),3,43-31,,
5:17.0,,,43-31,,Cleveland full timeout
5:01.0,,,43-31,,Turnover by J. Smith (bad pass; steal by J. Valanciunas)
4:52.0,Shooting foul by D. Williams (drawn by K. Lowry),,43-31,,
4:52.0,K. Lowry misses free throw 1 of 2,,43-31,,
4:52.0,Offensive rebound by Team,,43-31,,
4:52.0,K. Lowry makes free throw 2 of 2,1,44-31,,
4:38.0,,,44-31,,Shooting foul by F. VanVleet (drawn by T. Thompson)
4:38.0,,,44-31,,T. Thompson misses free throw 1 of 2
4:38.0,,,44-31,,Offensive rebound by Team
4:38.0,,,44-31,,T. Thompson misses free throw 2 of 2
4:38.0,Defensive rebound by F. VanVleet,,44-31,,
4:38.0,N. Powell enters the game for K. Lowry,,44-31,,
4:21.0,Turnover by P. Siakam (bad pass),,44-31,,
4:21.0,,,44-31,,I. Shumpert enters the game for R. Jefferson
3:57.0,,,44-33,2,T. Thompson makes 2-pt shot at rim (assist by J. Smith)
3:37.0,J. Valanciunas makes 2-pt shot from 4 ft (assist by F. VanVleet),2,46-33,,
3:16.0,,,46-33,,J. Jones misses 3-pt shot from 23 ft
3:16.0,,,46-33,,Offensive rebound by T. Thompson
3:12.0,,,46-33,,J. Jones misses 3-pt shot from 22 ft
3:11.0,Defensive rebound by F. VanVleet,,46-33,,
3:05.0,N. Powell makes 3-pt shot from 24 ft (assist by F. VanVleet),3,49-33,,
2:48.0,Toronto full timeout,,49-33,,
2:48.0,Personal foul by P. Siakam (drawn by J. Jones),,49-33,,
2:48.0,,,49-33,,J. Jones misses free throw 1 of 2
2:48.0,,,49-33,,Offensive rebound by Team
2:48.0,,,49-34,1,J. Jones makes free throw 2 of 2
2:26.0,D. Wright misses 3-pt shot from 27 ft,,49-34,,
2:26.0,Offensive rebound by J. Valanciunas,,49-34,,
2:17.0,F. VanVleet misses 3-pt shot from 24 ft,,49-34,,
2:17.0,,,49-34,,Defensive rebound by J. Jones
2:07.0,,,49-34,,D. Williams misses 3-pt shot from 28 ft
2:06.0,Defensive rebound by P. Siakam,,49-34,,
1:55.0,D. Wright makes 2-pt shot from 2 ft,2,51-34,,
1:35.0,,,51-34,,I. Shumpert misses 3-pt shot from 23 ft
1:34.0,Defensive rebound by J. Valanciunas,,51-34,,
1:16.0,N. Powell makes 2-pt shot from 1 ft,2,53-34,,
1:03.0,,,53-34,,J. Smith misses 3-pt shot from 25 ft
1:02.0,Defensive rebound by P. Siakam,,53-34,,
0:50.0,Turnover by J. Valanciunas (offensive foul),,53-34,,
0:50.0,Offensive foul by J. Valanciunas,,53-34,,
0:50.0,J. Poeltl enters the game for J. Valanciunas,,53-34,,
0:30.0,,,53-34,,J. Jones misses 3-pt shot from 25 ft
0:29.0,Defensive rebound by Team,,53-34,,
0:14.0,,,53-34,,Personal foul by J. Jones (drawn by D. Wright)
0:01.0,D. Wright misses 2-pt shot from 18 ft,,53-34,,
0:00.0,,,53-34,,Defensive rebound by J. Jones
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,,,53-34,,J. Jones misses 3-pt shot from 25 ft
11:39.0,,,53-34,,Offensive rebound by E. Tavares
11:25.0,,,53-34,,J. Smith misses 2-pt shot from 18 ft
11:24.0,Defensive rebound by J. Poeltl,,53-34,,
11:03.0,D. Wright misses 3-pt shot from 23 ft,,53-34,,
11:03.0,Offensive rebound by N. Powell,,53-34,,
10:54.0,N. Powell makes 2-pt shot from 1 ft,2,55-34,,
10:32.0,,,55-36,2,E. Tavares makes 2-pt shot from 5 ft (assist by I. Shumpert)
10:15.0,Shooting foul by E. Tavares (drawn by D. Wright),,55-36,,
10:15.0,D. Wright makes free throw 1 of 2,1,56-36,,
10:15.0,D. Wright makes free throw 2 of 2,1,57-36,,
10:05.0,,,57-39,3,J. Smith makes 3-pt shot from 24 ft (assist by D. Williams)
9:54.0,,,57-39,,Personal foul by J. Jones (drawn by P. Patterson)
9:42.0,N. Powell misses 3-pt shot from 22 ft,,57-39,,
9:41.0,,,57-39,,Defensive rebound by E. Tavares
9:25.0,,,57-42,3,D. Williams makes 3-pt shot from 24 ft (assist by J. Smith)
9:14.0,,,57-42,,Personal foul by D. Williams (drawn by D. Wright)
9:03.0,Shooting foul by E. Tavares (drawn by J. Poeltl),,57-42,,
9:03.0,J. Poeltl misses free throw 1 of 2,,57-42,,
9:03.0,Offensive rebound by Team,,57-42,,
9:03.0,J. Poeltl makes free throw 2 of 2,1,58-42,,
8:54.0,,,58-42,,I. Shumpert misses 3-pt shot from 23 ft
8:54.0,,,58-42,,Offensive rebound by I. Shumpert
8:50.0,Violation by J. Poeltl (kicked ball),,58-42,,
8:43.0,,,58-42,,Shooting foul by D. Wright (drawn by D. Williams)
8:43.0,,,58-45,3,D. Williams makes 3-pt shot from 26 ft
8:43.0,,,58-46,1,D. Williams makes free throw 1 of 1
8:28.0,D. Wright makes 2-pt shot from 2 ft,2,60-46,,
8:15.0,,,60-46,,Turnover by D. Williams (bad pass)
8:04.0,Shooting foul by J. Smith (drawn by N. Powell),,60-46,,
8:04.0,N. Powell makes free throw 1 of 2,1,61-46,,
8:04.0,N. Powell makes free throw 2 of 2,1,62-46,,
7:46.0,,,62-46,,J. Smith misses 3-pt shot from 25 ft
7:46.0,Defensive rebound by D. Carroll,,62-46,,
7:35.0,D. Carroll misses 3-pt shot from 24 ft,,62-46,,
7:34.0,,,62-46,,Defensive rebound by J. Smith
7:16.0,,,62-46,,J. Jones misses 3-pt shot from 23 ft
7:15.0,Defensive rebound by D. Carroll,,62-46,,
6:57.0,J. Poeltl makes 2-pt shot from 6 ft (assist by D. Carroll),2,64-46,,
6:56.0,,,64-46,,Turnover by E. Tavares (bad pass; steal by D. Wright)
6:56.0,Shooting foul by E. Tavares (drawn by D. Wright),,64-46,,
6:56.0,,,64-46,,Cleveland full timeout
6:56.0,Violation by Team (jump ball),,64-46,,
6:56.0,D. Wright misses free throw 1 of 2,,64-46,,
6:56.0,Offensive rebound by Team,,64-46,,
6:56.0,D. Wright misses free throw 2 of 2,,64-46,,
6:56.0,P. Siakam enters the game for P. Patterson,,64-46,,
6:54.0,,,64-46,,Defensive rebound by E. Tavares
6:34.0,,,64-46,,J. Jones misses 3-pt shot from 23 ft
6:34.0,Defensive rebound by D. Carroll,,64-46,,
6:11.0,P. Siakam misses 3-pt shot from 22 ft,,64-46,,
6:10.0,,,64-46,,Defensive rebound by E. Tavares
6:01.0,,,64-46,,Turnover by I. Shumpert (bad pass; steal by N. Powell)
5:48.0,D. Carroll misses 2-pt shot from 4 ft (block by E. Tavares),,64-46,,
5:47.0,,,64-46,,Defensive rebound by D. Williams
5:36.0,,,64-46,,J. Smith misses 3-pt shot from 29 ft
5:36.0,Defensive rebound by D. Carroll,,64-46,,
5:33.0,Turnover by D. Carroll (bad pass; steal by J. Smith),,64-46,,
5:23.0,,,64-46,,J. Smith misses 2-pt shot from 4 ft
5:21.0,,,64-46,,Offensive rebound by E. Tavares
5:19.0,,,64-46,,Turnover by E. Tavares (bad pass)
5:19.0,,,64-46,,R. Jefferson enters the game for D. Williams
5:19.0,,,64-46,,D. Williams enters the game for J. Smith
5:19.0,B. Caboclo enters the game for D. Carroll,,64-46,,
5:06.0,N. Powell misses 3-pt shot from 24 ft,,64-46,,
5:06.0,,,64-46,,Defensive rebound by R. Jefferson
4:56.0,Shooting block foul by J. Poeltl (drawn by I. Shumpert),,64-46,,
4:56.0,,,64-47,1,I. Shumpert makes free throw 1 of 2
4:56.0,,,64-48,1,I. Shumpert makes free throw 2 of 2
4:42.0,B. Caboclo makes 3-pt shot from 23 ft (assist by N. Powell),3,67-48,,
4:26.0,,,67-50,2,D. Williams makes 2-pt shot from 22 ft (assist by J. Jones)
4:06.0,D. Wright misses 2-pt shot from 2 ft (block by E. Tavares),,67-50,,
4:05.0,Offensive rebound by J. Poeltl,,67-50,,
4:05.0,J. Poeltl makes 2-pt shot at rim,2,69-50,,
3:52.0,,,69-50,,D. Williams misses 2-pt shot from 2 ft
3:50.0,Defensive rebound by P. Siakam,,69-50,,
3:41.0,B. Caboclo misses 2-pt shot from 7 ft,,69-50,,
3:41.0,,,69-50,,Defensive rebound by R. Jefferson
3:28.0,,,69-50,,Turnover by J. Jones (bad pass)
3:24.0,Turnover by D. Wright (bad pass; steal by R. Jefferson),,69-50,,
3:06.0,,,69-52,2,I. Shumpert makes 2-pt shot from 16 ft
2:50.0,N. Powell misses 2-pt shot from 1 ft (block by E. Tavares),,69-52,,
2:47.0,,,69-52,,Defensive rebound by E. Tavares
2:40.0,,,69-52,,Shooting foul by J. Poeltl (drawn by R. Jefferson)
2:40.0,Toronto full timeout,,69-52,,
2:40.0,,,69-52,,R. Jefferson misses free throw 1 of 2
2:40.0,,,69-52,,Offensive rebound by Team
2:40.0,,,69-53,1,R. Jefferson makes free throw 2 of 2
2:40.0,L. Nogueira enters the game for N. Powell,,69-52,,
2:40.0,F. VanVleet enters the game for J. Poeltl,,69-52,,
2:15.0,P. Siakam makes 2-pt shot from 21 ft (assist by F. VanVleet),2,71-53,,
1:59.0,,,71-53,,Shooting foul by F. VanVleet (drawn by I. Shumpert)
1:59.0,,,71-54,1,I. Shumpert makes free throw 1 of 2
1:59.0,,,71-55,1,I. Shumpert makes free throw 2 of 2
1:36.0,B. Caboclo misses 3-pt shot from 26 ft,,71-55,,
1:36.0,,,71-55,,Defensive rebound by I. Shumpert
1:21.0,Violation by L. Nogueira (kicked ball),,71-55,,
1:18.0,Personal foul by F. VanVleet (drawn by I. Shumpert),,71-55,,
1:18.0,,,71-55,,I. Shumpert misses free throw 1 of 2
1:18.0,,,71-55,,Offensive rebound by Team
1:18.0,,,71-56,1,I. Shumpert makes free throw 2 of 2
0:57.0,B. Caboclo misses 2-pt shot from 6 ft (block by E. Tavares),,71-56,,
0:56.0,,,71-56,,Defensive rebound by J. Jones
0:51.0,,,71-58,2,I. Shumpert makes 2-pt shot from 1 ft
0:40.0,F. VanVleet makes 2-pt shot from 14 ft,2,73-58,,
0:27.0,,,73-58,,J. Jones misses 2-pt shot from 1 ft
0:25.0,Defensive rebound by B. Caboclo,,73-58,,
0:07.0,F. VanVleet makes 2-pt shot at rim,2,75-58,,
0:00.0,,,75-58,,J. Jones misses 3-pt shot from 25 ft
0:00.0,,,75-58,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,F. VanVleet misses 2-pt shot from 5 ft (block by E. Tavares),,75-58,,
11:38.0,,,75-58,,Defensive rebound by E. Tavares
11:19.0,,,75-58,,D. Williams misses 2-pt shot from 21 ft
11:18.0,,,75-58,,Offensive rebound by E. Tavares
11:05.0,,,75-58,,J. Jones misses 3-pt shot from 23 ft
11:05.0,,,75-58,,Offensive rebound by D. Jones
10:53.0,,,75-60,2,E. Tavares makes 2-pt shot from 6 ft (assist by R. Jefferson)
10:53.0,,,75-60,,Shooting foul by L. Nogueira (drawn by E. Tavares)
10:53.0,,,75-60,,E. Tavares misses free throw 1 of 1
10:49.0,,,75-60,,Offensive rebound by J. Jones
10:42.0,,,75-60,,J. Jones misses 3-pt shot from 25 ft
10:42.0,Defensive rebound by F. VanVleet,,75-60,,
10:30.0,P. Siakam makes 2-pt shot from 5 ft (assist by F. VanVleet),2,77-60,,
10:19.0,,,77-60,,Turnover by D. Jones (bad pass)
10:00.0,N. Powell makes 3-pt shot from 24 ft (assist by F. VanVleet),3,80-60,,
9:39.0,,,80-62,2,J. Jones makes 2-pt shot at rim (assist by D. Williams)
9:39.0,,,80-62,,Shooting foul by N. Powell (drawn by J. Jones)
9:39.0,,,80-63,1,J. Jones makes free throw 1 of 1
9:26.0,N. Powell makes 2-pt shot at rim,2,82-63,,
9:03.0,,,82-63,,R. Jefferson misses 3-pt shot from 24 ft
9:02.0,Defensive rebound by F. VanVleet,,82-63,,
8:52.0,P. Siakam misses 2-pt shot from 17 ft,,82-63,,
8:52.0,,,82-63,,Defensive rebound by Team
8:52.0,Loose ball foul by P. Siakam (drawn by R. Jefferson),,82-63,,
8:52.0,Official timeout,,82-63,,
8:52.0,J. Poeltl enters the game for P. Siakam,,82-63,,
8:32.0,,,82-65,2,D. Jones makes 2-pt shot from 18 ft (assist by J. Jones)
8:06.0,L. Nogueira misses 3-pt shot from 24 ft,,82-65,,
8:06.0,Offensive rebound by Team,,82-65,,
8:06.0,Turnover by Team (shot clock),,82-65,,
7:47.0,,,82-65,,D. Jones misses 2-pt shot from 4 ft
7:46.0,,,82-65,,Offensive rebound by E. Tavares
7:46.0,,,82-67,2,E. Tavares makes 2-pt shot from 2 ft
7:32.0,,,82-67,,Personal foul by D. Jones (drawn by F. VanVleet)
7:25.0,F. VanVleet misses 2-pt shot from 21 ft,,82-67,,
7:25.0,,,82-67,,Defensive rebound by R. Jefferson
7:17.0,,,82-67,,D. Jones misses 2-pt shot from 4 ft (block by J. Poeltl)
7:16.0,Defensive rebound by L. Nogueira,,82-67,,
7:12.0,F. VanVleet misses 2-pt shot at rim (block by J. Jones),,82-67,,
7:10.0,,,82-67,,Defensive rebound by R. Jefferson
7:06.0,,,82-67,,Shooting foul by J. Poeltl (drawn by D. Jones)
7:06.0,,,82-69,2,D. Jones makes 2-pt shot from 1 ft (assist by R. Jefferson)
7:06.0,,,82-70,1,D. Jones makes free throw 1 of 1
6:47.0,B. Caboclo makes 2-pt shot from 19 ft (assist by F. VanVleet),2,84-70,,
6:27.0,,,84-73,3,J. Jones makes 3-pt shot from 24 ft (assist by D. Jones)
6:10.0,F. VanVleet misses 2-pt shot from 6 ft,,84-73,,
6:08.0,,,84-73,,Defensive rebound by J. Jones
6:02.0,,,84-73,,J. Jones misses 3-pt shot from 30 ft
6:01.0,Defensive rebound by Team,,84-73,,
6:01.0,,,84-73,,Cleveland full timeout
6:01.0,D. Wright enters the game for F. VanVleet,,84-73,,
6:01.0,P. Siakam enters the game for L. Nogueira,,84-73,,
5:45.0,N. Powell makes 3-pt shot from 24 ft (assist by B. Caboclo),3,87-73,,
5:21.0,,,87-73,,D. Jones misses 2-pt shot from 13 ft
5:21.0,Defensive rebound by P. Siakam,,87-73,,
5:06.0,,,87-73,,Violation by E. Tavares (kicked ball)
4:55.0,B. Caboclo misses 3-pt shot from 24 ft,,87-73,,
4:55.0,,,87-73,,Defensive rebound by D. Jones
4:34.0,,,87-73,,D. Jones misses 3-pt shot from 22 ft
4:34.0,Defensive rebound by Team,,87-73,,
4:17.0,N. Powell makes 2-pt shot from 1 ft,2,89-73,,
3:54.0,Shooting block foul by J. Poeltl (drawn by D. Jones),,89-73,,
3:54.0,,,89-74,1,D. Jones makes free throw 1 of 2
3:54.0,,,89-74,,D. Jones misses free throw 2 of 2
3:54.0,F. VanVleet enters the game for N. Powell,,89-74,,
3:54.0,L. Nogueira enters the game for J. Poeltl,,89-74,,
3:52.0,Defensive rebound by P. Siakam,,89-74,,
3:33.0,B. Caboclo makes 2-pt shot from 1 ft,2,91-74,,
3:18.0,,,91-74,,E. Tavares misses 2-pt shot from 5 ft
3:17.0,Defensive rebound by L. Nogueira,,91-74,,
3:08.0,B. Caboclo makes 2-pt shot from 19 ft (assist by L. Nogueira),2,93-74,,
2:45.0,,,93-74,,D. Jones misses 3-pt shot from 22 ft
2:44.0,Defensive rebound by B. Caboclo,,93-74,,
2:27.0,L. Nogueira misses 3-pt shot from 24 ft,,93-74,,
2:26.0,,,93-74,,Defensive rebound by D. Williams
2:18.0,,,93-76,2,D. Jones makes 2-pt shot from 1 ft (assist by D. Williams)
2:18.0,,,93-76,,Shooting foul by P. Siakam (drawn by D. Jones)
2:18.0,Toronto full timeout,,93-76,,
2:18.0,,,93-77,1,D. Jones makes free throw 1 of 1
2:00.0,D. Wright misses 2-pt shot from 1 ft (block by E. Tavares),,93-77,,
1:59.0,,,93-77,,Defensive rebound by E. Tavares
1:49.0,,,93-77,,R. Jefferson misses 2-pt shot from 6 ft (block by B. Caboclo)
1:48.0,Defensive rebound by P. Siakam,,93-77,,
1:39.0,B. Caboclo misses 2-pt shot from 1 ft,,93-77,,
1:38.0,Offensive rebound by B. Caboclo,,93-77,,
1:38.0,B. Caboclo misses 2-pt shot from 1 ft,,93-77,,
1:36.0,Offensive rebound by L. Nogueira,,93-77,,
1:34.0,L. Nogueira misses 2-pt shot from 3 ft,,93-77,,
1:33.0,,,93-77,,Defensive rebound by R. Jefferson
1:14.0,,,93-77,,Shooting foul by B. Caboclo (drawn by R. Jefferson)
1:14.0,,,93-78,1,R. Jefferson makes free throw 1 of 3
1:14.0,,,93-79,1,R. Jefferson makes free throw 2 of 3
1:14.0,,,93-80,1,R. Jefferson makes free throw 3 of 3
0:56.0,D. Wright makes 3-pt shot from 25 ft (assist by L. Nogueira),3,96-80,,
0:33.0,,,96-80,,J. Jones misses 2-pt shot from 6 ft
0:32.0,Defensive rebound by P. Siakam,,96-80,,
