time,Golden State,pts.away,score,pts.home,Oklahoma City
3:05.0,,,23-18,,Defensive rebound by D. Sabonis
2:57.0,,,23-18,,R. Westbrook misses 2-pt shot from 17 ft
2:57.0,Defensive rebound by M. Barnes,,23-18,,
2:47.0,,,23-18,,S. Christon enters the game for R. Westbrook
2:33.0,A. Iguodala misses 2-pt shot from 17 ft (block by A. Roberson),,23-18,,
2:33.0,Offensive rebound by Team,,23-18,,
2:33.0,Turnover by Team (shot clock),,23-18,,
2:12.0,,,23-20,2,D. Sabonis makes 2-pt shot from 11 ft
1:54.0,S. Curry misses 3-pt shot from 24 ft,,23-20,,
1:52.0,Offensive rebound by J. McGee,,23-20,,
1:52.0,J. McGee misses 2-pt shot at rim,,23-20,,
1:52.0,,,23-20,,Defensive rebound by S. Christon
1:38.0,,,23-20,,D. Sabonis misses 3-pt shot from 25 ft
1:37.0,Defensive rebound by S. Curry,,23-20,,
1:29.0,S. Curry misses 2-pt shot at rim,,23-20,,
1:27.0,Offensive rebound by J. McGee,,23-20,,
1:17.0,S. Livingston misses 2-pt shot from 16 ft,,23-20,,
1:16.0,,,23-20,,Defensive rebound by A. Abrines
0:59.0,,,23-20,,A. Abrines misses 3-pt shot from 24 ft
0:59.0,Defensive rebound by A. Iguodala,,23-20,,
0:53.0,J. McGee misses 2-pt shot from 2 ft,,23-20,,
0:51.0,Offensive rebound by J. McGee,,23-20,,
0:51.0,J. McGee makes 2-pt shot from 2 ft,2,25-20,,
0:41.0,D. Green enters the game for J. McGee,,25-20,,
0:34.0,,,25-22,2,S. Christon makes 2-pt shot from 6 ft
0:10.0,M. Barnes misses 3-pt shot from 24 ft,,25-22,,
0:09.0,Offensive rebound by Team,,25-22,,
0:09.0,K. Thompson enters the game for M. Barnes,,25-22,,
0:09.0,I. Clark enters the game for S. Livingston,,25-22,,
0:09.0,,,25-22,,J. Grant enters the game for E. Kanter
0:07.0,Turnover by S. Curry (bad pass; steal by A. Abrines),,25-22,,
0:03.0,,,25-22,,Shooting foul by K. Thompson (drawn by A. Roberson)
0:03.0,,,25-22,,A. Roberson misses free throw 1 of 2
0:03.0,,,25-22,,Offensive rebound by Team
0:03.0,,,25-22,,A. Roberson misses free throw 2 of 2
0:03.0,Defensive rebound by Team,,25-22,,
0:03.0,J. McGee enters the game for I. Clark,,25-22,,
0:03.0,,,25-22,,E. Kanter enters the game for D. Sabonis
0:03.0,I. Clark enters the game for J. McGee,,25-22,,
0:02.0,,,25-22,,Personal take foul by A. Roberson (drawn by A. Iguodala)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,,,25-22,,Personal foul by V. Oladipo (drawn by K. Thompson)
11:40.0,D. West misses 2-pt shot from 3 ft,,25-22,,
11:39.0,,,25-22,,Defensive rebound by E. Kanter
11:24.0,,,25-25,3,S. Christon makes 3-pt shot from 24 ft (assist by A. Abrines)
11:06.0,Shooting foul by A. Abrines (drawn by D. Green),,25-25,,
11:06.0,D. Green misses free throw 1 of 2,,25-25,,
11:06.0,Offensive rebound by Team,,25-25,,
11:06.0,D. Green makes free throw 2 of 2,1,26-25,,
10:52.0,,,26-25,,V. Oladipo misses 2-pt shot from 17 ft
10:52.0,,,26-25,,Offensive rebound by E. Kanter
10:42.0,Personal foul by D. West (drawn by E. Kanter),,26-25,,
10:42.0,,,26-25,,D. McDermott enters the game for A. Abrines
10:33.0,,,26-25,,E. Kanter misses 2-pt shot from 17 ft
10:33.0,Defensive rebound by D. Green,,26-25,,
10:23.0,Shooting foul by D. Sabonis (drawn by D. Green),,26-25,,
10:23.0,D. Green misses free throw 1 of 2,,26-25,,
10:23.0,Offensive rebound by Team,,26-25,,
10:23.0,D. Green makes free throw 2 of 2,1,27-25,,
10:04.0,,,27-25,,Turnover by D. Sabonis (lost ball)
9:43.0,D. West makes 2-pt shot from 1 ft,2,29-25,,
9:25.0,,,29-25,,D. McDermott misses 3-pt shot from 26 ft
9:25.0,,,29-25,,Offensive rebound by V. Oladipo
9:18.0,,,29-25,,D. McDermott misses 2-pt shot from 6 ft
9:17.0,Defensive rebound by D. Green,,29-25,,
9:11.0,K. Thompson misses 3-pt shot from 24 ft,,29-25,,
9:10.0,,,29-25,,Defensive rebound by D. Sabonis
9:08.0,,,29-25,,Oklahoma City full timeout
8:49.0,,,29-25,,V. Oladipo misses 2-pt shot from 1 ft (block by D. West)
8:48.0,,,29-25,,Offensive rebound by E. Kanter
8:46.0,,,29-25,,E. Kanter misses 2-pt shot from 1 ft (block by D. West)
8:44.0,Defensive rebound by D. West,,29-25,,
8:44.0,,,29-25,,Violation by S. Christon (kicked ball)
8:44.0,M. Barnes enters the game for D. Green,,29-25,,
8:44.0,,,29-25,,R. Westbrook enters the game for S. Christon
8:33.0,,,29-25,,Personal foul by V. Oladipo (drawn by M. Barnes)
8:28.0,K. Thompson makes 2-pt shot from 10 ft,2,31-25,,
8:11.0,,,31-25,,R. Westbrook misses 2-pt shot from 9 ft
8:10.0,,,31-25,,Offensive rebound by E. Kanter
8:06.0,,,31-25,,E. Kanter misses 2-pt shot from 8 ft
8:06.0,,,31-25,,Offensive rebound by Team
8:06.0,Personal foul by M. Barnes (drawn by E. Kanter),,31-25,,
8:01.0,,,31-25,,Shooting foul by D. West (drawn by E. Kanter)
8:01.0,,,31-26,1,E. Kanter makes free throw 1 of 2
8:01.0,,,31-26,,E. Kanter misses free throw 2 of 2
8:01.0,,,31-26,,S. Adams enters the game for D. Sabonis
8:00.0,Defensive rebound by Team,,31-26,,
8:00.0,,,31-26,,Loose ball foul by S. Adams (drawn by D. West)
8:00.0,D. West misses free throw 1 of 2,,31-26,,
8:00.0,Offensive rebound by Team,,31-26,,
8:00.0,D. West makes free throw 2 of 2,1,32-26,,
8:00.0,D. Green enters the game for A. Iguodala,,31-26,,
7:47.0,,,32-26,,Turnover by D. McDermott (bad pass; steal by M. Barnes)
7:42.0,K. Thompson makes 3-pt shot from 25 ft (assist by M. Barnes),3,35-26,,
7:28.0,,,35-28,2,R. Westbrook makes 2-pt shot at rim
7:07.0,Turnover by D. West (bad pass),,35-28,,
7:07.0,,,35-28,,A. Roberson enters the game for V. Oladipo
7:00.0,,,35-28,,Shooting foul by M. Barnes (drawn by R. Westbrook)
7:00.0,,,35-28,,R. Westbrook misses free throw 1 of 2
7:00.0,,,35-28,,Offensive rebound by Team
7:00.0,,,35-29,1,R. Westbrook makes free throw 2 of 2
6:45.0,K. Thompson makes 3-pt shot from 25 ft (assist by D. Green),3,38-29,,
6:32.0,,,38-29,,R. Westbrook misses 2-pt shot from 1 ft
6:31.0,Defensive rebound by K. Thompson,,38-29,,
6:22.0,I. Clark makes 2-pt shot from 9 ft (assist by D. Green),2,40-29,,
6:08.0,,,40-29,,E. Kanter misses 3-pt shot from 23 ft
6:07.0,Defensive rebound by D. West,,40-29,,
5:53.0,Shooting foul by A. Roberson (drawn by M. Barnes),,40-29,,
5:53.0,Official timeout,,40-29,,
5:53.0,M. Barnes makes free throw 1 of 2,1,41-29,,
5:53.0,M. Barnes makes free throw 2 of 2,1,42-29,,
5:53.0,,,40-29,,T. Gibson enters the game for E. Kanter
5:53.0,,,40-29,,V. Oladipo enters the game for D. McDermott
5:53.0,S. Curry enters the game for K. Thompson,,40-29,,
5:53.0,A. Iguodala enters the game for I. Clark,,40-29,,
5:40.0,,,42-31,2,S. Adams makes 2-pt shot at rim (assist by T. Gibson)
5:18.0,S. Curry misses 2-pt shot from 4 ft,,42-31,,
5:17.0,,,42-31,,Defensive rebound by A. Roberson
5:10.0,,,42-31,,R. Westbrook misses 2-pt shot from 2 ft
5:09.0,Defensive rebound by D. Green,,42-31,,
5:03.0,A. Iguodala misses 2-pt shot from 3 ft,,42-31,,
5:03.0,,,42-31,,Defensive rebound by V. Oladipo
4:44.0,,,42-31,,T. Gibson misses 2-pt shot from 5 ft
4:44.0,Defensive rebound by A. Iguodala,,42-31,,
4:36.0,M. Barnes makes 2-pt shot from 2 ft (assist by A. Iguodala),2,44-31,,
4:22.0,,,44-31,,Turnover by R. Westbrook (bad pass)
4:22.0,,,44-31,,Loose ball foul by A. Roberson (drawn by M. Barnes)
4:22.0,M. Barnes misses free throw 1 of 2,,44-31,,
4:22.0,Offensive rebound by Team,,44-31,,
4:22.0,M. Barnes makes free throw 2 of 2,1,45-31,,
4:22.0,,,44-31,,S. Christon enters the game for A. Roberson
4:22.0,Z. Pachulia enters the game for D. Green,,44-31,,
4:13.0,Personal foul by Z. Pachulia (drawn by R. Westbrook),,45-31,,
4:13.0,,,45-32,1,R. Westbrook makes free throw 1 of 2
4:13.0,,,45-33,1,R. Westbrook makes free throw 2 of 2
3:49.0,S. Curry makes 3-pt shot from 23 ft (assist by M. Barnes),3,48-33,,
3:24.0,,,48-33,,R. Westbrook misses 3-pt shot from 26 ft
3:22.0,Defensive rebound by A. Iguodala,,48-33,,
3:08.0,D. West makes 2-pt shot at rim (assist by Z. Pachulia),2,50-33,,
2:52.0,,,50-33,,Turnover by S. Adams (bad pass; steal by A. Iguodala)
2:38.0,M. Barnes misses 3-pt shot from 23 ft,,50-33,,
2:38.0,,,50-33,,Defensive rebound by R. Westbrook
2:34.0,,,50-33,,Turnover by R. Westbrook (lost ball; steal by A. Iguodala)
2:32.0,A. Iguodala makes 2-pt shot at rim,2,52-33,,
2:30.0,,,52-33,,Oklahoma City full timeout
2:30.0,Golden State full timeout,,52-33,,
2:30.0,D. Green enters the game for M. Barnes,,52-33,,
2:30.0,K. Thompson enters the game for D. West,,52-33,,
2:14.0,,,52-35,2,T. Gibson makes 2-pt shot at rim (assist by V. Oladipo)
1:48.0,K. Thompson misses 3-pt shot from 24 ft,,52-35,,
1:47.0,,,52-35,,Defensive rebound by R. Westbrook
1:43.0,,,52-37,2,S. Adams makes 2-pt shot at rim (assist by R. Westbrook)
1:28.0,K. Thompson makes 2-pt shot from 1 ft (assist by D. Green),2,54-37,,
1:04.0,,,54-37,,R. Westbrook misses 3-pt shot from 24 ft
1:03.0,Defensive rebound by S. Curry,,54-37,,
0:56.0,K. Thompson makes 2-pt shot from 1 ft (assist by S. Curry),2,56-37,,
0:35.0,,,56-39,2,T. Gibson makes 2-pt shot from 4 ft (assist by S. Christon)
0:27.0,S. Curry misses 2-pt shot from 23 ft,,56-39,,
0:26.0,,,56-39,,Defensive rebound by V. Oladipo
0:05.0,,,56-39,,T. Gibson misses 2-pt shot at rim (block by A. Iguodala)
0:05.0,Defensive rebound by Team,,56-39,,
0:05.0,,,56-39,,Technical foul by S. Christon
0:05.0,Technical foul by S. Curry,,56-39,,
0:05.0,,,56-39,,Technical foul by R. Westbrook
0:05.0,Technical foul by D. Green,,56-39,,
0:05.0,Jump ball: T. Gibson vs. A. Iguodala (K. Thompson gains possession),,,,Jump ball: T. Gibson vs. A. Iguodala (K. Thompson gains possession)
0:00.0,S. Curry makes 3-pt shot from 25 ft (assist by K. Thompson),3,59-39,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:39.0,P. McCaw makes 2-pt shot from 2 ft (assist by D. Green),2,61-39,,
11:24.0,,,61-41,2,R. Westbrook makes 2-pt shot at rim
11:10.0,Turnover by S. Curry (bad pass; steal by R. Westbrook),,61-41,,
11:08.0,Personal foul by D. Green (drawn by R. Westbrook),,61-41,,
10:56.0,,,61-43,2,T. Gibson makes 2-pt shot from 7 ft (assist by R. Westbrook)
10:37.0,K. Thompson makes 3-pt shot from 23 ft (assist by P. McCaw),3,64-43,,
10:24.0,,,64-45,2,V. Oladipo makes 2-pt shot from 13 ft
10:10.0,K. Thompson misses 3-pt shot from 24 ft,,64-45,,
10:10.0,,,64-45,,Defensive rebound by R. Westbrook
10:01.0,,,64-45,,Shooting foul by Z. Pachulia (drawn by S. Adams)
10:01.0,,,64-46,1,S. Adams makes free throw 1 of 2
10:01.0,,,64-46,,S. Adams misses free throw 2 of 2
10:00.0,Defensive rebound by D. Green,,64-46,,
9:54.0,,,64-46,,Personal foul by R. Westbrook (drawn by S. Curry)
9:42.0,S. Curry misses 3-pt shot from 26 ft,,64-46,,
9:41.0,Offensive rebound by P. McCaw,,64-46,,
9:29.0,Z. Pachulia misses 2-pt shot from 3 ft (block by T. Gibson),,64-46,,
9:28.0,,,64-46,,Defensive rebound by A. Roberson
9:17.0,,,64-46,,Shooting foul by S. Curry (drawn by R. Westbrook)
9:17.0,,,64-47,1,R. Westbrook makes free throw 1 of 3
9:17.0,,,64-48,1,R. Westbrook makes free throw 2 of 3
9:17.0,,,64-49,1,R. Westbrook makes free throw 3 of 3
9:08.0,D. Green misses 2-pt shot at rim,,64-49,,
9:08.0,,,64-49,,Defensive rebound by Team
8:57.0,,,64-52,3,R. Westbrook makes 3-pt shot from 27 ft
8:57.0,Golden State full timeout,,64-52,,
8:49.0,Turnover by D. Green (bad pass; steal by T. Gibson),,64-52,,
8:46.0,Personal foul by Z. Pachulia (drawn by R. Westbrook),,64-52,,
8:36.0,,,64-52,,Shooting foul by Z. Pachulia (drawn by T. Gibson)
8:36.0,,,64-52,,T. Gibson misses free throw 1 of 2
8:36.0,,,64-52,,Offensive rebound by Team
8:36.0,,,64-52,,T. Gibson misses free throw 2 of 2
8:36.0,Defensive rebound by P. McCaw,,64-52,,
8:36.0,J. McGee enters the game for Z. Pachulia,,64-52,,
8:12.0,J. McGee makes 2-pt shot from 2 ft (assist by P. McCaw),2,66-52,,
7:51.0,,,66-52,,R. Westbrook misses 3-pt shot from 24 ft
7:50.0,Defensive rebound by Team,,66-52,,
7:50.0,,,66-52,,Personal foul by T. Gibson (drawn by D. Green)
7:30.0,Turnover by S. Curry (bad pass; steal by R. Westbrook),,66-52,,
7:25.0,,,66-52,,Turnover by T. Gibson (lost ball)
7:17.0,P. McCaw makes 3-pt shot from 24 ft (assist by S. Curry),3,69-52,,
7:02.0,,,69-52,,V. Oladipo misses 2-pt shot from 9 ft
7:01.0,,,69-52,,Offensive rebound by T. Gibson
6:52.0,,,69-55,3,V. Oladipo makes 3-pt shot from 26 ft (assist by R. Westbrook)
6:36.0,Jump ball: A. Roberson vs. K. Thompson (R. Westbrook gains possession),,,,Jump ball: A. Roberson vs. K. Thompson (R. Westbrook gains possession)
6:36.0,Turnover by K. Thompson (lost ball; steal by A. Roberson),,69-55,,
6:30.0,,,69-55,,Turnover by R. Westbrook (lost ball; steal by P. McCaw)
6:16.0,,,69-55,,Personal foul by R. Westbrook (drawn by S. Curry)
6:13.0,K. Thompson misses 3-pt shot from 24 ft,,69-55,,
6:12.0,Offensive rebound by D. Green,,69-55,,
6:08.0,S. Curry makes 3-pt shot from 24 ft (assist by D. Green),3,72-55,,
6:08.0,,,72-55,,Oklahoma City full timeout
5:57.0,,,72-55,,V. Oladipo misses 2-pt shot from 2 ft (block by J. McGee)
5:57.0,,,72-55,,Offensive rebound by S. Adams
5:57.0,,,72-55,,Shooting foul by P. McCaw (drawn by S. Adams)
5:57.0,,,72-55,,S. Adams misses free throw 1 of 2
5:57.0,,,72-55,,Offensive rebound by Team
5:57.0,,,72-55,,S. Adams misses free throw 2 of 2
5:55.0,Defensive rebound by J. McGee,,72-55,,
5:34.0,D. Green misses 2-pt shot from 10 ft,,72-55,,
5:33.0,Offensive rebound by K. Thompson,,72-55,,
5:26.0,K. Thompson makes 3-pt shot from 23 ft (assist by S. Curry),3,75-55,,
5:07.0,,,75-55,,Turnover by R. Westbrook (bad pass; steal by K. Thompson)
4:55.0,S. Curry misses 3-pt shot from 23 ft,,75-55,,
4:55.0,Offensive rebound by P. McCaw,,75-55,,
4:51.0,K. Thompson makes 3-pt shot from 24 ft (assist by P. McCaw),3,78-55,,
4:51.0,,,78-55,,Oklahoma City full timeout
4:51.0,,,78-55,,A. Abrines enters the game for S. Adams
4:51.0,,,78-55,,E. Kanter enters the game for V. Oladipo
4:37.0,,,78-55,,A. Abrines misses 3-pt shot from 24 ft
4:36.0,,,78-55,,Offensive rebound by T. Gibson
4:26.0,,,78-55,,A. Abrines misses 3-pt shot from 24 ft
4:26.0,Defensive rebound by D. Green,,78-55,,
4:16.0,K. Thompson misses 3-pt shot from 23 ft,,78-55,,
4:16.0,,,78-55,,Defensive rebound by E. Kanter
4:09.0,,,78-55,,R. Westbrook misses 3-pt shot from 24 ft
4:08.0,,,78-55,,Offensive rebound by A. Roberson
4:08.0,,,78-57,2,A. Roberson makes 2-pt shot at rim
3:53.0,,,78-57,,Personal foul by A. Roberson (drawn by K. Thompson)
3:47.0,Shooting foul by T. Gibson (drawn by K. Thompson),,78-57,,
3:47.0,K. Thompson makes free throw 1 of 2,1,79-57,,
3:47.0,K. Thompson makes free throw 2 of 2,1,80-57,,
3:47.0,A. Iguodala enters the game for P. McCaw,,79-57,,
3:27.0,,,80-57,,A. Abrines misses 2-pt shot from 2 ft (block by J. McGee)
3:26.0,Defensive rebound by J. McGee,,80-57,,
3:19.0,K. Thompson makes 3-pt shot from 24 ft (assist by A. Iguodala),3,83-57,,
3:07.0,,,83-57,,Shooting foul by D. Green (drawn by E. Kanter)
3:07.0,,,83-58,1,E. Kanter makes free throw 1 of 2
3:07.0,,,83-59,1,E. Kanter makes free throw 2 of 2
3:07.0,S. Livingston enters the game for K. Thompson,,83-58,,
3:07.0,,,83-58,,J. Grant enters the game for T. Gibson
3:07.0,M. Barnes enters the game for D. Green,,83-58,,
2:56.0,Turnover by S. Curry (bad pass; steal by A. Abrines),,83-59,,
2:52.0,Flagrant foul type 1 by M. Barnes (drawn by A. Abrines),,83-59,,
2:52.0,,,83-60,1,A. Abrines makes flagrant free throw 1 of 2
2:52.0,,,83-61,1,A. Abrines makes flagrant free throw 2 of 2
2:44.0,,,83-61,,A. Roberson misses 3-pt shot from 22 ft
2:44.0,Defensive rebound by Team,,83-61,,
2:44.0,,,83-61,,Loose ball foul by R. Westbrook (drawn by A. Iguodala)
2:44.0,A. Iguodala makes free throw 1 of 2,1,84-61,,
2:44.0,A. Iguodala makes free throw 2 of 2,1,85-61,,
2:44.0,,,84-61,,S. Christon enters the game for R. Westbrook
2:25.0,,,85-63,2,E. Kanter makes 2-pt shot at rim
2:11.0,J. McGee makes 2-pt shot at rim (assist by S. Curry),2,87-63,,
1:51.0,,,87-63,,E. Kanter misses 2-pt shot from 13 ft
1:50.0,Defensive rebound by A. Iguodala,,87-63,,
1:42.0,,,87-63,,V. Oladipo enters the game for A. Roberson
1:36.0,J. McGee makes 2-pt shot at rim (assist by S. Curry),2,89-63,,
1:06.0,,,89-63,,V. Oladipo misses 2-pt shot from 21 ft
1:06.0,Defensive rebound by Team,,89-63,,
0:56.0,Turnover by S. Livingston (bad pass; steal by V. Oladipo),,89-63,,
0:52.0,Personal foul by S. Livingston (drawn by J. Grant),,89-63,,
0:52.0,,,89-63,,J. Grant misses free throw 1 of 2
0:52.0,,,89-63,,Offensive rebound by Team
0:52.0,,,89-64,1,J. Grant makes free throw 2 of 2
0:36.0,A. Iguodala misses 3-pt shot from 25 ft,,89-64,,
0:35.0,,,89-64,,Defensive rebound by V. Oladipo
0:14.0,,,89-66,2,E. Kanter makes 2-pt shot from 1 ft (assist by V. Oladipo)
0:00.0,S. Curry makes 3-pt shot from 25 ft,3,92-66,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,,,92-68,2,J. Grant makes 2-pt shot from 16 ft (assist by A. Abrines)
11:23.0,K. Thompson makes 2-pt shot from 21 ft (assist by A. Iguodala),2,94-68,,
11:06.0,,,94-68,,E. Kanter misses 2-pt shot from 8 ft
11:06.0,Defensive rebound by D. West,,94-68,,
10:54.0,K. Thompson misses 3-pt shot from 25 ft,,94-68,,
10:53.0,,,94-68,,Defensive rebound by A. Abrines
10:44.0,,,94-70,2,V. Oladipo makes 2-pt shot from 2 ft
10:24.0,K. Thompson misses 3-pt shot from 24 ft,,94-70,,
10:23.0,,,94-70,,Defensive rebound by E. Kanter
10:13.0,,,94-70,,Turnover by V. Oladipo (bad pass; steal by D. West)
10:07.0,I. Clark misses 3-pt shot from 24 ft,,94-70,,
10:05.0,,,94-70,,Defensive rebound by A. Abrines
9:46.0,,,94-70,,A. Abrines misses 3-pt shot from 25 ft
9:45.0,Defensive rebound by D. West,,94-70,,
9:32.0,D. West makes 2-pt shot from 22 ft (assist by I. Clark),2,96-70,,
9:21.0,,,96-70,,Shooting foul by M. Barnes (drawn by V. Oladipo)
9:21.0,,,96-70,,V. Oladipo misses free throw 1 of 2
9:21.0,,,96-70,,Offensive rebound by Team
9:21.0,,,96-71,1,V. Oladipo makes free throw 2 of 2
9:21.0,,,96-70,,D. McDermott enters the game for A. Abrines
9:21.0,S. Livingston enters the game for A. Iguodala,,96-70,,
9:04.0,M. Barnes makes 2-pt shot from 1 ft,2,98-71,,
8:55.0,,,98-73,2,V. Oladipo makes 2-pt shot from 1 ft
8:34.0,I. Clark makes 2-pt shot from 5 ft (assist by D. West),2,100-73,,
8:34.0,,,100-73,,Oklahoma City full timeout
8:22.0,,,100-75,2,E. Kanter makes 2-pt shot from 4 ft
8:03.0,S. Livingston makes 2-pt shot from 2 ft,2,102-75,,
7:43.0,,,102-78,3,V. Oladipo makes 3-pt shot from 25 ft
7:41.0,,,102-78,,Loose ball foul by E. Kanter (drawn by D. West)
7:31.0,S. Livingston misses 2-pt shot from 12 ft,,102-78,,
7:31.0,,,102-78,,Defensive rebound by V. Oladipo
7:24.0,,,102-78,,V. Oladipo misses 2-pt shot from 9 ft
7:22.0,,,102-78,,Offensive rebound by E. Kanter
7:18.0,,,102-78,,E. Kanter misses 2-pt shot from 6 ft
