time,Golden State,pts.away,score,pts.home,Milwaukee
5:25.0,S. Curry makes 2-pt shot from 10 ft (assist by D. Green),2,18-16,,
5:25.0,S. Curry makes free throw 1 of 1,1,19-16,,
5:14.0,,,19-16,,Turnover by J. Parker (lost ball; steal by A. Iguodala)
5:09.0,S. Curry makes 2-pt shot at rim,2,21-16,,
4:48.0,,,21-16,,T. Snell misses 2-pt shot from 6 ft
4:47.0,Defensive rebound by S. Curry,,21-16,,
4:45.0,,,21-16,,Violation by M. Brogdon (kicked ball)
4:40.0,K. Thompson makes 2-pt shot at rim (assist by S. Curry),2,23-16,,
4:25.0,K. Looney enters the game for Z. Pachulia,,23-16,,
4:16.0,,,23-16,,M. Beasley misses 2-pt shot from 9 ft
4:14.0,,,23-16,,Offensive rebound by M. Plumlee
4:12.0,,,23-18,2,M. Plumlee makes 2-pt shot at rim (assist by J. Parker)
3:57.0,Turnover by S. Curry (bad pass),,23-18,,
3:57.0,Loose ball foul by K. Looney (drawn by M. Plumlee),,23-18,,
3:57.0,P. McCaw enters the game for K. Thompson,,23-18,,
3:49.0,,,23-20,2,M. Brogdon makes 2-pt shot from 14 ft (assist by M. Plumlee)
3:34.0,K. Looney misses 2-pt shot from 4 ft,,23-20,,
3:32.0,Offensive rebound by K. Looney,,23-20,,
3:32.0,K. Looney misses 2-pt shot from 1 ft,,23-20,,
3:31.0,,,23-20,,Defensive rebound by M. Brogdon
3:25.0,,,23-20,,M. Brogdon misses 2-pt shot from 2 ft
3:22.0,,,23-20,,Offensive rebound by M. Plumlee
3:22.0,,,23-22,2,M. Plumlee makes 2-pt shot at rim
3:12.0,S. Curry misses 2-pt shot from 5 ft,,23-22,,
3:10.0,,,23-22,,Defensive rebound by T. Snell
3:05.0,,,23-24,2,J. Parker makes 2-pt shot at rim
3:05.0,Golden State full timeout,,23-24,,
3:05.0,,,23-24,,G. Antetokounmpo enters the game for J. Parker
3:05.0,,,23-24,,J. Terry enters the game for T. Snell
2:48.0,P. McCaw makes 3-pt shot from 23 ft (assist by A. Iguodala),3,26-24,,
2:33.0,,,26-26,2,M. Beasley makes 2-pt shot from 4 ft (assist by M. Plumlee)
2:07.0,A. Iguodala makes 2-pt shot from 18 ft,2,28-26,,
1:57.0,Personal foul by K. Looney (drawn by M. Beasley),,28-26,,
1:57.0,,,28-26,,M. Dellavedova enters the game for M. Brogdon
1:57.0,K. Durant enters the game for D. Green,,28-26,,
1:52.0,,,28-26,,G. Antetokounmpo misses 2-pt shot at rim
1:50.0,Defensive rebound by K. Looney,,28-26,,
1:45.0,K. Durant misses 2-pt shot from 1 ft,,28-26,,
1:43.0,,,28-26,,Defensive rebound by J. Terry
1:35.0,,,28-29,3,J. Terry makes 3-pt shot from 26 ft (assist by G. Antetokounmpo)
1:21.0,Turnover by S. Curry (bad pass; steal by J. Terry),,28-29,,
1:17.0,,,28-31,2,G. Antetokounmpo makes 2-pt shot at rim
1:00.0,P. McCaw misses 3-pt shot from 24 ft,,28-31,,
1:00.0,,,28-31,,Defensive rebound by Team
1:00.0,K. Thompson enters the game for S. Curry,,28-31,,
0:53.0,,,28-34,3,J. Terry makes 3-pt shot from 25 ft (assist by M. Dellavedova)
0:39.0,K. Looney misses 2-pt shot from 2 ft,,28-34,,
0:37.0,,,28-34,,Defensive rebound by M. Dellavedova
0:30.0,,,28-36,2,M. Plumlee makes 2-pt shot at rim (assist by G. Antetokounmpo)
0:30.0,,,28-36,,Shooting foul by K. Durant (drawn by M. Plumlee)
0:30.0,,,28-37,1,M. Plumlee makes free throw 1 of 1
0:07.0,K. Thompson misses 2-pt shot from 17 ft,,28-37,,
0:06.0,Offensive rebound by P. McCaw,,28-37,,
0:03.0,K. Thompson misses 3-pt shot from 25 ft,,28-37,,
0:02.0,,,28-37,,Defensive rebound by Team
0:00.0,,,28-37,,G. Antetokounmpo misses 3-pt shot from 42 ft
0:00.0,,,28-37,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,K. Durant misses 2-pt shot from 1 ft,,28-37,,
11:46.0,Offensive rebound by D. West,,28-37,,
11:42.0,Shooting foul by M. Plumlee (drawn by K. Durant),,28-37,,
11:42.0,K. Durant makes free throw 1 of 2,1,29-37,,
11:42.0,K. Durant makes free throw 2 of 2,1,30-37,,
11:33.0,,,30-37,,J. Terry misses 2-pt shot from 2 ft
11:31.0,Defensive rebound by A. Iguodala,,30-37,,
11:17.0,A. Iguodala makes 3-pt shot from 26 ft (assist by D. West),3,33-37,,
11:00.0,,,33-37,,M. Beasley misses 2-pt shot from 2 ft
10:58.0,,,33-37,,Offensive rebound by M. Plumlee
10:58.0,,,33-37,,M. Plumlee misses 2-pt shot from 1 ft
10:57.0,Defensive rebound by D. West,,33-37,,
10:49.0,A. Iguodala makes 3-pt shot from 24 ft (assist by S. Livingston),3,36-37,,
10:23.0,,,36-37,,J. Terry misses 3-pt shot from 25 ft
10:22.0,,,36-37,,Offensive rebound by M. Beasley
10:20.0,,,36-37,,M. Beasley misses 2-pt shot from 2 ft (block by D. West)
10:17.0,,,36-37,,Offensive rebound by M. Plumlee
10:11.0,,,36-40,3,M. Dellavedova makes 3-pt shot from 28 ft (assist by M. Plumlee)
9:58.0,K. Thompson misses 2-pt shot from 20 ft,,36-40,,
9:57.0,,,36-40,,Defensive rebound by M. Dellavedova
9:53.0,Personal foul by S. Livingston (drawn by M. Dellavedova),,36-40,,
9:53.0,,,36-40,,J. Henson enters the game for M. Plumlee
9:48.0,,,36-40,,Shooting foul by D. West (drawn by J. Henson)
9:48.0,,,36-40,,J. Henson misses free throw 1 of 2
9:48.0,,,36-40,,Offensive rebound by Team
9:48.0,,,36-41,1,J. Henson makes free throw 2 of 2
9:37.0,Offensive foul by D. West,,36-41,,
9:37.0,Turnover by D. West (offensive foul),,36-41,,
9:28.0,Personal foul by D. West (drawn by J. Henson),,36-41,,
9:20.0,,,36-43,2,G. Antetokounmpo makes 2-pt shot from 22 ft
9:06.0,D. West makes 2-pt shot from 3 ft,2,38-43,,
8:55.0,,,38-45,2,G. Antetokounmpo makes 2-pt shot at rim
8:54.0,Golden State full timeout,,38-45,,
8:54.0,,,38-45,,J. Parker enters the game for M. Beasley
8:54.0,P. McCaw enters the game for A. Iguodala,,38-45,,
8:37.0,D. West makes 2-pt shot from 1 ft (assist by K. Durant),2,40-45,,
8:20.0,,,40-45,,Turnover by G. Antetokounmpo (bad pass)
8:07.0,K. Durant makes 3-pt shot from 28 ft,3,43-45,,
7:43.0,,,43-45,,M. Dellavedova misses 2-pt shot from 7 ft
7:42.0,Defensive rebound by D. West,,43-45,,
7:29.0,K. Durant makes 2-pt shot from 18 ft,2,45-45,,
7:16.0,,,45-47,2,G. Antetokounmpo makes 2-pt shot from 1 ft (assist by J. Terry)
7:16.0,,,45-47,,Shooting foul by P. McCaw (drawn by G. Antetokounmpo)
7:16.0,,,45-48,1,G. Antetokounmpo makes free throw 1 of 1
7:16.0,,,45-47,,M. Brogdon enters the game for M. Dellavedova
7:16.0,Z. Pachulia enters the game for D. West,,45-47,,
7:06.0,Shooting foul by J. Henson (drawn by K. Durant),,45-48,,
7:06.0,K. Durant misses free throw 1 of 2,,45-48,,
7:06.0,Offensive rebound by Team,,45-48,,
7:06.0,K. Durant misses free throw 2 of 2,,45-48,,
7:06.0,,,45-48,,T. Snell enters the game for J. Terry
7:05.0,,,45-48,,Defensive rebound by M. Brogdon
6:52.0,,,45-50,2,J. Parker makes 2-pt shot from 23 ft (assist by T. Snell)
6:37.0,S. Curry enters the game for K. Durant,,45-50,,
6:37.0,D. Green enters the game for K. Thompson,,45-50,,
6:27.0,S. Livingston makes 2-pt shot from 16 ft,2,47-50,,
6:11.0,,,47-50,,G. Antetokounmpo misses 2-pt shot from 18 ft
6:10.0,Defensive rebound by Z. Pachulia,,47-50,,
6:02.0,S. Curry misses 3-pt shot from 26 ft,,47-50,,
6:01.0,,,47-50,,Defensive rebound by J. Henson
5:52.0,,,47-52,2,J. Henson makes 2-pt shot from 1 ft (assist by M. Brogdon)
5:38.0,Turnover by Z. Pachulia (bad pass),,47-52,,
5:38.0,Official timeout,,47-52,,
5:26.0,,,47-52,,M. Brogdon misses 3-pt shot from 26 ft
5:26.0,Defensive rebound by Team,,47-52,,
5:06.0,S. Livingston misses 2-pt shot from 6 ft,,47-52,,
5:05.0,Offensive rebound by Z. Pachulia,,47-52,,
5:05.0,Z. Pachulia misses 2-pt shot from 1 ft,,47-52,,
5:04.0,Offensive rebound by S. Livingston,,47-52,,
4:59.0,Z. Pachulia misses 2-pt shot from 1 ft,,47-52,,
4:57.0,Offensive rebound by Z. Pachulia,,47-52,,
4:57.0,Z. Pachulia makes 2-pt shot from 1 ft,2,49-52,,
4:32.0,,,49-54,2,J. Parker makes 2-pt shot from 1 ft
4:20.0,P. McCaw misses 3-pt shot from 25 ft,,49-54,,
4:18.0,Offensive rebound by Z. Pachulia,,49-54,,
4:15.0,S. Curry misses 2-pt shot from 1 ft,,49-54,,
4:13.0,Offensive rebound by Z. Pachulia,,49-54,,
4:13.0,Z. Pachulia misses 2-pt shot from 1 ft,,49-54,,
4:12.0,Offensive rebound by Z. Pachulia,,49-54,,
4:12.0,Z. Pachulia makes 2-pt shot from 1 ft,2,51-54,,
4:07.0,,,51-54,,Turnover by G. Antetokounmpo (lost ball)
3:51.0,S. Livingston misses 2-pt shot from 16 ft,,51-54,,
3:50.0,Offensive rebound by S. Livingston,,51-54,,
3:46.0,S. Curry misses 3-pt shot from 26 ft,,51-54,,
3:45.0,,,51-54,,Defensive rebound by J. Henson
3:36.0,,,51-56,2,G. Antetokounmpo makes 2-pt shot from 2 ft (assist by J. Parker)
3:32.0,Golden State full timeout,,51-56,,
3:32.0,K. Durant enters the game for Z. Pachulia,,51-56,,
3:32.0,A. Iguodala enters the game for P. McCaw,,51-56,,
3:32.0,,,51-56,,M. Dellavedova enters the game for M. Brogdon
3:29.0,Shooting foul by J. Henson (drawn by D. Green),,51-56,,
3:29.0,D. Green makes free throw 1 of 2,1,52-56,,
3:29.0,D. Green makes free throw 2 of 2,1,53-56,,
3:29.0,,,52-56,,M. Plumlee enters the game for J. Henson
3:29.0,K. Thompson enters the game for S. Livingston,,52-56,,
3:15.0,,,53-56,,Turnover by T. Snell (bad pass; steal by D. Green)
3:15.0,,,53-56,,Personal foul by M. Plumlee (drawn by D. Green)
2:58.0,K. Thompson misses 3-pt shot from 26 ft,,53-56,,
2:56.0,,,53-56,,Defensive rebound by M. Dellavedova
2:54.0,,,53-58,2,J. Parker makes 2-pt shot from 1 ft (assist by M. Dellavedova)
2:54.0,,,53-58,,Shooting foul by S. Curry (drawn by J. Parker)
2:54.0,,,53-58,,Milwaukee full timeout
2:54.0,,,53-59,1,J. Parker makes free throw 1 of 1
2:41.0,K. Durant makes 3-pt shot from 24 ft (assist by A. Iguodala),3,56-59,,
2:21.0,,,56-61,2,T. Snell makes 2-pt shot from 20 ft
2:05.0,A. Iguodala misses 2-pt shot from 17 ft,,56-61,,
2:05.0,Offensive rebound by Team,,56-61,,
2:05.0,,,56-61,,Loose ball foul by M. Plumlee (drawn by D. Green)
2:05.0,D. Green makes free throw 1 of 2,1,57-61,,
2:05.0,D. Green makes free throw 2 of 2,1,58-61,,
2:05.0,,,57-61,,G. Monroe enters the game for M. Plumlee
1:39.0,,,58-61,,G. Monroe misses 2-pt shot from 8 ft (block by K. Durant)
1:37.0,Defensive rebound by K. Durant,,58-61,,
1:33.0,S. Curry makes 3-pt shot from 23 ft (assist by K. Thompson),3,61-61,,
1:21.0,,,61-63,2,G. Monroe makes 2-pt shot from 1 ft (assist by G. Antetokounmpo)
1:07.0,K. Durant makes 3-pt shot from 25 ft (assist by D. Green),3,64-63,,
0:47.0,,,64-65,2,G. Antetokounmpo makes 2-pt shot from 19 ft (assist by G. Monroe)
0:35.0,K. Durant makes 3-pt shot from 24 ft (assist by D. Green),3,67-65,,
0:25.0,,,67-65,,Shooting foul by K. Durant (drawn by G. Antetokounmpo)
0:25.0,,,67-65,,G. Antetokounmpo misses free throw 1 of 2
0:25.0,,,67-65,,Offensive rebound by Team
0:25.0,,,67-66,1,G. Antetokounmpo makes free throw 2 of 2
0:17.0,,,67-66,,Personal foul by M. Dellavedova (drawn by S. Curry)
0:17.0,S. Curry makes free throw 1 of 2,1,68-66,,
0:17.0,S. Curry makes free throw 2 of 2,1,69-66,,
0:17.0,Z. Pachulia enters the game for K. Durant,,68-66,,
0:01.0,,,69-66,,M. Dellavedova misses 2-pt shot from 10 ft
0:00.0,,,69-66,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,Z. Pachulia misses 2-pt shot from 1 ft,,69-66,,
11:38.0,,,69-66,,Defensive rebound by G. Antetokounmpo
11:36.0,,,69-66,,Turnover by G. Antetokounmpo (lost ball; steal by K. Durant)
11:24.0,K. Thompson makes 3-pt shot from 26 ft (assist by K. Durant),3,72-66,,
11:05.0,,,72-66,,J. Parker misses 3-pt shot from 25 ft
11:03.0,Defensive rebound by S. Curry,,72-66,,
10:58.0,Offensive foul by Z. Pachulia,,72-66,,
10:58.0,Turnover by Z. Pachulia (offensive foul),,72-66,,
10:37.0,,,72-68,2,G. Antetokounmpo makes 2-pt shot from 4 ft
10:25.0,K. Thompson misses 3-pt shot from 29 ft,,72-68,,
10:24.0,,,72-68,,Defensive rebound by J. Parker
10:11.0,,,72-68,,J. Parker misses 2-pt shot from 1 ft
10:09.0,,,72-68,,Offensive rebound by J. Parker
10:09.0,,,72-70,2,J. Parker makes 2-pt shot from 1 ft
10:00.0,,,72-70,,Personal foul by T. Snell (drawn by K. Thompson)
9:47.0,K. Thompson makes 3-pt shot from 27 ft (assist by K. Durant),3,75-70,,
9:32.0,,,75-70,,G. Antetokounmpo misses 2-pt shot from 19 ft
9:30.0,Defensive rebound by Z. Pachulia,,75-70,,
9:25.0,S. Curry misses 3-pt shot from 29 ft,,75-70,,
9:25.0,,,75-70,,Defensive rebound by Team
9:17.0,,,75-72,2,M. Dellavedova makes 2-pt shot from 1 ft
9:00.0,Turnover by K. Thompson (bad pass),,75-72,,
9:00.0,Golden State full timeout,,75-72,,
8:47.0,,,75-72,,T. Snell misses 2-pt shot from 6 ft
8:47.0,,,75-72,,Offensive rebound by Team
8:47.0,Loose ball foul by Z. Pachulia (drawn by J. Henson),,75-72,,
8:39.0,,,75-72,,G. Antetokounmpo misses 2-pt shot from 1 ft
8:37.0,Defensive rebound by D. Green,,75-72,,
8:31.0,K. Durant misses 3-pt shot from 28 ft,,75-72,,
8:30.0,,,75-72,,Defensive rebound by T. Snell
8:23.0,,,75-74,2,M. Dellavedova makes 2-pt shot from 16 ft
8:03.0,S. Curry makes 2-pt shot from 1 ft (assist by Z. Pachulia),2,77-74,,
7:52.0,,,77-76,2,J. Parker makes 2-pt shot at rim
7:38.0,Z. Pachulia misses 2-pt shot from 2 ft,,77-76,,
7:36.0,,,77-76,,Defensive rebound by J. Henson
7:27.0,Personal foul by S. Curry (drawn by M. Dellavedova),,77-76,,
7:25.0,,,77-78,2,T. Snell makes 2-pt shot from 1 ft (assist by J. Parker)
7:11.0,K. Thompson makes 3-pt shot from 26 ft (assist by S. Curry),3,80-78,,
7:00.0,,,80-78,,Offensive foul by J. Henson
7:00.0,,,80-78,,Turnover by J. Henson (offensive foul)
7:00.0,,,80-78,,Technical foul by J. Henson
7:00.0,S. Curry makes technical free throw,1,81-78,,
7:00.0,,,80-78,,M. Plumlee enters the game for J. Henson
6:51.0,J. McGee enters the game for Z. Pachulia,,81-78,,
6:48.0,Shooting foul by T. Snell (drawn by K. Thompson),,81-78,,
6:48.0,K. Thompson makes free throw 1 of 2,1,82-78,,
6:48.0,K. Thompson makes free throw 2 of 2,1,83-78,,
6:28.0,,,83-78,,G. Antetokounmpo misses 3-pt shot from 27 ft
6:27.0,Defensive rebound by K. Durant,,83-78,,
6:18.0,K. Thompson misses 3-pt shot from 26 ft,,83-78,,
6:17.0,,,83-78,,Defensive rebound by T. Snell
6:07.0,,,83-78,,T. Snell misses 3-pt shot from 27 ft
6:05.0,Defensive rebound by J. McGee,,83-78,,
5:58.0,K. Durant makes 2-pt shot at rim (assist by S. Curry),2,85-78,,
5:58.0,,,85-78,,Milwaukee full timeout
5:58.0,,,85-78,,M. Brogdon enters the game for G. Antetokounmpo
5:58.0,,,85-78,,M. Beasley enters the game for M. Dellavedova
5:58.0,,,85-78,,Violation by Team (jump ball)
5:40.0,,,85-78,,Shooting foul by D. Green (drawn by J. Parker)
5:40.0,,,85-79,1,J. Parker makes free throw 1 of 2
5:40.0,,,85-80,1,J. Parker makes free throw 2 of 2
5:28.0,J. McGee makes 2-pt shot at rim (assist by D. Green),2,87-80,,
5:17.0,,,87-80,,M. Brogdon misses 2-pt shot from 1 ft (block by J. McGee)
5:15.0,Defensive rebound by S. Curry,,87-80,,
5:10.0,K. Thompson makes 3-pt shot from 26 ft (assist by S. Curry),3,90-80,,
4:52.0,,,90-80,,M. Beasley misses 2-pt shot from 2 ft
4:50.0,Defensive rebound by J. McGee,,90-80,,
4:44.0,S. Curry misses 3-pt shot from 26 ft,,90-80,,
4:43.0,,,90-80,,Defensive rebound by M. Brogdon
4:38.0,,,90-80,,J. Parker misses 2-pt shot from 6 ft
4:38.0,Defensive rebound by Team,,90-80,,
4:38.0,A. Iguodala enters the game for K. Durant,,90-80,,
4:20.0,S. Curry misses 3-pt shot from 23 ft,,90-80,,
4:19.0,,,90-80,,Defensive rebound by T. Snell
4:11.0,,,90-80,,M. Brogdon misses 2-pt shot from 14 ft
4:10.0,,,90-80,,Offensive rebound by M. Beasley
4:10.0,,,90-82,2,M. Beasley makes 2-pt shot from 1 ft
3:55.0,J. McGee makes 2-pt shot at rim (assist by D. Green),2,92-82,,
3:38.0,,,92-84,2,J. Parker makes 2-pt shot from 15 ft
3:18.0,S. Curry misses 2-pt shot at rim,,92-84,,
3:16.0,Offensive rebound by J. McGee,,92-84,,
3:13.0,S. Curry makes 2-pt shot from 21 ft (assist by A. Iguodala),2,94-84,,
2:58.0,,,94-84,,Turnover by M. Brogdon (lost ball; steal by D. Green)
2:57.0,D. Green makes 2-pt shot from 1 ft,2,96-84,,
2:57.0,,,96-84,,Milwaukee full timeout
2:57.0,,,96-84,,J. Terry enters the game for T. Snell
2:57.0,P. McCaw enters the game for K. Thompson,,96-84,,
2:48.0,,,96-84,,Shooting foul by D. Green (drawn by M. Plumlee)
2:48.0,,,96-85,1,M. Plumlee makes free throw 1 of 2
2:48.0,,,96-86,1,M. Plumlee makes free throw 2 of 2
2:37.0,Turnover by P. McCaw (bad pass; steal by J. Parker),,96-86,,
2:36.0,Personal take foul by S. Curry (drawn by J. Parker),,96-86,,
2:36.0,,,96-86,,J. Parker misses free throw 1 of 2
2:36.0,,,96-86,,Offensive rebound by Team
2:36.0,,,96-87,1,J. Parker makes free throw 2 of 2
2:16.0,S. Curry misses 2-pt shot from 9 ft,,96-87,,
2:15.0,,,96-87,,Defensive rebound by M. Brogdon
1:58.0,,,96-90,3,M. Brogdon makes 3-pt shot from 24 ft (assist by J. Parker)
1:45.0,Shooting foul by M. Plumlee (drawn by J. McGee),,96-90,,
1:45.0,J. McGee makes free throw 1 of 2,1,97-90,,
1:45.0,J. McGee misses free throw 2 of 2,,97-90,,
1:45.0,,,97-90,,M. Dellavedova enters the game for M. Brogdon
1:45.0,K. Thompson enters the game for S. Curry,,97-90,,
1:43.0,,,97-90,,Defensive rebound by J. Parker
1:37.0,,,97-90,,Shooting foul by A. Iguodala (drawn by M. Beasley)
1:37.0,,,97-90,,M. Beasley misses free throw 1 of 2
1:37.0,,,97-90,,Offensive rebound by Team
1:37.0,,,97-90,,M. Beasley misses free throw 2 of 2
1:37.0,Defensive rebound by Team,,97-90,,
1:37.0,,,97-90,,Violation by M. Beasley (lane)
1:37.0,K. Durant enters the game for J. McGee,,97-90,,
1:27.0,,,97-90,,G. Antetokounmpo enters the game for M. Plumlee
1:22.0,,,97-90,,Personal foul by M. Beasley (drawn by K. Durant)
1:22.0,K. Durant makes free throw 1 of 2,1,98-90,,
1:22.0,K. Durant makes free throw 2 of 2,1,99-90,,
1:04.0,,,99-90,,J. Parker misses 2-pt shot from 17 ft
1:01.0,Defensive rebound by K. Thompson,,99-90,,
0:48.0,,,99-90,,Personal foul by J. Terry (drawn by K. Thompson)
0:48.0,K. Thompson makes free throw 1 of 2,1,100-90,,
0:48.0,K. Thompson makes free throw 2 of 2,1,101-90,,
0:30.0,,,101-90,,Turnover by G. Antetokounmpo (offensive foul)
0:30.0,,,101-90,,Offensive foul by G. Antetokounmpo
0:18.0,K. Thompson makes 2-pt shot from 12 ft (assist by K. Durant),2,103-90,,
0:01.0,,,103-90,,Shooting foul by P. McCaw (drawn by G. Antetokounmpo)
0:01.0,,,103-91,1,G. Antetokounmpo makes free throw 1 of 2
0:01.0,,,103-92,1,G. Antetokounmpo makes free throw 2 of 2
0:00.0,A. Iguodala misses 3-pt shot from 40 ft,,103-92,,
0:00.0,Offensive rebound by Team,,103-92,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,,,103-92,,G. Antetokounmpo misses 2-pt shot at rim
11:43.0,Defensive rebound by D. West,,103-92,,
11:30.0,Shooting foul by G. Antetokounmpo (drawn by K. Durant),,103-92,,
11:30.0,K. Durant makes free throw 1 of 2,1,104-92,,
11:30.0,K. Durant makes free throw 2 of 2,1,105-92,,
11:19.0,,,105-95,3,M. Beasley makes 3-pt shot from 26 ft (assist by M. Dellavedova)
11:05.0,D. West makes 2-pt shot from 4 ft (assist by S. Livingston),2,107-95,,
10:55.0,Personal foul by K. Durant (drawn by M. Teletovic),,107-95,,
10:39.0,,,107-95,,M. Dellavedova misses 2-pt shot from 13 ft
10:38.0,Defensive rebound by K. Thompson,,107-95,,
10:26.0,Shooting foul by G. Antetokounmpo (drawn by S. Livingston),,107-95,,
10:26.0,S. Livingston makes free throw 1 of 2,1,108-95,,
10:26.0,S. Livingston misses free throw 2 of 2,,108-95,,
10:25.0,,,108-95,,Defensive rebound by M. Beasley
10:08.0,,,108-95,,M. Teletovic misses 3-pt shot from 27 ft
10:07.0,Defensive rebound by K. Thompson,,108-95,,
9:47.0,A. Iguodala misses 3-pt shot from 25 ft,,108-95,,
9:47.0,Offensive rebound by D. West,,108-95,,
9:47.0,Shooting foul by M. Dellavedova (drawn by D. West),,108-95,,
9:47.0,D. West misses free throw 1 of 2,,108-95,,
9:47.0,Offensive rebound by Team,,108-95,,
9:47.0,D. West makes free throw 2 of 2,1,109-95,,
9:33.0,,,109-98,3,J. Terry makes 3-pt shot from 25 ft (assist by M. Teletovic)
9:19.0,A. Iguodala misses 3-pt shot from 26 ft,,109-98,,
9:17.0,,,109-98,,Defensive rebound by G. Antetokounmpo
9:14.0,,,109-98,,Shooting foul by K. Durant (drawn by G. Antetokounmpo)
9:14.0,,,109-99,1,G. Antetokounmpo makes free throw 1 of 2
