time,Toronto,pts.away,score,pts.home,Charlotte
2:41.0,,,24-16,,Shooting foul by L. Nogueira (drawn by K. Walker)
2:41.0,,,24-17,1,K. Walker makes free throw 1 of 2
2:41.0,,,24-18,1,K. Walker makes free throw 2 of 2
2:27.0,D. DeRozan misses 2-pt shot from 17 ft,,24-18,,
2:26.0,,,24-18,,Defensive rebound by K. Walker
2:15.0,,,24-18,,N. Batum misses 2-pt shot from 13 ft
2:15.0,,,24-18,,Offensive rebound by Team
2:15.0,Loose ball foul by C. Joseph (drawn by R. Hibbert),,24-18,,
2:15.0,,,24-19,1,R. Hibbert makes free throw 1 of 2
2:15.0,,,24-20,1,R. Hibbert makes free throw 2 of 2
2:15.0,,,24-19,,R. Sessions enters the game for K. Walker
2:02.0,D. Carroll makes 2-pt shot from 14 ft (assist by C. Joseph),2,26-20,,
1:39.0,,,26-20,,F. Kaminsky misses 2-pt shot from 5 ft (block by L. Nogueira)
1:36.0,,,26-20,,Offensive rebound by N. Batum
1:36.0,,,26-22,2,N. Batum makes 2-pt shot from 1 ft
1:22.0,C. Joseph misses 2-pt shot from 19 ft,,26-22,,
1:20.0,,,26-22,,Defensive rebound by N. Batum
1:13.0,,,26-22,,M. Belinelli misses 3-pt shot from 27 ft
1:12.0,Defensive rebound by P. Patterson,,26-22,,
0:58.0,D. DeRozan makes 2-pt shot from 11 ft,2,28-22,,
0:45.0,,,28-24,2,R. Hibbert makes 2-pt shot at rim (assist by R. Sessions)
0:32.0,D. DeRozan misses 2-pt shot from 11 ft,,28-24,,
0:30.0,,,28-24,,Defensive rebound by F. Kaminsky
0:16.0,,,28-27,3,R. Sessions makes 3-pt shot from 25 ft (assist by N. Batum)
0:01.0,L. Nogueira misses 2-pt shot from 11 ft,,28-27,,
0:00.0,,,28-27,,Defensive rebound by N. Batum
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,,,28-27,,M. Belinelli misses 3-pt shot from 25 ft
11:44.0,Defensive rebound by L. Nogueira,,28-27,,
11:39.0,P. Patterson misses 3-pt shot from 25 ft,,28-27,,
11:38.0,,,28-27,,Defensive rebound by S. Hawes
11:26.0,,,28-27,,M. Williams misses 2-pt shot from 2 ft (block by K. Lowry)
11:24.0,Defensive rebound by L. Nogueira,,28-27,,
11:15.0,P. Patterson misses 3-pt shot from 25 ft,,28-27,,
11:14.0,Offensive rebound by K. Lowry,,28-27,,
11:09.0,P. Patterson makes 3-pt shot from 24 ft (assist by K. Lowry),3,31-27,,
10:48.0,,,31-27,,F. Kaminsky misses 3-pt shot from 26 ft
10:47.0,Defensive rebound by L. Nogueira,,31-27,,
10:38.0,C. Joseph misses 2-pt shot from 16 ft,,31-27,,
10:36.0,Offensive rebound by L. Nogueira,,31-27,,
10:25.0,L. Nogueira makes 2-pt shot from 1 ft (assist by T. Ross),2,33-27,,
10:09.0,,,33-27,,F. Kaminsky misses 2-pt shot from 2 ft (block by L. Nogueira)
10:08.0,Defensive rebound by C. Joseph,,33-27,,
9:52.0,K. Lowry makes 3-pt shot from 25 ft,3,36-27,,
9:43.0,,,36-27,,Charlotte full timeout
9:31.0,,,36-27,,F. Kaminsky misses 2-pt shot from 8 ft
9:30.0,Defensive rebound by C. Joseph,,36-27,,
9:15.0,P. Patterson misses 3-pt shot from 25 ft,,36-27,,
9:14.0,,,36-27,,Defensive rebound by M. Williams
9:05.0,,,36-30,3,M. Williams makes 3-pt shot from 27 ft (assist by F. Kaminsky)
8:48.0,Offensive foul by L. Nogueira,,36-30,,
8:48.0,Turnover by L. Nogueira (offensive foul),,36-30,,
8:36.0,,,36-30,,R. Sessions misses 2-pt shot from 13 ft
8:35.0,Defensive rebound by P. Patterson,,36-30,,
8:30.0,Shooting foul by F. Kaminsky (drawn by L. Nogueira),,36-30,,
8:30.0,L. Nogueira makes free throw 1 of 2,1,37-30,,
8:30.0,L. Nogueira makes free throw 2 of 2,1,38-30,,
8:30.0,,,37-30,,T. Graham enters the game for F. Kaminsky
8:11.0,,,38-30,,M. Belinelli misses 2-pt shot from 1 ft
8:10.0,Defensive rebound by L. Nogueira,,38-30,,
8:04.0,K. Lowry makes 3-pt shot from 25 ft,3,41-30,,
7:46.0,,,41-30,,S. Hawes misses 3-pt shot from 26 ft
7:45.0,Defensive rebound by K. Lowry,,41-30,,
7:36.0,C. Joseph makes 3-pt shot from 26 ft (assist by P. Patterson),3,44-30,,
7:29.0,,,44-30,,Charlotte full timeout
7:17.0,,,44-30,,S. Hawes misses 2-pt shot from 2 ft (block by C. Joseph)
7:15.0,Defensive rebound by C. Joseph,,44-30,,
7:14.0,Shooting foul by T. Graham (drawn by T. Ross),,44-30,,
7:14.0,T. Ross makes free throw 1 of 2,1,45-30,,
7:14.0,T. Ross makes free throw 2 of 2,1,46-30,,
7:01.0,,,46-30,,S. Hawes misses 2-pt shot at rim
7:00.0,,,46-30,,Offensive rebound by S. Hawes
7:00.0,,,46-32,2,S. Hawes makes 2-pt shot from 1 ft
6:43.0,T. Ross makes 2-pt shot from 1 ft,2,48-32,,
6:34.0,,,48-32,,R. Sessions misses 3-pt shot from 25 ft
6:31.0,,,48-32,,Offensive rebound by S. Hawes
6:31.0,,,48-32,,S. Hawes misses 2-pt shot from 1 ft
6:29.0,,,48-32,,Offensive rebound by S. Hawes
6:25.0,,,48-32,,M. Williams misses 3-pt shot from 24 ft
6:24.0,Defensive rebound by K. Lowry,,48-32,,
6:18.0,K. Lowry misses 3-pt shot from 29 ft,,48-32,,
6:17.0,,,48-32,,Defensive rebound by T. Graham
6:05.0,,,48-32,,S. Hawes misses 3-pt shot from 25 ft
6:04.0,Defensive rebound by P. Patterson,,48-32,,
5:54.0,P. Patterson misses 2-pt shot from 12 ft,,48-32,,
5:52.0,,,48-32,,Defensive rebound by M. Williams
5:45.0,,,48-32,,R. Sessions misses 2-pt shot from 1 ft
5:44.0,,,48-32,,Offensive rebound by S. Hawes
5:36.0,,,48-32,,S. Hawes misses 2-pt shot from 17 ft
5:35.0,Defensive rebound by K. Lowry,,48-32,,
5:31.0,Toronto full timeout,,48-32,,
5:31.0,D. DeRozan enters the game for C. Joseph,,48-32,,
5:31.0,J. Valanciunas enters the game for L. Nogueira,,48-32,,
5:31.0,,,48-32,,C. Zeller enters the game for M. Belinelli
5:31.0,,,48-32,,K. Walker enters the game for R. Sessions
5:31.0,,,48-32,,N. Batum enters the game for S. Hawes
5:21.0,T. Ross misses 3-pt shot from 25 ft,,48-32,,
5:20.0,,,48-32,,Defensive rebound by M. Williams
5:05.0,,,48-32,,C. Zeller misses 2-pt shot from 2 ft
5:05.0,,,48-32,,Offensive rebound by M. Williams
5:05.0,,,48-32,,Shooting foul by J. Valanciunas (drawn by M. Williams)
5:05.0,,,48-32,,M. Williams misses free throw 1 of 2
5:05.0,,,48-32,,Offensive rebound by Team
5:05.0,,,48-33,1,M. Williams makes free throw 2 of 2
4:52.0,J. Valanciunas misses 2-pt shot from 16 ft,,48-33,,
4:51.0,,,48-33,,Defensive rebound by T. Graham
4:43.0,,,48-36,3,K. Walker makes 3-pt shot from 26 ft (assist by T. Graham)
4:27.0,J. Valanciunas misses 2-pt shot at rim (block by N. Batum),,48-36,,
4:25.0,,,48-36,,Defensive rebound by C. Zeller
4:22.0,Violation by T. Ross (kicked ball),,48-36,,
4:22.0,D. Carroll enters the game for P. Patterson,,48-36,,
4:14.0,,,48-36,,N. Batum misses 3-pt shot from 25 ft
4:12.0,Defensive rebound by K. Lowry,,48-36,,
3:56.0,D. DeRozan misses 2-pt shot from 15 ft,,48-36,,
3:54.0,,,48-36,,Defensive rebound by M. Williams
3:45.0,,,48-38,2,K. Walker makes 2-pt shot from 1 ft
3:26.0,K. Lowry misses 2-pt shot from 18 ft,,48-38,,
3:24.0,Offensive rebound by J. Valanciunas,,48-38,,
3:24.0,J. Valanciunas makes 2-pt shot at rim,2,50-38,,
3:15.0,,,50-41,3,K. Walker makes 3-pt shot from 25 ft
2:55.0,T. Ross makes 2-pt shot from 18 ft,2,52-41,,
2:37.0,,,52-44,3,K. Walker makes 3-pt shot from 25 ft
2:17.0,K. Lowry makes 2-pt shot from 11 ft,2,54-44,,
2:09.0,Personal foul by K. Lowry (drawn by K. Walker),,54-44,,
2:09.0,,,54-44,,M. Belinelli enters the game for T. Graham
2:09.0,C. Joseph enters the game for K. Lowry,,54-44,,
2:01.0,,,54-44,,K. Walker misses 2-pt shot from 19 ft
2:00.0,,,54-44,,Offensive rebound by Team
2:00.0,Personal foul by D. Carroll (drawn by C. Zeller),,54-44,,
1:51.0,,,54-44,,Turnover by K. Walker (bad pass; steal by J. Valanciunas)
1:47.0,T. Ross makes 2-pt shot from 1 ft (assist by C. Joseph),2,56-44,,
1:40.0,Personal foul by J. Valanciunas (drawn by C. Zeller),,56-44,,
1:40.0,,,56-44,,C. Zeller misses free throw 1 of 2
1:40.0,,,56-44,,Offensive rebound by Team
1:40.0,,,56-44,,C. Zeller misses free throw 2 of 2
1:39.0,Defensive rebound by D. Carroll,,56-44,,
1:23.0,D. Carroll makes 2-pt shot from 21 ft (assist by D. DeRozan),2,58-44,,
1:09.0,,,58-44,,M. Williams misses 2-pt shot from 6 ft
1:08.0,,,58-44,,Offensive rebound by C. Zeller
1:05.0,,,58-44,,K. Walker misses 3-pt shot from 25 ft
1:04.0,Defensive rebound by D. Carroll,,58-44,,
0:46.0,Turnover by C. Joseph (bad pass; steal by M. Belinelli),,58-44,,
0:32.0,,,58-44,,Turnover by N. Batum (bad pass; steal by D. DeRozan)
0:23.0,C. Joseph misses 3-pt shot from 22 ft,,58-44,,
0:22.0,,,58-44,,Defensive rebound by M. Belinelli
0:01.0,,,58-44,,K. Walker misses 2-pt shot from 1 ft
0:00.0,Defensive rebound by J. Valanciunas,,58-44,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,,,58-44,,M. Williams misses 2-pt shot from 14 ft
11:42.0,,,58-44,,Offensive rebound by M. Williams
11:40.0,,,58-44,,M. Williams misses 2-pt shot from 1 ft
11:38.0,,,58-44,,Offensive rebound by N. Batum
11:36.0,,,58-46,2,N. Batum makes 2-pt shot from 2 ft
11:20.0,P. Siakam misses 2-pt shot from 3 ft (block by M. Williams),,58-46,,
11:16.0,,,58-46,,Defensive rebound by M. Williams
11:07.0,,,58-46,,Turnover by N. Batum (bad pass; steal by J. Valanciunas)
10:56.0,K. Lowry misses 2-pt shot from 18 ft,,58-46,,
10:55.0,Offensive rebound by P. Siakam,,58-46,,
10:45.0,D. Carroll makes 2-pt shot from 2 ft,2,60-46,,
10:29.0,,,60-48,2,C. Zeller makes 2-pt shot from 12 ft
10:05.0,D. DeRozan misses 3-pt shot from 25 ft,,60-48,,
10:04.0,,,60-48,,Defensive rebound by N. Batum
9:58.0,,,60-48,,Shooting foul by K. Lowry (drawn by K. Walker)
9:58.0,,,60-49,1,K. Walker makes free throw 1 of 2
9:58.0,,,60-50,1,K. Walker makes free throw 2 of 2
9:32.0,K. Lowry misses 3-pt shot from 24 ft,,60-50,,
9:31.0,,,60-50,,Defensive rebound by M. Williams
9:22.0,,,60-50,,C. Zeller misses 2-pt shot from 5 ft (block by J. Valanciunas)
9:20.0,Defensive rebound by J. Valanciunas,,60-50,,
9:17.0,Shooting foul by T. Graham (drawn by K. Lowry),,60-50,,
9:17.0,K. Lowry makes 2-pt shot from 13 ft,2,62-50,,
9:17.0,K. Lowry makes free throw 1 of 1,1,63-50,,
9:05.0,,,63-50,,Turnover by N. Batum (bad pass)
8:42.0,D. DeRozan misses 2-pt shot from 17 ft,,63-50,,
8:40.0,,,63-50,,Defensive rebound by M. Williams
8:32.0,,,63-53,3,N. Batum makes 3-pt shot from 25 ft (assist by K. Walker)
8:05.0,D. Carroll misses 2-pt shot from 4 ft,,63-53,,
8:00.0,Offensive rebound by J. Valanciunas,,63-53,,
8:00.0,J. Valanciunas makes 2-pt shot from 1 ft,2,65-53,,
7:47.0,,,65-56,3,N. Batum makes 3-pt shot from 24 ft (assist by K. Walker)
7:27.0,D. Carroll misses 3-pt shot from 25 ft,,65-56,,
7:26.0,,,65-56,,Defensive rebound by T. Graham
7:19.0,,,65-56,,Shooting foul by P. Siakam (drawn by K. Walker)
7:19.0,,,65-57,1,K. Walker makes free throw 1 of 2
7:19.0,,,65-58,1,K. Walker makes free throw 2 of 2
7:19.0,P. Patterson enters the game for P. Siakam,,65-57,,
7:04.0,K. Lowry misses 2-pt shot from 2 ft,,65-58,,
7:04.0,,,65-58,,Defensive rebound by K. Walker
7:00.0,,,65-58,,Shooting foul by K. Lowry (drawn by K. Walker)
7:00.0,,,65-59,1,K. Walker makes free throw 1 of 2
7:00.0,,,65-59,,K. Walker misses free throw 2 of 2
7:00.0,Defensive rebound by J. Valanciunas,,65-59,,
7:00.0,Toronto full timeout,,65-59,,
7:00.0,C. Joseph enters the game for K. Lowry,,65-59,,
6:44.0,Turnover by D. DeRozan (bad pass),,65-59,,
6:36.0,,,65-59,,Shooting foul by D. Carroll (drawn by N. Batum)
6:36.0,,,65-60,1,N. Batum makes free throw 1 of 2
6:36.0,,,65-60,,N. Batum misses free throw 2 of 2
6:34.0,Defensive rebound by J. Valanciunas,,65-60,,
6:23.0,D. DeRozan makes 2-pt shot from 16 ft (assist by P. Patterson),2,67-60,,
6:07.0,,,67-62,2,C. Zeller makes 2-pt shot at rim (assist by N. Batum)
5:54.0,P. Patterson misses 3-pt shot from 25 ft,,67-62,,
5:52.0,,,67-62,,Defensive rebound by K. Walker
5:38.0,,,67-65,3,M. Williams makes 3-pt shot from 25 ft (assist by K. Walker)
5:37.0,Toronto full timeout,,67-65,,
5:37.0,T. Ross enters the game for D. Carroll,,67-65,,
5:37.0,L. Nogueira enters the game for J. Valanciunas,,67-65,,
5:26.0,D. DeRozan misses 2-pt shot from 1 ft,,67-65,,
5:25.0,,,67-65,,Defensive rebound by C. Zeller
5:19.0,,,67-65,,M. Williams misses 3-pt shot from 25 ft
5:14.0,Defensive rebound by D. DeRozan,,67-65,,
5:07.0,L. Nogueira makes 2-pt shot at rim (assist by D. DeRozan),2,69-65,,
4:51.0,Jump ball: N. Batum vs. T. Ross (P. Patterson gains possession),,,,Jump ball: N. Batum vs. T. Ross (P. Patterson gains possession)
4:51.0,,,69-65,,Turnover by M. Williams (bad pass; steal by T. Ross)
4:45.0,C. Joseph makes 2-pt shot at rim (assist by P. Patterson),2,71-65,,
4:27.0,,,71-67,2,N. Batum makes 2-pt shot from 22 ft (assist by K. Walker)
4:08.0,D. DeRozan makes 2-pt shot from 2 ft,2,73-67,,
3:55.0,,,73-69,2,C. Zeller makes 2-pt shot at rim (assist by N. Batum)
3:40.0,Shooting foul by T. Graham (drawn by D. DeRozan),,73-69,,
3:40.0,D. DeRozan makes 2-pt shot from 14 ft,2,75-69,,
3:40.0,D. DeRozan misses free throw 1 of 1,,75-69,,
3:38.0,,,75-69,,Defensive rebound by K. Walker
3:15.0,,,75-69,,K. Walker misses 3-pt shot from 23 ft
3:15.0,,,75-69,,Offensive rebound by Team
3:15.0,,,75-69,,Turnover by Team (shot clock)
3:07.0,,,75-69,,R. Hibbert enters the game for C. Zeller
3:00.0,Shooting foul by N. Batum (drawn by D. DeRozan),,75-69,,
3:00.0,D. DeRozan makes free throw 1 of 2,1,76-69,,
3:00.0,D. DeRozan makes free throw 2 of 2,1,77-69,,
2:54.0,Personal foul by L. Nogueira (drawn by R. Hibbert),,77-69,,
2:54.0,,,77-70,1,R. Hibbert makes free throw 1 of 2
2:54.0,,,77-71,1,R. Hibbert makes free throw 2 of 2
2:54.0,,,77-70,,M. Belinelli enters the game for T. Graham
2:54.0,,,77-70,,F. Kaminsky enters the game for M. Williams
2:39.0,D. DeRozan makes 2-pt shot from 12 ft,2,79-71,,
2:27.0,,,79-74,3,K. Walker makes 3-pt shot from 26 ft
2:05.0,D. DeRozan misses 2-pt shot from 18 ft,,79-74,,
2:02.0,,,79-74,,Defensive rebound by N. Batum
1:54.0,,,79-77,3,K. Walker makes 3-pt shot from 26 ft
1:38.0,P. Patterson misses 3-pt shot from 25 ft,,79-77,,
1:37.0,,,79-77,,Defensive rebound by K. Walker
1:31.0,,,79-77,,K. Walker misses 3-pt shot from 24 ft
1:29.0,Defensive rebound by D. DeRozan,,79-77,,
1:17.0,D. DeRozan misses 2-pt shot from 4 ft (block by M. Belinelli),,79-77,,
1:16.0,,,79-77,,Defensive rebound by M. Belinelli
1:07.0,,,79-79,2,N. Batum makes 2-pt shot at rim (assist by R. Hibbert)
0:54.0,,,79-79,,Personal foul by M. Belinelli (drawn by D. DeRozan)
0:54.0,Personal foul by D. DeRozan,,79-79,,
0:52.0,,,79-79,,R. Sessions enters the game for N. Batum
0:42.0,D. DeRozan misses 2-pt shot from 15 ft,,79-79,,
0:41.0,,,79-79,,Defensive rebound by K. Walker
0:29.0,,,79-82,3,F. Kaminsky makes 3-pt shot from 25 ft (assist by K. Walker)
0:07.0,L. Nogueira misses 2-pt shot from 16 ft,,79-82,,
0:06.0,,,79-82,,Defensive rebound by R. Sessions
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,P. Patterson misses 2-pt shot from 18 ft,,79-82,,
11:46.0,,,79-82,,Defensive rebound by M. Belinelli
11:32.0,Personal foul by P. Patterson (drawn by R. Hibbert),,79-82,,
11:22.0,,,79-84,2,K. Walker makes 2-pt shot from 1 ft (assist by F. Kaminsky)
11:06.0,C. Joseph misses 2-pt shot from 17 ft,,79-84,,
11:03.0,Offensive rebound by P. Patterson,,79-84,,
10:59.0,K. Lowry misses 3-pt shot from 25 ft,,79-84,,
10:58.0,,,79-84,,Defensive rebound by K. Walker
10:45.0,,,79-84,,F. Kaminsky misses 2-pt shot from 10 ft
10:44.0,,,79-84,,Offensive rebound by R. Hibbert
10:44.0,,,79-86,2,R. Hibbert makes 2-pt shot at rim
10:26.0,Turnover by C. Joseph (bad pass),,79-86,,
10:26.0,,,79-86,,N. Batum enters the game for K. Walker
10:10.0,,,79-89,3,F. Kaminsky makes 3-pt shot from 26 ft (assist by R. Sessions)
9:53.0,C. Joseph makes 2-pt shot from 2 ft,2,81-89,,
9:44.0,Personal foul by P. Patterson (drawn by R. Hibbert),,81-89,,
9:43.0,N. Powell enters the game for T. Ross,,81-89,,
9:31.0,,,81-89,,M. Belinelli misses 2-pt shot from 1 ft
9:30.0,,,81-89,,Offensive rebound by F. Kaminsky
9:30.0,,,81-91,2,F. Kaminsky makes 2-pt shot at rim
9:11.0,L. Nogueira makes 2-pt shot at rim (assist by N. Powell),2,83-91,,
8:57.0,,,83-91,,Turnover by R. Sessions (bad pass; steal by L. Nogueira)
8:39.0,P. Patterson makes 3-pt shot from 25 ft (assist by L. Nogueira),3,86-91,,
8:25.0,,,86-93,2,M. Belinelli makes 2-pt shot at rim
8:25.0,,,86-93,,Shooting foul by C. Joseph (drawn by M. Belinelli)
8:25.0,Official timeout,,86-93,,
8:25.0,,,86-94,1,M. Belinelli makes free throw 1 of 1
8:16.0,K. Lowry misses 3-pt shot from 25 ft,,86-94,,
8:15.0,,,86-94,,Defensive rebound by N. Batum
7:59.0,,,86-94,,M. Belinelli misses 2-pt shot from 18 ft
7:58.0,Defensive rebound by N. Powell,,86-94,,
7:53.0,N. Powell misses 2-pt shot from 1 ft,,86-94,,
7:53.0,Offensive rebound by Team,,86-94,,
7:50.0,Offensive foul by L. Nogueira,,86-94,,
7:50.0,Turnover by L. Nogueira (offensive foul),,86-94,,
7:36.0,,,86-94,,M. Williams enters the game for R. Hibbert
7:36.0,,,86-94,,Offensive foul by N. Batum
7:36.0,,,86-94,,Turnover by N. Batum (offensive foul)
7:24.0,K. Lowry makes 2-pt shot from 2 ft,2,88-94,,
7:00.0,,,88-97,3,M. Belinelli makes 3-pt shot from 25 ft (assist by F. Kaminsky)
6:45.0,K. Lowry makes 2-pt shot from 1 ft,2,90-97,,
6:26.0,,,90-97,,M. Williams misses 3-pt shot from 25 ft
6:24.0,Defensive rebound by C. Joseph,,90-97,,
6:09.0,C. Joseph makes 3-pt shot from 25 ft (assist by K. Lowry),3,93-97,,
6:03.0,,,93-97,,Charlotte full timeout
6:03.0,D. DeRozan enters the game for C. Joseph,,93-97,,
6:03.0,,,93-97,,K. Walker enters the game for F. Kaminsky
6:03.0,,,93-97,,C. Zeller enters the game for R. Sessions
5:59.0,,,93-97,,Turnover by M. Belinelli (bad pass; steal by K. Lowry)
5:55.0,Shooting foul by M. Williams (drawn by K. Lowry),,93-97,,
5:55.0,K. Lowry makes free throw 1 of 2,1,94-97,,
5:55.0,K. Lowry makes free throw 2 of 2,1,95-97,,
5:32.0,,,95-97,,M. Belinelli misses 3-pt shot from 29 ft
5:31.0,Defensive rebound by L. Nogueira,,95-97,,
5:17.0,D. DeRozan makes 2-pt shot from 13 ft (assist by K. Lowry),2,97-97,,
4:54.0,,,97-97,,N. Batum misses 2-pt shot from 18 ft
4:53.0,,,97-97,,Offensive rebound by C. Zeller
4:47.0,,,97-99,2,C. Zeller makes 2-pt shot at rim (assist by N. Batum)
4:25.0,K. Lowry misses 3-pt shot from 28 ft,,97-99,,
4:22.0,,,97-99,,Defensive rebound by M. Williams
4:11.0,,,97-102,3,M. Williams makes 3-pt shot from 25 ft (assist by K. Walker)
4:09.0,Toronto full timeout,,97-102,,
3:58.0,D. DeRozan makes 2-pt shot from 8 ft,2,99-102,,
3:41.0,,,99-102,,M. Belinelli misses 3-pt shot from 25 ft
3:40.0,Defensive rebound by N. Powell,,99-102,,
3:30.0,D. DeRozan makes 2-pt shot from 18 ft,2,101-102,,
3:07.0,,,101-102,,C. Zeller misses 2-pt shot from 6 ft
3:06.0,Defensive rebound by N. Powell,,101-102,,
2:55.0,D. DeRozan misses 2-pt shot from 1 ft,,101-102,,
2:53.0,Offensive rebound by P. Patterson,,101-102,,
2:53.0,P. Patterson misses 2-pt shot at rim,,101-102,,
2:52.0,Offensive rebound by L. Nogueira,,101-102,,
