time,San Antonio,pts.away,score,pts.home,Phoenix
3:10.0,K. Leonard makes 2-pt shot from 3 ft (assist by K. Anderson),2,52-43,,
3:10.0,Shooting foul by M. Chriss (drawn by K. Leonard),,52-43,,
3:10.0,K. Leonard makes free throw 1 of 1,1,53-43,,
3:02.0,Personal block foul by J. Simmons (drawn by E. Bledsoe),,53-43,,
3:02.0,,,53-43,,E. Bledsoe misses free throw 1 of 2
3:02.0,,,53-43,,Offensive rebound by Team
3:02.0,,,53-44,1,E. Bledsoe makes free throw 2 of 2
3:02.0,D. Green enters the game for D. Bertans,,53-43,,
3:02.0,,,53-43,,P. Tucker enters the game for M. Chriss
2:50.0,,,53-44,,Personal foul by P. Tucker (drawn by K. Leonard)
2:50.0,Official timeout,,53-44,,
2:50.0,T. Parker enters the game for K. Anderson,,53-44,,
2:40.0,Turnover by K. Leonard (step out of bounds),,53-44,,
2:24.0,,,53-46,2,E. Bledsoe makes 2-pt shot from 6 ft
2:04.0,K. Leonard makes 2-pt shot at rim,2,55-46,,
1:41.0,Personal foul by J. Simmons (drawn by D. Booker),,55-46,,
1:41.0,,,55-47,1,D. Booker makes free throw 1 of 2
1:41.0,,,55-48,1,D. Booker makes free throw 2 of 2
1:24.0,,,55-48,,Personal foul by P. Tucker (drawn by P. Gasol)
1:24.0,K. Anderson enters the game for J. Simmons,,55-48,,
1:19.0,Shooting foul by E. Bledsoe (drawn by T. Parker),,55-48,,
1:19.0,T. Parker makes free throw 1 of 2,1,56-48,,
1:19.0,T. Parker misses free throw 2 of 2,,56-48,,
1:18.0,,,56-48,,Defensive rebound by E. Bledsoe
1:03.0,Personal foul by D. Green (drawn by E. Bledsoe),,56-48,,
1:03.0,,,56-49,1,E. Bledsoe makes free throw 1 of 2
1:03.0,,,56-49,,E. Bledsoe misses free throw 2 of 2
1:02.0,Defensive rebound by P. Gasol,,56-49,,
0:50.0,K. Leonard makes 2-pt shot from 1 ft,2,58-49,,
0:37.0,,,58-49,,E. Bledsoe misses 3-pt shot from 25 ft
0:33.0,Defensive rebound by P. Gasol,,58-49,,
0:29.0,K. Leonard misses 3-pt shot from 25 ft,,58-49,,
0:23.0,,,58-49,,Defensive rebound by E. Bledsoe
0:08.0,,,58-49,,Shooting foul by P. Gasol (drawn by D. Booker)
0:08.0,,,58-50,1,D. Booker makes free throw 1 of 2
0:08.0,,,58-51,1,D. Booker makes free throw 2 of 2
0:08.0,D. Bertans enters the game for K. Anderson,,58-50,,
0:08.0,,,58-50,,T. Ulis enters the game for E. Bledsoe
0:01.0,D. Bertans misses 3-pt shot from 25 ft,,58-51,,
0:00.0,,,58-51,,Defensive rebound by T. Chandler
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:34.0,,,58-51,,E. Bledsoe misses 3-pt shot from 27 ft
11:31.0,,,58-51,,Offensive rebound by M. Chriss
11:27.0,,,58-54,3,D. Booker makes 3-pt shot from 25 ft (assist by E. Bledsoe)
11:04.0,K. Leonard misses 2-pt shot from 19 ft,,58-54,,
11:02.0,,,58-54,,Defensive rebound by E. Bledsoe
10:59.0,,,58-56,2,D. Booker makes 2-pt shot from 2 ft (assist by E. Bledsoe)
10:59.0,San Antonio full timeout,,58-56,,
10:44.0,P. Gasol misses 2-pt shot from 2 ft,,58-56,,
10:41.0,,,58-56,,Defensive rebound by T. Chandler
10:39.0,,,58-56,,E. Bledsoe misses 2-pt shot from 3 ft
10:35.0,Defensive rebound by P. Gasol,,58-56,,
10:25.0,K. Leonard makes 2-pt shot from 2 ft,2,60-56,,
10:25.0,Shooting foul by T. Chandler (drawn by K. Leonard),,60-56,,
10:25.0,K. Leonard makes free throw 1 of 1,1,61-56,,
10:13.0,,,61-56,,D. Booker misses 2-pt shot from 12 ft
10:10.0,Defensive rebound by P. Gasol,,61-56,,
10:08.0,Shooting foul by T. Warren (drawn by T. Parker),,61-56,,
10:08.0,T. Parker misses free throw 1 of 2,,61-56,,
10:08.0,Offensive rebound by Team,,61-56,,
10:08.0,T. Parker makes free throw 2 of 2,1,62-56,,
9:52.0,,,62-58,2,D. Booker makes 2-pt shot from 9 ft
9:30.0,L. Aldridge makes 3-pt shot from 23 ft (assist by K. Leonard),3,65-58,,
9:11.0,,,65-58,,M. Chriss misses 2-pt shot from 2 ft
9:08.0,Defensive rebound by P. Gasol,,65-58,,
8:56.0,K. Leonard misses 2-pt shot from 16 ft,,65-58,,
8:53.0,,,65-58,,Defensive rebound by T. Chandler
8:50.0,,,65-60,2,T. Warren makes 2-pt shot from 1 ft (assist by E. Bledsoe)
8:30.0,L. Aldridge misses 2-pt shot from 5 ft,,65-60,,
8:27.0,,,65-60,,Defensive rebound by T. Chandler
8:20.0,,,65-60,,D. Booker misses 3-pt shot from 25 ft
8:18.0,Defensive rebound by P. Gasol,,65-60,,
8:12.0,,,65-60,,Personal foul by M. Chriss (drawn by L. Aldridge)
8:12.0,,,65-60,,A. Len enters the game for M. Chriss
8:09.0,,,65-60,,Personal foul by A. Len (drawn by L. Aldridge)
7:54.0,L. Aldridge misses 2-pt shot from 17 ft,,65-60,,
7:51.0,,,65-60,,Defensive rebound by A. Len
7:44.0,,,65-62,2,T. Warren makes 2-pt shot at rim
7:31.0,K. Leonard makes 2-pt shot from 3 ft,2,67-62,,
7:12.0,,,67-64,2,T. Warren makes 2-pt shot from 13 ft
6:51.0,K. Leonard makes 2-pt shot from 2 ft,2,69-64,,
6:51.0,Shooting foul by T. Warren (drawn by K. Leonard),,69-64,,
6:51.0,K. Leonard makes free throw 1 of 1,1,70-64,,
6:51.0,M. Ginobili enters the game for D. Green,,69-64,,
6:40.0,,,70-64,,T. Warren misses 2-pt shot from 15 ft
6:37.0,Defensive rebound by M. Ginobili,,70-64,,
6:23.0,K. Leonard makes 2-pt shot from 16 ft,2,72-64,,
6:22.0,,,72-64,,Phoenix full timeout
6:22.0,D. Dedmon enters the game for P. Gasol,,72-64,,
6:09.0,,,72-67,3,D. Booker makes 3-pt shot from 23 ft (assist by E. Bledsoe)
5:44.0,M. Ginobili misses 3-pt shot from 25 ft,,72-67,,
5:42.0,Offensive rebound by L. Aldridge,,72-67,,
5:40.0,L. Aldridge makes 2-pt shot from 1 ft,2,74-67,,
5:25.0,,,74-67,,D. Booker misses 2-pt shot from 14 ft
5:24.0,,,74-67,,Offensive rebound by T. Chandler
5:18.0,,,74-67,,Offensive foul by D. Booker
5:18.0,,,74-67,,Turnover by D. Booker (offensive foul)
5:18.0,D. Green enters the game for M. Ginobili,,74-67,,
5:08.0,,,74-67,,Personal foul by T. Warren
5:08.0,K. Leonard makes free throw 1 of 2,1,75-67,,
5:08.0,K. Leonard makes free throw 2 of 2,1,76-67,,
5:08.0,,,75-67,,P. Tucker enters the game for T. Warren
5:08.0,P. Gasol enters the game for L. Aldridge,,75-67,,
4:45.0,,,76-67,,A. Len misses 3-pt shot from 22 ft
4:42.0,Defensive rebound by D. Dedmon,,76-67,,
4:26.0,D. Green misses 3-pt shot from 26 ft,,76-67,,
4:25.0,,,76-67,,Defensive rebound by Team
4:25.0,M. Ginobili enters the game for K. Leonard,,76-67,,
4:11.0,,,76-67,,E. Bledsoe misses 2-pt shot from 8 ft
4:09.0,,,76-67,,Offensive rebound by T. Chandler
4:09.0,,,76-67,,T. Chandler misses 2-pt shot from 2 ft
4:06.0,Defensive rebound by D. Green,,76-67,,
3:56.0,Turnover by D. Dedmon (3 sec),,76-67,,
3:56.0,,,76-67,,D. Bender enters the game for A. Len
3:56.0,J. Simmons enters the game for T. Parker,,76-67,,
3:34.0,,,76-67,,T. Chandler misses 2-pt shot from 5 ft
3:30.0,Defensive rebound by J. Simmons,,76-67,,
3:20.0,J. Simmons misses 2-pt shot from 22 ft,,76-67,,
3:17.0,,,76-67,,Defensive rebound by T. Chandler
3:13.0,,,76-67,,E. Bledsoe misses 2-pt shot from 21 ft
3:09.0,,,76-67,,Offensive rebound by E. Bledsoe
3:06.0,,,76-70,3,D. Bender makes 3-pt shot from 26 ft (assist by E. Bledsoe)
2:44.0,J. Simmons misses 2-pt shot from 2 ft,,76-70,,
2:42.0,,,76-70,,Defensive rebound by T. Chandler
2:39.0,,,76-70,,A. Len enters the game for T. Chandler
2:34.0,,,76-70,,D. Booker misses 2-pt shot from 11 ft
2:31.0,Defensive rebound by J. Simmons,,76-70,,
2:12.0,P. Gasol makes 2-pt shot from 13 ft,2,78-70,,
2:05.0,Jump ball: E. Bledsoe vs. D. Dedmon (M. Ginobili gains possession),,,,Jump ball: E. Bledsoe vs. D. Dedmon (M. Ginobili gains possession)
2:05.0,,,78-70,,Turnover by E. Bledsoe (lost ball; steal by D. Dedmon)
1:39.0,J. Simmons makes 3-pt shot from 24 ft (assist by P. Gasol),3,81-70,,
1:19.0,,,81-70,,D. Booker misses 2-pt shot from 1 ft
1:17.0,,,81-70,,Offensive rebound by D. Booker
1:17.0,,,81-72,2,D. Booker makes 2-pt shot from 2 ft
1:11.0,D. Green makes 2-pt shot from 1 ft (assist by M. Ginobili),2,83-72,,
0:56.0,,,83-75,3,D. Bender makes 3-pt shot from 26 ft (assist by E. Bledsoe)
0:40.0,,,83-75,,Personal foul by A. Len (drawn by P. Gasol)
0:40.0,P. Gasol misses free throw 1 of 2,,83-75,,
0:40.0,Offensive rebound by Team,,83-75,,
0:40.0,P. Gasol misses free throw 2 of 2,,83-75,,
0:39.0,,,83-75,,Defensive rebound by P. Tucker
0:26.0,,,83-77,2,E. Bledsoe makes 2-pt shot from 18 ft
0:05.0,M. Ginobili makes 2-pt shot from 2 ft,2,85-77,,
0:00.0,,,85-80,3,P. Tucker makes 3-pt shot from 23 ft (assist by E. Bledsoe)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
12:00.0,Violation by Team (jump ball),,85-80,,
11:45.0,Turnover by K. Leonard (lost ball; steal by P. Tucker),,85-80,,
11:44.0,Personal foul by K. Leonard (drawn by P. Tucker),,85-80,,
11:30.0,,,85-82,2,T. Ulis makes 2-pt shot from 13 ft
11:06.0,L. Aldridge misses 2-pt shot from 15 ft,,85-82,,
11:04.0,,,85-82,,Defensive rebound by A. Len
10:53.0,,,85-82,,D. Bender misses 2-pt shot from 8 ft
10:48.0,Defensive rebound by D. Lee,,85-82,,
10:43.0,Turnover by T. Parker (lost ball; steal by P. Tucker),,85-82,,
10:42.0,Personal take foul by J. Simmons (drawn by P. Tucker),,85-82,,
10:42.0,B. Forbes enters the game for T. Parker,,85-82,,
10:30.0,,,85-82,,P. Tucker misses 3-pt shot from 25 ft
10:28.0,,,85-82,,Offensive rebound by A. Len
10:21.0,,,85-82,,Shooting foul by J. Simmons (drawn by D. Booker)
10:21.0,,,85-83,1,D. Booker makes free throw 1 of 2
10:21.0,,,85-84,1,D. Booker makes free throw 2 of 2
10:21.0,D. Green enters the game for J. Simmons,,85-83,,
10:00.0,L. Aldridge misses 2-pt shot at rim,,85-84,,
9:57.0,,,85-84,,Defensive rebound by D. Bender
9:55.0,,,85-84,,Shooting foul by B. Forbes (drawn by D. Booker)
9:55.0,,,85-85,1,D. Booker makes free throw 1 of 2
9:55.0,,,85-86,1,D. Booker makes free throw 2 of 2
9:43.0,K. Leonard misses 2-pt shot from 8 ft,,85-86,,
9:40.0,,,85-86,,Defensive rebound by P. Tucker
9:35.0,,,85-88,2,T. Ulis makes 2-pt shot from 2 ft (assist by P. Tucker)
9:15.0,D. Green misses 3-pt shot from 25 ft,,85-88,,
9:13.0,Offensive rebound by D. Lee,,85-88,,
9:04.0,Shooting foul by D. Bender (drawn by K. Leonard),,85-88,,
9:04.0,K. Leonard misses free throw 1 of 2,,85-88,,
9:04.0,Offensive rebound by Team,,85-88,,
9:04.0,K. Leonard makes free throw 2 of 2,1,86-88,,
9:04.0,T. Parker enters the game for B. Forbes,,85-88,,
8:51.0,,,86-90,2,D. Booker makes 2-pt shot from 1 ft
8:34.0,,,86-90,,Personal foul by T. Ulis (drawn by T. Parker)
8:34.0,Official timeout,,86-90,,
8:25.0,San Antonio full timeout,,86-90,,
8:19.0,K. Leonard misses 2-pt shot from 17 ft,,86-90,,
8:17.0,,,86-90,,Defensive rebound by D. Bender
8:08.0,,,86-90,,Shooting foul by L. Aldridge (drawn by A. Len)
8:08.0,,,86-91,1,A. Len makes free throw 1 of 2
8:08.0,,,86-92,1,A. Len makes free throw 2 of 2
7:50.0,K. Leonard misses 3-pt shot from 25 ft,,86-92,,
7:47.0,,,86-92,,Defensive rebound by D. Bender
7:32.0,,,86-92,,D. Booker misses 2-pt shot from 18 ft
7:29.0,Defensive rebound by D. Green,,86-92,,
7:16.0,,,86-92,,Personal foul by D. Booker (drawn by T. Parker)
7:16.0,M. Ginobili enters the game for K. Leonard,,86-92,,
7:01.0,D. Green misses 3-pt shot from 25 ft,,86-92,,
6:59.0,,,86-92,,Defensive rebound by D. Bender
6:49.0,,,86-94,2,D. Booker makes 2-pt shot at rim (assist by D. Bender)
6:27.0,D. Lee makes 2-pt shot from 11 ft (assist by T. Parker),2,88-94,,
5:59.0,,,88-94,,P. Tucker misses 3-pt shot from 26 ft
5:57.0,,,88-94,,Offensive rebound by D. Booker
5:50.0,,,88-96,2,D. Booker makes 2-pt shot from 17 ft
5:22.0,M. Ginobili makes 3-pt shot from 25 ft,3,91-96,,
5:02.0,,,91-98,2,T. Ulis makes 2-pt shot from 13 ft
4:49.0,Shooting foul by D. Bender (drawn by M. Ginobili),,91-98,,
4:49.0,,,91-98,,Phoenix full timeout
4:49.0,M. Ginobili makes free throw 1 of 3,1,92-98,,
4:49.0,M. Ginobili makes free throw 2 of 3,1,93-98,,
4:49.0,M. Ginobili makes free throw 3 of 3,1,94-98,,
4:49.0,P. Gasol enters the game for L. Aldridge,,91-98,,
4:49.0,K. Leonard enters the game for D. Green,,91-98,,
4:33.0,,,94-98,,Offensive foul by T. Ulis
4:33.0,,,94-98,,Turnover by T. Ulis (offensive foul)
4:33.0,,,94-98,,E. Bledsoe enters the game for T. Ulis
4:33.0,L. Aldridge enters the game for D. Lee,,94-98,,
4:33.0,,,94-98,,T. Chandler enters the game for A. Len
