time,New Orleans,pts.away,score,pts.home,Utah
3:38.0,A. Davis misses free throw 1 of 2,,15-24,,
3:38.0,Offensive rebound by Team,,15-24,,
3:38.0,A. Davis misses free throw 2 of 2,,15-24,,
3:37.0,,,15-24,,Defensive rebound by R. Gobert
3:17.0,,,15-24,,J. Johnson misses 3-pt shot from 25 ft
3:16.0,Defensive rebound by A. Davis,,15-24,,
3:11.0,Turnover by A. Davis (bad pass),,15-24,,
2:48.0,,,15-24,,G. Hill misses 2-pt shot from 10 ft
2:48.0,Defensive rebound by E. Moore,,15-24,,
2:40.0,E. Moore makes 2-pt shot from 2 ft,2,17-24,,
2:20.0,,,17-24,,R. Gobert misses 2-pt shot from 2 ft
2:19.0,,,17-24,,Offensive rebound by D. Exum
2:16.0,,,17-24,,D. Exum misses 2-pt shot from 2 ft
2:15.0,Defensive rebound by D. Cunningham,,17-24,,
2:06.0,E. Moore misses 3-pt shot from 23 ft,,17-24,,
2:05.0,,,17-24,,Defensive rebound by R. Gobert
1:59.0,Personal foul by J. Crawford (drawn by J. Johnson),,17-24,,
1:59.0,S. Hill enters the game for D. Cunningham,,17-24,,
1:59.0,T. Frazier enters the game for A. Davis,,17-24,,
1:59.0,A. Ajinca enters the game for J. Holiday,,17-24,,
1:59.0,,,17-24,,R. Neto enters the game for G. Hill
1:59.0,,,17-24,,R. Hood enters the game for J. Ingles
1:58.0,,,17-24,,J. Withey enters the game for R. Gobert
1:53.0,,,17-24,,R. Hood misses 2-pt shot from 2 ft
1:51.0,Defensive rebound by Team,,17-24,,
1:32.0,Shooting foul by J. Johnson (drawn by J. Crawford),,17-24,,
1:32.0,J. Crawford makes free throw 1 of 2,1,18-24,,
1:32.0,J. Crawford makes free throw 2 of 2,1,19-24,,
1:07.0,,,19-26,2,J. Johnson makes 2-pt shot from 9 ft
0:56.0,A. Ajinca makes 2-pt shot from 4 ft,2,21-26,,
0:37.0,,,21-28,2,D. Exum makes 2-pt shot from 3 ft
0:18.0,A. Ajinca misses 2-pt shot from 2 ft,,21-28,,
0:17.0,,,21-28,,Defensive rebound by J. Johnson
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:52.0,Personal foul by E. Moore (drawn by R. Hood),,21-28,,
11:45.0,,,21-31,3,R. Neto makes 3-pt shot from 24 ft (assist by J. Johnson)
11:27.0,J. Crawford misses 2-pt shot from 14 ft,,21-31,,
11:26.0,,,21-31,,Defensive rebound by R. Hood
11:17.0,,,21-31,,R. Hood misses 2-pt shot from 2 ft
11:16.0,,,21-31,,Offensive rebound by R. Hood
11:13.0,,,21-31,,R. Hood misses 2-pt shot from 3 ft
11:12.0,,,21-31,,Offensive rebound by J. Withey
11:12.0,,,21-31,,J. Withey misses 2-pt shot from 3 ft
11:11.0,,,21-31,,Offensive rebound by J. Withey
11:07.0,,,21-33,2,J. Withey makes 2-pt shot from 2 ft
11:01.0,,,21-33,,Personal foul by R. Neto (drawn by T. Frazier)
10:53.0,Turnover by A. Ajinca (lost ball; steal by J. Withey),,21-33,,
10:43.0,,,21-33,,R. Neto misses 3-pt shot from 23 ft
10:43.0,,,21-33,,Offensive rebound by J. Withey
10:39.0,Personal foul by J. Crawford (drawn by J. Johnson),,21-33,,
10:23.0,,,21-36,3,R. Hood makes 3-pt shot from 25 ft (assist by D. Exum)
10:18.0,New Orleans full timeout,,21-36,,
10:18.0,A. Davis enters the game for A. Ajinca,,21-36,,
10:18.0,J. Holiday enters the game for J. Crawford,,21-36,,
10:18.0,,,21-36,,B. Diaw enters the game for J. Johnson
10:12.0,,,21-36,,Personal foul by J. Withey (drawn by A. Davis)
10:04.0,A. Davis misses 2-pt shot from 2 ft (block by B. Diaw),,21-36,,
10:04.0,,,21-36,,Defensive rebound by B. Diaw
9:48.0,,,21-39,3,R. Hood makes 3-pt shot from 25 ft (assist by B. Diaw)
9:33.0,J. Holiday makes 2-pt shot from 21 ft,2,23-39,,
9:11.0,,,23-39,,Turnover by R. Hood (traveling)
9:11.0,D. Cunningham enters the game for S. Hill,,23-39,,
9:01.0,A. Davis makes 2-pt shot from 18 ft,2,25-39,,
8:40.0,,,25-39,,D. Exum misses 2-pt shot from 2 ft
8:39.0,Defensive rebound by A. Davis,,25-39,,
8:36.0,A. Davis makes 2-pt shot from 2 ft (assist by T. Frazier),2,27-39,,
8:36.0,Shooting foul by J. Withey (drawn by A. Davis),,27-39,,
8:36.0,A. Davis makes free throw 1 of 1,1,28-39,,
8:36.0,S. Hill enters the game for T. Frazier,,27-39,,
8:36.0,,,27-39,,G. Hill enters the game for R. Neto
8:36.0,,,27-39,,R. Gobert enters the game for J. Withey
8:36.0,,,27-39,,J. Ingles enters the game for R. Hood
8:15.0,,,28-39,,D. Exum misses 2-pt shot from 2 ft
8:15.0,Defensive rebound by A. Davis,,28-39,,
8:07.0,A. Davis makes 2-pt shot from 18 ft (assist by J. Holiday),2,30-39,,
7:42.0,,,30-41,2,B. Diaw makes 2-pt shot from 1 ft
7:24.0,A. Davis makes 2-pt shot from 13 ft,2,32-41,,
7:24.0,Shooting foul by D. Exum (drawn by A. Davis),,32-41,,
7:24.0,A. Davis makes free throw 1 of 1,1,33-41,,
7:24.0,,,32-41,,S. Mack enters the game for D. Exum
7:05.0,,,33-44,3,J. Ingles makes 3-pt shot from 24 ft (assist by B. Diaw)
6:47.0,E. Moore misses 2-pt shot from 5 ft,,33-44,,
6:47.0,,,33-44,,Defensive rebound by S. Mack
6:28.0,,,33-47,3,J. Ingles makes 3-pt shot from 23 ft (assist by B. Diaw)
6:13.0,J. Holiday makes 2-pt shot from 16 ft,2,35-47,,
5:55.0,,,35-47,,J. Ingles misses 2-pt shot from 3 ft
5:55.0,,,35-47,,Offensive rebound by R. Gobert
5:55.0,,,35-47,,R. Gobert misses 2-pt shot from 2 ft
5:55.0,,,35-47,,Offensive rebound by Team
5:55.0,Personal foul by E. Moore (drawn by R. Gobert),,35-47,,
5:55.0,Official timeout,,35-47,,
5:55.0,J. Crawford enters the game for E. Moore,,35-47,,
5:48.0,,,35-47,,S. Mack misses 3-pt shot from 25 ft
5:48.0,Defensive rebound by S. Hill,,35-47,,
5:35.0,Shooting foul by R. Gobert (drawn by A. Davis),,35-47,,
5:35.0,A. Davis makes free throw 1 of 2,1,36-47,,
5:35.0,A. Davis makes free throw 2 of 2,1,37-47,,
5:21.0,,,37-47,,G. Hill misses 3-pt shot from 25 ft
5:21.0,Defensive rebound by A. Davis,,37-47,,
5:09.0,J. Holiday makes 2-pt shot from 6 ft,2,39-47,,
4:51.0,,,39-49,2,G. Hill makes 2-pt shot from 4 ft (assist by B. Diaw)
4:34.0,Turnover by J. Holiday (lost ball; steal by B. Diaw),,39-49,,
4:30.0,,,39-49,,Turnover by G. Hill (bad pass; steal by A. Davis)
4:21.0,A. Davis makes 2-pt shot from 21 ft,2,41-49,,
4:16.0,,,41-49,,Utah full timeout
4:16.0,,,41-49,,J. Johnson enters the game for S. Mack
4:16.0,,,41-49,,R. Hood enters the game for B. Diaw
4:05.0,,,41-49,,J. Johnson misses 2-pt shot from 6 ft
4:05.0,Defensive rebound by A. Davis,,41-49,,
3:52.0,J. Crawford makes 2-pt shot at rim (assist by A. Davis),2,43-49,,
3:36.0,,,43-49,,J. Ingles misses 2-pt shot from 2 ft (block by A. Davis)
3:34.0,,,43-49,,Offensive rebound by J. Johnson
3:32.0,,,43-51,2,R. Gobert makes 2-pt shot from 2 ft (assist by J. Johnson)
3:09.0,D. Cunningham makes 3-pt shot from 23 ft (assist by J. Holiday),3,46-51,,
2:44.0,,,46-54,3,G. Hill makes 3-pt shot from 23 ft (assist by J. Johnson)
2:30.0,J. Crawford misses 2-pt shot from 11 ft,,46-54,,
2:30.0,,,46-54,,Defensive rebound by J. Ingles
2:24.0,,,46-54,,Turnover by J. Ingles (bad pass; steal by J. Holiday)
2:24.0,,,46-54,,Clear path foul by J. Ingles
2:24.0,J. Holiday misses clear path free throw 1 of 2,,46-54,,
2:24.0,Offensive rebound by Team,,46-54,,
2:24.0,J. Holiday misses clear path free throw 2 of 2,,46-54,,
2:24.0,Offensive rebound by Team,,46-54,,
2:14.0,A. Davis misses 2-pt shot from 3 ft (block by R. Gobert),,46-54,,
2:14.0,,,46-54,,Defensive rebound by Team
2:00.0,,,46-54,,Shooting foul by J. Holiday (drawn by R. Hood)
2:00.0,,,46-54,,R. Hood misses free throw 1 of 2
2:00.0,,,46-54,,Offensive rebound by Team
2:00.0,,,46-54,,R. Hood misses free throw 2 of 2
1:59.0,Defensive rebound by J. Holiday,,46-54,,
1:54.0,J. Crawford makes 3-pt shot from 23 ft (assist by J. Holiday),3,49-54,,
1:31.0,,,49-54,,Turnover by J. Johnson (bad pass; steal by A. Davis)
1:17.0,A. Davis makes 2-pt shot from 14 ft,2,51-54,,
1:16.0,,,51-54,,Utah full timeout
1:00.0,,,51-56,2,R. Gobert makes 2-pt shot at rim (assist by R. Hood)
0:50.0,A. Davis misses 3-pt shot from 25 ft,,51-56,,
0:50.0,,,51-56,,Defensive rebound by J. Ingles
0:40.0,,,51-56,,J. Ingles misses 2-pt shot from 11 ft
0:39.0,Defensive rebound by S. Hill,,51-56,,
0:25.0,S. Hill misses 3-pt shot from 24 ft,,51-56,,
0:24.0,,,51-56,,Defensive rebound by R. Hood
0:00.0,,,51-56,,R. Hood misses 2-pt shot from 7 ft
0:00.0,,,51-56,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,,,51-58,2,R. Hood makes 2-pt shot from 18 ft (assist by R. Gobert)
11:26.0,T. Frazier misses 3-pt shot from 25 ft,,51-58,,
11:26.0,,,51-58,,Defensive rebound by R. Hood
11:12.0,,,51-58,,G. Hill misses 2-pt shot from 16 ft
11:11.0,Defensive rebound by D. Cunningham,,51-58,,
11:03.0,A. Davis makes 2-pt shot from 20 ft (assist by T. Frazier),2,53-58,,
10:37.0,,,53-58,,R. Gobert misses 2-pt shot from 4 ft (block by A. Davis)
10:34.0,Defensive rebound by A. Davis,,53-58,,
10:31.0,T. Frazier makes 2-pt shot from 2 ft (assist by A. Davis),2,55-58,,
10:16.0,,,55-58,,Turnover by J. Ingles (lost ball; steal by T. Frazier)
9:59.0,,,55-58,,Personal foul by R. Hood (drawn by T. Frazier)
9:51.0,A. Davis misses 2-pt shot from 10 ft,,55-58,,
9:50.0,Offensive rebound by A. Davis,,55-58,,
9:47.0,A. Davis makes 2-pt shot from 1 ft,2,57-58,,
9:29.0,,,57-58,,Shooting foul by D. Cunningham (drawn by R. Gobert)
9:29.0,,,57-59,1,R. Gobert makes free throw 1 of 2
9:29.0,,,57-59,,R. Gobert misses free throw 2 of 2
9:28.0,Defensive rebound by D. Cunningham,,57-59,,
9:22.0,T. Frazier makes 2-pt shot from 2 ft,2,59-59,,
9:01.0,,,59-59,,B. Diaw misses 3-pt shot from 25 ft
9:01.0,Defensive rebound by S. Hill,,59-59,,
8:47.0,J. Holiday misses 2-pt shot from 3 ft,,59-59,,
8:47.0,Offensive rebound by S. Hill,,59-59,,
8:47.0,S. Hill makes 2-pt shot from 2 ft,2,61-59,,
8:47.0,,,61-59,,Utah full timeout
8:47.0,,,61-59,,J. Johnson enters the game for B. Diaw
8:22.0,,,61-59,,G. Hill misses 3-pt shot from 23 ft (block by J. Holiday)
8:22.0,,,61-59,,Offensive rebound by Team
8:22.0,,,61-59,,Turnover by Team (shot clock)
8:10.0,J. Holiday misses 3-pt shot from 25 ft,,61-59,,
8:09.0,,,61-59,,Defensive rebound by J. Johnson
7:56.0,,,61-61,2,R. Gobert makes 2-pt shot from 2 ft (assist by J. Ingles)
7:32.0,J. Holiday makes 2-pt shot from 3 ft,2,63-61,,
7:20.0,,,63-61,,Shooting foul by A. Davis (drawn by R. Gobert)
7:20.0,,,63-61,,R. Gobert misses free throw 1 of 2
7:20.0,,,63-61,,Offensive rebound by Team
7:20.0,,,63-62,1,R. Gobert makes free throw 2 of 2
7:20.0,,,63-61,,D. Exum enters the game for R. Hood
7:03.0,J. Holiday misses 3-pt shot from 26 ft,,63-62,,
7:03.0,,,63-62,,Defensive rebound by R. Gobert
6:47.0,,,63-65,3,G. Hill makes 3-pt shot from 23 ft (assist by D. Exum)
6:43.0,New Orleans full timeout,,63-65,,
6:43.0,E. Moore enters the game for T. Frazier,,63-65,,
6:30.0,E. Moore misses 3-pt shot from 25 ft,,63-65,,
6:29.0,,,63-65,,Defensive rebound by G. Hill
6:12.0,,,63-67,2,R. Gobert makes 2-pt shot at rim (assist by J. Ingles)
5:56.0,Shooting foul by G. Hill (drawn by D. Cunningham),,63-67,,
5:56.0,D. Cunningham makes free throw 1 of 2,1,64-67,,
5:56.0,D. Cunningham makes free throw 2 of 2,1,65-67,,
5:40.0,,,65-67,,J. Ingles misses 2-pt shot from 3 ft (block by A. Davis)
5:39.0,,,65-67,,Offensive rebound by J. Ingles
5:39.0,,,65-67,,Turnover by J. Ingles (bad pass)
5:26.0,A. Davis misses 2-pt shot from 6 ft,,65-67,,
5:25.0,,,65-67,,Defensive rebound by R. Gobert
5:09.0,,,65-70,3,J. Johnson makes 3-pt shot from 23 ft (assist by G. Hill)
4:48.0,D. Cunningham misses 2-pt shot from 18 ft,,65-70,,
4:47.0,,,65-70,,Defensive rebound by R. Gobert
4:38.0,,,65-73,3,J. Ingles makes 3-pt shot from 24 ft (assist by G. Hill)
4:22.0,D. Cunningham misses 3-pt shot from 24 ft,,65-73,,
4:22.0,,,65-73,,Defensive rebound by D. Exum
4:08.0,Personal foul by S. Hill (drawn by J. Ingles),,65-73,,
4:08.0,,,65-73,,R. Hood enters the game for J. Ingles
4:08.0,J. Crawford enters the game for S. Hill,,65-73,,
3:57.0,,,65-73,,R. Hood misses 2-pt shot from 14 ft
3:56.0,Defensive rebound by A. Davis,,65-73,,
3:56.0,,,65-73,,Loose ball foul by R. Gobert (drawn by A. Davis)
3:47.0,J. Crawford misses 2-pt shot from 19 ft,,65-73,,
3:46.0,,,65-73,,Defensive rebound by J. Johnson
3:37.0,,,65-73,,J. Johnson misses 2-pt shot from 18 ft
3:35.0,Defensive rebound by A. Davis,,65-73,,
3:32.0,Turnover by E. Moore (traveling),,65-73,,
3:32.0,,,65-73,,R. Neto enters the game for G. Hill
3:15.0,,,65-73,,Turnover by R. Gobert (3 sec)
3:15.0,T. Frazier enters the game for J. Holiday,,65-73,,
2:54.0,A. Davis misses 2-pt shot from 13 ft,,65-73,,
2:53.0,,,65-73,,Defensive rebound by R. Gobert
2:43.0,Def 3 sec tech foul by A. Davis,,65-73,,
2:43.0,,,65-74,1,J. Johnson makes technical free throw
2:36.0,,,65-76,2,R. Neto makes 2-pt shot from 2 ft
2:23.0,J. Crawford misses 2-pt shot from 7 ft,,65-76,,
2:23.0,,,65-76,,Defensive rebound by Team
2:23.0,Loose ball foul by D. Cunningham (drawn by R. Gobert),,65-76,,
2:10.0,,,65-78,2,R. Gobert makes 2-pt shot at rim (assist by R. Neto)
1:48.0,D. Cunningham makes 3-pt shot from 24 ft (assist by E. Moore),3,68-78,,
1:34.0,,,68-78,,J. Johnson misses 2-pt shot from 14 ft
1:34.0,Defensive rebound by T. Frazier,,68-78,,
1:26.0,J. Crawford misses 3-pt shot from 25 ft,,68-78,,
1:25.0,,,68-78,,Defensive rebound by J. Johnson
1:21.0,,,68-78,,J. Withey enters the game for R. Gobert
1:21.0,A. Ajinca enters the game for A. Davis,,68-78,,
1:10.0,S. Hill enters the game for D. Cunningham,,68-78,,
1:03.0,,,68-78,,D. Exum misses 2-pt shot from 2 ft (block by A. Ajinca)
1:01.0,Defensive rebound by T. Frazier,,68-78,,
0:57.0,S. Hill makes 3-pt shot from 25 ft (assist by T. Frazier),3,71-78,,
0:40.0,,,71-81,3,J. Johnson makes 3-pt shot from 24 ft (assist by R. Neto)
0:27.0,T. Frazier misses 2-pt shot from 3 ft,,71-81,,
0:27.0,Offensive rebound by Team,,71-81,,
0:27.0,,,71-81,,Personal foul by R. Neto (drawn by A. Ajinca)
0:17.0,J. Crawford misses 2-pt shot from 6 ft,,71-81,,
0:17.0,,,71-81,,Defensive rebound by R. Neto
0:00.0,,,71-81,,R. Hood misses 3-pt shot from 26 ft (block by J. Crawford)
0:00.0,,,71-81,,Offensive rebound by R. Neto
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:32.0,,,71-81,,J. Withey misses 2-pt shot at rim
11:32.0,Defensive rebound by A. Ajinca,,71-81,,
12:00.0,,,71-81,,Personal foul by R. Neto (drawn by A. Ajinca)
12:00.0,Offensive foul by A. Ajinca,,71-81,,
12:00.0,Turnover by A. Ajinca (offensive foul),,71-81,,
11:30.0,Shooting foul by D. Exum (drawn by S. Hill),,71-81,,
11:30.0,S. Hill misses free throw 1 of 2,,71-81,,
11:30.0,Offensive rebound by Team,,71-81,,
11:30.0,S. Hill makes free throw 2 of 2,1,72-81,,
11:30.0,,,71-81,,T. Lyles enters the game for J. Johnson
11:15.0,,,72-81,,R. Hood misses 2-pt shot from 2 ft
11:14.0,,,72-81,,Offensive rebound by R. Neto
11:02.0,,,72-81,,J. Withey misses 2-pt shot from 2 ft
11:02.0,Defensive rebound by A. Ajinca,,72-81,,
10:43.0,S. Hill misses 2-pt shot from 6 ft,,72-81,,
10:43.0,,,72-81,,Defensive rebound by R. Hood
10:24.0,,,72-83,2,J. Withey makes 2-pt shot from 2 ft (assist by R. Hood)
10:24.0,,,72-83,,Shooting foul by J. Crawford (drawn by J. Withey)
10:24.0,,,72-84,1,J. Withey makes free throw 1 of 1
10:14.0,A. Ajinca makes 2-pt shot from 2 ft (assist by J. Crawford),2,74-84,,
10:14.0,Shooting foul by D. Exum (drawn by A. Ajinca),,74-84,,
10:14.0,A. Ajinca misses free throw 1 of 1,,74-84,,
10:14.0,A. Davis enters the game for S. Hill,,74-84,,
10:14.0,,,74-84,,R. Gobert enters the game for J. Withey
10:13.0,,,74-84,,Defensive rebound by R. Gobert
9:55.0,,,74-84,,Shooting foul by A. Ajinca (drawn by T. Lyles)
9:55.0,,,74-85,1,T. Lyles makes free throw 1 of 2
9:55.0,,,74-86,1,T. Lyles makes free throw 2 of 2
9:46.0,Turnover by J. Crawford (bad pass; steal by R. Neto),,74-86,,
9:42.0,,,74-86,,Turnover by T. Lyles (bad pass; steal by A. Davis)
9:35.0,J. Crawford makes 2-pt shot from 19 ft (assist by A. Davis),2,76-86,,
9:28.0,,,76-86,,Shooting foul by E. Moore (drawn by R. Hood)
9:28.0,,,76-87,1,R. Hood makes free throw 1 of 2
9:28.0,,,76-88,1,R. Hood makes free throw 2 of 2
9:15.0,J. Crawford misses 3-pt shot from 24 ft,,76-88,,
9:14.0,,,76-88,,Defensive rebound by R. Gobert
9:04.0,,,76-88,,R. Hood misses 3-pt shot from 25 ft
9:03.0,Defensive rebound by A. Davis,,76-88,,
8:58.0,New Orleans full timeout,,76-88,,
8:58.0,D. Cunningham enters the game for A. Ajinca,,76-88,,
8:58.0,J. Holiday enters the game for T. Frazier,,76-88,,
8:58.0,,,76-88,,J. Ingles enters the game for R. Hood
8:58.0,,,76-88,,G. Hill enters the game for D. Exum
8:58.0,New Orleans full timeout,,76-88,,
8:47.0,J. Holiday misses 2-pt shot from 13 ft,,76-88,,
8:46.0,,,76-88,,Defensive rebound by R. Gobert
8:29.0,Personal foul by D. Cunningham (drawn by G. Hill),,76-88,,
8:16.0,,,76-88,,Turnover by G. Hill (lost ball; steal by J. Holiday)
8:10.0,E. Moore makes 2-pt shot from 2 ft,2,78-88,,
7:50.0,,,78-88,,T. Lyles misses 3-pt shot from 23 ft
7:50.0,Defensive rebound by J. Crawford,,78-88,,
7:42.0,J. Crawford makes 2-pt shot from 6 ft,2,80-88,,
7:42.0,,,80-88,,Utah full timeout
7:42.0,,,80-88,,J. Johnson enters the game for T. Lyles
7:29.0,,,80-88,,J. Johnson misses 2-pt shot from 10 ft
7:29.0,Defensive rebound by A. Davis,,80-88,,
7:21.0,,,80-88,,Personal foul by G. Hill (drawn by J. Holiday)
7:21.0,S. Hill enters the game for E. Moore,,80-88,,
7:11.0,J. Holiday misses 2-pt shot from 10 ft,,80-88,,
7:11.0,,,80-88,,Defensive rebound by R. Gobert
7:05.0,,,80-91,3,J. Ingles makes 3-pt shot from 25 ft (assist by G. Hill)
6:47.0,A. Davis misses 2-pt shot from 9 ft,,80-91,,
6:47.0,,,80-91,,Defensive rebound by J. Ingles
6:30.0,,,80-93,2,J. Ingles makes 2-pt shot from 2 ft (assist by J. Johnson)
6:13.0,D. Cunningham misses 2-pt shot from 2 ft,,80-93,,
6:13.0,,,80-93,,Defensive rebound by R. Gobert
6:08.0,Personal foul by J. Crawford (drawn by J. Johnson),,80-93,,
6:08.0,,,80-93,,J. Johnson misses free throw 1 of 2
6:08.0,,,80-93,,Offensive rebound by Team
6:08.0,,,80-94,1,J. Johnson makes free throw 2 of 2
6:08.0,,,80-93,,D. Exum enters the game for R. Neto
5:54.0,J. Holiday makes 3-pt shot from 25 ft,3,83-94,,
5:40.0,,,83-97,3,J. Ingles makes 3-pt shot from 25 ft (assist by J. Johnson)
5:31.0,Shooting foul by R. Gobert (drawn by A. Davis),,83-97,,
5:31.0,A. Davis makes free throw 1 of 2,1,84-97,,
5:31.0,A. Davis makes free throw 2 of 2,1,85-97,,
5:24.0,Personal foul by D. Cunningham (drawn by R. Gobert),,85-97,,
5:24.0,,,85-98,1,R. Gobert makes free throw 1 of 2
5:24.0,,,85-98,,R. Gobert misses free throw 2 of 2
5:22.0,Defensive rebound by D. Cunningham,,85-98,,
5:03.0,J. Crawford misses 2-pt shot from 10 ft,,85-98,,
5:02.0,,,85-98,,Defensive rebound by J. Johnson
4:48.0,,,85-98,,G. Hill misses 2-pt shot from 11 ft
4:48.0,Defensive rebound by A. Davis,,85-98,,
4:37.0,J. Crawford makes 3-pt shot from 25 ft (assist by J. Holiday),3,88-98,,
4:10.0,,,88-100,2,D. Exum makes 2-pt shot from 3 ft
3:52.0,J. Holiday makes 3-pt shot from 24 ft,3,91-100,,
3:26.0,,,91-100,,R. Neto enters the game for G. Hill
3:23.0,,,91-100,,R. Neto misses 3-pt shot from 74 ft
3:23.0,,,91-100,,Offensive rebound by Team
3:23.0,,,91-100,,Turnover by Team (shot clock)
3:10.0,J. Crawford misses 3-pt shot from 23 ft,,91-100,,
3:10.0,,,91-100,,Defensive rebound by R. Gobert
3:02.0,,,91-100,,R. Neto misses 2-pt shot from 11 ft
3:01.0,Defensive rebound by A. Davis,,91-100,,
2:52.0,Shooting foul by J. Johnson (drawn by A. Davis),,91-100,,
2:52.0,New Orleans full timeout,,91-100,,
2:52.0,A. Davis makes free throw 1 of 2,1,92-100,,
2:52.0,A. Davis makes free throw 2 of 2,1,93-100,,
2:52.0,,,91-100,,R. Hood enters the game for D. Exum
2:26.0,,,93-102,2,J. Ingles makes 2-pt shot from 14 ft
2:14.0,A. Davis makes 3-pt shot from 25 ft (assist by J. Holiday),3,96-102,,
