time,Cleveland,pts.away,score,pts.home,Toronto
2:26.0,Offensive rebound by L. James,,89-89,,
2:22.0,K. Irving misses 3-pt shot from 26 ft,,89-89,,
2:21.0,,,89-89,,Defensive rebound by D. DeRozan
2:12.0,,,89-89,,D. DeRozan misses 2-pt shot from 5 ft (block by K. Love)
2:12.0,,,89-89,,Offensive rebound by D. DeRozan
2:11.0,Jump ball: D. DeRozan vs. K. Love (D. Carroll gains possession),,,,Jump ball: D. DeRozan vs. K. Love (D. Carroll gains possession)
1:58.0,,,89-89,,D. DeRozan misses 2-pt shot from 17 ft
1:58.0,Defensive rebound by L. James,,89-89,,
1:41.0,K. Irving misses 2-pt shot from 13 ft,,89-89,,
1:41.0,Offensive rebound by L. James,,89-89,,
1:41.0,Shooting foul by D. Carroll (drawn by L. James),,89-89,,
1:41.0,L. James makes free throw 1 of 2,1,90-89,,
1:41.0,L. James makes free throw 2 of 2,1,91-89,,
1:31.0,,,91-91,2,D. DeRozan makes 2-pt shot at rim
1:15.0,K. Irving misses 2-pt shot from 11 ft,,91-91,,
1:15.0,,,91-91,,Defensive rebound by P. Patterson
0:56.0,,,91-91,,K. Lowry misses 2-pt shot from 4 ft
0:54.0,,,91-91,,Offensive rebound by J. Valanciunas
0:54.0,,,91-91,,J. Valanciunas misses 2-pt shot from 2 ft
0:54.0,Defensive rebound by T. Thompson,,91-91,,
0:44.0,K. Irving makes 3-pt shot from 26 ft (assist by L. James),3,94-91,,
0:44.0,,,94-91,,Toronto full timeout
0:44.0,I. Shumpert enters the game for K. Love,,94-91,,
0:39.0,,,94-91,,K. Lowry misses 2-pt shot from 6 ft
0:38.0,Defensive rebound by L. James,,94-91,,
0:17.0,L. James misses 3-pt shot from 25 ft,,94-91,,
0:17.0,,,94-91,,Defensive rebound by P. Patterson
0:06.0,,,94-91,,P. Patterson misses 3-pt shot from 26 ft
0:04.0,Defensive rebound by Team,,94-91,,
0:04.0,Cleveland full timeout,,94-91,,
0:04.0,K. Love enters the game for T. Thompson,,94-91,,
0:00.0,Turnover by K. Irving (lost ball; steal by P. Patterson),,94-91,,
0:00.0,,,94-91,,Toronto full timeout
0:00.0,T. Thompson enters the game for K. Love,,94-91,,
0:00.0,,,94-91,,K. Lowry misses 3-pt shot from 32 ft
0:00.0,,,94-91,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
