time,LA Lakers,pts.away,score,pts.home,LA Clippers
8:20.0,Turnover by B. Ingram (offensive foul),,0-14,,
8:20.0,T. Robinson enters the game for J. Randle,,0-14,,
8:06.0,,,0-17,3,J. Redick makes 3-pt shot from 23 ft (assist by C. Paul)
7:55.0,J. Clarkson misses 3-pt shot from 25 ft,,0-17,,
7:54.0,,,0-17,,Defensive rebound by D. Jordan
7:52.0,,,0-17,,Turnover by D. Jordan (bad pass)
7:40.0,T. Robinson misses 2-pt shot from 14 ft (block by D. Jordan),,0-17,,
7:40.0,Offensive rebound by Team,,0-17,,
7:27.0,T. Robinson makes 2-pt shot from 9 ft,2,2-17,,
7:04.0,,,2-17,,B. Griffin misses 3-pt shot from 25 ft
7:03.0,Defensive rebound by T. Robinson,,2-17,,
6:56.0,D. Russell misses 3-pt shot from 28 ft,,2-17,,
6:54.0,Offensive rebound by T. Robinson,,2-17,,
6:50.0,T. Robinson misses 2-pt shot from 18 ft,,2-17,,
6:50.0,,,2-17,,Defensive rebound by Team
6:50.0,,,2-17,,Turnover by D. Jordan (bad pass; steal by L. Nance)
6:40.0,J. Clarkson makes 2-pt shot from 5 ft (assist by B. Ingram),2,4-17,,
6:29.0,,,4-17,,L. Mbah a Moute misses 2-pt shot from 1 ft
6:28.0,,,4-17,,Offensive rebound by D. Jordan
6:28.0,,,4-17,,Shooting foul by J. Clarkson (drawn by D. Jordan)
6:28.0,,,4-17,,D. Jordan misses free throw 1 of 2
6:28.0,,,4-17,,Offensive rebound by Team
6:28.0,,,4-17,,D. Jordan misses free throw 2 of 2
6:26.0,Defensive rebound by T. Robinson,,4-17,,
6:06.0,L. Nance makes 2-pt shot from 18 ft (assist by D. Russell),2,6-17,,
5:49.0,,,6-17,,J. Redick misses 2-pt shot from 19 ft
5:46.0,Defensive rebound by B. Ingram,,6-17,,
5:44.0,B. Ingram makes 2-pt shot from 2 ft,2,8-17,,
5:44.0,Shooting foul by L. Mbah a Moute (drawn by B. Ingram),,8-17,,
5:44.0,B. Ingram misses free throw 1 of 1,,8-17,,
5:42.0,,,8-17,,Defensive rebound by D. Jordan
5:39.0,,,8-17,,Shooting foul by L. Nance (drawn by B. Griffin)
5:39.0,,,8-18,1,B. Griffin makes free throw 1 of 2
5:39.0,,,8-19,1,B. Griffin makes free throw 2 of 2
5:27.0,L. Nance misses 2-pt shot from 14 ft,,8-19,,
5:26.0,Offensive rebound by T. Robinson,,8-19,,
5:26.0,T. Robinson makes 2-pt shot from 1 ft,2,10-19,,
5:12.0,,,10-19,,Turnover by B. Griffin (bad pass; steal by D. Russell)
5:08.0,J. Clarkson makes 2-pt shot at rim (assist by D. Russell),2,12-19,,
5:08.0,,,12-19,,LA Clippers full timeout
4:54.0,,,12-19,,Turnover by C. Paul (bad pass; steal by L. Nance)
4:49.0,B. Ingram makes 2-pt shot from 1 ft,2,14-19,,
4:49.0,Shooting foul by L. Mbah a Moute (drawn by B. Ingram),,14-19,,
4:49.0,B. Ingram misses free throw 1 of 1,,14-19,,
4:49.0,Offensive rebound by T. Robinson,,14-19,,
4:49.0,T. Robinson misses 2-pt shot from 1 ft,,14-19,,
4:47.0,Offensive rebound by T. Robinson,,14-19,,
4:47.0,T. Robinson makes 2-pt shot from 1 ft,2,16-19,,
4:37.0,Personal foul by L. Nance (drawn by B. Griffin),,16-19,,
4:37.0,,,16-19,,J. Crawford enters the game for L. Mbah a Moute
4:37.0,T. Black enters the game for L. Nance,,16-19,,
4:24.0,,,16-19,,J. Redick misses 2-pt shot from 5 ft
4:21.0,Defensive rebound by T. Black,,16-19,,
4:13.0,B. Ingram misses 2-pt shot from 5 ft,,16-19,,
4:11.0,Offensive rebound by T. Robinson,,16-19,,
4:11.0,Shooting foul by B. Griffin (drawn by T. Robinson),,16-19,,
4:11.0,T. Robinson makes free throw 1 of 2,1,17-19,,
4:11.0,T. Robinson makes free throw 2 of 2,1,18-19,,
4:11.0,D. Nwaba enters the game for B. Ingram,,17-19,,
3:59.0,,,18-22,3,J. Redick makes 3-pt shot from 25 ft (assist by C. Paul)
3:48.0,Turnover by T. Robinson (bad pass; steal by D. Jordan),,18-22,,
3:41.0,,,18-22,,Turnover by J. Redick (step out of bounds)
3:41.0,,,18-22,,R. Felton enters the game for C. Paul
3:41.0,,,18-22,,B. Bass enters the game for B. Griffin
3:26.0,Turnover by D. Nwaba (lost ball; steal by R. Felton),,18-22,,
3:13.0,,,18-22,,Shooting foul by T. Black (drawn by B. Bass)
3:13.0,,,18-23,1,B. Bass makes free throw 1 of 2
3:13.0,,,18-24,1,B. Bass makes free throw 2 of 2
2:55.0,J. Clarkson makes 3-pt shot from 28 ft,3,21-24,,
2:41.0,,,21-24,,R. Felton misses 2-pt shot from 13 ft
2:41.0,,,21-24,,Offensive rebound by Team
2:41.0,T. Ennis enters the game for D. Russell,,21-24,,
2:17.0,,,21-26,2,R. Felton makes 2-pt shot from 17 ft
2:00.0,J. Clarkson misses 3-pt shot from 27 ft,,21-26,,
1:59.0,,,21-26,,Defensive rebound by B. Bass
1:48.0,,,21-26,,Turnover by J. Crawford (bad pass; steal by T. Robinson)
1:37.0,T. Robinson misses 2-pt shot from 12 ft,,21-26,,
1:34.0,,,21-26,,Defensive rebound by R. Felton
1:16.0,,,21-26,,J. Crawford misses 3-pt shot from 26 ft
1:15.0,Defensive rebound by T. Ennis,,21-26,,
1:07.0,J. Clarkson misses 2-pt shot from 12 ft,,21-26,,
1:04.0,,,21-26,,Defensive rebound by B. Bass
0:56.0,,,21-28,2,D. Jordan makes 2-pt shot from 2 ft (assist by J. Crawford)
0:43.0,T. Robinson misses 2-pt shot from 16 ft,,21-28,,
0:42.0,,,21-28,,Defensive rebound by D. Jordan
0:29.0,,,21-28,,Shooting foul by T. Black (drawn by D. Jordan)
0:29.0,,,21-28,,D. Jordan misses free throw 1 of 2
0:29.0,,,21-28,,Offensive rebound by Team
0:29.0,,,21-28,,D. Jordan misses free throw 2 of 2
0:29.0,,,21-28,,A. Anderson enters the game for J. Redick
0:28.0,Defensive rebound by T. Robinson,,21-28,,
0:12.0,Shooting foul by B. Bass (drawn by D. Nwaba),,21-28,,
0:12.0,D. Nwaba misses free throw 1 of 2,,21-28,,
0:12.0,Offensive rebound by Team,,21-28,,
0:12.0,D. Nwaba makes free throw 2 of 2,1,22-28,,
0:12.0,,,21-28,,M. Speights enters the game for D. Jordan
0:03.0,,,22-28,,R. Felton misses 3-pt shot from 25 ft
0:00.0,,,22-28,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,D. Nwaba misses 2-pt shot from 11 ft,,22-28,,
11:46.0,,,22-28,,Defensive rebound by B. Bass
11:40.0,,,22-28,,J. Crawford misses 2-pt shot from 17 ft
11:36.0,Defensive rebound by T. Ennis,,22-28,,
11:29.0,Turnover by Team (back court),,22-28,,
11:20.0,,,22-28,,Turnover by J. Crawford (lost ball; steal by T. Black)
11:17.0,D. Nwaba makes 2-pt shot at rim,2,24-28,,
11:01.0,,,24-28,,A. Anderson misses 2-pt shot from 15 ft
10:59.0,Defensive rebound by J. Randle,,24-28,,
10:52.0,J. Randle misses 2-pt shot from 18 ft,,24-28,,
10:51.0,,,24-28,,Defensive rebound by R. Felton
10:43.0,,,24-28,,R. Felton misses 2-pt shot from 3 ft (block by T. Black)
10:39.0,Defensive rebound by T. Ennis,,24-28,,
10:36.0,J. Randle makes 2-pt shot at rim (assist by T. Ennis),2,26-28,,
10:16.0,,,26-28,,J. Crawford misses 2-pt shot from 3 ft
10:12.0,Defensive rebound by C. Brewer,,26-28,,
10:12.0,,,26-28,,Shooting block foul by A. Anderson (drawn by C. Brewer)
10:12.0,C. Brewer makes free throw 1 of 2,1,27-28,,
10:12.0,C. Brewer makes free throw 2 of 2,1,28-28,,
10:12.0,,,27-28,,B. Griffin enters the game for B. Bass
9:55.0,,,28-31,3,B. Griffin makes 3-pt shot from 23 ft (assist by R. Felton)
9:41.0,Shooting foul by A. Anderson (drawn by C. Brewer),,28-31,,
9:41.0,C. Brewer makes free throw 1 of 2,1,29-31,,
9:41.0,C. Brewer makes free throw 2 of 2,1,30-31,,
9:28.0,,,30-31,,J. Crawford misses 3-pt shot from 26 ft
9:27.0,Defensive rebound by T. Black,,30-31,,
9:18.0,C. Brewer makes 2-pt shot from 8 ft,2,32-31,,
8:49.0,,,32-33,2,B. Griffin makes 2-pt shot from 23 ft
8:35.0,Turnover by T. Ennis (bad pass; steal by J. Crawford),,32-33,,
8:31.0,,,32-33,,Shooting foul by D. Nwaba (drawn by J. Crawford)
8:31.0,Official timeout,,32-33,,
8:31.0,,,32-34,1,J. Crawford makes free throw 1 of 2
8:31.0,,,32-35,1,J. Crawford makes free throw 2 of 2
8:31.0,,,32-33,,C. Paul enters the game for A. Anderson
8:13.0,J. Randle misses 3-pt shot from 27 ft,,32-35,,
8:12.0,,,32-35,,Defensive rebound by J. Crawford
8:04.0,Personal foul by J. Randle (drawn by B. Griffin),,32-35,,
8:04.0,D. Russell enters the game for T. Ennis,,32-35,,
8:04.0,L. Nance enters the game for T. Black,,32-35,,
7:54.0,,,32-35,,J. Crawford misses 2-pt shot from 6 ft
7:53.0,Defensive rebound by L. Nance,,32-35,,
7:46.0,C. Brewer misses 2-pt shot from 5 ft,,32-35,,
7:45.0,,,32-35,,Defensive rebound by M. Speights
7:40.0,Personal foul by C. Brewer (drawn by B. Griffin),,32-35,,
7:40.0,B. Ingram enters the game for C. Brewer,,32-35,,
7:30.0,,,32-35,,R. Felton misses 2-pt shot from 18 ft
7:28.0,Defensive rebound by J. Randle,,32-35,,
7:22.0,D. Russell misses 2-pt shot from 17 ft,,32-35,,
7:18.0,,,32-35,,Defensive rebound by C. Paul
7:14.0,,,32-37,2,J. Crawford makes 2-pt shot from 18 ft (assist by C. Paul)
6:59.0,B. Ingram makes 2-pt shot from 19 ft (assist by J. Randle),2,34-37,,
6:40.0,,,34-37,,B. Griffin misses 3-pt shot from 27 ft
6:39.0,Defensive rebound by J. Randle,,34-37,,
6:20.0,D. Nwaba makes 2-pt shot from 6 ft (assist by L. Nance),2,36-37,,
6:13.0,,,36-37,,LA Clippers full timeout
6:13.0,,,36-37,,D. Jordan enters the game for M. Speights
6:13.0,,,36-37,,J. Redick enters the game for J. Crawford
6:13.0,J. Clarkson enters the game for D. Nwaba,,36-37,,
6:06.0,,,36-37,,Shooting foul by J. Randle (drawn by B. Griffin)
6:06.0,,,36-37,,B. Griffin misses free throw 1 of 2
6:06.0,,,36-37,,Offensive rebound by Team
6:06.0,,,36-38,1,B. Griffin makes free throw 2 of 2
6:06.0,,,36-37,,L. Mbah a Moute enters the game for R. Felton
5:55.0,L. Nance misses 2-pt shot from 9 ft,,36-38,,
5:53.0,,,36-38,,Defensive rebound by D. Jordan
5:50.0,Personal foul by B. Ingram (drawn by B. Griffin),,36-38,,
5:50.0,,,36-39,1,B. Griffin makes free throw 1 of 2
5:50.0,,,36-40,1,B. Griffin makes free throw 2 of 2
5:39.0,L. Nance misses 2-pt shot from 3 ft,,36-40,,
5:36.0,,,36-40,,Defensive rebound by B. Griffin
5:32.0,,,36-42,2,B. Griffin makes 2-pt shot from 2 ft
5:24.0,J. Randle misses 2-pt shot from 2 ft,,36-42,,
5:22.0,Offensive rebound by J. Randle,,36-42,,
5:22.0,Shooting foul by D. Jordan (drawn by J. Randle),,36-42,,
5:22.0,J. Randle misses free throw 1 of 2,,36-42,,
5:22.0,Offensive rebound by Team,,36-42,,
5:22.0,Violation by Team (jump ball),,36-42,,
5:22.0,J. Randle makes free throw 2 of 2,1,37-42,,
4:59.0,,,37-42,,C. Paul misses 2-pt shot from 17 ft
4:56.0,Defensive rebound by J. Randle,,37-42,,
4:51.0,D. Russell misses 3-pt shot from 27 ft,,37-42,,
4:47.0,,,37-42,,Defensive rebound by C. Paul
4:38.0,Personal foul by B. Ingram (drawn by C. Paul),,37-42,,
4:38.0,,,37-43,1,C. Paul makes free throw 1 of 2
4:38.0,,,37-44,1,C. Paul makes free throw 2 of 2
4:38.0,D. Nwaba enters the game for B. Ingram,,37-43,,
4:26.0,D. Nwaba misses 3-pt shot from 24 ft,,37-44,,
4:25.0,Offensive rebound by L. Nance,,37-44,,
4:14.0,Turnover by D. Russell (bad pass; steal by C. Paul),,37-44,,
4:11.0,,,37-44,,Shooting foul by J. Clarkson (drawn by D. Jordan)
4:11.0,,,37-45,1,D. Jordan makes free throw 1 of 2
4:11.0,,,37-46,1,D. Jordan makes free throw 2 of 2
4:11.0,,,37-45,,J. Crawford enters the game for L. Mbah a Moute
4:02.0,J. Clarkson misses 2-pt shot from 8 ft,,37-46,,
3:59.0,,,37-46,,Defensive rebound by C. Paul
3:53.0,,,37-46,,Turnover by B. Griffin (bad pass; steal by D. Nwaba)
3:49.0,J. Randle makes 2-pt shot from 4 ft (assist by D. Russell),2,39-46,,
3:49.0,Shooting foul by J. Redick (drawn by J. Randle),,39-46,,
3:49.0,J. Randle makes free throw 1 of 1,1,40-46,,
3:32.0,,,40-48,2,C. Paul makes 2-pt shot from 16 ft
3:15.0,J. Randle makes 2-pt shot at rim (assist by J. Clarkson),2,42-48,,
2:56.0,LA Lakers full timeout,,42-48,,
2:53.0,,,42-48,,J. Redick misses 3-pt shot from 28 ft
2:51.0,Defensive rebound by D. Nwaba,,42-48,,
2:31.0,L. Nance makes 2-pt shot from 18 ft (assist by D. Russell),2,44-48,,
2:16.0,,,44-51,3,J. Crawford makes 3-pt shot from 25 ft (assist by C. Paul)
1:54.0,J. Randle makes 3-pt shot from 24 ft (assist by L. Nance),3,47-51,,
1:33.0,,,47-53,2,B. Griffin makes 2-pt shot from 19 ft (assist by J. Crawford)
1:13.0,D. Russell misses 3-pt shot from 26 ft,,47-53,,
1:13.0,,,47-53,,Defensive rebound by Team
1:01.0,,,47-53,,Turnover by C. Paul (bad pass; steal by J. Randle)
1:01.0,,,47-53,,Personal foul by C. Paul (drawn by D. Nwaba)
1:01.0,D. Nwaba misses free throw 1 of 2,,47-53,,
1:01.0,Offensive rebound by Team,,47-53,,
1:01.0,D. Nwaba makes free throw 2 of 2,1,48-53,,
0:43.0,,,48-53,,C. Paul misses 3-pt shot from 27 ft
0:42.0,,,48-53,,Offensive rebound by Team
0:32.0,,,48-55,2,C. Paul makes 2-pt shot from 15 ft (assist by J. Crawford)
0:26.0,LA Lakers full timeout,,48-55,,
0:21.0,J. Clarkson misses 2-pt shot from 2 ft (block by D. Jordan),,48-55,,
0:20.0,Offensive rebound by Team,,48-55,,
0:12.0,L. Nance makes 2-pt shot from 5 ft (assist by J. Randle),2,50-55,,
0:03.0,,,50-55,,J. Redick misses 3-pt shot from 27 ft
0:00.0,,,50-55,,Offensive rebound by B. Griffin
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,B. Ingram makes 2-pt shot from 18 ft,2,52-55,,
11:27.0,,,52-58,3,L. Mbah a Moute makes 3-pt shot from 25 ft (assist by C. Paul)
11:13.0,L. Nance makes 2-pt shot from 18 ft (assist by D. Russell),2,54-58,,
10:58.0,,,54-58,,L. Mbah a Moute misses 2-pt shot from 4 ft (block by B. Ingram)
10:53.0,Defensive rebound by J. Randle,,54-58,,
10:49.0,Offensive foul by J. Randle,,54-58,,
10:49.0,Turnover by J. Randle (offensive foul),,54-58,,
10:31.0,,,54-60,2,C. Paul makes 2-pt shot from 17 ft
10:05.0,J. Clarkson misses 2-pt shot from 5 ft,,54-60,,
10:02.0,,,54-60,,Defensive rebound by L. Mbah a Moute
9:50.0,Personal foul by B. Ingram (drawn by D. Jordan),,54-60,,
9:42.0,,,54-62,2,C. Paul makes 2-pt shot from 17 ft
9:33.0,B. Ingram misses 2-pt shot from 4 ft,,54-62,,
9:31.0,,,54-62,,Defensive rebound by J. Redick
9:12.0,,,54-65,3,B. Griffin makes 3-pt shot from 24 ft (assist by C. Paul)
8:52.0,J. Randle makes 3-pt shot from 25 ft (assist by L. Nance),3,57-65,,
8:37.0,Personal foul by B. Ingram (drawn by D. Jordan),,57-65,,
8:30.0,,,57-65,,C. Paul misses 2-pt shot from 18 ft
8:29.0,Defensive rebound by B. Ingram,,57-65,,
8:14.0,Turnover by L. Nance (bad pass; steal by J. Redick),,57-65,,
7:57.0,Personal foul by L. Nance (drawn by C. Paul),,57-65,,
7:57.0,D. Nwaba enters the game for B. Ingram,,57-65,,
7:48.0,,,57-65,,Shooting foul by L. Nance (drawn by D. Jordan)
7:48.0,,,57-65,,D. Jordan misses free throw 1 of 2
7:48.0,,,57-65,,Offensive rebound by Team
7:48.0,,,57-66,1,D. Jordan makes free throw 2 of 2
7:35.0,L. Nance misses 2-pt shot from 18 ft,,57-66,,
7:34.0,,,57-66,,Defensive rebound by D. Jordan
7:27.0,Violation by J. Randle (kicked ball),,57-66,,
7:26.0,,,57-66,,Turnover by J. Redick (bad pass)
7:10.0,Turnover by J. Randle (lost ball; steal by B. Griffin),,57-66,,
6:56.0,,,57-68,2,J. Redick makes 2-pt shot from 9 ft (assist by B. Griffin)
6:56.0,,,57-68,,Shooting foul by J. Clarkson
6:56.0,LA Lakers full timeout,,57-68,,
6:56.0,,,57-69,1,J. Redick makes free throw 1 of 1
6:42.0,L. Nance misses 2-pt shot from 19 ft,,57-69,,
6:41.0,,,57-69,,Defensive rebound by J. Redick
6:33.0,Personal foul by D. Russell (drawn by C. Paul),,57-69,,
6:33.0,,,57-70,1,C. Paul makes free throw 1 of 2
6:33.0,,,57-71,1,C. Paul makes free throw 2 of 2
6:21.0,Shooting foul by L. Mbah a Moute (drawn by D. Nwaba),,57-71,,
6:21.0,D. Nwaba makes free throw 1 of 2,1,58-71,,
6:21.0,D. Nwaba makes free throw 2 of 2,1,59-71,,
6:10.0,,,59-73,2,B. Griffin makes 2-pt shot from 16 ft
5:55.0,D. Nwaba misses 3-pt shot from 25 ft,,59-73,,
5:55.0,,,59-73,,Defensive rebound by Team
5:32.0,,,59-75,2,L. Mbah a Moute makes 2-pt shot from 2 ft (assist by B. Griffin)
5:18.0,D. Russell misses 3-pt shot from 25 ft,,59-75,,
5:17.0,Offensive rebound by L. Nance,,59-75,,
5:09.0,D. Russell misses 2-pt shot from 14 ft,,59-75,,
5:08.0,,,59-75,,Defensive rebound by B. Griffin
5:00.0,Personal foul by D. Nwaba (drawn by C. Paul),,59-75,,
5:00.0,,,59-76,1,C. Paul makes free throw 1 of 2
5:00.0,,,59-77,1,C. Paul makes free throw 2 of 2
5:00.0,T. Robinson enters the game for J. Randle,,59-76,,
4:45.0,L. Nance misses 2-pt shot from 15 ft,,59-77,,
4:44.0,,,59-77,,Defensive rebound by J. Redick
4:34.0,Personal foul by L. Nance (drawn by C. Paul),,59-77,,
4:34.0,,,59-78,1,C. Paul makes free throw 1 of 2
4:34.0,,,59-79,1,C. Paul makes free throw 2 of 2
4:34.0,T. Black enters the game for L. Nance,,59-78,,
4:15.0,Shooting foul by B. Griffin (drawn by T. Robinson),,59-79,,
4:15.0,T. Robinson misses free throw 1 of 2,,59-79,,
4:15.0,Offensive rebound by Team,,59-79,,
4:15.0,T. Robinson misses free throw 2 of 2,,59-79,,
4:15.0,,,59-79,,J. Crawford enters the game for L. Mbah a Moute
4:09.0,,,59-79,,Defensive rebound by B. Griffin
4:02.0,,,59-79,,Turnover by C. Paul (lost ball)
3:55.0,T. Robinson makes 2-pt shot from 4 ft (assist by J. Clarkson),2,61-79,,
3:40.0,,,61-81,2,J. Redick makes 2-pt shot from 19 ft (assist by B. Griffin)
3:28.0,T. Robinson makes 2-pt shot from 2 ft (assist by D. Russell),2,63-81,,
3:28.0,Shooting foul by D. Jordan (drawn by T. Robinson),,63-81,,
3:28.0,T. Robinson misses free throw 1 of 1,,63-81,,
3:24.0,,,63-81,,Defensive rebound by B. Griffin
3:11.0,,,63-84,3,B. Griffin makes 3-pt shot from 27 ft (assist by C. Paul)
2:56.0,T. Black makes 2-pt shot from 12 ft (assist by J. Clarkson),2,65-84,,
2:37.0,,,65-87,3,J. Redick makes 3-pt shot from 27 ft (assist by B. Griffin)
2:35.0,LA Lakers full timeout,,65-87,,
2:35.0,,,65-87,,LA Clippers full timeout
2:35.0,,,65-87,,R. Felton enters the game for J. Redick
2:33.0,T. Ennis enters the game for D. Russell,,65-87,,
2:33.0,C. Brewer enters the game for J. Clarkson,,65-87,,
2:10.0,T. Robinson misses 2-pt shot from 19 ft,,65-87,,
2:09.0,,,65-87,,Defensive rebound by D. Jordan
1:55.0,,,65-87,,B. Griffin misses 3-pt shot from 25 ft
1:54.0,Defensive rebound by T. Black,,65-87,,
1:45.0,T. Black makes 2-pt shot from 18 ft (assist by C. Brewer),2,67-87,,
1:26.0,,,67-89,2,C. Paul makes 2-pt shot from 17 ft (assist by D. Jordan)
1:12.0,D. Nwaba makes 2-pt shot at rim (assist by T. Robinson),2,69-89,,
0:55.0,Personal foul by D. Nwaba (drawn by C. Paul),,69-89,,
0:55.0,,,69-90,1,C. Paul makes free throw 1 of 2
0:55.0,,,69-91,1,C. Paul makes free throw 2 of 2
0:55.0,,,69-90,,B. Bass enters the game for B. Griffin
0:35.0,Turnover by T. Black (traveling),,69-91,,
0:35.0,,,69-91,,A. Anderson enters the game for C. Paul
0:34.0,,,69-91,,Turnover by D. Jordan (bad pass; steal by C. Brewer)
0:29.0,T. Ennis makes 3-pt shot from 26 ft (assist by T. Robinson),3,72-91,,
0:04.0,,,72-91,,A. Anderson misses 3-pt shot from 24 ft
0:04.0,,,72-91,,Offensive rebound by B. Bass
0:04.0,,,72-93,2,B. Bass makes 2-pt shot from 2 ft
0:01.0,T. Ennis misses 3-pt shot from 26 ft (block by R. Felton),,72-93,,
0:00.0,,,72-93,,Defensive rebound by D. Jordan
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:37.0,,,72-93,,R. Felton misses 3-pt shot from 27 ft
11:35.0,Defensive rebound by C. Brewer,,72-93,,
11:29.0,T. Ennis misses 3-pt shot from 25 ft,,72-93,,
11:28.0,Offensive rebound by D. Nwaba,,72-93,,
11:26.0,D. Nwaba makes 2-pt shot from 2 ft,2,74-93,,
10:59.0,,,74-93,,M. Speights misses 3-pt shot from 25 ft
10:58.0,Defensive rebound by C. Brewer,,74-93,,
10:51.0,C. Brewer misses 2-pt shot from 14 ft,,74-93,,
10:48.0,Offensive rebound by D. Nwaba,,74-93,,
10:45.0,D. Nwaba makes 2-pt shot from 2 ft,2,76-93,,
10:45.0,,,76-93,,LA Clippers full timeout
10:26.0,,,76-93,,Turnover by R. Felton (bad pass; steal by B. Ingram)
10:26.0,,,76-93,,Clear path foul by A. Anderson
10:26.0,B. Ingram makes clear path free throw 1 of 2,1,77-93,,
10:26.0,B. Ingram makes clear path free throw 2 of 2,1,78-93,,
10:26.0,,,77-93,,J. Redick enters the game for A. Anderson
10:26.0,,,77-93,,B. Griffin enters the game for B. Bass
10:19.0,Shooting foul by B. Griffin (drawn by B. Ingram),,78-93,,
10:19.0,B. Ingram makes free throw 1 of 2,1,79-93,,
10:19.0,B. Ingram misses free throw 2 of 2,,79-93,,
10:17.0,,,79-93,,Defensive rebound by M. Speights
10:06.0,Violation by D. Nwaba (kicked ball),,79-93,,
10:03.0,,,79-93,,Turnover by J. Redick (bad pass; steal by T. Ennis)
10:03.0,,,79-93,,Personal take foul by B. Griffin (drawn by T. Ennis)
9:59.0,,,79-93,,Personal foul by M. Speights (drawn by T. Black)
9:49.0,B. Ingram makes 2-pt shot from 22 ft,2,81-93,,
9:30.0,,,81-93,,J. Redick misses 2-pt shot from 5 ft
9:27.0,,,81-93,,Offensive rebound by B. Griffin
9:27.0,,,81-95,2,B. Griffin makes 2-pt shot from 4 ft
9:09.0,B. Ingram misses 2-pt shot from 20 ft,,81-95,,
9:09.0,,,81-95,,Defensive rebound by Team
9:09.0,Loose ball foul by T. Black (drawn by B. Griffin),,81-95,,
9:08.0,,,81-95,,D. Jordan enters the game for J. Crawford
9:08.0,,,81-95,,C. Paul enters the game for M. Speights
8:47.0,,,81-95,,Shooting foul by C. Brewer (drawn by B. Griffin)
8:47.0,,,81-96,1,B. Griffin makes free throw 1 of 2
8:47.0,,,81-97,1,B. Griffin makes free throw 2 of 2
8:47.0,T. Robinson enters the game for C. Brewer,,81-96,,
8:34.0,B. Ingram misses 2-pt shot from 20 ft,,81-97,,
8:32.0,Offensive rebound by B. Ingram,,81-97,,
8:20.0,T. Ennis makes 3-pt shot from 27 ft (assist by B. Ingram),3,84-97,,
8:06.0,,,84-97,,Turnover by C. Paul (bad pass; steal by D. Nwaba)
7:57.0,T. Robinson makes 2-pt shot from 6 ft (assist by T. Ennis),2,86-97,,
7:35.0,,,86-100,3,B. Griffin makes 3-pt shot from 29 ft (assist by J. Redick)
7:19.0,B. Ingram makes 2-pt shot from 21 ft (assist by D. Nwaba),2,88-100,,
6:56.0,,,88-102,2,D. Jordan makes 2-pt shot at rim (assist by C. Paul)
6:34.0,T. Robinson misses 3-pt shot from 25 ft,,88-102,,
6:33.0,,,88-102,,Defensive rebound by J. Redick
6:22.0,,,88-102,,R. Felton misses 3-pt shot from 25 ft
6:21.0,Defensive rebound by T. Black,,88-102,,
6:01.0,T. Ennis misses 3-pt shot from 27 ft,,88-102,,
6:00.0,Offensive rebound by B. Ingram,,88-102,,
5:49.0,B. Ingram makes 3-pt shot from 26 ft (assist by T. Black),3,91-102,,
5:22.0,,,91-102,,R. Felton misses 2-pt shot from 17 ft
5:19.0,Defensive rebound by T. Robinson,,91-102,,
