time,Golden State,pts.away,score,pts.home,Dallas
6:09.0,,,15-11,,Defensive rebound by D. Nowitzki
6:02.0,,,15-11,,S. Curry misses 2-pt shot from 19 ft
6:01.0,,,15-11,,Offensive rebound by H. Barnes
5:57.0,,,15-14,3,D. Nowitzki makes 3-pt shot from 24 ft (assist by H. Barnes)
5:38.0,P. McCaw misses 2-pt shot from 22 ft,,15-14,,
5:37.0,,,15-14,,Defensive rebound by D. Nowitzki
5:27.0,Personal foul by K. Thompson (drawn by S. Curry),,15-14,,
5:27.0,,,15-14,,N. Noel enters the game for D. Nowitzki
5:27.0,,,15-14,,J. Barea enters the game for Y. Ferrell
5:27.0,M. Barnes enters the game for D. Green,,15-14,,
5:17.0,,,15-14,,H. Barnes misses 2-pt shot from 3 ft
5:17.0,,,15-14,,Offensive rebound by N. Noel
5:17.0,,,15-14,,Shooting foul by Z. Pachulia (drawn by N. Noel)
5:17.0,,,15-15,1,N. Noel makes free throw 1 of 2
5:17.0,,,15-16,1,N. Noel makes free throw 2 of 2
5:17.0,J. McGee enters the game for Z. Pachulia,,15-15,,
4:58.0,J. McGee makes 2-pt shot from 6 ft (assist by M. Barnes),2,17-16,,
4:44.0,,,17-16,,W. Matthews misses 2-pt shot from 9 ft
4:43.0,Defensive rebound by P. McCaw,,17-16,,
4:34.0,Turnover by M. Barnes (bad pass; steal by S. Curry),,17-16,,
4:29.0,,,17-18,2,H. Barnes makes 2-pt shot from 1 ft (assist by S. Curry)
4:17.0,S. Curry misses 3-pt shot from 27 ft,,17-18,,
4:15.0,,,17-18,,Defensive rebound by S. Curry
4:10.0,,,17-21,3,J. Barea makes 3-pt shot from 25 ft (assist by S. Curry)
3:51.0,M. Barnes misses 2-pt shot from 2 ft (block by N. Noel),,17-21,,
3:50.0,Offensive rebound by Team,,17-21,,
3:50.0,,,17-21,,D. Harris enters the game for S. Curry
3:50.0,I. Clark enters the game for K. Thompson,,17-21,,
3:46.0,,,17-21,,Personal foul by N. Noel (drawn by S. Curry)
3:39.0,S. Curry misses 3-pt shot from 26 ft,,17-21,,
3:38.0,,,17-21,,Defensive rebound by H. Barnes
3:17.0,,,17-23,2,N. Noel makes 2-pt shot at rim (assist by J. Barea)
2:49.0,M. Barnes makes 3-pt shot from 25 ft (assist by J. McGee),3,20-23,,
2:48.0,,,20-23,,Dallas full timeout
2:48.0,D. Green enters the game for P. McCaw,,20-23,,
2:33.0,,,20-25,2,N. Noel makes 2-pt shot at rim (assist by J. Barea)
2:14.0,J. McGee misses 2-pt shot from 2 ft,,20-25,,
2:12.0,,,20-25,,Defensive rebound by N. Noel
2:06.0,,,20-25,,Shooting foul by J. McGee (drawn by N. Noel)
2:06.0,,,20-26,1,N. Noel makes free throw 1 of 2
2:06.0,,,20-27,1,N. Noel makes free throw 2 of 2
2:06.0,S. Livingston enters the game for M. Barnes,,20-26,,
1:54.0,D. Green makes 3-pt shot from 24 ft (assist by S. Curry),3,23-27,,
1:32.0,,,23-27,,J. Barea misses 2-pt shot from 14 ft
1:31.0,Defensive rebound by J. McGee,,23-27,,
1:21.0,J. McGee misses 2-pt shot from 2 ft,,23-27,,
1:20.0,Offensive rebound by S. Livingston,,23-27,,
1:15.0,S. Curry makes 3-pt shot from 23 ft (assist by D. Green),3,26-27,,
0:50.0,,,26-27,,D. Harris misses 3-pt shot from 23 ft
0:49.0,,,26-27,,Offensive rebound by J. Barea
0:46.0,,,26-30,3,D. Harris makes 3-pt shot from 24 ft (assist by J. Barea)
0:37.0,S. Livingston makes 2-pt shot from 2 ft (assist by S. Curry),2,28-30,,
0:17.0,,,28-30,,J. Barea misses 2-pt shot from 14 ft
0:16.0,Defensive rebound by D. Green,,28-30,,
0:11.0,Offensive charge foul by D. Green,,28-30,,
0:11.0,Turnover by D. Green (offensive foul),,28-30,,
0:11.0,,,28-30,,D. Finney-Smith enters the game for W. Matthews
0:11.0,,,28-30,,D. Nowitzki enters the game for H. Barnes
0:11.0,P. McCaw enters the game for S. Curry,,28-30,,
0:11.0,M. Barnes enters the game for J. McGee,,28-30,,
0:03.0,,,28-30,,D. Finney-Smith misses 3-pt shot from 23 ft
0:02.0,Defensive rebound by I. Clark,,28-30,,
0:00.0,I. Clark misses 3-pt shot from 52 ft,,28-30,,
0:00.0,Offensive rebound by Team,,28-30,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,,,28-32,2,D. Nowitzki makes 2-pt shot from 19 ft (assist by D. Harris)
11:25.0,S. Livingston misses 2-pt shot from 12 ft,,28-32,,
11:24.0,,,28-32,,Defensive rebound by N. Noel
11:17.0,,,28-34,2,D. Harris makes 2-pt shot at rim (assist by J. Barea)
11:07.0,I. Clark makes 2-pt shot from 22 ft,2,30-34,,
10:57.0,Technical foul by D. West,,30-34,,
10:57.0,,,30-35,1,D. Nowitzki makes technical free throw
10:57.0,,,30-35,,S. Mejri enters the game for N. Noel
10:42.0,,,30-35,,D. Nowitzki misses 2-pt shot from 15 ft
10:41.0,,,30-35,,Offensive rebound by S. Mejri
10:38.0,,,30-35,,D. Harris misses 3-pt shot from 25 ft
10:37.0,Defensive rebound by S. Livingston,,30-35,,
10:33.0,Turnover by S. Livingston (bad pass),,30-35,,
10:17.0,,,30-35,,J. Barea misses 3-pt shot from 25 ft
10:16.0,Defensive rebound by M. Barnes,,30-35,,
10:03.0,D. West makes 2-pt shot at rim (assist by S. Livingston),2,32-35,,
9:49.0,,,32-35,,Turnover by J. Barea (bad pass; steal by D. West)
9:46.0,Turnover by D. West (bad pass; steal by D. Finney-Smith),,32-35,,
9:37.0,,,32-37,2,D. Nowitzki makes 2-pt shot from 16 ft (assist by J. Barea)
9:15.0,I. Clark makes 2-pt shot from 21 ft (assist by M. Barnes),2,34-37,,
8:48.0,,,34-37,,D. Harris misses 3-pt shot from 25 ft
8:47.0,Defensive rebound by M. Barnes,,34-37,,
8:37.0,M. Barnes misses 2-pt shot from 12 ft,,34-37,,
8:36.0,,,34-37,,Defensive rebound by D. Nowitzki
8:36.0,Personal foul by D. West (drawn by S. Mejri),,34-37,,
8:36.0,,,34-37,,Y. Ferrell enters the game for J. Barea
8:23.0,,,34-37,,D. Nowitzki misses 2-pt shot from 17 ft
8:21.0,Defensive rebound by K. Thompson,,34-37,,
8:07.0,K. Thompson makes 3-pt shot from 24 ft (assist by S. Livingston),3,37-37,,
7:46.0,,,37-37,,S. Mejri misses 2-pt shot from 22 ft
7:45.0,,,37-37,,Offensive rebound by D. Nowitzki
7:41.0,,,37-37,,Y. Ferrell misses 2-pt shot from 7 ft
7:41.0,,,37-37,,Offensive rebound by Y. Ferrell
7:23.0,,,37-37,,Y. Ferrell misses 2-pt shot from 17 ft
7:22.0,Defensive rebound by Team,,37-37,,
7:22.0,,,37-37,,Loose ball foul by S. Mejri (drawn by M. Barnes)
7:22.0,D. Green enters the game for M. Barnes,,37-37,,
7:06.0,,,37-37,,Violation by S. Mejri (def goaltending)
7:06.0,S. Livingston makes 2-pt shot from 2 ft (assist by D. West),2,39-37,,
6:44.0,,,39-37,,S. Mejri misses 2-pt shot from 3 ft
6:43.0,Defensive rebound by D. Green,,39-37,,
6:37.0,I. Clark makes 2-pt shot from 2 ft (assist by D. Green),2,41-37,,
6:37.0,,,41-37,,Dallas full timeout
6:37.0,,,41-37,,S. Curry enters the game for D. Nowitzki
6:37.0,,,41-37,,N. Noel enters the game for D. Harris
6:37.0,,,41-37,,H. Barnes enters the game for D. Finney-Smith
6:37.0,,,41-37,,W. Matthews enters the game for S. Mejri
6:12.0,,,41-39,2,N. Noel makes 2-pt shot from 14 ft (assist by W. Matthews)
5:56.0,Shooting foul by N. Noel (drawn by D. West),,41-39,,
5:56.0,D. West makes free throw 1 of 2,1,42-39,,
5:56.0,D. West makes free throw 2 of 2,1,43-39,,
5:56.0,,,42-39,,J. Barea enters the game for Y. Ferrell
5:56.0,S. Curry enters the game for K. Thompson,,42-39,,
5:41.0,,,43-39,,H. Barnes misses 2-pt shot from 8 ft
5:40.0,Defensive rebound by D. West,,43-39,,
5:29.0,Turnover by D. West (lost ball; steal by W. Matthews),,43-39,,
5:21.0,,,43-39,,H. Barnes misses 3-pt shot from 24 ft
5:20.0,Defensive rebound by S. Curry,,43-39,,
5:12.0,I. Clark makes 2-pt shot from 7 ft,2,45-39,,
4:57.0,,,45-41,2,W. Matthews makes 2-pt shot from 12 ft
4:43.0,I. Clark makes 2-pt shot from 1 ft (assist by D. West),2,47-41,,
4:31.0,,,47-41,,H. Barnes misses 2-pt shot from 17 ft
4:30.0,Defensive rebound by D. West,,47-41,,
4:14.0,D. West misses 2-pt shot from 11 ft,,47-41,,
4:13.0,Offensive rebound by Team,,47-41,,
4:13.0,Golden State full timeout,,47-41,,
4:12.0,P. McCaw enters the game for S. Livingston,,47-41,,
4:06.0,I. Clark misses 2-pt shot from 7 ft,,47-41,,
4:05.0,,,47-41,,Defensive rebound by J. Barea
3:54.0,,,47-41,,S. Curry misses 2-pt shot from 19 ft
3:53.0,Defensive rebound by D. West,,47-41,,
3:42.0,I. Clark misses 2-pt shot from 15 ft,,47-41,,
3:41.0,,,47-41,,Defensive rebound by N. Noel
3:32.0,,,47-41,,Turnover by W. Matthews (lost ball)
3:32.0,K. Thompson enters the game for I. Clark,,47-41,,
3:32.0,M. Barnes enters the game for D. West,,47-41,,
3:24.0,D. Green makes 2-pt shot at rim (assist by S. Curry),2,49-41,,
3:23.0,,,49-41,,Dallas full timeout
3:23.0,,,49-41,,Y. Ferrell enters the game for N. Noel
3:23.0,,,49-41,,D. Nowitzki enters the game for J. Barea
3:10.0,,,49-41,,Turnover by W. Matthews (bad pass; steal by P. McCaw)
3:04.0,K. Thompson makes 3-pt shot from 25 ft (assist by P. McCaw),3,52-41,,
2:46.0,Personal foul by M. Barnes (drawn by D. Nowitzki),,52-41,,
2:37.0,,,52-44,3,W. Matthews makes 3-pt shot from 23 ft (assist by Y. Ferrell)
2:25.0,D. Green misses 2-pt shot from 19 ft,,52-44,,
2:24.0,,,52-44,,Defensive rebound by D. Nowitzki
2:02.0,,,52-44,,H. Barnes misses 2-pt shot from 9 ft
2:01.0,Defensive rebound by D. Green,,52-44,,
1:50.0,P. McCaw makes 3-pt shot from 22 ft (assist by S. Curry),3,55-44,,
1:35.0,Personal foul by P. McCaw (drawn by S. Curry),,55-44,,
1:30.0,,,55-44,,Turnover by Y. Ferrell (lost ball; steal by S. Curry)
1:25.0,Shooting foul by Y. Ferrell (drawn by D. Green),,55-44,,
1:25.0,D. Green makes free throw 1 of 2,1,56-44,,
1:25.0,D. Green makes free throw 2 of 2,1,57-44,,
1:03.0,,,57-44,,S. Curry misses 2-pt shot from 8 ft
1:02.0,Defensive rebound by Team,,57-44,,
0:55.0,K. Thompson makes 3-pt shot from 25 ft (assist by D. Green),3,60-44,,
0:55.0,,,60-44,,Dallas full timeout
0:40.0,,,60-47,3,Y. Ferrell makes 3-pt shot from 25 ft (assist by W. Matthews)
0:29.0,P. McCaw makes 2-pt shot at rim (assist by M. Barnes),2,62-47,,
0:16.0,,,62-49,2,S. Curry makes 2-pt shot from 1 ft (assist by D. Nowitzki)
0:16.0,,,62-49,,Shooting foul by P. McCaw (drawn by S. Curry)
0:16.0,,,62-50,1,S. Curry makes free throw 1 of 1
0:16.0,,,62-49,,D. Finney-Smith enters the game for D. Nowitzki
0:16.0,I. Clark enters the game for M. Barnes,,62-49,,
0:00.0,I. Clark misses 3-pt shot from 25 ft,,62-50,,
0:00.0,Offensive rebound by Team,,62-50,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,,,62-50,,D. Nowitzki misses 3-pt shot from 24 ft
11:45.0,Defensive rebound by P. McCaw,,62-50,,
11:27.0,K. Thompson makes 2-pt shot from 22 ft (assist by D. Green),2,64-50,,
11:02.0,,,64-50,,D. Nowitzki misses 2-pt shot from 14 ft
11:01.0,Defensive rebound by Z. Pachulia,,64-50,,
10:52.0,Z. Pachulia makes 2-pt shot from 19 ft (assist by K. Thompson),2,66-50,,
10:33.0,,,66-50,,H. Barnes misses 2-pt shot from 6 ft
10:32.0,Defensive rebound by K. Thompson,,66-50,,
10:15.0,K. Thompson makes 3-pt shot from 24 ft (assist by S. Curry),3,69-50,,
10:13.0,,,69-50,,Dallas full timeout
10:07.0,Personal foul by Z. Pachulia (drawn by D. Nowitzki),,69-50,,
9:55.0,Personal foul by S. Curry (drawn by Y. Ferrell),,69-50,,
9:49.0,,,69-53,3,Y. Ferrell makes 3-pt shot from 25 ft (assist by S. Curry)
9:24.0,D. Green misses 3-pt shot from 24 ft,,69-53,,
9:23.0,,,69-53,,Defensive rebound by D. Nowitzki
9:12.0,,,69-53,,Y. Ferrell misses 3-pt shot from 22 ft
9:11.0,Defensive rebound by D. Green,,69-53,,
8:59.0,K. Thompson makes 3-pt shot from 23 ft (assist by S. Curry),3,72-53,,
8:39.0,,,72-55,2,D. Nowitzki makes 2-pt shot from 15 ft (assist by Y. Ferrell)
8:29.0,Turnover by D. Green (bad pass; steal by H. Barnes),,72-55,,
8:06.0,,,72-57,2,S. Curry makes 2-pt shot from 4 ft
8:03.0,Golden State full timeout,,72-57,,
7:49.0,K. Thompson misses 3-pt shot from 26 ft,,72-57,,
7:49.0,,,72-57,,Defensive rebound by S. Curry
7:42.0,,,72-59,2,S. Curry makes 2-pt shot from 3 ft
7:24.0,S. Curry makes 2-pt shot from 8 ft (assist by P. McCaw),2,74-59,,
7:11.0,Personal foul by D. Green (drawn by H. Barnes),,74-59,,
6:56.0,,,74-61,2,D. Nowitzki makes 2-pt shot from 21 ft (assist by S. Curry)
6:43.0,S. Curry makes 3-pt shot from 27 ft,3,77-61,,
6:21.0,,,77-61,,Turnover by Y. Ferrell (bad pass; steal by S. Curry)
6:18.0,S. Curry makes 2-pt shot from 2 ft,2,79-61,,
5:54.0,,,79-61,,S. Curry misses 2-pt shot from 12 ft
5:54.0,Defensive rebound by Team,,79-61,,
5:54.0,,,79-61,,Loose ball foul by H. Barnes (drawn by D. Green)
5:54.0,M. Barnes enters the game for D. Green,,79-61,,
5:54.0,,,79-61,,N. Noel enters the game for Y. Ferrell
5:54.0,,,79-61,,J. Barea enters the game for S. Curry
5:54.0,,,79-61,,D. Harris enters the game for D. Nowitzki
5:40.0,Turnover by M. Barnes (traveling),,79-61,,
5:33.0,,,79-61,,Dallas full timeout
5:19.0,,,79-61,,J. Barea misses 2-pt shot from 20 ft
5:18.0,Defensive rebound by M. Barnes,,79-61,,
5:13.0,Z. Pachulia makes 2-pt shot from 1 ft (assist by S. Curry),2,81-61,,
5:02.0,,,81-61,,Turnover by N. Noel (lost ball; steal by K. Thompson)
4:57.0,K. Thompson misses 3-pt shot from 24 ft,,81-61,,
4:55.0,Offensive rebound by S. Curry,,81-61,,
4:48.0,S. Curry misses 3-pt shot from 23 ft,,81-61,,
4:46.0,,,81-61,,Defensive rebound by H. Barnes
4:33.0,,,81-63,2,H. Barnes makes 2-pt shot from 1 ft
4:14.0,Offensive foul by Z. Pachulia,,81-63,,
4:14.0,Turnover by Z. Pachulia (offensive foul),,81-63,,
4:14.0,J. McGee enters the game for Z. Pachulia,,81-63,,
4:13.0,I. Clark enters the game for K. Thompson,,81-63,,
3:57.0,,,81-63,,J. Barea misses 3-pt shot from 23 ft
3:56.0,Defensive rebound by J. McGee,,81-63,,
3:42.0,S. Curry misses 3-pt shot from 23 ft,,81-63,,
3:41.0,,,81-63,,Defensive rebound by D. Harris
3:34.0,,,81-65,2,N. Noel makes 2-pt shot from 6 ft
3:22.0,Shooting foul by H. Barnes (drawn by J. McGee),,81-65,,
3:22.0,J. McGee misses free throw 1 of 2,,81-65,,
3:22.0,Offensive rebound by Team,,81-65,,
3:22.0,J. McGee misses free throw 2 of 2,,81-65,,
3:22.0,D. Green enters the game for P. McCaw,,81-65,,
3:21.0,,,81-65,,Defensive rebound by J. Barea
3:10.0,Personal foul by D. Green (drawn by H. Barnes),,81-65,,
2:58.0,,,81-65,,W. Matthews misses 2-pt shot from 10 ft
2:58.0,Defensive rebound by D. Green,,81-65,,
2:52.0,J. McGee makes 2-pt shot at rim (assist by D. Green),2,83-65,,
2:51.0,,,83-65,,Dallas full timeout
2:39.0,,,83-67,2,N. Noel makes 2-pt shot from 18 ft (assist by D. Harris)
2:26.0,Turnover by I. Clark (bad pass),,83-67,,
2:16.0,,,83-70,3,D. Harris makes 3-pt shot from 24 ft (assist by J. Barea)
1:56.0,I. Clark makes 2-pt shot from 12 ft (assist by D. Green),2,85-70,,
1:30.0,,,85-70,,W. Matthews misses 3-pt shot from 27 ft
1:30.0,Defensive rebound by S. Curry,,85-70,,
1:19.0,I. Clark misses 3-pt shot from 23 ft,,85-70,,
1:18.0,Offensive rebound by J. McGee,,85-70,,
1:15.0,S. Curry makes 3-pt shot from 25 ft (assist by M. Barnes),3,88-70,,
1:00.0,,,88-70,,J. Barea misses 2-pt shot from 13 ft
0:59.0,Defensive rebound by J. McGee,,88-70,,
0:52.0,S. Curry misses 3-pt shot from 24 ft,,88-70,,
0:51.0,,,88-70,,Defensive rebound by N. Noel
0:32.0,,,88-70,,N. Noel misses 2-pt shot from 8 ft
0:31.0,Defensive rebound by D. Green,,88-70,,
0:07.0,M. Barnes makes 3-pt shot from 23 ft (assist by S. Curry),3,91-70,,
0:03.0,Personal foul by J. McGee (drawn by H. Barnes),,91-70,,
0:03.0,,,91-70,,H. Barnes misses free throw 1 of 2
0:03.0,,,91-70,,Offensive rebound by Team
0:03.0,,,91-71,1,H. Barnes makes free throw 2 of 2
0:03.0,,,91-70,,Y. Ferrell enters the game for J. Barea
0:03.0,,,91-70,,D. Finney-Smith enters the game for W. Matthews
0:03.0,K. Thompson enters the game for J. McGee,,91-70,,
0:00.0,S. Curry misses 3-pt shot from 49 ft,,91-71,,
0:00.0,Offensive rebound by Team,,91-71,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:37.0,K. Thompson misses 2-pt shot from 16 ft,,91-71,,
11:36.0,,,91-71,,Defensive rebound by N. Noel
11:31.0,,,91-71,,D. Nowitzki misses 3-pt shot from 24 ft
11:29.0,,,91-71,,Offensive rebound by N. Noel
11:28.0,,,91-71,,N. Noel misses 2-pt shot from 2 ft
11:27.0,Defensive rebound by D. West,,91-71,,
11:11.0,I. Clark makes 2-pt shot from 3 ft (assist by M. Barnes),2,93-71,,
10:57.0,,,93-71,,Turnover by S. Curry (bad pass; steal by K. Thompson)
10:53.0,Turnover by D. West (bad pass; steal by Y. Ferrell),,93-71,,
10:53.0,Personal foul by I. Clark (drawn by Y. Ferrell),,93-71,,
10:41.0,,,93-71,,Turnover by N. Noel (bad pass; steal by S. Livingston)
10:25.0,,,93-71,,Personal foul by S. Curry (drawn by K. Thompson)
10:25.0,,,93-71,,D. Powell enters the game for N. Noel
10:13.0,I. Clark misses 3-pt shot from 24 ft,,93-71,,
10:13.0,Offensive rebound by Team,,93-71,,
10:13.0,,,93-71,,Loose ball foul by D. Finney-Smith (drawn by D. West)
10:01.0,K. Thompson misses 3-pt shot from 25 ft,,93-71,,
10:00.0,,,93-71,,Defensive rebound by D. Nowitzki
9:47.0,Personal foul by I. Clark (drawn by Y. Ferrell),,93-71,,
9:33.0,,,93-71,,S. Curry misses 3-pt shot from 23 ft
9:32.0,Defensive rebound by M. Barnes,,93-71,,
9:21.0,I. Clark misses 2-pt shot from 1 ft,,93-71,,
9:20.0,,,93-71,,Defensive rebound by D. Nowitzki
9:10.0,,,93-71,,S. Curry misses 3-pt shot from 24 ft
9:09.0,Defensive rebound by I. Clark,,93-71,,
8:56.0,K. Thompson makes 2-pt shot at rim (assist by D. West),2,95-71,,
8:37.0,,,95-71,,S. Curry misses 3-pt shot from 25 ft
8:36.0,Defensive rebound by M. Barnes,,95-71,,
8:15.0,Turnover by M. Barnes (bad pass; steal by Y. Ferrell),,95-71,,
7:57.0,,,95-71,,D. Finney-Smith misses 3-pt shot from 25 ft
7:56.0,Defensive rebound by I. Clark,,95-71,,
7:39.0,Shooting foul by D. Powell (drawn by I. Clark),,95-71,,
7:39.0,Official timeout,,95-71,,
7:39.0,I. Clark makes free throw 1 of 2,1,96-71,,
7:39.0,I. Clark makes free throw 2 of 2,1,97-71,,
7:39.0,,,95-71,,W. Matthews enters the game for D. Finney-Smith
7:39.0,,,95-71,,H. Barnes enters the game for D. Powell
7:39.0,D. Green enters the game for M. Barnes,,95-71,,
7:39.0,P. McCaw enters the game for S. Livingston,,95-71,,
7:22.0,,,97-71,,Shooting foul by I. Clark (drawn by D. Nowitzki)
7:22.0,,,97-72,1,D. Nowitzki makes free throw 1 of 2
7:22.0,,,97-73,1,D. Nowitzki makes free throw 2 of 2
6:59.0,I. Clark misses 2-pt shot from 12 ft,,97-73,,
6:58.0,,,97-73,,Defensive rebound by W. Matthews
6:51.0,,,97-73,,D. Nowitzki misses 2-pt shot from 19 ft
6:50.0,Defensive rebound by D. West,,97-73,,
6:37.0,Offensive foul by I. Clark,,97-73,,
6:37.0,Turnover by I. Clark (offensive foul),,97-73,,
6:26.0,,,97-76,3,Y. Ferrell makes 3-pt shot from 24 ft
6:05.0,D. West makes 2-pt shot from 3 ft (assist by K. Thompson),2,99-76,,
5:47.0,,,99-76,,Turnover by S. Curry (lost ball; steal by D. West)
5:34.0,D. Green misses 3-pt shot from 24 ft,,99-76,,
5:33.0,,,99-76,,Defensive rebound by D. Nowitzki
5:28.0,,,99-76,,Y. Ferrell misses 3-pt shot from 24 ft
5:27.0,Defensive rebound by K. Thompson,,99-76,,
5:27.0,Golden State full timeout,,99-76,,
5:27.0,,,99-76,,N. Brussino enters the game for W. Matthews
5:27.0,,,99-76,,D. Powell enters the game for D. Nowitzki
5:27.0,,,99-76,,D. Finney-Smith enters the game for S. Curry
5:27.0,M. Barnes enters the game for D. Green,,99-76,,
5:27.0,J. McAdoo enters the game for K. Thompson,,99-76,,
5:27.0,S. Livingston enters the game for D. West,,99-76,,
5:08.0,J. McAdoo makes 2-pt shot from 5 ft (assist by S. Livingston),2,101-76,,
4:45.0,,,101-76,,N. Brussino misses 2-pt shot from 20 ft
4:44.0,Defensive rebound by P. McCaw,,101-76,,
4:29.0,P. McCaw misses 2-pt shot from 24 ft,,101-76,,
4:28.0,,,101-76,,Defensive rebound by N. Brussino
4:17.0,,,101-78,2,D. Powell makes 2-pt shot from 1 ft (assist by Y. Ferrell)
4:08.0,,,101-78,,Personal take foul by D. Finney-Smith (drawn by S. Livingston)
4:08.0,K. Looney enters the game for M. Barnes,,101-78,,
4:08.0,,,101-78,,M. Harris enters the game for H. Barnes
4:08.0,,,101-78,,S. Mejri enters the game for Y. Ferrell
3:48.0,Loose ball foul by J. McAdoo (drawn by N. Brussino),,101-78,,
3:48.0,Turnover by J. McAdoo (offensive foul),,101-78,,
3:35.0,,,101-80,2,M. Harris makes 2-pt shot from 1 ft
3:32.0,,,101-80,,Personal take foul by D. Powell (drawn by J. McAdoo)
3:32.0,J. McAdoo makes free throw 1 of 2,1,102-80,,
3:32.0,J. McAdoo makes free throw 2 of 2,1,103-80,,
3:24.0,Shooting block foul by K. Looney (drawn by D. Powell),,103-80,,
3:24.0,,,103-80,,D. Powell misses free throw 1 of 2
3:24.0,,,103-80,,Offensive rebound by Team
3:24.0,,,103-81,1,D. Powell makes free throw 2 of 2
3:23.0,,,103-81,,Personal take foul by D. Powell (drawn by J. McAdoo)
3:23.0,J. McAdoo misses free throw 1 of 2,,103-81,,
3:23.0,Offensive rebound by Team,,103-81,,
3:23.0,J. McAdoo makes free throw 2 of 2,1,104-81,,
3:09.0,,,104-81,,D. Powell misses 3-pt shot from 25 ft
3:08.0,Defensive rebound by J. McAdoo,,104-81,,
3:01.0,S. Livingston makes 2-pt shot from 14 ft,2,106-81,,
2:42.0,,,106-81,,M. Harris misses 2-pt shot from 20 ft
2:41.0,,,106-81,,Offensive rebound by N. Brussino
2:40.0,,,106-83,2,N. Brussino makes 2-pt shot from 1 ft
2:22.0,K. Looney misses 2-pt shot at rim (block by N. Brussino),,106-83,,
2:20.0,,,106-83,,Defensive rebound by N. Brussino
2:11.0,,,106-83,,N. Brussino misses 2-pt shot from 1 ft
2:10.0,,,106-83,,Offensive rebound by N. Brussino
1:58.0,,,106-83,,S. Mejri misses 2-pt shot from 6 ft
1:57.0,,,106-83,,Offensive rebound by M. Harris
1:55.0,,,106-83,,M. Harris misses 2-pt shot from 1 ft (block by J. McAdoo)
1:54.0,,,106-83,,Offensive rebound by S. Mejri
