time,Brooklyn,pts.away,score,pts.home,Milwaukee
7:34.0,Defensive rebound by L. Scola,,31-31,,
7:26.0,A. Bennett misses 2-pt shot from 3 ft,,31-31,,
7:25.0,,,31-31,,Defensive rebound by J. Henson
7:20.0,,,31-31,,T. Snell misses 3-pt shot from 26 ft
7:18.0,Defensive rebound by L. Scola,,31-31,,
7:10.0,G. Vasquez misses 2-pt shot from 2 ft,,31-31,,
7:08.0,,,31-31,,Defensive rebound by M. Teletovic
7:01.0,,,31-33,2,T. Snell makes 2-pt shot from 20 ft
6:42.0,A. Bennett makes 3-pt shot from 24 ft (assist by B. Bogdanovic),3,34-33,,
6:29.0,,,34-33,,J. Henson misses 2-pt shot from 1 ft
6:27.0,Defensive rebound by L. Scola,,34-33,,
6:17.0,G. Vasquez misses 3-pt shot from 26 ft,,34-33,,
6:16.0,,,34-33,,Defensive rebound by J. Henson
6:10.0,,,34-33,,Shooting foul by B. Bogdanovic (drawn by J. Henson)
6:10.0,,,34-34,1,J. Henson makes free throw 1 of 2
6:10.0,,,34-34,,J. Henson misses free throw 2 of 2
6:10.0,J. Hamilton enters the game for L. Scola,,34-34,,
6:10.0,,,34-34,,G. Antetokounmpo enters the game for M. Teletovic
6:09.0,,,34-34,,Offensive rebound by T. Snell
6:06.0,,,34-34,,T. Snell misses 2-pt shot from 1 ft
6:05.0,Defensive rebound by B. Bogdanovic,,34-34,,
6:04.0,,,34-34,,Personal foul by T. Snell (drawn by B. Bogdanovic)
5:46.0,S. Kilpatrick misses 2-pt shot from 19 ft (block by J. Henson),,34-34,,
5:44.0,Offensive rebound by J. Hamilton,,34-34,,
5:40.0,B. Bogdanovic misses 3-pt shot from 26 ft,,34-34,,
5:39.0,,,34-34,,Defensive rebound by J. Henson
5:33.0,,,34-36,2,G. Antetokounmpo makes 2-pt shot at rim (assist by M. Dellavedova)
5:32.0,Brooklyn full timeout,,34-36,,
5:32.0,J. Lin enters the game for G. Vasquez,,34-36,,
5:32.0,,,34-36,,R. Vaughn enters the game for T. Snell
5:14.0,Shooting foul by R. Vaughn (drawn by S. Kilpatrick),,34-36,,
5:14.0,S. Kilpatrick makes free throw 1 of 2,1,35-36,,
5:14.0,S. Kilpatrick makes free throw 2 of 2,1,36-36,,
4:51.0,,,36-38,2,R. Vaughn makes 2-pt shot from 18 ft (assist by J. Parker)
4:31.0,J. Hamilton misses 2-pt shot from 8 ft,,36-38,,
4:30.0,,,36-38,,Defensive rebound by J. Henson
4:23.0,,,36-40,2,G. Antetokounmpo makes 2-pt shot from 2 ft (assist by J. Henson)
4:05.0,A. Bennett makes 2-pt shot at rim (assist by J. Lin),2,38-40,,
3:59.0,,,38-40,,M. Dellavedova misses 2-pt shot from 11 ft
3:58.0,,,38-40,,Offensive rebound by M. Dellavedova
3:45.0,,,38-40,,R. Vaughn misses 3-pt shot from 28 ft
3:44.0,Defensive rebound by A. Bennett,,38-40,,
3:34.0,Turnover by A. Bennett (bad pass; steal by J. Parker),,38-40,,
3:32.0,Personal foul by A. Bennett (drawn by J. Parker),,38-40,,
3:32.0,T. Booker enters the game for B. Bogdanovic,,38-40,,
3:32.0,J. Harris enters the game for A. Bennett,,38-40,,
3:18.0,,,38-40,,M. Dellavedova misses 3-pt shot from 26 ft
3:17.0,Defensive rebound by J. Harris,,38-40,,
2:59.0,J. Hamilton misses 3-pt shot from 25 ft,,38-40,,
2:59.0,,,38-40,,Defensive rebound by G. Antetokounmpo
2:59.0,Personal foul by T. Booker (drawn by M. Dellavedova),,38-40,,
2:59.0,Official timeout,,38-40,,
2:59.0,,,38-41,1,M. Dellavedova makes free throw 1 of 2
2:59.0,,,38-42,1,M. Dellavedova makes free throw 2 of 2
2:59.0,R. Hollis-Jefferson enters the game for S. Kilpatrick,,38-40,,
2:36.0,J. Lin misses 2-pt shot from 15 ft,,38-42,,
2:34.0,,,38-42,,Defensive rebound by G. Antetokounmpo
2:22.0,,,38-42,,G. Antetokounmpo misses 2-pt shot from 11 ft
2:20.0,,,38-42,,Offensive rebound by J. Henson
2:09.0,,,38-42,,Offensive foul by G. Antetokounmpo
2:09.0,,,38-42,,Turnover by G. Antetokounmpo (offensive foul)
1:55.0,J. Harris misses 2-pt shot from 6 ft,,38-42,,
1:53.0,,,38-42,,Defensive rebound by G. Antetokounmpo
1:43.0,,,38-42,,J. Henson misses 2-pt shot from 3 ft
1:38.0,,,38-42,,Offensive rebound by J. Parker
1:38.0,,,38-44,2,J. Parker makes 2-pt shot at rim
1:23.0,J. Hamilton misses 3-pt shot from 24 ft,,38-44,,
1:22.0,,,38-44,,Defensive rebound by J. Henson
1:07.0,,,38-44,,Turnover by M. Dellavedova (bad pass; steal by J. Hamilton)
1:00.0,J. Harris makes 3-pt shot from 26 ft (assist by T. Booker),3,41-44,,
0:41.0,,,41-44,,R. Vaughn misses 2-pt shot from 1 ft
0:39.0,Defensive rebound by R. Hollis-Jefferson,,41-44,,
0:37.0,Offensive charge foul by R. Hollis-Jefferson,,41-44,,
0:37.0,Turnover by R. Hollis-Jefferson (offensive foul),,41-44,,
0:26.0,,,41-46,2,M. Dellavedova makes 2-pt shot from 8 ft (assist by J. Henson)
0:00.0,J. Hamilton misses 2-pt shot from 22 ft,,41-46,,
0:00.0,,,41-46,,Defensive rebound by J. Parker
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:36.0,J. Lin makes 2-pt shot from 8 ft,2,43-46,,
11:18.0,,,43-48,2,M. Dellavedova makes 2-pt shot at rim
11:07.0,R. Hollis-Jefferson misses 2-pt shot from 16 ft,,43-48,,
11:06.0,Offensive rebound by B. Bogdanovic,,43-48,,
11:06.0,B. Bogdanovic makes 2-pt shot from 1 ft,2,45-48,,
10:49.0,Personal foul by J. Hamilton (drawn by M. Plumlee),,45-48,,
10:44.0,,,45-50,2,G. Antetokounmpo makes 2-pt shot at rim (assist by J. Parker)
10:31.0,B. Bogdanovic makes 2-pt shot from 4 ft (assist by R. Hollis-Jefferson),2,47-50,,
10:31.0,Shooting foul by M. Plumlee (drawn by B. Bogdanovic),,47-50,,
10:31.0,B. Bogdanovic makes free throw 1 of 1,1,48-50,,
10:21.0,,,48-50,,Turnover by G. Antetokounmpo (step out of bounds)
10:02.0,B. Bogdanovic misses 2-pt shot from 12 ft,,48-50,,
10:00.0,,,48-50,,Defensive rebound by M. Plumlee
9:58.0,,,48-50,,Turnover by M. Plumlee (lost ball; steal by J. Lin)
9:57.0,T. Booker makes 2-pt shot from 1 ft (assist by J. Lin),2,50-50,,
9:57.0,Shooting foul by T. Snell (drawn by T. Booker),,50-50,,
9:57.0,T. Booker makes free throw 1 of 1,1,51-50,,
9:57.0,,,50-50,,G. Monroe enters the game for M. Plumlee
9:43.0,,,51-50,,J. Parker misses 2-pt shot from 6 ft
9:42.0,Defensive rebound by T. Booker,,51-50,,
9:34.0,J. Lin misses 3-pt shot from 23 ft,,51-50,,
9:33.0,,,51-50,,Defensive rebound by G. Antetokounmpo
9:26.0,,,51-52,2,T. Snell makes 2-pt shot from 3 ft (assist by G. Antetokounmpo)
9:20.0,,,51-52,,Personal foul by G. Antetokounmpo (drawn by J. Lin)
9:09.0,Turnover by J. Hamilton (lost ball; steal by G. Monroe),,51-52,,
8:55.0,,,51-54,2,M. Dellavedova makes 2-pt shot from 6 ft
8:38.0,R. Hollis-Jefferson misses 3-pt shot from 25 ft,,51-54,,
8:37.0,,,51-54,,Defensive rebound by J. Parker
8:35.0,,,51-56,2,G. Monroe makes 2-pt shot from 3 ft (assist by J. Parker)
8:35.0,,,51-56,,Shooting foul by R. Hollis-Jefferson (drawn by G. Monroe)
8:35.0,,,51-57,1,G. Monroe makes free throw 1 of 1
8:18.0,Turnover by R. Hollis-Jefferson (bad pass; steal by G. Monroe),,51-57,,
8:01.0,,,51-57,,G. Antetokounmpo misses 2-pt shot from 4 ft (block by T. Booker)
7:59.0,Defensive rebound by T. Booker,,51-57,,
7:59.0,,,51-57,,Personal foul by M. Dellavedova (drawn by T. Booker)
7:51.0,Turnover by J. Lin (bad pass; steal by G. Antetokounmpo),,51-57,,
7:48.0,,,51-59,2,G. Antetokounmpo makes 2-pt shot at rim
7:47.0,Brooklyn full timeout,,51-59,,
7:47.0,,,51-59,,R. Vaughn enters the game for T. Snell
7:29.0,R. Hollis-Jefferson makes 2-pt shot from 17 ft,2,53-59,,
7:08.0,,,53-62,3,R. Vaughn makes 3-pt shot from 22 ft (assist by G. Monroe)
7:01.0,Shooting foul by R. Vaughn (drawn by J. Lin),,53-62,,
7:01.0,J. Lin misses free throw 1 of 2,,53-62,,
7:01.0,Offensive rebound by Team,,53-62,,
7:01.0,J. Lin makes free throw 2 of 2,1,54-62,,
7:01.0,A. Bennett enters the game for T. Booker,,53-62,,
6:42.0,,,54-65,3,R. Vaughn makes 3-pt shot from 25 ft (assist by M. Dellavedova)
6:30.0,B. Bogdanovic misses 2-pt shot from 1 ft (block by G. Antetokounmpo),,54-65,,
6:28.0,Offensive rebound by B. Bogdanovic,,54-65,,
6:27.0,Turnover by B. Bogdanovic (lost ball; steal by R. Vaughn),,54-65,,
6:20.0,,,54-65,,Turnover by G. Antetokounmpo (lost ball; steal by J. Hamilton)
6:10.0,J. Hamilton makes 3-pt shot from 26 ft (assist by J. Lin),3,57-65,,
5:48.0,,,57-65,,R. Vaughn misses 3-pt shot from 25 ft
5:47.0,Defensive rebound by B. Bogdanovic,,57-65,,
5:39.0,A. Bennett makes 3-pt shot from 28 ft (assist by J. Hamilton),3,60-65,,
5:16.0,,,60-65,,G. Monroe misses 2-pt shot from 3 ft (block by R. Hollis-Jefferson)
5:16.0,,,60-65,,Offensive rebound by Team
5:16.0,J. Harris enters the game for B. Bogdanovic,,60-65,,
5:16.0,I. Whitehead enters the game for J. Lin,,60-65,,
5:15.0,,,60-65,,Shooting foul by J. Hamilton (drawn by J. Parker)
5:15.0,,,60-65,,J. Parker misses free throw 1 of 2
5:15.0,,,60-65,,Offensive rebound by Team
5:15.0,,,60-65,,J. Parker misses free throw 2 of 2
5:10.0,Defensive rebound by J. Hamilton,,60-65,,
4:57.0,J. Harris misses 3-pt shot from 28 ft,,60-65,,
4:56.0,,,60-65,,Defensive rebound by G. Antetokounmpo
4:52.0,,,60-67,2,G. Antetokounmpo makes 2-pt shot from 1 ft
4:35.0,A. Bennett misses 3-pt shot from 25 ft,,60-67,,
4:34.0,Offensive rebound by R. Hollis-Jefferson,,60-67,,
4:25.0,A. Bennett misses 2-pt shot from 4 ft,,60-67,,
4:24.0,,,60-67,,Defensive rebound by G. Antetokounmpo
4:18.0,,,60-67,,R. Vaughn misses 3-pt shot from 25 ft
4:18.0,Defensive rebound by Team,,60-67,,
4:04.0,Turnover by J. Harris (lost ball; steal by G. Monroe),,60-67,,
3:58.0,,,60-67,,R. Vaughn misses 2-pt shot from 3 ft
3:58.0,,,60-67,,Offensive rebound by G. Antetokounmpo
3:58.0,Loose ball foul by I. Whitehead (drawn by G. Antetokounmpo),,60-67,,
3:58.0,,,60-67,,M. Brogdon enters the game for M. Dellavedova
3:58.0,L. Scola enters the game for R. Hollis-Jefferson,,60-67,,
3:58.0,S. Kilpatrick enters the game for J. Hamilton,,60-67,,
3:58.0,,,60-67,,M. Teletovic enters the game for J. Parker
3:46.0,,,60-70,3,M. Teletovic makes 3-pt shot at rim
3:43.0,,,60-70,,Personal foul by M. Teletovic (drawn by A. Bennett)
3:43.0,A. Bennett misses free throw 1 of 2,,60-70,,
3:43.0,Offensive rebound by Team,,60-70,,
3:43.0,A. Bennett makes free throw 2 of 2,1,61-70,,
3:39.0,Personal foul by S. Kilpatrick (drawn by M. Brogdon),,61-70,,
3:39.0,,,61-71,1,M. Brogdon makes free throw 1 of 2
3:39.0,,,61-72,1,M. Brogdon makes free throw 2 of 2
3:22.0,S. Kilpatrick makes 2-pt shot from 1 ft (assist by J. Harris),2,63-72,,
3:00.0,,,63-74,2,G. Monroe makes 2-pt shot at rim
2:35.0,J. Harris misses 2-pt shot from 1 ft,,63-74,,
2:33.0,Offensive rebound by L. Scola,,63-74,,
2:33.0,L. Scola makes 2-pt shot at rim,2,65-74,,
2:18.0,,,65-74,,Shooting foul by A. Bennett (drawn by M. Teletovic)
2:18.0,,,65-74,,Milwaukee full timeout
2:18.0,,,65-75,1,M. Teletovic makes free throw 1 of 2
2:18.0,,,65-76,1,M. Teletovic makes free throw 2 of 2
2:18.0,T. Booker enters the game for A. Bennett,,65-74,,
2:18.0,,,65-74,,T. Snell enters the game for G. Antetokounmpo
2:18.0,,,65-74,,M. Dellavedova enters the game for M. Brogdon
1:53.0,S. Kilpatrick misses 2-pt shot from 7 ft,,65-76,,
1:52.0,,,65-76,,Defensive rebound by G. Monroe
1:30.0,,,65-76,,Turnover by G. Monroe (lost ball; steal by J. Harris)
1:26.0,J. Harris makes 2-pt shot at rim,2,67-76,,
1:14.0,,,67-76,,Turnover by T. Snell (bad pass; steal by I. Whitehead)
1:08.0,I. Whitehead makes 2-pt shot at rim,2,69-76,,
0:59.0,Personal foul by I. Whitehead (drawn by M. Dellavedova),,69-76,,
0:59.0,,,69-77,1,M. Dellavedova makes free throw 1 of 2
0:59.0,,,69-78,1,M. Dellavedova makes free throw 2 of 2
0:59.0,,,69-77,,M. Brogdon enters the game for R. Vaughn
0:47.0,S. Kilpatrick makes 2-pt shot from 1 ft,2,71-78,,
0:26.0,,,71-78,,Shooting foul by L. Scola (drawn by G. Monroe)
0:26.0,,,71-79,1,G. Monroe makes free throw 1 of 2
0:26.0,,,71-80,1,G. Monroe makes free throw 2 of 2
0:26.0,J. Hamilton enters the game for L. Scola,,71-79,,
0:04.0,S. Kilpatrick makes 2-pt shot from 1 ft,2,73-80,,
0:00.0,,,73-80,,T. Snell misses 3-pt shot from 26 ft
0:00.0,,,73-80,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,,,73-80,,M. Teletovic misses 2-pt shot from 1 ft
11:44.0,Defensive rebound by J. Lin,,73-80,,
11:36.0,J. Lin makes 2-pt shot at rim (assist by L. Scola),2,75-80,,
11:36.0,Shooting foul by J. Henson (drawn by J. Lin),,75-80,,
11:36.0,J. Lin misses free throw 1 of 1,,75-80,,
11:34.0,,,75-80,,Defensive rebound by J. Henson
11:13.0,,,75-82,2,J. Henson makes 2-pt shot from 4 ft (assist by M. Teletovic)
10:53.0,J. Harris misses 3-pt shot from 25 ft,,75-82,,
10:51.0,Offensive rebound by T. Booker,,75-82,,
10:42.0,J. Lin misses 3-pt shot from 26 ft,,75-82,,
10:41.0,,,75-82,,Defensive rebound by J. Henson
10:25.0,,,75-84,2,M. Beasley makes 2-pt shot from 4 ft
10:19.0,,,75-84,,Personal foul by J. Henson (drawn by L. Scola)
10:19.0,B. Bogdanovic enters the game for S. Kilpatrick,,75-84,,
10:13.0,Shooting foul by T. Snell (drawn by T. Booker),,75-84,,
10:13.0,T. Booker makes free throw 1 of 2,1,76-84,,
10:13.0,T. Booker makes free throw 2 of 2,1,77-84,,
10:13.0,,,76-84,,G. Antetokounmpo enters the game for T. Snell
10:01.0,,,77-84,,M. Brogdon misses 2-pt shot from 21 ft
9:59.0,Defensive rebound by T. Booker,,77-84,,
9:52.0,T. Booker makes 2-pt shot from 5 ft (assist by J. Lin),2,79-84,,
9:52.0,Shooting foul by M. Teletovic (drawn by T. Booker),,79-84,,
9:52.0,T. Booker makes free throw 1 of 1,1,80-84,,
9:31.0,,,80-84,,M. Teletovic misses 3-pt shot from 23 ft
9:28.0,Defensive rebound by B. Bogdanovic,,80-84,,
9:28.0,,,80-84,,Personal foul by M. Teletovic (drawn by B. Bogdanovic)
9:28.0,B. Bogdanovic makes free throw 1 of 2,1,81-84,,
9:28.0,B. Bogdanovic makes free throw 2 of 2,1,82-84,,
9:28.0,,,81-84,,J. Parker enters the game for M. Teletovic
9:15.0,,,82-86,2,J. Henson makes 2-pt shot from 8 ft
8:51.0,J. Lin misses 3-pt shot from 28 ft,,82-86,,
8:48.0,,,82-86,,Defensive rebound by M. Brogdon
8:41.0,,,82-86,,Turnover by M. Beasley (bad pass; steal by J. Lin)
8:34.0,T. Booker misses 2-pt shot from 2 ft (block by J. Henson),,82-86,,
8:34.0,Offensive rebound by L. Scola,,82-86,,
8:34.0,Shooting foul by J. Henson (drawn by L. Scola),,82-86,,
8:34.0,Official timeout,,82-86,,
8:34.0,L. Scola makes free throw 1 of 2,1,83-86,,
8:34.0,L. Scola makes free throw 2 of 2,1,84-86,,
8:34.0,I. Whitehead enters the game for T. Booker,,82-86,,
8:34.0,A. Bennett enters the game for J. Lin,,82-86,,
