time,Sacramento,pts.away,score,pts.home,Oklahoma City
4:49.0,,,10-14,3,R. Westbrook makes 3-pt shot from 24 ft (assist by A. Roberson)
4:35.0,,,10-14,,Violation by D. Sabonis (kicked ball)
4:21.0,W. Cauley-Stein misses 2-pt shot from 11 ft,,10-14,,
4:21.0,,,10-14,,Defensive rebound by A. Roberson
4:11.0,,,10-16,2,D. Sabonis makes 2-pt shot at rim
3:58.0,G. Temple misses 3-pt shot from 25 ft,,10-16,,
3:58.0,,,10-16,,Defensive rebound by S. Adams
3:48.0,,,10-16,,R. Westbrook misses 2-pt shot from 1 ft
3:47.0,,,10-16,,Offensive rebound by S. Adams
3:46.0,,,10-16,,Shooting foul by S. Labissiere (drawn by S. Adams)
3:46.0,,,10-17,1,S. Adams makes free throw 1 of 2
3:46.0,,,10-17,,S. Adams misses free throw 2 of 2
3:46.0,,,10-17,,Offensive rebound by A. Roberson
3:46.0,A. Tolliver enters the game for W. Cauley-Stein,,10-17,,
3:46.0,G. Papagiannis enters the game for B. Hield,,10-17,,
3:42.0,,,10-17,,R. Westbrook misses 3-pt shot from 25 ft
3:41.0,Defensive rebound by G. Papagiannis,,10-17,,
3:25.0,Turnover by S. Labissiere (lost ball; steal by R. Westbrook),,10-17,,
3:21.0,,,10-17,,Turnover by R. Westbrook (bad pass)
3:21.0,Sacramento full timeout,,10-17,,
3:21.0,,,10-17,,E. Kanter enters the game for S. Adams
3:21.0,T. Lawson enters the game for D. Collison,,10-17,,
3:05.0,Turnover by G. Temple (bad pass),,10-17,,
2:56.0,,,10-17,,Shooting foul by S. Labissiere (drawn by R. Westbrook)
2:56.0,,,10-18,1,R. Westbrook makes free throw 1 of 2
2:56.0,,,10-19,1,R. Westbrook makes free throw 2 of 2
2:34.0,A. Tolliver misses 2-pt shot from 9 ft,,10-19,,
2:34.0,,,10-19,,Defensive rebound by R. Westbrook
2:30.0,,,10-19,,Shooting foul by S. Labissiere (drawn by D. Sabonis)
2:30.0,,,10-19,,D. Sabonis misses free throw 1 of 2
2:30.0,,,10-19,,Offensive rebound by Team
2:30.0,,,10-20,1,D. Sabonis makes free throw 2 of 2
2:30.0,L. Galloway enters the game for G. Temple,,10-19,,
2:30.0,,,10-19,,S. Christon enters the game for R. Westbrook
2:30.0,,,10-19,,D. McDermott enters the game for A. Roberson
2:13.0,A. Tolliver makes 2-pt shot from 4 ft (assist by S. Labissiere),2,12-20,,
2:01.0,,,12-22,2,A. Abrines makes 2-pt shot from 23 ft (assist by S. Christon)
1:50.0,,,12-22,,Violation by D. Sabonis (def goaltending)
1:50.0,T. Lawson makes 2-pt shot from 2 ft,2,14-22,,
1:33.0,,,14-22,,E. Kanter misses 2-pt shot from 5 ft
1:32.0,Defensive rebound by A. Tolliver,,14-22,,
1:23.0,G. Papagiannis misses 2-pt shot from 4 ft,,14-22,,
1:22.0,,,14-22,,Defensive rebound by D. McDermott
1:14.0,,,14-25,3,D. McDermott makes 3-pt shot from 26 ft
0:54.0,Shooting foul by D. Sabonis (drawn by S. Labissiere),,14-25,,
0:54.0,S. Labissiere makes free throw 1 of 2,1,15-25,,
0:54.0,S. Labissiere makes free throw 2 of 2,1,16-25,,
0:43.0,,,16-27,2,D. McDermott makes 2-pt shot from 14 ft
0:38.0,,,16-27,,Personal foul by S. Christon (drawn by T. Lawson)
0:38.0,T. Lawson misses free throw 1 of 2,,16-27,,
0:38.0,Offensive rebound by Team,,16-27,,
0:38.0,T. Lawson makes free throw 2 of 2,1,17-27,,
0:38.0,K. Koufos enters the game for S. Labissiere,,16-27,,
0:31.0,,,17-27,,Shooting foul by K. Koufos (drawn by E. Kanter)
0:31.0,,,17-28,1,E. Kanter makes free throw 1 of 2
0:31.0,,,17-29,1,E. Kanter makes free throw 2 of 2
0:13.0,T. Lawson makes 2-pt shot from 13 ft,2,19-29,,
0:01.0,,,19-29,,E. Kanter misses 2-pt shot from 8 ft
0:00.0,Defensive rebound by G. Papagiannis,,19-29,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,G. Papagiannis makes 2-pt shot from 20 ft (assist by T. Lawson),2,21-29,,
11:31.0,,,21-31,2,E. Kanter makes 2-pt shot from 1 ft
11:23.0,,,21-31,,Personal foul by S. Christon (drawn by T. Lawson)
11:14.0,T. Lawson misses 2-pt shot from 12 ft,,21-31,,
11:14.0,,,21-31,,Defensive rebound by E. Kanter
11:00.0,Personal foul by G. Papagiannis (drawn by E. Kanter),,21-31,,
10:54.0,,,21-31,,Turnover by V. Oladipo (lost ball; steal by L. Galloway)
10:49.0,L. Galloway misses 2-pt shot from 2 ft (block by S. Christon),,21-31,,
10:47.0,,,21-31,,Defensive rebound by V. Oladipo
10:43.0,,,21-34,3,D. McDermott makes 3-pt shot from 26 ft (assist by S. Christon)
10:31.0,Turnover by T. Lawson (traveling),,21-34,,
10:14.0,,,21-36,2,V. Oladipo makes 2-pt shot from 1 ft (assist by S. Christon)
10:01.0,L. Galloway misses 2-pt shot from 20 ft,,21-36,,
9:59.0,Offensive rebound by Team,,21-36,,
9:45.0,G. Papagiannis misses 2-pt shot from 4 ft,,21-36,,
9:44.0,Offensive rebound by Team,,21-36,,
9:44.0,W. Cauley-Stein enters the game for G. Papagiannis,,21-36,,
9:44.0,Sacramento full timeout,,21-36,,
9:44.0,B. Hield enters the game for A. Tolliver,,21-36,,
9:33.0,B. Hield misses 3-pt shot from 25 ft,,21-36,,
9:33.0,,,21-36,,Defensive rebound by D. McDermott
9:18.0,,,21-36,,Shooting foul by L. Galloway (drawn by D. McDermott)
9:18.0,,,21-37,1,D. McDermott makes free throw 1 of 2
9:18.0,,,21-37,,D. McDermott misses free throw 2 of 2
9:17.0,Defensive rebound by W. Cauley-Stein,,21-37,,
8:57.0,K. Koufos misses 2-pt shot from 10 ft,,21-37,,
8:56.0,,,21-37,,Defensive rebound by D. Sabonis
8:39.0,,,21-39,2,E. Kanter makes 2-pt shot from 1 ft
8:31.0,,,21-39,,Violation by D. Sabonis (kicked ball)
8:31.0,,,21-39,,R. Westbrook enters the game for S. Christon
8:18.0,Turnover by W. Cauley-Stein (lost ball; steal by D. Sabonis),,21-39,,
8:01.0,,,21-39,,D. Sabonis misses 2-pt shot from 5 ft
8:00.0,Defensive rebound by K. Koufos,,21-39,,
7:53.0,T. Lawson makes 2-pt shot from 1 ft,2,23-39,,
7:53.0,Shooting foul by D. Sabonis (drawn by T. Lawson),,23-39,,
7:53.0,T. Lawson misses free throw 1 of 1,,23-39,,
7:53.0,,,23-39,,S. Adams enters the game for D. Sabonis
7:52.0,,,23-39,,Defensive rebound by R. Westbrook
7:46.0,,,23-39,,V. Oladipo misses 3-pt shot from 23 ft
7:45.0,,,23-39,,Offensive rebound by E. Kanter
7:44.0,,,23-41,2,E. Kanter makes 2-pt shot from 1 ft
7:31.0,K. Koufos makes 2-pt shot at rim (assist by T. Lawson),2,25-41,,
7:15.0,,,25-43,2,S. Adams makes 2-pt shot from 7 ft (assist by V. Oladipo)
7:02.0,L. Galloway misses 3-pt shot from 25 ft,,25-43,,
7:02.0,,,25-43,,Defensive rebound by S. Adams
6:56.0,,,25-43,,D. McDermott misses 3-pt shot from 25 ft
6:55.0,Defensive rebound by K. Koufos,,25-43,,
6:45.0,,,25-43,,Personal foul by V. Oladipo (drawn by B. Hield)
6:45.0,D. Collison enters the game for L. Galloway,,25-43,,
6:45.0,,,25-43,,A. Roberson enters the game for V. Oladipo
6:28.0,B. Hield misses 3-pt shot from 26 ft,,25-43,,
6:28.0,Offensive rebound by Team,,25-43,,
6:28.0,Turnover by Team (shot clock),,25-43,,
6:15.0,,,25-45,2,E. Kanter makes 2-pt shot from 5 ft
6:05.0,,,25-45,,Def 3 sec tech foul by S. Adams
6:05.0,B. Hield makes technical free throw,1,26-45,,
6:05.0,A. Tolliver enters the game for W. Cauley-Stein,,26-45,,
5:58.0,Sacramento full timeout,,26-45,,
5:58.0,Official timeout,,26-45,,
5:58.0,,,26-45,,T. Gibson enters the game for E. Kanter
5:48.0,D. Collison misses 3-pt shot from 22 ft,,26-45,,
5:48.0,Offensive rebound by Team,,26-45,,
5:48.0,Turnover by Team (shot clock),,26-45,,
5:41.0,,,26-47,2,A. Roberson makes 2-pt shot from 2 ft (assist by R. Westbrook)
5:30.0,Shooting foul by D. McDermott (drawn by T. Lawson),,26-47,,
5:30.0,T. Lawson misses free throw 1 of 2,,26-47,,
5:30.0,Offensive rebound by Team,,26-47,,
5:30.0,T. Lawson makes free throw 2 of 2,1,27-47,,
5:30.0,,,26-47,,V. Oladipo enters the game for D. McDermott
5:30.0,G. Temple enters the game for B. Hield,,26-47,,
5:23.0,,,27-47,,Shooting foul by T. Lawson (drawn by S. Adams)
5:23.0,,,27-48,1,S. Adams makes free throw 1 of 2
5:23.0,,,27-49,1,S. Adams makes free throw 2 of 2
5:23.0,B. Hield enters the game for T. Lawson,,27-48,,
5:11.0,Turnover by B. Hield (traveling),,27-49,,
5:01.0,,,27-49,,Turnover by R. Westbrook (bad pass; steal by G. Temple)
4:58.0,B. Hield makes 2-pt shot at rim,2,29-49,,
4:41.0,,,29-49,,T. Gibson misses 2-pt shot from 3 ft
4:40.0,Defensive rebound by K. Koufos,,29-49,,
4:23.0,D. Collison misses 2-pt shot from 4 ft,,29-49,,
4:23.0,Offensive rebound by Team,,29-49,,
4:23.0,,,29-49,,Loose ball foul by V. Oladipo (drawn by K. Koufos)
4:23.0,K. Koufos misses free throw 1 of 2,,29-49,,
4:23.0,Offensive rebound by Team,,29-49,,
4:23.0,K. Koufos makes free throw 2 of 2,1,30-49,,
4:12.0,Personal block foul by A. Tolliver (drawn by A. Roberson),,30-49,,
4:06.0,,,30-49,,V. Oladipo misses 2-pt shot from 15 ft
4:06.0,Defensive rebound by G. Temple,,30-49,,
3:56.0,A. Tolliver makes 3-pt shot from 25 ft (assist by G. Temple),3,33-49,,
3:42.0,,,33-51,2,A. Roberson makes 2-pt shot from 2 ft (assist by R. Westbrook)
3:31.0,Sacramento full timeout,,33-51,,
3:31.0,W. Cauley-Stein enters the game for G. Temple,,33-51,,
3:31.0,T. Lawson enters the game for K. Koufos,,33-51,,
3:20.0,,,33-51,,Personal foul by A. Roberson (drawn by W. Cauley-Stein)
3:20.0,W. Cauley-Stein makes free throw 1 of 2,1,34-51,,
3:20.0,W. Cauley-Stein makes free throw 2 of 2,1,35-51,,
3:09.0,,,35-53,2,S. Adams makes 2-pt shot at rim (assist by R. Westbrook)
2:51.0,Offensive charge foul by W. Cauley-Stein,,35-53,,
2:51.0,Turnover by W. Cauley-Stein (offensive foul),,35-53,,
2:51.0,G. Papagiannis enters the game for W. Cauley-Stein,,35-53,,
2:36.0,,,35-53,,V. Oladipo misses 2-pt shot from 18 ft
2:35.0,Defensive rebound by G. Papagiannis,,35-53,,
2:20.0,A. Tolliver makes 3-pt shot from 25 ft (assist by T. Lawson),3,38-53,,
2:10.0,Violation by D. Collison (kicked ball),,38-53,,
2:03.0,,,38-53,,R. Westbrook misses 2-pt shot from 18 ft
2:01.0,,,38-53,,Offensive rebound by A. Roberson
2:01.0,,,38-53,,A. Roberson misses 2-pt shot from 1 ft
2:00.0,,,38-53,,Offensive rebound by A. Roberson
2:00.0,,,38-55,2,A. Roberson makes 2-pt shot from 1 ft
1:36.0,D. Collison misses 2-pt shot from 8 ft,,38-55,,
1:36.0,,,38-55,,Defensive rebound by S. Adams
1:30.0,Violation by B. Hield (kicked ball),,38-55,,
1:30.0,,,38-55,,Oklahoma City full timeout
1:23.0,,,38-57,2,S. Adams makes 2-pt shot from 10 ft (assist by R. Westbrook)
1:03.0,B. Hield makes 3-pt shot from 24 ft,3,41-57,,
0:46.0,,,41-60,3,V. Oladipo makes 3-pt shot from 25 ft (assist by R. Westbrook)
0:30.0,B. Hield misses 2-pt shot from 12 ft,,41-60,,
0:29.0,,,41-60,,Defensive rebound by R. Westbrook
0:09.0,,,41-63,3,R. Westbrook makes 3-pt shot from 24 ft
0:01.0,D. Collison misses 2-pt shot from 19 ft,,41-63,,
0:01.0,,,41-63,,Defensive rebound by T. Gibson
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,D. Collison misses 3-pt shot from 25 ft,,41-63,,
11:41.0,Offensive rebound by W. Cauley-Stein,,41-63,,
11:31.0,Turnover by K. Koufos (lost ball; steal by R. Westbrook),,41-63,,
11:24.0,,,41-63,,Turnover by R. Westbrook (bad pass; steal by G. Temple)
11:18.0,B. Hield misses 3-pt shot from 24 ft,,41-63,,
11:17.0,,,41-63,,Defensive rebound by T. Gibson
10:57.0,,,41-63,,V. Oladipo misses 3-pt shot from 25 ft
10:56.0,,,41-63,,Offensive rebound by S. Adams
10:55.0,,,41-65,2,S. Adams makes 2-pt shot from 2 ft
10:39.0,G. Temple misses 3-pt shot from 24 ft,,41-65,,
10:39.0,,,41-65,,Defensive rebound by A. Roberson
10:31.0,,,41-67,2,R. Westbrook makes 2-pt shot from 2 ft
10:21.0,D. Collison makes 2-pt shot from 13 ft,2,43-67,,
10:00.0,,,43-67,,Turnover by R. Westbrook (bad pass; steal by W. Cauley-Stein)
9:53.0,G. Temple misses 2-pt shot from 1 ft,,43-67,,
9:52.0,Offensive rebound by G. Temple,,43-67,,
9:51.0,Shooting foul by V. Oladipo (drawn by G. Temple),,43-67,,
9:51.0,G. Temple makes free throw 1 of 2,1,44-67,,
9:51.0,G. Temple makes free throw 2 of 2,1,45-67,,
9:41.0,,,45-67,,Shooting foul by K. Koufos (drawn by R. Westbrook)
9:41.0,,,45-68,1,R. Westbrook makes free throw 1 of 2
9:41.0,,,45-68,,R. Westbrook misses free throw 2 of 2
9:39.0,Defensive rebound by G. Temple,,45-68,,
9:22.0,B. Hield misses 3-pt shot from 24 ft,,45-68,,
9:21.0,,,45-68,,Defensive rebound by S. Adams
9:16.0,,,45-70,2,R. Westbrook makes 2-pt shot at rim
9:05.0,Shooting foul by S. Adams (drawn by K. Koufos),,45-70,,
9:05.0,K. Koufos makes free throw 1 of 2,1,46-70,,
9:05.0,K. Koufos makes free throw 2 of 2,1,47-70,,
8:52.0,,,47-70,,V. Oladipo misses 2-pt shot from 19 ft
8:50.0,,,47-70,,Offensive rebound by Team
8:43.0,,,47-70,,V. Oladipo misses 3-pt shot from 23 ft
8:42.0,,,47-70,,Offensive rebound by R. Westbrook
8:42.0,,,47-72,2,R. Westbrook makes 2-pt shot from 1 ft
8:32.0,Turnover by D. Collison (bad pass; steal by R. Westbrook),,47-72,,
8:30.0,Violation by D. Collison (kicked ball),,47-72,,
8:20.0,,,47-72,,V. Oladipo misses 2-pt shot from 9 ft
8:19.0,Defensive rebound by D. Collison,,47-72,,
8:13.0,D. Collison misses 2-pt shot from 3 ft,,47-72,,
8:13.0,,,47-72,,Defensive rebound by S. Adams
8:08.0,,,47-72,,R. Westbrook misses 3-pt shot from 25 ft
8:07.0,,,47-72,,Offensive rebound by A. Roberson
8:05.0,G. Papagiannis enters the game for W. Cauley-Stein,,47-72,,
7:53.0,,,47-74,2,R. Westbrook makes 2-pt shot from 16 ft
7:38.0,K. Koufos misses 2-pt shot from 6 ft,,47-74,,
7:35.0,Offensive rebound by G. Papagiannis,,47-74,,
7:35.0,G. Papagiannis misses 2-pt shot from 2 ft,,47-74,,
7:35.0,Offensive rebound by G. Papagiannis,,47-74,,
7:35.0,G. Papagiannis makes 2-pt shot from 2 ft,2,49-74,,
7:22.0,,,49-74,,Turnover by S. Adams (3 sec)
6:59.0,G. Temple makes 3-pt shot from 24 ft,3,52-74,,
6:43.0,,,52-74,,Shooting foul by G. Temple (drawn by R. Westbrook)
6:43.0,,,52-75,1,R. Westbrook makes free throw 1 of 2
6:43.0,,,52-76,1,R. Westbrook makes free throw 2 of 2
6:27.0,G. Temple misses 3-pt shot from 23 ft,,52-76,,
6:26.0,,,52-76,,Defensive rebound by T. Gibson
6:16.0,,,52-76,,R. Westbrook misses 2-pt shot from 14 ft
6:16.0,Defensive rebound by G. Papagiannis,,52-76,,
6:04.0,D. Collison makes 2-pt shot from 2 ft,2,54-76,,
5:38.0,,,54-76,,Turnover by T. Gibson (lost ball; steal by G. Papagiannis)
5:29.0,B. Hield makes 3-pt shot from 25 ft,3,57-76,,
5:28.0,,,57-76,,Oklahoma City full timeout
5:28.0,,,57-76,,E. Kanter enters the game for T. Gibson
5:28.0,,,57-76,,A. Abrines enters the game for V. Oladipo
5:13.0,,,57-76,,R. Westbrook misses 3-pt shot from 25 ft
5:12.0,Defensive rebound by G. Papagiannis,,57-76,,
5:03.0,,,57-76,,Personal foul by A. Abrines (drawn by G. Temple)
4:54.0,K. Koufos makes 2-pt shot at rim (assist by G. Temple),2,59-76,,
4:33.0,,,59-76,,Shooting foul by B. Hield (drawn by E. Kanter)
4:33.0,,,59-77,1,E. Kanter makes free throw 1 of 2
4:33.0,,,59-78,1,E. Kanter makes free throw 2 of 2
4:20.0,G. Papagiannis makes 2-pt shot from 2 ft (assist by K. Koufos),2,61-78,,
4:03.0,,,61-78,,Turnover by R. Westbrook (bad pass; steal by G. Temple)
3:58.0,,,61-78,,Personal foul by E. Kanter (drawn by G. Papagiannis)
3:50.0,Turnover by G. Temple (bad pass; steal by S. Adams),,61-78,,
3:42.0,,,61-78,,R. Westbrook misses 2-pt shot from 5 ft
3:41.0,,,61-78,,Offensive rebound by R. Westbrook
3:33.0,,,61-78,,Shooting foul by G. Papagiannis (drawn by E. Kanter)
3:33.0,,,61-78,,E. Kanter misses free throw 1 of 2
3:33.0,,,61-78,,Offensive rebound by Team
3:33.0,,,61-78,,E. Kanter misses free throw 2 of 2
3:33.0,S. Labissiere enters the game for K. Koufos,,61-78,,
3:33.0,T. Lawson enters the game for B. Hield,,61-78,,
3:31.0,,,61-78,,Offensive rebound by R. Westbrook
3:21.0,,,61-78,,A. Abrines misses 3-pt shot from 24 ft
3:21.0,Defensive rebound by G. Papagiannis,,61-78,,
3:12.0,G. Temple misses 3-pt shot from 25 ft,,61-78,,
3:10.0,Offensive rebound by S. Labissiere,,61-78,,
3:08.0,S. Labissiere misses 2-pt shot from 2 ft (block by A. Roberson),,61-78,,
3:06.0,,,61-78,,Defensive rebound by A. Abrines
3:00.0,,,61-80,2,E. Kanter makes 2-pt shot from 1 ft (assist by S. Adams)
2:36.0,G. Papagiannis misses 2-pt shot from 8 ft,,61-80,,
2:36.0,,,61-80,,Defensive rebound by S. Adams
2:16.0,,,61-80,,A. Abrines misses 3-pt shot from 24 ft
2:15.0,Defensive rebound by G. Papagiannis,,61-80,,
2:06.0,Sacramento full timeout,,61-80,,
2:06.0,,,61-80,,S. Christon enters the game for S. Adams
2:06.0,,,61-80,,D. Sabonis enters the game for R. Westbrook
2:06.0,A. Tolliver enters the game for G. Temple,,61-80,,
2:01.0,,,61-80,,Personal foul by A. Roberson (drawn by G. Papagiannis)
2:01.0,G. Papagiannis makes free throw 1 of 2,1,62-80,,
2:01.0,G. Papagiannis makes free throw 2 of 2,1,63-80,,
1:44.0,,,63-80,,E. Kanter misses 2-pt shot from 4 ft (block by G. Papagiannis)
1:43.0,Defensive rebound by D. Collison,,63-80,,
1:28.0,T. Lawson misses 3-pt shot from 24 ft,,63-80,,
1:27.0,,,63-80,,Defensive rebound by E. Kanter
1:22.0,,,63-80,,Oklahoma City full timeout
1:22.0,,,63-80,,V. Oladipo enters the game for A. Roberson
1:13.0,,,63-82,2,V. Oladipo makes 2-pt shot from 19 ft (assist by D. Sabonis)
0:58.0,S. Labissiere misses 2-pt shot from 8 ft,,63-82,,
0:57.0,,,63-82,,Defensive rebound by V. Oladipo
0:37.0,,,63-85,3,D. Sabonis makes 3-pt shot from 25 ft (assist by S. Christon)
0:29.0,G. Papagiannis makes 2-pt shot from 6 ft (assist by T. Lawson),2,65-85,,
0:15.0,,,65-85,,E. Kanter misses 2-pt shot from 2 ft
0:15.0,Defensive rebound by S. Labissiere,,65-85,,
0:09.0,Jump ball: T. Lawson vs. D. Sabonis (D. Collison gains possession),,,,Jump ball: T. Lawson vs. D. Sabonis (D. Collison gains possession)
0:03.0,D. Collison misses 2-pt shot from 1 ft,,65-85,,
0:02.0,,,65-85,,Defensive rebound by E. Kanter
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,,,65-85,,Offensive foul by E. Kanter
11:48.0,,,65-85,,Turnover by E. Kanter (offensive foul)
11:48.0,,,65-85,,D. McDermott enters the game for A. Abrines
11:35.0,L. Galloway misses 2-pt shot from 9 ft (block by E. Kanter),,65-85,,
11:34.0,Offensive rebound by T. Lawson,,65-85,,
11:31.0,S. Labissiere makes 2-pt shot from 2 ft (assist by T. Lawson),2,67-85,,
11:17.0,,,67-85,,V. Oladipo misses 3-pt shot from 24 ft
11:17.0,Defensive rebound by W. Cauley-Stein,,67-85,,
11:08.0,W. Cauley-Stein misses 2-pt shot from 13 ft,,67-85,,
11:07.0,,,67-85,,Defensive rebound by D. Sabonis
10:50.0,,,67-85,,Turnover by E. Kanter (lost ball)
10:35.0,A. Tolliver makes 2-pt shot from 6 ft,2,69-85,,
10:11.0,,,69-87,2,S. Christon makes 2-pt shot from 7 ft
10:05.0,W. Cauley-Stein makes 2-pt shot from 1 ft (assist by T. Lawson),2,71-87,,
9:54.0,Personal foul by T. Lawson (drawn by D. McDermott),,71-87,,
9:41.0,,,71-87,,D. Sabonis misses 2-pt shot from 5 ft
9:41.0,,,71-87,,Offensive rebound by Team
9:41.0,Loose ball foul by A. Tolliver (drawn by E. Kanter),,71-87,,
9:28.0,,,71-87,,E. Kanter misses 2-pt shot from 2 ft
9:28.0,Defensive rebound by S. Labissiere,,71-87,,
9:18.0,T. Lawson misses 2-pt shot from 2 ft,,71-87,,
9:17.0,Offensive rebound by S. Labissiere,,71-87,,
9:17.0,S. Labissiere makes 2-pt shot at rim,2,73-87,,
9:17.0,,,73-87,,Oklahoma City full timeout
9:17.0,,,73-87,,S. Adams enters the game for E. Kanter
9:03.0,,,73-87,,R. Westbrook enters the game for S. Christon
8:56.0,,,73-89,2,R. Westbrook makes 2-pt shot from 15 ft
8:56.0,,,73-89,,Shooting foul by L. Galloway (drawn by R. Westbrook)
8:56.0,,,73-90,1,R. Westbrook makes free throw 1 of 1
8:43.0,S. Labissiere makes 2-pt shot from 14 ft,2,75-90,,
8:30.0,,,75-92,2,V. Oladipo makes 2-pt shot from 1 ft (assist by R. Westbrook)
8:18.0,A. Tolliver misses 2-pt shot from 1 ft,,75-92,,
8:18.0,,,75-92,,Defensive rebound by D. McDermott
8:13.0,,,75-92,,Turnover by R. Westbrook (bad pass)
7:55.0,A. Tolliver misses 2-pt shot from 10 ft,,75-92,,
7:55.0,,,75-92,,Defensive rebound by D. McDermott
7:40.0,,,75-95,3,D. McDermott makes 3-pt shot from 24 ft (assist by R. Westbrook)
7:25.0,S. Labissiere makes 2-pt shot at rim,2,77-95,,
7:25.0,Shooting foul by D. Sabonis (drawn by S. Labissiere),,77-95,,
7:25.0,S. Labissiere makes free throw 1 of 1,1,78-95,,
7:04.0,,,78-98,3,R. Westbrook makes 3-pt shot from 25 ft (assist by D. Sabonis)
6:54.0,W. Cauley-Stein misses 2-pt shot at rim,,78-98,,
