time,Sacramento,pts.away,score,pts.home,LA Lakers
6:52.0,D. Collison misses 2-pt shot from 17 ft,,14-7,,
6:49.0,,,14-7,,Defensive rebound by L. Nance
6:40.0,,,14-7,,J. Clarkson misses 3-pt shot from 25 ft
6:39.0,Defensive rebound by A. Afflalo,,14-7,,
6:34.0,Turnover by B. Hield (lost ball; steal by L. Nance),,14-7,,
6:30.0,,,14-7,,Turnover by D. Russell (bad pass; steal by D. Collison)
6:24.0,S. Labissiere misses 2-pt shot from 9 ft,,14-7,,
6:17.0,Offensive rebound by S. Labissiere,,14-7,,
6:14.0,Sacramento full timeout,,14-7,,
6:05.0,W. Cauley-Stein makes 2-pt shot at rim (assist by B. Hield),2,16-7,,
5:49.0,,,16-9,2,J. Randle makes 2-pt shot from 17 ft (assist by J. Clarkson)
5:32.0,S. Labissiere makes 2-pt shot at rim (assist by D. Collison),2,18-9,,
5:20.0,,,18-9,,Turnover by D. Russell (bad pass)
5:20.0,G. Papagiannis enters the game for W. Cauley-Stein,,18-9,,
5:07.0,B. Hield misses 2-pt shot from 17 ft,,18-9,,
5:02.0,,,18-9,,Defensive rebound by L. Nance
4:44.0,,,18-11,2,B. Ingram makes 2-pt shot at rim (assist by J. Clarkson)
4:33.0,Turnover by A. Afflalo (bad pass; steal by L. Nance),,18-11,,
4:27.0,,,18-13,2,B. Ingram makes 2-pt shot from 1 ft (assist by L. Nance)
4:11.0,S. Labissiere misses 2-pt shot from 3 ft,,18-13,,
4:08.0,Offensive rebound by G. Papagiannis,,18-13,,
4:08.0,G. Papagiannis makes 2-pt shot from 3 ft,2,20-13,,
3:50.0,,,20-16,3,D. Russell makes 3-pt shot from 27 ft
3:36.0,G. Papagiannis makes 2-pt shot from 7 ft (assist by D. Collison),2,22-16,,
3:24.0,,,22-18,2,J. Randle makes 2-pt shot from 2 ft (assist by J. Clarkson)
3:11.0,Turnover by B. Hield (bad pass; steal by L. Nance),,22-18,,
3:11.0,Loose ball foul by B. Hield (drawn by L. Nance),,22-18,,
3:11.0,,,22-18,,T. Ennis enters the game for L. Nance
3:11.0,,,22-18,,T. Black enters the game for J. Clarkson
3:11.0,B. McLemore enters the game for B. Hield,,22-18,,
2:55.0,,,22-18,,Turnover by D. Russell (bad pass)
2:55.0,,,22-18,,LA Lakers full timeout
2:55.0,,,22-18,,C. Brewer enters the game for B. Ingram
2:55.0,T. Evans enters the game for A. Afflalo,,22-18,,
2:40.0,S. Labissiere makes 2-pt shot from 6 ft (assist by D. Collison),2,24-18,,
2:23.0,,,24-18,,T. Black misses 2-pt shot from 7 ft
2:20.0,Defensive rebound by T. Evans,,24-18,,
2:01.0,Turnover by G. Papagiannis (bad pass; steal by T. Ennis),,24-18,,
1:56.0,,,24-18,,C. Brewer misses 2-pt shot from 2 ft
1:54.0,,,24-18,,Offensive rebound by J. Randle
1:54.0,,,24-18,,J. Randle misses 2-pt shot from 1 ft
1:51.0,Defensive rebound by G. Papagiannis,,24-18,,
1:46.0,T. Evans makes 2-pt shot from 14 ft (assist by D. Collison),2,26-18,,
1:31.0,,,26-18,,J. Randle misses 3-pt shot from 25 ft
1:29.0,Defensive rebound by D. Collison,,26-18,,
1:12.0,Turnover by T. Evans (bad pass),,26-18,,
1:12.0,,,26-18,,T. Robinson enters the game for J. Randle
1:12.0,A. Tolliver enters the game for S. Labissiere,,26-18,,
1:00.0,,,26-18,,T. Ennis misses 2-pt shot from 2 ft
0:58.0,Defensive rebound by G. Papagiannis,,26-18,,
0:54.0,Shooting foul by D. Russell (drawn by D. Collison),,26-18,,
0:54.0,D. Collison makes free throw 1 of 2,1,27-18,,
0:54.0,D. Collison makes free throw 2 of 2,1,28-18,,
0:43.0,,,28-18,,D. Russell misses 3-pt shot from 25 ft
0:41.0,,,28-18,,Offensive rebound by T. Robinson
0:34.0,,,28-18,,T. Robinson misses 2-pt shot from 8 ft
0:30.0,Defensive rebound by G. Papagiannis,,28-18,,
0:19.0,T. Evans misses 2-pt shot from 2 ft,,28-18,,
0:15.0,Offensive rebound by T. Evans,,28-18,,
0:14.0,D. Collison makes 3-pt shot from 25 ft (assist by T. Evans),3,31-18,,
0:02.0,,,31-18,,T. Ennis misses 3-pt shot from 26 ft
0:00.0,,,31-18,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,,,31-20,2,T. Black makes 2-pt shot at rim (assist by J. Clarkson)
11:31.0,Turnover by B. McLemore (step out of bounds),,31-20,,
11:11.0,,,31-22,2,T. Robinson makes 2-pt shot from 3 ft (assist by J. Clarkson)
10:56.0,,,31-22,,Personal foul by C. Brewer (drawn by B. McLemore)
10:51.0,Turnover by L. Galloway (bad pass),,31-22,,
10:51.0,Loose ball foul by A. Tolliver (drawn by C. Brewer),,31-22,,
10:51.0,W. Cauley-Stein enters the game for G. Papagiannis,,31-22,,
10:37.0,,,31-25,3,J. Clarkson makes 3-pt shot from 28 ft (assist by T. Ennis)
10:37.0,Sacramento full timeout,,31-25,,
10:22.0,L. Galloway misses 2-pt shot from 18 ft,,31-25,,
10:19.0,,,31-25,,Defensive rebound by T. Robinson
10:07.0,,,31-25,,Turnover by T. Robinson (offensive foul)
10:07.0,,,31-25,,Offensive foul by T. Robinson
9:52.0,A. Tolliver misses 3-pt shot from 26 ft,,31-25,,
9:50.0,,,31-25,,Defensive rebound by J. Clarkson
9:43.0,,,31-25,,Turnover by C. Brewer (bad pass; steal by T. Evans)
9:39.0,Turnover by B. McLemore (bad pass),,31-25,,
9:27.0,,,31-25,,Turnover by C. Brewer (bad pass)
9:12.0,W. Cauley-Stein misses 2-pt shot from 1 ft (block by T. Black),,31-25,,
9:11.0,Offensive rebound by W. Cauley-Stein,,31-25,,
9:10.0,W. Cauley-Stein misses 2-pt shot from 8 ft,,31-25,,
9:05.0,,,31-25,,Defensive rebound by C. Brewer
8:48.0,,,31-27,2,J. Clarkson makes 2-pt shot from 14 ft
8:37.0,Shooting foul by T. Black (drawn by W. Cauley-Stein),,31-27,,
8:37.0,W. Cauley-Stein misses free throw 1 of 2,,31-27,,
8:37.0,Offensive rebound by Team,,31-27,,
8:37.0,W. Cauley-Stein makes free throw 2 of 2,1,32-27,,
8:15.0,,,32-27,,T. Ennis misses 3-pt shot from 27 ft
8:14.0,,,32-27,,Offensive rebound by T. Robinson
8:13.0,,,32-29,2,T. Robinson makes 2-pt shot from 1 ft
7:51.0,W. Cauley-Stein misses 2-pt shot from 10 ft,,32-29,,
7:49.0,,,32-29,,Defensive rebound by C. Brewer
7:42.0,,,32-29,,C. Brewer misses 2-pt shot from 8 ft (block by W. Cauley-Stein)
7:42.0,,,32-29,,Offensive rebound by Team
7:42.0,,,32-29,,L. Nance enters the game for T. Black
7:29.0,,,32-31,2,T. Ennis makes 2-pt shot from 2 ft
7:13.0,B. McLemore makes 3-pt shot from 24 ft (assist by L. Galloway),3,35-31,,
6:56.0,,,35-31,,T. Robinson misses 2-pt shot from 2 ft (block by W. Cauley-Stein)
6:54.0,Defensive rebound by B. McLemore,,35-31,,
6:52.0,,,35-31,,D. Russell enters the game for T. Ennis
6:41.0,W. Cauley-Stein makes 2-pt shot at rim (assist by T. Evans),2,37-31,,
6:14.0,,,37-31,,J. Clarkson misses 3-pt shot from 30 ft
6:13.0,Defensive rebound by L. Galloway,,37-31,,
6:10.0,Turnover by W. Cauley-Stein (bad pass),,37-31,,
6:10.0,,,37-31,,J. Randle enters the game for T. Robinson
5:51.0,,,37-31,,C. Brewer misses 3-pt shot from 28 ft
5:49.0,Defensive rebound by L. Galloway,,37-31,,
5:43.0,B. McLemore misses 3-pt shot from 28 ft,,37-31,,
5:40.0,,,37-31,,Defensive rebound by L. Nance
5:23.0,,,37-33,2,J. Clarkson makes 2-pt shot from 11 ft (assist by J. Randle)
5:00.0,B. McLemore misses 2-pt shot from 4 ft,,37-33,,
4:59.0,,,37-33,,Defensive rebound by L. Nance
4:47.0,,,37-33,,J. Clarkson misses 2-pt shot from 20 ft
4:45.0,Defensive rebound by T. Evans,,37-33,,
4:39.0,T. Evans misses 2-pt shot from 1 ft,,37-33,,
4:37.0,Offensive rebound by W. Cauley-Stein,,37-33,,
4:32.0,A. Tolliver misses 3-pt shot from 25 ft,,37-33,,
4:30.0,,,37-33,,Defensive rebound by J. Clarkson
4:27.0,,,37-35,2,L. Nance makes 2-pt shot from 2 ft (assist by D. Russell)
4:27.0,Sacramento full timeout,,37-35,,
4:27.0,Official timeout,,37-35,,
4:27.0,,,37-35,,T. Ennis enters the game for J. Clarkson
4:27.0,B. Hield enters the game for B. McLemore,,37-35,,
4:27.0,S. Labissiere enters the game for A. Tolliver,,37-35,,
4:14.0,Turnover by B. Hield (lost ball; steal by C. Brewer),,37-35,,
3:59.0,,,37-35,,Shooting foul by W. Cauley-Stein (drawn by J. Randle)
3:59.0,,,37-36,1,J. Randle makes free throw 1 of 2
3:59.0,,,37-37,1,J. Randle makes free throw 2 of 2
3:59.0,D. Collison enters the game for L. Galloway,,37-36,,
3:59.0,A. Afflalo enters the game for T. Evans,,37-36,,
3:59.0,,,37-36,,B. Ingram enters the game for C. Brewer
3:48.0,Turnover by S. Labissiere (lost ball),,37-37,,
3:25.0,,,37-37,,B. Ingram misses 2-pt shot from 16 ft (block by A. Afflalo)
3:22.0,,,37-37,,Offensive rebound by L. Nance
3:20.0,,,37-39,2,L. Nance makes 2-pt shot from 12 ft
3:03.0,Turnover by D. Collison (bad pass; steal by D. Russell),,37-39,,
2:58.0,,,37-39,,Shooting foul by A. Afflalo (drawn by L. Nance)
2:58.0,,,37-39,,LA Lakers full timeout
2:58.0,,,37-39,,Violation by Team (jump ball)
2:58.0,,,37-40,1,L. Nance makes free throw 1 of 2
2:58.0,,,37-41,1,L. Nance makes free throw 2 of 2
2:58.0,G. Papagiannis enters the game for W. Cauley-Stein,,37-39,,
2:43.0,A. Afflalo makes 2-pt shot from 11 ft (assist by G. Papagiannis),2,39-41,,
2:25.0,,,39-41,,B. Ingram misses 2-pt shot from 4 ft
2:23.0,Defensive rebound by S. Labissiere,,39-41,,
2:12.0,S. Labissiere makes 2-pt shot from 18 ft (assist by D. Collison),2,41-41,,
1:51.0,,,41-41,,L. Nance misses 2-pt shot from 15 ft
1:51.0,Defensive rebound by Team,,41-41,,
1:38.0,Turnover by A. Afflalo (traveling),,41-41,,
1:21.0,,,41-41,,Turnover by J. Randle (bad pass; steal by B. Hield)
1:15.0,B. Hield misses 3-pt shot from 25 ft,,41-41,,
1:12.0,,,41-41,,Defensive rebound by L. Nance
1:08.0,,,41-41,,Shooting foul by A. Afflalo (drawn by D. Russell)
1:08.0,,,41-43,2,D. Russell makes 2-pt shot from 3 ft (assist by T. Ennis)
1:08.0,,,41-44,1,D. Russell makes free throw 1 of 1
0:51.0,B. Hield makes 2-pt shot from 4 ft,2,43-44,,
0:34.0,,,43-44,,D. Russell misses 3-pt shot from 27 ft
0:33.0,Defensive rebound by G. Papagiannis,,43-44,,
0:19.0,B. Hield misses 2-pt shot from 3 ft,,43-44,,
0:17.0,,,43-44,,Defensive rebound by T. Ennis
0:13.0,,,43-44,,D. Russell misses 2-pt shot at rim
0:09.0,Defensive rebound by G. Papagiannis,,43-44,,
0:09.0,,,43-44,,Personal foul by J. Randle (drawn by G. Papagiannis)
0:00.0,S. Labissiere makes 2-pt shot from 1 ft (assist by D. Collison),2,45-44,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,,,45-44,,B. Ingram misses 2-pt shot from 18 ft
11:37.0,Defensive rebound by B. Hield,,45-44,,
11:21.0,S. Labissiere misses 2-pt shot from 16 ft,,45-44,,
11:18.0,Offensive rebound by W. Cauley-Stein,,45-44,,
11:07.0,S. Labissiere makes 2-pt shot from 2 ft (assist by B. Hield),2,47-44,,
10:49.0,,,47-46,2,J. Randle makes 2-pt shot from 2 ft (assist by D. Russell)
10:28.0,W. Cauley-Stein misses 2-pt shot from 21 ft,,47-46,,
10:27.0,,,47-46,,Defensive rebound by L. Nance
10:14.0,,,47-48,2,J. Clarkson makes 2-pt shot from 3 ft (assist by J. Randle)
9:53.0,D. Collison makes 2-pt shot from 19 ft (assist by A. Afflalo),2,49-48,,
9:35.0,,,49-48,,B. Ingram misses 3-pt shot from 23 ft
9:34.0,Defensive rebound by D. Collison,,49-48,,
9:25.0,Turnover by D. Collison (bad pass; steal by B. Ingram),,49-48,,
9:21.0,Shooting block foul by W. Cauley-Stein (drawn by J. Randle),,49-48,,
9:21.0,,,49-48,,J. Randle misses free throw 1 of 2
9:21.0,,,49-48,,Offensive rebound by Team
9:21.0,,,49-48,,J. Randle misses free throw 2 of 2
9:20.0,Defensive rebound by W. Cauley-Stein,,49-48,,
8:56.0,B. Hield makes 3-pt shot from 27 ft,3,52-48,,
8:28.0,,,52-48,,J. Clarkson misses 3-pt shot from 26 ft
8:27.0,,,52-48,,Offensive rebound by L. Nance
8:14.0,,,52-48,,D. Russell misses 3-pt shot from 23 ft
8:14.0,Defensive rebound by Team,,52-48,,
8:14.0,,,52-48,,Loose ball foul by J. Randle (drawn by S. Labissiere)
8:04.0,,,52-48,,Personal foul by L. Nance (drawn by W. Cauley-Stein)
7:55.0,B. Hield misses 2-pt shot from 14 ft,,52-48,,
7:54.0,,,52-48,,Defensive rebound by D. Russell
7:46.0,,,52-50,2,J. Randle makes 2-pt shot from 1 ft (assist by D. Russell)
7:30.0,D. Collison makes 2-pt shot from 2 ft,2,54-50,,
7:15.0,,,54-50,,J. Clarkson misses 2-pt shot from 2 ft
7:11.0,,,54-50,,Offensive rebound by J. Randle
7:11.0,,,54-52,2,J. Randle makes 2-pt shot from 1 ft
6:48.0,A. Afflalo misses 3-pt shot from 24 ft,,54-52,,
6:46.0,,,54-52,,Defensive rebound by D. Russell
6:40.0,,,54-52,,J. Clarkson misses 2-pt shot from 3 ft (block by S. Labissiere)
6:38.0,,,54-52,,Offensive rebound by J. Randle
6:35.0,,,54-54,2,J. Randle makes 2-pt shot from 2 ft
6:23.0,Shooting foul by L. Nance (drawn by S. Labissiere),,54-54,,
6:23.0,S. Labissiere makes free throw 1 of 2,1,55-54,,
6:23.0,S. Labissiere makes free throw 2 of 2,1,56-54,,
6:03.0,,,56-56,2,J. Randle makes 2-pt shot from 1 ft (assist by J. Clarkson)
5:53.0,Turnover by D. Collison (bad pass),,56-56,,
5:53.0,,,56-56,,LA Lakers full timeout
5:53.0,A. Tolliver enters the game for A. Afflalo,,56-56,,
5:53.0,T. Evans enters the game for S. Labissiere,,56-56,,
5:36.0,,,56-56,,B. Ingram misses 2-pt shot from 2 ft (block by A. Tolliver)
5:34.0,,,56-56,,Offensive rebound by B. Ingram
5:31.0,,,56-56,,B. Ingram misses 2-pt shot from 12 ft
5:29.0,,,56-56,,Offensive rebound by J. Randle
5:24.0,,,56-56,,Offensive charge foul by B. Ingram
5:24.0,,,56-56,,Turnover by B. Ingram (offensive foul)
5:05.0,B. Hield makes 3-pt shot from 24 ft (assist by D. Collison),3,59-56,,
4:54.0,Personal foul by T. Evans (drawn by B. Ingram),,59-56,,
4:47.0,,,59-56,,D. Russell misses 2-pt shot from 2 ft (block by W. Cauley-Stein)
4:47.0,,,59-56,,Offensive rebound by L. Nance
4:47.0,,,59-56,,Turnover by L. Nance (traveling)
4:36.0,W. Cauley-Stein makes 2-pt shot at rim (assist by A. Tolliver),2,61-56,,
4:09.0,,,61-56,,B. Ingram misses 2-pt shot from 3 ft
4:07.0,,,61-56,,Offensive rebound by B. Ingram
4:07.0,,,61-58,2,B. Ingram makes 2-pt shot from 2 ft
3:53.0,T. Evans misses 3-pt shot from 26 ft,,61-58,,
3:50.0,,,61-58,,Defensive rebound by D. Russell
3:41.0,,,61-58,,L. Nance misses 2-pt shot from 20 ft
3:40.0,Defensive rebound by W. Cauley-Stein,,61-58,,
3:40.0,Turnover by A. Tolliver (bad pass),,61-58,,
3:40.0,G. Papagiannis enters the game for W. Cauley-Stein,,61-58,,
3:40.0,B. McLemore enters the game for B. Hield,,61-58,,
3:40.0,,,61-58,,T. Ennis enters the game for D. Russell
3:26.0,,,61-60,2,T. Ennis makes 2-pt shot from 2 ft
3:01.0,Turnover by A. Tolliver (bad pass; steal by B. Ingram),,61-60,,
2:55.0,,,61-62,2,B. Ingram makes 2-pt shot at rim
2:55.0,,,61-62,,Shooting foul by B. McLemore (drawn by B. Ingram)
2:55.0,Sacramento full timeout,,61-62,,
2:55.0,,,61-62,,B. Ingram misses free throw 1 of 1
2:55.0,,,61-62,,T. Black enters the game for L. Nance
2:55.0,,,61-62,,C. Brewer enters the game for J. Clarkson
2:54.0,Defensive rebound by A. Tolliver,,61-62,,
2:42.0,Sacramento full timeout,,61-62,,
2:33.0,Shooting foul by T. Black (drawn by T. Evans),,61-62,,
2:33.0,T. Evans misses free throw 1 of 2,,61-62,,
2:33.0,Offensive rebound by Team,,61-62,,
2:33.0,T. Evans makes free throw 2 of 2,1,62-62,,
2:15.0,,,62-64,2,B. Ingram makes 2-pt shot from 2 ft
2:06.0,Turnover by D. Collison (bad pass; steal by T. Black),,62-64,,
1:56.0,,,62-66,2,J. Randle makes 2-pt shot from 2 ft
1:56.0,,,62-66,,Shooting foul by G. Papagiannis (drawn by J. Randle)
1:56.0,,,62-67,1,J. Randle makes free throw 1 of 1
1:33.0,D. Collison misses 2-pt shot from 15 ft,,62-67,,
1:30.0,Offensive rebound by G. Papagiannis,,62-67,,
1:30.0,G. Papagiannis makes 2-pt shot at rim,2,64-67,,
1:19.0,,,64-67,,T. Ennis misses 2-pt shot from 3 ft
1:19.0,,,64-67,,Offensive rebound by J. Randle
1:19.0,,,64-67,,J. Randle misses 2-pt shot at rim
1:19.0,Defensive rebound by D. Collison,,64-67,,
1:19.0,,,64-67,,Personal foul by T. Black (drawn by D. Collison)
1:19.0,D. Collison makes free throw 1 of 2,1,65-67,,
1:19.0,D. Collison makes free throw 2 of 2,1,66-67,,
1:05.0,,,66-67,,Turnover by J. Randle (bad pass)
0:49.0,G. Papagiannis makes 2-pt shot from 8 ft,2,68-67,,
0:29.0,,,68-67,,T. Ennis misses 2-pt shot from 4 ft
0:28.0,,,68-67,,Offensive rebound by T. Black
0:25.0,,,68-67,,B. Ingram misses 3-pt shot from 23 ft
0:22.0,Defensive rebound by A. Tolliver,,68-67,,
0:21.0,D. Collison makes 2-pt shot from 1 ft (assist by A. Tolliver),2,70-67,,
0:04.0,Personal foul by A. Tolliver (drawn by B. Ingram),,70-67,,
0:04.0,,,70-68,1,B. Ingram makes free throw 1 of 2
0:04.0,,,70-69,1,B. Ingram makes free throw 2 of 2
0:00.0,D. Collison misses 3-pt shot from 25 ft,,70-69,,
0:00.0,Offensive rebound by Team,,70-69,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:50.0,Turnover by G. Papagiannis (traveling),,70-69,,
11:31.0,,,70-69,,M. World Peace misses 3-pt shot from 25 ft
11:28.0,Defensive rebound by A. Tolliver,,70-69,,
11:23.0,Turnover by T. Evans (bad pass; steal by T. Black),,70-69,,
11:10.0,,,70-69,,Shooting foul by G. Papagiannis (drawn by T. Robinson)
11:10.0,,,70-69,,T. Robinson misses free throw 1 of 2
11:10.0,,,70-69,,Offensive rebound by Team
11:10.0,,,70-69,,T. Robinson misses free throw 2 of 2
11:10.0,S. Labissiere enters the game for A. Tolliver,,70-69,,
11:08.0,Defensive rebound by Team,,70-69,,
11:00.0,S. Labissiere makes 3-pt shot from 26 ft (assist by L. Galloway),3,73-69,,
10:44.0,,,73-69,,Turnover by C. Brewer (bad pass; steal by S. Labissiere)
10:33.0,L. Galloway misses 3-pt shot from 25 ft,,73-69,,
10:31.0,,,73-69,,Defensive rebound by T. Robinson
10:25.0,,,73-71,2,T. Robinson makes 2-pt shot from 2 ft
10:08.0,Turnover by T. Evans (lost ball; steal by T. Black),,73-71,,
10:03.0,,,73-73,2,C. Brewer makes 2-pt shot from 1 ft
9:45.0,B. McLemore makes 3-pt shot from 26 ft (assist by G. Papagiannis),3,76-73,,
9:31.0,,,76-75,2,T. Black makes 2-pt shot from 2 ft (assist by C. Brewer)
9:01.0,G. Papagiannis misses 2-pt shot from 2 ft,,76-75,,
8:57.0,,,76-75,,Defensive rebound by T. Black
8:46.0,,,76-75,,Shooting foul by T. Evans (drawn by T. Robinson)
8:46.0,Official timeout,,76-75,,
8:46.0,,,76-76,1,T. Robinson makes free throw 1 of 2
8:46.0,,,76-76,,T. Robinson misses free throw 2 of 2
8:46.0,B. Hield enters the game for T. Evans,,76-75,,
8:45.0,Defensive rebound by B. McLemore,,76-76,,
8:26.0,,,76-76,,Personal foul by M. World Peace (drawn by G. Papagiannis)
8:13.0,L. Galloway misses 3-pt shot from 26 ft,,76-76,,
8:12.0,,,76-76,,Defensive rebound by M. World Peace
8:05.0,,,76-76,,C. Brewer misses 2-pt shot from 1 ft
8:04.0,Defensive rebound by L. Galloway,,76-76,,
7:56.0,L. Galloway makes 3-pt shot from 26 ft (assist by B. McLemore),3,79-76,,
7:38.0,,,79-76,,Turnover by C. Brewer (lost ball)
7:31.0,,,79-76,,Personal foul by T. Black (drawn by G. Papagiannis)
7:23.0,B. Hield makes 2-pt shot from 17 ft (assist by L. Galloway),2,81-76,,
7:06.0,,,81-76,,M. World Peace misses 3-pt shot from 24 ft
7:04.0,Defensive rebound by G. Papagiannis,,81-76,,
6:49.0,S. Labissiere misses 2-pt shot from 19 ft,,81-76,,
6:49.0,,,81-76,,Defensive rebound by Team
6:36.0,,,81-76,,T. Ennis misses 3-pt shot from 28 ft
6:36.0,,,81-76,,Offensive rebound by Team
6:36.0,Loose ball foul by S. Labissiere (drawn by T. Black),,81-76,,
6:26.0,,,81-78,2,C. Brewer makes 2-pt shot from 3 ft (assist by M. World Peace)
6:05.0,G. Papagiannis misses 2-pt shot from 16 ft,,81-78,,
6:05.0,Offensive rebound by Team,,81-78,,
6:05.0,Sacramento full timeout,,81-78,,
6:05.0,,,81-78,,D. Russell enters the game for C. Brewer
5:54.0,B. McLemore misses 3-pt shot from 26 ft,,81-78,,
5:53.0,,,81-78,,Defensive rebound by D. Russell
5:49.0,,,81-80,2,T. Robinson makes 2-pt shot at rim (assist by D. Russell)
5:27.0,G. Papagiannis misses 2-pt shot from 7 ft,,81-80,,
5:25.0,,,81-80,,Defensive rebound by T. Robinson
5:10.0,,,81-80,,T. Ennis misses 2-pt shot from 2 ft
5:08.0,,,81-80,,Offensive rebound by T. Black
5:06.0,,,81-80,,T. Black misses 2-pt shot at rim
5:04.0,Defensive rebound by G. Papagiannis,,81-80,,
4:56.0,S. Labissiere misses 2-pt shot from 4 ft,,81-80,,
4:54.0,,,81-80,,Defensive rebound by T. Black
4:42.0,,,81-80,,Shooting foul by B. McLemore (drawn by M. World Peace)
4:42.0,,,81-81,1,M. World Peace makes free throw 1 of 2
4:42.0,,,81-82,1,M. World Peace makes free throw 2 of 2
4:42.0,,,81-81,,J. Clarkson enters the game for T. Ennis
4:42.0,,,81-81,,J. Randle enters the game for T. Robinson
4:21.0,B. Hield makes 2-pt shot from 13 ft (assist by G. Papagiannis),2,83-82,,
3:58.0,,,83-82,,T. Black misses 2-pt shot from 4 ft (block by S. Labissiere)
3:56.0,,,83-82,,Offensive rebound by M. World Peace
3:55.0,,,83-82,,M. World Peace misses 3-pt shot from 26 ft
3:54.0,Defensive rebound by B. McLemore,,83-82,,
3:48.0,S. Labissiere makes 2-pt shot at rim (assist by B. McLemore),2,85-82,,
3:22.0,,,85-84,2,T. Black makes 2-pt shot from 7 ft (assist by D. Russell)
3:04.0,L. Galloway misses 3-pt shot from 27 ft,,85-84,,
3:02.0,,,85-84,,Defensive rebound by J. Randle
2:48.0,,,85-87,3,D. Russell makes 3-pt shot from 25 ft
2:26.0,Turnover by B. McLemore (offensive foul),,85-87,,
2:26.0,Offensive charge foul by B. McLemore,,85-87,,
2:26.0,,,85-87,,LA Lakers full timeout
2:26.0,,,85-87,,L. Nance enters the game for T. Black
2:26.0,,,85-87,,C. Brewer enters the game for M. World Peace
2:04.0,,,85-87,,Turnover by D. Russell (lost ball; steal by L. Galloway)
1:59.0,B. McLemore makes 2-pt shot at rim (assist by L. Galloway),2,87-87,,
1:59.0,Shooting foul by L. Nance (drawn by B. McLemore),,87-87,,
1:59.0,B. McLemore makes free throw 1 of 1,1,88-87,,
1:46.0,,,88-87,,Shooting foul by G. Papagiannis (drawn by J. Randle)
1:46.0,,,88-88,1,J. Randle makes free throw 1 of 2
1:46.0,,,88-89,1,J. Randle makes free throw 2 of 2
1:33.0,L. Galloway makes 2-pt shot from 20 ft,2,90-89,,
1:18.0,,,90-91,2,J. Randle makes 2-pt shot from 4 ft
0:56.0,B. Hield misses 3-pt shot from 27 ft,,90-91,,
0:55.0,Offensive rebound by G. Papagiannis,,90-91,,
0:55.0,G. Papagiannis makes 2-pt shot at rim,2,92-91,,
0:42.0,,,92-93,2,D. Russell makes 2-pt shot from 1 ft
0:29.0,L. Galloway misses 2-pt shot from 20 ft,,92-93,,
0:25.0,,,92-93,,Defensive rebound by J. Clarkson
0:06.0,,,92-93,,C. Brewer misses 3-pt shot from 24 ft
0:05.0,,,92-93,,Offensive rebound by L. Nance
0:05.0,,,92-93,,Shooting foul by G. Papagiannis (drawn by L. Nance)
0:05.0,,,92-93,,L. Nance misses free throw 1 of 2
