time,LA Clippers,pts.away,score,pts.home,Phoenix
9:23.0,Defensive rebound by D. Jordan,,9-2,,
9:18.0,Turnover by R. Felton (bad pass; steal by M. Chriss),,9-2,,
9:05.0,,,9-2,,M. Chriss misses 2-pt shot from 2 ft (block by D. Jordan)
9:04.0,Defensive rebound by D. Jordan,,9-2,,
9:04.0,Turnover by D. Jordan (lost ball; steal by M. Chriss),,9-2,,
9:00.0,,,9-4,2,T. Chandler makes 2-pt shot from 1 ft
8:44.0,R. Felton makes 3-pt shot from 26 ft (assist by J. Redick),3,12-4,,
8:32.0,,,12-4,,M. Chriss misses 2-pt shot from 3 ft
8:31.0,Defensive rebound by D. Jordan,,12-4,,
8:27.0,B. Griffin makes 2-pt shot at rim (assist by J. Redick),2,14-4,,
8:26.0,,,14-4,,Phoenix full timeout
8:09.0,,,14-4,,Shooting foul by D. Jordan (drawn by T. Chandler)
8:09.0,,,14-5,1,T. Chandler makes free throw 1 of 2
8:09.0,,,14-5,,T. Chandler misses free throw 2 of 2
8:08.0,,,14-5,,Offensive rebound by T. Warren
8:00.0,,,14-5,,D. Booker misses 2-pt shot from 20 ft
7:59.0,Defensive rebound by D. Jordan,,14-5,,
7:42.0,J. Redick misses 3-pt shot from 26 ft,,14-5,,
7:42.0,,,14-5,,Defensive rebound by T. Chandler
7:36.0,,,14-5,,E. Bledsoe misses 2-pt shot from 19 ft
7:35.0,Defensive rebound by R. Felton,,14-5,,
7:20.0,R. Felton misses 2-pt shot from 22 ft,,14-5,,
7:20.0,,,14-5,,Defensive rebound by E. Bledsoe
7:15.0,,,14-5,,Shooting foul by A. Rivers (drawn by E. Bledsoe)
7:15.0,,,14-6,1,E. Bledsoe makes free throw 1 of 2
7:15.0,,,14-7,1,E. Bledsoe makes free throw 2 of 2
7:05.0,A. Rivers misses 2-pt shot from 20 ft,,14-7,,
7:05.0,,,14-7,,Defensive rebound by D. Booker
6:56.0,,,14-7,,M. Chriss misses 2-pt shot from 3 ft (block by D. Jordan)
6:56.0,,,14-7,,Offensive rebound by Team
6:51.0,,,14-9,2,T. Warren makes 2-pt shot from 7 ft (assist by M. Chriss)
6:51.0,,,14-9,,Shooting foul by A. Rivers
6:51.0,,,14-10,1,T. Warren makes free throw 1 of 1
6:51.0,L. Mbah a Moute enters the game for A. Rivers,,14-9,,
6:38.0,,,14-10,,Personal foul by D. Booker (drawn by D. Jordan)
6:33.0,J. Redick makes 3-pt shot from 25 ft (assist by B. Griffin),3,17-10,,
6:20.0,,,17-12,2,E. Bledsoe makes 2-pt shot from 12 ft
6:07.0,J. Redick makes 2-pt shot from 1 ft (assist by B. Griffin),2,19-12,,
5:53.0,,,19-14,2,E. Bledsoe makes 2-pt shot from 19 ft
5:44.0,R. Felton makes 2-pt shot from 17 ft,2,21-14,,
5:31.0,,,21-14,,Turnover by E. Bledsoe (bad pass; steal by D. Jordan)
5:25.0,J. Redick misses 3-pt shot from 29 ft,,21-14,,
5:25.0,,,21-14,,Defensive rebound by Team
5:15.0,,,21-14,,E. Bledsoe misses 2-pt shot from 2 ft
5:14.0,Defensive rebound by D. Jordan,,21-14,,
5:02.0,B. Griffin makes 2-pt shot from 20 ft,2,23-14,,
4:49.0,,,23-16,2,M. Chriss makes 2-pt shot at rim (assist by D. Booker)
4:35.0,D. Jordan makes 2-pt shot from 4 ft (assist by B. Griffin),2,25-16,,
4:22.0,,,25-16,,Turnover by E. Bledsoe (bad pass; steal by L. Mbah a Moute)
4:18.0,L. Mbah a Moute makes 2-pt shot from 2 ft,2,27-16,,
4:03.0,,,27-16,,T. Warren misses 2-pt shot from 12 ft (block by D. Jordan)
4:02.0,Defensive rebound by B. Griffin,,27-16,,
3:54.0,L. Mbah a Moute misses 2-pt shot from 19 ft,,27-16,,
3:54.0,,,27-16,,Defensive rebound by D. Booker
3:49.0,,,27-16,,E. Bledsoe misses 2-pt shot from 2 ft
3:47.0,,,27-16,,Offensive rebound by D. Booker
3:47.0,,,27-18,2,D. Booker makes 2-pt shot from 2 ft
3:44.0,LA Clippers full timeout,,27-18,,
3:44.0,,,27-18,,A. Len enters the game for T. Warren
3:44.0,,,27-18,,P. Tucker enters the game for T. Chandler
3:44.0,J. Crawford enters the game for J. Redick,,27-18,,
3:34.0,B. Griffin makes 2-pt shot at rim,2,29-18,,
3:18.0,,,29-18,,Shooting foul by R. Felton (drawn by E. Bledsoe)
3:18.0,,,29-20,2,E. Bledsoe makes 2-pt shot from 3 ft
3:18.0,,,29-21,1,E. Bledsoe makes free throw 1 of 1
3:05.0,Shooting foul by A. Len (drawn by B. Griffin),,29-21,,
3:05.0,B. Griffin misses free throw 1 of 2,,29-21,,
3:05.0,Offensive rebound by Team,,29-21,,
3:05.0,B. Griffin makes free throw 2 of 2,1,30-21,,
2:52.0,,,30-23,2,E. Bledsoe makes 2-pt shot from 1 ft (assist by A. Len)
2:46.0,Turnover by R. Felton (bad pass),,30-23,,
2:32.0,,,30-23,,M. Chriss misses 3-pt shot from 26 ft
2:31.0,Defensive rebound by J. Crawford,,30-23,,
2:08.0,J. Crawford makes 2-pt shot from 21 ft,2,32-23,,
1:52.0,,,32-23,,D. Booker misses 2-pt shot from 12 ft (block by L. Mbah a Moute)
1:51.0,Defensive rebound by B. Griffin,,32-23,,
1:46.0,B. Griffin makes 2-pt shot from 2 ft,2,34-23,,
1:31.0,,,34-25,2,M. Chriss makes 2-pt shot from 16 ft
1:20.0,L. Mbah a Moute makes 2-pt shot at rim (assist by J. Crawford),2,36-25,,
1:02.0,,,36-25,,E. Bledsoe misses 2-pt shot from 20 ft
1:01.0,,,36-25,,Offensive rebound by A. Len
0:47.0,,,36-25,,A. Len misses 2-pt shot from 5 ft
0:45.0,,,36-25,,Offensive rebound by P. Tucker
0:39.0,,,36-28,3,P. Tucker makes 3-pt shot from 22 ft (assist by D. Booker)
0:31.0,R. Felton makes 2-pt shot from 21 ft,2,38-28,,
0:12.0,,,38-30,2,D. Booker makes 2-pt shot from 17 ft (assist by E. Bledsoe)
0:12.0,,,38-30,,Shooting foul by R. Felton (drawn by D. Booker)
0:12.0,,,38-31,1,D. Booker makes free throw 1 of 1
0:12.0,J. Redick enters the game for R. Felton,,38-30,,
0:12.0,M. Speights enters the game for D. Jordan,,38-30,,
0:01.0,J. Crawford misses 2-pt shot from 22 ft,,38-31,,
0:00.0,Offensive rebound by Team,,38-31,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,,,38-31,,P. Tucker misses 2-pt shot from 13 ft
11:41.0,Defensive rebound by A. Anderson,,38-31,,
11:19.0,M. Speights misses 2-pt shot from 12 ft (block by B. Knight),,38-31,,
11:19.0,,,38-31,,Defensive rebound by Team
11:19.0,Loose ball foul by L. Mbah a Moute (drawn by D. Booker),,38-31,,
11:13.0,,,38-31,,Shooting foul by L. Mbah a Moute (drawn by A. Len)
11:13.0,,,38-31,,A. Len misses free throw 1 of 2
11:13.0,,,38-31,,Offensive rebound by Team
11:13.0,,,38-32,1,A. Len makes free throw 2 of 2
10:57.0,,,38-32,,Personal foul by D. Booker (drawn by A. Anderson)
10:57.0,,,38-32,,L. Barbosa enters the game for D. Booker
10:54.0,,,38-32,,Personal foul by P. Tucker (drawn by M. Speights)
10:50.0,Offensive foul by J. Crawford,,38-32,,
10:50.0,Turnover by J. Crawford (offensive foul),,38-32,,
10:38.0,,,38-32,,D. Bender misses 3-pt shot from 25 ft
10:37.0,,,38-32,,Offensive rebound by P. Tucker
10:37.0,Loose ball foul by L. Mbah a Moute (drawn by P. Tucker),,38-32,,
10:37.0,A. Rivers enters the game for L. Mbah a Moute,,38-32,,
10:30.0,,,38-32,,D. Bender misses 2-pt shot from 2 ft
10:27.0,,,38-32,,Offensive rebound by A. Len
10:27.0,,,38-32,,A. Len misses 2-pt shot at rim (block by M. Speights)
10:25.0,Defensive rebound by M. Speights,,38-32,,
10:17.0,A. Anderson misses 3-pt shot from 24 ft,,38-32,,
10:16.0,Offensive rebound by Team,,38-32,,
10:16.0,M. Speights misses 2-pt shot from 6 ft (block by P. Tucker),,38-32,,
10:16.0,Offensive rebound by M. Speights,,38-32,,
10:13.0,M. Speights makes 3-pt shot from 26 ft (assist by A. Rivers),3,41-32,,
10:01.0,,,41-32,,B. Knight misses 3-pt shot from 25 ft
9:59.0,,,41-32,,Offensive rebound by D. Bender
9:56.0,,,41-34,2,D. Bender makes 2-pt shot from 2 ft
9:43.0,A. Rivers misses 2-pt shot from 3 ft,,41-34,,
9:43.0,,,41-34,,Defensive rebound by A. Len
9:37.0,,,41-34,,B. Knight misses 2-pt shot from 1 ft
9:35.0,Defensive rebound by A. Anderson,,41-34,,
9:29.0,,,41-34,,Personal foul by A. Len (drawn by M. Speights)
9:24.0,,,41-34,,Personal foul by L. Barbosa (drawn by A. Anderson)
9:24.0,,,41-34,,T. Warren enters the game for A. Len
9:13.0,,,41-34,,Shooting block foul by P. Tucker (drawn by A. Rivers)
9:13.0,A. Rivers makes free throw 1 of 2,1,42-34,,
9:13.0,A. Rivers makes free throw 2 of 2,1,43-34,,
8:59.0,,,43-34,,L. Barbosa misses 2-pt shot from 20 ft
8:57.0,Defensive rebound by A. Anderson,,43-34,,
8:51.0,M. Speights makes 2-pt shot from 2 ft (assist by J. Crawford),2,45-34,,
8:37.0,,,45-34,,L. Barbosa misses 2-pt shot from 2 ft
8:35.0,,,45-34,,Offensive rebound by L. Barbosa
8:35.0,,,45-36,2,L. Barbosa makes 2-pt shot from 2 ft
8:14.0,A. Rivers misses 3-pt shot from 26 ft,,45-36,,
8:13.0,,,45-36,,Defensive rebound by P. Tucker
8:07.0,,,45-36,,T. Warren misses 2-pt shot from 17 ft
8:06.0,,,45-36,,Offensive rebound by T. Warren
7:57.0,,,45-38,2,L. Barbosa makes 2-pt shot from 2 ft (assist by P. Tucker)
7:57.0,LA Clippers full timeout,,45-38,,
7:39.0,W. Johnson makes 2-pt shot from 21 ft (assist by A. Rivers),2,47-38,,
7:14.0,,,47-38,,P. Tucker misses 2-pt shot from 3 ft
7:12.0,,,47-38,,Offensive rebound by D. Bender
7:12.0,,,47-38,,D. Bender misses 2-pt shot from 3 ft
7:12.0,,,47-38,,Offensive rebound by D. Bender
7:09.0,,,47-40,2,P. Tucker makes 2-pt shot from 7 ft (assist by D. Bender)
6:50.0,Shooting foul by D. Bender (drawn by A. Rivers),,47-40,,
6:50.0,A. Rivers misses free throw 1 of 2,,47-40,,
6:50.0,Offensive rebound by Team,,47-40,,
6:50.0,A. Rivers makes free throw 2 of 2,1,48-40,,
6:24.0,,,48-40,,P. Tucker misses 3-pt shot from 25 ft
6:24.0,Defensive rebound by M. Speights,,48-40,,
6:17.0,J. Crawford misses 3-pt shot from 25 ft,,48-40,,
6:16.0,,,48-40,,Defensive rebound by P. Tucker
6:08.0,,,48-40,,Shooting foul by M. Speights (drawn by L. Barbosa)
6:08.0,,,48-41,1,L. Barbosa makes free throw 1 of 2
6:08.0,,,48-42,1,L. Barbosa makes free throw 2 of 2
6:08.0,J. Redick enters the game for A. Anderson,,48-41,,
5:56.0,A. Rivers misses 2-pt shot from 22 ft,,48-42,,
5:56.0,,,48-42,,Defensive rebound by P. Tucker
5:47.0,,,48-44,2,T. Warren makes 2-pt shot from 9 ft
5:20.0,J. Crawford makes 2-pt shot from 22 ft,2,50-44,,
4:59.0,,,50-47,3,D. Bender makes 3-pt shot from 24 ft (assist by L. Barbosa)
4:41.0,A. Rivers makes 2-pt shot from 1 ft,2,52-47,,
4:33.0,,,52-47,,Turnover by B. Knight (lost ball; steal by A. Rivers)
4:28.0,A. Rivers makes 2-pt shot from 1 ft,2,54-47,,
4:11.0,,,54-47,,B. Knight misses 2-pt shot from 17 ft
4:09.0,Defensive rebound by M. Speights,,54-47,,
3:50.0,A. Rivers misses 3-pt shot from 25 ft,,54-47,,
3:50.0,,,54-47,,Defensive rebound by L. Barbosa
3:44.0,,,54-47,,Shooting foul by J. Crawford (drawn by L. Barbosa)
3:44.0,Official timeout,,54-47,,
3:44.0,,,54-47,,L. Barbosa misses free throw 1 of 2
3:44.0,,,54-47,,Offensive rebound by Team
3:44.0,,,54-48,1,L. Barbosa makes free throw 2 of 2
3:44.0,,,54-47,,E. Bledsoe enters the game for D. Bender
3:44.0,,,54-47,,M. Chriss enters the game for B. Knight
3:44.0,B. Griffin enters the game for M. Speights,,54-47,,
3:44.0,D. Jordan enters the game for W. Johnson,,54-47,,
3:34.0,D. Jordan makes 2-pt shot at rim (assist by J. Crawford),2,56-48,,
3:18.0,,,56-50,2,L. Barbosa makes 2-pt shot from 22 ft
3:05.0,J. Crawford makes 2-pt shot from 17 ft,2,58-50,,
2:56.0,,,58-50,,L. Barbosa misses 2-pt shot at rim
2:56.0,,,58-50,,Offensive rebound by P. Tucker
2:56.0,,,58-50,,Shooting foul by A. Rivers (drawn by P. Tucker)
2:56.0,,,58-50,,Phoenix full timeout
2:56.0,,,58-51,1,P. Tucker makes free throw 1 of 2
2:56.0,,,58-52,1,P. Tucker makes free throw 2 of 2
2:56.0,R. Felton enters the game for A. Rivers,,58-50,,
2:56.0,,,58-50,,D. Booker enters the game for T. Warren
2:56.0,,,58-50,,T. Chandler enters the game for L. Barbosa
2:33.0,J. Crawford makes 2-pt shot from 13 ft,2,60-52,,
2:05.0,,,60-52,,D. Booker misses 2-pt shot from 17 ft
2:04.0,Defensive rebound by B. Griffin,,60-52,,
1:57.0,J. Redick misses 3-pt shot from 26 ft,,60-52,,
1:56.0,,,60-52,,Defensive rebound by Team
1:40.0,,,60-52,,M. Chriss misses 3-pt shot from 26 ft
1:39.0,Defensive rebound by D. Jordan,,60-52,,
1:21.0,B. Griffin misses 2-pt shot from 12 ft,,60-52,,
1:19.0,Offensive rebound by J. Crawford,,60-52,,
1:19.0,J. Crawford makes 2-pt shot from 1 ft,2,62-52,,
0:57.0,,,62-55,3,E. Bledsoe makes 3-pt shot from 25 ft (assist by D. Booker)
0:47.0,J. Crawford misses 2-pt shot from 20 ft,,62-55,,
0:47.0,,,62-55,,Defensive rebound by Team
0:37.0,,,62-57,2,T. Chandler makes 2-pt shot at rim (assist by E. Bledsoe)
0:23.0,Offensive foul by D. Jordan,,62-57,,
0:23.0,Turnover by D. Jordan (offensive foul),,62-57,,
0:02.0,,,62-57,,Shooting foul by R. Felton (drawn by E. Bledsoe)
0:02.0,,,62-58,1,E. Bledsoe makes free throw 1 of 2
0:02.0,,,62-59,1,E. Bledsoe makes free throw 2 of 2
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,,,62-59,,D. Booker misses 2-pt shot from 9 ft (block by J. Redick)
11:40.0,Defensive rebound by J. Redick,,62-59,,
11:29.0,Shooting foul by T. Warren (drawn by A. Rivers),,62-59,,
11:29.0,A. Rivers makes free throw 1 of 2,1,63-59,,
11:29.0,A. Rivers misses free throw 2 of 2,,63-59,,
11:27.0,,,63-59,,Defensive rebound by M. Chriss
11:07.0,,,63-59,,T. Warren misses 2-pt shot from 9 ft
11:05.0,Defensive rebound by D. Jordan,,63-59,,
10:54.0,J. Redick misses 3-pt shot from 24 ft,,63-59,,
10:53.0,,,63-59,,Defensive rebound by E. Bledsoe
10:38.0,,,63-59,,Turnover by T. Chandler (3 sec)
10:21.0,R. Felton makes 2-pt shot from 20 ft,2,65-59,,
10:06.0,,,65-59,,D. Booker misses 2-pt shot from 18 ft
10:05.0,Defensive rebound by D. Jordan,,65-59,,
9:51.0,B. Griffin makes 2-pt shot at rim,2,67-59,,
9:51.0,,,67-59,,Phoenix full timeout
9:28.0,,,67-59,,M. Chriss misses 2-pt shot from 4 ft
9:28.0,Defensive rebound by R. Felton,,67-59,,
9:08.0,A. Rivers makes 2-pt shot from 2 ft,2,69-59,,
8:58.0,,,69-59,,Shooting foul by R. Felton (drawn by E. Bledsoe)
8:58.0,,,69-60,1,E. Bledsoe makes free throw 1 of 3
8:58.0,,,69-60,,E. Bledsoe misses free throw 2 of 3
8:58.0,,,69-60,,Offensive rebound by Team
8:58.0,,,69-61,1,E. Bledsoe makes free throw 3 of 3
8:58.0,L. Mbah a Moute enters the game for R. Felton,,69-60,,
8:47.0,A. Rivers makes 2-pt shot from 1 ft (assist by D. Jordan),2,71-61,,
8:34.0,,,71-61,,D. Booker misses 2-pt shot from 3 ft (block by D. Jordan)
8:33.0,Defensive rebound by A. Rivers,,71-61,,
8:28.0,B. Griffin makes 2-pt shot at rim (assist by A. Rivers),2,73-61,,
8:09.0,,,73-61,,M. Chriss misses 3-pt shot from 25 ft
8:09.0,Defensive rebound by B. Griffin,,73-61,,
8:04.0,Offensive foul by D. Jordan,,73-61,,
8:04.0,Turnover by D. Jordan (offensive foul),,73-61,,
7:53.0,,,73-61,,D. Booker misses 2-pt shot from 20 ft
7:52.0,,,73-61,,Offensive rebound by M. Chriss
7:52.0,,,73-61,,M. Chriss misses 2-pt shot at rim
7:50.0,Defensive rebound by L. Mbah a Moute,,73-61,,
7:49.0,J. Redick misses 2-pt shot from 1 ft,,73-61,,
7:48.0,,,73-61,,Defensive rebound by E. Bledsoe
7:38.0,,,73-61,,Turnover by E. Bledsoe (bad pass; steal by A. Rivers)
7:37.0,,,73-61,,Personal foul by T. Warren
7:27.0,B. Griffin misses 2-pt shot from 22 ft,,73-61,,
7:26.0,,,73-61,,Defensive rebound by T. Chandler
7:21.0,,,73-61,,Shooting foul by J. Redick (drawn by D. Booker)
7:21.0,,,73-62,1,D. Booker makes free throw 1 of 2
7:21.0,,,73-63,1,D. Booker makes free throw 2 of 2
7:12.0,Shooting foul by T. Chandler (drawn by B. Griffin),,73-63,,
7:12.0,B. Griffin makes free throw 1 of 2,1,74-63,,
7:12.0,B. Griffin makes free throw 2 of 2,1,75-63,,
6:57.0,,,75-63,,Turnover by E. Bledsoe (bad pass; steal by B. Griffin)
6:53.0,J. Redick misses 2-pt shot from 1 ft (block by D. Booker),,75-63,,
6:52.0,Offensive rebound by L. Mbah a Moute,,75-63,,
6:52.0,,,75-63,,Loose ball foul by E. Bledsoe (drawn by L. Mbah a Moute)
6:40.0,J. Redick misses 3-pt shot from 27 ft,,75-63,,
6:40.0,Offensive rebound by D. Jordan,,75-63,,
6:36.0,L. Mbah a Moute makes 2-pt shot from 19 ft (assist by D. Jordan),2,77-63,,
6:17.0,,,77-66,3,M. Chriss makes 3-pt shot from 24 ft (assist by D. Booker)
6:02.0,,,77-66,,Personal foul by M. Chriss (drawn by B. Griffin)
6:02.0,B. Griffin makes free throw 1 of 2,1,78-66,,
6:02.0,B. Griffin makes free throw 2 of 2,1,79-66,,
6:02.0,,,78-66,,P. Tucker enters the game for T. Warren
5:48.0,,,79-68,2,D. Booker makes 2-pt shot from 14 ft (assist by E. Bledsoe)
5:34.0,J. Redick makes 2-pt shot from 21 ft (assist by A. Rivers),2,81-68,,
5:23.0,Personal foul by L. Mbah a Moute (drawn by E. Bledsoe),,81-68,,
5:20.0,,,81-70,2,E. Bledsoe makes 2-pt shot from 1 ft
5:20.0,,,81-70,,Shooting foul by L. Mbah a Moute (drawn by E. Bledsoe)
5:20.0,,,81-71,1,E. Bledsoe makes free throw 1 of 1
5:01.0,L. Mbah a Moute makes 2-pt shot from 19 ft (assist by J. Redick),2,83-71,,
4:53.0,,,83-71,,Turnover by D. Booker (bad pass; steal by D. Jordan)
4:52.0,Turnover by L. Mbah a Moute (bad pass; steal by M. Chriss),,83-71,,
4:52.0,Flagrant foul type 1 by D. Jordan (drawn by M. Chriss),,83-71,,
4:52.0,,,83-72,1,M. Chriss makes flagrant free throw 1 of 2
4:52.0,,,83-73,1,M. Chriss makes flagrant free throw 2 of 2
4:52.0,M. Speights enters the game for D. Jordan,,83-71,,
4:48.0,Technical foul by Team,,83-73,,
4:48.0,,,83-73,,E. Bledsoe misses technical free throw
4:48.0,,,83-73,,Offensive rebound by Team
4:45.0,,,83-73,,Offensive foul by T. Chandler
4:45.0,,,83-73,,Turnover by T. Chandler (offensive foul)
4:27.0,Turnover by A. Rivers (traveling),,83-73,,
4:25.0,J. Crawford enters the game for L. Mbah a Moute,,83-73,,
4:14.0,,,83-75,2,E. Bledsoe makes 2-pt shot from 11 ft
3:56.0,B. Griffin misses 2-pt shot from 18 ft,,83-75,,
3:55.0,,,83-75,,Defensive rebound by P. Tucker
3:48.0,,,83-75,,P. Tucker misses 2-pt shot from 3 ft
3:46.0,Defensive rebound by Team,,83-75,,
3:31.0,,,83-75,,Personal foul by P. Tucker (drawn by J. Crawford)
3:31.0,J. Crawford misses free throw 1 of 2,,83-75,,
3:31.0,Offensive rebound by Team,,83-75,,
3:31.0,J. Crawford makes free throw 2 of 2,1,84-75,,
3:20.0,,,84-75,,D. Booker misses 3-pt shot from 25 ft
3:19.0,Defensive rebound by J. Redick,,84-75,,
3:14.0,Turnover by J. Redick (bad pass; steal by M. Chriss),,84-75,,
3:11.0,,,84-77,2,T. Chandler makes 2-pt shot from 1 ft (assist by D. Booker)
2:51.0,A. Rivers misses 3-pt shot from 26 ft,,84-77,,
2:51.0,,,84-77,,Defensive rebound by P. Tucker
2:44.0,LA Clippers full timeout,,84-77,,
2:44.0,W. Johnson enters the game for J. Redick,,84-77,,
2:41.0,,,84-79,2,D. Booker makes 2-pt shot from 15 ft (assist by E. Bledsoe)
2:17.0,B. Griffin makes 2-pt shot from 21 ft (assist by J. Crawford),2,86-79,,
2:05.0,Shooting block foul by M. Speights (drawn by E. Bledsoe),,86-79,,
2:05.0,,,86-80,1,E. Bledsoe makes free throw 1 of 2
2:05.0,Violation by J. Crawford (lane),,86-80,,
2:05.0,,,86-81,1,E. Bledsoe makes free throw 2 of 2
2:05.0,,,86-80,,T. Warren enters the game for T. Chandler
1:46.0,B. Griffin makes 2-pt shot from 1 ft,2,88-81,,
1:24.0,,,88-84,3,E. Bledsoe makes 3-pt shot from 26 ft
1:14.0,Turnover by B. Griffin (lost ball; steal by P. Tucker),,88-84,,
1:08.0,,,88-86,2,D. Booker makes 2-pt shot at rim (assist by E. Bledsoe)
0:44.0,J. Crawford misses 2-pt shot from 23 ft,,88-86,,
0:43.0,,,88-86,,Defensive rebound by M. Chriss
0:35.0,,,88-86,,D. Booker misses 3-pt shot from 25 ft
0:35.0,Defensive rebound by J. Crawford,,88-86,,
0:28.0,Shooting foul by M. Chriss (drawn by M. Speights),,88-86,,
0:28.0,M. Speights makes free throw 1 of 2,1,89-86,,
0:28.0,M. Speights makes free throw 2 of 2,1,90-86,,
0:28.0,R. Felton enters the game for A. Rivers,,89-86,,
0:28.0,A. Anderson enters the game for B. Griffin,,89-86,,
0:28.0,B. Bass enters the game for W. Johnson,,89-86,,
0:10.0,,,90-88,2,E. Bledsoe makes 2-pt shot from 1 ft
0:01.0,B. Bass makes 2-pt shot from 9 ft (assist by J. Crawford),2,92-88,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,R. Felton misses 2-pt shot from 21 ft,,92-88,,
11:46.0,,,92-88,,Defensive rebound by P. Tucker
11:39.0,,,92-88,,E. Bledsoe misses 3-pt shot from 25 ft
11:39.0,Defensive rebound by M. Speights,,92-88,,
11:30.0,J. Crawford misses 2-pt shot from 19 ft,,92-88,,
11:30.0,,,92-88,,Defensive rebound by P. Tucker
11:13.0,,,92-88,,L. Barbosa misses 2-pt shot at rim
11:13.0,,,92-88,,Offensive rebound by Team
11:13.0,Personal foul by M. Speights (drawn by P. Tucker),,92-88,,
11:06.0,,,92-90,2,E. Bledsoe makes 2-pt shot from 1 ft
10:44.0,B. Bass makes 2-pt shot from 17 ft,2,94-90,,
10:26.0,,,94-93,3,P. Tucker makes 3-pt shot from 23 ft (assist by E. Bledsoe)
9:58.0,B. Bass makes 2-pt shot from 15 ft,2,96-93,,
9:42.0,,,96-93,,Turnover by E. Bledsoe (bad pass; steal by J. Crawford)
9:36.0,Shooting foul by T. Warren (drawn by B. Bass),,96-93,,
9:36.0,B. Bass makes free throw 1 of 2,1,97-93,,
9:36.0,B. Bass makes free throw 2 of 2,1,98-93,,
9:18.0,,,98-93,,L. Barbosa misses 2-pt shot from 20 ft
9:17.0,,,98-93,,Offensive rebound by P. Tucker
9:12.0,,,98-93,,E. Bledsoe misses 3-pt shot from 25 ft
9:12.0,Defensive rebound by B. Bass,,98-93,,
8:57.0,R. Felton misses 2-pt shot from 9 ft,,98-93,,
8:57.0,,,98-93,,Defensive rebound by Team
8:57.0,Loose ball foul by M. Speights (drawn by P. Tucker),,98-93,,
8:57.0,Official timeout,,98-93,,
8:43.0,,,98-93,,Shooting foul by A. Anderson
8:43.0,,,98-93,,T. Warren misses free throw 1 of 2
8:43.0,,,98-93,,Offensive rebound by Team
8:43.0,,,98-94,1,T. Warren makes free throw 2 of 2
8:24.0,J. Crawford misses 3-pt shot from 26 ft,,98-94,,
8:24.0,,,98-94,,Defensive rebound by D. Bender
8:16.0,,,98-94,,D. Bender misses 3-pt shot from 25 ft
8:15.0,Defensive rebound by M. Speights,,98-94,,
8:02.0,M. Speights misses 3-pt shot from 25 ft,,98-94,,
8:01.0,,,98-94,,Defensive rebound by D. Bender
7:55.0,,,98-96,2,E. Bledsoe makes 2-pt shot from 18 ft
7:38.0,R. Felton makes 2-pt shot at rim,2,100-96,,
7:24.0,,,100-98,2,T. Warren makes 2-pt shot from 2 ft (assist by D. Bender)
7:05.0,R. Felton misses 2-pt shot at rim,,100-98,,
