time,Denver,pts.away,score,pts.home,LA Clippers
8:42.0,,,6-6,1,D. Jordan makes free throw 1 of 1
8:30.0,W. Chandler misses 2-pt shot from 20 ft,,6-6,,
8:27.0,,,6-6,,Defensive rebound by L. Mbah a Moute
8:19.0,Shooting block foul by E. Mudiay (drawn by W. Johnson),,6-6,,
8:19.0,,,6-6,,W. Johnson misses free throw 1 of 2
8:19.0,,,6-6,,Offensive rebound by Team
8:19.0,,,6-6,,W. Johnson misses free throw 2 of 2
8:18.0,Defensive rebound by N. Jokic,,6-6,,
7:54.0,N. Jokic makes 2-pt shot from 7 ft,2,8-6,,
7:34.0,,,8-6,,A. Rivers misses 2-pt shot from 21 ft
7:32.0,Defensive rebound by D. Gallinari,,8-6,,
7:24.0,D. Gallinari makes 3-pt shot from 29 ft (assist by W. Chandler),3,11-6,,
7:01.0,,,11-8,2,J. Crawford makes 2-pt shot from 6 ft
6:46.0,G. Harris misses 2-pt shot from 3 ft (block by D. Jordan),,11-8,,
6:44.0,Offensive rebound by N. Jokic,,11-8,,
6:42.0,N. Jokic makes 2-pt shot from 1 ft,2,13-8,,
6:30.0,Personal foul by G. Harris (drawn by J. Crawford),,13-8,,
6:30.0,K. Faried enters the game for W. Chandler,,13-8,,
6:18.0,,,13-10,2,L. Mbah a Moute makes 2-pt shot from 2 ft (assist by W. Johnson)
6:08.0,G. Harris makes 2-pt shot from 17 ft (assist by N. Jokic),2,15-10,,
5:55.0,,,15-13,3,L. Mbah a Moute makes 3-pt shot from 26 ft (assist by W. Johnson)
5:42.0,E. Mudiay makes 3-pt shot from 25 ft (assist by N. Jokic),3,18-13,,
5:33.0,,,18-13,,J. Crawford misses 2-pt shot from 16 ft
5:29.0,Defensive rebound by K. Faried,,18-13,,
5:29.0,Shooting foul by W. Johnson (drawn by D. Gallinari),,18-13,,
5:29.0,,,18-13,,LA Clippers full timeout
5:29.0,D. Gallinari misses free throw 1 of 2,,18-13,,
5:29.0,Offensive rebound by Team,,18-13,,
5:29.0,D. Gallinari makes free throw 2 of 2,1,19-13,,
5:10.0,,,19-13,,D. Jordan misses 2-pt shot at rim
5:07.0,Defensive rebound by K. Faried,,19-13,,
5:02.0,Turnover by Team (turnover),,19-13,,
4:53.0,,,19-15,2,D. Jordan makes 2-pt shot at rim (assist by J. Crawford)
4:27.0,N. Jokic misses 2-pt shot from 6 ft,,19-15,,
4:27.0,,,19-15,,Defensive rebound by Team
4:27.0,Loose ball foul by K. Faried (drawn by W. Johnson),,19-15,,
4:27.0,,,19-16,1,W. Johnson makes free throw 1 of 2
4:27.0,,,19-17,1,W. Johnson makes free throw 2 of 2
4:27.0,,,19-16,,R. Felton enters the game for A. Rivers
4:14.0,E. Mudiay misses 2-pt shot from 5 ft (block by W. Johnson),,19-17,,
4:13.0,,,19-17,,Defensive rebound by R. Felton
4:07.0,,,19-19,2,J. Crawford makes 2-pt shot from 13 ft
4:06.0,Denver full timeout,,19-19,,
4:06.0,J. Nelson enters the game for E. Mudiay,,19-19,,
3:46.0,N. Jokic misses 2-pt shot from 5 ft,,19-19,,
3:46.0,Offensive rebound by K. Faried,,19-19,,
3:46.0,K. Faried makes 2-pt shot from 2 ft,2,21-19,,
3:46.0,Violation by Team (jump ball),,21-19,,
3:34.0,,,21-19,,Turnover by J. Crawford (bad pass; steal by N. Jokic)
3:28.0,K. Faried misses 2-pt shot from 6 ft,,21-19,,
3:23.0,,,21-19,,Defensive rebound by R. Felton
3:12.0,,,21-21,2,R. Felton makes 2-pt shot from 21 ft
2:59.0,N. Jokic misses 3-pt shot from 27 ft,,21-21,,
2:58.0,Offensive rebound by G. Harris,,21-21,,
2:48.0,N. Jokic misses 2-pt shot from 8 ft,,21-21,,
2:44.0,Offensive rebound by N. Jokic,,21-21,,
2:44.0,N. Jokic makes 2-pt shot at rim,2,23-21,,
2:32.0,,,23-21,,R. Felton misses 2-pt shot from 11 ft
2:28.0,Defensive rebound by N. Jokic,,23-21,,
2:24.0,K. Faried misses 2-pt shot from 2 ft (block by W. Johnson),,23-21,,
2:21.0,Offensive rebound by K. Faried,,23-21,,
2:17.0,,,23-21,,Personal foul by W. Johnson (drawn by G. Harris)
2:17.0,,,23-21,,A. Rivers enters the game for W. Johnson
2:17.0,,,23-21,,B. Bass enters the game for J. Crawford
2:17.0,W. Barton enters the game for N. Jokic,,23-21,,
2:17.0,W. Chandler enters the game for G. Harris,,23-21,,
2:07.0,W. Chandler misses 3-pt shot from 26 ft,,23-21,,
2:06.0,,,23-21,,Defensive rebound by B. Bass
1:59.0,,,23-21,,Turnover by R. Felton (bad pass; steal by K. Faried)
1:47.0,J. Nelson misses 2-pt shot from 13 ft,,23-21,,
1:45.0,Offensive rebound by K. Faried,,23-21,,
1:41.0,W. Barton misses 3-pt shot from 28 ft,,23-21,,
1:39.0,,,23-21,,Defensive rebound by D. Jordan
1:31.0,,,23-23,2,R. Felton makes 2-pt shot from 16 ft (assist by A. Rivers)
1:05.0,K. Faried misses 2-pt shot from 4 ft,,23-23,,
1:03.0,Offensive rebound by K. Faried,,23-23,,
1:03.0,K. Faried misses 2-pt shot from 1 ft,,23-23,,
1:00.0,,,23-23,,Defensive rebound by L. Mbah a Moute
0:52.0,,,23-23,,B. Bass misses 2-pt shot from 4 ft
0:49.0,Defensive rebound by W. Chandler,,23-23,,
0:42.0,D. Gallinari misses 3-pt shot from 30 ft,,23-23,,
0:41.0,,,23-23,,Defensive rebound by L. Mbah a Moute
0:24.0,,,23-23,,R. Felton misses 2-pt shot from 19 ft
0:21.0,Defensive rebound by D. Gallinari,,23-23,,
0:02.0,J. Nelson misses 3-pt shot from 24 ft,,23-23,,
0:00.0,Offensive rebound by Team,,23-23,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:35.0,J. Murray makes 2-pt shot from 20 ft (assist by W. Barton),2,25-23,,
11:17.0,,,25-25,2,A. Rivers makes 2-pt shot from 8 ft (assist by R. Felton)
11:03.0,W. Barton makes 3-pt shot from 27 ft,3,28-25,,
10:36.0,,,28-28,3,M. Speights makes 3-pt shot from 26 ft (assist by B. Bass)
10:28.0,Shooting foul by M. Speights (drawn by K. Faried),,28-28,,
10:28.0,K. Faried makes free throw 1 of 2,1,29-28,,
10:28.0,K. Faried makes free throw 2 of 2,1,30-28,,
10:16.0,,,30-30,2,A. Rivers makes 2-pt shot from 11 ft
10:16.0,,,30-30,,Shooting foul by W. Barton (drawn by A. Rivers)
10:16.0,,,30-31,1,A. Rivers makes free throw 1 of 1
9:54.0,W. Barton makes 2-pt shot from 4 ft (assist by W. Chandler),2,32-31,,
9:40.0,,,32-31,,R. Felton misses 2-pt shot from 20 ft
9:37.0,Defensive rebound by W. Barton,,32-31,,
9:32.0,K. Faried makes 2-pt shot from 2 ft (assist by W. Barton),2,34-31,,
9:14.0,,,34-31,,Shooting foul by W. Barton (drawn by B. Bass)
9:14.0,,,34-32,1,B. Bass makes free throw 1 of 2
9:14.0,,,34-33,1,B. Bass makes free throw 2 of 2
8:59.0,Turnover by W. Chandler (traveling),,34-33,,
8:59.0,Official timeout,,34-33,,
8:59.0,,,34-33,,Violation by Team (jump ball)
8:39.0,,,34-35,2,A. Anderson makes 2-pt shot from 3 ft (assist by A. Rivers)
8:23.0,Shooting foul by A. Anderson (drawn by W. Barton),,34-35,,
8:23.0,W. Barton makes free throw 1 of 2,1,35-35,,
8:23.0,W. Barton makes free throw 2 of 2,1,36-35,,
8:23.0,N. Jokic enters the game for K. Faried,,35-35,,
8:09.0,,,36-35,,Shooting foul by N. Jokic (drawn by B. Bass)
8:09.0,,,36-36,1,B. Bass makes free throw 1 of 2
8:09.0,,,36-37,1,B. Bass makes free throw 2 of 2
7:57.0,,,36-37,,Personal foul by A. Anderson (drawn by J. Murray)
7:47.0,W. Barton makes 3-pt shot from 27 ft (assist by J. Nelson),3,39-37,,
7:20.0,,,39-40,3,A. Rivers makes 3-pt shot from 28 ft (assist by R. Felton)
7:09.0,J. Nelson misses 3-pt shot from 27 ft,,39-40,,
7:08.0,,,39-40,,Defensive rebound by B. Bass
6:48.0,,,39-40,,M. Speights misses 2-pt shot from 6 ft
6:45.0,Defensive rebound by W. Barton,,39-40,,
6:37.0,N. Jokic makes 2-pt shot from 7 ft (assist by J. Nelson),2,41-40,,
6:37.0,,,41-40,,LA Clippers full timeout
6:37.0,,,41-40,,J. Crawford enters the game for A. Anderson
6:37.0,D. Gallinari enters the game for W. Chandler,,41-40,,
6:16.0,,,41-40,,Turnover by A. Rivers (lost ball; steal by J. Nelson)
6:11.0,Offensive charge foul by J. Murray,,41-40,,
6:11.0,Turnover by J. Murray (offensive foul),,41-40,,
5:53.0,,,41-40,,M. Speights misses 3-pt shot from 27 ft
5:51.0,Defensive rebound by J. Murray,,41-40,,
5:43.0,N. Jokic makes 2-pt shot from 5 ft (assist by W. Barton),2,43-40,,
5:15.0,,,43-40,,A. Rivers misses 3-pt shot from 26 ft
5:15.0,,,43-40,,Offensive rebound by Team
5:15.0,,,43-40,,Turnover by Team (shot clock)
5:15.0,G. Harris enters the game for J. Murray,,43-40,,
5:15.0,,,43-40,,D. Jordan enters the game for M. Speights
4:51.0,N. Jokic makes 2-pt shot from 13 ft,2,45-40,,
4:31.0,,,45-40,,Turnover by B. Bass (bad pass)
4:31.0,E. Mudiay enters the game for J. Nelson,,45-40,,
4:31.0,,,45-40,,L. Mbah a Moute enters the game for B. Bass
4:23.0,G. Harris misses 3-pt shot from 26 ft,,45-40,,
4:22.0,Offensive rebound by D. Gallinari,,45-40,,
4:22.0,Shooting foul by L. Mbah a Moute (drawn by D. Gallinari),,45-40,,
4:22.0,D. Gallinari makes free throw 1 of 2,1,46-40,,
4:22.0,D. Gallinari makes free throw 2 of 2,1,47-40,,
4:03.0,,,47-42,2,J. Crawford makes 2-pt shot from 6 ft
3:57.0,W. Barton makes 2-pt shot from 1 ft (assist by N. Jokic),2,49-42,,
3:33.0,,,49-42,,A. Rivers misses 3-pt shot from 27 ft
3:31.0,Defensive rebound by G. Harris,,49-42,,
3:17.0,Turnover by D. Gallinari (bad pass; steal by D. Jordan),,49-42,,
3:10.0,,,49-42,,Turnover by J. Crawford (bad pass; steal by N. Jokic)
3:06.0,W. Barton makes 2-pt shot from 2 ft,2,51-42,,
3:06.0,Shooting foul by J. Crawford (drawn by W. Barton),,51-42,,
3:06.0,,,51-42,,LA Clippers full timeout
3:06.0,W. Barton misses free throw 1 of 1,,51-42,,
3:05.0,,,51-42,,Defensive rebound by J. Crawford
2:52.0,,,51-42,,J. Crawford misses 2-pt shot from 15 ft
2:50.0,Defensive rebound by D. Gallinari,,51-42,,
2:44.0,N. Jokic makes 2-pt shot from 3 ft (assist by W. Barton),2,53-42,,
2:31.0,,,53-42,,R. Felton misses 2-pt shot from 20 ft
2:27.0,Defensive rebound by D. Gallinari,,53-42,,
2:23.0,D. Gallinari makes 2-pt shot from 2 ft,2,55-42,,
2:01.0,,,55-42,,R. Felton misses 2-pt shot from 2 ft
2:00.0,,,55-42,,Offensive rebound by D. Jordan
2:00.0,,,55-42,,D. Jordan misses 2-pt shot from 2 ft
1:58.0,Defensive rebound by W. Barton,,55-42,,
1:51.0,D. Gallinari misses 2-pt shot from 2 ft,,55-42,,
1:51.0,,,55-42,,Defensive rebound by Team
1:51.0,Denver full timeout,,55-42,,
1:51.0,W. Chandler enters the game for N. Jokic,,55-42,,
1:51.0,,,55-42,,W. Johnson enters the game for R. Felton
1:33.0,,,55-42,,A. Rivers misses 2-pt shot from 4 ft
1:28.0,,,55-42,,Offensive rebound by D. Jordan
1:28.0,,,55-42,,D. Jordan misses 2-pt shot from 1 ft
1:24.0,Defensive rebound by W. Barton,,55-42,,
1:23.0,Turnover by E. Mudiay (lost ball; steal by J. Crawford),,55-42,,
1:15.0,,,55-44,2,J. Crawford makes 2-pt shot from 3 ft (assist by A. Rivers)
0:59.0,D. Gallinari makes 3-pt shot from 25 ft (assist by W. Barton),3,58-44,,
0:45.0,,,58-46,2,D. Jordan makes 2-pt shot at rim (assist by J. Crawford)
0:34.0,Shooting foul by D. Jordan (drawn by G. Harris),,58-46,,
0:34.0,G. Harris makes free throw 1 of 2,1,59-46,,
0:34.0,G. Harris makes free throw 2 of 2,1,60-46,,
0:34.0,K. Faried enters the game for W. Barton,,59-46,,
0:29.0,,,60-46,,J. Crawford misses 2-pt shot from 15 ft
0:24.0,Defensive rebound by D. Gallinari,,60-46,,
0:06.0,E. Mudiay makes 3-pt shot from 28 ft,3,63-46,,
0:02.0,,,63-46,,J. Crawford misses 3-pt shot from 31 ft
0:00.0,,,63-46,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,N. Jokic misses 2-pt shot from 18 ft,,63-46,,
11:44.0,,,63-46,,Defensive rebound by D. Jordan
11:32.0,,,63-48,2,J. Crawford makes 2-pt shot from 6 ft
11:24.0,Offensive charge foul by E. Mudiay,,63-48,,
11:24.0,Turnover by E. Mudiay (offensive foul),,63-48,,
11:09.0,,,63-51,3,W. Johnson makes 3-pt shot from 24 ft (assist by J. Crawford)
10:56.0,G. Harris misses 3-pt shot from 27 ft,,63-51,,
10:53.0,,,63-51,,Defensive rebound by D. Jordan
10:48.0,,,63-54,3,L. Mbah a Moute makes 3-pt shot from 24 ft (assist by W. Johnson)
10:48.0,Denver full timeout,,63-54,,
10:26.0,Turnover by W. Chandler (lost ball),,63-54,,
10:06.0,,,63-56,2,W. Johnson makes 2-pt shot from 10 ft (assist by J. Crawford)
9:48.0,D. Gallinari makes 2-pt shot from 3 ft,2,65-56,,
9:34.0,,,65-56,,J. Crawford misses 2-pt shot from 13 ft
9:32.0,Defensive rebound by N. Jokic,,65-56,,
9:26.0,G. Harris makes 3-pt shot from 25 ft (assist by N. Jokic),3,68-56,,
9:02.0,,,68-56,,Turnover by A. Rivers (bad pass; steal by D. Gallinari)
8:58.0,,,68-56,,Personal foul by D. Jordan (drawn by N. Jokic)
8:51.0,Offensive foul by E. Mudiay,,68-56,,
8:51.0,Turnover by E. Mudiay (offensive foul),,68-56,,
8:34.0,,,68-56,,W. Johnson misses 3-pt shot from 28 ft
8:32.0,Defensive rebound by G. Harris,,68-56,,
8:26.0,Turnover by N. Jokic (bad pass),,68-56,,
8:12.0,,,68-56,,W. Johnson misses 3-pt shot from 27 ft
8:11.0,Defensive rebound by D. Gallinari,,68-56,,
8:00.0,Shooting foul by W. Johnson (drawn by E. Mudiay),,68-56,,
8:00.0,E. Mudiay misses free throw 1 of 2,,68-56,,
8:00.0,Offensive rebound by Team,,68-56,,
8:00.0,E. Mudiay makes free throw 2 of 2,1,69-56,,
7:44.0,,,69-58,2,A. Rivers makes 2-pt shot from 2 ft
7:33.0,E. Mudiay misses 3-pt shot from 28 ft,,69-58,,
7:31.0,Offensive rebound by D. Gallinari,,69-58,,
7:22.0,Shooting foul by J. Crawford (drawn by D. Gallinari),,69-58,,
7:22.0,D. Gallinari makes free throw 1 of 2,1,70-58,,
7:22.0,D. Gallinari makes free throw 2 of 2,1,71-58,,
7:09.0,,,71-58,,Turnover by D. Jordan (bad pass; steal by E. Mudiay)
7:04.0,Turnover by E. Mudiay (lost ball; steal by D. Jordan),,71-58,,
7:00.0,,,71-60,2,A. Rivers makes 2-pt shot from 1 ft (assist by L. Mbah a Moute)
6:41.0,Turnover by N. Jokic (lost ball; steal by D. Jordan),,71-60,,
6:35.0,,,71-60,,Turnover by A. Rivers (bad pass; steal by D. Gallinari)
6:29.0,E. Mudiay misses 3-pt shot from 26 ft,,71-60,,
6:26.0,,,71-60,,Defensive rebound by D. Jordan
6:20.0,,,71-62,2,J. Crawford makes 2-pt shot from 12 ft
6:20.0,Denver full timeout,,71-62,,
6:20.0,,,71-62,,R. Felton enters the game for A. Rivers
6:20.0,J. Nelson enters the game for W. Chandler,,71-62,,
6:20.0,W. Barton enters the game for E. Mudiay,,71-62,,
6:05.0,J. Nelson makes 3-pt shot from 26 ft (assist by G. Harris),3,74-62,,
5:48.0,,,74-64,2,J. Crawford makes 2-pt shot from 10 ft
5:22.0,D. Gallinari misses 3-pt shot from 25 ft,,74-64,,
5:21.0,,,74-64,,Defensive rebound by J. Crawford
5:11.0,,,74-64,,J. Crawford misses 2-pt shot from 2 ft
5:07.0,Defensive rebound by N. Jokic,,74-64,,
5:04.0,D. Gallinari misses 2-pt shot from 2 ft (block by W. Johnson),,74-64,,
4:59.0,,,74-64,,Defensive rebound by L. Mbah a Moute
4:51.0,,,74-64,,L. Mbah a Moute misses 2-pt shot from 17 ft
4:49.0,Defensive rebound by G. Harris,,74-64,,
4:46.0,Shooting foul by W. Johnson (drawn by G. Harris),,74-64,,
4:46.0,G. Harris makes free throw 1 of 2,1,75-64,,
4:46.0,G. Harris makes free throw 2 of 2,1,76-64,,
4:46.0,,,75-64,,B. Bass enters the game for W. Johnson
4:33.0,,,76-64,,Shooting foul by N. Jokic (drawn by D. Jordan)
4:33.0,,,76-65,1,D. Jordan makes free throw 1 of 2
4:33.0,,,76-66,1,D. Jordan makes free throw 2 of 2
4:07.0,D. Gallinari misses 3-pt shot from 26 ft,,76-66,,
4:05.0,,,76-66,,Defensive rebound by L. Mbah a Moute
4:05.0,Personal foul by N. Jokic (drawn by L. Mbah a Moute),,76-66,,
4:05.0,K. Faried enters the game for N. Jokic,,76-66,,
3:40.0,,,76-66,,J. Crawford misses 2-pt shot from 19 ft
3:39.0,,,76-66,,Offensive rebound by B. Bass
3:20.0,,,76-68,2,R. Felton makes 2-pt shot from 19 ft
3:02.0,,,76-68,,Personal block foul by J. Crawford (drawn by G. Harris)
3:02.0,G. Harris makes free throw 1 of 2,1,77-68,,
3:02.0,G. Harris misses free throw 2 of 2,,77-68,,
3:00.0,,,77-68,,Defensive rebound by D. Jordan
2:46.0,Violation by D. Gallinari (kicked ball),,77-68,,
2:46.0,,,77-68,,A. Rivers enters the game for B. Bass
2:39.0,,,77-70,2,R. Felton makes 2-pt shot from 17 ft
2:22.0,D. Gallinari misses 2-pt shot from 20 ft,,77-70,,
2:20.0,,,77-70,,Defensive rebound by L. Mbah a Moute
2:12.0,,,77-70,,L. Mbah a Moute misses 3-pt shot from 25 ft
2:11.0,Defensive rebound by W. Barton,,77-70,,
2:03.0,D. Gallinari misses 2-pt shot from 13 ft,,77-70,,
2:01.0,,,77-70,,Defensive rebound by L. Mbah a Moute
1:52.0,,,77-70,,R. Felton misses 2-pt shot from 16 ft
1:49.0,Defensive rebound by K. Faried,,77-70,,
1:32.0,G. Harris misses 3-pt shot from 27 ft,,77-70,,
1:31.0,Offensive rebound by K. Faried,,77-70,,
1:30.0,K. Faried makes 2-pt shot from 7 ft,2,79-70,,
1:02.0,,,79-72,2,R. Felton makes 2-pt shot from 11 ft (assist by A. Rivers)
0:52.0,J. Nelson misses 2-pt shot from 21 ft,,79-72,,
0:49.0,,,79-72,,Defensive rebound by D. Jordan
0:41.0,,,79-74,2,A. Rivers makes 2-pt shot from 2 ft
0:31.0,Turnover by Team (back court),,79-74,,
0:31.0,W. Chandler enters the game for D. Gallinari,,79-74,,
0:31.0,,,79-74,,M. Speights enters the game for L. Mbah a Moute
0:31.0,,,79-74,,B. Bass enters the game for D. Jordan
0:12.0,,,79-74,,A. Rivers misses 2-pt shot from 2 ft (block by K. Faried)
0:10.0,Defensive rebound by W. Chandler,,79-74,,
0:08.0,Offensive charge foul by W. Chandler,,79-74,,
0:08.0,Turnover by W. Chandler (offensive foul),,79-74,,
0:06.0,Personal foul by G. Harris (drawn by J. Crawford),,79-74,,
0:00.0,,,79-77,3,J. Crawford makes 3-pt shot from 28 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,,,79-79,2,B. Bass makes 2-pt shot at rim (assist by J. Crawford)
11:15.0,J. Murray misses 2-pt shot from 16 ft,,79-79,,
11:14.0,,,79-79,,Defensive rebound by B. Bass
11:08.0,,,79-79,,Shooting foul by K. Faried (drawn by B. Bass)
11:08.0,,,79-80,1,B. Bass makes free throw 1 of 2
11:08.0,,,79-81,1,B. Bass makes free throw 2 of 2
10:58.0,Turnover by W. Chandler (traveling),,79-81,,
10:43.0,,,79-81,,J. Crawford misses 2-pt shot from 3 ft
10:40.0,Defensive rebound by K. Faried,,79-81,,
10:34.0,J. Nelson misses 3-pt shot from 26 ft,,79-81,,
10:30.0,,,79-81,,Defensive rebound by A. Rivers
10:19.0,,,79-81,,B. Bass misses 2-pt shot from 16 ft
10:18.0,Defensive rebound by W. Barton,,79-81,,
10:12.0,W. Barton misses 2-pt shot from 2 ft (block by B. Bass),,79-81,,
10:10.0,,,79-81,,Defensive rebound by A. Rivers
10:01.0,,,79-81,,Shooting foul by W. Barton (drawn by B. Bass)
10:01.0,,,79-82,1,B. Bass makes free throw 1 of 2
10:01.0,,,79-82,,B. Bass misses free throw 2 of 2
10:01.0,,,79-82,,A. Anderson enters the game for J. Crawford
9:59.0,Defensive rebound by K. Faried,,79-82,,
9:49.0,W. Barton makes 3-pt shot from 26 ft (assist by J. Nelson),3,82-82,,
9:27.0,,,82-84,2,M. Speights makes 2-pt shot from 2 ft
9:14.0,J. Nelson makes 2-pt shot from 3 ft (assist by K. Faried),2,84-84,,
9:04.0,,,84-87,3,M. Speights makes 3-pt shot from 26 ft (assist by R. Felton)
8:46.0,W. Barton misses 3-pt shot from 23 ft,,84-87,,
8:44.0,,,84-87,,Defensive rebound by M. Speights
8:29.0,,,84-89,2,A. Rivers makes 2-pt shot from 3 ft (assist by M. Speights)
8:29.0,Denver full timeout,,84-89,,
8:29.0,N. Jokic enters the game for K. Faried,,84-89,,
8:20.0,J. Nelson misses 2-pt shot from 11 ft,,84-89,,
8:18.0,Offensive rebound by W. Chandler,,84-89,,
8:09.0,J. Murray misses 3-pt shot from 26 ft,,84-89,,
8:07.0,,,84-89,,Defensive rebound by R. Felton
7:48.0,,,84-91,2,B. Bass makes 2-pt shot from 2 ft (assist by A. Rivers)
7:34.0,N. Jokic makes 3-pt shot from 27 ft (assist by W. Barton),3,87-91,,
7:08.0,,,87-91,,R. Felton misses 3-pt shot from 27 ft
7:06.0,,,87-91,,Offensive rebound by A. Anderson
7:00.0,,,87-91,,M. Speights misses 2-pt shot from 12 ft
6:59.0,Defensive rebound by W. Barton,,87-91,,
6:57.0,Shooting foul by R. Felton (drawn by W. Barton),,87-91,,
6:57.0,W. Barton makes free throw 1 of 2,1,88-91,,
6:57.0,W. Barton makes free throw 2 of 2,1,89-91,,
6:57.0,D. Gallinari enters the game for J. Murray,,88-91,,
6:44.0,,,89-94,3,A. Rivers makes 3-pt shot from 25 ft (assist by B. Bass)
6:35.0,J. Nelson misses 3-pt shot from 26 ft,,89-94,,
6:34.0,,,89-94,,Defensive rebound by M. Speights
6:22.0,,,89-94,,Shooting foul by W. Barton (drawn by M. Speights)
6:22.0,,,89-95,1,M. Speights makes free throw 1 of 2
6:22.0,,,89-95,,M. Speights misses free throw 2 of 2
6:21.0,Defensive rebound by N. Jokic,,89-95,,
6:05.0,N. Jokic makes 2-pt shot from 4 ft (assist by J. Nelson),2,91-95,,
5:49.0,,,91-95,,A. Rivers misses 2-pt shot from 13 ft
5:46.0,Defensive rebound by N. Jokic,,91-95,,
5:41.0,W. Barton misses 2-pt shot from 4 ft (block by M. Speights),,91-95,,
5:36.0,,,91-95,,Defensive rebound by A. Rivers
5:33.0,,,91-95,,LA Clippers full timeout
5:33.0,,,91-95,,J. Crawford enters the game for A. Anderson
5:22.0,,,91-95,,L. Mbah a Moute enters the game for R. Felton
5:22.0,,,91-95,,D. Jordan enters the game for M. Speights
5:22.0,Jump ball: W. Chandler vs. A. Rivers (N. Jokic gains possession),,,,Jump ball: W. Chandler vs. A. Rivers (N. Jokic gains possession)
5:22.0,,,91-95,,Turnover by A. Rivers (bad pass; steal by N. Jokic)
4:58.0,W. Barton misses 2-pt shot from 13 ft,,91-95,,
4:58.0,Offensive rebound by Team,,91-95,,
4:54.0,W. Chandler misses 2-pt shot from 17 ft,,91-95,,
4:51.0,,,91-95,,Defensive rebound by D. Jordan
4:32.0,,,91-95,,J. Crawford misses 2-pt shot from 22 ft
4:28.0,Defensive rebound by D. Gallinari,,91-95,,
4:22.0,W. Chandler makes 2-pt shot from 18 ft (assist by D. Gallinari),2,93-95,,
3:56.0,,,93-95,,J. Crawford misses 3-pt shot from 29 ft
3:56.0,,,93-95,,Offensive rebound by Team
3:56.0,,,93-95,,Turnover by Team (shot clock)
3:56.0,G. Harris enters the game for W. Chandler,,93-95,,
3:56.0,,,93-95,,W. Johnson enters the game for B. Bass
3:43.0,G. Harris misses 2-pt shot from 2 ft (block by L. Mbah a Moute),,93-95,,
3:41.0,,,93-95,,Defensive rebound by J. Crawford
3:34.0,,,93-95,,J. Crawford misses 2-pt shot from 16 ft
3:31.0,Defensive rebound by W. Barton,,93-95,,
3:22.0,N. Jokic makes 2-pt shot from 12 ft,2,95-95,,
3:22.0,Shooting foul by L. Mbah a Moute (drawn by N. Jokic),,95-95,,
3:22.0,N. Jokic misses free throw 1 of 1,,95-95,,
3:22.0,,,95-95,,R. Felton enters the game for W. Johnson
3:21.0,,,95-95,,Defensive rebound by R. Felton
