time,Portland,pts.away,score,pts.home,Golden State
3:06.0,,,15-27,2,I. Clark makes 2-pt shot from 15 ft (assist by D. Green)
2:46.0,A. Crabbe misses 3-pt shot from 25 ft (block by S. Curry),,15-27,,
2:45.0,Offensive rebound by P. Connaughton,,15-27,,
2:44.0,Turnover by A. Crabbe (lost ball),,15-27,,
2:44.0,,,15-27,,Golden State full timeout
2:44.0,N. Vonleh enters the game for C. McCollum,,15-27,,
2:28.0,,,15-29,2,J. McGee makes 2-pt shot at rim (assist by D. Green)
2:09.0,Turnover by N. Vonleh (bad pass; steal by S. Curry),,15-29,,
2:03.0,,,15-31,2,J. McGee makes 2-pt shot at rim (assist by S. Curry)
1:44.0,,,15-31,,Personal foul by S. Curry (drawn by D. Lillard)
1:44.0,D. Lillard makes free throw 1 of 2,1,16-31,,
1:44.0,D. Lillard makes free throw 2 of 2,1,17-31,,
1:29.0,,,17-31,,S. Curry misses 3-pt shot from 25 ft
1:28.0,Defensive rebound by P. Connaughton,,17-31,,
1:20.0,D. Lillard misses 2-pt shot from 3 ft (block by J. McGee),,17-31,,
1:19.0,Offensive rebound by N. Vonleh,,17-31,,
1:19.0,N. Vonleh misses 2-pt shot from 2 ft,,17-31,,
1:18.0,,,17-31,,Defensive rebound by S. Curry
1:13.0,,,17-31,,S. Curry misses 2-pt shot from 3 ft (block by A. Aminu)
1:12.0,Defensive rebound by A. Aminu,,17-31,,
1:02.0,A. Crabbe misses 2-pt shot from 21 ft,,17-31,,
1:02.0,,,17-31,,Defensive rebound by A. Iguodala
0:56.0,,,17-33,2,S. Curry makes 2-pt shot from 2 ft (assist by D. Green)
0:42.0,Turnover by D. Lillard (bad pass; steal by J. McGee),,17-33,,
0:39.0,E. Turner enters the game for P. Connaughton,,17-33,,
0:39.0,S. Napier enters the game for D. Lillard,,17-33,,
0:28.0,,,17-33,,A. Iguodala misses 3-pt shot from 26 ft
0:27.0,Defensive rebound by A. Aminu,,17-33,,
0:25.0,C. McCollum enters the game for N. Vonleh,,17-33,,
0:25.0,,,17-33,,P. McCaw enters the game for S. Curry
0:25.0,,,17-33,,J. McAdoo enters the game for J. McGee
0:10.0,Turnover by C. McCollum (bad pass),,17-33,,
0:10.0,,,17-33,,S. Curry enters the game for P. McCaw
0:10.0,,,17-33,,K. Thompson enters the game for J. McAdoo
0:09.0,,,17-33,,Offensive charge foul by D. Green
0:09.0,,,17-33,,Turnover by D. Green (bad pass)
0:09.0,D. Lillard enters the game for A. Aminu,,17-33,,
0:09.0,,,17-33,,P. McCaw enters the game for S. Curry
0:09.0,,,17-33,,J. McAdoo enters the game for D. Green
0:09.0,,,17-33,,Violation by Team (delay of game)
0:02.0,D. Lillard misses 2-pt shot from 1 ft,,17-33,,
0:01.0,,,17-33,,Defensive rebound by P. McCaw
0:00.0,,,17-33,,P. McCaw misses 3-pt shot from 63 ft
0:00.0,,,17-33,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,A. Aminu makes 3-pt shot from 26 ft (assist by E. Turner),3,20-33,,
11:22.0,,,20-33,,D. Green misses 3-pt shot from 27 ft
11:21.0,Defensive rebound by E. Turner,,20-33,,
11:14.0,M. Harkless makes 2-pt shot from 2 ft (assist by A. Aminu),2,22-33,,
10:57.0,,,22-33,,D. Green misses 2-pt shot from 3 ft (block by M. Harkless)
10:57.0,,,22-33,,Offensive rebound by Team
10:46.0,,,22-33,,I. Clark misses 2-pt shot from 18 ft
10:45.0,,,22-33,,Offensive rebound by D. West
10:42.0,,,22-35,2,D. West makes 2-pt shot from 8 ft
10:19.0,A. Crabbe makes 2-pt shot from 20 ft (assist by E. Turner),2,24-35,,
10:05.0,,,24-35,,D. West misses 2-pt shot from 4 ft
10:03.0,Defensive rebound by M. Harkless,,24-35,,
9:56.0,A. Crabbe misses 3-pt shot from 27 ft,,24-35,,
9:56.0,,,24-35,,Defensive rebound by I. Clark
9:46.0,,,24-37,2,I. Clark makes 2-pt shot from 2 ft (assist by D. West)
9:27.0,C. McCollum makes 2-pt shot from 13 ft (assist by M. Harkless),2,26-37,,
9:10.0,,,26-37,,I. Clark misses 2-pt shot from 1 ft
9:09.0,Defensive rebound by C. McCollum,,26-37,,
9:07.0,Turnover by C. McCollum (lost ball),,26-37,,
9:07.0,,,26-37,,Golden State full timeout
9:02.0,,,26-37,,A. Iguodala misses 2-pt shot from 4 ft
9:01.0,Defensive rebound by A. Crabbe,,26-37,,
8:49.0,A. Aminu misses 3-pt shot from 26 ft,,26-37,,
8:49.0,Offensive rebound by C. McCollum,,26-37,,
8:44.0,C. McCollum misses 2-pt shot from 13 ft,,26-37,,
8:44.0,,,26-37,,Defensive rebound by I. Clark
8:31.0,,,26-37,,K. Thompson misses 3-pt shot from 25 ft
8:31.0,Defensive rebound by A. Crabbe,,26-37,,
8:19.0,M. Harkless misses 3-pt shot from 25 ft,,26-37,,
8:17.0,Offensive rebound by A. Aminu,,26-37,,
8:11.0,A. Crabbe makes 2-pt shot from 13 ft (assist by E. Turner),2,28-37,,
7:45.0,,,28-37,,I. Clark misses 2-pt shot from 3 ft (block by A. Aminu)
7:44.0,Defensive rebound by C. McCollum,,28-37,,
7:38.0,A. Crabbe misses 3-pt shot from 24 ft,,28-37,,
7:38.0,Offensive rebound by Team,,28-37,,
7:37.0,,,28-37,,P. McCaw enters the game for D. Green
7:37.0,,,28-37,,S. Curry enters the game for K. Thompson
7:31.0,C. McCollum makes 3-pt shot from 23 ft (assist by E. Turner),3,31-37,,
7:07.0,,,31-39,2,D. West makes 2-pt shot at rim (assist by S. Curry)
6:52.0,A. Aminu makes 2-pt shot from 3 ft (assist by C. McCollum),2,33-39,,
6:41.0,,,33-41,2,A. Iguodala makes 2-pt shot at rim (assist by D. West)
6:41.0,Portland full timeout,,33-41,,
6:22.0,C. McCollum misses 2-pt shot from 5 ft (block by D. West),,33-41,,
6:22.0,Offensive rebound by Team,,33-41,,
6:22.0,D. Lillard enters the game for C. McCollum,,33-41,,
6:17.0,E. Turner misses 3-pt shot from 23 ft,,33-41,,
6:17.0,Offensive rebound by Team,,33-41,,
6:01.0,A. Aminu misses 2-pt shot from 8 ft,,33-41,,
6:01.0,Offensive rebound by M. Harkless,,33-41,,
5:59.0,Shooting foul by A. Iguodala (drawn by M. Harkless),,33-41,,
5:59.0,M. Harkless makes free throw 1 of 2,1,34-41,,
5:59.0,M. Harkless makes free throw 2 of 2,1,35-41,,
5:43.0,,,35-43,2,A. Iguodala makes 2-pt shot from 19 ft (assist by P. McCaw)
5:30.0,M. Harkless makes 2-pt shot from 6 ft (assist by E. Turner),2,37-43,,
5:22.0,,,37-43,,P. McCaw misses 2-pt shot from 3 ft
5:21.0,Defensive rebound by M. Harkless,,37-43,,
5:16.0,E. Turner misses 2-pt shot from 2 ft,,37-43,,
5:15.0,Offensive rebound by M. Harkless,,37-43,,
5:15.0,M. Harkless misses 2-pt shot from 6 ft,,37-43,,
5:14.0,,,37-43,,Defensive rebound by A. Iguodala
5:05.0,,,37-43,,I. Clark misses 3-pt shot from 23 ft
5:04.0,Defensive rebound by A. Aminu,,37-43,,
4:50.0,Turnover by D. Lillard (bad pass),,37-43,,
4:50.0,,,37-43,,K. Thompson enters the game for I. Clark
4:50.0,,,37-43,,D. Green enters the game for D. West
4:40.0,,,37-43,,S. Curry misses 2-pt shot from 1 ft (block by M. Harkless)
4:40.0,,,37-43,,Offensive rebound by Team
4:35.0,,,37-43,,K. Thompson misses 2-pt shot from 15 ft
4:34.0,Defensive rebound by A. Crabbe,,37-43,,
4:24.0,M. Harkless misses 3-pt shot from 23 ft,,37-43,,
4:23.0,,,37-43,,Defensive rebound by A. Iguodala
4:12.0,,,37-43,,K. Thompson misses 3-pt shot from 24 ft
4:11.0,Defensive rebound by A. Crabbe,,37-43,,
4:02.0,M. Harkless makes 2-pt shot at rim (assist by E. Turner),2,39-43,,
4:02.0,,,39-43,,Golden State full timeout
4:02.0,,,39-43,,J. McGee enters the game for A. Iguodala
3:46.0,,,39-43,,Turnover by S. Curry (bad pass; steal by E. Turner)
3:38.0,E. Turner makes 3-pt shot from 26 ft,3,42-43,,
3:21.0,,,42-46,3,P. McCaw makes 3-pt shot from 27 ft (assist by D. Green)
3:02.0,A. Aminu misses 3-pt shot from 26 ft,,42-46,,
3:02.0,,,42-46,,Defensive rebound by D. Green
2:56.0,,,42-48,2,J. McGee makes 2-pt shot from 2 ft (assist by K. Thompson)
2:56.0,,,42-48,,Shooting foul by A. Aminu (drawn by J. McGee)
2:56.0,Official timeout,,42-48,,
2:56.0,,,42-49,1,J. McGee makes free throw 1 of 1
2:56.0,C. McCollum enters the game for A. Aminu,,42-48,,
2:44.0,A. Crabbe misses 2-pt shot from 3 ft (block by J. McGee),,42-49,,
2:42.0,,,42-49,,Defensive rebound by D. Green
2:34.0,,,42-51,2,P. McCaw makes 2-pt shot from 1 ft (assist by D. Green)
2:20.0,E. Turner makes 2-pt shot from 10 ft,2,44-51,,
2:04.0,,,44-51,,K. Thompson misses 2-pt shot from 2 ft (block by M. Harkless)
2:02.0,,,44-51,,Offensive rebound by K. Thompson
2:02.0,,,44-51,,K. Thompson misses 2-pt shot from 7 ft
2:01.0,,,44-51,,Offensive rebound by J. McGee
2:00.0,,,44-53,2,J. McGee makes 2-pt shot from 1 ft
1:41.0,C. McCollum misses 2-pt shot from 10 ft (block by J. McGee),,44-53,,
1:39.0,,,44-53,,Defensive rebound by D. Green
1:36.0,,,44-53,,Turnover by K. Thompson (lost ball; steal by M. Harkless)
1:30.0,M. Harkless makes 2-pt shot at rim,2,46-53,,
1:08.0,,,46-55,2,J. McGee makes 2-pt shot from 2 ft (assist by S. Curry)
0:54.0,M. Harkless misses 3-pt shot from 26 ft,,46-55,,
0:54.0,Offensive rebound by C. McCollum,,46-55,,
0:52.0,C. McCollum misses 2-pt shot from 13 ft,,46-55,,
0:50.0,,,46-55,,Defensive rebound by J. McGee
0:39.0,,,46-55,,Turnover by S. Curry (lost ball; steal by D. Lillard)
0:29.0,D. Lillard misses 3-pt shot from 27 ft,,46-55,,
0:29.0,,,46-55,,Defensive rebound by J. McGee
0:13.0,Personal foul by E. Turner (drawn by D. Green),,46-55,,
0:13.0,,,46-55,,A. Iguodala enters the game for J. McGee
0:13.0,A. Aminu enters the game for D. Lillard,,46-55,,
0:02.0,,,46-55,,S. Curry misses 3-pt shot from 27 ft
0:00.0,,,46-55,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,C. McCollum misses 2-pt shot from 5 ft (block by D. Green),,46-55,,
11:43.0,,,46-55,,Defensive rebound by Team
11:32.0,,,46-58,3,S. Curry makes 3-pt shot from 27 ft (assist by D. Green)
11:17.0,D. Lillard misses 3-pt shot from 26 ft,,46-58,,
11:16.0,,,46-58,,Defensive rebound by D. Green
11:09.0,,,46-58,,Turnover by K. Thompson (bad pass; steal by N. Vonleh)
11:02.0,,,46-58,,Personal foul by P. McCaw (drawn by D. Lillard)
11:00.0,,,46-58,,Personal foul by Z. Pachulia (drawn by D. Lillard)
10:59.0,Turnover by E. Turner (bad pass),,46-58,,
10:36.0,,,46-60,2,Z. Pachulia makes 2-pt shot from 2 ft (assist by D. Green)
10:16.0,Turnover by M. Harkless (bad pass; steal by S. Curry),,46-60,,
10:13.0,,,46-62,2,S. Curry makes 2-pt shot from 1 ft
10:13.0,Portland full timeout,,46-62,,
10:13.0,M. Leonard enters the game for N. Vonleh,,46-62,,
9:57.0,M. Leonard makes 2-pt shot from 8 ft (assist by C. McCollum),2,48-62,,
9:37.0,,,48-62,,Shooting foul by M. Harkless (drawn by S. Curry)
9:37.0,,,48-63,1,S. Curry makes free throw 1 of 2
9:37.0,,,48-64,1,S. Curry makes free throw 2 of 2
9:22.0,D. Lillard misses 2-pt shot from 20 ft,,48-64,,
9:22.0,,,48-64,,Defensive rebound by S. Curry
9:15.0,,,48-64,,P. McCaw misses 2-pt shot from 6 ft
9:14.0,,,48-64,,Offensive rebound by Z. Pachulia
9:06.0,,,48-64,,Shooting foul by M. Leonard (drawn by D. Green)
9:06.0,,,48-65,1,D. Green makes free throw 1 of 2
9:06.0,,,48-66,1,D. Green makes free throw 2 of 2
8:50.0,D. Lillard misses 2-pt shot from 18 ft,,48-66,,
8:50.0,,,48-66,,Defensive rebound by D. Green
8:44.0,,,48-66,,Turnover by D. Green (bad pass; steal by E. Turner)
8:40.0,E. Turner misses 2-pt shot from 1 ft (block by D. Green),,48-66,,
8:39.0,Offensive rebound by D. Lillard,,48-66,,
8:36.0,D. Lillard makes 2-pt shot from 2 ft,2,50-66,,
8:17.0,,,50-66,,S. Curry misses 3-pt shot from 26 ft
8:16.0,Defensive rebound by M. Leonard,,50-66,,
7:58.0,C. McCollum makes 2-pt shot from 7 ft,2,52-66,,
7:46.0,,,52-66,,S. Curry misses 2-pt shot from 17 ft
7:46.0,Defensive rebound by D. Lillard,,52-66,,
7:40.0,D. Lillard misses 2-pt shot from 2 ft (block by P. McCaw),,52-66,,
7:40.0,Offensive rebound by Team,,52-66,,
7:30.0,,,52-66,,A. Iguodala enters the game for Z. Pachulia
7:30.0,A. Aminu enters the game for M. Leonard,,52-66,,
7:23.0,Turnover by Team (shot clock),,52-66,,
7:07.0,,,52-66,,D. Green misses 2-pt shot from 8 ft
7:06.0,Defensive rebound by E. Turner,,52-66,,
6:50.0,,,52-66,,Personal block foul by D. Green (drawn by M. Harkless)
6:40.0,C. McCollum misses 2-pt shot from 12 ft,,52-66,,
6:38.0,,,52-66,,Defensive rebound by A. Iguodala
6:33.0,,,52-66,,S. Curry misses 3-pt shot from 26 ft
6:32.0,Defensive rebound by C. McCollum,,52-66,,
6:31.0,Turnover by C. McCollum (step out of bounds),,52-66,,
6:31.0,,,52-66,,Golden State full timeout
6:31.0,,,52-66,,J. McGee enters the game for D. Green
6:23.0,,,52-66,,K. Thompson misses 3-pt shot from 26 ft
6:22.0,Defensive rebound by M. Harkless,,52-66,,
6:11.0,Turnover by A. Aminu (bad pass; steal by S. Curry),,52-66,,
6:04.0,,,52-66,,S. Curry misses 2-pt shot from 2 ft
6:02.0,Defensive rebound by D. Lillard,,52-66,,
5:56.0,C. McCollum misses 2-pt shot from 6 ft,,52-66,,
5:56.0,Offensive rebound by Team,,52-66,,
5:51.0,C. McCollum misses 2-pt shot from 20 ft,,52-66,,
5:51.0,,,52-66,,Defensive rebound by J. McGee
5:35.0,,,52-66,,Turnover by J. McGee (bad pass; steal by D. Lillard)
5:28.0,E. Turner misses 3-pt shot from 24 ft,,52-66,,
5:27.0,,,52-66,,Defensive rebound by A. Iguodala
5:13.0,,,52-68,2,P. McCaw makes 2-pt shot from 1 ft (assist by S. Curry)
5:02.0,D. Lillard misses 3-pt shot from 26 ft,,52-68,,
5:02.0,,,52-68,,Defensive rebound by S. Curry
4:56.0,,,52-71,3,S. Curry makes 3-pt shot from 34 ft
4:37.0,Turnover by E. Turner (bad pass),,52-71,,
4:37.0,A. Crabbe enters the game for E. Turner,,52-71,,
4:20.0,,,52-73,2,J. McGee makes 2-pt shot from 5 ft (assist by A. Iguodala)
4:19.0,Portland full timeout,,52-73,,
4:07.0,,,52-73,,Personal foul by K. Thompson (drawn by D. Lillard)
3:57.0,A. Crabbe misses 3-pt shot from 25 ft,,52-73,,
3:56.0,,,52-73,,Defensive rebound by K. Thompson
3:40.0,,,52-76,3,K. Thompson makes 3-pt shot from 26 ft
3:23.0,A. Aminu makes 2-pt shot from 1 ft (assist by A. Crabbe),2,54-76,,
3:08.0,,,54-76,,K. Thompson misses 2-pt shot from 20 ft
3:07.0,Defensive rebound by M. Harkless,,54-76,,
2:58.0,D. Lillard misses 2-pt shot from 2 ft (block by K. Thompson),,54-76,,
2:57.0,,,54-76,,Defensive rebound by S. Curry
2:49.0,,,54-79,3,K. Thompson makes 3-pt shot from 26 ft (assist by S. Curry)
2:31.0,Turnover by D. Lillard (bad pass; steal by A. Iguodala),,54-79,,
2:31.0,Personal foul by M. Harkless (drawn by A. Iguodala),,54-79,,
2:31.0,,,54-79,,D. Green enters the game for P. McCaw
2:31.0,,,54-79,,I. Clark enters the game for K. Thompson
2:19.0,,,54-79,,S. Curry misses 3-pt shot from 32 ft
2:18.0,,,54-79,,Offensive rebound by J. McGee
2:16.0,,,54-79,,Turnover by J. McGee (bad pass)
2:00.0,M. Harkless misses 2-pt shot from 3 ft (block by J. McGee),,54-79,,
2:00.0,Offensive rebound by A. Aminu,,54-79,,
2:00.0,,,54-79,,Personal foul by I. Clark (drawn by A. Aminu)
2:00.0,A. Aminu misses free throw 1 of 2,,54-79,,
2:00.0,Offensive rebound by Team,,54-79,,
2:00.0,A. Aminu misses free throw 2 of 2,,54-79,,
2:00.0,N. Vonleh enters the game for M. Harkless,,54-79,,
2:00.0,S. Napier enters the game for C. McCollum,,54-79,,
1:59.0,,,54-79,,Defensive rebound by A. Iguodala
1:38.0,,,54-79,,D. Green misses 3-pt shot from 26 ft
1:37.0,Defensive rebound by S. Napier,,54-79,,
1:22.0,A. Aminu makes 2-pt shot at rim,2,56-79,,
1:22.0,,,56-79,,Away from play foul by J. McGee (drawn by N. Vonleh)
1:22.0,N. Vonleh misses free throw 1 of 1,,56-79,,
1:22.0,,,56-79,,J. McAdoo enters the game for J. McGee
1:14.0,,,56-79,,Defensive rebound by D. Green
1:06.0,,,56-79,,Turnover by S. Curry (lost ball)
0:55.0,A. Crabbe makes 2-pt shot from 19 ft (assist by S. Napier),2,58-79,,
0:34.0,,,58-82,3,S. Curry makes 3-pt shot from 25 ft (assist by A. Iguodala)
0:27.0,S. Napier misses 3-pt shot from 26 ft,,58-82,,
0:26.0,,,58-82,,Defensive rebound by S. Curry
0:25.0,,,58-82,,Shooting foul by D. Lillard (drawn by D. Green)
0:25.0,,,58-83,1,D. Green makes free throw 1 of 2
0:25.0,,,58-83,,D. Green misses free throw 2 of 2
0:25.0,,,58-83,,P. McCaw enters the game for S. Curry
0:25.0,P. Connaughton enters the game for N. Vonleh,,58-83,,
0:24.0,Defensive rebound by A. Aminu,,58-83,,
0:04.0,D. Lillard misses 2-pt shot from 1 ft,,58-83,,
0:03.0,,,58-83,,Defensive rebound by A. Iguodala
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:55.0,,,58-83,,Turnover by K. Thompson (bad pass; steal by C. McCollum)
11:50.0,,,58-83,,Clear path foul by I. Clark
11:50.0,C. McCollum makes clear path free throw 1 of 2,1,59-83,,
11:50.0,C. McCollum makes clear path free throw 2 of 2,1,60-83,,
11:39.0,A. Crabbe misses 3-pt shot from 26 ft,,60-83,,
11:38.0,,,60-83,,Defensive rebound by I. Clark
11:26.0,Personal foul by A. Crabbe (drawn by A. Iguodala),,60-83,,
11:16.0,,,60-85,2,K. Thompson makes 2-pt shot from 12 ft (assist by A. Iguodala)
11:00.0,C. McCollum misses 2-pt shot from 17 ft,,60-85,,
11:00.0,,,60-85,,Defensive rebound by Team
10:51.0,,,60-87,2,A. Iguodala makes 2-pt shot at rim
10:34.0,Turnover by C. McCollum (bad pass),,60-87,,
10:24.0,,,60-89,2,I. Clark makes 2-pt shot from 4 ft (assist by D. West)
10:24.0,Portland full timeout,,60-89,,
10:24.0,P. Connaughton enters the game for C. McCollum,,60-89,,
10:24.0,M. Leonard enters the game for A. Crabbe,,60-89,,
10:24.0,J. Layman enters the game for A. Aminu,,60-89,,
10:00.0,S. Napier misses 2-pt shot from 15 ft,,60-89,,
9:59.0,Offensive rebound by N. Vonleh,,60-89,,
9:59.0,N. Vonleh makes 2-pt shot at rim,2,62-89,,
9:47.0,,,62-91,2,I. Clark makes 2-pt shot from 3 ft (assist by D. West)
9:47.0,,,62-91,,Shooting foul by S. Napier (drawn by I. Clark)
9:47.0,,,62-92,1,I. Clark makes free throw 1 of 1
9:27.0,N. Vonleh misses 2-pt shot from 17 ft,,62-92,,
9:26.0,,,62-92,,Defensive rebound by A. Iguodala
9:19.0,,,62-92,,D. West misses 2-pt shot from 13 ft
9:18.0,Defensive rebound by P. Connaughton,,62-92,,
9:09.0,P. Connaughton misses 3-pt shot from 26 ft,,62-92,,
9:08.0,,,62-92,,Defensive rebound by A. Iguodala
9:03.0,,,62-92,,K. Thompson misses 3-pt shot from 27 ft
9:02.0,Defensive rebound by N. Vonleh,,62-92,,
8:47.0,Shooting foul by I. Clark (drawn by S. Napier),,62-92,,
8:47.0,S. Napier makes free throw 1 of 2,1,63-92,,
8:47.0,S. Napier makes free throw 2 of 2,1,64-92,,
8:47.0,,,63-92,,J. McAdoo enters the game for D. Green
8:31.0,,,64-92,,K. Thompson misses 2-pt shot from 18 ft
8:30.0,,,64-92,,Offensive rebound by A. Iguodala
8:19.0,,,64-92,,Shooting foul by M. Leonard (drawn by D. West)
8:19.0,,,64-93,1,D. West makes free throw 1 of 2
8:19.0,,,64-94,1,D. West makes free throw 2 of 2
8:19.0,,,64-93,,P. McCaw enters the game for K. Thompson
8:03.0,S. Napier misses 3-pt shot from 25 ft,,64-94,,
8:02.0,,,64-94,,Defensive rebound by Team
7:44.0,,,64-94,,I. Clark misses 2-pt shot from 10 ft (block by N. Vonleh)
7:43.0,,,64-94,,Offensive rebound by Team
7:41.0,Personal foul by J. Layman (drawn by A. Iguodala),,64-94,,
7:34.0,,,64-96,2,D. West makes 2-pt shot from 17 ft (assist by A. Iguodala)
7:12.0,M. Leonard misses 3-pt shot from 26 ft,,64-96,,
