time,Memphis,pts.away,score,pts.home,Utah
3:21.0,V. Carter makes 2-pt shot from 11 ft,2,26-19,,
3:06.0,,,26-22,3,J. Ingles makes 3-pt shot from 23 ft (assist by G. Hayward)
2:59.0,Memphis full timeout,,26-22,,
2:59.0,D. Davis enters the game for M. Gasol,,26-22,,
2:59.0,C. Parsons enters the game for J. Ennis,,26-22,,
2:59.0,,,26-22,,J. Johnson enters the game for J. Ingles
2:59.0,,,26-22,,B. Diaw enters the game for R. Gobert
2:49.0,Turnover by V. Carter (bad pass; steal by J. Johnson),,26-22,,
2:37.0,,,26-22,,Turnover by S. Mack (bad pass; steal by D. Davis)
2:27.0,V. Carter makes 3-pt shot from 27 ft,3,29-22,,
2:14.0,,,29-22,,Shooting foul by A. Harrison (drawn by S. Mack)
2:14.0,,,29-23,1,S. Mack makes free throw 1 of 2
2:14.0,,,29-23,,S. Mack misses free throw 2 of 2
2:13.0,Defensive rebound by Z. Randolph,,29-23,,
2:06.0,,,29-23,,Personal foul by B. Diaw (drawn by Z. Randolph)
2:06.0,Z. Randolph makes free throw 1 of 2,1,30-23,,
2:06.0,Z. Randolph makes free throw 2 of 2,1,31-23,,
2:06.0,,,30-23,,R. Neto enters the game for S. Mack
2:06.0,M. Conley enters the game for A. Harrison,,30-23,,
1:52.0,,,31-25,2,T. Lyles makes 2-pt shot from 16 ft
1:33.0,Z. Randolph misses 2-pt shot from 17 ft,,31-25,,
1:33.0,,,31-25,,Defensive rebound by G. Hayward
1:25.0,Violation by V. Carter (kicked ball),,31-25,,
1:11.0,,,31-25,,T. Lyles misses 3-pt shot from 23 ft
1:10.0,,,31-25,,Offensive rebound by Team
1:04.0,,,31-25,,G. Hayward misses 2-pt shot from 1 ft
1:04.0,Defensive rebound by M. Conley,,31-25,,
0:50.0,Z. Randolph misses 2-pt shot from 16 ft,,31-25,,
0:49.0,,,31-25,,Defensive rebound by R. Neto
0:35.0,,,31-25,,B. Diaw misses 2-pt shot from 4 ft
0:35.0,Defensive rebound by Z. Randolph,,31-25,,
0:13.0,M. Conley makes 2-pt shot from 9 ft,2,33-25,,
0:01.0,,,33-25,,R. Neto misses 3-pt shot from 26 ft
0:00.0,,,33-25,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,V. Carter makes 3-pt shot from 24 ft (assist by M. Conley),3,36-25,,
11:16.0,,,36-25,,J. Johnson misses 2-pt shot from 12 ft
11:15.0,Defensive rebound by D. Davis,,36-25,,
10:58.0,Offensive foul by D. Davis,,36-25,,
10:58.0,Turnover by D. Davis (offensive foul),,36-25,,
10:35.0,,,36-25,,J. Ingles misses 2-pt shot from 5 ft
10:35.0,Defensive rebound by Z. Randolph,,36-25,,
10:23.0,Z. Randolph misses 2-pt shot from 3 ft,,36-25,,
10:22.0,Offensive rebound by Z. Randolph,,36-25,,
10:20.0,Z. Randolph makes 2-pt shot from 1 ft,2,38-25,,
9:55.0,,,38-25,,Shooting foul by D. Davis (drawn by J. Ingles)
9:55.0,,,38-26,1,J. Ingles makes free throw 1 of 2
9:55.0,,,38-27,1,J. Ingles makes free throw 2 of 2
9:55.0,J. Ennis enters the game for V. Carter,,38-26,,
9:55.0,J. Green enters the game for D. Davis,,38-26,,
9:42.0,Turnover by Z. Randolph (lost ball),,38-27,,
9:41.0,Loose ball foul by C. Parsons (drawn by D. Exum),,38-27,,
9:41.0,,,38-27,,S. Mack enters the game for J. Ingles
9:29.0,,,38-29,2,B. Diaw makes 2-pt shot from 1 ft (assist by J. Johnson)
9:24.0,Memphis full timeout,,38-29,,
9:16.0,Turnover by J. Green (bad pass; steal by D. Favors),,38-29,,
9:00.0,,,38-29,,D. Exum misses 2-pt shot from 4 ft (block by J. Green)
8:59.0,Defensive rebound by Z. Randolph,,38-29,,
8:48.0,J. Ennis misses 3-pt shot from 23 ft,,38-29,,
8:48.0,,,38-29,,Defensive rebound by D. Favors
8:34.0,,,38-31,2,D. Favors makes 2-pt shot at rim (assist by B. Diaw)
8:19.0,M. Conley misses 2-pt shot from 1 ft,,38-31,,
8:19.0,Offensive rebound by Z. Randolph,,38-31,,
8:19.0,Shooting foul by D. Favors (drawn by Z. Randolph),,38-31,,
8:19.0,Z. Randolph makes free throw 1 of 2,1,39-31,,
8:19.0,Z. Randolph makes free throw 2 of 2,1,40-31,,
8:19.0,A. Harrison enters the game for M. Conley,,39-31,,
8:19.0,,,39-31,,R. Gobert enters the game for D. Favors
8:08.0,,,40-31,,J. Johnson misses 2-pt shot from 9 ft
7:58.0,Defensive rebound by C. Parsons,,40-31,,
7:58.0,C. Parsons misses 3-pt shot from 25 ft,,40-31,,
7:57.0,,,40-31,,Defensive rebound by D. Exum
7:50.0,,,40-31,,Shooting foul by J. Green (drawn by R. Gobert)
7:50.0,,,40-32,1,R. Gobert makes free throw 1 of 2
7:50.0,,,40-33,1,R. Gobert makes free throw 2 of 2
7:50.0,,,40-32,,T. Lyles enters the game for B. Diaw
7:50.0,,,40-32,,G. Hayward enters the game for J. Johnson
7:50.0,M. Gasol enters the game for Z. Randolph,,40-32,,
7:38.0,C. Parsons misses 3-pt shot from 25 ft,,40-33,,
7:37.0,,,40-33,,Defensive rebound by R. Gobert
7:27.0,Personal foul by J. Ennis (drawn by D. Exum),,40-33,,
7:27.0,V. Carter enters the game for J. Ennis,,40-33,,
7:23.0,,,40-36,3,T. Lyles makes 3-pt shot from 24 ft (assist by G. Hayward)
7:14.0,,,40-36,,Personal foul by R. Gobert (drawn by M. Gasol)
7:03.0,M. Gasol makes 3-pt shot from 24 ft (assist by C. Parsons),3,43-36,,
6:41.0,,,43-36,,D. Exum misses 3-pt shot from 23 ft
6:41.0,,,43-36,,Offensive rebound by S. Mack
6:26.0,,,43-36,,D. Exum misses 2-pt shot from 15 ft
6:26.0,,,43-36,,Offensive rebound by Team
6:13.0,,,43-36,,G. Hayward misses 3-pt shot from 24 ft
6:12.0,Defensive rebound by A. Harrison,,43-36,,
5:56.0,M. Gasol makes 2-pt shot from 7 ft,2,45-36,,
5:41.0,,,45-39,3,S. Mack makes 3-pt shot from 24 ft
5:20.0,M. Gasol makes 2-pt shot from 15 ft,2,47-39,,
5:04.0,,,47-41,2,S. Mack makes 2-pt shot from 21 ft
4:51.0,Offensive foul by M. Gasol,,47-41,,
4:51.0,Turnover by M. Gasol (offensive foul),,47-41,,
4:51.0,,,47-41,,Utah full timeout
4:51.0,M. Conley enters the game for C. Parsons,,47-41,,
4:51.0,J. Martin enters the game for V. Carter,,47-41,,
4:39.0,,,47-44,3,G. Hayward makes 3-pt shot from 25 ft
4:16.0,M. Conley misses 2-pt shot from 11 ft,,47-44,,
4:16.0,,,47-44,,Defensive rebound by T. Lyles
4:09.0,,,47-44,,Offensive foul by R. Gobert
4:09.0,,,47-44,,Turnover by R. Gobert (offensive foul)
4:09.0,,,47-44,,D. Favors enters the game for R. Gobert
3:44.0,J. Green makes 2-pt shot from 10 ft (assist by A. Harrison),2,49-44,,
3:37.0,,,49-44,,D. Favors misses 2-pt shot from 18 ft
3:36.0,Defensive rebound by M. Conley,,49-44,,
3:16.0,Turnover by M. Gasol (lost ball; steal by T. Lyles),,49-44,,
3:15.0,Personal foul by A. Harrison (drawn by T. Lyles),,49-44,,
3:15.0,,,49-44,,T. Lyles misses free throw 1 of 2
3:15.0,,,49-44,,Offensive rebound by Team
3:15.0,,,49-45,1,T. Lyles makes free throw 2 of 2
3:15.0,,,49-44,,J. Ingles enters the game for D. Exum
3:15.0,Z. Randolph enters the game for J. Green,,49-44,,
3:15.0,V. Carter enters the game for A. Harrison,,49-44,,
3:00.0,Z. Randolph makes 2-pt shot from 2 ft (assist by M. Conley),2,51-45,,
2:44.0,,,51-45,,G. Hayward misses 3-pt shot from 24 ft
2:42.0,Defensive rebound by V. Carter,,51-45,,
2:26.0,Turnover by M. Gasol (lost ball; steal by T. Lyles),,51-45,,
2:20.0,,,51-48,3,S. Mack makes 3-pt shot from 25 ft (assist by T. Lyles)
2:08.0,Memphis full timeout,,51-48,,
2:08.0,,,51-48,,Utah full timeout
1:56.0,M. Conley makes 3-pt shot from 24 ft,3,54-48,,
1:42.0,,,54-48,,T. Lyles misses 3-pt shot from 24 ft
1:41.0,Defensive rebound by M. Gasol,,54-48,,
1:37.0,Offensive foul by Z. Randolph,,54-48,,
1:37.0,Turnover by Z. Randolph (offensive foul),,54-48,,
1:37.0,A. Harrison enters the game for J. Martin,,54-48,,
1:23.0,,,54-48,,D. Favors misses 2-pt shot from 9 ft
1:22.0,Defensive rebound by V. Carter,,54-48,,
1:03.0,V. Carter makes 2-pt shot from 8 ft,2,56-48,,
0:47.0,,,56-48,,Turnover by D. Favors (bad pass; steal by V. Carter)
0:42.0,,,56-48,,Personal foul by T. Lyles (drawn by Z. Randolph)
0:27.0,M. Gasol misses 2-pt shot from 2 ft,,56-48,,
0:27.0,,,56-48,,Defensive rebound by J. Ingles
0:02.0,,,56-48,,J. Ingles misses 3-pt shot from 23 ft
0:02.0,Defensive rebound by M. Gasol,,56-48,,
0:01.0,M. Gasol misses 3-pt shot from 72 ft,,56-48,,
0:00.0,Offensive rebound by Team,,56-48,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,M. Gasol misses 2-pt shot from 8 ft,,56-48,,
11:39.0,Offensive rebound by J. Green,,56-48,,
11:39.0,,,56-48,,Personal foul by J. Ingles (drawn by J. Green)
11:31.0,M. Gasol misses 3-pt shot from 25 ft,,56-48,,
11:30.0,Offensive rebound by J. Ennis,,56-48,,
11:22.0,M. Gasol makes 2-pt shot from 3 ft (assist by M. Conley),2,58-48,,
11:22.0,Shooting foul by R. Gobert (drawn by M. Gasol),,58-48,,
11:22.0,M. Gasol misses free throw 1 of 1,,58-48,,
11:22.0,,,58-48,,Defensive rebound by R. Gobert
11:08.0,,,58-50,2,G. Hayward makes 2-pt shot from 16 ft (assist by R. Gobert)
10:50.0,J. Ennis misses 2-pt shot from 8 ft,,58-50,,
10:50.0,,,58-50,,Defensive rebound by R. Gobert
10:38.0,,,58-50,,D. Exum misses 3-pt shot from 24 ft
10:38.0,Defensive rebound by M. Gasol,,58-50,,
10:29.0,M. Conley misses 3-pt shot from 24 ft,,58-50,,
10:29.0,,,58-50,,Defensive rebound by R. Gobert
10:13.0,,,58-52,2,D. Exum makes 2-pt shot from 2 ft
9:51.0,M. Conley makes 2-pt shot from 2 ft,2,60-52,,
9:36.0,,,60-52,,Offensive foul by G. Hayward
9:36.0,,,60-52,,Turnover by G. Hayward (offensive foul)
9:16.0,M. Gasol misses 2-pt shot from 22 ft,,60-52,,
9:15.0,Offensive rebound by J. Green,,60-52,,
9:13.0,J. Green misses 2-pt shot from 2 ft,,60-52,,
9:12.0,,,60-52,,Defensive rebound by D. Exum
9:02.0,,,60-52,,D. Favors misses 2-pt shot from 18 ft
9:01.0,Defensive rebound by C. Parsons,,60-52,,
8:50.0,Turnover by C. Parsons (bad pass; steal by R. Gobert),,60-52,,
8:45.0,,,60-54,2,R. Gobert makes 2-pt shot at rim (assist by D. Exum)
8:19.0,M. Conley misses 3-pt shot from 24 ft,,60-54,,
8:18.0,,,60-54,,Defensive rebound by J. Ingles
8:13.0,Personal foul by J. Ennis (drawn by J. Ingles),,60-54,,
8:13.0,,,60-54,,S. Mack enters the game for D. Exum
8:13.0,V. Carter enters the game for J. Ennis,,60-54,,
8:04.0,,,60-56,2,R. Gobert makes 2-pt shot from 6 ft (assist by S. Mack)
7:48.0,J. Green misses 2-pt shot from 11 ft,,60-56,,
7:47.0,,,60-56,,Defensive rebound by S. Mack
7:40.0,,,60-59,3,J. Ingles makes 3-pt shot from 24 ft (assist by S. Mack)
7:38.0,Memphis full timeout,,60-59,,
7:38.0,,,60-59,,T. Lyles enters the game for D. Favors
7:25.0,Offensive foul by V. Carter,,60-59,,
7:25.0,Turnover by V. Carter (offensive foul),,60-59,,
7:03.0,,,60-59,,G. Hayward misses 3-pt shot from 24 ft
7:03.0,Defensive rebound by C. Parsons,,60-59,,
6:53.0,C. Parsons makes 2-pt shot from 2 ft,2,62-59,,
6:39.0,Personal foul by V. Carter (drawn by G. Hayward),,62-59,,
6:26.0,,,62-59,,G. Hayward misses 3-pt shot from 25 ft
6:24.0,Defensive rebound by C. Parsons,,62-59,,
6:12.0,M. Conley makes 2-pt shot from 2 ft,2,64-59,,
5:52.0,,,64-61,2,S. Mack makes 2-pt shot from 12 ft
5:34.0,Turnover by M. Gasol (lost ball; steal by J. Ingles),,64-61,,
5:24.0,,,64-63,2,T. Lyles makes 2-pt shot from 2 ft
5:01.0,C. Parsons makes 2-pt shot from 2 ft (assist by M. Conley),2,66-63,,
4:37.0,,,66-65,2,J. Ingles makes 2-pt shot from 2 ft
4:19.0,,,66-65,,Personal foul by R. Gobert (drawn by M. Gasol)
4:19.0,A. Harrison enters the game for M. Conley,,66-65,,
4:19.0,J. Martin enters the game for C. Parsons,,66-65,,
4:19.0,,,66-65,,D. Favors enters the game for R. Gobert
4:19.0,,,66-65,,D. Exum enters the game for J. Ingles
4:18.0,,,66-65,,Personal foul by D. Favors (drawn by M. Gasol)
4:09.0,A. Harrison misses 2-pt shot from 14 ft,,66-65,,
4:07.0,Offensive rebound by J. Martin,,66-65,,
4:04.0,Turnover by J. Martin (bad pass; steal by D. Favors),,66-65,,
3:44.0,,,66-65,,D. Favors misses 2-pt shot from 7 ft
3:43.0,Defensive rebound by V. Carter,,66-65,,
3:24.0,V. Carter misses 3-pt shot from 25 ft,,66-65,,
3:24.0,,,66-65,,Defensive rebound by T. Lyles
3:11.0,,,66-65,,G. Hayward misses 3-pt shot from 24 ft
3:11.0,Defensive rebound by Team,,66-65,,
3:11.0,D. Davis enters the game for M. Gasol,,66-65,,
3:11.0,Z. Randolph enters the game for J. Green,,66-65,,
3:00.0,Shooting foul by D. Exum (drawn by V. Carter),,66-65,,
3:00.0,V. Carter makes free throw 1 of 2,1,67-65,,
3:00.0,V. Carter makes free throw 2 of 2,1,68-65,,
3:00.0,,,67-65,,J. Johnson enters the game for G. Hayward
2:35.0,,,68-65,,J. Johnson misses 2-pt shot from 16 ft
2:34.0,,,68-65,,Offensive rebound by T. Lyles
2:26.0,Personal foul by A. Harrison (drawn by S. Mack),,68-65,,
2:26.0,,,68-65,,Utah full timeout
2:21.0,,,68-65,,T. Lyles misses 3-pt shot from 25 ft
2:21.0,Defensive rebound by V. Carter,,68-65,,
2:00.0,V. Carter misses 2-pt shot from 12 ft,,68-65,,
2:00.0,,,68-65,,Defensive rebound by T. Lyles
1:46.0,,,68-65,,T. Lyles misses 3-pt shot from 25 ft
1:46.0,,,68-65,,Offensive rebound by J. Johnson
1:33.0,,,68-67,2,S. Mack makes 2-pt shot from 11 ft
1:21.0,,,68-67,,Personal foul by D. Exum (drawn by V. Carter)
1:21.0,V. Carter misses free throw 1 of 2,,68-67,,
1:21.0,Offensive rebound by Team,,68-67,,
1:21.0,V. Carter makes free throw 2 of 2,1,69-67,,
1:21.0,,,68-67,,B. Diaw enters the game for D. Favors
1:05.0,,,69-67,,Shooting foul by D. Davis (drawn by J. Johnson)
1:05.0,,,69-68,1,J. Johnson makes free throw 1 of 2
1:05.0,,,69-68,,J. Johnson misses free throw 2 of 2
1:04.0,,,69-68,,Offensive rebound by B. Diaw
0:51.0,,,69-68,,Shooting foul by Z. Randolph (drawn by T. Lyles)
0:51.0,,,69-69,1,T. Lyles makes free throw 1 of 2
0:51.0,,,69-70,1,T. Lyles makes free throw 2 of 2
0:34.0,D. Davis makes 2-pt shot from 2 ft (assist by A. Harrison),2,71-70,,
0:34.0,Shooting foul by T. Lyles (drawn by D. Davis),,71-70,,
0:34.0,D. Davis misses free throw 1 of 1,,71-70,,
0:33.0,Offensive rebound by Team,,71-70,,
0:18.0,Z. Randolph makes 2-pt shot from 7 ft (assist by V. Carter),2,73-70,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:50.0,,,73-70,,J. Johnson misses 3-pt shot from 24 ft
11:50.0,Defensive rebound by Z. Randolph,,73-70,,
11:32.0,Z. Randolph makes 2-pt shot from 1 ft,2,75-70,,
11:06.0,,,75-70,,Turnover by Team (shot clock)
10:50.0,Z. Randolph misses 2-pt shot from 19 ft,,75-70,,
10:49.0,,,75-70,,Defensive rebound by J. Ingles
10:36.0,,,75-73,3,J. Ingles makes 3-pt shot from 24 ft
10:14.0,,,75-73,,Personal foul by R. Gobert (drawn by A. Harrison)
10:14.0,,,75-73,,T. Lyles enters the game for R. Gobert
10:05.0,Turnover by A. Harrison (offensive foul),,75-73,,
10:05.0,Offensive foul by A. Harrison,,75-73,,
9:48.0,,,75-73,,Shooting foul by Z. Randolph (drawn by T. Lyles)
9:48.0,,,75-74,1,T. Lyles makes free throw 1 of 2
9:48.0,,,75-75,1,T. Lyles makes free throw 2 of 2
9:33.0,V. Carter misses 2-pt shot from 3 ft,,75-75,,
9:33.0,Offensive rebound by D. Davis,,75-75,,
9:33.0,D. Davis misses 2-pt shot from 2 ft,,75-75,,
9:33.0,Offensive rebound by Team,,75-75,,
9:33.0,,,75-75,,Loose ball foul by B. Diaw (drawn by Z. Randolph)
9:20.0,Z. Randolph misses 2-pt shot from 4 ft,,75-75,,
9:17.0,Offensive rebound by D. Davis,,75-75,,
9:17.0,D. Davis misses 2-pt shot from 2 ft,,75-75,,
9:16.0,Offensive rebound by Z. Randolph,,75-75,,
9:16.0,Z. Randolph makes 2-pt shot from 3 ft,2,77-75,,
8:55.0,,,77-77,2,T. Lyles makes 2-pt shot from 6 ft (assist by J. Ingles)
8:44.0,Offensive foul by V. Carter,,77-77,,
8:44.0,Turnover by V. Carter (offensive foul),,77-77,,
8:44.0,,,77-77,,Utah full timeout
8:44.0,J. Ennis enters the game for J. Martin,,77-77,,
8:31.0,,,77-79,2,B. Diaw makes 2-pt shot from 2 ft
8:11.0,A. Harrison misses 2-pt shot from 2 ft,,77-79,,
8:10.0,Offensive rebound by Z. Randolph,,77-79,,
8:10.0,Z. Randolph misses 2-pt shot from 3 ft,,77-79,,
8:09.0,Offensive rebound by Z. Randolph,,77-79,,
8:09.0,Z. Randolph makes 2-pt shot from 2 ft,2,79-79,,
7:57.0,,,79-81,2,D. Exum makes 2-pt shot at rim
7:36.0,V. Carter makes 3-pt shot from 25 ft,3,82-81,,
7:17.0,,,82-81,,T. Lyles misses 2-pt shot from 2 ft
7:16.0,Defensive rebound by J. Ennis,,82-81,,
7:00.0,A. Harrison makes 3-pt shot from 22 ft (assist by J. Ennis),3,85-81,,
6:50.0,,,85-81,,Shooting foul by A. Harrison (drawn by D. Exum)
6:50.0,,,85-81,,D. Exum misses free throw 1 of 2
6:50.0,,,85-81,,Offensive rebound by Team
6:50.0,,,85-82,1,D. Exum makes free throw 2 of 2
6:50.0,M. Conley enters the game for A. Harrison,,85-81,,
6:50.0,M. Gasol enters the game for D. Davis,,85-81,,
6:50.0,,,85-81,,G. Hayward enters the game for J. Johnson
6:36.0,Turnover by M. Gasol (lost ball; steal by B. Diaw),,85-82,,
6:31.0,,,85-84,2,G. Hayward makes 2-pt shot at rim (assist by J. Ingles)
6:27.0,Memphis full timeout,,85-84,,
6:16.0,V. Carter misses 3-pt shot from 24 ft,,85-84,,
6:15.0,,,85-84,,Defensive rebound by Team
6:08.0,,,85-84,,Shooting foul by J. Ennis (drawn by G. Hayward)
6:08.0,,,85-85,1,G. Hayward makes free throw 1 of 2
6:08.0,,,85-86,1,G. Hayward makes free throw 2 of 2
5:44.0,M. Conley makes 3-pt shot from 24 ft,3,88-86,,
5:30.0,Personal foul by Z. Randolph (drawn by T. Lyles),,88-86,,
5:30.0,J. Green enters the game for Z. Randolph,,88-86,,
5:30.0,A. Harrison enters the game for V. Carter,,88-86,,
5:18.0,,,88-86,,D. Exum misses 3-pt shot from 25 ft
5:18.0,Defensive rebound by M. Conley,,88-86,,
5:14.0,,,88-86,,Personal foul by J. Ingles (drawn by M. Conley)
5:14.0,,,88-86,,S. Mack enters the game for J. Ingles
4:56.0,J. Green misses 2-pt shot from 3 ft,,88-86,,
4:55.0,,,88-86,,Defensive rebound by T. Lyles
4:45.0,,,88-86,,Offensive charge foul by D. Exum
4:45.0,,,88-86,,Turnover by D. Exum (offensive foul)
4:29.0,A. Harrison misses 3-pt shot from 24 ft,,88-86,,
4:29.0,,,88-86,,Defensive rebound by G. Hayward
4:11.0,,,88-88,2,B. Diaw makes 2-pt shot from 2 ft (assist by T. Lyles)
3:54.0,Offensive foul by M. Gasol,,88-88,,
3:54.0,Turnover by M. Gasol (offensive foul),,88-88,,
3:54.0,,,88-88,,J. Ingles enters the game for D. Exum
3:44.0,,,88-88,,G. Hayward misses 3-pt shot from 25 ft
3:43.0,Defensive rebound by A. Harrison,,88-88,,
3:27.0,M. Conley misses 2-pt shot from 3 ft,,88-88,,
3:27.0,,,88-88,,Defensive rebound by G. Hayward
3:12.0,,,88-88,,Turnover by T. Lyles (bad pass; steal by M. Gasol)
2:55.0,Shooting foul by B. Diaw (drawn by A. Harrison),,88-88,,
2:55.0,,,88-88,,Utah full timeout
2:55.0,A. Harrison makes free throw 1 of 2,1,89-88,,
2:55.0,A. Harrison makes free throw 2 of 2,1,90-88,,
2:38.0,,,90-88,,S. Mack misses 3-pt shot from 23 ft
2:37.0,Defensive rebound by J. Green,,90-88,,
2:14.0,M. Gasol misses 3-pt shot from 25 ft,,90-88,,
2:13.0,Offensive rebound by J. Green,,90-88,,
1:57.0,M. Gasol makes 2-pt shot from 5 ft,2,92-88,,
1:57.0,Shooting foul by B. Diaw (drawn by M. Gasol),,92-88,,
1:57.0,M. Gasol makes free throw 1 of 1,1,93-88,,
1:57.0,V. Carter enters the game for J. Ennis,,92-88,,
1:43.0,,,93-88,,S. Mack misses 2-pt shot from 19 ft
1:42.0,Defensive rebound by M. Gasol,,93-88,,
1:25.0,M. Conley misses 2-pt shot from 19 ft,,93-88,,
1:25.0,Offensive rebound by Team,,93-88,,
1:25.0,,,93-88,,Loose ball foul by S. Mack (drawn by M. Gasol)
1:25.0,M. Gasol makes free throw 1 of 2,1,94-88,,
1:25.0,M. Gasol misses free throw 2 of 2,,94-88,,
1:24.0,,,94-88,,Defensive rebound by J. Ingles
1:23.0,,,94-88,,Utah full timeout
1:15.0,Personal foul by J. Green (drawn by G. Hayward),,94-88,,
1:15.0,,,94-89,1,G. Hayward makes free throw 1 of 2
1:15.0,,,94-90,1,G. Hayward makes free throw 2 of 2
0:55.0,V. Carter makes 2-pt shot at rim (assist by M. Conley),2,96-90,,
0:37.0,,,96-92,2,J. Ingles makes 2-pt shot from 2 ft
0:37.0,Memphis full timeout,,96-92,,
0:33.0,,,96-92,,Personal foul by J. Ingles (drawn by J. Green)
0:33.0,J. Green makes free throw 1 of 2,1,97-92,,
0:33.0,J. Green makes free throw 2 of 2,1,98-92,,
0:33.0,,,98-92,,Utah full timeout
0:23.0,,,98-94,2,S. Mack makes 2-pt shot from 2 ft (assist by G. Hayward)
