time,Brooklyn,pts.away,score,pts.home,Atlanta
11:25.0,,,78-68,,Shooting foul by S. Dinwiddie (drawn by D. Howard)
11:25.0,,,78-68,,D. Howard misses free throw 1 of 2
11:25.0,,,78-68,,Offensive rebound by Team
11:25.0,,,78-68,,D. Howard misses free throw 2 of 2
11:24.0,Defensive rebound by Q. Acy,,78-68,,
11:13.0,K. McDaniels misses 2-pt shot from 18 ft,,78-68,,
11:10.0,,,78-68,,Defensive rebound by D. Howard
11:01.0,,,78-68,,J. Calderon misses 2-pt shot from 19 ft
10:59.0,Defensive rebound by T. Booker,,78-68,,
10:56.0,Turnover by T. Booker (bad pass; steal by J. Calderon),,78-68,,
10:49.0,,,78-70,2,T. Waller-Prince makes 2-pt shot from 2 ft (assist by T. Hardaway)
10:30.0,Shooting foul by D. Howard (drawn by Q. Acy),,78-70,,
10:30.0,Q. Acy misses free throw 1 of 2,,78-70,,
10:30.0,Offensive rebound by Team,,78-70,,
10:30.0,Q. Acy makes free throw 2 of 2,1,79-70,,
10:30.0,,,78-70,,D. Schroder enters the game for T. Hardaway
10:30.0,J. Lin enters the game for I. Whitehead,,78-70,,
10:11.0,,,79-70,,J. Calderon misses 3-pt shot from 25 ft
10:09.0,Defensive rebound by Team,,79-70,,
10:00.0,J. Lin makes 2-pt shot from 18 ft,2,81-70,,
9:51.0,,,81-70,,Atlanta full timeout
9:51.0,,,81-70,,E. Ilyasova enters the game for J. Calderon
9:43.0,,,81-70,,Turnover by E. Ilyasova (bad pass; steal by Q. Acy)
9:39.0,K. McDaniels makes 2-pt shot from 1 ft (assist by T. Booker),2,83-70,,
9:39.0,Shooting foul by E. Ilyasova,,83-70,,
9:39.0,K. McDaniels makes free throw 1 of 1,1,84-70,,
9:26.0,,,84-70,,D. Howard misses 2-pt shot from 1 ft (block by T. Booker)
9:26.0,,,84-70,,Offensive rebound by Team
9:23.0,,,84-70,,D. Schroder misses 2-pt shot from 16 ft
9:21.0,,,84-70,,Offensive rebound by M. Dunleavy
9:12.0,,,84-72,2,D. Howard makes 2-pt shot at rim (assist by D. Schroder)
9:06.0,J. Lin makes 2-pt shot from 4 ft,2,86-72,,
9:06.0,Shooting foul by D. Schroder (drawn by J. Lin),,86-72,,
9:06.0,J. Lin makes free throw 1 of 1,1,87-72,,
9:06.0,R. Hollis-Jefferson enters the game for Q. Acy,,86-72,,
8:54.0,,,87-72,,M. Dunleavy misses 3-pt shot from 25 ft
8:52.0,,,87-72,,Offensive rebound by E. Ilyasova
8:51.0,,,87-72,,E. Ilyasova misses 2-pt shot at rim
8:48.0,,,87-72,,Offensive rebound by D. Howard
8:48.0,,,87-74,2,D. Howard makes 2-pt shot from 2 ft
8:34.0,Offensive charge foul by K. McDaniels,,87-74,,
8:34.0,Turnover by K. McDaniels (offensive foul),,87-74,,
8:19.0,Personal foul by T. Booker (drawn by D. Howard),,87-74,,
8:19.0,B. Lopez enters the game for T. Booker,,87-74,,
8:14.0,,,87-76,2,D. Schroder makes 2-pt shot from 19 ft
7:49.0,J. Lin misses 3-pt shot from 28 ft,,87-76,,
7:46.0,,,87-76,,Defensive rebound by T. Waller-Prince
7:44.0,,,87-76,,Shooting foul by B. Lopez (drawn by T. Waller-Prince)
7:44.0,,,87-77,1,T. Waller-Prince makes free throw 1 of 2
7:44.0,,,87-78,1,T. Waller-Prince makes free throw 2 of 2
7:44.0,,,87-77,,T. Hardaway enters the game for M. Dunleavy
7:27.0,R. Hollis-Jefferson misses 2-pt shot from 9 ft,,87-78,,
7:25.0,,,87-78,,Defensive rebound by E. Ilyasova
7:20.0,,,87-80,2,T. Hardaway makes 2-pt shot from 20 ft (assist by D. Schroder)
6:54.0,J. Lin misses 3-pt shot from 23 ft,,87-80,,
6:53.0,Offensive rebound by R. Hollis-Jefferson,,87-80,,
6:43.0,K. McDaniels makes 2-pt shot from 3 ft,2,89-80,,
6:32.0,,,89-80,,M. Dunleavy enters the game for T. Waller-Prince
6:32.0,,,89-80,,Turnover by T. Hardaway (bad pass)
6:23.0,B. Lopez makes 2-pt shot from 11 ft (assist by J. Lin),2,91-80,,
6:10.0,,,91-82,2,D. Schroder makes 2-pt shot from 11 ft
5:54.0,B. Lopez misses 3-pt shot from 24 ft,,91-82,,
5:52.0,Offensive rebound by R. Hollis-Jefferson,,91-82,,
5:49.0,Shooting foul by E. Ilyasova (drawn by B. Lopez),,91-82,,
5:49.0,Official timeout,,91-82,,
5:49.0,B. Lopez makes free throw 1 of 2,1,92-82,,
5:49.0,B. Lopez makes free throw 2 of 2,1,93-82,,
5:49.0,,,91-82,,T. Waller-Prince enters the game for E. Ilyasova
5:49.0,I. Whitehead enters the game for K. McDaniels,,91-82,,
5:49.0,C. LeVert enters the game for S. Dinwiddie,,91-82,,
5:35.0,,,93-84,2,M. Dunleavy makes 2-pt shot from 21 ft
5:20.0,I. Whitehead makes 2-pt shot from 9 ft,2,95-84,,
5:01.0,,,95-84,,Turnover by D. Howard (bad pass; steal by J. Lin)
5:00.0,,,95-84,,Personal foul by M. Dunleavy (drawn by J. Lin)
5:00.0,J. Lin makes free throw 1 of 2,1,96-84,,
5:00.0,J. Lin makes free throw 2 of 2,1,97-84,,
4:51.0,,,97-84,,M. Dunleavy misses 2-pt shot from 20 ft
4:48.0,Defensive rebound by R. Hollis-Jefferson,,97-84,,
4:32.0,B. Lopez makes 2-pt shot from 10 ft (assist by J. Lin),2,99-84,,
4:14.0,,,99-84,,D. Schroder misses 2-pt shot from 1 ft
4:13.0,,,99-84,,Offensive rebound by D. Howard
4:12.0,,,99-86,2,D. Howard makes 2-pt shot from 1 ft
3:54.0,J. Lin misses 2-pt shot from 18 ft,,99-86,,
3:52.0,,,99-86,,Defensive rebound by D. Howard
3:46.0,,,99-86,,Turnover by T. Hardaway (lost ball; steal by I. Whitehead)
3:45.0,,,99-86,,Personal foul by T. Hardaway (drawn by I. Whitehead)
3:45.0,I. Whitehead misses free throw 1 of 2,,99-86,,
3:45.0,Offensive rebound by Team,,99-86,,
3:45.0,I. Whitehead makes free throw 2 of 2,1,100-86,,
3:45.0,,,99-86,,E. Ilyasova enters the game for D. Howard
3:36.0,,,100-86,,E. Ilyasova misses 3-pt shot from 25 ft
3:33.0,Defensive rebound by C. LeVert,,100-86,,
3:11.0,R. Hollis-Jefferson misses 2-pt shot from 2 ft (block by T. Waller-Prince),,100-86,,
3:10.0,Offensive rebound by R. Hollis-Jefferson,,100-86,,
3:10.0,R. Hollis-Jefferson misses 2-pt shot from 1 ft,,100-86,,
3:10.0,Offensive rebound by R. Hollis-Jefferson,,100-86,,
3:10.0,Shooting foul by T. Hardaway (drawn by R. Hollis-Jefferson),,100-86,,
3:10.0,R. Hollis-Jefferson misses free throw 1 of 2,,100-86,,
3:10.0,Offensive rebound by Team,,100-86,,
3:10.0,R. Hollis-Jefferson makes free throw 2 of 2,1,101-86,,
3:00.0,,,101-89,3,T. Hardaway makes 3-pt shot from 25 ft (assist by D. Schroder)
2:42.0,Turnover by B. Lopez (bad pass; steal by T. Waller-Prince),,101-89,,
2:39.0,,,101-89,,Turnover by T. Waller-Prince (lost ball; steal by B. Lopez)
2:34.0,R. Hollis-Jefferson makes 2-pt shot at rim (assist by J. Lin),2,103-89,,
2:28.0,,,103-89,,T. Hardaway misses 3-pt shot from 26 ft
2:25.0,Defensive rebound by R. Hollis-Jefferson,,103-89,,
2:05.0,C. LeVert misses 3-pt shot from 23 ft,,103-89,,
2:03.0,Offensive rebound by C. LeVert,,103-89,,
1:39.0,C. LeVert misses 2-pt shot from 12 ft,,103-89,,
1:36.0,,,103-89,,Defensive rebound by E. Ilyasova
1:34.0,,,103-89,,Shooting foul by R. Hollis-Jefferson (drawn by T. Hardaway)
1:34.0,Brooklyn full timeout,,103-89,,
1:34.0,,,103-89,,T. Hardaway misses free throw 1 of 2
1:34.0,,,103-89,,Offensive rebound by Team
1:34.0,,,103-90,1,T. Hardaway makes free throw 2 of 2
1:34.0,,,103-89,,M. Delaney enters the game for T. Waller-Prince
1:34.0,,,103-89,,M. Muscala enters the game for E. Ilyasova
1:34.0,,,103-89,,K. Humphries enters the game for D. Schroder
1:34.0,,,103-89,,D. Bembry enters the game for M. Dunleavy
1:15.0,Shooting foul by T. Hardaway (drawn by B. Lopez),,103-90,,
1:15.0,B. Lopez makes free throw 1 of 2,1,104-90,,
1:15.0,B. Lopez makes free throw 2 of 2,1,105-90,,
1:15.0,,,104-90,,J. Calderon enters the game for T. Hardaway
1:15.0,S. Dinwiddie enters the game for C. LeVert,,104-90,,
1:15.0,A. Goodwin enters the game for J. Lin,,104-90,,
1:15.0,K. McDaniels enters the game for I. Whitehead,,104-90,,
1:03.0,,,105-92,2,M. Delaney makes 2-pt shot from 16 ft (assist by M. Muscala)
0:48.0,Shooting foul by M. Muscala (drawn by R. Hollis-Jefferson),,105-92,,
0:48.0,R. Hollis-Jefferson makes free throw 1 of 2,1,106-92,,
0:48.0,R. Hollis-Jefferson makes free throw 2 of 2,1,107-92,,
0:48.0,Q. Acy enters the game for B. Lopez,,106-92,,
0:34.0,,,107-92,,M. Delaney misses 2-pt shot from 19 ft
0:31.0,Defensive rebound by R. Hollis-Jefferson,,107-92,,
0:08.0,Turnover by Team (shot clock),,107-92,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
