time,San Antonio,pts.away,score,pts.home,Golden State
2:25.0,K. Leonard makes free throw 1 of 1,1,55-35,,
2:15.0,,,55-35,,S. Curry misses 2-pt shot from 2 ft
2:14.0,,,55-35,,Offensive rebound by D. Green
2:09.0,,,55-35,,D. Green misses 3-pt shot from 24 ft
2:08.0,Defensive rebound by L. Aldridge,,55-35,,
1:46.0,M. Ginobili misses 3-pt shot from 24 ft (block by K. Durant),,55-35,,
1:45.0,Offensive rebound by K. Leonard,,55-35,,
1:44.0,Turnover by Team (shot clock),,55-35,,
1:30.0,,,55-37,2,Z. Pachulia makes 2-pt shot from 1 ft (assist by D. Green)
1:12.0,,,55-37,,Personal foul by Z. Pachulia (drawn by L. Aldridge)
1:12.0,L. Aldridge makes free throw 1 of 2,1,56-37,,
1:12.0,L. Aldridge makes free throw 2 of 2,1,57-37,,
1:12.0,D. Green enters the game for D. Lee,,56-37,,
1:12.0,J. Simmons enters the game for K. Leonard,,56-37,,
1:12.0,,,56-37,,A. Iguodala enters the game for Z. Pachulia
1:01.0,Personal foul by D. Green (drawn by K. Durant),,57-37,,
1:01.0,,,57-38,1,K. Durant makes free throw 1 of 2
1:01.0,,,57-39,1,K. Durant makes free throw 2 of 2
1:01.0,,,57-38,,Z. Pachulia enters the game for D. Green
0:46.0,J. Simmons misses 2-pt shot from 3 ft,,57-39,,
0:45.0,,,57-39,,Defensive rebound by Z. Pachulia
0:42.0,Personal foul by M. Ginobili (drawn by K. Durant),,57-39,,
0:42.0,,,57-39,,K. Durant misses free throw 1 of 2
0:42.0,,,57-39,,Offensive rebound by Team
0:42.0,,,57-40,1,K. Durant makes free throw 2 of 2
0:31.0,L. Aldridge makes 2-pt shot from 1 ft (assist by M. Ginobili),2,59-40,,
0:21.0,,,59-40,,Shooting foul by M. Ginobili (drawn by Z. Pachulia)
0:21.0,,,59-41,1,Z. Pachulia makes free throw 1 of 2
0:21.0,,,59-42,1,Z. Pachulia makes free throw 2 of 2
0:21.0,K. Leonard enters the game for J. Simmons,,59-41,,
0:21.0,D. Bertans enters the game for M. Ginobili,,59-41,,
0:04.0,D. Green makes 3-pt shot from 26 ft (assist by K. Leonard),3,62-42,,
0:01.0,,,62-42,,S. Curry misses 3-pt shot from 32 ft
0:00.0,,,62-42,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,,,62-44,2,S. Curry makes 2-pt shot from 10 ft
11:19.0,L. Aldridge misses 2-pt shot from 14 ft,,62-44,,
11:19.0,,,62-44,,Defensive rebound by D. Green
11:14.0,,,62-46,2,Z. Pachulia makes 2-pt shot from 2 ft (assist by D. Green)
10:58.0,Shooting foul by K. Durant (drawn by K. Leonard),,62-46,,
10:58.0,K. Leonard makes free throw 1 of 2,1,63-46,,
10:58.0,K. Leonard makes free throw 2 of 2,1,64-46,,
10:45.0,,,64-49,3,S. Curry makes 3-pt shot from 25 ft (assist by D. Green)
10:16.0,L. Aldridge makes 3-pt shot from 25 ft (assist by D. Green),3,67-49,,
10:07.0,,,67-49,,K. Durant misses 3-pt shot from 24 ft
10:07.0,,,67-49,,Offensive rebound by Z. Pachulia
10:00.0,,,67-52,3,S. Curry makes 3-pt shot from 26 ft (assist by Z. Pachulia)
9:46.0,K. Leonard makes 3-pt shot from 23 ft (assist by P. Mills),3,70-52,,
9:43.0,Personal foul by P. Mills,,70-52,,
9:32.0,,,70-52,,K. Durant misses 2-pt shot from 4 ft (block by L. Aldridge)
9:29.0,Defensive rebound by D. Green,,70-52,,
9:27.0,D. Green makes 2-pt shot from 1 ft,2,72-52,,
9:19.0,,,72-52,,Turnover by S. Curry (bad pass)
9:19.0,J. Simmons enters the game for K. Leonard,,72-52,,
8:53.0,J. Simmons makes 3-pt shot from 23 ft (assist by P. Mills),3,75-52,,
8:45.0,,,75-55,3,S. Curry makes 3-pt shot from 26 ft
8:44.0,San Antonio full timeout,,75-55,,
8:44.0,K. Leonard enters the game for J. Simmons,,75-55,,
8:28.0,Turnover by D. Green (lost ball),,75-55,,
8:28.0,,,75-55,,Technical foul by D. Green
8:28.0,K. Leonard makes technical free throw,1,76-55,,
8:17.0,,,76-55,,Turnover by S. Curry (bad pass; steal by P. Gasol)
7:55.0,Shooting foul by Z. Pachulia (drawn by K. Leonard),,76-55,,
7:55.0,K. Leonard makes free throw 1 of 2,1,77-55,,
7:55.0,K. Leonard makes free throw 2 of 2,1,78-55,,
7:53.0,Personal take foul by D. Green (drawn by S. Curry),,78-55,,
7:53.0,J. Simmons enters the game for K. Leonard,,78-55,,
7:44.0,,,78-57,2,Z. Pachulia makes 2-pt shot from 13 ft (assist by S. Curry)
7:30.0,Turnover by L. Aldridge (bad pass; steal by Z. Pachulia),,78-57,,
7:28.0,Personal foul by P. Mills,,78-57,,
7:21.0,,,78-60,3,S. Curry makes 3-pt shot from 26 ft
7:06.0,Turnover by L. Aldridge (bad pass; steal by K. Durant),,78-60,,
7:03.0,,,78-60,,Shooting foul by J. Simmons (drawn by K. Durant)
7:03.0,San Antonio full timeout,,78-60,,
7:03.0,,,78-61,1,K. Durant makes free throw 1 of 2
7:03.0,,,78-62,1,K. Durant makes free throw 2 of 2
7:03.0,D. Lee enters the game for P. Gasol,,78-60,,
6:55.0,,,78-62,,Personal foul by K. Thompson
6:39.0,J. Simmons misses 3-pt shot from 25 ft,,78-62,,
6:39.0,Offensive rebound by D. Lee,,78-62,,
6:27.0,L. Aldridge misses 2-pt shot from 16 ft,,78-62,,
6:24.0,Offensive rebound by J. Simmons,,78-62,,
6:24.0,J. Simmons misses 2-pt shot from 1 ft (block by K. Durant),,78-62,,
6:22.0,,,78-62,,Defensive rebound by Z. Pachulia
6:18.0,,,78-62,,Shooting foul by P. Mills (drawn by D. Green)
6:18.0,,,78-63,1,D. Green makes free throw 1 of 2
6:18.0,,,78-64,1,D. Green makes free throw 2 of 2
6:18.0,M. Ginobili enters the game for J. Simmons,,78-63,,
6:06.0,,,78-64,,Personal foul by Z. Pachulia (drawn by L. Aldridge)
5:52.0,Turnover by Team (shot clock),,78-64,,
5:43.0,,,78-64,,S. Curry misses 3-pt shot from 26 ft
5:42.0,,,78-64,,Offensive rebound by Z. Pachulia
5:40.0,,,78-66,2,K. Durant makes 2-pt shot from 2 ft (assist by Z. Pachulia)
5:27.0,D. Lee misses 2-pt shot from 3 ft (block by Z. Pachulia),,78-66,,
5:26.0,,,78-66,,Defensive rebound by S. Curry
5:17.0,,,78-66,,K. Thompson misses 2-pt shot from 3 ft
5:16.0,,,78-66,,Offensive rebound by D. Green
5:16.0,,,78-66,,D. Green misses 2-pt shot from 1 ft
5:13.0,,,78-66,,Offensive rebound by K. Durant
5:12.0,,,78-69,3,K. Thompson makes 3-pt shot from 26 ft (assist by K. Durant)
4:48.0,M. Ginobili misses 2-pt shot from 17 ft,,78-69,,
4:47.0,,,78-69,,Defensive rebound by S. Curry
4:44.0,,,78-71,2,S. Curry makes 2-pt shot from 22 ft
4:43.0,San Antonio full timeout,,78-71,,
4:43.0,K. Anderson enters the game for D. Lee,,78-71,,
4:43.0,J. Simmons enters the game for D. Green,,78-71,,
4:30.0,Turnover by M. Ginobili (bad pass; steal by S. Curry),,78-71,,
4:27.0,,,78-73,2,K. Durant makes 2-pt shot at rim (assist by S. Curry)
4:08.0,L. Aldridge makes 2-pt shot from 10 ft,2,80-73,,
4:02.0,,,80-73,,Shooting foul by L. Aldridge (drawn by S. Curry)
4:02.0,,,80-73,,S. Curry misses free throw 1 of 2
4:02.0,,,80-73,,Offensive rebound by Team
4:02.0,,,80-74,1,S. Curry makes free throw 2 of 2
4:02.0,D. Murray enters the game for P. Mills,,80-73,,
3:45.0,M. Ginobili makes 2-pt shot from 2 ft,2,82-74,,
3:37.0,,,82-76,2,S. Curry makes 2-pt shot from 11 ft
3:12.0,M. Ginobili makes 2-pt shot from 3 ft,2,84-76,,
3:01.0,,,84-76,,K. Durant misses 3-pt shot from 26 ft
3:00.0,,,84-76,,Offensive rebound by S. Curry
2:57.0,,,84-76,,S. Curry misses 2-pt shot from 13 ft
2:55.0,Defensive rebound by L. Aldridge,,84-76,,
2:48.0,M. Ginobili misses 3-pt shot from 23 ft,,84-76,,
2:48.0,,,84-76,,Defensive rebound by Z. Pachulia
2:39.0,,,84-76,,Offensive foul by K. Durant
2:39.0,,,84-76,,Turnover by K. Durant (offensive foul)
2:39.0,,,84-76,,S. Livingston enters the game for D. Green
2:39.0,,,84-76,,M. Barnes enters the game for K. Thompson
2:28.0,Turnover by L. Aldridge (bad pass; steal by S. Livingston),,84-76,,
2:25.0,,,84-76,,Turnover by S. Livingston (lost ball; steal by M. Ginobili)
2:15.0,Turnover by L. Aldridge (lost ball),,84-76,,
2:07.0,,,84-76,,S. Curry misses 3-pt shot from 26 ft
2:07.0,,,84-76,,Offensive rebound by S. Livingston
1:54.0,,,84-76,,M. Barnes misses 3-pt shot from 27 ft
1:53.0,,,84-76,,Offensive rebound by S. Livingston
1:50.0,,,84-76,,Shooting foul by L. Aldridge (drawn by K. Durant)
1:50.0,,,84-77,1,K. Durant makes free throw 1 of 2
1:50.0,,,84-78,1,K. Durant makes free throw 2 of 2
1:50.0,P. Gasol enters the game for L. Aldridge,,84-77,,
1:30.0,P. Gasol misses 2-pt shot from 10 ft,,84-78,,
1:30.0,,,84-78,,Defensive rebound by S. Curry
1:21.0,,,84-78,,K. Durant misses 3-pt shot from 26 ft
1:21.0,Defensive rebound by K. Anderson,,84-78,,
1:17.0,D. Murray makes 2-pt shot from 2 ft (assist by K. Anderson),2,86-78,,
1:17.0,Shooting foul by K. Durant (drawn by D. Murray),,86-78,,
1:17.0,D. Murray misses free throw 1 of 1,,86-78,,
1:17.0,,,86-78,,K. Thompson enters the game for K. Durant
1:17.0,D. Green enters the game for M. Ginobili,,86-78,,
1:15.0,,,86-78,,Defensive rebound by M. Barnes
1:08.0,,,86-78,,Shooting foul by P. Gasol (drawn by Z. Pachulia)
1:08.0,,,86-79,1,Z. Pachulia makes free throw 1 of 2
1:08.0,,,86-79,,Z. Pachulia misses free throw 2 of 2
1:06.0,Defensive rebound by P. Gasol,,86-79,,
0:51.0,Jump ball: M. Barnes vs. P. Gasol (J. Simmons gains possession),,,,Jump ball: M. Barnes vs. P. Gasol (J. Simmons gains possession)
0:30.0,K. Anderson makes 2-pt shot from 10 ft (assist by J. Simmons),2,88-79,,
0:09.0,,,88-81,2,Z. Pachulia makes 2-pt shot from 1 ft (assist by S. Curry)
0:03.0,D. Murray misses 2-pt shot from 4 ft,,88-81,,
0:01.0,Offensive rebound by K. Anderson,,88-81,,
0:01.0,K. Anderson makes 2-pt shot from 2 ft,2,90-81,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:38.0,J. Simmons makes 2-pt shot from 19 ft (assist by D. Murray),2,92-81,,
11:19.0,,,92-81,,K. Thompson misses 3-pt shot from 26 ft
11:19.0,Defensive rebound by K. Anderson,,92-81,,
11:06.0,Turnover by D. Green (bad pass; steal by K. Thompson),,92-81,,
10:59.0,,,92-84,3,I. Clark makes 3-pt shot from 25 ft (assist by K. Thompson)
10:38.0,,,92-84,,Personal foul by D. West (drawn by P. Gasol)
10:36.0,P. Mills enters the game for D. Murray,,92-84,,
10:24.0,P. Mills misses 3-pt shot from 26 ft,,92-84,,
10:24.0,,,92-84,,Defensive rebound by D. West
10:11.0,,,92-84,,Shooting foul by P. Gasol (drawn by D. West)
10:11.0,,,92-85,1,D. West makes free throw 1 of 2
10:11.0,,,92-85,,D. West misses free throw 2 of 2
10:11.0,L. Aldridge enters the game for P. Gasol,,92-85,,
10:10.0,Defensive rebound by K. Anderson,,92-85,,
9:47.0,P. Mills misses 3-pt shot from 26 ft,,92-85,,
9:47.0,,,92-85,,Defensive rebound by Team
9:37.0,,,92-85,,Turnover by D. West (bad pass; steal by L. Aldridge)
9:18.0,Turnover by J. Simmons (lost ball; steal by D. West),,92-85,,
9:05.0,,,92-85,,K. Thompson misses 2-pt shot from 19 ft
9:04.0,Defensive rebound by L. Aldridge,,92-85,,
8:53.0,L. Aldridge makes 2-pt shot from 1 ft (assist by K. Anderson),2,94-85,,
8:53.0,Shooting foul by S. Livingston (drawn by L. Aldridge),,94-85,,
8:53.0,Official timeout,,94-85,,
8:53.0,L. Aldridge misses free throw 1 of 1,,94-85,,
8:53.0,,,94-85,,K. Durant enters the game for D. West
8:53.0,M. Ginobili enters the game for D. Green,,94-85,,
8:52.0,,,94-85,,Defensive rebound by D. Green
8:38.0,,,94-85,,Turnover by K. Thompson (bad pass)
8:25.0,K. Anderson misses 2-pt shot from 3 ft (block by K. Thompson),,94-85,,
8:24.0,,,94-85,,Defensive rebound by K. Thompson
8:17.0,,,94-85,,Turnover by I. Clark (bad pass; steal by K. Anderson)
8:17.0,,,94-85,,Personal foul by K. Thompson (drawn by K. Anderson)
8:01.0,Turnover by L. Aldridge (bad pass; steal by D. Green),,94-85,,
7:53.0,,,94-88,3,K. Durant makes 3-pt shot from 25 ft (assist by D. Green)
7:30.0,L. Aldridge misses 2-pt shot from 11 ft,,94-88,,
7:30.0,,,94-88,,Defensive rebound by I. Clark
7:20.0,,,94-90,2,K. Durant makes 2-pt shot at rim
7:19.0,San Antonio full timeout,,94-90,,
7:19.0,D. Green enters the game for K. Anderson,,94-90,,
7:19.0,,,94-90,,S. Curry enters the game for I. Clark
