time,Atlanta,pts.away,score,pts.home,Miami
3:40.0,,,16-21,,Miami full timeout
3:40.0,K. Humphries enters the game for T. Hardaway,,16-21,,
3:40.0,D. Bembry enters the game for D. Howard,,16-21,,
3:40.0,M. Delaney enters the game for D. Schroder,,16-21,,
3:40.0,,,16-21,,J. Johnson enters the game for L. Babbitt
3:25.0,,,16-21,,Turnover by J. Johnson (bad pass; steal by K. Humphries)
3:13.0,M. Dunleavy misses 3-pt shot from 25 ft,,16-21,,
3:12.0,,,16-21,,Defensive rebound by H. Whiteside
3:05.0,,,16-23,2,G. Dragic makes 2-pt shot from 2 ft
2:47.0,K. Humphries makes 2-pt shot from 15 ft (assist by D. Bembry),2,18-23,,
2:32.0,,,18-23,,W. Reed enters the game for H. Whiteside
2:32.0,,,18-23,,W. Ellington enters the game for R. McGruder
2:32.0,Jump ball: G. Dragic vs. P. Millsap (M. Delaney gains possession),,,,Jump ball: G. Dragic vs. P. Millsap (M. Delaney gains possession)
2:32.0,,,18-23,,Turnover by G. Dragic (lost ball; steal by P. Millsap)
2:19.0,Turnover by D. Bembry (bad pass; steal by T. Johnson),,18-23,,
2:08.0,,,18-23,,W. Reed misses 2-pt shot from 8 ft
2:07.0,Defensive rebound by D. Bembry,,18-23,,
1:51.0,M. Dunleavy makes 2-pt shot from 1 ft (assist by P. Millsap),2,20-23,,
1:33.0,,,20-25,2,J. Johnson makes 2-pt shot from 8 ft
1:33.0,,,20-25,,Shooting foul by P. Millsap (drawn by J. Johnson)
1:33.0,,,20-25,,J. Johnson misses free throw 1 of 1
1:33.0,M. Muscala enters the game for P. Millsap,,20-25,,
1:33.0,,,20-25,,D. Waiters enters the game for G. Dragic
1:32.0,Defensive rebound by K. Humphries,,20-25,,
1:19.0,Shooting foul by T. Johnson (drawn by M. Delaney),,20-25,,
1:19.0,M. Delaney makes free throw 1 of 2,1,21-25,,
1:19.0,M. Delaney makes free throw 2 of 2,1,22-25,,
1:06.0,,,22-25,,W. Ellington misses 3-pt shot from 23 ft
1:05.0,,,22-25,,Offensive rebound by Team
1:04.0,Loose ball foul by M. Delaney (drawn by T. Johnson),,22-25,,
1:04.0,,,22-26,1,T. Johnson makes free throw 1 of 2
1:04.0,,,22-27,1,T. Johnson makes free throw 2 of 2
0:51.0,Turnover by M. Muscala (lost ball),,22-27,,
0:35.0,,,22-29,2,J. Johnson makes 2-pt shot from 4 ft (assist by T. Johnson)
0:28.0,M. Delaney misses 2-pt shot from 20 ft,,22-29,,
0:27.0,Offensive rebound by Team,,22-29,,
0:21.0,Turnover by M. Dunleavy (lost ball; steal by W. Reed),,22-29,,
0:01.0,,,22-29,,T. Johnson misses 3-pt shot from 25 ft
0:00.0,,,22-29,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:40.0,,,22-29,,D. Waiters misses 2-pt shot from 2 ft
11:39.0,,,22-29,,Offensive rebound by Team
11:25.0,,,22-29,,J. Johnson misses 3-pt shot from 23 ft
11:24.0,,,22-29,,Offensive rebound by D. Waiters
11:17.0,,,22-31,2,D. Waiters makes 2-pt shot from 17 ft
10:58.0,M. Delaney misses 3-pt shot from 25 ft,,22-31,,
10:57.0,Offensive rebound by M. Muscala,,22-31,,
10:56.0,M. Muscala makes 2-pt shot from 1 ft,2,24-31,,
10:32.0,,,24-34,3,J. Johnson makes 3-pt shot from 24 ft (assist by W. Ellington)
10:21.0,Turnover by M. Delaney (bad pass; steal by J. Johnson),,24-34,,
10:17.0,,,24-36,2,J. Johnson makes 2-pt shot at rim
9:52.0,M. Muscala makes 3-pt shot from 25 ft (assist by M. Delaney),3,27-36,,
9:34.0,,,27-38,2,W. Reed makes 2-pt shot from 12 ft (assist by D. Waiters)
9:21.0,,,27-38,,Personal foul by W. Reed (drawn by K. Humphries)
9:21.0,D. Howard enters the game for K. Humphries,,27-38,,
9:21.0,K. Bazemore enters the game for M. Dunleavy,,27-38,,
9:15.0,Turnover by Team (5 sec inbounds),,27-38,,
9:03.0,,,27-41,3,W. Ellington makes 3-pt shot from 26 ft (assist by D. Waiters)
8:45.0,M. Muscala misses 3-pt shot from 25 ft,,27-41,,
8:44.0,Offensive rebound by D. Howard,,27-41,,
8:44.0,Shooting foul by W. Ellington (drawn by D. Howard),,27-41,,
8:44.0,Official timeout,,27-41,,
8:44.0,D. Howard makes free throw 1 of 2,1,28-41,,
8:44.0,D. Howard makes free throw 2 of 2,1,29-41,,
8:44.0,T. Hardaway enters the game for D. Bembry,,27-41,,
8:44.0,D. Schroder enters the game for M. Delaney,,27-41,,
8:27.0,,,29-41,,W. Ellington misses 3-pt shot from 24 ft
8:26.0,Defensive rebound by T. Hardaway,,29-41,,
8:18.0,T. Hardaway makes 3-pt shot from 25 ft,3,32-41,,
7:59.0,,,32-41,,J. Johnson misses 2-pt shot at rim
7:58.0,,,32-41,,Offensive rebound by W. Reed
7:57.0,,,32-43,2,W. Reed makes 2-pt shot at rim
7:41.0,D. Schroder misses 2-pt shot from 2 ft (block by J. Johnson),,32-43,,
7:40.0,Offensive rebound by Team,,32-43,,
7:31.0,T. Hardaway misses 2-pt shot from 15 ft,,32-43,,
7:30.0,,,32-43,,Defensive rebound by J. Johnson
7:21.0,,,32-45,2,W. Ellington makes 2-pt shot from 2 ft
7:21.0,Atlanta full timeout,,32-45,,
7:21.0,P. Millsap enters the game for M. Muscala,,32-45,,
7:21.0,,,32-45,,G. Dragic enters the game for D. Waiters
7:21.0,,,32-45,,H. Whiteside enters the game for W. Reed
7:09.0,D. Howard makes 2-pt shot at rim (assist by D. Schroder),2,34-45,,
6:46.0,,,34-47,2,J. Johnson makes 2-pt shot from 8 ft
6:39.0,Turnover by D. Schroder (lost ball; steal by G. Dragic),,34-47,,
6:20.0,,,34-47,,W. Ellington misses 2-pt shot from 17 ft
6:19.0,Defensive rebound by P. Millsap,,34-47,,
6:01.0,D. Schroder misses 2-pt shot from 2 ft,,34-47,,
6:00.0,,,34-47,,Defensive rebound by H. Whiteside
5:50.0,,,34-50,3,G. Dragic makes 3-pt shot from 25 ft (assist by W. Ellington)
5:30.0,P. Millsap misses 2-pt shot from 18 ft,,34-50,,
5:29.0,,,34-50,,Defensive rebound by H. Whiteside
5:17.0,,,34-50,,J. Johnson misses 3-pt shot from 23 ft
5:16.0,Defensive rebound by D. Howard,,34-50,,
5:04.0,K. Bazemore makes 2-pt shot from 1 ft,2,36-50,,
5:04.0,,,36-50,,Miami full timeout
5:04.0,,,36-50,,L. Babbitt enters the game for T. Johnson
5:04.0,,,36-50,,R. McGruder enters the game for J. Johnson
4:44.0,,,36-50,,W. Ellington misses 2-pt shot from 18 ft
4:43.0,Defensive rebound by T. Hardaway,,36-50,,
4:34.0,T. Hardaway makes 3-pt shot from 25 ft (assist by D. Schroder),3,39-50,,
4:20.0,,,39-50,,G. Dragic misses 2-pt shot from 16 ft
4:19.0,Defensive rebound by D. Howard,,39-50,,
4:06.0,P. Millsap misses 2-pt shot from 11 ft (block by L. Babbitt),,39-50,,
4:05.0,Offensive rebound by P. Millsap,,39-50,,
4:00.0,D. Howard misses 2-pt shot from 2 ft (block by H. Whiteside),,39-50,,
3:59.0,,,39-50,,Defensive rebound by H. Whiteside
3:44.0,,,39-50,,W. Ellington misses 2-pt shot from 1 ft (block by K. Bazemore)
3:43.0,Defensive rebound by P. Millsap,,39-50,,
3:34.0,,,39-50,,Personal foul by G. Dragic (drawn by P. Millsap)
3:34.0,,,39-50,,D. Waiters enters the game for W. Ellington
3:25.0,P. Millsap misses 3-pt shot from 25 ft,,39-50,,
3:24.0,,,39-50,,Defensive rebound by G. Dragic
3:16.0,,,39-50,,Turnover by D. Waiters (lost ball; steal by K. Bazemore)
3:14.0,Shooting foul by G. Dragic (drawn by T. Hardaway),,39-50,,
3:14.0,T. Hardaway makes free throw 1 of 2,1,40-50,,
3:14.0,T. Hardaway makes free throw 2 of 2,1,41-50,,
3:14.0,,,40-50,,J. Johnson enters the game for L. Babbitt
3:01.0,,,41-53,3,D. Waiters makes 3-pt shot from 25 ft (assist by J. Johnson)
2:37.0,K. Bazemore makes 2-pt shot from 19 ft,2,43-53,,
2:20.0,,,43-53,,D. Waiters misses 3-pt shot from 25 ft
2:19.0,Defensive rebound by D. Howard,,43-53,,
2:02.0,D. Schroder makes 2-pt shot from 1 ft,2,45-53,,
1:48.0,,,45-56,3,G. Dragic makes 3-pt shot from 25 ft (assist by J. Johnson)
1:38.0,Shooting foul by J. Johnson (drawn by D. Schroder),,45-56,,
1:38.0,D. Schroder makes free throw 1 of 2,1,46-56,,
1:38.0,D. Schroder makes free throw 2 of 2,1,47-56,,
1:38.0,M. Muscala enters the game for D. Howard,,46-56,,
1:38.0,M. Delaney enters the game for K. Bazemore,,46-56,,
1:29.0,,,47-56,,J. Johnson misses 3-pt shot from 24 ft
1:28.0,Defensive rebound by T. Hardaway,,47-56,,
1:15.0,P. Millsap misses 2-pt shot from 2 ft,,47-56,,
1:14.0,,,47-56,,Defensive rebound by H. Whiteside
0:55.0,,,47-56,,G. Dragic misses 2-pt shot from 10 ft
0:55.0,,,47-56,,Offensive rebound by H. Whiteside
0:55.0,,,47-58,2,H. Whiteside makes 2-pt shot from 2 ft
0:46.0,D. Schroder misses 2-pt shot from 1 ft,,47-58,,
0:45.0,,,47-58,,Defensive rebound by R. McGruder
0:40.0,,,47-60,2,J. Johnson makes 2-pt shot from 3 ft
0:31.0,D. Schroder misses 3-pt shot from 25 ft,,47-60,,
0:30.0,,,47-60,,Defensive rebound by Team
0:29.0,Loose ball foul by M. Muscala (drawn by H. Whiteside),,47-60,,
0:12.0,,,47-60,,Shooting foul by M. Delaney (drawn by G. Dragic)
0:12.0,,,47-61,1,G. Dragic makes free throw 1 of 3
0:12.0,,,47-61,,G. Dragic misses free throw 2 of 3
0:12.0,,,47-61,,Offensive rebound by Team
0:12.0,,,47-62,1,G. Dragic makes free throw 3 of 3
0:12.0,M. Dunleavy enters the game for M. Delaney,,47-61,,
0:01.0,P. Millsap misses 2-pt shot from 11 ft,,47-62,,
0:00.0,Offensive rebound by P. Millsap,,47-62,,
0:00.0,P. Millsap misses 2-pt shot from 1 ft,,47-62,,
0:00.0,Offensive rebound by Team,,47-62,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
12:00.0,Technical foul by P. Millsap,,47-62,,
12:00.0,,,47-63,1,G. Dragic makes technical free throw
11:36.0,,,47-66,3,G. Dragic makes 3-pt shot from 25 ft (assist by L. Babbitt)
11:23.0,T. Hardaway misses 2-pt shot from 15 ft,,47-66,,
11:22.0,,,47-66,,Defensive rebound by H. Whiteside
11:12.0,,,47-66,,D. Waiters misses 3-pt shot from 25 ft
11:11.0,,,47-66,,Offensive rebound by H. Whiteside
10:57.0,,,47-66,,Turnover by H. Whiteside (lost ball; steal by D. Howard)
10:54.0,Shooting foul by L. Babbitt (drawn by T. Hardaway),,47-66,,
10:54.0,T. Hardaway makes free throw 1 of 2,1,48-66,,
10:54.0,T. Hardaway makes free throw 2 of 2,1,49-66,,
10:42.0,,,49-66,,D. Waiters misses 2-pt shot from 1 ft
10:41.0,Defensive rebound by T. Hardaway,,49-66,,
10:33.0,K. Bazemore makes 3-pt shot from 23 ft (assist by T. Hardaway),3,52-66,,
10:23.0,,,52-66,,Offensive foul by H. Whiteside
10:23.0,,,52-66,,Turnover by H. Whiteside (offensive foul)
10:07.0,T. Hardaway misses 2-pt shot from 16 ft,,52-66,,
10:06.0,,,52-66,,Defensive rebound by H. Whiteside
9:53.0,,,52-68,2,G. Dragic makes 2-pt shot from 14 ft
9:33.0,P. Millsap makes 2-pt shot from 1 ft,2,54-68,,
9:14.0,,,54-70,2,H. Whiteside makes 2-pt shot at rim (assist by G. Dragic)
8:57.0,D. Schroder makes 2-pt shot from 1 ft,2,56-70,,
8:35.0,,,56-70,,L. Babbitt misses 3-pt shot from 26 ft
8:34.0,,,56-70,,Offensive rebound by R. McGruder
8:25.0,,,56-70,,D. Waiters misses 2-pt shot from 1 ft (block by D. Howard)
8:24.0,Defensive rebound by D. Howard,,56-70,,
8:19.0,D. Schroder misses 3-pt shot from 24 ft,,56-70,,
8:18.0,,,56-70,,Defensive rebound by R. McGruder
8:12.0,,,56-72,2,G. Dragic makes 2-pt shot from 2 ft
8:00.0,,,56-72,,Personal foul by G. Dragic (drawn by P. Millsap)
8:00.0,,,56-72,,T. Johnson enters the game for G. Dragic
8:00.0,Turnover by K. Bazemore (bad pass),,56-72,,
7:44.0,,,56-74,2,T. Johnson makes 2-pt shot from 9 ft
7:32.0,D. Howard misses 2-pt shot from 1 ft (block by D. Waiters),,56-74,,
7:31.0,,,56-74,,Defensive rebound by D. Waiters
7:27.0,,,56-74,,R. McGruder misses 3-pt shot from 23 ft
7:26.0,Defensive rebound by P. Millsap,,56-74,,
7:24.0,Turnover by P. Millsap (lost ball; steal by D. Waiters),,56-74,,
7:22.0,,,56-76,2,D. Waiters makes 2-pt shot from 1 ft
7:03.0,K. Bazemore misses 2-pt shot at rim,,56-76,,
7:02.0,,,56-76,,Defensive rebound by Team
6:59.0,Loose ball foul by D. Howard (drawn by H. Whiteside),,56-76,,
6:50.0,,,56-76,,Turnover by D. Waiters (bad pass; steal by D. Schroder)
6:45.0,T. Hardaway misses 3-pt shot from 24 ft,,56-76,,
6:44.0,,,56-76,,Defensive rebound by Team
6:43.0,Loose ball foul by D. Howard (drawn by H. Whiteside),,56-76,,
6:27.0,,,56-78,2,H. Whiteside makes 2-pt shot from 16 ft (assist by T. Johnson)
6:12.0,P. Millsap misses 3-pt shot from 25 ft,,56-78,,
6:11.0,Offensive rebound by D. Howard,,56-78,,
6:09.0,D. Howard makes 2-pt shot at rim,2,58-78,,
5:57.0,,,58-78,,Turnover by L. Babbitt (bad pass; steal by K. Bazemore)
5:52.0,K. Bazemore misses 3-pt shot from 25 ft,,58-78,,
5:51.0,,,58-78,,Defensive rebound by D. Waiters
5:46.0,,,58-78,,T. Johnson misses 3-pt shot from 25 ft
5:45.0,,,58-78,,Offensive rebound by H. Whiteside
5:44.0,,,58-78,,Shooting foul by D. Howard (drawn by H. Whiteside)
5:44.0,,,58-80,2,H. Whiteside makes 2-pt shot from 1 ft
5:44.0,,,58-80,,Miami full timeout
5:44.0,,,58-81,1,H. Whiteside makes free throw 1 of 1
5:44.0,M. Dunleavy enters the game for P. Millsap,,58-80,,
5:37.0,M. Dunleavy misses 3-pt shot from 25 ft,,58-81,,
5:36.0,,,58-81,,Defensive rebound by H. Whiteside
5:20.0,,,58-81,,Offensive charge foul by D. Waiters
5:20.0,,,58-81,,Turnover by D. Waiters (offensive foul)
5:14.0,D. Schroder misses 2-pt shot from 2 ft (block by T. Johnson),,58-81,,
5:13.0,,,58-81,,Defensive rebound by H. Whiteside
5:01.0,,,58-81,,H. Whiteside misses 2-pt shot from 12 ft
5:00.0,Defensive rebound by D. Howard,,58-81,,
4:55.0,Turnover by D. Schroder (bad pass; steal by L. Babbitt),,58-81,,
4:43.0,,,58-81,,H. Whiteside misses 2-pt shot from 19 ft
4:42.0,Defensive rebound by D. Howard,,58-81,,
4:28.0,K. Bazemore makes 2-pt shot from 19 ft,2,60-81,,
4:10.0,,,60-83,2,D. Waiters makes 2-pt shot from 14 ft
3:54.0,D. Schroder makes 2-pt shot from 15 ft,2,62-83,,
3:28.0,,,62-83,,T. Johnson misses 3-pt shot from 25 ft
3:27.0,Defensive rebound by M. Dunleavy,,62-83,,
3:16.0,K. Bazemore misses 2-pt shot from 5 ft,,62-83,,
3:15.0,,,62-83,,Defensive rebound by D. Waiters
3:03.0,,,62-85,2,D. Waiters makes 2-pt shot from 17 ft
3:03.0,Atlanta full timeout,,62-85,,
3:03.0,D. Bembry enters the game for T. Hardaway,,62-85,,
3:03.0,M. Scott enters the game for D. Howard,,62-85,,
3:03.0,K. Humphries enters the game for K. Bazemore,,62-85,,
3:03.0,M. Delaney enters the game for D. Schroder,,62-85,,
3:03.0,,,62-85,,G. Dragic enters the game for R. McGruder
3:03.0,,,62-85,,J. Johnson enters the game for L. Babbitt
3:03.0,,,62-85,,W. Reed enters the game for H. Whiteside
3:03.0,,,62-85,,W. Ellington enters the game for D. Waiters
2:49.0,M. Dunleavy makes 3-pt shot from 24 ft (assist by D. Bembry),3,65-85,,
2:27.0,,,65-85,,Turnover by W. Reed (bad pass; steal by D. Bembry)
2:08.0,M. Scott misses 3-pt shot from 25 ft,,65-85,,
2:07.0,,,65-85,,Defensive rebound by G. Dragic
1:49.0,,,65-88,3,G. Dragic makes 3-pt shot from 25 ft
1:31.0,D. Bembry makes 2-pt shot from 5 ft,2,67-88,,
1:12.0,,,67-88,,Shooting foul by M. Scott (drawn by W. Ellington)
1:12.0,,,67-89,1,W. Ellington makes free throw 1 of 2
1:12.0,,,67-90,1,W. Ellington makes free throw 2 of 2
1:04.0,,,67-90,,Personal foul by W. Ellington (drawn by M. Dunleavy)
0:55.0,M. Delaney makes 2-pt shot from 16 ft,2,69-90,,
0:38.0,,,69-90,,Shooting foul by K. Humphries (drawn by G. Dragic)
0:38.0,,,69-91,1,G. Dragic makes free throw 1 of 2
0:38.0,,,69-92,1,G. Dragic makes free throw 2 of 2
0:30.0,M. Delaney misses 2-pt shot from 16 ft,,69-92,,
0:29.0,,,69-92,,Defensive rebound by T. Johnson
0:15.0,,,69-92,,Shooting foul by D. Bembry (drawn by G. Dragic)
0:15.0,,,69-92,,G. Dragic misses free throw 1 of 3
0:15.0,,,69-92,,Offensive rebound by Team
0:15.0,,,69-93,1,G. Dragic makes free throw 2 of 3
0:15.0,,,69-94,1,G. Dragic makes free throw 3 of 3
0:02.0,K. Humphries makes 2-pt shot from 12 ft,2,71-94,,
0:00.0,,,71-94,,J. Johnson misses 3-pt shot from 48 ft
0:00.0,,,71-94,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,D. Bembry makes 2-pt shot from 2 ft,2,73-94,,
11:45.0,Shooting foul by G. Dragic,,73-94,,
11:45.0,D. Bembry misses free throw 1 of 1,,73-94,,
11:44.0,,,73-94,,Defensive rebound by W. Reed
11:26.0,,,73-94,,T. Johnson misses 2-pt shot from 18 ft
11:25.0,Defensive rebound by K. Humphries,,73-94,,
11:11.0,K. Humphries makes 3-pt shot from 24 ft (assist by T. Waller-Prince),3,76-94,,
10:52.0,,,76-94,,W. Ellington misses 2-pt shot from 18 ft
10:51.0,Defensive rebound by T. Waller-Prince,,76-94,,
10:39.0,Turnover by L. Patterson (bad pass; steal by T. Johnson),,76-94,,
10:19.0,,,76-94,,G. Dragic misses 3-pt shot from 27 ft
10:18.0,Defensive rebound by M. Scott,,76-94,,
10:12.0,M. Scott misses 3-pt shot from 24 ft,,76-94,,
10:11.0,,,76-94,,Defensive rebound by G. Dragic
9:57.0,,,76-96,2,T. Johnson makes 2-pt shot from 9 ft (assist by G. Dragic)
9:39.0,T. Waller-Prince misses 2-pt shot from 1 ft (block by J. Johnson),,76-96,,
9:38.0,,,76-96,,Defensive rebound by W. Ellington
9:32.0,,,76-98,2,W. Reed makes 2-pt shot from 1 ft (assist by G. Dragic)
9:13.0,Turnover by T. Waller-Prince (bad pass),,76-98,,
9:13.0,M. Muscala enters the game for K. Humphries,,76-98,,
9:02.0,,,76-98,,Turnover by G. Dragic (bad pass; steal by T. Waller-Prince)
9:00.0,T. Waller-Prince makes 2-pt shot from 1 ft,2,78-98,,
9:00.0,Shooting foul by T. Johnson (drawn by T. Waller-Prince),,78-98,,
9:00.0,T. Waller-Prince makes free throw 1 of 1,1,79-98,,
8:40.0,,,79-98,,W. Ellington misses 3-pt shot from 24 ft
8:39.0,Defensive rebound by T. Waller-Prince,,79-98,,
8:35.0,T. Waller-Prince misses 2-pt shot from 1 ft (block by J. Johnson),,79-98,,
8:34.0,Offensive rebound by Team,,79-98,,
8:34.0,Official timeout,,79-98,,
8:24.0,M. Muscala makes 3-pt shot from 24 ft (assist by D. Bembry),3,82-98,,
8:08.0,,,82-101,3,J. Johnson makes 3-pt shot from 25 ft (assist by T. Johnson)
7:55.0,L. Patterson makes 2-pt shot from 1 ft,2,84-101,,
7:40.0,,,84-101,,Turnover by T. Johnson (lost ball; steal by M. Muscala)
7:31.0,M. Scott misses 2-pt shot from 8 ft,,84-101,,
7:30.0,,,84-101,,Defensive rebound by W. Reed
7:10.0,,,84-101,,Shooting foul by L. Patterson (drawn by W. Reed)
7:10.0,,,84-102,1,W. Reed makes free throw 1 of 2
7:10.0,,,84-102,,W. Reed misses free throw 2 of 2
7:10.0,,,84-102,,D. Waiters enters the game for G. Dragic
7:10.0,M. Dunleavy enters the game for M. Scott,,84-102,,
7:09.0,Defensive rebound by M. Dunleavy,,84-102,,
6:57.0,L. Patterson makes 2-pt shot from 10 ft,2,86-102,,
6:57.0,Shooting foul by T. Johnson (drawn by L. Patterson),,86-102,,
6:57.0,L. Patterson misses free throw 1 of 1,,86-102,,
6:57.0,,,86-102,,H. Whiteside enters the game for W. Reed
6:56.0,,,86-102,,Defensive rebound by H. Whiteside
6:49.0,,,86-102,,Miami full timeout
6:40.0,,,86-102,,J. Johnson misses 2-pt shot from 5 ft
6:39.0,Defensive rebound by L. Patterson,,86-102,,
6:35.0,Turnover by L. Patterson (bad pass),,86-102,,
6:15.0,,,86-105,3,T. Johnson makes 3-pt shot from 25 ft (assist by J. Johnson)
6:00.0,D. Bembry misses 2-pt shot from 3 ft (block by D. Waiters),,86-105,,
5:59.0,,,86-105,,Defensive rebound by J. Johnson
5:54.0,,,86-105,,W. Ellington misses 3-pt shot from 23 ft
5:53.0,,,86-105,,Offensive rebound by H. Whiteside
5:53.0,,,86-105,,Technical foul by D. Waiters
5:53.0,M. Dunleavy makes technical free throw,1,87-105,,
5:53.0,,,87-105,,Technical foul by J. Johnson
5:53.0,M. Dunleavy makes technical free throw,1,88-105,,
5:53.0,Flagrant foul type 1 by T. Waller-Prince (drawn by H. Whiteside),,88-105,,
5:53.0,,,88-106,1,H. Whiteside makes flagrant free throw 1 of 2
5:53.0,,,88-106,,H. Whiteside misses flagrant free throw 2 of 2
5:53.0,,,88-106,,Offensive rebound by Team
5:53.0,,,88-105,,R. McGruder enters the game for J. Johnson
5:53.0,M. Scott enters the game for T. Waller-Prince,,88-106,,
5:42.0,,,88-108,2,H. Whiteside makes 2-pt shot from 6 ft (assist by T. Johnson)
5:37.0,Shooting foul by T. Johnson (drawn by M. Dunleavy),,88-108,,
5:37.0,M. Dunleavy makes free throw 1 of 2,1,89-108,,
5:37.0,M. Dunleavy makes free throw 2 of 2,1,90-108,,
5:22.0,,,90-110,2,D. Waiters makes 2-pt shot from 17 ft
5:10.0,M. Dunleavy misses 3-pt shot from 24 ft,,90-110,,
5:09.0,,,90-110,,Defensive rebound by T. Johnson
4:58.0,Personal foul by M. Muscala (drawn by H. Whiteside),,90-110,,
