time,Phoenix,pts.away,score,pts.home,Dallas
3:23.0,,,21-18,,H. Barnes misses 2-pt shot from 11 ft
3:21.0,Defensive rebound by M. Chriss,,21-18,,
3:16.0,Turnover by E. Bledsoe (bad pass),,21-18,,
3:01.0,,,21-18,,Shooting foul by E. Bledsoe (drawn by H. Barnes)
3:01.0,,,21-19,1,H. Barnes makes free throw 1 of 2
3:01.0,,,21-20,1,H. Barnes makes free throw 2 of 2
2:43.0,E. Bledsoe misses 2-pt shot from 13 ft,,21-20,,
2:42.0,,,21-20,,Defensive rebound by D. Powell
2:26.0,,,21-20,,S. Curry misses 3-pt shot from 25 ft
2:24.0,Defensive rebound by D. Jones,,21-20,,
2:14.0,D. Booker makes 2-pt shot from 11 ft,2,23-20,,
2:02.0,,,23-20,,J. Barea misses 2-pt shot from 5 ft
2:02.0,Defensive rebound by M. Chriss,,23-20,,
2:02.0,,,23-20,,Personal foul by D. Powell (drawn by M. Chriss)
2:02.0,,,23-20,,Dallas full timeout
2:02.0,A. Williams enters the game for M. Chriss,,23-20,,
2:02.0,T. Ulis enters the game for E. Bledsoe,,23-20,,
2:02.0,,,23-20,,D. Harris enters the game for H. Barnes
2:02.0,,,23-20,,D. Nowitzki enters the game for S. Curry
1:45.0,D. Booker misses 2-pt shot from 18 ft,,23-20,,
1:44.0,,,23-20,,Defensive rebound by D. Nowitzki
1:26.0,,,23-20,,Shooting foul by A. Williams (drawn by W. Matthews)
1:26.0,,,23-21,1,W. Matthews makes free throw 1 of 2
1:26.0,,,23-22,1,W. Matthews makes free throw 2 of 2
1:15.0,A. Williams makes 2-pt shot from 11 ft (assist by T. Ulis),2,25-22,,
0:58.0,,,25-24,2,D. Nowitzki makes 2-pt shot from 14 ft (assist by J. Barea)
0:35.0,T. Ulis misses 3-pt shot from 25 ft,,25-24,,
0:34.0,,,25-24,,Defensive rebound by D. Nowitzki
0:24.0,,,25-24,,D. Nowitzki misses 2-pt shot from 21 ft
0:23.0,Defensive rebound by D. Jones,,25-24,,
0:02.0,D. Booker misses 3-pt shot from 27 ft,,25-24,,
0:00.0,,,25-24,,Defensive rebound by D. Nowitzki
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,,,25-27,3,D. Finney-Smith makes 3-pt shot from 23 ft (assist by D. Harris)
11:30.0,Offensive foul by A. Williams,,25-27,,
11:30.0,Turnover by A. Williams (offensive foul),,25-27,,
11:13.0,,,25-27,,Turnover by D. Harris (lost ball)
11:00.0,T. Ulis misses 2-pt shot from 11 ft,,25-27,,
10:59.0,,,25-27,,Defensive rebound by D. Finney-Smith
10:49.0,,,25-29,2,D. Nowitzki makes 2-pt shot from 13 ft (assist by J. Barea)
10:34.0,L. Barbosa misses 2-pt shot from 8 ft,,25-29,,
10:32.0,,,25-29,,Defensive rebound by S. Mejri
10:26.0,,,25-29,,J. Barea misses 3-pt shot from 25 ft
10:25.0,Defensive rebound by T. Ulis,,25-29,,
10:14.0,T. Warren misses 2-pt shot from 13 ft,,25-29,,
10:13.0,,,25-29,,Defensive rebound by D. Nowitzki
10:04.0,,,25-29,,Turnover by J. Barea (bad pass)
9:51.0,Shooting foul by D. Nowitzki,,25-29,,
9:51.0,T. Warren makes free throw 1 of 2,1,26-29,,
9:51.0,T. Warren misses free throw 2 of 2,,26-29,,
9:50.0,,,26-29,,Defensive rebound by J. Barea
9:34.0,,,26-29,,Turnover by J. Barea (lost ball; steal by T. Ulis)
9:24.0,A. Williams misses 2-pt shot from 14 ft,,26-29,,
9:23.0,,,26-29,,Defensive rebound by S. Mejri
9:12.0,,,26-29,,J. Barea misses 3-pt shot from 25 ft
9:11.0,Defensive rebound by Team,,26-29,,
8:51.0,J. Dudley misses 3-pt shot from 23 ft,,26-29,,
8:50.0,,,26-29,,Defensive rebound by S. Mejri
8:32.0,,,26-32,3,D. Harris makes 3-pt shot from 24 ft (assist by D. Finney-Smith)
8:30.0,Phoenix full timeout,,26-32,,
8:30.0,,,26-32,,Y. Ferrell enters the game for J. Barea
8:12.0,J. Dudley misses 3-pt shot from 26 ft,,26-32,,
8:11.0,,,26-32,,Defensive rebound by D. Harris
8:04.0,,,26-32,,D. Harris misses 3-pt shot from 24 ft
8:02.0,Defensive rebound by T. Ulis,,26-32,,
7:51.0,T. Ulis makes 2-pt shot from 7 ft,2,28-32,,
7:27.0,,,28-34,2,D. Nowitzki makes 2-pt shot from 22 ft (assist by D. Harris)
7:15.0,Turnover by T. Warren (lost ball),,28-34,,
7:15.0,,,28-34,,S. Curry enters the game for D. Harris
7:15.0,,,28-34,,H. Barnes enters the game for D. Nowitzki
6:56.0,,,28-34,,H. Barnes misses 2-pt shot from 18 ft
6:55.0,,,28-34,,Offensive rebound by D. Finney-Smith
6:54.0,,,28-34,,Turnover by D. Finney-Smith (lost ball)
6:45.0,T. Ulis makes 2-pt shot from 6 ft,2,30-34,,
6:27.0,,,30-34,,S. Mejri misses 2-pt shot from 3 ft (block by A. Williams)
6:25.0,,,30-34,,Offensive rebound by S. Mejri
6:24.0,,,30-34,,Turnover by S. Mejri (lost ball; steal by J. Dudley)
6:00.0,T. Ulis misses 2-pt shot from 12 ft,,30-34,,
5:59.0,,,30-34,,Defensive rebound by S. Mejri
5:50.0,,,30-34,,S. Curry misses 2-pt shot from 12 ft
5:49.0,Defensive rebound by A. Williams,,30-34,,
5:35.0,T. Warren misses 2-pt shot from 10 ft,,30-34,,
5:34.0,,,30-34,,Defensive rebound by S. Mejri
5:16.0,,,30-36,2,H. Barnes makes 2-pt shot from 12 ft
4:54.0,Turnover by L. Barbosa (bad pass),,30-36,,
4:53.0,Official timeout,,30-36,,
4:53.0,D. Booker enters the game for J. Dudley,,30-36,,
4:53.0,E. Bledsoe enters the game for T. Ulis,,30-36,,
4:53.0,M. Chriss enters the game for L. Barbosa,,30-36,,
4:53.0,,,30-36,,W. Matthews enters the game for D. Finney-Smith
4:37.0,,,30-36,,H. Barnes misses 2-pt shot from 12 ft
4:36.0,Defensive rebound by M. Chriss,,30-36,,
4:23.0,T. Warren makes 2-pt shot at rim (assist by A. Williams),2,32-36,,
4:01.0,,,32-36,,Shooting foul by M. Chriss (drawn by S. Mejri)
4:01.0,,,32-37,1,S. Mejri makes free throw 1 of 2
4:01.0,,,32-38,1,S. Mejri makes free throw 2 of 2
3:36.0,A. Williams makes 2-pt shot from 2 ft (assist by T. Warren),2,34-38,,
3:24.0,,,34-38,,Y. Ferrell misses 3-pt shot from 24 ft
3:23.0,Defensive rebound by E. Bledsoe,,34-38,,
3:18.0,A. Williams misses 2-pt shot from 2 ft (block by S. Mejri),,34-38,,
3:17.0,Offensive rebound by T. Warren,,34-38,,
3:16.0,T. Warren makes 2-pt shot from 2 ft,2,36-38,,
3:16.0,,,36-38,,Dallas full timeout
3:15.0,,,36-38,,D. Nowitzki enters the game for S. Mejri
2:56.0,,,36-38,,Shooting foul by M. Chriss (drawn by H. Barnes)
2:56.0,,,36-39,1,H. Barnes makes free throw 1 of 2
2:56.0,,,36-40,1,H. Barnes makes free throw 2 of 2
2:56.0,T. Ulis enters the game for M. Chriss,,36-39,,
2:46.0,Turnover by D. Booker (lost ball; steal by Y. Ferrell),,36-40,,
2:41.0,,,36-40,,Y. Ferrell misses 2-pt shot from 2 ft
2:37.0,,,36-40,,Offensive rebound by H. Barnes
2:37.0,,,36-42,2,H. Barnes makes 2-pt shot from 2 ft
2:22.0,T. Ulis makes 2-pt shot from 14 ft,2,38-42,,
1:59.0,,,38-44,2,D. Nowitzki makes 2-pt shot from 13 ft
1:59.0,,,38-44,,Shooting foul by T. Ulis (drawn by D. Nowitzki)
1:59.0,,,38-44,,D. Nowitzki misses free throw 1 of 1
1:58.0,Defensive rebound by T. Warren,,38-44,,
1:48.0,D. Booker makes 2-pt shot from 11 ft,2,40-44,,
1:27.0,,,40-47,3,Y. Ferrell makes 3-pt shot from 24 ft (assist by D. Nowitzki)
1:15.0,D. Booker misses 2-pt shot from 10 ft,,40-47,,
1:14.0,Offensive rebound by D. Booker,,40-47,,
1:12.0,D. Booker makes 2-pt shot from 8 ft,2,42-47,,
0:52.0,,,42-47,,H. Barnes misses 2-pt shot from 5 ft
0:50.0,,,42-47,,Offensive rebound by H. Barnes
0:48.0,,,42-47,,H. Barnes misses 2-pt shot from 2 ft
0:47.0,Defensive rebound by A. Williams,,42-47,,
0:28.0,T. Warren misses 2-pt shot from 14 ft,,42-47,,
0:27.0,,,42-47,,Defensive rebound by D. Nowitzki
0:06.0,,,42-47,,Y. Ferrell misses 2-pt shot from 2 ft (block by T. Ulis)
0:04.0,Defensive rebound by D. Booker,,42-47,,
0:01.0,T. Warren makes 2-pt shot from 1 ft (assist by D. Booker),2,44-47,,
0:01.0,Shooting foul by D. Nowitzki,,44-47,,
0:01.0,T. Warren makes free throw 1 of 1,1,45-47,,
0:01.0,,,45-47,,Dallas full timeout
0:01.0,,,45-47,,D. Harris enters the game for Y. Ferrell
0:01.0,D. Jones enters the game for T. Ulis,,45-47,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,,,45-47,,H. Barnes misses 3-pt shot from 25 ft
11:42.0,Defensive rebound by D. Jones,,45-47,,
11:25.0,Shooting foul by W. Matthews (drawn by D. Booker),,45-47,,
11:25.0,D. Booker makes free throw 1 of 2,1,46-47,,
11:25.0,D. Booker makes free throw 2 of 2,1,47-47,,
11:17.0,Personal foul by T. Warren,,47-47,,
11:06.0,,,47-47,,Shooting foul by D. Jones (drawn by Y. Ferrell)
11:06.0,,,47-48,1,Y. Ferrell makes free throw 1 of 2
11:06.0,,,47-49,1,Y. Ferrell makes free throw 2 of 2
10:50.0,Turnover by E. Bledsoe (lost ball; steal by Y. Ferrell),,47-49,,
10:45.0,,,47-49,,W. Matthews misses 2-pt shot from 2 ft (block by M. Chriss)
10:43.0,Defensive rebound by M. Chriss,,47-49,,
10:40.0,,,47-49,,Technical foul by W. Matthews
10:40.0,D. Booker makes technical free throw,1,48-49,,
10:32.0,E. Bledsoe misses 2-pt shot from 8 ft,,48-49,,
10:29.0,,,48-49,,Defensive rebound by H. Barnes
10:21.0,Personal foul by D. Jones (drawn by D. Nowitzki),,48-49,,
10:06.0,,,48-49,,H. Barnes misses 2-pt shot from 23 ft
10:05.0,Defensive rebound by M. Chriss,,48-49,,
9:54.0,D. Booker makes 2-pt shot from 18 ft,2,50-49,,
9:37.0,,,50-49,,D. Nowitzki misses 2-pt shot from 19 ft
9:36.0,Defensive rebound by T. Warren,,50-49,,
9:29.0,E. Bledsoe misses 3-pt shot from 24 ft,,50-49,,
9:27.0,,,50-49,,Defensive rebound by D. Nowitzki
9:09.0,,,50-52,3,W. Matthews makes 3-pt shot from 24 ft (assist by S. Curry)
9:05.0,Offensive charge foul by M. Chriss,,50-52,,
9:05.0,Turnover by M. Chriss (offensive foul),,50-52,,
9:05.0,A. Williams enters the game for M. Chriss,,50-52,,
8:56.0,,,50-54,2,S. Curry makes 2-pt shot from 18 ft
8:42.0,Phoenix full timeout,,50-54,,
8:29.0,T. Warren makes 2-pt shot from 12 ft,2,52-54,,
8:12.0,,,52-54,,Y. Ferrell misses 3-pt shot from 25 ft
8:11.0,Defensive rebound by D. Booker,,52-54,,
8:06.0,A. Williams makes 2-pt shot from 2 ft (assist by D. Booker),2,54-54,,
7:49.0,,,54-54,,S. Curry misses 3-pt shot from 24 ft
7:48.0,Defensive rebound by T. Warren,,54-54,,
7:38.0,E. Bledsoe misses 2-pt shot from 10 ft,,54-54,,
7:38.0,,,54-54,,Defensive rebound by W. Matthews
7:26.0,,,54-54,,Turnover by W. Matthews (lost ball; steal by E. Bledsoe)
7:17.0,,,54-54,,Personal foul by S. Curry (drawn by D. Booker)
7:17.0,,,54-54,,S. Mejri enters the game for D. Nowitzki
7:17.0,,,54-54,,D. Harris enters the game for Y. Ferrell
7:12.0,D. Booker makes 3-pt shot from 24 ft (assist by E. Bledsoe),3,57-54,,
6:53.0,,,57-54,,Shooting foul by D. Jones (drawn by H. Barnes)
6:53.0,,,57-55,1,H. Barnes makes free throw 1 of 2
6:53.0,,,57-56,1,H. Barnes makes free throw 2 of 2
6:42.0,,,57-56,,Personal foul by D. Harris (drawn by D. Booker)
6:30.0,D. Booker misses 2-pt shot from 20 ft,,57-56,,
6:27.0,,,57-56,,Defensive rebound by H. Barnes
6:06.0,,,57-56,,D. Harris misses 3-pt shot from 23 ft
6:05.0,,,57-56,,Offensive rebound by H. Barnes
6:02.0,,,57-58,2,H. Barnes makes 2-pt shot at rim
5:55.0,D. Jones misses 2-pt shot from 1 ft,,57-58,,
5:54.0,Offensive rebound by T. Warren,,57-58,,
5:53.0,Shooting foul by D. Harris,,57-58,,
5:53.0,T. Warren makes free throw 1 of 2,1,58-58,,
5:53.0,T. Warren makes free throw 2 of 2,1,59-58,,
5:35.0,,,59-60,2,H. Barnes makes 2-pt shot from 10 ft
5:24.0,Shooting foul by W. Matthews (drawn by D. Booker),,59-60,,
5:24.0,D. Booker makes free throw 1 of 3,1,60-60,,
5:24.0,D. Booker makes free throw 2 of 3,1,61-60,,
5:24.0,D. Booker makes free throw 3 of 3,1,62-60,,
5:03.0,,,62-60,,W. Matthews misses 3-pt shot from 25 ft
5:02.0,Defensive rebound by D. Booker,,62-60,,
4:57.0,E. Bledsoe misses 2-pt shot from 24 ft,,62-60,,
4:56.0,,,62-60,,Defensive rebound by Team
4:50.0,Personal block foul by D. Jones (drawn by D. Harris),,62-60,,
4:50.0,,,62-61,1,D. Harris makes free throw 1 of 2
4:50.0,,,62-62,1,D. Harris makes free throw 2 of 2
4:50.0,T. Ulis enters the game for D. Jones,,62-61,,
4:37.0,E. Bledsoe misses 2-pt shot from 3 ft,,62-62,,
4:36.0,,,62-62,,Defensive rebound by D. Harris
4:27.0,,,62-62,,Turnover by D. Harris (lost ball)
4:05.0,T. Ulis misses 3-pt shot from 24 ft,,62-62,,
4:04.0,,,62-62,,Defensive rebound by W. Matthews
3:58.0,Shooting block foul by T. Warren (drawn by W. Matthews),,62-62,,
3:58.0,,,62-63,1,W. Matthews makes free throw 1 of 2
3:58.0,,,62-64,1,W. Matthews makes free throw 2 of 2
3:58.0,J. Dudley enters the game for T. Warren,,62-63,,
3:41.0,A. Williams makes 2-pt shot from 11 ft (assist by T. Ulis),2,64-64,,
3:29.0,,,64-64,,Turnover by D. Harris (traveling)
3:16.0,J. Dudley makes 3-pt shot from 23 ft (assist by E. Bledsoe),3,67-64,,
3:14.0,,,67-64,,Dallas full timeout
2:49.0,,,67-64,,W. Matthews misses 2-pt shot from 19 ft
2:48.0,Defensive rebound by J. Dudley,,67-64,,
2:44.0,E. Bledsoe misses 2-pt shot from 18 ft,,67-64,,
2:42.0,,,67-64,,Defensive rebound by S. Mejri
2:36.0,,,67-64,,S. Curry misses 2-pt shot from 18 ft
2:33.0,,,67-64,,Offensive rebound by W. Matthews
2:31.0,,,67-67,3,D. Harris makes 3-pt shot from 24 ft (assist by W. Matthews)
2:12.0,D. Booker misses 3-pt shot from 24 ft,,67-67,,
2:11.0,,,67-67,,Defensive rebound by S. Curry
2:05.0,,,67-67,,S. Curry misses 2-pt shot from 3 ft (block by E. Bledsoe)
2:03.0,Defensive rebound by T. Ulis,,67-67,,
1:55.0,T. Ulis misses 2-pt shot from 1 ft (block by S. Mejri),,67-67,,
1:52.0,,,67-67,,Defensive rebound by S. Curry
1:45.0,,,67-67,,D. Harris misses 2-pt shot from 1 ft (block by A. Williams)
1:43.0,Defensive rebound by D. Booker,,67-67,,
1:36.0,E. Bledsoe makes 2-pt shot from 2 ft (assist by T. Ulis),2,69-67,,
1:36.0,,,69-67,,Dallas full timeout
1:36.0,,,69-67,,D. Nowitzki enters the game for H. Barnes
1:36.0,,,69-67,,D. Powell enters the game for S. Curry
1:36.0,,,69-67,,J. Barea enters the game for S. Mejri
1:36.0,L. Barbosa enters the game for E. Bledsoe,,69-67,,
1:20.0,,,69-67,,Turnover by D. Nowitzki (bad pass; steal by L. Barbosa)
1:08.0,A. Williams makes 2-pt shot from 1 ft (assist by L. Barbosa),2,71-67,,
0:59.0,,,71-69,2,D. Powell makes 2-pt shot from 1 ft (assist by W. Matthews)
0:44.0,D. Booker misses 3-pt shot from 24 ft,,71-69,,
0:44.0,Offensive rebound by Team,,71-69,,
0:44.0,,,71-69,,Personal foul by W. Matthews (drawn by J. Dudley)
0:44.0,J. Dudley makes free throw 1 of 2,1,72-69,,
0:44.0,J. Dudley misses free throw 2 of 2,,72-69,,
0:43.0,,,72-69,,Defensive rebound by D. Harris
0:35.0,,,72-69,,D. Harris misses 3-pt shot from 24 ft
0:34.0,,,72-69,,Offensive rebound by W. Matthews
0:17.0,,,72-69,,J. Barea misses 3-pt shot from 26 ft
0:16.0,,,72-69,,Offensive rebound by W. Matthews
0:00.0,,,72-69,,D. Nowitzki misses 3-pt shot from 25 ft
0:00.0,,,72-69,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:50.0,L. Barbosa makes 2-pt shot from 9 ft,2,74-69,,
11:37.0,,,74-69,,Shooting foul by L. Barbosa (drawn by D. Harris)
11:37.0,,,74-69,,D. Harris misses free throw 1 of 2
11:37.0,,,74-69,,Offensive rebound by Team
11:37.0,,,74-70,1,D. Harris makes free throw 2 of 2
11:28.0,L. Barbosa misses 3-pt shot from 24 ft,,74-70,,
11:27.0,,,74-70,,Defensive rebound by D. Finney-Smith
11:11.0,,,74-70,,J. Barea misses 2-pt shot from 9 ft
11:09.0,Defensive rebound by A. Williams,,74-70,,
11:03.0,J. Dudley misses 3-pt shot from 25 ft,,74-70,,
11:01.0,,,74-70,,Defensive rebound by D. Powell
10:48.0,,,74-70,,Turnover by J. Barea (bad pass; steal by A. Williams)
10:38.0,D. Jones misses 3-pt shot from 23 ft,,74-70,,
10:37.0,,,74-70,,Defensive rebound by D. Powell
10:13.0,,,74-72,2,D. Nowitzki makes 2-pt shot from 19 ft (assist by J. Barea)
9:57.0,T. Ulis misses 2-pt shot from 19 ft,,74-72,,
9:55.0,Offensive rebound by D. Jones,,74-72,,
9:53.0,J. Dudley makes 3-pt shot from 24 ft (assist by D. Jones),3,77-72,,
9:30.0,,,77-72,,D. Finney-Smith misses 2-pt shot from 3 ft
9:28.0,Defensive rebound by A. Williams,,77-72,,
9:19.0,T. Ulis misses 2-pt shot from 9 ft,,77-72,,
9:17.0,,,77-72,,Defensive rebound by D. Finney-Smith
8:58.0,,,77-72,,D. Nowitzki misses 2-pt shot from 11 ft
8:56.0,Defensive rebound by A. Williams,,77-72,,
8:44.0,Offensive foul by L. Barbosa,,77-72,,
8:44.0,Turnover by L. Barbosa (offensive foul),,77-72,,
8:44.0,Official timeout,,77-72,,
8:44.0,M. Chriss enters the game for A. Williams,,77-72,,
8:44.0,,,77-72,,Y. Ferrell enters the game for D. Powell
8:44.0,,,77-72,,H. Barnes enters the game for D. Harris
8:31.0,,,77-74,2,D. Nowitzki makes 2-pt shot from 13 ft (assist by J. Barea)
8:08.0,Turnover by J. Dudley (traveling),,77-74,,
7:57.0,,,77-74,,J. Barea misses 2-pt shot from 2 ft (block by M. Chriss)
7:55.0,,,77-74,,Offensive rebound by D. Nowitzki
7:43.0,,,77-76,2,H. Barnes makes 2-pt shot from 5 ft
7:18.0,M. Chriss misses 2-pt shot from 3 ft,,77-76,,
7:16.0,,,77-76,,Defensive rebound by D. Nowitzki
7:13.0,,,77-76,,H. Barnes misses 2-pt shot at rim
7:08.0,Defensive rebound by D. Jones,,77-76,,
7:04.0,T. Ulis makes 2-pt shot from 13 ft,2,79-76,,
6:40.0,,,79-79,3,D. Finney-Smith makes 3-pt shot from 24 ft (assist by H. Barnes)
6:18.0,L. Barbosa makes 2-pt shot from 15 ft,2,81-79,,
6:04.0,,,81-82,3,J. Barea makes 3-pt shot from 25 ft
5:51.0,L. Barbosa misses 2-pt shot from 15 ft,,81-82,,
5:50.0,,,81-82,,Defensive rebound by D. Finney-Smith
5:39.0,,,81-82,,J. Barea misses 2-pt shot from 10 ft
5:38.0,,,81-82,,Offensive rebound by J. Barea
5:37.0,,,81-84,2,J. Barea makes 2-pt shot from 2 ft
5:37.0,Phoenix full timeout,,81-84,,
5:37.0,E. Bledsoe enters the game for J. Dudley,,81-84,,
5:37.0,D. Booker enters the game for T. Ulis,,81-84,,
5:37.0,T. Warren enters the game for L. Barbosa,,81-84,,
5:37.0,,,81-84,,W. Matthews enters the game for D. Nowitzki
5:37.0,,,81-84,,D. Harris enters the game for J. Barea
5:37.0,,,81-84,,S. Curry enters the game for D. Finney-Smith
5:15.0,D. Booker misses 2-pt shot from 17 ft,,81-84,,
5:13.0,,,81-84,,Defensive rebound by H. Barnes
5:10.0,Shooting block foul by E. Bledsoe (drawn by D. Harris),,81-84,,
5:10.0,,,81-85,1,D. Harris makes free throw 1 of 2
5:10.0,,,81-86,1,D. Harris makes free throw 2 of 2
5:10.0,T. Ulis enters the game for D. Jones,,81-85,,
4:58.0,D. Booker makes 2-pt shot from 3 ft (assist by T. Ulis),2,83-86,,
4:58.0,Shooting foul by D. Harris (drawn by D. Booker),,83-86,,
4:58.0,D. Booker makes free throw 1 of 1,1,84-86,,
4:47.0,,,84-88,2,Y. Ferrell makes 2-pt shot from 17 ft
4:32.0,E. Bledsoe makes 3-pt shot from 24 ft,3,87-88,,
4:10.0,,,87-88,,H. Barnes misses 2-pt shot from 15 ft
4:08.0,Defensive rebound by M. Chriss,,87-88,,
3:55.0,D. Booker makes 2-pt shot from 16 ft,2,89-88,,
3:55.0,Shooting foul by Y. Ferrell (drawn by D. Booker),,89-88,,
3:55.0,D. Booker makes free throw 1 of 1,1,90-88,,
3:45.0,,,90-88,,Shooting foul by D. Booker (drawn by Y. Ferrell)
3:45.0,,,90-89,1,Y. Ferrell makes free throw 1 of 2
3:45.0,,,90-90,1,Y. Ferrell makes free throw 2 of 2
3:37.0,Turnover by E. Bledsoe (offensive foul),,90-90,,
3:37.0,Offensive charge foul by E. Bledsoe,,90-90,,
3:24.0,,,90-90,,Shooting foul by M. Chriss (drawn by H. Barnes)
3:24.0,,,90-91,1,H. Barnes makes free throw 1 of 2
3:24.0,,,90-92,1,H. Barnes makes free throw 2 of 2
3:10.0,Violation by Team (jump ball),,90-92,,
3:04.0,,,90-92,,Personal foul by W. Matthews (drawn by D. Booker)
3:04.0,,,90-92,,Dallas full timeout
2:57.0,T. Warren makes 2-pt shot from 8 ft (assist by T. Ulis),2,92-92,,
2:35.0,Personal foul by D. Booker (drawn by H. Barnes),,92-92,,
2:35.0,,,92-92,,H. Barnes misses free throw 1 of 2
