time,New Orleans,pts.away,score,pts.home,Denver
0:01.0,,,26-26,,Defensive rebound by M. Plumlee
0:01.0,,,26-26,,Turnover by M. Plumlee (traveling)
0:01.0,A. Davis enters the game for A. Ajinca,,26-26,,
0:00.0,A. Davis makes 3-pt shot from 25 ft (assist by J. Crawford),3,29-26,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:33.0,,,29-26,,D. Gallinari misses 2-pt shot from 21 ft
11:32.0,,,29-26,,Offensive rebound by M. Plumlee
11:29.0,,,29-26,,Turnover by M. Plumlee (lost ball; steal by E. Moore)
11:15.0,E. Moore makes 2-pt shot from 7 ft (assist by T. Frazier),2,31-26,,
10:53.0,,,31-28,2,W. Barton makes 2-pt shot from 10 ft
10:39.0,J. Crawford misses 2-pt shot from 19 ft,,31-28,,
10:38.0,,,31-28,,Defensive rebound by D. Gallinari
10:28.0,,,31-30,2,K. Faried makes 2-pt shot from 2 ft (assist by W. Barton)
10:13.0,A. Ajinca misses 2-pt shot from 16 ft,,31-30,,
10:12.0,,,31-30,,Defensive rebound by W. Barton
10:06.0,,,31-30,,W. Barton misses 2-pt shot from 4 ft (block by A. Ajinca)
10:05.0,Defensive rebound by A. Ajinca,,31-30,,
9:59.0,J. Crawford makes 2-pt shot from 1 ft,2,33-30,,
9:47.0,Personal foul by J. Crawford (drawn by D. Gallinari),,33-30,,
9:32.0,,,33-30,,J. Murray misses 2-pt shot from 4 ft
9:31.0,Defensive rebound by D. Cunningham,,33-30,,
9:26.0,T. Frazier misses 2-pt shot from 2 ft,,33-30,,
9:26.0,Offensive rebound by D. Cunningham,,33-30,,
9:14.0,T. Frazier misses 2-pt shot from 5 ft,,33-30,,
9:12.0,Offensive rebound by A. Ajinca,,33-30,,
8:57.0,D. Cunningham makes 2-pt shot from 1 ft (assist by J. Crawford),2,35-30,,
8:57.0,,,35-30,,Denver full timeout
8:45.0,,,35-30,,Turnover by W. Barton (lost ball; steal by A. Ajinca)
8:39.0,E. Moore misses 2-pt shot from 20 ft,,35-30,,
8:38.0,,,35-30,,Defensive rebound by W. Barton
8:31.0,,,35-30,,W. Barton misses 2-pt shot from 17 ft
8:30.0,Defensive rebound by D. Cunningham,,35-30,,
8:18.0,J. Crawford makes 2-pt shot from 16 ft,2,37-30,,
7:51.0,,,37-30,,J. Murray misses 2-pt shot from 2 ft
7:50.0,Defensive rebound by A. Ajinca,,37-30,,
7:39.0,T. Frazier makes 3-pt shot from 25 ft (assist by J. Crawford),3,40-30,,
7:32.0,,,40-32,2,M. Plumlee makes 2-pt shot at rim (assist by W. Barton)
7:16.0,E. Moore makes 2-pt shot from 12 ft (assist by J. Crawford),2,42-32,,
7:07.0,Personal foul by J. Crawford (drawn by D. Gallinari),,42-32,,
7:07.0,,,42-32,,J. Nelson enters the game for W. Barton
7:07.0,,,42-32,,N. Jokic enters the game for M. Plumlee
7:07.0,,,42-32,,G. Harris enters the game for J. Murray
7:07.0,,,42-32,,W. Chandler enters the game for K. Faried
7:07.0,J. Holiday enters the game for E. Moore,,42-32,,
7:07.0,A. Davis enters the game for J. Crawford,,42-32,,
7:07.0,S. Hill enters the game for A. Ajinca,,42-32,,
6:56.0,,,42-32,,N. Jokic misses 2-pt shot from 4 ft (block by D. Cunningham)
6:54.0,,,42-32,,Offensive rebound by N. Jokic
6:49.0,,,42-32,,G. Harris misses 3-pt shot from 25 ft
6:48.0,Defensive rebound by A. Davis,,42-32,,
6:32.0,T. Frazier makes 2-pt shot from 5 ft (assist by J. Holiday),2,44-32,,
6:19.0,,,44-32,,J. Nelson misses 2-pt shot from 17 ft
6:16.0,Defensive rebound by J. Holiday,,44-32,,
6:08.0,S. Hill misses 3-pt shot from 26 ft,,44-32,,
6:07.0,,,44-32,,Defensive rebound by J. Nelson
6:01.0,,,44-32,,Shooting foul by D. Cunningham (drawn by D. Gallinari)
6:01.0,,,44-33,1,D. Gallinari makes free throw 1 of 2
6:01.0,,,44-34,1,D. Gallinari makes free throw 2 of 2
5:50.0,A. Davis misses 2-pt shot at rim,,44-34,,
5:49.0,,,44-34,,Defensive rebound by N. Jokic
5:36.0,,,44-34,,Shooting foul by S. Hill (drawn by G. Harris)
5:36.0,Official timeout,,44-34,,
5:36.0,,,44-35,1,G. Harris makes free throw 1 of 2
5:36.0,,,44-36,1,G. Harris makes free throw 2 of 2
5:36.0,E. Moore enters the game for D. Cunningham,,44-34,,
5:36.0,,,44-34,,K. Faried enters the game for D. Gallinari
5:36.0,A. Ajinca enters the game for E. Moore,,44-35,,
5:30.0,,,44-36,,Personal foul by J. Nelson (drawn by J. Holiday)
5:22.0,A. Davis makes 2-pt shot from 18 ft (assist by S. Hill),2,46-36,,
5:03.0,,,46-36,,N. Jokic misses 2-pt shot from 14 ft
5:02.0,Defensive rebound by J. Holiday,,46-36,,
4:44.0,A. Ajinca misses 2-pt shot from 5 ft,,46-36,,
4:41.0,,,46-36,,Defensive rebound by N. Jokic
4:33.0,,,46-36,,N. Jokic misses 2-pt shot from 1 ft
4:32.0,Defensive rebound by A. Davis,,46-36,,
4:24.0,J. Holiday misses 2-pt shot from 2 ft,,46-36,,
4:23.0,,,46-36,,Defensive rebound by N. Jokic
4:14.0,,,46-36,,N. Jokic misses 2-pt shot from 8 ft
4:13.0,,,46-36,,Offensive rebound by N. Jokic
4:00.0,,,46-36,,K. Faried misses 2-pt shot from 4 ft (block by A. Davis)
3:59.0,,,46-36,,Offensive rebound by Team
3:57.0,,,46-36,,Turnover by N. Jokic (bad pass; steal by A. Ajinca)
3:48.0,T. Frazier makes 2-pt shot from 1 ft,2,48-36,,
3:41.0,,,48-38,2,N. Jokic makes 2-pt shot from 2 ft
3:25.0,A. Davis makes 2-pt shot from 18 ft (assist by T. Frazier),2,50-38,,
3:13.0,,,50-38,,N. Jokic misses 3-pt shot from 26 ft
3:11.0,Defensive rebound by S. Hill,,50-38,,
2:56.0,J. Holiday makes 3-pt shot from 26 ft (assist by T. Frazier),3,53-38,,
2:42.0,,,53-38,,W. Chandler misses 2-pt shot from 9 ft
2:42.0,,,53-38,,Offensive rebound by K. Faried
2:42.0,New Orleans full timeout,,53-38,,
2:42.0,D. Cunningham enters the game for S. Hill,,53-38,,
2:42.0,D. Motiejunas enters the game for A. Ajinca,,53-38,,
2:42.0,,,53-38,,D. Gallinari enters the game for N. Jokic
2:22.0,,,53-38,,W. Chandler misses 2-pt shot from 1 ft
2:21.0,Defensive rebound by D. Motiejunas,,53-38,,
2:20.0,Offensive foul by T. Frazier,,53-38,,
2:20.0,Turnover by T. Frazier (offensive foul),,53-38,,
1:59.0,,,53-38,,K. Faried misses 2-pt shot from 4 ft
1:58.0,,,53-38,,Offensive rebound by W. Chandler
1:53.0,,,53-38,,W. Chandler misses 2-pt shot from 12 ft
1:52.0,Defensive rebound by A. Davis,,53-38,,
1:39.0,A. Davis misses 2-pt shot from 20 ft,,53-38,,
1:38.0,,,53-38,,Defensive rebound by K. Faried
1:24.0,,,53-38,,G. Harris misses 2-pt shot from 1 ft
1:23.0,Defensive rebound by J. Holiday,,53-38,,
1:17.0,J. Holiday misses 3-pt shot from 25 ft,,53-38,,
1:16.0,,,53-38,,Defensive rebound by W. Chandler
1:00.0,,,53-38,,G. Harris misses 2-pt shot from 21 ft
1:00.0,Defensive rebound by J. Holiday,,53-38,,
0:40.0,T. Frazier misses 3-pt shot from 26 ft,,53-38,,
0:39.0,,,53-38,,Defensive rebound by D. Gallinari
0:33.0,,,53-40,2,J. Nelson makes 2-pt shot from 3 ft
0:23.0,J. Holiday makes 2-pt shot from 3 ft,2,55-40,,
0:01.0,,,55-40,,J. Nelson misses 2-pt shot from 15 ft
0:00.0,Defensive rebound by A. Davis,,55-40,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:35.0,,,55-40,,N. Jokic misses 2-pt shot from 14 ft
11:34.0,Defensive rebound by S. Hill,,55-40,,
11:12.0,J. Holiday misses 2-pt shot from 16 ft,,55-40,,
11:11.0,,,55-40,,Defensive rebound by N. Jokic
11:05.0,Personal foul by T. Frazier (drawn by J. Nelson),,55-40,,
10:54.0,,,55-40,,N. Jokic misses 3-pt shot from 26 ft
10:53.0,Defensive rebound by T. Frazier,,55-40,,
10:42.0,New Orleans full timeout,,55-40,,
10:29.0,J. Holiday misses 2-pt shot from 2 ft,,55-40,,
10:29.0,,,55-40,,Defensive rebound by D. Gallinari
10:16.0,,,55-40,,D. Gallinari misses 3-pt shot from 24 ft
10:15.0,Defensive rebound by D. Cunningham,,55-40,,
10:03.0,D. Cunningham misses 3-pt shot from 23 ft,,55-40,,
10:02.0,Offensive rebound by A. Davis,,55-40,,
9:54.0,A. Davis makes 2-pt shot from 22 ft (assist by T. Frazier),2,57-40,,
9:41.0,,,57-40,,Shooting foul by S. Hill (drawn by D. Gallinari)
9:41.0,,,57-41,1,D. Gallinari makes free throw 1 of 2
9:41.0,,,57-42,1,D. Gallinari makes free throw 2 of 2
9:32.0,A. Davis makes 2-pt shot from 14 ft,2,59-42,,
9:32.0,Shooting foul by W. Chandler (drawn by A. Davis),,59-42,,
9:32.0,A. Davis makes free throw 1 of 1,1,60-42,,
9:20.0,,,60-44,2,G. Harris makes 2-pt shot at rim (assist by N. Jokic)
9:02.0,A. Davis makes 2-pt shot from 18 ft (assist by J. Holiday),2,62-44,,
8:50.0,,,62-44,,G. Harris misses 2-pt shot from 18 ft
8:49.0,Defensive rebound by A. Davis,,62-44,,
8:44.0,Shooting foul by N. Jokic (drawn by S. Hill),,62-44,,
8:44.0,S. Hill makes free throw 1 of 2,1,63-44,,
8:44.0,S. Hill makes free throw 2 of 2,1,64-44,,
8:30.0,,,64-44,,J. Nelson misses 3-pt shot from 25 ft
8:29.0,Defensive rebound by A. Davis,,64-44,,
8:26.0,Turnover by S. Hill (traveling),,64-44,,
8:13.0,,,64-44,,N. Jokic misses 2-pt shot from 2 ft
8:12.0,Defensive rebound by A. Davis,,64-44,,
8:11.0,,,64-44,,Personal foul by N. Jokic (drawn by A. Davis)
8:00.0,T. Frazier misses 3-pt shot from 25 ft,,64-44,,
7:59.0,,,64-44,,Defensive rebound by D. Gallinari
7:47.0,,,64-44,,G. Harris misses 3-pt shot from 25 ft
7:45.0,Defensive rebound by D. Cunningham,,64-44,,
7:40.0,D. Cunningham makes 2-pt shot at rim (assist by J. Holiday),2,66-44,,
7:40.0,,,66-44,,Denver full timeout
7:40.0,E. Moore enters the game for T. Frazier,,66-44,,
7:39.0,,,66-44,,K. Faried enters the game for N. Jokic
7:39.0,,,66-44,,W. Barton enters the game for G. Harris
7:28.0,,,66-44,,Shooting foul by A. Davis (drawn by K. Faried)
7:28.0,,,66-45,1,K. Faried makes free throw 1 of 2
7:28.0,,,66-46,1,K. Faried makes free throw 2 of 2
7:12.0,J. Holiday makes 3-pt shot from 26 ft,3,69-46,,
6:59.0,,,69-46,,W. Barton misses 2-pt shot from 12 ft
6:58.0,,,69-46,,Offensive rebound by K. Faried
6:52.0,,,69-46,,J. Nelson misses 2-pt shot from 23 ft
6:51.0,Defensive rebound by S. Hill,,69-46,,
6:45.0,S. Hill misses 2-pt shot from 1 ft,,69-46,,
6:44.0,Offensive rebound by D. Cunningham,,69-46,,
6:43.0,D. Cunningham makes 2-pt shot from 1 ft,2,71-46,,
6:26.0,,,71-46,,K. Faried misses 2-pt shot from 8 ft
6:25.0,Defensive rebound by J. Holiday,,71-46,,
6:20.0,,,71-46,,Personal take foul by J. Nelson (drawn by A. Davis)
6:10.0,E. Moore misses 3-pt shot from 25 ft,,71-46,,
6:09.0,,,71-46,,Defensive rebound by K. Faried
5:56.0,,,71-48,2,W. Barton makes 2-pt shot from 7 ft
5:32.0,J. Holiday makes 2-pt shot from 3 ft (assist by A. Davis),2,73-48,,
5:18.0,,,73-50,2,J. Nelson makes 2-pt shot from 5 ft (assist by W. Barton)
5:02.0,A. Davis misses 2-pt shot from 21 ft,,73-50,,
5:02.0,,,73-50,,Defensive rebound by W. Barton
4:55.0,,,73-50,,J. Nelson misses 2-pt shot from 1 ft (block by D. Cunningham)
4:54.0,Defensive rebound by D. Cunningham,,73-50,,
4:48.0,New Orleans full timeout,,73-50,,
4:48.0,J. Crawford enters the game for S. Hill,,73-50,,
4:48.0,,,73-50,,J. Hernangomez enters the game for D. Gallinari
4:48.0,,,73-50,,J. Murray enters the game for W. Chandler
4:48.0,,,73-50,,D. Arthur enters the game for J. Nelson
4:36.0,E. Moore makes 2-pt shot at rim (assist by J. Holiday),2,75-50,,
4:21.0,,,75-52,2,W. Barton makes 2-pt shot from 16 ft
4:12.0,Offensive foul by A. Davis,,75-52,,
4:12.0,Turnover by A. Davis (offensive foul),,75-52,,
4:02.0,,,75-52,,W. Barton misses 3-pt shot from 26 ft
4:01.0,Defensive rebound by Team,,75-52,,
4:01.0,,,75-52,,Loose ball foul by K. Faried (drawn by A. Davis)
4:01.0,A. Davis makes free throw 1 of 2,1,76-52,,
4:01.0,A. Davis makes free throw 2 of 2,1,77-52,,
3:46.0,,,77-52,,D. Arthur misses 2-pt shot from 7 ft
3:45.0,,,77-52,,Offensive rebound by Team
3:38.0,,,77-52,,J. Murray misses 2-pt shot from 20 ft
3:37.0,Defensive rebound by A. Davis,,77-52,,
3:25.0,A. Davis makes 2-pt shot from 1 ft (assist by J. Holiday),2,79-52,,
3:14.0,Personal foul by E. Moore (drawn by J. Hernangomez),,79-52,,
3:10.0,,,79-52,,Shooting foul by J. Crawford (drawn by W. Barton)
3:10.0,,,79-53,1,W. Barton makes free throw 1 of 2
3:10.0,,,79-54,1,W. Barton makes free throw 2 of 2
2:56.0,E. Moore misses 2-pt shot from 21 ft,,79-54,,
2:55.0,,,79-54,,Defensive rebound by K. Faried
2:47.0,,,79-54,,W. Barton misses 2-pt shot from 8 ft
2:46.0,Defensive rebound by A. Davis,,79-54,,
2:39.0,Turnover by A. Davis (bad pass; steal by J. Hernangomez),,79-54,,
2:36.0,,,79-54,,Turnover by J. Hernangomez (lost ball; steal by J. Crawford)
2:29.0,A. Davis makes 2-pt shot at rim (assist by J. Crawford),2,81-54,,
2:09.0,,,81-54,,D. Arthur misses 2-pt shot from 3 ft
2:08.0,Defensive rebound by D. Cunningham,,81-54,,
1:53.0,J. Crawford misses 3-pt shot from 26 ft,,81-54,,
1:52.0,,,81-54,,Defensive rebound by K. Faried
1:47.0,T. Frazier enters the game for A. Davis,,81-54,,
1:47.0,A. Ajinca enters the game for J. Holiday,,81-54,,
1:37.0,,,81-56,2,K. Faried makes 2-pt shot from 12 ft
1:19.0,D. Motiejunas enters the game for D. Cunningham,,81-56,,
1:10.0,J. Crawford misses 3-pt shot from 26 ft,,81-56,,
1:09.0,Offensive rebound by A. Ajinca,,81-56,,
1:04.0,,,81-56,,Personal foul by J. Murray (drawn by T. Frazier)
1:04.0,T. Frazier makes free throw 1 of 2,1,82-56,,
1:04.0,T. Frazier makes free throw 2 of 2,1,83-56,,
0:55.0,,,83-58,2,J. Murray makes 2-pt shot from 14 ft
0:42.0,J. Crawford makes 2-pt shot from 10 ft (assist by T. Frazier),2,85-58,,
0:38.0,Personal foul by T. Frazier (drawn by J. Murray),,85-58,,
0:38.0,,,85-59,1,J. Murray makes free throw 1 of 2
0:38.0,,,85-59,,J. Murray misses free throw 2 of 2
0:37.0,Defensive rebound by T. Frazier,,85-59,,
0:20.0,D. Motiejunas misses 2-pt shot from 6 ft,,85-59,,
0:19.0,Offensive rebound by A. Ajinca,,85-59,,
0:00.0,E. Moore makes 2-pt shot from 14 ft,2,87-59,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:37.0,A. Ajinca makes 2-pt shot from 5 ft (assist by E. Moore),2,89-59,,
11:24.0,,,89-59,,J. Hernangomez misses 3-pt shot from 26 ft
11:23.0,Defensive rebound by J. Crawford,,89-59,,
11:17.0,J. Crawford misses 2-pt shot from 18 ft,,89-59,,
11:16.0,,,89-59,,Defensive rebound by D. Arthur
11:06.0,,,89-62,3,D. Arthur makes 3-pt shot from 26 ft (assist by M. Plumlee)
10:45.0,D. Motiejunas misses 3-pt shot from 25 ft,,89-62,,
10:43.0,Offensive rebound by E. Moore,,89-62,,
10:20.0,T. Frazier makes 2-pt shot from 2 ft,2,91-62,,
10:09.0,,,91-62,,J. Murray misses 3-pt shot from 25 ft
10:07.0,Defensive rebound by D. Motiejunas,,91-62,,
9:56.0,A. Ajinca makes 2-pt shot from 12 ft (assist by T. Frazier),2,93-62,,
9:56.0,,,93-62,,Denver full timeout
9:40.0,,,93-64,2,M. Plumlee makes 2-pt shot at rim (assist by D. Arthur)
9:25.0,,,93-64,,Personal foul by D. Arthur (drawn by A. Ajinca)
9:15.0,E. Moore misses 2-pt shot from 7 ft,,93-64,,
9:14.0,Offensive rebound by E. Moore,,93-64,,
9:13.0,E. Moore makes 2-pt shot from 1 ft,2,95-64,,
8:59.0,,,95-66,2,J. Murray makes 2-pt shot from 2 ft (assist by W. Barton)
8:40.0,E. Moore makes 2-pt shot from 18 ft,2,97-66,,
8:29.0,,,97-68,2,D. Arthur makes 2-pt shot from 15 ft (assist by J. Murray)
8:22.0,Turnover by J. Crawford (bad pass; steal by D. Arthur),,97-68,,
8:16.0,,,97-70,2,J. Murray makes 2-pt shot from 1 ft
8:10.0,,,97-70,,Personal foul by J. Murray (drawn by J. Crawford)
8:10.0,D. Cunningham enters the game for D. Motiejunas,,97-70,,
8:02.0,A. Ajinca makes 2-pt shot from 17 ft (assist by T. Frazier),2,99-70,,
7:49.0,,,99-70,,J. Murray misses 3-pt shot from 25 ft
7:48.0,Defensive rebound by J. Crawford,,99-70,,
7:31.0,E. Moore misses 2-pt shot from 7 ft,,99-70,,
7:30.0,,,99-70,,Defensive rebound by J. Hernangomez
7:29.0,Personal foul by A. Ajinca (drawn by J. Hernangomez),,99-70,,
7:29.0,,,99-70,,Denver full timeout
7:29.0,,,99-70,,E. Mudiay enters the game for W. Barton
7:17.0,,,99-70,,J. Murray misses 3-pt shot from 26 ft
7:16.0,Defensive rebound by A. Ajinca,,99-70,,
7:07.0,Turnover by E. Moore (traveling),,99-70,,
6:49.0,,,99-70,,J. Murray misses 2-pt shot from 2 ft
6:48.0,Defensive rebound by J. Crawford,,99-70,,
6:40.0,J. Crawford makes 2-pt shot from 20 ft,2,101-70,,
6:25.0,,,101-70,,Turnover by M. Plumlee (lost ball; steal by T. Frazier)
6:03.0,J. Crawford makes 3-pt shot from 27 ft (assist by T. Frazier),3,104-70,,
6:03.0,,,104-70,,Denver full timeout
6:03.0,,,104-70,,M. Miller enters the game for D. Arthur
6:03.0,Q. Cook enters the game for D. Cunningham,,104-70,,
6:03.0,D. Motiejunas enters the game for T. Frazier,,104-70,,
5:48.0,,,104-72,2,M. Plumlee makes 2-pt shot at rim (assist by J. Hernangomez)
5:28.0,D. Motiejunas makes 2-pt shot from 7 ft,2,106-72,,
5:06.0,,,106-74,2,E. Mudiay makes 2-pt shot from 2 ft
4:56.0,A. Ajinca misses 2-pt shot from 5 ft,,106-74,,
4:55.0,,,106-74,,Defensive rebound by E. Mudiay
4:50.0,,,106-74,,Turnover by E. Mudiay (bad pass; steal by Q. Cook)
4:40.0,E. Moore misses 2-pt shot from 4 ft (block by M. Plumlee),,106-74,,
4:38.0,,,106-74,,Defensive rebound by J. Murray
4:30.0,,,106-74,,J. Hernangomez misses 3-pt shot from 23 ft
4:29.0,Defensive rebound by Q. Cook,,106-74,,
4:15.0,Q. Cook makes 3-pt shot from 26 ft,3,109-74,,
4:09.0,Personal foul by Q. Cook (drawn by E. Mudiay),,109-74,,
4:03.0,,,109-76,2,M. Plumlee makes 2-pt shot at rim (assist by E. Mudiay)
3:57.0,T. Frazier enters the game for E. Moore,,109-76,,
3:57.0,C. Diallo enters the game for A. Ajinca,,109-76,,
3:48.0,J. Crawford misses 3-pt shot from 25 ft,,109-76,,
3:48.0,,,109-76,,Defensive rebound by M. Plumlee
3:48.0,,,109-78,2,M. Plumlee makes 2-pt shot from 3 ft
3:48.0,,,109-78,,Shooting foul by D. Motiejunas (drawn by M. Plumlee)
3:48.0,,,109-78,,M. Plumlee misses free throw 1 of 1
