time,LA Lakers,pts.away,score,pts.home,Denver
3:13.0,,,18-23,,Turnover by J. Nelson (bad pass; steal by D. Russell)
3:10.0,Turnover by C. Brewer (bad pass),,18-23,,
2:55.0,,,18-23,,Turnover by W. Barton (bad pass)
2:55.0,,,18-23,,Denver full timeout
2:55.0,,,18-23,,G. Harris enters the game for N. Jokic
2:55.0,,,18-23,,M. Plumlee enters the game for J. Nelson
2:42.0,D. Russell makes 2-pt shot from 17 ft (assist by L. Nance),2,20-23,,
2:17.0,,,20-26,3,W. Barton makes 3-pt shot from 23 ft (assist by D. Gallinari)
1:53.0,D. Russell misses 3-pt shot from 24 ft,,20-26,,
1:52.0,,,20-26,,Defensive rebound by Team
1:52.0,,,20-26,,J. Hernangomez enters the game for D. Gallinari
1:38.0,,,20-26,,G. Harris misses 2-pt shot from 19 ft
1:38.0,,,20-26,,Offensive rebound by Team
1:38.0,Loose ball foul by L. Nance,,20-26,,
1:38.0,,,20-27,1,J. Hernangomez makes free throw 1 of 2
1:38.0,,,20-28,1,J. Hernangomez makes free throw 2 of 2
1:20.0,J. Clarkson misses 2-pt shot from 2 ft,,20-28,,
1:19.0,Offensive rebound by T. Black,,20-28,,
1:19.0,T. Black makes 2-pt shot from 4 ft,2,22-28,,
1:19.0,Shooting foul by M. Plumlee (drawn by T. Black),,22-28,,
1:19.0,T. Black makes free throw 1 of 1,1,23-28,,
0:55.0,,,23-31,3,W. Barton makes 3-pt shot from 24 ft
0:46.0,T. Black misses 2-pt shot from 1 ft,,23-31,,
0:46.0,Offensive rebound by T. Black,,23-31,,
0:39.0,L. Nance misses 3-pt shot from 24 ft,,23-31,,
0:38.0,,,23-31,,Defensive rebound by Team
0:26.0,,,23-33,2,W. Barton makes 2-pt shot from 19 ft
0:09.0,Turnover by D. Russell (bad pass; steal by G. Harris),,23-33,,
0:06.0,,,23-35,2,G. Harris makes 2-pt shot at rim
0:01.0,C. Brewer misses 2-pt shot from 8 ft (block by M. Plumlee),,23-35,,
0:00.0,Offensive rebound by D. Russell,,23-35,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:40.0,D. Russell makes 2-pt shot from 10 ft (assist by C. Brewer),2,25-35,,
11:20.0,,,25-38,3,J. Murray makes 3-pt shot from 24 ft (assist by G. Harris)
11:04.0,L. Nance misses 2-pt shot from 18 ft,,25-38,,
11:02.0,,,25-38,,Defensive rebound by W. Barton
10:55.0,C. Brewer makes 2-pt shot from 2 ft,2,27-38,,
10:55.0,,,27-38,,Turnover by W. Barton (bad pass; steal by L. Nance)
10:37.0,,,27-38,,Turnover by W. Barton (bad pass; steal by C. Brewer)
10:31.0,C. Brewer makes 2-pt shot at rim,2,29-38,,
10:13.0,,,29-38,,Turnover by G. Harris (bad pass; steal by L. Nance)
10:10.0,L. Nance misses 2-pt shot from 2 ft,,29-38,,
10:09.0,,,29-38,,Defensive rebound by J. Hernangomez
10:09.0,Loose ball foul by T. Ennis,,29-38,,
9:52.0,,,29-38,,W. Barton misses 2-pt shot from 13 ft
9:52.0,Defensive rebound by T. Black,,29-38,,
9:49.0,Turnover by T. Ennis (lost ball; steal by G. Harris),,29-38,,
9:47.0,Shooting block foul by T. Black (drawn by G. Harris),,29-38,,
9:47.0,,,29-38,,G. Harris misses free throw 1 of 2
9:47.0,,,29-38,,Offensive rebound by Team
9:47.0,,,29-39,1,G. Harris makes free throw 2 of 2
9:24.0,T. Ennis misses 2-pt shot from 18 ft,,29-39,,
9:24.0,,,29-39,,Defensive rebound by M. Plumlee
9:15.0,,,29-39,,G. Harris misses 2-pt shot from 1 ft
9:15.0,Defensive rebound by T. Ennis,,29-39,,
9:06.0,T. Black makes 2-pt shot at rim (assist by D. Russell),2,31-39,,
9:06.0,,,31-39,,Denver full timeout
9:06.0,,,31-39,,N. Jokic enters the game for M. Plumlee
8:55.0,,,31-39,,Turnover by N. Jokic (offensive foul)
8:55.0,,,31-39,,Offensive foul by N. Jokic
8:41.0,T. Black misses 2-pt shot from 6 ft,,31-39,,
8:33.0,Offensive rebound by C. Brewer,,31-39,,
8:24.0,C. Brewer misses 2-pt shot from 4 ft,,31-39,,
8:21.0,,,31-39,,Defensive rebound by J. Hernangomez
8:13.0,,,31-41,2,N. Jokic makes 2-pt shot from 9 ft
8:08.0,Turnover by T. Black (lost ball),,31-41,,
8:08.0,J. Randle enters the game for T. Black,,31-41,,
7:56.0,,,31-43,2,J. Murray makes 2-pt shot at rim
7:41.0,C. Brewer misses 2-pt shot from 12 ft (block by W. Barton),,31-43,,
7:39.0,,,31-43,,Defensive rebound by J. Hernangomez
7:36.0,,,31-45,2,G. Harris makes 2-pt shot at rim (assist by J. Hernangomez)
7:33.0,LA Lakers full timeout,,31-45,,
7:33.0,J. Clarkson enters the game for T. Ennis,,31-45,,
7:33.0,,,31-45,,J. Nelson enters the game for G. Harris
7:21.0,C. Brewer misses 2-pt shot from 7 ft,,31-45,,
7:19.0,,,31-45,,Defensive rebound by J. Hernangomez
7:12.0,,,31-45,,J. Murray misses 3-pt shot from 26 ft
7:12.0,,,31-45,,Offensive rebound by N. Jokic
7:07.0,,,31-47,2,W. Barton makes 2-pt shot at rim (assist by N. Jokic)
6:56.0,Turnover by J. Clarkson (bad pass; steal by N. Jokic),,31-47,,
6:50.0,,,31-47,,J. Murray misses 2-pt shot from 2 ft (block by J. Randle)
6:49.0,Defensive rebound by C. Brewer,,31-47,,
6:39.0,D. Russell misses 2-pt shot from 17 ft,,31-47,,
6:37.0,,,31-47,,Defensive rebound by N. Jokic
6:26.0,,,31-50,3,J. Hernangomez makes 3-pt shot from 23 ft (assist by W. Barton)
6:10.0,J. Randle misses 3-pt shot from 26 ft,,31-50,,
6:10.0,,,31-50,,Defensive rebound by N. Jokic
6:01.0,,,31-53,3,J. Hernangomez makes 3-pt shot from 24 ft (assist by W. Barton)
6:01.0,LA Lakers full timeout,,31-53,,
6:01.0,D. Nwaba enters the game for L. Nance,,31-53,,
5:50.0,Turnover by D. Nwaba (lost ball; steal by W. Barton),,31-53,,
5:49.0,,,31-53,,Shooting foul by D. Russell (drawn by W. Barton)
5:49.0,,,31-54,1,W. Barton makes free throw 1 of 2
5:49.0,,,31-55,1,W. Barton makes free throw 2 of 2
5:28.0,D. Russell misses 2-pt shot from 7 ft,,31-55,,
5:26.0,,,31-55,,Defensive rebound by N. Jokic
5:22.0,,,31-55,,Turnover by J. Murray (lost ball; steal by C. Brewer)
5:16.0,J. Clarkson makes 2-pt shot from 1 ft,2,33-55,,
5:12.0,,,33-57,2,W. Barton makes 2-pt shot from 5 ft (assist by J. Nelson)
5:12.0,,,33-57,,Shooting foul by D. Nwaba (drawn by W. Barton)
5:12.0,,,33-58,1,W. Barton makes free throw 1 of 1
5:04.0,Turnover by J. Clarkson (lost ball; steal by J. Murray),,33-58,,
5:03.0,Personal foul by J. Clarkson (drawn by N. Jokic),,33-58,,
5:03.0,Technical foul by Team,,33-58,,
5:03.0,,,33-59,1,J. Murray makes technical free throw
5:03.0,,,33-60,1,N. Jokic makes free throw 1 of 2
5:03.0,,,33-61,1,N. Jokic makes free throw 2 of 2
5:03.0,T. Ennis enters the game for J. Randle,,33-60,,
5:03.0,L. Nance enters the game for D. Nwaba,,33-60,,
5:03.0,I. Zubac enters the game for C. Brewer,,33-60,,
5:03.0,M. World Peace enters the game for D. Russell,,33-60,,
4:47.0,Shooting foul by W. Barton (drawn by M. World Peace),,33-61,,
4:47.0,M. World Peace misses free throw 1 of 2,,33-61,,
4:47.0,Offensive rebound by Team,,33-61,,
4:47.0,M. World Peace makes free throw 2 of 2,1,34-61,,
4:36.0,,,34-61,,J. Hernangomez misses 3-pt shot from 24 ft
4:34.0,Defensive rebound by I. Zubac,,34-61,,
4:30.0,T. Ennis makes 2-pt shot from 1 ft,2,36-61,,
4:30.0,Shooting foul by J. Murray (drawn by T. Ennis),,36-61,,
4:30.0,T. Ennis makes free throw 1 of 1,1,37-61,,
4:30.0,,,36-61,,D. Gallinari enters the game for J. Hernangomez
4:09.0,,,37-61,,J. Murray misses 2-pt shot from 10 ft
4:09.0,Defensive rebound by L. Nance,,37-61,,
4:01.0,I. Zubac misses 2-pt shot from 4 ft,,37-61,,
3:59.0,,,37-61,,Defensive rebound by J. Nelson
3:48.0,,,37-61,,N. Jokic misses 2-pt shot from 3 ft (block by I. Zubac)
3:46.0,Defensive rebound by L. Nance,,37-61,,
3:32.0,L. Nance misses 2-pt shot from 9 ft,,37-61,,
3:31.0,,,37-61,,Defensive rebound by W. Barton
3:25.0,Shooting block foul by T. Ennis (drawn by W. Barton),,37-61,,
3:25.0,,,37-62,1,W. Barton makes free throw 1 of 2
3:25.0,,,37-62,,W. Barton misses free throw 2 of 2
3:25.0,,,37-62,,G. Harris enters the game for J. Murray
3:25.0,,,37-62,,M. Plumlee enters the game for N. Jokic
3:23.0,Defensive rebound by I. Zubac,,37-62,,
3:06.0,,,37-62,,Personal foul by M. Plumlee (drawn by I. Zubac)
2:59.0,Turnover by L. Nance (bad pass),,37-62,,
2:59.0,Official timeout,,37-62,,
2:37.0,,,37-64,2,M. Plumlee makes 2-pt shot from 4 ft
2:37.0,,,37-64,,Loose ball foul by W. Barton (drawn by M. World Peace)
2:23.0,I. Zubac makes 2-pt shot from 6 ft,2,39-64,,
2:08.0,,,39-67,3,W. Barton makes 3-pt shot from 25 ft (assist by G. Harris)
1:51.0,J. Clarkson misses 3-pt shot from 26 ft,,39-67,,
1:50.0,,,39-67,,Defensive rebound by G. Harris
1:33.0,,,39-67,,D. Gallinari misses 3-pt shot from 24 ft
1:32.0,Defensive rebound by L. Nance,,39-67,,
1:18.0,Shooting foul by G. Harris (drawn by M. World Peace),,39-67,,
1:18.0,M. World Peace makes free throw 1 of 2,1,40-67,,
1:18.0,M. World Peace makes free throw 2 of 2,1,41-67,,
0:58.0,,,41-67,,D. Gallinari misses 3-pt shot from 26 ft
0:55.0,Defensive rebound by M. World Peace,,41-67,,
0:48.0,I. Zubac makes 2-pt shot at rim (assist by M. World Peace),2,43-67,,
0:30.0,,,43-67,,G. Harris misses 2-pt shot from 18 ft
0:29.0,Defensive rebound by Team,,43-67,,
0:10.0,J. Clarkson misses 2-pt shot from 2 ft,,43-67,,
0:09.0,Offensive rebound by L. Nance,,43-67,,
0:09.0,L. Nance misses 2-pt shot from 2 ft,,43-67,,
0:08.0,,,43-67,,Defensive rebound by D. Gallinari
0:03.0,,,43-67,,W. Barton misses 2-pt shot from 15 ft
0:01.0,Defensive rebound by M. World Peace,,43-67,,
0:01.0,M. World Peace misses 3-pt shot from 64 ft,,43-67,,
0:00.0,Offensive rebound by Team,,43-67,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:37.0,J. Clarkson misses 2-pt shot from 22 ft,,43-67,,
11:34.0,Offensive rebound by I. Zubac,,43-67,,
11:34.0,I. Zubac makes 2-pt shot from 1 ft,2,45-67,,
11:16.0,,,45-69,2,N. Jokic makes 2-pt shot from 19 ft (assist by M. Plumlee)
10:57.0,D. Nwaba makes 2-pt shot at rim (assist by B. Ingram),2,47-69,,
10:42.0,,,47-72,3,D. Gallinari makes 3-pt shot from 26 ft (assist by N. Jokic)
10:25.0,B. Ingram misses 2-pt shot from 20 ft,,47-72,,
10:25.0,,,47-72,,Defensive rebound by J. Nelson
10:09.0,,,47-75,3,G. Harris makes 3-pt shot from 25 ft (assist by J. Nelson)
9:49.0,J. Clarkson misses 3-pt shot from 25 ft,,47-75,,
9:49.0,,,47-75,,Defensive rebound by N. Jokic
9:40.0,Personal foul by J. Randle (drawn by D. Gallinari),,47-75,,
9:34.0,,,47-77,2,N. Jokic makes 2-pt shot from 18 ft (assist by D. Gallinari)
9:17.0,J. Clarkson misses 2-pt shot from 8 ft (block by J. Nelson),,47-77,,
9:15.0,Offensive rebound by I. Zubac,,47-77,,
9:14.0,Turnover by I. Zubac (lost ball; steal by J. Nelson),,47-77,,
9:09.0,,,47-79,2,M. Plumlee makes 2-pt shot from 2 ft (assist by J. Nelson)
9:09.0,LA Lakers full timeout,,47-79,,
8:49.0,J. Clarkson makes 2-pt shot from 17 ft,2,49-79,,
8:24.0,,,49-79,,G. Harris misses 3-pt shot from 23 ft
8:23.0,,,49-79,,Offensive rebound by Team
8:23.0,,,49-79,,Turnover by Team (shot clock)
8:13.0,B. Ingram makes 2-pt shot from 20 ft,2,51-79,,
7:56.0,,,51-81,2,M. Plumlee makes 2-pt shot at rim (assist by D. Gallinari)
7:43.0,J. Clarkson makes 3-pt shot from 26 ft,3,54-81,,
7:18.0,,,54-81,,G. Harris misses 3-pt shot from 26 ft
7:17.0,Defensive rebound by I. Zubac,,54-81,,
7:12.0,J. Clarkson makes 3-pt shot from 25 ft,3,57-81,,
7:12.0,,,57-81,,Denver full timeout
6:59.0,,,57-83,2,D. Gallinari makes 2-pt shot from 6 ft (assist by N. Jokic)
6:59.0,,,57-83,,Shooting foul by D. Nwaba (drawn by D. Gallinari)
6:59.0,,,57-84,1,D. Gallinari makes free throw 1 of 1
6:39.0,B. Ingram makes 2-pt shot from 19 ft,2,59-84,,
6:19.0,,,59-84,,D. Gallinari misses 2-pt shot from 17 ft
6:18.0,Defensive rebound by J. Randle,,59-84,,
6:06.0,J. Randle misses 2-pt shot from 7 ft,,59-84,,
6:05.0,,,59-84,,Defensive rebound by N. Jokic
5:57.0,,,59-84,,M. Plumlee misses 2-pt shot from 2 ft
5:55.0,,,59-84,,Offensive rebound by Team
5:48.0,,,59-86,2,M. Plumlee makes 2-pt shot at rim (assist by G. Harris)
5:38.0,I. Zubac makes 2-pt shot from 3 ft,2,61-86,,
5:19.0,,,61-86,,N. Jokic misses 3-pt shot from 25 ft
5:18.0,Defensive rebound by I. Zubac,,61-86,,
5:12.0,J. Clarkson misses 3-pt shot from 25 ft,,61-86,,
5:10.0,,,61-86,,Defensive rebound by N. Jokic
5:01.0,,,61-86,,D. Gallinari misses 2-pt shot from 2 ft (block by D. Nwaba)
4:59.0,,,61-86,,Offensive rebound by D. Gallinari
4:48.0,,,61-86,,J. Nelson misses 3-pt shot from 23 ft
4:48.0,Defensive rebound by J. Randle,,61-86,,
4:29.0,B. Ingram makes 2-pt shot from 1 ft,2,63-86,,
4:18.0,,,63-86,,G. Harris misses 3-pt shot from 24 ft
4:17.0,Defensive rebound by J. Randle,,63-86,,
4:13.0,,,63-86,,Personal foul by D. Gallinari (drawn by D. Nwaba)
4:13.0,L. Nance enters the game for D. Nwaba,,63-86,,
4:13.0,D. Russell enters the game for J. Randle,,63-86,,
4:13.0,,,63-86,,J. Murray enters the game for M. Plumlee
4:13.0,,,63-86,,W. Barton enters the game for G. Harris
4:04.0,D. Russell misses 2-pt shot from 14 ft,,63-86,,
4:04.0,Offensive rebound by I. Zubac,,63-86,,
4:04.0,I. Zubac makes 2-pt shot from 2 ft,2,65-86,,
4:04.0,,,65-86,,Denver full timeout
4:04.0,,,65-86,,J. Hernangomez enters the game for D. Gallinari
3:53.0,,,65-86,,J. Murray misses 3-pt shot from 27 ft
3:52.0,Defensive rebound by L. Nance,,65-86,,
3:41.0,I. Zubac makes 2-pt shot from 5 ft (assist by D. Russell),2,67-86,,
3:27.0,,,67-88,2,N. Jokic makes 2-pt shot from 19 ft (assist by J. Murray)
3:11.0,J. Clarkson misses 3-pt shot from 24 ft,,67-88,,
3:10.0,Offensive rebound by I. Zubac,,67-88,,
3:06.0,D. Russell makes 3-pt shot from 25 ft (assist by I. Zubac),3,70-88,,
2:53.0,,,70-88,,N. Jokic misses 3-pt shot from 27 ft
2:52.0,,,70-88,,Offensive rebound by J. Murray
2:50.0,,,70-88,,Turnover by J. Murray (bad pass; steal by D. Russell)
2:45.0,Shooting foul by J. Nelson (drawn by D. Russell),,70-88,,
2:45.0,D. Russell misses free throw 1 of 2,,70-88,,
2:45.0,Offensive rebound by Team,,70-88,,
2:45.0,D. Russell misses free throw 2 of 2,,70-88,,
2:45.0,,,70-88,,M. Plumlee enters the game for N. Jokic
2:45.0,T. Black enters the game for I. Zubac,,70-88,,
2:43.0,,,70-88,,Defensive rebound by M. Plumlee
2:28.0,,,70-91,3,J. Nelson makes 3-pt shot from 25 ft (assist by W. Barton)
2:15.0,D. Russell misses 3-pt shot from 26 ft,,70-91,,
2:15.0,,,70-91,,Defensive rebound by J. Nelson
2:07.0,,,70-91,,J. Nelson misses 3-pt shot from 25 ft
2:06.0,Defensive rebound by L. Nance,,70-91,,
1:57.0,B. Ingram makes 2-pt shot from 19 ft,2,72-91,,
1:43.0,,,72-93,2,J. Nelson makes 2-pt shot from 2 ft (assist by W. Barton)
1:35.0,Turnover by T. Black (bad pass; steal by J. Murray),,72-93,,
1:33.0,Personal take foul by D. Russell (drawn by J. Murray),,72-93,,
1:20.0,,,72-93,,Turnover by J. Hernangomez (traveling)
0:59.0,B. Ingram misses 2-pt shot from 11 ft,,72-93,,
0:59.0,,,72-93,,Defensive rebound by M. Plumlee
0:44.0,,,72-93,,Turnover by J. Murray (bad pass; steal by L. Nance)
0:36.0,J. Clarkson misses 2-pt shot from 3 ft,,72-93,,
0:35.0,Offensive rebound by L. Nance,,72-93,,
0:35.0,L. Nance makes 2-pt shot from 2 ft,2,74-93,,
0:23.0,,,74-93,,W. Barton misses 3-pt shot from 25 ft
0:22.0,Defensive rebound by D. Russell,,74-93,,
0:05.0,,,74-93,,Personal take foul by J. Nelson (drawn by J. Clarkson)
0:05.0,,,74-93,,G. Harris enters the game for J. Nelson
0:00.0,J. Clarkson makes 2-pt shot at rim,2,76-93,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,,,76-96,3,D. Gallinari makes 3-pt shot from 25 ft (assist by G. Harris)
11:28.0,T. Black misses 2-pt shot from 3 ft (block by D. Gallinari),,76-96,,
11:27.0,,,76-96,,Defensive rebound by G. Harris
11:24.0,,,76-98,2,J. Murray makes 2-pt shot at rim (assist by G. Harris)
11:12.0,Turnover by B. Ingram (traveling),,76-98,,
10:51.0,,,76-98,,Shooting foul by L. Nance (drawn by M. Plumlee)
10:51.0,,,76-98,,M. Plumlee misses free throw 1 of 2
10:51.0,,,76-98,,Offensive rebound by Team
10:51.0,,,76-99,1,M. Plumlee makes free throw 2 of 2
10:42.0,,,76-99,,Personal foul by M. Plumlee (drawn by T. Black)
10:34.0,L. Nance misses 2-pt shot from 10 ft,,76-99,,
10:33.0,,,76-99,,Defensive rebound by Team
10:33.0,Loose ball foul by T. Black (drawn by M. Plumlee),,76-99,,
10:33.0,T. Ennis enters the game for J. Clarkson,,76-99,,
10:19.0,,,76-99,,Turnover by G. Harris (bad pass; steal by B. Ingram)
10:15.0,Turnover by T. Black (lost ball),,76-99,,
10:02.0,,,76-102,3,J. Murray makes 3-pt shot from 23 ft (assist by W. Barton)
9:47.0,D. Russell misses 2-pt shot from 7 ft,,76-102,,
9:46.0,Offensive rebound by L. Nance,,76-102,,
9:46.0,L. Nance misses 2-pt shot from 2 ft,,76-102,,
9:45.0,,,76-102,,Defensive rebound by M. Plumlee
9:42.0,,,76-102,,Turnover by M. Plumlee (bad pass)
9:20.0,D. Russell misses 3-pt shot from 25 ft,,76-102,,
9:19.0,,,76-102,,Defensive rebound by J. Murray
9:07.0,,,76-104,2,M. Plumlee makes 2-pt shot at rim (assist by D. Gallinari)
8:54.0,,,76-104,,Def 3 sec tech foul by M. Plumlee
8:54.0,Official timeout,,76-104,,
8:54.0,T. Ennis makes technical free throw,1,77-104,,
8:54.0,C. Brewer enters the game for L. Nance,,76-104,,
8:54.0,I. Zubac enters the game for T. Black,,76-104,,
8:43.0,I. Zubac makes 2-pt shot from 1 ft (assist by D. Russell),2,79-104,,
8:29.0,,,79-104,,G. Harris misses 3-pt shot from 24 ft
8:28.0,Defensive rebound by I. Zubac,,79-104,,
8:16.0,B. Ingram misses 3-pt shot from 25 ft,,79-104,,
8:15.0,,,79-104,,Defensive rebound by M. Plumlee
8:03.0,,,79-104,,Shooting foul by T. Ennis (drawn by G. Harris)
8:03.0,,,79-105,1,G. Harris makes free throw 1 of 2
8:03.0,,,79-106,1,G. Harris makes free throw 2 of 2
7:49.0,I. Zubac makes 2-pt shot from 11 ft (assist by T. Ennis),2,81-106,,
7:28.0,,,81-109,3,W. Barton makes 3-pt shot from 24 ft
7:12.0,B. Ingram makes 2-pt shot from 2 ft,2,83-109,,
7:04.0,,,83-112,3,J. Murray makes 3-pt shot from 25 ft
6:57.0,,,83-112,,Personal foul by W. Barton (drawn by B. Ingram)
6:40.0,T. Ennis misses 2-pt shot from 2 ft,,83-112,,
6:39.0,Offensive rebound by T. Ennis,,83-112,,
6:32.0,B. Ingram misses 3-pt shot from 24 ft,,83-112,,
6:32.0,,,83-112,,Defensive rebound by M. Plumlee
6:26.0,,,83-112,,W. Barton misses 3-pt shot from 24 ft
6:23.0,Defensive rebound by C. Brewer,,83-112,,
6:21.0,Shooting foul by J. Murray (drawn by C. Brewer),,83-112,,
6:21.0,C. Brewer misses free throw 1 of 2,,83-112,,
6:21.0,Offensive rebound by Team,,83-112,,
6:21.0,C. Brewer makes free throw 2 of 2,1,84-112,,
5:59.0,,,84-112,,J. Murray misses 3-pt shot from 27 ft
5:57.0,Defensive rebound by B. Ingram,,84-112,,
5:53.0,,,84-112,,Personal foul by J. Murray (drawn by I. Zubac)
5:53.0,,,84-112,,Denver full timeout
5:53.0,,,84-112,,J. Hernangomez enters the game for D. Gallinari
5:35.0,T. Ennis misses 3-pt shot from 29 ft,,84-112,,
5:34.0,Offensive rebound by C. Brewer,,84-112,,
5:30.0,C. Brewer makes 2-pt shot from 2 ft,2,86-112,,
5:15.0,Personal foul by C. Brewer (drawn by M. Plumlee),,86-112,,
