time,Philadelphia,pts.away,score,pts.home,Charlotte
1:09.0,,,25-17,,Turnover by B. Roberts (lost ball)
0:57.0,S. Rodriguez makes 2-pt shot from 14 ft,2,27-17,,
0:57.0,,,27-17,,Loose ball foul by M. Williams (drawn by N. Noel)
0:57.0,N. Noel makes free throw 1 of 1,1,28-17,,
0:43.0,,,28-20,3,B. Roberts makes 3-pt shot from 23 ft (assist by M. Belinelli)
0:31.0,T. Luwawu-Cabarrot misses 2-pt shot from 2 ft (block by M. Belinelli),,28-20,,
0:31.0,,,28-20,,Defensive rebound by Team
0:23.0,,,28-22,2,M. Plumlee makes 2-pt shot at rim (assist by M. Belinelli)
0:00.0,S. Rodriguez makes 3-pt shot from 26 ft,3,31-22,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,,,31-22,,M. Belinelli misses 3-pt shot from 25 ft
11:47.0,Defensive rebound by N. Stauskas,,31-22,,
11:39.0,Turnover by N. Stauskas (lost ball; steal by J. Lamb),,31-22,,
11:28.0,,,31-25,3,B. Roberts makes 3-pt shot from 24 ft (assist by M. Belinelli)
11:13.0,Turnover by D. Saric (bad pass; steal by M. Plumlee),,31-25,,
10:49.0,,,31-27,2,M. Plumlee makes 2-pt shot at rim (assist by B. Roberts)
10:27.0,N. Stauskas makes 3-pt shot from 23 ft (assist by T. Luwawu-Cabarrot),3,34-27,,
10:15.0,,,34-27,,Turnover by B. Roberts (bad pass; steal by N. Stauskas)
10:10.0,D. Saric makes 2-pt shot at rim (assist by S. Rodriguez),2,36-27,,
9:52.0,Personal foul by T. Luwawu-Cabarrot (drawn by M. Belinelli),,36-27,,
9:52.0,G. Henderson enters the game for T. Luwawu-Cabarrot,,36-27,,
9:52.0,,,36-27,,N. Batum enters the game for J. Lamb
9:44.0,,,36-27,,B. Roberts misses 2-pt shot from 18 ft
9:43.0,Defensive rebound by D. Saric,,36-27,,
9:31.0,D. Saric misses 3-pt shot from 24 ft,,36-27,,
9:30.0,,,36-27,,Defensive rebound by M. Plumlee
9:19.0,,,36-30,3,M. Belinelli makes 3-pt shot from 25 ft (assist by N. Batum)
9:18.0,Philadelphia full timeout,,36-30,,
9:18.0,R. Covington enters the game for N. Stauskas,,36-30,,
9:11.0,,,36-30,,Personal foul by M. Plumlee (drawn by N. Noel)
8:57.0,S. Rodriguez misses 2-pt shot from 20 ft,,36-30,,
8:56.0,Offensive rebound by D. Saric,,36-30,,
8:56.0,D. Saric makes 2-pt shot at rim,2,38-30,,
8:36.0,,,38-30,,Turnover by M. Belinelli (lost ball; steal by N. Noel)
8:31.0,S. Rodriguez misses 3-pt shot from 25 ft,,38-30,,
8:30.0,Offensive rebound by R. Covington,,38-30,,
8:30.0,R. Covington misses 2-pt shot at rim,,38-30,,
8:27.0,,,38-30,,Defensive rebound by M. Plumlee
8:15.0,,,38-30,,Turnover by M. Plumlee (3 sec)
8:15.0,E. Ilyasova enters the game for D. Saric,,38-30,,
8:15.0,,,38-30,,F. Kaminsky enters the game for M. Plumlee
8:15.0,,,38-30,,K. Walker enters the game for B. Roberts
8:00.0,G. Henderson misses 3-pt shot from 25 ft,,38-30,,
7:59.0,,,38-30,,Defensive rebound by F. Kaminsky
7:47.0,,,38-32,2,K. Walker makes 2-pt shot from 2 ft
7:38.0,Turnover by S. Rodriguez (bad pass; steal by F. Kaminsky),,38-32,,
7:31.0,Personal foul by S. Rodriguez (drawn by K. Walker),,38-32,,
7:31.0,T. McConnell enters the game for S. Rodriguez,,38-32,,
7:23.0,,,38-32,,F. Kaminsky misses 3-pt shot from 26 ft
7:22.0,Defensive rebound by E. Ilyasova,,38-32,,
7:00.0,T. McConnell makes 2-pt shot from 1 ft,2,40-32,,
6:44.0,,,40-32,,Shooting foul by R. Covington (drawn by N. Batum)
6:44.0,,,40-33,1,N. Batum makes free throw 1 of 3
6:44.0,,,40-34,1,N. Batum makes free throw 2 of 3
6:44.0,,,40-35,1,N. Batum makes free throw 3 of 3
6:44.0,,,40-34,,M. Kidd-Gilchrist enters the game for M. Williams
6:33.0,N. Noel makes 2-pt shot from 1 ft (assist by E. Ilyasova),2,42-35,,
6:28.0,,,42-35,,Charlotte full timeout
6:28.0,N. Stauskas enters the game for R. Covington,,42-35,,
6:15.0,,,42-35,,M. Belinelli misses 3-pt shot from 27 ft
6:14.0,Defensive rebound by T. McConnell,,42-35,,
6:07.0,Turnover by N. Noel (bad pass; steal by M. Kidd-Gilchrist),,42-35,,
5:56.0,,,42-37,2,K. Walker makes 2-pt shot from 19 ft (assist by F. Kaminsky)
5:39.0,N. Stauskas misses 2-pt shot from 1 ft,,42-37,,
5:38.0,,,42-37,,Defensive rebound by Team
5:27.0,Personal foul by G. Henderson (drawn by N. Batum),,42-37,,
5:14.0,,,42-37,,F. Kaminsky misses 2-pt shot from 13 ft
5:13.0,Defensive rebound by E. Ilyasova,,42-37,,
4:58.0,E. Ilyasova misses 2-pt shot from 1 ft (block by F. Kaminsky),,42-37,,
4:57.0,,,42-37,,Defensive rebound by M. Kidd-Gilchrist
4:51.0,,,42-39,2,M. Kidd-Gilchrist makes 2-pt shot from 1 ft
4:30.0,T. McConnell misses 2-pt shot from 2 ft,,42-39,,
4:29.0,,,42-39,,Defensive rebound by M. Belinelli
4:26.0,,,42-39,,Offensive charge foul by K. Walker
4:26.0,,,42-39,,Turnover by K. Walker (offensive foul)
4:26.0,R. Holmes enters the game for N. Noel,,42-39,,
4:00.0,N. Stauskas misses 3-pt shot from 26 ft,,42-39,,
3:57.0,Offensive rebound by E. Ilyasova,,42-39,,
3:50.0,,,42-39,,M. Williams enters the game for M. Kidd-Gilchrist
3:41.0,Shooting foul by F. Kaminsky (drawn by N. Stauskas),,42-39,,
3:41.0,N. Stauskas misses free throw 1 of 2,,42-39,,
3:41.0,Offensive rebound by Team,,42-39,,
3:41.0,N. Stauskas makes free throw 2 of 2,1,43-39,,
3:27.0,,,43-39,,F. Kaminsky misses 2-pt shot from 18 ft
3:26.0,Defensive rebound by E. Ilyasova,,43-39,,
3:12.0,Turnover by T. McConnell (bad pass),,43-39,,
3:12.0,D. Saric enters the game for G. Henderson,,43-39,,
3:05.0,,,43-39,,Shooting foul by T. McConnell (drawn by K. Walker)
3:05.0,,,43-40,1,K. Walker makes free throw 1 of 2
3:05.0,,,43-41,1,K. Walker makes free throw 2 of 2
2:53.0,T. McConnell makes 2-pt shot from 2 ft,2,45-41,,
2:38.0,,,45-43,2,K. Walker makes 2-pt shot from 18 ft
2:21.0,E. Ilyasova misses 3-pt shot from 23 ft,,45-43,,
2:20.0,,,45-43,,Defensive rebound by F. Kaminsky
2:11.0,,,45-43,,F. Kaminsky misses 3-pt shot from 25 ft
2:10.0,Defensive rebound by D. Saric,,45-43,,
2:02.0,Turnover by T. McConnell (lost ball; steal by K. Walker),,45-43,,
1:55.0,,,45-45,2,M. Williams makes 2-pt shot at rim (assist by M. Belinelli)
1:40.0,E. Ilyasova misses 3-pt shot from 25 ft,,45-45,,
1:39.0,,,45-45,,Defensive rebound by F. Kaminsky
1:36.0,Personal foul by E. Ilyasova (drawn by K. Walker),,45-45,,
1:36.0,Official timeout,,45-45,,
1:36.0,,,45-46,1,K. Walker makes free throw 1 of 2
1:36.0,,,45-47,1,K. Walker makes free throw 2 of 2
1:21.0,E. Ilyasova misses 3-pt shot from 25 ft,,45-47,,
1:21.0,,,45-47,,Defensive rebound by M. Belinelli
1:02.0,,,45-47,,K. Walker misses 2-pt shot from 19 ft
1:01.0,Defensive rebound by R. Holmes,,45-47,,
0:51.0,D. Saric makes 3-pt shot from 25 ft,3,48-47,,
0:39.0,,,48-47,,K. Walker misses 3-pt shot from 25 ft
0:38.0,Defensive rebound by N. Stauskas,,48-47,,
0:19.0,N. Stauskas misses 2-pt shot from 7 ft,,48-47,,
0:17.0,,,48-47,,Defensive rebound by F. Kaminsky
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,,,48-50,3,N. Batum makes 3-pt shot from 25 ft (assist by K. Walker)
11:20.0,N. Noel misses 2-pt shot from 18 ft,,48-50,,
11:19.0,,,48-50,,Defensive rebound by K. Walker
11:10.0,,,48-50,,M. Williams misses 3-pt shot from 27 ft
11:08.0,Defensive rebound by N. Noel,,48-50,,
10:57.0,Offensive foul by R. Covington,,48-50,,
10:57.0,Turnover by R. Covington (offensive foul),,48-50,,
10:43.0,,,48-50,,N. Batum misses 3-pt shot from 25 ft
10:42.0,Defensive rebound by E. Ilyasova,,48-50,,
10:33.0,G. Henderson makes 2-pt shot from 12 ft,2,50-50,,
10:11.0,,,50-52,2,K. Walker makes 2-pt shot from 1 ft
9:51.0,Turnover by R. Covington (bad pass),,50-52,,
9:39.0,,,50-54,2,K. Walker makes 2-pt shot from 16 ft
9:37.0,Philadelphia full timeout,,50-54,,
9:27.0,N. Noel makes 2-pt shot from 1 ft (assist by T. McConnell),2,52-54,,
9:07.0,,,52-54,,N. Batum misses 2-pt shot from 18 ft
9:06.0,Defensive rebound by N. Noel,,52-54,,
8:54.0,Turnover by R. Covington (lost ball),,52-54,,
8:43.0,,,52-54,,F. Kaminsky misses 3-pt shot from 25 ft
8:42.0,Defensive rebound by E. Ilyasova,,52-54,,
8:30.0,R. Covington makes 3-pt shot from 25 ft (assist by G. Henderson),3,55-54,,
8:13.0,,,55-56,2,K. Walker makes 2-pt shot from 18 ft
8:02.0,R. Covington makes 2-pt shot from 1 ft (assist by T. McConnell),2,57-56,,
7:50.0,,,57-58,2,F. Kaminsky makes 2-pt shot from 1 ft (assist by N. Batum)
7:50.0,,,57-58,,Shooting foul by E. Ilyasova (drawn by F. Kaminsky)
7:50.0,,,57-58,,F. Kaminsky misses free throw 1 of 1
7:48.0,Defensive rebound by E. Ilyasova,,57-58,,
7:39.0,Turnover by E. Ilyasova (traveling),,57-58,,
7:24.0,,,57-58,,Turnover by F. Kaminsky (lost ball; steal by N. Noel)
7:19.0,G. Henderson makes 2-pt shot from 1 ft,2,59-58,,
7:09.0,,,59-58,,Shooting foul by E. Ilyasova (drawn by M. Williams)
7:09.0,,,59-59,1,M. Williams makes free throw 1 of 2
7:09.0,,,59-60,1,M. Williams makes free throw 2 of 2
6:57.0,Turnover by R. Covington (bad pass; steal by N. Batum),,59-60,,
6:54.0,,,59-60,,N. Batum misses 2-pt shot from 2 ft (block by N. Noel)
6:54.0,,,59-60,,Offensive rebound by F. Kaminsky
6:54.0,,,59-62,2,F. Kaminsky makes 2-pt shot from 1 ft
6:54.0,,,59-62,,Shooting foul by G. Henderson (drawn by F. Kaminsky)
6:54.0,,,59-63,1,F. Kaminsky makes free throw 1 of 1
6:41.0,T. McConnell makes 2-pt shot from 1 ft (assist by E. Ilyasova),2,61-63,,
6:29.0,Personal foul by G. Henderson (drawn by F. Kaminsky),,61-63,,
6:29.0,D. Saric enters the game for E. Ilyasova,,61-63,,
6:21.0,,,61-63,,K. Walker misses 2-pt shot from 1 ft (block by R. Covington)
6:20.0,Defensive rebound by D. Saric,,61-63,,
6:05.0,R. Covington misses 3-pt shot from 25 ft,,61-63,,
6:04.0,,,61-63,,Defensive rebound by K. Walker
5:53.0,,,61-63,,M. Williams misses 3-pt shot from 26 ft
5:52.0,Defensive rebound by N. Noel,,61-63,,
5:47.0,R. Holmes enters the game for N. Noel,,61-63,,
5:47.0,,,61-63,,J. Lamb enters the game for M. Williams
5:47.0,,,61-63,,Violation by Team (jump ball)
5:33.0,G. Henderson misses 2-pt shot from 2 ft,,61-63,,
5:31.0,Offensive rebound by D. Saric,,61-63,,
5:31.0,D. Saric misses 2-pt shot from 2 ft,,61-63,,
5:30.0,Offensive rebound by R. Covington,,61-63,,
5:25.0,R. Covington makes 2-pt shot from 2 ft,2,63-63,,
5:25.0,Shooting foul by J. Lamb (drawn by R. Covington),,63-63,,
5:25.0,R. Covington makes free throw 1 of 1,1,64-63,,
5:11.0,,,64-63,,N. Batum misses 2-pt shot from 18 ft
5:10.0,Defensive rebound by D. Saric,,64-63,,
5:04.0,D. Saric makes 2-pt shot from 16 ft (assist by R. Covington),2,66-63,,
4:44.0,,,66-63,,F. Kaminsky misses 2-pt shot from 5 ft (block by D. Saric)
4:42.0,Defensive rebound by D. Saric,,66-63,,
4:37.0,R. Covington makes 3-pt shot from 25 ft (assist by D. Saric),3,69-63,,
4:37.0,,,69-63,,Charlotte full timeout
4:37.0,N. Stauskas enters the game for G. Henderson,,69-63,,
4:16.0,,,69-63,,K. Walker misses 2-pt shot from 14 ft
4:15.0,Defensive rebound by D. Saric,,69-63,,
4:07.0,R. Covington misses 3-pt shot from 25 ft,,69-63,,
4:07.0,,,69-63,,Defensive rebound by Team
3:54.0,,,69-63,,K. Walker misses 3-pt shot from 25 ft
3:53.0,Defensive rebound by Team,,69-63,,
3:53.0,,,69-63,,M. Belinelli enters the game for N. Batum
3:43.0,Turnover by D. Saric (lost ball; steal by M. Kidd-Gilchrist),,69-63,,
3:41.0,,,69-65,2,K. Walker makes 2-pt shot from 1 ft
3:41.0,,,69-65,,Shooting foul by N. Stauskas (drawn by K. Walker)
3:41.0,,,69-66,1,K. Walker makes free throw 1 of 1
3:41.0,T. Luwawu-Cabarrot enters the game for R. Covington,,69-65,,
3:33.0,T. Luwawu-Cabarrot makes 3-pt shot from 25 ft (assist by T. McConnell),3,72-66,,
3:11.0,,,72-66,,F. Kaminsky misses 3-pt shot from 25 ft
3:10.0,Defensive rebound by D. Saric,,72-66,,
2:57.0,N. Stauskas misses 2-pt shot from 2 ft,,72-66,,
2:56.0,,,72-66,,Defensive rebound by F. Kaminsky
2:44.0,,,72-66,,J. Lamb misses 2-pt shot from 2 ft
2:43.0,Defensive rebound by R. Holmes,,72-66,,
2:31.0,R. Holmes makes 2-pt shot from 2 ft (assist by T. McConnell),2,74-66,,
2:11.0,,,74-68,2,F. Kaminsky makes 2-pt shot from 2 ft
2:08.0,,,74-68,,Personal foul by M. Belinelli (drawn by T. Luwawu-Cabarrot)
2:08.0,,,74-68,,M. Plumlee enters the game for M. Kidd-Gilchrist
2:08.0,,,74-68,,B. Roberts enters the game for F. Kaminsky
2:08.0,,,74-68,,M. Williams enters the game for K. Walker
1:58.0,T. McConnell makes 2-pt shot from 1 ft,2,76-68,,
1:36.0,,,76-68,,M. Belinelli misses 2-pt shot from 16 ft
1:35.0,Defensive rebound by D. Saric,,76-68,,
1:31.0,Shooting foul by J. Lamb (drawn by R. Holmes),,76-68,,
1:31.0,R. Holmes misses free throw 1 of 2,,76-68,,
1:31.0,Offensive rebound by Team,,76-68,,
1:31.0,R. Holmes misses free throw 2 of 2,,76-68,,
1:31.0,S. Rodriguez enters the game for T. McConnell,,76-68,,
1:30.0,Offensive rebound by N. Stauskas,,76-68,,
1:11.0,T. Luwawu-Cabarrot misses 2-pt shot from 2 ft,,76-68,,
1:11.0,Offensive rebound by R. Holmes,,76-68,,
1:11.0,Shooting foul by M. Plumlee (drawn by R. Holmes),,76-68,,
1:11.0,R. Holmes misses free throw 1 of 2,,76-68,,
1:11.0,Offensive rebound by Team,,76-68,,
1:11.0,R. Holmes makes free throw 2 of 2,1,77-68,,
0:59.0,,,77-68,,M. Belinelli misses 2-pt shot from 17 ft (block by R. Holmes)
0:57.0,Defensive rebound by N. Stauskas,,77-68,,
0:40.0,S. Rodriguez makes 3-pt shot from 25 ft (assist by D. Saric),3,80-68,,
0:29.0,,,80-71,3,J. Lamb makes 3-pt shot from 23 ft (assist by B. Roberts)
0:06.0,Turnover by Team (shot clock),,80-71,,
0:01.0,,,80-71,,Shooting foul by N. Stauskas (drawn by J. Lamb)
0:01.0,,,80-72,1,J. Lamb makes free throw 1 of 2
0:01.0,,,80-72,,J. Lamb misses free throw 2 of 2
0:01.0,R. Covington enters the game for T. Luwawu-Cabarrot,,80-72,,
0:00.0,Defensive rebound by D. Saric,,80-72,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,T. Luwawu-Cabarrot makes 2-pt shot from 1 ft,2,82-72,,
11:24.0,,,82-74,2,J. Lamb makes 2-pt shot from 18 ft (assist by M. Williams)
11:00.0,Turnover by S. Rodriguez (bad pass; steal by M. Belinelli),,82-74,,
10:57.0,,,82-74,,Turnover by M. Belinelli (lost ball; steal by N. Noel)
10:53.0,D. Saric makes 2-pt shot at rim (assist by S. Rodriguez),2,84-74,,
10:43.0,,,84-74,,Shooting foul by D. Saric (drawn by B. Roberts)
10:43.0,,,84-75,1,B. Roberts makes free throw 1 of 2
10:43.0,,,84-76,1,B. Roberts makes free throw 2 of 2
10:43.0,,,84-75,,N. Batum enters the game for M. Belinelli
10:31.0,Shooting foul by J. Lamb (drawn by N. Noel),,84-76,,
10:31.0,N. Noel misses free throw 1 of 2,,84-76,,
10:31.0,Offensive rebound by Team,,84-76,,
10:31.0,N. Noel makes free throw 2 of 2,1,85-76,,
10:31.0,,,84-76,,K. Walker enters the game for B. Roberts
10:17.0,,,85-76,,J. Lamb misses 2-pt shot from 15 ft
10:15.0,Defensive rebound by N. Stauskas,,85-76,,
10:05.0,N. Stauskas misses 2-pt shot from 1 ft,,85-76,,
10:05.0,Offensive rebound by N. Noel,,85-76,,
10:05.0,N. Noel makes 2-pt shot from 1 ft,2,87-76,,
10:05.0,,,87-76,,Charlotte full timeout
10:05.0,,,87-76,,M. Kidd-Gilchrist enters the game for J. Lamb
9:51.0,,,87-79,3,K. Walker makes 3-pt shot from 24 ft (assist by N. Batum)
9:28.0,D. Saric misses 3-pt shot from 25 ft,,87-79,,
9:27.0,,,87-79,,Defensive rebound by K. Walker
9:24.0,Personal foul by S. Rodriguez (drawn by K. Walker),,87-79,,
9:19.0,,,87-79,,Shooting foul by S. Rodriguez (drawn by K. Walker)
9:19.0,,,87-79,,K. Walker misses free throw 1 of 3
9:19.0,,,87-79,,Offensive rebound by Team
9:19.0,,,87-80,1,K. Walker makes free throw 2 of 3
9:19.0,,,87-80,,K. Walker misses free throw 3 of 3
9:17.0,Defensive rebound by N. Noel,,87-80,,
9:02.0,N. Stauskas makes 2-pt shot at rim (assist by S. Rodriguez),2,89-80,,
8:48.0,,,89-80,,N. Batum misses 3-pt shot from 24 ft
8:45.0,,,89-80,,Offensive rebound by M. Kidd-Gilchrist
8:39.0,,,89-80,,M. Williams misses 3-pt shot from 24 ft
8:38.0,,,89-80,,Offensive rebound by M. Kidd-Gilchrist
8:35.0,,,89-80,,M. Williams misses 3-pt shot from 24 ft
8:35.0,Defensive rebound by Team,,89-80,,
8:35.0,,,89-80,,Loose ball foul by M. Kidd-Gilchrist (drawn by N. Stauskas)
8:35.0,T. McConnell enters the game for N. Noel,,89-80,,
8:35.0,R. Covington enters the game for N. Stauskas,,89-80,,
8:35.0,R. Holmes enters the game for S. Rodriguez,,89-80,,
8:35.0,G. Henderson enters the game for T. Luwawu-Cabarrot,,89-80,,
8:14.0,,,89-80,,Personal foul by M. Kidd-Gilchrist (drawn by G. Henderson)
8:14.0,G. Henderson makes free throw 1 of 2,1,90-80,,
8:14.0,G. Henderson makes free throw 2 of 2,1,91-80,,
8:02.0,,,91-82,2,N. Batum makes 2-pt shot at rim
7:39.0,T. McConnell makes 2-pt shot from 1 ft (assist by D. Saric),2,93-82,,
7:17.0,,,93-82,,K. Walker misses 2-pt shot from 1 ft
7:16.0,Defensive rebound by G. Henderson,,93-82,,
7:11.0,D. Saric makes 3-pt shot from 24 ft (assist by T. McConnell),3,96-82,,
7:11.0,,,96-82,,Charlotte full timeout
7:11.0,,,96-82,,M. Belinelli enters the game for M. Williams
6:50.0,,,96-82,,F. Kaminsky misses 2-pt shot from 6 ft
6:49.0,Defensive rebound by G. Henderson,,96-82,,
6:41.0,D. Saric misses 2-pt shot from 1 ft,,96-82,,
6:39.0,,,96-82,,Defensive rebound by M. Belinelli
6:37.0,,,96-82,,Turnover by M. Belinelli (bad pass; steal by R. Covington)
6:22.0,R. Covington misses 3-pt shot from 25 ft,,96-82,,
6:21.0,,,96-82,,Defensive rebound by Team
6:11.0,Violation by R. Holmes (def goaltending),,96-82,,
6:11.0,,,96-84,2,F. Kaminsky makes 2-pt shot from 4 ft
5:58.0,T. McConnell makes 2-pt shot from 1 ft,2,98-84,,
5:42.0,,,98-87,3,F. Kaminsky makes 3-pt shot from 24 ft (assist by M. Kidd-Gilchrist)
5:42.0,Philadelphia full timeout,,98-87,,
5:25.0,Turnover by G. Henderson (lost ball; steal by K. Walker),,98-87,,
5:22.0,,,98-87,,Turnover by M. Kidd-Gilchrist (bad pass; steal by T. McConnell)
5:16.0,D. Saric makes 2-pt shot from 1 ft (assist by T. McConnell),2,100-87,,
4:56.0,,,100-90,3,N. Batum makes 3-pt shot from 27 ft (assist by K. Walker)
4:38.0,G. Henderson misses 3-pt shot from 23 ft,,100-90,,
4:37.0,,,100-90,,Defensive rebound by M. Belinelli
