time,Memphis,pts.away,score,pts.home,San Antonio
3:05.0,,,48-51,2,P. Gasol makes 2-pt shot from 5 ft
2:51.0,B. Wright misses 2-pt shot from 8 ft,,48-51,,
2:50.0,,,48-51,,Defensive rebound by K. Anderson
2:40.0,,,48-54,3,P. Gasol makes 3-pt shot from 25 ft (assist by P. Mills)
2:22.0,W. Baldwin misses 2-pt shot from 9 ft,,48-54,,
2:20.0,Offensive rebound by Z. Randolph,,48-54,,
2:19.0,Z. Randolph makes 2-pt shot from 3 ft,2,50-54,,
1:56.0,,,50-54,,K. Anderson misses 3-pt shot from 23 ft
1:54.0,,,50-54,,Offensive rebound by P. Mills
1:51.0,,,50-54,,B. Forbes misses 3-pt shot from 24 ft
1:48.0,,,50-54,,Offensive rebound by D. Lee
1:41.0,,,50-56,2,K. Anderson makes 2-pt shot from 2 ft (assist by B. Forbes)
1:41.0,Memphis full timeout,,50-56,,
1:22.0,Turnover by J. Ennis (step out of bounds),,50-56,,
1:22.0,M. Gasol enters the game for B. Wright,,50-56,,
1:22.0,W. Selden enters the game for J. Ennis,,50-56,,
1:01.0,,,50-58,2,P. Mills makes 2-pt shot from 18 ft
0:44.0,,,50-58,,Personal foul by D. Lee (drawn by Z. Randolph)
0:34.0,Shooting foul by D. Lee (drawn by Z. Randolph),,50-58,,
0:34.0,Z. Randolph misses free throw 1 of 2,,50-58,,
0:34.0,Offensive rebound by Team,,50-58,,
0:34.0,Z. Randolph makes free throw 2 of 2,1,51-58,,
0:22.0,,,51-60,2,P. Gasol makes 2-pt shot from 14 ft (assist by B. Forbes)
0:07.0,W. Baldwin misses 2-pt shot from 3 ft,,51-60,,
0:06.0,,,51-60,,Defensive rebound by P. Mills
0:01.0,,,51-60,,P. Mills misses 2-pt shot from 2 ft
0:00.0,Defensive rebound by Z. Randolph,,51-60,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,Z. Randolph makes 2-pt shot from 2 ft (assist by M. Gasol),2,53-60,,
11:39.0,Personal foul by M. Gasol (drawn by K. Anderson),,53-60,,
11:33.0,,,53-63,3,P. Mills makes 3-pt shot from 25 ft
11:11.0,,,53-63,,Personal foul by K. Anderson (drawn by M. Gasol)
11:02.0,W. Selden misses 2-pt shot from 12 ft,,53-63,,
11:01.0,Offensive rebound by Z. Randolph,,53-63,,
11:01.0,Z. Randolph misses 2-pt shot from 1 ft,,53-63,,
11:01.0,Offensive rebound by Team,,53-63,,
11:01.0,,,53-63,,L. Aldridge enters the game for P. Gasol
10:48.0,W. Baldwin misses 2-pt shot from 7 ft (block by L. Aldridge),,53-63,,
10:45.0,,,53-63,,Defensive rebound by K. Anderson
10:45.0,V. Carter enters the game for W. Selden,,53-63,,
10:45.0,M. Conley enters the game for W. Baldwin,,53-63,,
10:25.0,,,53-63,,D. Lee misses 2-pt shot from 18 ft
10:23.0,Defensive rebound by Team,,53-63,,
10:02.0,V. Carter makes 3-pt shot from 26 ft (assist by M. Conley),3,56-63,,
9:45.0,,,56-65,2,K. Anderson makes 2-pt shot from 15 ft (assist by D. Lee)
9:20.0,Z. Randolph makes 2-pt shot at rim (assist by M. Gasol),2,58-65,,
9:03.0,,,58-65,,B. Forbes misses 2-pt shot from 19 ft
9:01.0,Defensive rebound by Team,,58-65,,
9:01.0,,,58-65,,T. Parker enters the game for P. Mills
8:46.0,M. Conley misses 2-pt shot from 2 ft,,58-65,,
8:45.0,Offensive rebound by Z. Randolph,,58-65,,
8:44.0,Z. Randolph makes 2-pt shot from 2 ft,2,60-65,,
8:44.0,,,60-65,,San Antonio full timeout
8:44.0,,,60-65,,K. Leonard enters the game for K. Anderson
8:19.0,,,60-68,3,L. Aldridge makes 3-pt shot from 24 ft (assist by B. Forbes)
7:59.0,M. Gasol misses 2-pt shot from 7 ft,,60-68,,
7:58.0,,,60-68,,Defensive rebound by K. Leonard
7:50.0,,,60-71,3,K. Leonard makes 3-pt shot from 24 ft (assist by T. Parker)
7:49.0,Memphis full timeout,,60-71,,
7:49.0,B. Wright enters the game for Z. Randolph,,60-71,,
7:49.0,W. Selden enters the game for T. Daniels,,60-71,,
7:36.0,M. Conley makes 2-pt shot from 19 ft (assist by M. Gasol),2,62-71,,
7:22.0,,,62-71,,J. Simmons enters the game for B. Forbes
7:19.0,,,62-73,2,K. Leonard makes 2-pt shot from 13 ft (assist by T. Parker)
7:02.0,,,62-73,,Personal foul by L. Aldridge (drawn by M. Gasol)
6:49.0,W. Selden misses 3-pt shot from 23 ft (block by K. Leonard),,62-73,,
6:45.0,Offensive rebound by M. Gasol,,62-73,,
6:42.0,V. Carter makes 3-pt shot from 30 ft (assist by M. Gasol),3,65-73,,
6:28.0,,,65-76,3,K. Leonard makes 3-pt shot from 23 ft (assist by J. Simmons)
6:16.0,B. Wright makes 2-pt shot at rim (assist by M. Conley),2,67-76,,
5:53.0,,,67-76,,K. Leonard misses 2-pt shot from 9 ft
5:51.0,Defensive rebound by V. Carter,,67-76,,
5:38.0,W. Selden makes 2-pt shot from 2 ft (assist by V. Carter),2,69-76,,
5:38.0,Shooting foul by K. Leonard (drawn by W. Selden),,69-76,,
5:38.0,W. Selden misses free throw 1 of 1,,69-76,,
5:38.0,J. Ennis enters the game for V. Carter,,69-76,,
5:38.0,,,69-76,,P. Gasol enters the game for D. Lee
5:37.0,,,69-76,,Defensive rebound by L. Aldridge
5:20.0,,,69-76,,Turnover by K. Leonard (lost ball; steal by W. Selden)
5:07.0,M. Gasol misses 3-pt shot from 26 ft,,69-76,,
5:05.0,,,69-76,,Defensive rebound by K. Leonard
4:57.0,,,69-76,,Turnover by T. Parker (bad pass; steal by M. Conley)
4:50.0,M. Gasol misses 2-pt shot from 3 ft,,69-76,,
4:48.0,Offensive rebound by M. Gasol,,69-76,,
4:44.0,M. Conley makes 2-pt shot from 1 ft (assist by W. Selden),2,71-76,,
4:44.0,,,71-76,,San Antonio full timeout
4:44.0,Z. Randolph enters the game for M. Gasol,,71-76,,
4:23.0,,,71-76,,Turnover by J. Simmons (lost ball; steal by J. Ennis)
4:11.0,Turnover by M. Conley (bad pass; steal by K. Leonard),,71-76,,
3:58.0,,,71-76,,Shooting foul by J. Ennis (drawn by L. Aldridge)
3:58.0,,,71-77,1,L. Aldridge makes free throw 1 of 2
3:58.0,,,71-77,,L. Aldridge misses free throw 2 of 2
3:57.0,Defensive rebound by Z. Randolph,,71-77,,
3:42.0,Offensive foul by M. Conley,,71-77,,
3:42.0,Turnover by M. Conley (offensive foul),,71-77,,
3:42.0,W. Baldwin enters the game for M. Conley,,71-77,,
3:42.0,M. Gasol enters the game for B. Wright,,71-77,,
3:29.0,,,71-77,,Shooting foul by W. Baldwin (drawn by T. Parker)
3:29.0,,,71-78,1,T. Parker makes free throw 1 of 2
3:29.0,,,71-78,,T. Parker misses free throw 2 of 2
3:29.0,T. Daniels enters the game for J. Ennis,,71-78,,
3:28.0,Defensive rebound by W. Baldwin,,71-78,,
3:08.0,Z. Randolph misses 2-pt shot from 4 ft,,71-78,,
3:06.0,,,71-78,,Defensive rebound by K. Leonard
3:00.0,,,71-78,,T. Parker misses 2-pt shot from 2 ft
2:58.0,Defensive rebound by M. Gasol,,71-78,,
2:54.0,W. Selden makes 2-pt shot from 2 ft (assist by M. Gasol),2,73-78,,
2:54.0,Shooting foul by P. Gasol (drawn by W. Selden),,73-78,,
2:54.0,Official timeout,,73-78,,
2:54.0,W. Selden makes free throw 1 of 1,1,74-78,,
2:54.0,,,73-78,,P. Mills enters the game for J. Simmons
2:49.0,,,74-78,,Turnover by T. Parker (bad pass)
2:39.0,M. Gasol makes 2-pt shot from 21 ft (assist by Z. Randolph),2,76-78,,
2:21.0,,,76-78,,K. Leonard misses 2-pt shot from 16 ft
2:20.0,Defensive rebound by W. Baldwin,,76-78,,
2:01.0,W. Selden misses 2-pt shot from 19 ft,,76-78,,
2:00.0,,,76-78,,Defensive rebound by P. Mills
1:39.0,,,76-78,,T. Parker misses 2-pt shot from 7 ft
1:38.0,Defensive rebound by M. Gasol,,76-78,,
1:33.0,T. Daniels makes 3-pt shot from 25 ft (assist by W. Baldwin),3,79-78,,
1:12.0,,,79-78,,Shooting foul by Z. Randolph (drawn by K. Leonard)
1:12.0,,,79-79,1,K. Leonard makes free throw 1 of 2
1:12.0,,,79-80,1,K. Leonard makes free throw 2 of 2
0:57.0,M. Gasol makes 2-pt shot from 14 ft (assist by T. Daniels),2,81-80,,
0:41.0,,,81-80,,K. Leonard misses 2-pt shot from 12 ft
0:39.0,Defensive rebound by Z. Randolph,,81-80,,
0:19.0,M. Gasol misses 3-pt shot from 25 ft,,81-80,,
0:17.0,Offensive rebound by T. Daniels,,81-80,,
0:14.0,,,81-80,,Personal take foul by T. Parker (drawn by W. Baldwin)
0:14.0,W. Baldwin misses free throw 1 of 2,,81-80,,
0:14.0,Offensive rebound by Team,,81-80,,
0:14.0,W. Baldwin makes free throw 2 of 2,1,82-80,,
0:14.0,,,82-80,,San Antonio full timeout
0:14.0,J. Green enters the game for W. Baldwin,,82-80,,
0:14.0,B. Wright enters the game for Z. Randolph,,82-80,,
0:14.0,J. Ennis enters the game for T. Daniels,,82-80,,
0:05.0,,,82-82,2,K. Leonard makes 2-pt shot from 15 ft
0:05.0,Memphis full timeout,,82-82,,
0:05.0,,,82-82,,D. Dedmon enters the game for P. Gasol
0:05.0,,,82-82,,J. Simmons enters the game for P. Mills
0:05.0,Z. Randolph enters the game for B. Wright,,82-82,,
0:05.0,V. Carter enters the game for J. Ennis,,82-82,,
0:05.0,T. Daniels enters the game for J. Green,,82-82,,
