time,Cleveland,pts.away,score,pts.home,Boston
3:09.0,,,31-16,2,T. Rozier makes 2-pt shot from 10 ft
2:44.0,K. Korver makes 3-pt shot from 25 ft (assist by L. James),3,34-16,,
2:31.0,,,34-16,,A. Bradley misses 2-pt shot from 2 ft (block by T. Thompson)
2:29.0,Defensive rebound by K. Love,,34-16,,
2:27.0,K. Irving makes 2-pt shot from 3 ft (assist by K. Love),2,36-16,,
2:27.0,Shooting foul by T. Rozier (drawn by K. Irving),,36-16,,
2:27.0,Cleveland full timeout,,36-16,,
2:27.0,K. Irving makes free throw 1 of 1,1,37-16,,
2:27.0,,,36-16,,M. Smart enters the game for A. Horford
2:27.0,,,36-16,,K. Olynyk enters the game for J. Jerebko
2:27.0,,,36-16,,J. Crowder enters the game for J. Brown
2:27.0,R. Jefferson enters the game for K. Love,,36-16,,
2:21.0,,,37-18,2,T. Rozier makes 2-pt shot from 2 ft
2:21.0,Shooting block foul by K. Korver (drawn by T. Rozier),,37-18,,
2:21.0,,,37-19,1,T. Rozier makes free throw 1 of 1
2:07.0,R. Jefferson misses 3-pt shot from 25 ft,,37-19,,
2:06.0,,,37-19,,Defensive rebound by T. Rozier
2:00.0,,,37-22,3,M. Smart makes 3-pt shot from 25 ft (assist by T. Rozier)
1:56.0,Cleveland full timeout,,37-22,,
1:31.0,L. James makes 3-pt shot from 23 ft,3,40-22,,
1:16.0,Personal foul by R. Jefferson (drawn by J. Crowder),,40-22,,
1:16.0,,,40-23,1,J. Crowder makes free throw 1 of 2
1:16.0,,,40-23,,J. Crowder misses free throw 2 of 2
1:16.0,Defensive rebound by R. Jefferson,,40-23,,
1:16.0,D. Williams enters the game for L. James,,40-23,,
1:01.0,K. Irving makes 3-pt shot from 27 ft,3,43-23,,
0:53.0,,,43-25,2,A. Bradley makes 2-pt shot from 3 ft (assist by T. Rozier)
0:38.0,Turnover by K. Irving (bad pass; steal by K. Olynyk),,43-25,,
0:30.0,,,43-27,2,J. Crowder makes 2-pt shot from 2 ft (assist by K. Olynyk)
0:08.0,K. Irving misses 3-pt shot from 26 ft,,43-27,,
0:06.0,,,43-27,,Defensive rebound by Team
0:02.0,,,43-27,,T. Rozier misses 2-pt shot from 22 ft
0:01.0,Defensive rebound by T. Thompson,,43-27,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,K. Korver misses 3-pt shot from 23 ft,,43-27,,
11:47.0,,,43-27,,Defensive rebound by M. Smart
11:33.0,,,43-27,,Shooting foul by R. Jefferson (drawn by J. Crowder)
11:33.0,,,43-29,2,J. Crowder makes 2-pt shot from 2 ft
11:33.0,,,43-30,1,J. Crowder makes free throw 1 of 1
11:33.0,K. Love enters the game for R. Jefferson,,43-29,,
11:22.0,,,43-30,,Personal foul by M. Smart (drawn by L. James)
11:13.0,Turnover by K. Korver (bad pass; steal by T. Rozier),,43-30,,
11:01.0,,,43-30,,T. Rozier misses 3-pt shot from 26 ft
11:00.0,Defensive rebound by I. Shumpert,,43-30,,
10:55.0,D. Williams makes 2-pt shot from 3 ft,2,45-30,,
10:55.0,Shooting foul by M. Smart (drawn by D. Williams),,45-30,,
10:55.0,D. Williams makes free throw 1 of 1,1,46-30,,
10:42.0,,,46-30,,J. Crowder misses 2-pt shot from 3 ft
10:41.0,,,46-30,,Offensive rebound by K. Olynyk
10:41.0,,,46-30,,K. Olynyk misses 2-pt shot from 2 ft
10:40.0,,,46-30,,Offensive rebound by K. Olynyk
10:40.0,,,46-30,,K. Olynyk misses 2-pt shot from 1 ft
10:39.0,Defensive rebound by K. Love,,46-30,,
10:36.0,,,46-30,,Shooting block foul by J. Crowder (drawn by L. James)
10:36.0,L. James misses free throw 1 of 2,,46-30,,
10:36.0,Offensive rebound by Team,,46-30,,
10:36.0,L. James makes free throw 2 of 2,1,47-30,,
10:17.0,,,47-30,,Turnover by K. Olynyk (bad pass; steal by I. Shumpert)
10:05.0,Shooting foul by G. Green (drawn by L. James),,47-30,,
10:05.0,L. James makes free throw 1 of 2,1,48-30,,
10:05.0,L. James makes free throw 2 of 2,1,49-30,,
9:57.0,,,49-30,,Shooting foul by K. Love (drawn by J. Crowder)
9:57.0,,,49-30,,J. Crowder misses free throw 1 of 2
9:57.0,,,49-30,,Offensive rebound by Team
9:57.0,,,49-31,1,J. Crowder makes free throw 2 of 2
9:57.0,,,49-30,,A. Horford enters the game for K. Olynyk
9:48.0,,,49-31,,Personal block foul by G. Green (drawn by L. James)
9:48.0,,,49-31,,Technical foul by G. Green (drawn by L. James)
9:48.0,K. Korver makes technical free throw,1,50-31,,
9:48.0,L. James makes free throw 1 of 2,1,51-31,,
9:48.0,L. James makes free throw 2 of 2,1,52-31,,
9:24.0,,,52-31,,M. Smart misses 3-pt shot from 23 ft
9:23.0,,,52-31,,Offensive rebound by A. Horford
9:19.0,,,52-31,,Offensive foul by M. Smart
9:19.0,,,52-31,,Turnover by M. Smart (offensive foul)
9:02.0,L. James misses 3-pt shot from 26 ft,,52-31,,
9:00.0,,,52-31,,Defensive rebound by M. Smart
8:46.0,,,52-33,2,J. Crowder makes 2-pt shot from 2 ft (assist by A. Horford)
8:29.0,K. Korver misses 3-pt shot from 24 ft (block by G. Green),,52-33,,
8:28.0,Offensive rebound by K. Love,,52-33,,
8:27.0,Offensive foul by K. Korver,,52-33,,
8:27.0,Turnover by K. Korver (offensive foul),,52-33,,
8:27.0,Official timeout,,52-33,,
8:27.0,,,52-33,,A. Bradley enters the game for M. Smart
8:09.0,,,52-35,2,A. Horford makes 2-pt shot from 6 ft
7:49.0,L. James makes 2-pt shot from 2 ft (assist by K. Love),2,54-35,,
7:37.0,,,54-35,,Shooting foul by D. Williams (drawn by T. Rozier)
7:37.0,,,54-36,1,T. Rozier makes free throw 1 of 2
7:37.0,,,54-36,,T. Rozier misses free throw 2 of 2
7:37.0,K. Irving enters the game for K. Korver,,54-36,,
7:37.0,,,54-36,,J. Brown enters the game for J. Crowder
7:36.0,Defensive rebound by L. James,,54-36,,
7:22.0,D. Williams makes 3-pt shot from 26 ft (assist by L. James),3,57-36,,
7:06.0,,,57-36,,Turnover by A. Horford (lost ball; steal by K. Love)
7:00.0,Shooting foul by A. Bradley (drawn by K. Love),,57-36,,
7:00.0,K. Love makes free throw 1 of 2,1,58-36,,
7:00.0,K. Love makes free throw 2 of 2,1,59-36,,
6:47.0,,,59-36,,A. Horford misses 2-pt shot from 6 ft
6:46.0,,,59-36,,Offensive rebound by A. Horford
6:46.0,,,59-38,2,A. Horford makes 2-pt shot from 3 ft
6:26.0,K. Love misses 3-pt shot from 23 ft,,59-38,,
6:25.0,,,59-38,,Defensive rebound by T. Rozier
6:18.0,,,59-41,3,A. Bradley makes 3-pt shot from 26 ft (assist by T. Rozier)
6:08.0,I. Shumpert makes 2-pt shot from 3 ft (assist by K. Irving),2,61-41,,
5:53.0,,,61-43,2,J. Brown makes 2-pt shot from 2 ft
5:38.0,D. Williams makes 3-pt shot from 25 ft (assist by K. Irving),3,64-43,,
5:16.0,,,64-43,,A. Bradley misses 3-pt shot from 25 ft
5:15.0,Defensive rebound by L. James,,64-43,,
5:10.0,Turnover by L. James (bad pass; steal by G. Green),,64-43,,
5:07.0,,,64-45,2,J. Brown makes 2-pt shot from 1 ft
5:07.0,,,64-45,,Shooting foul by L. James (drawn by J. Brown)
5:07.0,,,64-45,,Boston full timeout
5:07.0,,,64-46,1,J. Brown makes free throw 1 of 1
5:07.0,,,64-45,,A. Johnson enters the game for T. Rozier
5:07.0,T. Thompson enters the game for K. Love,,64-45,,
4:55.0,K. Irving misses 3-pt shot from 26 ft,,64-46,,
4:54.0,,,64-46,,Defensive rebound by G. Green
4:40.0,,,64-46,,J. Brown misses 2-pt shot from 12 ft
4:39.0,Defensive rebound by L. James,,64-46,,
4:20.0,D. Williams misses 3-pt shot from 25 ft,,64-46,,
4:19.0,,,64-46,,Defensive rebound by A. Johnson
4:09.0,,,64-46,,A. Horford misses 2-pt shot from 4 ft
4:08.0,,,64-46,,Offensive rebound by A. Johnson
4:04.0,,,64-46,,A. Bradley misses 2-pt shot from 2 ft
4:03.0,Defensive rebound by T. Thompson,,64-46,,
3:43.0,L. James makes 2-pt shot from 3 ft,2,66-46,,
3:29.0,,,66-49,3,A. Bradley makes 3-pt shot from 26 ft (assist by J. Brown)
3:20.0,D. Williams makes 2-pt shot from 3 ft,2,68-49,,
3:20.0,,,68-49,,Shooting block foul by G. Green (drawn by D. Williams)
3:20.0,D. Williams makes free throw 1 of 1,1,69-49,,
3:20.0,,,68-49,,J. Crowder enters the game for G. Green
3:20.0,J. Smith enters the game for I. Shumpert,,68-49,,
3:20.0,,,68-49,,T. Rozier enters the game for A. Horford
3:05.0,,,69-49,,Turnover by J. Brown (lost ball; steal by L. James)
2:59.0,Turnover by J. Smith (bad pass),,69-49,,
2:59.0,Cleveland full timeout,,69-49,,
2:59.0,,,69-49,,J. Jerebko enters the game for J. Brown
2:45.0,,,69-51,2,A. Bradley makes 2-pt shot from 2 ft
2:29.0,,,69-51,,Personal foul by J. Crowder (drawn by T. Thompson)
2:29.0,T. Thompson makes free throw 1 of 2,1,70-51,,
2:29.0,T. Thompson makes free throw 2 of 2,1,71-51,,
2:29.0,,,70-51,,A. Horford enters the game for A. Johnson
2:09.0,,,71-51,,Turnover by A. Bradley (bad pass; steal by K. Irving)
2:04.0,J. Smith misses 3-pt shot from 23 ft,,71-51,,
2:03.0,,,71-51,,Defensive rebound by J. Crowder
1:57.0,,,71-51,,Offensive charge foul by J. Jerebko
1:57.0,,,71-51,,Turnover by J. Jerebko (offensive foul)
1:42.0,K. Irving misses 2-pt shot from 2 ft,,71-51,,
1:41.0,,,71-51,,Defensive rebound by J. Crowder
1:26.0,,,71-51,,T. Rozier misses 3-pt shot from 23 ft
1:25.0,Defensive rebound by T. Thompson,,71-51,,
1:16.0,D. Williams makes 2-pt shot from 2 ft,2,73-51,,
1:00.0,,,73-53,2,A. Bradley makes 2-pt shot from 19 ft (assist by J. Crowder)
0:40.0,Turnover by L. James (bad pass; steal by J. Jerebko),,73-53,,
0:37.0,,,73-55,2,A. Bradley makes 2-pt shot at rim (assist by J. Crowder)
0:19.0,Turnover by K. Irving (bad pass; steal by T. Rozier),,73-55,,
0:17.0,,,73-57,2,A. Bradley makes 2-pt shot at rim (assist by T. Rozier)
0:01.0,,,73-57,,Violation by A. Horford (def goaltending)
0:01.0,K. Irving makes 2-pt shot from 2 ft,2,75-57,,
0:00.0,,,75-57,,T. Rozier misses 3-pt shot from 52 ft
0:00.0,,,75-57,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:37.0,K. Irving makes 3-pt shot from 25 ft,3,78-57,,
11:17.0,,,78-59,2,A. Bradley makes 2-pt shot from 14 ft
10:59.0,,,78-59,,Personal foul by J. Crowder (drawn by L. James)
10:47.0,K. Irving makes 2-pt shot from 15 ft (assist by L. James),2,80-59,,
10:33.0,,,80-61,2,A. Bradley makes 2-pt shot from 23 ft (assist by K. Olynyk)
10:16.0,K. Irving makes 3-pt shot from 25 ft,3,83-61,,
9:53.0,,,83-63,2,A. Horford makes 2-pt shot from 7 ft
9:39.0,K. Irving misses 3-pt shot from 28 ft,,83-63,,
9:37.0,,,83-63,,Defensive rebound by J. Crowder
9:34.0,Personal foul by L. James (drawn by A. Bradley),,83-63,,
9:29.0,,,83-63,,K. Olynyk misses 2-pt shot from 8 ft
9:28.0,Defensive rebound by K. Love,,83-63,,
9:10.0,L. James misses 3-pt shot from 26 ft,,83-63,,
9:09.0,,,83-63,,Defensive rebound by A. Bradley
9:03.0,,,83-63,,A. Bradley misses 3-pt shot from 26 ft
9:02.0,Defensive rebound by L. James,,83-63,,
8:41.0,K. Irving makes 3-pt shot from 23 ft,3,86-63,,
8:19.0,,,86-63,,J. Crowder misses 2-pt shot from 9 ft
8:17.0,Defensive rebound by K. Love,,86-63,,
7:59.0,L. James misses 2-pt shot from 2 ft,,86-63,,
7:58.0,Offensive rebound by T. Thompson,,86-63,,
7:53.0,Turnover by K. Irving (lost ball; steal by M. Smart),,86-63,,
7:51.0,,,86-63,,Turnover by M. Smart (bad pass; steal by J. Smith)
7:42.0,T. Thompson misses 2-pt shot from 9 ft,,86-63,,
7:41.0,Offensive rebound by Team,,86-63,,
7:41.0,,,86-63,,Loose ball foul by A. Horford (drawn by K. Love)
7:32.0,T. Thompson misses 2-pt shot at rim,,86-63,,
7:31.0,,,86-63,,Defensive rebound by M. Smart
7:25.0,,,86-65,2,K. Olynyk makes 2-pt shot from 1 ft (assist by M. Smart)
7:08.0,L. James makes 2-pt shot from 2 ft,2,88-65,,
6:44.0,,,88-65,,Turnover by A. Horford (lost ball; steal by K. Love)
6:38.0,L. James makes 2-pt shot from 2 ft (assist by K. Love),2,90-65,,
6:38.0,,,90-65,,Boston full timeout
6:38.0,,,90-65,,T. Rozier enters the game for M. Smart
6:26.0,,,90-65,,A. Bradley misses 3-pt shot from 23 ft
6:24.0,Defensive rebound by K. Love,,90-65,,
6:16.0,L. James misses 2-pt shot from 20 ft,,90-65,,
6:15.0,,,90-65,,Defensive rebound by Team
5:53.0,,,90-65,,Turnover by A. Horford (lost ball; steal by K. Love)
5:42.0,K. Irving misses 2-pt shot from 3 ft,,90-65,,
5:41.0,,,90-65,,Defensive rebound by K. Olynyk
5:38.0,,,90-65,,A. Bradley misses 2-pt shot from 1 ft
5:37.0,,,90-65,,Offensive rebound by A. Bradley
5:36.0,,,90-65,,A. Bradley misses 2-pt shot at rim
5:35.0,Defensive rebound by K. Love,,90-65,,
5:23.0,L. James misses 3-pt shot from 26 ft,,90-65,,
5:22.0,Offensive rebound by K. Irving,,90-65,,
5:19.0,L. James makes 2-pt shot at rim (assist by K. Irving),2,92-65,,
5:13.0,,,92-65,,T. Rozier misses 3-pt shot from 26 ft
5:11.0,Defensive rebound by J. Smith,,92-65,,
4:48.0,J. Smith makes 3-pt shot from 24 ft (assist by K. Irving),3,95-65,,
4:28.0,,,95-68,3,K. Olynyk makes 3-pt shot from 25 ft (assist by J. Crowder)
4:03.0,K. Irving makes 2-pt shot from 14 ft,2,97-68,,
3:46.0,,,97-68,,Shooting foul by J. Smith (drawn by K. Olynyk)
3:46.0,,,97-69,1,K. Olynyk makes free throw 1 of 2
3:46.0,,,97-70,1,K. Olynyk makes free throw 2 of 2
3:46.0,,,97-69,,M. Smart enters the game for J. Crowder
3:46.0,,,97-69,,A. Johnson enters the game for A. Horford
3:27.0,K. Love makes 3-pt shot from 25 ft,3,100-70,,
3:16.0,Personal foul by L. James (drawn by K. Olynyk),,100-70,,
3:08.0,,,100-70,,Turnover by A. Bradley (bad pass; steal by J. Smith)
3:05.0,Turnover by K. Love (bad pass),,100-70,,
2:52.0,,,100-70,,Shooting foul by L. James (drawn by A. Johnson)
2:52.0,Cleveland full timeout,,100-70,,
2:52.0,,,100-70,,A. Johnson misses free throw 1 of 2
2:52.0,,,100-70,,Offensive rebound by Team
2:52.0,,,100-71,1,A. Johnson makes free throw 2 of 2
2:40.0,L. James makes 3-pt shot from 27 ft (assist by K. Irving),3,103-71,,
2:13.0,,,103-71,,A. Bradley misses 2-pt shot from 20 ft
2:12.0,,,103-71,,Offensive rebound by K. Olynyk
2:11.0,,,103-71,,K. Olynyk misses 2-pt shot from 5 ft
2:10.0,,,103-71,,Offensive rebound by Team
2:10.0,,,103-71,,J. Brown enters the game for K. Olynyk
2:04.0,,,103-71,,T. Rozier misses 2-pt shot from 2 ft
2:04.0,,,103-71,,Offensive rebound by A. Johnson
1:50.0,,,103-71,,Shooting foul by J. Smith (drawn by J. Brown)
1:50.0,,,103-71,,J. Brown misses free throw 1 of 2
1:50.0,,,103-71,,Offensive rebound by Team
1:50.0,,,103-72,1,J. Brown makes free throw 2 of 2
1:35.0,L. James makes 3-pt shot from 25 ft (assist by K. Irving),3,106-72,,
1:29.0,,,106-74,2,T. Rozier makes 2-pt shot from 1 ft
1:07.0,L. James makes 3-pt shot from 28 ft (assist by T. Thompson),3,109-74,,
0:57.0,,,109-74,,Turnover by T. Rozier (bad pass; steal by K. Irving)
0:52.0,K. Love misses 3-pt shot from 24 ft,,109-74,,
0:51.0,,,109-74,,Defensive rebound by A. Bradley
0:35.0,,,109-74,,Turnover by M. Smart (bad pass)
0:35.0,,,109-74,,G. Green enters the game for A. Bradley
0:35.0,,,109-74,,J. Crowder enters the game for J. Brown
0:19.0,K. Love misses 3-pt shot from 26 ft,,109-74,,
0:18.0,,,109-74,,Defensive rebound by M. Smart
0:02.0,,,109-74,,T. Rozier misses 3-pt shot from 25 ft
0:00.0,,,109-74,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,,,109-74,,J. Crowder misses 2-pt shot from 20 ft
11:44.0,,,109-74,,Offensive rebound by T. Rozier
11:40.0,,,109-74,,G. Green misses 3-pt shot from 25 ft
11:39.0,Defensive rebound by I. Shumpert,,109-74,,
11:20.0,R. Jefferson misses 3-pt shot from 24 ft (block by T. Zeller),,109-74,,
11:19.0,,,109-74,,Defensive rebound by Team
11:19.0,Loose ball foul by R. Jefferson (drawn by M. Smart),,109-74,,
11:05.0,,,109-76,2,T. Zeller makes 2-pt shot from 18 ft (assist by M. Smart)
10:45.0,Shooting foul by T. Rozier (drawn by R. Jefferson),,109-76,,
10:45.0,R. Jefferson makes free throw 1 of 2,1,110-76,,
10:45.0,R. Jefferson makes free throw 2 of 2,1,111-76,,
10:21.0,,,111-76,,J. Crowder misses 2-pt shot from 12 ft
10:20.0,Defensive rebound by I. Shumpert,,111-76,,
10:12.0,I. Shumpert misses 2-pt shot from 19 ft,,111-76,,
10:11.0,,,111-76,,Defensive rebound by T. Zeller
9:59.0,,,111-76,,Turnover by M. Smart (bad pass; steal by C. Frye)
9:42.0,Turnover by R. Jefferson (lost ball),,111-76,,
9:42.0,,,111-76,,J. Young enters the game for J. Crowder
9:20.0,,,111-76,,T. Zeller misses 2-pt shot from 6 ft (block by I. Shumpert)
9:18.0,Defensive rebound by C. Frye,,111-76,,
9:10.0,C. Frye misses 3-pt shot from 26 ft,,111-76,,
9:09.0,,,111-76,,Defensive rebound by G. Green
9:07.0,,,111-76,,Turnover by G. Green (discontinued dribble)
8:54.0,C. Frye misses 2-pt shot from 16 ft,,111-76,,
8:53.0,,,111-76,,Defensive rebound by J. Young
8:41.0,,,111-76,,J. Young misses 3-pt shot from 27 ft
8:40.0,Defensive rebound by C. Frye,,111-76,,
8:22.0,I. Shumpert makes 2-pt shot at rim (assist by C. Frye),2,113-76,,
8:11.0,,,113-76,,Turnover by T. Zeller (offensive foul)
8:11.0,,,113-76,,Offensive foul by T. Zeller
8:11.0,Official timeout,,113-76,,
8:11.0,,,113-76,,J. Mickey enters the game for M. Smart
8:11.0,D. Williams enters the game for K. Korver,,113-76,,
8:11.0,D. Jones enters the game for D. Williams,,113-76,,
8:11.0,J. Jones enters the game for I. Shumpert,,113-76,,
7:54.0,D. Williams makes 2-pt shot from 19 ft (assist by C. Frye),2,115-76,,
7:39.0,,,115-76,,G. Green misses 2-pt shot from 17 ft
7:36.0,,,115-76,,Offensive rebound by T. Zeller
7:31.0,,,115-76,,J. Mickey misses 2-pt shot from 19 ft
7:30.0,,,115-76,,Offensive rebound by Team
7:30.0,Personal foul by D. Jones (drawn by T. Zeller),,115-76,,
7:18.0,,,115-78,2,T. Rozier makes 2-pt shot from 22 ft
7:08.0,Turnover by D. Williams (bad pass; steal by G. Green),,115-78,,
7:04.0,,,115-80,2,G. Green makes 2-pt shot at rim
6:37.0,D. Williams misses 2-pt shot from 18 ft,,115-80,,
6:36.0,,,115-80,,Defensive rebound by J. Young
6:25.0,Personal foul by R. Jefferson (drawn by T. Rozier),,115-80,,
6:14.0,,,115-80,,G. Green misses 3-pt shot from 27 ft
6:13.0,Defensive rebound by J. Jones,,115-80,,
5:54.0,D. Jones misses 2-pt shot from 3 ft (block by J. Mickey),,115-80,,
5:53.0,Offensive rebound by Team,,115-80,,
5:53.0,,,115-80,,Boston full timeout
5:49.0,J. Jones misses 3-pt shot from 23 ft,,115-80,,
5:48.0,,,115-80,,Defensive rebound by T. Zeller
5:28.0,,,115-82,2,J. Mickey makes 2-pt shot from 2 ft
5:01.0,D. Jones misses 2-pt shot from 2 ft,,115-82,,
5:00.0,Offensive rebound by J. Jones,,115-82,,
5:00.0,J. Jones makes 2-pt shot at rim,2,117-82,,
4:52.0,,,117-82,,T. Rozier misses 2-pt shot from 6 ft (block by D. Jones)
4:52.0,,,117-82,,Offensive rebound by Team
4:52.0,Personal foul by D. Jones (drawn by J. Young),,117-82,,
4:44.0,,,117-84,2,T. Zeller makes 2-pt shot from 18 ft (assist by J. Young)
4:32.0,C. Frye misses 3-pt shot from 25 ft,,117-84,,
4:31.0,,,117-84,,Defensive rebound by J. Young
4:19.0,,,117-84,,T. Rozier misses 2-pt shot from 18 ft
4:18.0,Defensive rebound by D. Jones,,117-84,,
4:12.0,D. Jones makes 2-pt shot from 3 ft,2,119-84,,
4:12.0,Shooting foul by J. Mickey (drawn by D. Jones),,119-84,,
4:12.0,D. Jones makes free throw 1 of 1,1,120-84,,
4:07.0,Personal foul by D. Jones (drawn by G. Green),,120-84,,
4:07.0,,,120-85,1,G. Green makes free throw 1 of 2
4:07.0,,,120-86,1,G. Green makes free throw 2 of 2
3:54.0,R. Jefferson makes 2-pt shot from 2 ft,2,122-86,,
3:44.0,,,122-89,3,G. Green makes 3-pt shot from 25 ft (assist by T. Zeller)
3:44.0,,,122-89,,Shooting foul by R. Jefferson (drawn by G. Green)
3:44.0,,,122-90,1,G. Green makes free throw 1 of 1
