time,San Antonio,pts.away,score,pts.home,Dallas
1:52.0,,,13-24,,D. Harris enters the game for Y. Ferrell
1:52.0,,,13-24,,S. Mejri enters the game for N. Noel
1:41.0,J. Simmons misses 2-pt shot from 19 ft,,13-24,,
1:40.0,,,13-24,,Defensive rebound by J. Barea
1:32.0,,,13-26,2,D. Harris makes 2-pt shot from 21 ft (assist by J. Barea)
1:22.0,B. Forbes makes 2-pt shot from 16 ft,2,15-26,,
1:10.0,,,15-26,,J. Barea misses 2-pt shot from 19 ft
1:09.0,Defensive rebound by J. Anthony,,15-26,,
0:56.0,D. Lee makes 2-pt shot from 1 ft (assist by B. Forbes),2,17-26,,
0:32.0,,,17-26,,J. Barea misses 3-pt shot from 24 ft
0:31.0,Defensive rebound by Team,,17-26,,
0:31.0,,,17-26,,Personal foul by S. Mejri (drawn by J. Anthony)
0:31.0,J. Anthony misses free throw 1 of 2,,17-26,,
0:31.0,Offensive rebound by Team,,17-26,,
0:31.0,J. Anthony makes free throw 2 of 2,1,18-26,,
0:31.0,,,17-26,,D. Powell enters the game for H. Barnes
0:31.0,K. Anderson enters the game for J. Simmons,,17-26,,
0:15.0,,,18-26,,Turnover by J. Barea (bad pass; steal by D. Bertans)
0:10.0,B. Forbes makes 3-pt shot from 24 ft,3,21-26,,
0:02.0,,,21-26,,S. Mejri misses 2-pt shot from 4 ft
0:00.0,Defensive rebound by K. Anderson,,21-26,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:40.0,,,21-29,3,J. Barea makes 3-pt shot from 24 ft
11:26.0,D. Bertans misses 3-pt shot from 23 ft,,21-29,,
11:25.0,Offensive rebound by D. Lee,,21-29,,
11:20.0,B. Forbes makes 3-pt shot from 25 ft (assist by D. Lee),3,24-29,,
11:08.0,,,24-32,3,D. Powell makes 3-pt shot from 24 ft (assist by J. Barea)
10:45.0,D. Dedmon misses 2-pt shot from 5 ft,,24-32,,
10:44.0,,,24-32,,Defensive rebound by D. Powell
10:31.0,,,24-34,2,S. Mejri makes 2-pt shot at rim (assist by J. Barea)
10:19.0,Offensive foul by D. Lee,,24-34,,
10:19.0,Turnover by D. Lee (offensive foul),,24-34,,
10:19.0,P. Mills enters the game for B. Forbes,,24-34,,
10:19.0,J. Simmons enters the game for D. Bertans,,24-34,,
10:02.0,,,24-34,,Shooting foul by D. Dedmon (drawn by D. Powell)
10:02.0,,,24-34,,D. Powell misses free throw 1 of 2
10:02.0,,,24-34,,Offensive rebound by Team
10:02.0,,,24-34,,D. Powell misses free throw 2 of 2
10:01.0,Defensive rebound by K. Anderson,,24-34,,
9:50.0,Shooting foul by D. Harris (drawn by D. Lee),,24-34,,
9:50.0,D. Lee makes free throw 1 of 2,1,25-34,,
9:50.0,D. Lee makes free throw 2 of 2,1,26-34,,
9:34.0,,,26-34,,D. Finney-Smith misses 2-pt shot from 5 ft
9:33.0,Defensive rebound by D. Dedmon,,26-34,,
9:24.0,K. Anderson makes 2-pt shot from 5 ft (assist by P. Mills),2,28-34,,
9:13.0,,,28-34,,J. Barea misses 3-pt shot from 25 ft
9:12.0,Defensive rebound by D. Dedmon,,28-34,,
9:03.0,Turnover by P. Mills (bad pass; steal by D. Harris),,28-34,,
8:55.0,,,28-37,3,D. Harris makes 3-pt shot from 25 ft
8:39.0,D. Dedmon makes 2-pt shot from 10 ft (assist by K. Anderson),2,30-37,,
8:23.0,,,30-40,3,D. Powell makes 3-pt shot from 24 ft (assist by J. Barea)
8:04.0,K. Anderson misses 3-pt shot from 23 ft,,30-40,,
8:03.0,,,30-40,,Defensive rebound by D. Harris
7:57.0,,,30-40,,S. Mejri misses 2-pt shot from 1 ft
7:56.0,Defensive rebound by J. Simmons,,30-40,,
7:45.0,P. Mills misses 3-pt shot from 25 ft,,30-40,,
7:44.0,,,30-40,,Defensive rebound by D. Harris
7:38.0,Personal foul by J. Simmons (drawn by D. Powell),,30-40,,
7:38.0,Official timeout,,30-40,,
7:38.0,D. Bertans enters the game for K. Anderson,,30-40,,
7:38.0,B. Forbes enters the game for D. Lee,,30-40,,
7:25.0,,,30-40,,S. Mejri misses 2-pt shot from 3 ft
7:24.0,Defensive rebound by D. Dedmon,,30-40,,
7:17.0,B. Forbes misses 3-pt shot from 24 ft,,30-40,,
7:16.0,,,30-40,,Defensive rebound by D. Finney-Smith
7:09.0,,,30-42,2,S. Mejri makes 2-pt shot at rim (assist by D. Finney-Smith)
6:52.0,B. Forbes makes 2-pt shot from 23 ft (assist by P. Mills),2,32-42,,
6:42.0,,,32-44,2,S. Mejri makes 2-pt shot at rim (assist by J. Barea)
6:30.0,Turnover by D. Bertans (traveling),,32-44,,
6:30.0,J. Anthony enters the game for D. Dedmon,,32-44,,
6:22.0,,,32-46,2,D. Harris makes 2-pt shot from 2 ft (assist by J. Barea)
6:12.0,J. Simmons misses 2-pt shot from 18 ft,,32-46,,
6:11.0,,,32-46,,Defensive rebound by S. Mejri
6:05.0,,,32-48,2,D. Powell makes 2-pt shot at rim (assist by J. Barea)
6:05.0,San Antonio full timeout,,32-48,,
6:05.0,,,32-48,,Y. Ferrell enters the game for J. Barea
6:05.0,,,32-48,,A. Hammons enters the game for D. Finney-Smith
6:05.0,,,32-48,,D. Nowitzki enters the game for D. Harris
6:05.0,,,32-48,,W. Matthews enters the game for S. Mejri
6:05.0,,,32-48,,H. Barnes enters the game for D. Powell
5:55.0,B. Forbes makes 2-pt shot from 7 ft (assist by J. Simmons),2,34-48,,
5:37.0,,,34-50,2,H. Barnes makes 2-pt shot from 18 ft (assist by W. Matthews)
5:25.0,J. Simmons misses 2-pt shot from 18 ft,,34-50,,
5:24.0,,,34-50,,Defensive rebound by W. Matthews
5:18.0,Personal foul by B. Forbes (drawn by Y. Ferrell),,34-50,,
5:18.0,K. Anderson enters the game for P. Mills,,34-50,,
4:59.0,,,34-50,,W. Matthews misses 2-pt shot from 9 ft
4:58.0,Defensive rebound by J. Anthony,,34-50,,
4:40.0,K. Anderson misses 2-pt shot from 5 ft (block by D. Nowitzki),,34-50,,
4:39.0,,,34-50,,Defensive rebound by Team
4:20.0,,,34-50,,Y. Ferrell misses 2-pt shot from 17 ft
4:19.0,Defensive rebound by J. Simmons,,34-50,,
4:16.0,,,34-50,,Personal block foul by Y. Ferrell (drawn by J. Simmons)
4:16.0,,,34-50,,N. Brussino enters the game for Y. Ferrell
4:16.0,D. Lee enters the game for D. Bertans,,34-50,,
4:09.0,B. Forbes makes 2-pt shot from 17 ft,2,36-50,,
3:51.0,,,36-50,,Offensive foul by A. Hammons
3:51.0,,,36-50,,Turnover by A. Hammons (offensive foul)
3:43.0,B. Forbes makes 2-pt shot from 18 ft,2,38-50,,
3:26.0,,,38-52,2,D. Nowitzki makes 2-pt shot from 20 ft (assist by H. Barnes)
3:14.0,Shooting foul by N. Brussino (drawn by B. Forbes),,38-52,,
3:14.0,B. Forbes makes free throw 1 of 3,1,39-52,,
3:14.0,B. Forbes makes free throw 2 of 3,1,40-52,,
3:14.0,B. Forbes makes free throw 3 of 3,1,41-52,,
3:02.0,,,41-52,,H. Barnes misses 2-pt shot from 1 ft (block by K. Anderson)
3:00.0,Defensive rebound by K. Anderson,,41-52,,
2:57.0,D. Lee makes 2-pt shot at rim (assist by K. Anderson),2,43-52,,
2:56.0,,,43-52,,Dallas full timeout
2:56.0,,,43-52,,J. Barea enters the game for N. Brussino
2:45.0,,,43-54,2,D. Nowitzki makes 2-pt shot from 15 ft (assist by J. Barea)
2:31.0,D. Lee makes 2-pt shot from 1 ft (assist by B. Forbes),2,45-54,,
2:08.0,,,45-57,3,J. Barea makes 3-pt shot from 24 ft (assist by W. Matthews)
1:55.0,D. Lee misses 2-pt shot from 4 ft (block by D. Nowitzki),,45-57,,
1:54.0,Offensive rebound by Team,,45-57,,
1:54.0,Offensive foul by J. Anthony,,45-57,,
1:54.0,Turnover by J. Anthony (offensive foul),,45-57,,
1:33.0,,,45-59,2,W. Matthews makes 2-pt shot from 19 ft
1:20.0,J. Simmons misses 3-pt shot from 26 ft,,45-59,,
1:19.0,,,45-59,,Defensive rebound by J. Barea
1:12.0,,,45-59,,H. Barnes misses 2-pt shot from 3 ft (block by K. Anderson)
1:10.0,Defensive rebound by B. Forbes,,45-59,,
1:02.0,Shooting foul by D. Nowitzki (drawn by J. Anthony),,45-59,,
1:02.0,J. Anthony makes free throw 1 of 2,1,46-59,,
1:02.0,J. Anthony makes free throw 2 of 2,1,47-59,,
1:02.0,D. Bertans enters the game for J. Simmons,,46-59,,
0:48.0,,,47-59,,Offensive foul by D. Nowitzki
0:48.0,,,47-59,,Turnover by D. Nowitzki (offensive foul)
0:40.0,B. Forbes misses 2-pt shot from 17 ft,,47-59,,
0:39.0,,,47-59,,Defensive rebound by H. Barnes
0:31.0,Shooting block foul by B. Forbes,,47-59,,
0:31.0,,,47-60,1,J. Barea makes free throw 1 of 2
0:31.0,,,47-61,1,J. Barea makes free throw 2 of 2
0:13.0,,,47-61,,Violation by D. Nowitzki (kicked ball)
0:10.0,B. Forbes makes 3-pt shot from 24 ft (assist by D. Lee),3,50-61,,
0:02.0,,,50-61,,J. Barea misses 3-pt shot from 26 ft
0:01.0,,,50-61,,Offensive rebound by A. Hammons
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,,,50-61,,Turnover by N. Brussino (bad pass; steal by K. Anderson)
11:28.0,D. Bertans misses 2-pt shot from 17 ft,,50-61,,
11:27.0,,,50-61,,Defensive rebound by N. Brussino
11:17.0,,,50-61,,D. Powell misses 3-pt shot from 24 ft
11:16.0,Defensive rebound by D. Dedmon,,50-61,,
10:59.0,P. Mills misses 3-pt shot from 23 ft,,50-61,,
10:58.0,,,50-61,,Defensive rebound by N. Noel
10:43.0,,,50-63,2,Y. Ferrell makes 2-pt shot from 11 ft
10:26.0,K. Anderson makes 2-pt shot from 1 ft (assist by D. Dedmon),2,52-63,,
10:00.0,,,52-63,,N. Noel misses 2-pt shot from 18 ft
9:59.0,Defensive rebound by D. Dedmon,,52-63,,
9:55.0,,,52-63,,Personal block foul by N. Brussino (drawn by J. Simmons)
9:40.0,D. Bertans makes 3-pt shot from 25 ft (assist by P. Mills),3,55-63,,
9:16.0,,,55-63,,D. Finney-Smith misses 2-pt shot from 5 ft (block by D. Dedmon)
9:15.0,Defensive rebound by D. Dedmon,,55-63,,
9:10.0,D. Bertans makes 3-pt shot from 26 ft (assist by J. Simmons),3,58-63,,
8:48.0,,,58-63,,N. Brussino misses 2-pt shot from 7 ft
8:46.0,,,58-63,,Offensive rebound by N. Noel
8:46.0,,,58-65,2,N. Noel makes 2-pt shot from 1 ft
8:32.0,D. Dedmon misses 2-pt shot from 1 ft (block by D. Powell),,58-65,,
8:30.0,,,58-65,,Defensive rebound by N. Noel
8:24.0,,,58-65,,D. Finney-Smith misses 3-pt shot from 22 ft
8:23.0,Defensive rebound by J. Simmons,,58-65,,
8:04.0,P. Mills misses 2-pt shot from 19 ft,,58-65,,
8:03.0,,,58-65,,Defensive rebound by N. Noel
7:51.0,,,58-67,2,N. Noel makes 2-pt shot from 1 ft (assist by N. Brussino)
7:50.0,San Antonio full timeout,,58-67,,
7:50.0,,,58-67,,A. Hammons enters the game for N. Noel
7:50.0,,,58-67,,J. Uthoff enters the game for D. Powell
7:50.0,B. Forbes enters the game for P. Mills,,58-67,,
7:34.0,B. Forbes makes 2-pt shot from 7 ft,2,60-67,,
7:17.0,,,60-67,,A. Hammons misses 2-pt shot from 20 ft
7:16.0,Defensive rebound by B. Forbes,,60-67,,
7:02.0,J. Simmons misses 2-pt shot at rim,,60-67,,
7:00.0,,,60-67,,Defensive rebound by J. Uthoff
6:55.0,,,60-67,,Y. Ferrell misses 2-pt shot from 9 ft
6:53.0,Defensive rebound by D. Dedmon,,60-67,,
6:45.0,J. Simmons misses 2-pt shot at rim,,60-67,,
6:44.0,Offensive rebound by D. Dedmon,,60-67,,
6:44.0,D. Dedmon makes 2-pt shot from 1 ft (assist by B. Forbes),2,62-67,,
6:44.0,Shooting foul by Y. Ferrell (drawn by D. Dedmon),,62-67,,
6:44.0,D. Dedmon misses free throw 1 of 1,,62-67,,
6:44.0,,,62-67,,D. Powell enters the game for Y. Ferrell
6:43.0,,,62-67,,Defensive rebound by A. Hammons
6:35.0,,,62-67,,Turnover by N. Brussino (bad pass; steal by J. Simmons)
6:27.0,B. Forbes misses 3-pt shot from 25 ft,,62-67,,
6:25.0,,,62-67,,Defensive rebound by J. Uthoff
6:15.0,D. Lee enters the game for D. Bertans,,62-67,,
6:15.0,J. Anthony enters the game for D. Dedmon,,62-67,,
6:05.0,,,62-67,,N. Brussino misses 2-pt shot from 17 ft
6:04.0,Defensive rebound by J. Anthony,,62-67,,
5:58.0,Shooting foul by D. Powell (drawn by D. Lee),,62-67,,
5:58.0,D. Lee makes free throw 1 of 2,1,63-67,,
5:58.0,D. Lee makes free throw 2 of 2,1,64-67,,
5:44.0,,,64-67,,D. Finney-Smith misses 2-pt shot from 1 ft
5:42.0,Defensive rebound by D. Lee,,64-67,,
5:33.0,B. Forbes makes 3-pt shot from 24 ft,3,67-67,,
5:31.0,,,67-67,,Dallas full timeout
5:31.0,D. Bertans enters the game for K. Anderson,,67-67,,
5:19.0,,,67-67,,N. Brussino misses 2-pt shot from 22 ft
5:18.0,Defensive rebound by B. Forbes,,67-67,,
4:57.0,D. Lee misses 2-pt shot from 8 ft,,67-67,,
4:54.0,,,67-67,,Defensive rebound by A. Hammons
4:50.0,Personal foul by B. Forbes (drawn by N. Brussino),,67-67,,
4:39.0,,,67-67,,D. Finney-Smith misses 2-pt shot from 19 ft
4:38.0,Defensive rebound by D. Lee,,67-67,,
4:28.0,J. Simmons misses 2-pt shot from 18 ft,,67-67,,
4:28.0,,,67-67,,Defensive rebound by A. Hammons
4:19.0,,,67-67,,Turnover by A. Hammons (lost ball)
3:55.0,D. Lee misses 2-pt shot from 17 ft,,67-67,,
3:54.0,Offensive rebound by J. Anthony,,67-67,,
3:43.0,J. Simmons misses 3-pt shot from 24 ft,,67-67,,
3:42.0,Offensive rebound by D. Lee,,67-67,,
3:32.0,B. Forbes misses 3-pt shot from 25 ft,,67-67,,
3:31.0,,,67-67,,Defensive rebound by A. Hammons
3:19.0,,,67-67,,J. Uthoff misses 2-pt shot from 5 ft (block by J. Anthony)
3:17.0,Defensive rebound by J. Simmons,,67-67,,
3:14.0,Shooting foul by D. Powell (drawn by J. Simmons),,67-67,,
3:14.0,J. Simmons makes free throw 1 of 2,1,68-67,,
3:14.0,J. Simmons misses free throw 2 of 2,,68-67,,
3:13.0,,,68-67,,Defensive rebound by A. Hammons
3:02.0,,,68-67,,J. Uthoff misses 2-pt shot at rim
3:01.0,Defensive rebound by J. Anthony,,68-67,,
2:47.0,J. Simmons misses 2-pt shot from 1 ft (block by A. Hammons),,68-67,,
2:45.0,,,68-67,,Defensive rebound by D. Finney-Smith
2:33.0,,,68-67,,J. Uthoff misses 2-pt shot from 4 ft
2:32.0,,,68-67,,Offensive rebound by D. Powell
2:21.0,,,68-67,,D. Powell misses 3-pt shot from 24 ft
2:18.0,,,68-67,,Offensive rebound by A. Hammons
2:13.0,,,68-67,,D. Finney-Smith misses 3-pt shot from 25 ft
2:12.0,Defensive rebound by J. Anthony,,68-67,,
1:53.0,D. Bertans makes 3-pt shot from 24 ft (assist by D. Lee),3,71-67,,
1:36.0,,,71-69,2,D. Powell makes 2-pt shot from 6 ft (assist by A. Hammons)
1:16.0,J. Anthony makes 2-pt shot from 8 ft (assist by B. Forbes),2,73-69,,
0:50.0,,,73-69,,D. Finney-Smith misses 3-pt shot from 25 ft
0:49.0,Defensive rebound by D. Lee,,73-69,,
0:37.0,J. Simmons misses 3-pt shot from 24 ft,,73-69,,
0:36.0,Offensive rebound by D. Bertans,,73-69,,
0:19.0,Turnover by B. Forbes (traveling),,73-69,,
0:19.0,K. Anderson enters the game for J. Simmons,,73-69,,
0:19.0,,,73-69,,Y. Ferrell enters the game for N. Brussino
0:05.0,,,73-69,,Y. Ferrell misses 2-pt shot from 6 ft
0:03.0,Defensive rebound by K. Anderson,,73-69,,
0:02.0,D. Bertans makes 2-pt shot at rim (assist by K. Anderson),2,75-69,,
0:00.0,,,75-69,,D. Powell misses 3-pt shot from 75 ft
0:00.0,,,75-69,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,K. Anderson misses 2-pt shot from 13 ft,,75-69,,
11:39.0,,,75-69,,Defensive rebound by Team
11:29.0,,,75-69,,D. Powell misses 3-pt shot from 25 ft
11:28.0,Defensive rebound by K. Anderson,,75-69,,
11:24.0,D. Lee makes 2-pt shot from 1 ft (assist by K. Anderson),2,77-69,,
10:58.0,,,77-69,,J. Uthoff misses 2-pt shot from 13 ft
10:57.0,Defensive rebound by D. Lee,,77-69,,
10:44.0,Turnover by P. Mills (back court),,77-69,,
10:44.0,,,77-69,,N. Brussino enters the game for D. Finney-Smith
10:33.0,,,77-69,,Y. Ferrell misses 3-pt shot from 26 ft
10:32.0,Defensive rebound by J. Anthony,,77-69,,
10:22.0,K. Anderson makes 2-pt shot from 10 ft (assist by P. Mills),2,79-69,,
10:21.0,,,79-69,,Dallas full timeout
10:21.0,J. Simmons enters the game for P. Mills,,79-69,,
10:02.0,,,79-69,,A. Hammons misses 2-pt shot from 17 ft
10:01.0,Defensive rebound by D. Lee,,79-69,,
9:49.0,D. Bertans misses 2-pt shot from 12 ft (block by J. Uthoff),,79-69,,
9:48.0,Offensive rebound by D. Bertans,,79-69,,
9:44.0,D. Bertans misses 3-pt shot from 25 ft,,79-69,,
9:43.0,,,79-69,,Defensive rebound by D. Powell
9:29.0,,,79-72,3,Y. Ferrell makes 3-pt shot from 25 ft (assist by N. Brussino)
9:13.0,J. Simmons makes 2-pt shot from 1 ft (assist by D. Lee),2,81-72,,
8:49.0,,,81-72,,Turnover by J. Uthoff (lost ball; steal by K. Anderson)
8:42.0,J. Anthony makes 2-pt shot from 2 ft (assist by K. Anderson),2,83-72,,
8:41.0,,,83-72,,Dallas full timeout
8:41.0,,,83-72,,D. Finney-Smith enters the game for D. Powell
8:26.0,Personal foul by K. Anderson (drawn by N. Brussino),,83-72,,
8:20.0,,,83-72,,Y. Ferrell misses 3-pt shot from 24 ft
8:18.0,Defensive rebound by D. Bertans,,83-72,,
8:03.0,K. Anderson makes 2-pt shot from 19 ft (assist by D. Lee),2,85-72,,
7:51.0,,,85-74,2,N. Brussino makes 2-pt shot from 16 ft
7:28.0,J. Simmons makes 2-pt shot from 2 ft,2,87-74,,
7:13.0,,,87-76,2,D. Finney-Smith makes 2-pt shot at rim (assist by J. Uthoff)
6:49.0,J. Simmons makes 2-pt shot from 9 ft,2,89-76,,
6:30.0,,,89-78,2,N. Brussino makes 2-pt shot from 17 ft (assist by Y. Ferrell)
6:27.0,San Antonio full timeout,,89-78,,
6:27.0,B. Forbes enters the game for D. Lee,,89-78,,
6:14.0,Shooting foul by A. Hammons (drawn by J. Anthony),,89-78,,
6:14.0,J. Anthony misses free throw 1 of 2,,89-78,,
6:14.0,Offensive rebound by Team,,89-78,,
6:14.0,J. Anthony misses free throw 2 of 2,,89-78,,
6:14.0,,,89-78,,Defensive rebound by Team
6:01.0,,,89-78,,J. Uthoff misses 3-pt shot from 22 ft
6:00.0,Defensive rebound by J. Simmons,,89-78,,
5:58.0,,,89-78,,Personal foul by Y. Ferrell (drawn by J. Simmons)
5:49.0,B. Forbes misses 2-pt shot from 19 ft (block by J. Uthoff),,89-78,,
5:48.0,Offensive rebound by Team,,89-78,,
5:40.0,J. Simmons makes 2-pt shot from 21 ft,2,91-78,,
5:28.0,,,91-80,2,D. Finney-Smith makes 2-pt shot at rim (assist by Y. Ferrell)
4:59.0,Turnover by Team (shot clock),,91-80,,
4:59.0,D. Lee enters the game for D. Bertans,,91-80,,
4:46.0,,,91-80,,J. Uthoff misses 2-pt shot from 10 ft
4:44.0,Defensive rebound by K. Anderson,,91-80,,
4:36.0,Shooting foul by A. Hammons (drawn by K. Anderson),,91-80,,
4:36.0,K. Anderson makes free throw 1 of 2,1,92-80,,
4:36.0,K. Anderson misses free throw 2 of 2,,92-80,,
4:36.0,,,92-80,,D. Powell enters the game for A. Hammons
4:36.0,D. Bertans enters the game for J. Simmons,,92-80,,
4:35.0,,,92-80,,Defensive rebound by D. Powell
4:20.0,,,92-80,,N. Brussino misses 2-pt shot from 7 ft (block by J. Anthony)
4:18.0,Defensive rebound by D. Lee,,92-80,,
4:06.0,B. Forbes misses 3-pt shot from 25 ft,,92-80,,
4:05.0,,,92-80,,Defensive rebound by Y. Ferrell
3:57.0,,,92-80,,N. Brussino misses 3-pt shot from 25 ft
3:56.0,Defensive rebound by J. Anthony,,92-80,,
3:36.0,D. Lee makes 2-pt shot from 20 ft (assist by B. Forbes),2,94-80,,
3:18.0,,,94-80,,Y. Ferrell misses 2-pt shot from 17 ft
3:17.0,Defensive rebound by K. Anderson,,94-80,,
