time,Orlando,pts.away,score,pts.home,Miami
4:18.0,,,19-18,,J. McRoberts misses 2-pt shot from 22 ft
4:17.0,Defensive rebound by A. Gordon,,19-18,,
4:12.0,E. Payton makes 2-pt shot from 1 ft,2,21-18,,
3:55.0,,,21-20,2,T. Johnson makes 2-pt shot from 3 ft
3:52.0,,,21-20,,Personal foul by J. Winslow (drawn by A. Gordon)
3:52.0,,,21-20,,J. Johnson enters the game for J. McRoberts
3:52.0,J. Green enters the game for S. Ibaka,,21-20,,
3:37.0,J. Green misses 2-pt shot from 21 ft,,21-20,,
3:36.0,,,21-20,,Defensive rebound by J. Richardson
3:29.0,,,21-20,,J. Richardson misses 2-pt shot from 8 ft (block by N. Vucevic)
3:28.0,,,21-20,,Offensive rebound by Team
3:23.0,,,21-22,2,H. Whiteside makes 2-pt shot from 20 ft (assist by J. Richardson)
3:07.0,N. Vucevic makes 2-pt shot from 15 ft,2,23-22,,
3:03.0,,,23-22,,Miami full timeout
2:49.0,,,23-22,,J. Johnson misses 2-pt shot from 1 ft
2:48.0,Defensive rebound by J. Green,,23-22,,
2:37.0,Turnover by A. Gordon (lost ball; steal by H. Whiteside),,23-22,,
2:15.0,,,23-24,2,H. Whiteside makes 2-pt shot at rim (assist by T. Johnson)
2:02.0,A. Gordon misses 2-pt shot from 12 ft,,23-24,,
2:01.0,,,23-24,,Defensive rebound by Team
2:01.0,,,23-24,,G. Dragic enters the game for J. Richardson
1:50.0,,,23-24,,J. Winslow misses 2-pt shot from 6 ft
1:50.0,Defensive rebound by Team,,23-24,,
1:50.0,J. Meeks enters the game for A. Gordon,,23-24,,
1:39.0,E. Fournier makes 2-pt shot from 21 ft (assist by N. Vucevic),2,25-24,,
1:24.0,,,25-24,,G. Dragic misses 2-pt shot from 10 ft
1:23.0,Defensive rebound by E. Fournier,,25-24,,
1:14.0,N. Vucevic misses 2-pt shot from 17 ft,,25-24,,
1:13.0,,,25-24,,Defensive rebound by T. Johnson
1:03.0,,,25-26,2,T. Johnson makes 2-pt shot from 19 ft
0:50.0,,,25-26,,Violation by H. Whiteside (def goaltending)
0:50.0,E. Payton makes 2-pt shot from 3 ft,2,27-26,,
0:36.0,,,27-28,2,J. Winslow makes 2-pt shot from 18 ft
0:24.0,E. Payton misses 2-pt shot from 3 ft,,27-28,,
0:23.0,,,27-28,,Defensive rebound by G. Dragic
0:06.0,,,27-28,,Turnover by G. Dragic (bad pass)
0:06.0,,,27-28,,W. Reed enters the game for H. Whiteside
0:06.0,,,27-28,,L. Babbitt enters the game for J. Winslow
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:39.0,,,27-28,,Shooting foul by J. Green (drawn by G. Dragic)
11:39.0,,,27-29,1,G. Dragic makes free throw 1 of 2
11:39.0,,,27-30,1,G. Dragic makes free throw 2 of 2
11:17.0,N. Vucevic makes 2-pt shot from 12 ft,2,29-30,,
10:59.0,,,29-30,,Turnover by J. Johnson (bad pass)
10:45.0,J. Green makes 2-pt shot from 10 ft,2,31-30,,
10:33.0,,,31-30,,J. Johnson misses 3-pt shot from 25 ft
10:32.0,Defensive rebound by J. Green,,31-30,,
10:20.0,,,31-30,,Personal foul by G. Dragic (drawn by B. Biyombo)
10:16.0,N. Vucevic misses 2-pt shot from 13 ft,,31-30,,
10:15.0,,,31-30,,Defensive rebound by W. Reed
10:03.0,,,31-32,2,T. Johnson makes 2-pt shot from 19 ft
9:48.0,J. Meeks misses 2-pt shot from 17 ft,,31-32,,
9:47.0,,,31-32,,Defensive rebound by J. Johnson
9:33.0,,,31-35,3,L. Babbitt makes 3-pt shot from 25 ft (assist by J. Johnson)
9:25.0,E. Payton makes 2-pt shot from 1 ft,2,33-35,,
9:25.0,Shooting foul by T. Johnson (drawn by E. Payton),,33-35,,
9:25.0,E. Payton makes free throw 1 of 1,1,34-35,,
9:09.0,,,34-35,,Turnover by G. Dragic (bad pass; steal by J. Green)
9:01.0,E. Payton makes 2-pt shot from 8 ft,2,36-35,,
8:49.0,,,36-38,3,T. Johnson makes 3-pt shot from 25 ft (assist by J. Johnson)
8:37.0,E. Payton makes 2-pt shot from 2 ft,2,38-38,,
8:25.0,,,38-38,,J. Johnson misses 3-pt shot from 25 ft
8:24.0,Defensive rebound by N. Vucevic,,38-38,,
8:11.0,J. Meeks misses 2-pt shot from 5 ft,,38-38,,
8:08.0,,,38-38,,Defensive rebound by J. Johnson
8:04.0,,,38-41,3,L. Babbitt makes 3-pt shot from 25 ft (assist by J. Johnson)
8:04.0,Orlando full timeout,,38-41,,
8:04.0,D. Augustin enters the game for J. Meeks,,38-41,,
7:50.0,J. Green misses 2-pt shot from 2 ft,,38-41,,
7:49.0,,,38-41,,Defensive rebound by W. Reed
7:47.0,,,38-41,,Shooting foul by E. Payton (drawn by T. Johnson)
7:47.0,,,38-42,1,T. Johnson makes free throw 1 of 2
7:47.0,,,38-43,1,T. Johnson makes free throw 2 of 2
7:34.0,B. Biyombo makes 2-pt shot from 2 ft (assist by E. Payton),2,40-43,,
7:11.0,,,40-43,,T. Johnson misses 2-pt shot from 14 ft
7:10.0,Defensive rebound by D. Augustin,,40-43,,
7:07.0,B. Biyombo makes 2-pt shot from 1 ft (assist by D. Augustin),2,42-43,,
7:07.0,Shooting foul by J. Johnson (drawn by B. Biyombo),,42-43,,
7:07.0,B. Biyombo misses free throw 1 of 1,,42-43,,
7:07.0,,,42-43,,J. Richardson enters the game for G. Dragic
7:06.0,,,42-43,,Defensive rebound by W. Reed
6:47.0,,,42-43,,J. Richardson misses 2-pt shot from 21 ft
6:46.0,Defensive rebound by N. Vucevic,,42-43,,
6:40.0,E. Payton makes 2-pt shot from 2 ft,2,44-43,,
6:38.0,,,44-43,,Miami full timeout
6:38.0,,,44-43,,J. Winslow enters the game for T. Johnson
6:38.0,,,44-43,,H. Whiteside enters the game for W. Reed
6:23.0,,,44-45,2,H. Whiteside makes 2-pt shot from 2 ft (assist by J. Richardson)
5:55.0,E. Payton misses 3-pt shot from 25 ft,,44-45,,
5:54.0,,,44-45,,Defensive rebound by L. Babbitt
5:43.0,,,44-48,3,J. Johnson makes 3-pt shot from 23 ft (assist by J. Richardson)
5:18.0,J. Green misses 3-pt shot from 24 ft,,44-48,,
5:17.0,,,44-48,,Defensive rebound by J. Johnson
5:10.0,,,44-48,,Shooting foul by N. Vucevic (drawn by L. Babbitt)
5:10.0,,,44-49,1,L. Babbitt makes free throw 1 of 2
5:10.0,,,44-50,1,L. Babbitt makes free throw 2 of 2
5:10.0,S. Ibaka enters the game for N. Vucevic,,44-49,,
4:58.0,D. Augustin misses 3-pt shot from 24 ft,,44-50,,
4:57.0,,,44-50,,Defensive rebound by L. Babbitt
4:43.0,,,44-50,,H. Whiteside misses 2-pt shot from 9 ft
4:41.0,,,44-50,,Offensive rebound by J. Johnson
4:40.0,,,44-52,2,J. Johnson makes 2-pt shot from 2 ft
4:22.0,B. Biyombo misses 2-pt shot from 10 ft (block by H. Whiteside),,44-52,,
4:21.0,Offensive rebound by Team,,44-52,,
4:21.0,E. Fournier enters the game for E. Payton,,44-52,,
4:19.0,Turnover by E. Fournier (step out of bounds),,44-52,,
4:05.0,Personal foul by D. Augustin (drawn by J. Richardson),,44-52,,
3:56.0,,,44-52,,J. Winslow misses 2-pt shot from 2 ft (block by B. Biyombo)
3:55.0,Defensive rebound by J. Green,,44-52,,
3:50.0,D. Augustin misses 3-pt shot from 23 ft,,44-52,,
3:49.0,Offensive rebound by Team,,44-52,,
3:49.0,,,44-52,,Loose ball foul by L. Babbitt (drawn by S. Ibaka)
3:49.0,A. Gordon enters the game for J. Green,,44-52,,
3:40.0,E. Fournier misses 2-pt shot from 6 ft,,44-52,,
3:39.0,,,44-52,,Defensive rebound by Team
3:38.0,Loose ball foul by B. Biyombo (drawn by H. Whiteside),,44-52,,
3:38.0,,,44-52,,H. Whiteside misses free throw 1 of 2
3:38.0,,,44-52,,Offensive rebound by Team
3:38.0,,,44-53,1,H. Whiteside makes free throw 2 of 2
3:38.0,,,44-52,,T. Johnson enters the game for L. Babbitt
3:38.0,N. Vucevic enters the game for B. Biyombo,,44-52,,
3:28.0,N. Vucevic makes 2-pt shot from 8 ft (assist by E. Fournier),2,46-53,,
3:12.0,,,46-55,2,H. Whiteside makes 2-pt shot at rim (assist by J. Richardson)
2:50.0,Official timeout,,46-55,,
2:43.0,E. Fournier misses 2-pt shot from 18 ft,,46-55,,
2:42.0,,,46-55,,Defensive rebound by T. Johnson
2:25.0,,,46-55,,T. Johnson misses 2-pt shot from 16 ft
2:24.0,Defensive rebound by A. Gordon,,46-55,,
2:21.0,Offensive charge foul by A. Gordon,,46-55,,
2:21.0,Turnover by A. Gordon (offensive foul),,46-55,,
2:07.0,,,46-58,3,J. Johnson makes 3-pt shot from 25 ft (assist by J. Richardson)
2:02.0,Orlando full timeout,,46-58,,
2:02.0,,,46-58,,G. Dragic enters the game for J. Richardson
1:58.0,A. Gordon makes 2-pt shot at rim (assist by N. Vucevic),2,48-58,,
1:36.0,,,48-58,,H. Whiteside misses 2-pt shot from 18 ft
1:35.0,Defensive rebound by A. Gordon,,48-58,,
1:28.0,S. Ibaka makes 2-pt shot from 12 ft (assist by D. Augustin),2,50-58,,
1:06.0,,,50-60,2,G. Dragic makes 2-pt shot from 2 ft
0:58.0,S. Ibaka makes 3-pt shot from 25 ft (assist by D. Augustin),3,53-60,,
0:43.0,,,53-60,,Shooting foul by S. Ibaka (drawn by H. Whiteside)
0:43.0,,,53-61,1,H. Whiteside makes free throw 1 of 2
0:43.0,,,53-62,1,H. Whiteside makes free throw 2 of 2
0:35.0,,,53-62,,Flagrant foul type 1 by G. Dragic (drawn by D. Augustin)
0:35.0,D. Augustin makes flagrant free throw 1 of 2,1,54-62,,
0:35.0,D. Augustin makes flagrant free throw 2 of 2,1,55-62,,
0:35.0,,,55-62,,J. Richardson enters the game for G. Dragic
0:28.0,N. Vucevic makes 2-pt shot at rim (assist by E. Fournier),2,57-62,,
0:10.0,,,57-64,2,T. Johnson makes 2-pt shot from 2 ft
0:03.0,N. Vucevic misses 2-pt shot from 1 ft,,57-64,,
0:02.0,Offensive rebound by S. Ibaka,,57-64,,
0:00.0,D. Augustin misses 3-pt shot from 28 ft,,57-64,,
0:00.0,Offensive rebound by Team,,57-64,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,,,57-64,,J. Winslow misses 2-pt shot from 1 ft
11:45.0,Defensive rebound by S. Ibaka,,57-64,,
11:29.0,E. Fournier makes 2-pt shot from 9 ft,2,59-64,,
11:11.0,,,59-64,,Shooting foul by E. Fournier (drawn by J. McRoberts)
11:11.0,,,59-65,1,J. McRoberts makes free throw 1 of 2
11:11.0,,,59-65,,J. McRoberts misses free throw 2 of 2
11:10.0,,,59-65,,Offensive rebound by J. McRoberts
10:53.0,,,59-67,2,H. Whiteside makes 2-pt shot from 8 ft (assist by G. Dragic)
10:37.0,E. Fournier misses 3-pt shot from 23 ft,,59-67,,
10:36.0,,,59-67,,Defensive rebound by H. Whiteside
10:17.0,,,59-67,,G. Dragic misses 2-pt shot from 14 ft
10:16.0,Defensive rebound by B. Biyombo,,59-67,,
10:08.0,E. Fournier makes 2-pt shot from 1 ft,2,61-67,,
9:49.0,Personal foul by B. Biyombo (drawn by J. Winslow),,61-67,,
9:38.0,,,61-67,,H. Whiteside misses 2-pt shot from 3 ft
9:37.0,Defensive rebound by E. Fournier,,61-67,,
9:26.0,S. Ibaka makes 3-pt shot from 25 ft (assist by D. Augustin),3,64-67,,
8:59.0,,,64-67,,J. Richardson misses 3-pt shot from 24 ft
8:58.0,,,64-67,,Offensive rebound by Team
8:57.0,,,64-67,,Turnover by Team (shot clock)
8:43.0,S. Ibaka misses 2-pt shot from 8 ft,,64-67,,
8:42.0,,,64-67,,Defensive rebound by H. Whiteside
8:26.0,,,64-69,2,H. Whiteside makes 2-pt shot from 2 ft
8:02.0,A. Gordon makes 2-pt shot from 2 ft,2,66-69,,
7:51.0,,,66-69,,G. Dragic misses 2-pt shot from 2 ft
7:50.0,,,66-69,,Offensive rebound by H. Whiteside
7:48.0,,,66-71,2,H. Whiteside makes 2-pt shot at rim
7:33.0,Shooting foul by J. Winslow (drawn by B. Biyombo),,66-71,,
7:33.0,B. Biyombo misses free throw 1 of 2,,66-71,,
7:33.0,Offensive rebound by Team,,66-71,,
7:33.0,B. Biyombo misses free throw 2 of 2,,66-71,,
7:32.0,,,66-71,,Defensive rebound by Team
7:27.0,Personal block foul by D. Augustin (drawn by G. Dragic),,66-71,,
7:17.0,,,66-71,,Turnover by H. Whiteside (3 sec)
7:02.0,E. Fournier makes 2-pt shot from 9 ft,2,68-71,,
6:42.0,Personal foul by E. Fournier (drawn by J. Richardson),,68-71,,
6:35.0,,,68-71,,J. Richardson misses 3-pt shot from 24 ft
6:34.0,Defensive rebound by A. Gordon,,68-71,,
6:27.0,D. Augustin makes 2-pt shot from 9 ft,2,70-71,,
6:27.0,Shooting foul by G. Dragic (drawn by D. Augustin),,70-71,,
6:27.0,D. Augustin misses free throw 1 of 1,,70-71,,
6:26.0,,,70-71,,Defensive rebound by G. Dragic
6:12.0,,,70-73,2,J. McRoberts makes 2-pt shot from 17 ft (assist by G. Dragic)
6:03.0,Shooting foul by J. Richardson (drawn by A. Gordon),,70-73,,
6:03.0,A. Gordon makes free throw 1 of 2,1,71-73,,
6:03.0,A. Gordon makes free throw 2 of 2,1,72-73,,
5:53.0,,,72-73,,G. Dragic misses 2-pt shot from 9 ft
5:52.0,Defensive rebound by B. Biyombo,,72-73,,
5:47.0,D. Augustin misses 2-pt shot at rim,,72-73,,
5:46.0,,,72-73,,Defensive rebound by Team
5:46.0,,,72-73,,Miami full timeout
5:46.0,,,72-73,,T. Johnson enters the game for J. Richardson
5:37.0,,,72-73,,J. Winslow misses 2-pt shot from 1 ft
5:36.0,,,72-73,,Offensive rebound by H. Whiteside
5:35.0,,,72-73,,H. Whiteside misses 2-pt shot from 1 ft
5:34.0,,,72-73,,Offensive rebound by H. Whiteside
5:33.0,,,72-75,2,H. Whiteside makes 2-pt shot from 1 ft
5:26.0,Turnover by D. Augustin (bad pass; steal by T. Johnson),,72-75,,
5:21.0,,,72-77,2,T. Johnson makes 2-pt shot from 2 ft
5:21.0,Flagrant foul type 1 by B. Biyombo (drawn by G. Dragic),,72-77,,
5:21.0,,,72-78,1,G. Dragic makes flagrant free throw 1 of 1
5:21.0,E. Payton enters the game for B. Biyombo,,72-78,,
5:21.0,N. Vucevic enters the game for D. Augustin,,72-78,,
5:10.0,,,72-78,,J. Winslow misses 2-pt shot from 8 ft
5:09.0,Defensive rebound by E. Fournier,,72-78,,
4:52.0,Offensive foul by N. Vucevic,,72-78,,
4:52.0,Turnover by N. Vucevic (offensive foul),,72-78,,
4:24.0,,,72-80,2,T. Johnson makes 2-pt shot from 10 ft (assist by J. Winslow)
4:16.0,E. Fournier misses 2-pt shot from 11 ft,,72-80,,
4:15.0,Offensive rebound by Team,,72-80,,
4:14.0,,,72-80,,Loose ball foul by T. Johnson (drawn by N. Vucevic)
4:14.0,Orlando full timeout,,72-80,,
4:04.0,N. Vucevic makes 2-pt shot from 15 ft (assist by E. Payton),2,74-80,,
3:46.0,,,74-80,,Turnover by J. Winslow (bad pass)
3:46.0,,,74-80,,J. Johnson enters the game for J. McRoberts
3:33.0,N. Vucevic misses 2-pt shot from 11 ft,,74-80,,
3:32.0,Offensive rebound by S. Ibaka,,74-80,,
3:28.0,S. Ibaka makes 2-pt shot from 1 ft,2,76-80,,
3:08.0,,,76-80,,G. Dragic misses 3-pt shot from 25 ft
3:07.0,Defensive rebound by E. Fournier,,76-80,,
2:53.0,A. Gordon makes 3-pt shot from 24 ft (assist by E. Fournier),3,79-80,,
2:38.0,,,79-82,2,J. Winslow makes 2-pt shot from 2 ft
2:23.0,Shooting foul by H. Whiteside (drawn by A. Gordon),,79-82,,
2:23.0,A. Gordon misses free throw 1 of 2,,79-82,,
2:23.0,Offensive rebound by Team,,79-82,,
2:23.0,A. Gordon makes free throw 2 of 2,1,80-82,,
2:07.0,,,80-82,,J. Winslow misses 3-pt shot from 23 ft
2:06.0,Defensive rebound by S. Ibaka,,80-82,,
1:55.0,E. Fournier misses 2-pt shot from 9 ft,,80-82,,
1:54.0,,,80-82,,Defensive rebound by H. Whiteside
1:37.0,,,80-84,2,H. Whiteside makes 2-pt shot from 19 ft
1:23.0,E. Payton makes 2-pt shot from 15 ft,2,82-84,,
1:09.0,,,82-86,2,H. Whiteside makes 2-pt shot from 8 ft (assist by J. Johnson)
0:58.0,E. Payton misses 2-pt shot from 7 ft (block by H. Whiteside),,82-86,,
0:57.0,,,82-86,,Defensive rebound by T. Johnson
0:48.0,,,82-89,3,G. Dragic makes 3-pt shot from 24 ft
0:32.0,Shooting foul by J. Winslow (drawn by N. Vucevic),,82-89,,
0:32.0,N. Vucevic makes 2-pt shot from 9 ft,2,84-89,,
0:32.0,N. Vucevic makes free throw 1 of 1,1,85-89,,
0:32.0,J. Meeks enters the game for A. Gordon,,84-89,,
0:32.0,J. Green enters the game for S. Ibaka,,84-89,,
0:32.0,,,84-89,,W. Reed enters the game for J. Winslow
0:32.0,,,84-89,,L. Babbitt enters the game for H. Whiteside
0:13.0,,,85-89,,G. Dragic misses 2-pt shot from 10 ft
0:12.0,Defensive rebound by J. Meeks,,85-89,,
0:03.0,E. Payton misses 2-pt shot from 1 ft,,85-89,,
0:02.0,Offensive rebound by Team,,85-89,,
0:01.0,Turnover by N. Vucevic (turnover),,85-89,,
0:00.0,,,85-89,,W. Reed misses 3-pt shot from 27 ft
0:00.0,,,85-89,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,Turnover by N. Vucevic (lost ball; steal by T. Johnson),,85-89,,
11:35.0,,,85-89,,T. Johnson misses 2-pt shot from 21 ft
11:34.0,Defensive rebound by B. Biyombo,,85-89,,
11:25.0,J. Meeks misses 3-pt shot from 25 ft,,85-89,,
11:24.0,,,85-89,,Defensive rebound by Team
11:24.0,Personal foul by N. Vucevic (drawn by L. Babbitt),,85-89,,
11:12.0,,,85-92,3,T. Johnson makes 3-pt shot from 23 ft (assist by J. Johnson)
10:57.0,J. Green misses 2-pt shot from 16 ft,,85-92,,
10:56.0,,,85-92,,Defensive rebound by J. Johnson
10:49.0,,,85-92,,J. Richardson misses 3-pt shot from 25 ft
10:48.0,Defensive rebound by N. Vucevic,,85-92,,
10:41.0,Shooting foul by W. Reed (drawn by E. Payton),,85-92,,
10:41.0,E. Payton makes free throw 1 of 2,1,86-92,,
10:41.0,E. Payton misses free throw 2 of 2,,86-92,,
10:40.0,,,86-92,,Defensive rebound by J. Johnson
10:30.0,,,86-94,2,T. Johnson makes 2-pt shot at rim (assist by J. Johnson)
10:15.0,Turnover by B. Biyombo (bad pass; steal by T. Johnson),,86-94,,
10:10.0,,,86-94,,Turnover by J. Richardson (bad pass)
9:59.0,E. Payton makes 2-pt shot from 18 ft,2,88-94,,
9:34.0,,,88-94,,J. Johnson misses 3-pt shot from 24 ft
9:33.0,,,88-94,,Offensive rebound by W. Reed
9:27.0,,,88-97,3,J. Richardson makes 3-pt shot from 26 ft (assist by T. Johnson)
9:27.0,Orlando full timeout,,88-97,,
9:09.0,N. Vucevic makes 2-pt shot from 10 ft,2,90-97,,
8:44.0,,,90-97,,T. Johnson misses 3-pt shot from 24 ft
8:43.0,Defensive rebound by B. Biyombo,,90-97,,
8:30.0,N. Vucevic misses 2-pt shot from 2 ft,,90-97,,
8:29.0,Offensive rebound by N. Vucevic,,90-97,,
8:28.0,N. Vucevic makes 2-pt shot from 1 ft,2,92-97,,
8:13.0,,,92-97,,Turnover by J. Richardson (bad pass; steal by E. Payton)
7:59.0,N. Vucevic makes 3-pt shot from 24 ft (assist by E. Payton),3,95-97,,
7:59.0,,,95-97,,Miami full timeout
7:59.0,,,95-97,,G. Dragic enters the game for T. Johnson
7:35.0,,,95-97,,W. Reed misses 2-pt shot from 2 ft
7:34.0,Defensive rebound by N. Vucevic,,95-97,,
7:26.0,J. Green misses 2-pt shot from 1 ft (block by L. Babbitt),,95-97,,
7:25.0,Offensive rebound by Team,,95-97,,
7:25.0,,,95-97,,H. Whiteside enters the game for W. Reed
7:14.0,J. Green makes 2-pt shot from 16 ft,2,97-97,,
6:51.0,,,97-97,,H. Whiteside misses 2-pt shot from 13 ft
6:50.0,Defensive rebound by N. Vucevic,,97-97,,
6:39.0,J. Meeks makes 3-pt shot from 23 ft (assist by J. Green),3,100-97,,
6:18.0,,,100-97,,L. Babbitt misses 3-pt shot from 23 ft
6:17.0,,,100-97,,Offensive rebound by J. Richardson
6:13.0,,,100-97,,G. Dragic misses 2-pt shot from 18 ft
6:12.0,Defensive rebound by B. Biyombo,,100-97,,
6:09.0,Turnover by E. Payton (lost ball),,100-97,,
6:09.0,,,100-97,,J. Winslow enters the game for L. Babbitt
5:53.0,,,100-99,2,J. Johnson makes 2-pt shot from 2 ft
5:36.0,J. Meeks misses 2-pt shot from 12 ft,,100-99,,
5:35.0,,,100-99,,Defensive rebound by H. Whiteside
5:31.0,,,100-99,,H. Whiteside misses 2-pt shot from 4 ft (block by N. Vucevic)
5:30.0,,,100-99,,Offensive rebound by Team
5:30.0,E. Fournier enters the game for J. Meeks,,100-99,,
5:30.0,S. Ibaka enters the game for N. Vucevic,,100-99,,
5:26.0,,,100-99,,J. Richardson misses 2-pt shot from 18 ft
5:25.0,Defensive rebound by B. Biyombo,,100-99,,
5:13.0,E. Payton misses 2-pt shot from 11 ft,,100-99,,
5:12.0,,,100-99,,Defensive rebound by J. Johnson
5:03.0,,,100-99,,J. Johnson misses 3-pt shot from 25 ft
5:02.0,Defensive rebound by B. Biyombo,,100-99,,
4:47.0,S. Ibaka misses 3-pt shot from 25 ft,,100-99,,
4:46.0,,,100-99,,Defensive rebound by J. Winslow
4:25.0,,,100-99,,J. Richardson misses 3-pt shot from 26 ft
4:24.0,Defensive rebound by E. Fournier,,100-99,,
4:19.0,,,100-99,,Personal foul by J. Richardson (drawn by J. Green)
4:19.0,,,100-99,,T. Johnson enters the game for J. Johnson
4:19.0,D. Augustin enters the game for E. Payton,,100-99,,
4:17.0,E. Fournier misses 2-pt shot from 5 ft,,100-99,,
4:16.0,,,100-99,,Defensive rebound by G. Dragic
4:08.0,,,100-102,3,T. Johnson makes 3-pt shot from 24 ft (assist by G. Dragic)
3:39.0,E. Fournier makes 3-pt shot from 25 ft (assist by D. Augustin),3,103-102,,
3:18.0,,,103-104,2,J. Winslow makes 2-pt shot from 4 ft (assist by T. Johnson)
3:18.0,,,103-104,,Shooting foul by S. Ibaka (drawn by J. Winslow)
3:18.0,,,103-105,1,J. Winslow makes free throw 1 of 1
3:18.0,N. Vucevic enters the game for B. Biyombo,,103-104,,
3:04.0,N. Vucevic misses 2-pt shot from 20 ft,,103-105,,
3:03.0,,,103-105,,Defensive rebound by H. Whiteside
2:49.0,,,103-105,,T. Johnson misses 2-pt shot from 6 ft
2:48.0,,,103-105,,Offensive rebound by J. Winslow
2:40.0,,,103-105,,J. Winslow misses 2-pt shot from 9 ft
2:39.0,Defensive rebound by N. Vucevic,,103-105,,
2:21.0,D. Augustin misses 2-pt shot from 9 ft,,103-105,,
2:20.0,,,103-105,,Defensive rebound by J. Winslow
2:08.0,,,103-105,,H. Whiteside misses 2-pt shot from 2 ft
2:07.0,Defensive rebound by N. Vucevic,,103-105,,
2:07.0,,,103-105,,Personal foul by J. Winslow (drawn by D. Augustin)
2:07.0,Official timeout,,103-105,,
1:55.0,S. Ibaka misses 2-pt shot from 21 ft,,103-105,,
1:54.0,,,103-105,,Defensive rebound by H. Whiteside
1:31.0,,,103-105,,J. Winslow misses 2-pt shot from 19 ft
