time,Detroit,pts.away,score,pts.home,Milwaukee
5:01.0,,,17-15,,M. Teletovic enters the game for M. Beasley
5:01.0,T. Harris enters the game for J. Leuer,,17-15,,
4:43.0,,,17-15,,T. Snell misses 3-pt shot from 24 ft
4:42.0,Defensive rebound by A. Drummond,,17-15,,
4:33.0,T. Harris misses 2-pt shot from 8 ft,,17-15,,
4:32.0,,,17-15,,Defensive rebound by G. Monroe
4:21.0,Personal foul by A. Drummond (drawn by G. Monroe),,17-15,,
4:15.0,,,17-15,,M. Brogdon misses 2-pt shot from 15 ft
4:14.0,,,17-15,,Offensive rebound by Team
4:02.0,Violation by A. Drummond (kicked ball),,17-15,,
3:49.0,,,17-15,,M. Teletovic misses 3-pt shot from 26 ft
3:48.0,,,17-15,,Offensive rebound by G. Monroe
3:47.0,,,17-17,2,G. Monroe makes 2-pt shot from 1 ft
3:27.0,K. Caldwell-Pope misses 3-pt shot from 27 ft,,17-17,,
3:26.0,,,17-17,,Defensive rebound by M. Teletovic
3:23.0,,,17-17,,Turnover by M. Teletovic (bad pass)
3:11.0,T. Harris makes 2-pt shot from 10 ft,2,19-17,,
2:55.0,,,19-19,2,G. Monroe makes 2-pt shot from 3 ft (assist by M. Brogdon)
2:38.0,A. Drummond misses 2-pt shot from 8 ft,,19-19,,
2:37.0,,,19-19,,Defensive rebound by T. Snell
2:27.0,,,19-19,,G. Antetokounmpo misses 2-pt shot from 19 ft
2:26.0,Defensive rebound by R. Jackson,,19-19,,
2:12.0,A. Drummond misses 2-pt shot from 1 ft,,19-19,,
2:11.0,,,19-19,,Defensive rebound by G. Antetokounmpo
2:06.0,,,19-19,,Turnover by M. Teletovic (traveling)
2:06.0,Detroit full timeout,,19-19,,
2:06.0,I. Smith enters the game for A. Drummond,,19-19,,
2:06.0,A. Baynes enters the game for R. Jackson,,19-19,,
2:06.0,,,19-19,,K. Middleton enters the game for G. Antetokounmpo
2:02.0,Turnover by K. Caldwell-Pope (lost ball),,19-19,,
1:55.0,Personal block foul by A. Baynes (drawn by M. Brogdon),,19-19,,
1:42.0,,,19-19,,M. Teletovic misses 3-pt shot from 26 ft
1:40.0,Defensive rebound by I. Smith,,19-19,,
1:20.0,,,19-19,,Personal foul by T. Snell (drawn by I. Smith)
1:11.0,T. Harris misses 3-pt shot from 24 ft,,19-19,,
1:09.0,Offensive rebound by T. Harris,,19-19,,
1:06.0,T. Harris misses 2-pt shot from 2 ft,,19-19,,
1:05.0,,,19-19,,Defensive rebound by G. Monroe
0:56.0,,,19-19,,M. Brogdon misses 2-pt shot from 4 ft
0:55.0,,,19-19,,Offensive rebound by M. Brogdon
0:55.0,,,19-19,,M. Brogdon misses 2-pt shot at rim
0:55.0,,,19-19,,Offensive rebound by Team
0:55.0,,,19-21,2,M. Brogdon makes 2-pt shot at rim (assist by K. Middleton)
0:55.0,Violation by A. Baynes (def goaltending),,19-21,,
0:36.0,T. Harris misses 3-pt shot from 25 ft,,19-21,,
0:35.0,Offensive rebound by K. Caldwell-Pope,,19-21,,
0:30.0,M. Morris misses 3-pt shot from 26 ft,,19-21,,
0:28.0,,,19-21,,Defensive rebound by M. Teletovic
0:08.0,,,19-23,2,K. Middleton makes 2-pt shot from 15 ft
0:00.0,I. Smith misses 2-pt shot from 20 ft,,19-23,,
0:00.0,Offensive rebound by Team,,19-23,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,,,19-23,,K. Middleton misses 2-pt shot from 15 ft
11:45.0,Defensive rebound by J. Leuer,,19-23,,
11:27.0,Shooting foul by M. Brogdon (drawn by I. Smith),,19-23,,
11:27.0,I. Smith makes free throw 1 of 2,1,20-23,,
11:27.0,I. Smith misses free throw 2 of 2,,20-23,,
11:26.0,,,20-23,,Defensive rebound by G. Monroe
11:12.0,,,20-23,,M. Teletovic misses 3-pt shot from 24 ft
11:11.0,Defensive rebound by I. Smith,,20-23,,
11:03.0,S. Johnson makes 2-pt shot from 14 ft (assist by I. Smith),2,22-23,,
10:46.0,,,22-25,2,G. Monroe makes 2-pt shot from 1 ft (assist by K. Middleton)
10:25.0,T. Harris misses 2-pt shot from 10 ft,,22-25,,
10:24.0,Offensive rebound by S. Johnson,,22-25,,
10:21.0,,,22-25,,Personal foul by K. Middleton (drawn by S. Johnson)
10:11.0,I. Smith misses 2-pt shot from 3 ft,,22-25,,
10:09.0,,,22-25,,Defensive rebound by K. Middleton
10:00.0,,,22-25,,Shooting foul by A. Baynes (drawn by G. Monroe)
10:00.0,,,22-27,2,G. Monroe makes 2-pt shot from 1 ft
10:00.0,,,22-28,1,G. Monroe makes free throw 1 of 1
10:00.0,A. Drummond enters the game for A. Baynes,,22-27,,
10:00.0,,,22-27,,M. Dellavedova enters the game for M. Brogdon
10:00.0,,,22-27,,G. Antetokounmpo enters the game for M. Teletovic
9:44.0,Turnover by S. Johnson (bad pass; steal by G. Monroe),,22-28,,
9:41.0,,,22-30,2,G. Monroe makes 2-pt shot at rim (assist by G. Antetokounmpo)
9:29.0,Detroit full timeout,,22-30,,
9:18.0,S. Johnson misses 3-pt shot from 27 ft,,22-30,,
9:16.0,Offensive rebound by J. Leuer,,22-30,,
9:09.0,Shooting foul by J. Terry (drawn by A. Drummond),,22-30,,
9:09.0,A. Drummond misses free throw 1 of 2,,22-30,,
9:09.0,Offensive rebound by Team,,22-30,,
9:09.0,A. Drummond makes free throw 2 of 2,1,23-30,,
8:54.0,,,23-30,,Shooting foul by T. Harris (drawn by K. Middleton)
8:54.0,,,23-31,1,K. Middleton makes free throw 1 of 2
8:54.0,,,23-32,1,K. Middleton makes free throw 2 of 2
8:38.0,Turnover by T. Harris (bad pass; steal by G. Monroe),,23-32,,
8:30.0,,,23-35,3,J. Terry makes 3-pt shot from 27 ft (assist by M. Dellavedova)
8:10.0,A. Drummond misses 2-pt shot from 1 ft,,23-35,,
8:08.0,,,23-35,,Defensive rebound by G. Monroe
7:58.0,,,23-35,,J. Terry misses 3-pt shot from 25 ft
7:56.0,Defensive rebound by T. Harris,,23-35,,
7:53.0,Shooting foul by M. Dellavedova (drawn by A. Drummond),,23-35,,
7:53.0,A. Drummond makes free throw 1 of 2,1,24-35,,
7:53.0,A. Drummond makes free throw 2 of 2,1,25-35,,
7:39.0,,,25-37,2,G. Monroe makes 2-pt shot from 1 ft (assist by K. Middleton)
7:32.0,Detroit full timeout,,25-37,,
7:32.0,,,25-37,,Violation by Team (delay of game)
7:32.0,M. Morris enters the game for I. Smith,,25-37,,
7:32.0,I. Smith enters the game for T. Harris,,25-37,,
7:32.0,,,25-37,,M. Beasley enters the game for K. Middleton
7:21.0,M. Morris misses 3-pt shot from 25 ft,,25-37,,
7:21.0,,,25-37,,Defensive rebound by Team
7:08.0,Personal foul by J. Leuer (drawn by M. Beasley),,25-37,,
6:54.0,,,25-39,2,M. Beasley makes 2-pt shot at rim
6:37.0,,,25-39,,Violation by G. Monroe (kicked ball)
6:37.0,R. Jackson enters the game for I. Smith,,25-39,,
6:37.0,K. Caldwell-Pope enters the game for S. Johnson,,25-39,,
6:26.0,K. Caldwell-Pope makes 2-pt shot from 18 ft (assist by M. Morris),2,27-39,,
6:15.0,,,27-39,,M. Dellavedova misses 2-pt shot from 18 ft
6:13.0,Defensive rebound by A. Drummond,,27-39,,
6:04.0,Turnover by M. Morris (bad pass; steal by M. Beasley),,27-39,,
5:45.0,,,27-41,2,G. Monroe makes 2-pt shot from 14 ft (assist by M. Dellavedova)
5:32.0,Turnover by A. Drummond (bad pass),,27-41,,
5:32.0,Official timeout,,27-41,,
5:20.0,,,27-41,,M. Beasley misses 2-pt shot from 11 ft
5:18.0,,,27-41,,Offensive rebound by G. Monroe
5:18.0,Personal foul by R. Jackson (drawn by G. Monroe),,27-41,,
5:09.0,,,27-43,2,G. Monroe makes 2-pt shot at rim (assist by M. Beasley)
4:54.0,Turnover by R. Jackson (bad pass; steal by M. Beasley),,27-43,,
4:41.0,,,27-43,,G. Monroe misses 2-pt shot from 17 ft
4:39.0,Defensive rebound by K. Caldwell-Pope,,27-43,,
4:23.0,R. Jackson misses 2-pt shot from 17 ft,,27-43,,
4:22.0,Offensive rebound by A. Drummond,,27-43,,
4:22.0,A. Drummond makes 2-pt shot from 1 ft,2,29-43,,
4:05.0,,,29-43,,G. Antetokounmpo misses 3-pt shot from 28 ft
4:04.0,Defensive rebound by K. Caldwell-Pope,,29-43,,
3:54.0,,,29-43,,T. Maker enters the game for G. Monroe
3:54.0,,,29-43,,T. Snell enters the game for J. Terry
3:51.0,R. Jackson misses 2-pt shot from 18 ft,,29-43,,
3:50.0,,,29-43,,Defensive rebound by Team
3:35.0,,,29-43,,T. Maker misses 2-pt shot from 5 ft
3:34.0,Defensive rebound by M. Morris,,29-43,,
3:21.0,Turnover by A. Drummond (bad pass),,29-43,,
3:04.0,,,29-43,,T. Maker misses 3-pt shot from 24 ft
3:03.0,Defensive rebound by A. Drummond,,29-43,,
2:56.0,J. Leuer makes 2-pt shot from 14 ft (assist by R. Jackson),2,31-43,,
2:30.0,,,31-45,2,M. Beasley makes 2-pt shot from 15 ft
2:12.0,A. Drummond makes 2-pt shot from 3 ft (assist by K. Caldwell-Pope),2,33-45,,
1:57.0,,,33-47,2,M. Beasley makes 2-pt shot from 12 ft (assist by M. Dellavedova)
1:45.0,,,33-47,,Personal block foul by G. Antetokounmpo (drawn by A. Drummond)
1:45.0,,,33-47,,Milwaukee full timeout
1:45.0,A. Drummond misses free throw 1 of 2,,33-47,,
1:45.0,Offensive rebound by Team,,33-47,,
1:45.0,A. Drummond makes free throw 2 of 2,1,34-47,,
1:45.0,I. Smith enters the game for R. Jackson,,33-47,,
1:36.0,,,34-49,2,T. Snell makes 2-pt shot at rim (assist by M. Dellavedova)
1:20.0,M. Morris misses 2-pt shot at rim (block by G. Antetokounmpo),,34-49,,
1:17.0,,,34-49,,Defensive rebound by T. Maker
1:10.0,,,34-49,,T. Maker misses 2-pt shot at rim
1:08.0,,,34-49,,Offensive rebound by T. Maker
1:07.0,,,34-49,,T. Maker misses 2-pt shot from 1 ft (block by J. Leuer)
1:05.0,Defensive rebound by J. Leuer,,34-49,,
0:50.0,Turnover by K. Caldwell-Pope (traveling),,34-49,,
0:50.0,A. Baynes enters the game for A. Drummond,,34-49,,
0:35.0,,,34-51,2,T. Maker makes 2-pt shot at rim (assist by M. Beasley)
0:23.0,Turnover by J. Leuer (bad pass; steal by M. Dellavedova),,34-51,,
0:19.0,,,34-51,,G. Antetokounmpo misses 2-pt shot from 1 ft
0:17.0,Defensive rebound by J. Leuer,,34-51,,
0:01.0,M. Morris misses 3-pt shot from 28 ft,,34-51,,
0:00.0,,,34-51,,Defensive rebound by M. Beasley
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:49.0,Personal foul by R. Jackson (drawn by T. Snell),,34-51,,
11:43.0,,,34-53,2,T. Maker makes 2-pt shot at rim (assist by T. Snell)
11:27.0,K. Caldwell-Pope misses 2-pt shot from 5 ft,,34-53,,
11:26.0,,,34-53,,Defensive rebound by T. Snell
11:17.0,,,34-55,2,M. Beasley makes 2-pt shot from 19 ft
11:17.0,,,34-55,,Shooting foul by M. Morris (drawn by M. Beasley)
11:17.0,,,34-56,1,M. Beasley makes free throw 1 of 1
11:03.0,J. Leuer makes 2-pt shot from 19 ft (assist by R. Jackson),2,36-56,,
10:48.0,,,36-56,,G. Antetokounmpo misses 2-pt shot from 1 ft
10:46.0,Defensive rebound by J. Leuer,,36-56,,
10:42.0,R. Jackson makes 2-pt shot from 1 ft,2,38-56,,
10:37.0,,,38-56,,Turnover by T. Maker (bad pass; steal by A. Drummond)
10:31.0,J. Leuer misses 2-pt shot from 1 ft,,38-56,,
10:30.0,Offensive rebound by A. Drummond,,38-56,,
10:30.0,A. Drummond misses 2-pt shot from 1 ft,,38-56,,
10:28.0,,,38-56,,Defensive rebound by G. Antetokounmpo
10:07.0,,,38-56,,T. Snell misses 3-pt shot from 26 ft
10:06.0,Defensive rebound by A. Drummond,,38-56,,
9:55.0,Shooting foul by M. Beasley (drawn by K. Caldwell-Pope),,38-56,,
9:55.0,K. Caldwell-Pope makes free throw 1 of 2,1,39-56,,
9:55.0,K. Caldwell-Pope makes free throw 2 of 2,1,40-56,,
9:43.0,,,40-56,,G. Antetokounmpo misses 2-pt shot from 1 ft
9:41.0,Defensive rebound by A. Drummond,,40-56,,
9:36.0,K. Caldwell-Pope misses 2-pt shot from 18 ft,,40-56,,
9:36.0,,,40-56,,Defensive rebound by Team
9:25.0,,,40-56,,T. Maker misses 3-pt shot from 26 ft
9:24.0,Defensive rebound by J. Leuer,,40-56,,
9:18.0,M. Morris makes 3-pt shot from 26 ft (assist by R. Jackson),3,43-56,,
9:18.0,,,43-56,,Milwaukee full timeout
8:57.0,,,43-58,2,G. Antetokounmpo makes 2-pt shot from 18 ft
8:37.0,Turnover by K. Caldwell-Pope (bad pass; steal by G. Antetokounmpo),,43-58,,
8:34.0,Shooting block foul by K. Caldwell-Pope (drawn by G. Antetokounmpo),,43-58,,
8:34.0,,,43-59,1,G. Antetokounmpo makes free throw 1 of 2
8:34.0,,,43-60,1,G. Antetokounmpo makes free throw 2 of 2
8:21.0,M. Morris makes 2-pt shot from 18 ft (assist by R. Jackson),2,45-60,,
8:01.0,,,45-62,2,M. Beasley makes 2-pt shot from 6 ft
7:40.0,M. Morris makes 2-pt shot from 18 ft (assist by K. Caldwell-Pope),2,47-62,,
7:23.0,,,47-65,3,T. Snell makes 3-pt shot from 26 ft (assist by G. Antetokounmpo)
7:13.0,,,47-65,,Shooting block foul by M. Dellavedova (drawn by R. Jackson)
7:13.0,R. Jackson makes free throw 1 of 2,1,48-65,,
7:13.0,R. Jackson makes free throw 2 of 2,1,49-65,,
7:01.0,,,49-67,2,T. Maker makes 2-pt shot at rim (assist by M. Beasley)
6:44.0,R. Jackson misses 3-pt shot from 26 ft,,49-67,,
6:43.0,,,49-67,,Defensive rebound by M. Beasley
6:35.0,,,49-67,,Shooting foul by J. Leuer (drawn by G. Antetokounmpo)
6:35.0,,,49-68,1,G. Antetokounmpo makes free throw 1 of 2
6:35.0,,,49-69,1,G. Antetokounmpo makes free throw 2 of 2
6:20.0,Turnover by A. Drummond (3 sec),,49-69,,
6:05.0,,,49-69,,T. Maker misses 3-pt shot from 24 ft
6:05.0,Defensive rebound by J. Leuer,,49-69,,
6:05.0,,,49-69,,Personal foul by M. Dellavedova (drawn by J. Leuer)
6:05.0,,,49-69,,G. Monroe enters the game for T. Maker
6:05.0,,,49-69,,M. Brogdon enters the game for M. Dellavedova
5:54.0,A. Drummond misses 2-pt shot from 1 ft,,49-69,,
5:52.0,Offensive rebound by A. Drummond,,49-69,,
5:51.0,A. Drummond makes 2-pt shot from 1 ft,2,51-69,,
5:32.0,,,51-69,,M. Beasley misses 2-pt shot from 15 ft
5:30.0,Defensive rebound by J. Leuer,,51-69,,
5:21.0,M. Morris misses 3-pt shot from 24 ft,,51-69,,
5:19.0,Offensive rebound by J. Leuer,,51-69,,
5:16.0,J. Leuer makes 2-pt shot at rim,2,53-69,,
4:59.0,,,53-69,,G. Antetokounmpo misses 2-pt shot from 1 ft
4:57.0,Defensive rebound by A. Drummond,,53-69,,
4:50.0,K. Caldwell-Pope misses 3-pt shot from 26 ft,,53-69,,
4:48.0,,,53-69,,Defensive rebound by G. Monroe
4:31.0,,,53-71,2,G. Monroe makes 2-pt shot from 16 ft (assist by M. Brogdon)
4:13.0,,,53-71,,Personal foul by G. Monroe (drawn by J. Leuer)
4:13.0,J. Leuer makes free throw 1 of 2,1,54-71,,
4:13.0,J. Leuer makes free throw 2 of 2,1,55-71,,
4:13.0,,,54-71,,K. Middleton enters the game for M. Beasley
3:56.0,,,55-73,2,G. Monroe makes 2-pt shot at rim (assist by M. Brogdon)
3:35.0,K. Caldwell-Pope misses 2-pt shot from 11 ft,,55-73,,
3:35.0,Offensive rebound by A. Drummond,,55-73,,
3:35.0,,,55-73,,Personal foul by G. Antetokounmpo (drawn by A. Drummond)
3:35.0,A. Drummond misses free throw 1 of 2,,55-73,,
3:35.0,Offensive rebound by Team,,55-73,,
3:35.0,A. Drummond misses free throw 2 of 2,,55-73,,
3:35.0,T. Harris enters the game for M. Morris,,55-73,,
3:35.0,S. Johnson enters the game for K. Caldwell-Pope,,55-73,,
3:32.0,,,55-73,,Defensive rebound by G. Antetokounmpo
3:12.0,,,55-73,,Turnover by G. Antetokounmpo (bad pass; steal by A. Drummond)
2:51.0,Turnover by J. Leuer (bad pass; steal by M. Brogdon),,55-73,,
2:42.0,Personal foul by A. Drummond (drawn by M. Brogdon),,55-73,,
2:42.0,Detroit full timeout,,55-73,,
2:42.0,,,55-74,1,M. Brogdon makes free throw 1 of 2
2:42.0,,,55-75,1,M. Brogdon makes free throw 2 of 2
2:42.0,,,55-73,,J. Terry enters the game for T. Snell
2:42.0,B. Marjanovic enters the game for A. Drummond,,55-73,,
2:42.0,I. Smith enters the game for R. Jackson,,55-73,,
2:20.0,I. Smith makes 2-pt shot from 16 ft,2,57-75,,
2:07.0,,,57-75,,Turnover by K. Middleton (bad pass)
1:50.0,T. Harris makes 2-pt shot from 7 ft,2,59-75,,
1:35.0,,,59-77,2,K. Middleton makes 2-pt shot from 15 ft
1:11.0,Turnover by B. Marjanovic (lost ball; steal by G. Monroe),,59-77,,
0:58.0,,,59-77,,G. Monroe misses 2-pt shot from 1 ft
0:56.0,Defensive rebound by B. Marjanovic,,59-77,,
0:46.0,I. Smith misses 2-pt shot from 4 ft,,59-77,,
0:44.0,,,59-77,,Defensive rebound by G. Monroe
0:36.0,,,59-77,,K. Middleton misses 2-pt shot from 6 ft
0:35.0,Defensive rebound by B. Marjanovic,,59-77,,
0:24.0,J. Leuer makes 2-pt shot from 8 ft,2,61-77,,
0:02.0,,,61-77,,G. Antetokounmpo misses 3-pt shot from 25 ft
0:00.0,Defensive rebound by I. Smith,,61-77,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,M. Morris makes 2-pt shot from 17 ft,2,63-77,,
11:26.0,,,63-79,2,M. Brogdon makes 2-pt shot from 21 ft
11:10.0,Turnover by S. Johnson (traveling),,63-79,,
11:10.0,Violation by Team (delay of game),,63-79,,
10:59.0,Personal foul by I. Smith (drawn by K. Middleton),,63-79,,
10:53.0,,,63-81,2,K. Middleton makes 2-pt shot from 18 ft
10:31.0,M. Morris makes 3-pt shot from 26 ft,3,66-81,,
10:17.0,Personal foul by M. Morris (drawn by K. Middleton),,66-81,,
10:08.0,,,66-81,,K. Middleton misses 2-pt shot from 15 ft
10:06.0,Defensive rebound by B. Marjanovic,,66-81,,
9:57.0,T. Harris misses 2-pt shot from 11 ft,,66-81,,
9:56.0,Offensive rebound by T. Harris,,66-81,,
9:56.0,T. Harris makes 2-pt shot from 1 ft,2,68-81,,
9:40.0,,,68-81,,G. Monroe misses 2-pt shot from 6 ft
9:39.0,Defensive rebound by M. Morris,,68-81,,
9:29.0,Shooting foul by K. Middleton (drawn by M. Morris),,68-81,,
9:29.0,M. Morris makes free throw 1 of 2,1,69-81,,
9:29.0,M. Morris makes free throw 2 of 2,1,70-81,,
9:29.0,,,69-81,,M. Beasley enters the game for M. Teletovic
9:17.0,,,70-81,,M. Brogdon misses 2-pt shot from 13 ft
9:16.0,Defensive rebound by M. Morris,,70-81,,
9:04.0,Offensive charge foul by S. Johnson,,70-81,,
9:04.0,Turnover by S. Johnson (offensive foul),,70-81,,
8:51.0,,,70-81,,Turnover by G. Monroe (bad pass)
8:51.0,Official timeout,,70-81,,
8:31.0,B. Marjanovic misses 2-pt shot from 5 ft,,70-81,,
8:30.0,,,70-81,,Defensive rebound by G. Monroe
8:30.0,Personal foul by T. Harris (drawn by G. Monroe),,70-81,,
8:07.0,,,70-83,2,G. Monroe makes 2-pt shot from 1 ft (assist by M. Brogdon)
7:44.0,M. Morris misses 2-pt shot from 14 ft,,70-83,,
7:40.0,Offensive rebound by Team,,70-83,,
7:40.0,,,70-83,,Loose ball foul by J. Terry (drawn by M. Morris)
7:22.0,T. Harris misses 2-pt shot from 15 ft,,70-83,,
7:22.0,Offensive rebound by B. Marjanovic,,70-83,,
7:22.0,,,70-83,,Personal foul by K. Middleton (drawn by B. Marjanovic)
7:22.0,R. Jackson enters the game for I. Smith,,70-83,,
7:08.0,T. Harris misses 2-pt shot from 2 ft (block by M. Beasley),,70-83,,
7:06.0,,,70-83,,Defensive rebound by K. Middleton
7:02.0,,,70-86,3,J. Terry makes 3-pt shot from 23 ft (assist by G. Monroe)
7:02.0,Technical foul by T. Harris,,70-86,,
7:02.0,Detroit full timeout,,70-86,,
7:02.0,,,70-87,1,M. Brogdon makes technical free throw
6:51.0,S. Johnson misses 3-pt shot from 26 ft,,70-87,,
6:49.0,,,70-87,,Defensive rebound by G. Monroe
6:37.0,,,70-87,,Offensive foul by K. Middleton
6:37.0,,,70-87,,Turnover by K. Middleton (offensive foul)
6:15.0,M. Morris makes 2-pt shot from 1 ft (assist by B. Marjanovic),2,72-87,,
5:54.0,,,72-89,2,K. Middleton makes 2-pt shot from 12 ft (assist by M. Beasley)
5:54.0,,,72-89,,Shooting foul by S. Johnson (drawn by K. Middleton)
5:54.0,,,72-90,1,K. Middleton makes free throw 1 of 1
5:54.0,A. Drummond enters the game for S. Johnson,,72-89,,
5:54.0,K. Caldwell-Pope enters the game for B. Marjanovic,,72-89,,
5:54.0,,,72-89,,M. Dellavedova enters the game for M. Brogdon
5:54.0,,,72-89,,T. Snell enters the game for J. Terry
5:31.0,R. Jackson misses 3-pt shot from 29 ft,,72-90,,
5:29.0,,,72-90,,Defensive rebound by G. Monroe
5:18.0,J. Leuer enters the game for T. Harris,,72-90,,
5:17.0,Jump ball: M. Dellavedova vs. R. Jackson,,,,Jump ball: M. Dellavedova vs. R. Jackson
5:09.0,,,72-90,,Turnover by M. Dellavedova (lost ball; steal by A. Drummond)
4:50.0,A. Drummond makes 2-pt shot from 1 ft (assist by M. Morris),2,74-90,,
4:50.0,Shooting foul by K. Middleton (drawn by A. Drummond),,74-90,,
4:50.0,A. Drummond makes free throw 1 of 1,1,75-90,,
4:50.0,,,74-90,,G. Antetokounmpo enters the game for K. Middleton
4:28.0,,,75-92,2,G. Antetokounmpo makes 2-pt shot at rim (assist by G. Monroe)
4:08.0,M. Morris makes 3-pt shot from 24 ft (assist by K. Caldwell-Pope),3,78-92,,
3:45.0,,,78-94,2,G. Monroe makes 2-pt shot from 4 ft (assist by M. Dellavedova)
3:28.0,J. Leuer misses 2-pt shot from 16 ft,,78-94,,
3:27.0,,,78-94,,Defensive rebound by G. Antetokounmpo
3:06.0,,,78-97,3,T. Snell makes 3-pt shot from 23 ft (assist by G. Antetokounmpo)
2:53.0,K. Caldwell-Pope makes 3-pt shot from 24 ft (assist by R. Jackson),3,81-97,,
2:35.0,,,81-97,,Milwaukee full timeout
2:21.0,,,81-97,,T. Snell misses 3-pt shot from 24 ft
2:20.0,Defensive rebound by J. Leuer,,81-97,,
2:13.0,J. Leuer misses 3-pt shot from 27 ft,,81-97,,
2:12.0,,,81-97,,Defensive rebound by G. Monroe
1:56.0,,,81-100,3,T. Snell makes 3-pt shot from 24 ft (assist by G. Antetokounmpo)
1:45.0,K. Caldwell-Pope misses 3-pt shot from 25 ft,,81-100,,
1:44.0,,,81-100,,Defensive rebound by G. Monroe
1:28.0,,,81-100,,Shooting foul by A. Drummond (drawn by M. Beasley)
1:28.0,,,81-101,1,M. Beasley makes free throw 1 of 2
1:28.0,,,81-102,1,M. Beasley makes free throw 2 of 2
1:28.0,,,81-101,,T. Maker enters the game for G. Monroe
1:28.0,,,81-101,,R. Vaughn enters the game for T. Snell
1:19.0,R. Jackson makes 2-pt shot from 1 ft,2,83-102,,
0:56.0,,,83-102,,M. Beasley misses 3-pt shot from 26 ft
0:55.0,Defensive rebound by M. Morris,,83-102,,
0:47.0,M. Morris makes 3-pt shot from 27 ft,3,86-102,,
0:33.0,,,86-102,,Turnover by T. Maker (bad pass)
0:24.0,R. Jackson makes 3-pt shot from 26 ft,3,89-102,,
