time,Toronto,pts.away,score,pts.home,Chicago
2:34.0,,,83-66,,C. Felicio enters the game for R. Lopez
2:23.0,D. DeRozan misses 2-pt shot from 16 ft,,83-67,,
2:21.0,,,83-67,,Defensive rebound by J. Butler
1:56.0,,,83-67,,N. Mirotic misses 2-pt shot from 17 ft
1:56.0,,,83-67,,Offensive rebound by J. Butler
1:48.0,,,83-67,,Turnover by J. Butler (bad pass; steal by T. Ross)
1:37.0,Turnover by C. Joseph (bad pass; steal by D. McDermott),,83-67,,
1:29.0,,,83-67,,Shooting foul by D. DeRozan (drawn by J. Butler)
1:29.0,,,83-68,1,J. Butler makes free throw 1 of 2
1:29.0,,,83-69,1,J. Butler makes free throw 2 of 2
1:16.0,T. Ross misses 3-pt shot from 27 ft,,83-69,,
1:15.0,,,83-69,,Defensive rebound by D. McDermott
1:03.0,,,83-69,,J. Grant misses 3-pt shot from 24 ft
1:02.0,Defensive rebound by T. Ross,,83-69,,
0:56.0,T. Ross makes 2-pt shot from 17 ft,2,85-69,,
0:40.0,,,85-71,2,J. Butler makes 2-pt shot from 1 ft (assist by N. Mirotic)
0:37.0,Shooting foul by J. Grant (drawn by D. DeRozan),,85-71,,
0:37.0,D. DeRozan makes free throw 1 of 2,1,86-71,,
0:37.0,D. DeRozan misses free throw 2 of 2,,86-71,,
0:31.0,,,86-71,,Defensive rebound by N. Mirotic
0:26.0,,,86-71,,J. Butler misses 2-pt shot from 3 ft
0:23.0,,,86-71,,Offensive rebound by D. McDermott
0:22.0,,,86-71,,D. McDermott misses 2-pt shot from 2 ft
0:19.0,,,86-71,,Offensive rebound by D. McDermott
0:12.0,,,86-73,2,D. McDermott makes 2-pt shot from 2 ft
0:04.0,Turnover by C. Joseph (back court),,86-73,,
0:04.0,Technical foul by C. Joseph,,86-73,,
0:04.0,,,86-74,1,J. Butler makes technical free throw
0:01.0,,,86-74,,J. Butler misses 2-pt shot from 21 ft
0:00.0,,,86-74,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,,,86-74,,D. McDermott misses 3-pt shot from 25 ft
11:43.0,Defensive rebound by K. Lowry,,86-74,,
11:28.0,N. Powell misses 2-pt shot from 2 ft,,86-74,,
11:27.0,,,86-74,,Defensive rebound by N. Mirotic
11:21.0,,,86-76,2,C. Felicio makes 2-pt shot at rim (assist by J. Grant)
11:02.0,T. Ross misses 3-pt shot from 26 ft,,86-76,,
11:00.0,,,86-76,,Defensive rebound by D. McDermott
10:52.0,,,86-76,,Turnover by D. Wade (lost ball; steal by L. Nogueira)
10:32.0,C. Joseph makes 3-pt shot from 26 ft (assist by N. Powell),3,89-76,,
10:12.0,,,89-79,3,N. Mirotic makes 3-pt shot from 24 ft (assist by D. McDermott)
9:55.0,K. Lowry makes 2-pt shot from 20 ft,2,91-79,,
9:46.0,,,91-81,2,J. Grant makes 2-pt shot from 2 ft
9:30.0,C. Joseph misses 2-pt shot from 2 ft,,91-81,,
9:29.0,,,91-81,,Defensive rebound by N. Mirotic
9:21.0,,,91-81,,D. McDermott misses 2-pt shot from 11 ft
9:19.0,Defensive rebound by L. Nogueira,,91-81,,
9:09.0,C. Joseph makes 3-pt shot from 24 ft (assist by L. Nogueira),3,94-81,,
8:54.0,,,94-83,2,D. Wade makes 2-pt shot from 12 ft
8:40.0,T. Ross makes 2-pt shot from 20 ft (assist by K. Lowry),2,96-83,,
8:28.0,Personal foul by K. Lowry (drawn by N. Mirotic),,96-83,,
8:28.0,Official timeout,,96-83,,
8:21.0,,,96-83,,D. Wade misses 2-pt shot from 3 ft
8:20.0,,,96-83,,Offensive rebound by J. Grant
8:10.0,,,96-83,,D. Wade misses 3-pt shot from 23 ft
8:08.0,Defensive rebound by C. Joseph,,96-83,,
7:59.0,N. Powell misses 3-pt shot from 27 ft,,96-83,,
7:57.0,Offensive rebound by L. Nogueira,,96-83,,
7:55.0,,,96-83,,Violation by D. Wade (kicked ball)
7:55.0,,,96-83,,J. Butler enters the game for J. Grant
7:39.0,K. Lowry misses 3-pt shot from 26 ft,,96-83,,
7:38.0,,,96-83,,Defensive rebound by D. McDermott
7:28.0,,,96-83,,N. Mirotic misses 3-pt shot from 27 ft
7:26.0,,,96-83,,Offensive rebound by C. Felicio
7:19.0,,,96-86,3,N. Mirotic makes 3-pt shot from 26 ft (assist by C. Felicio)
6:49.0,L. Nogueira misses 3-pt shot from 27 ft,,96-86,,
6:48.0,,,96-86,,Defensive rebound by C. Felicio
6:38.0,,,96-86,,Shooting foul by T. Ross (drawn by J. Butler)
6:38.0,,,96-86,,J. Butler misses free throw 1 of 2
6:38.0,,,96-86,,Offensive rebound by Team
6:38.0,,,96-87,1,J. Butler makes free throw 2 of 2
6:38.0,J. Valanciunas enters the game for L. Nogueira,,96-86,,
6:38.0,D. Carroll enters the game for C. Joseph,,96-86,,
6:38.0,D. DeRozan enters the game for N. Powell,,96-86,,
6:21.0,T. Ross makes 3-pt shot from 23 ft (assist by K. Lowry),3,99-87,,
5:56.0,,,99-87,,D. Wade misses 2-pt shot from 7 ft
5:55.0,,,99-87,,Offensive rebound by D. Wade
5:55.0,,,99-89,2,C. Felicio makes 2-pt shot from 1 ft (assist by D. Wade)
5:55.0,,,99-89,,Shooting foul by T. Ross (drawn by C. Felicio)
5:55.0,Toronto full timeout,,99-89,,
5:55.0,,,99-90,1,C. Felicio makes free throw 1 of 1
5:38.0,D. DeRozan misses 2-pt shot from 21 ft,,99-90,,
5:37.0,,,99-90,,Defensive rebound by C. Felicio
5:17.0,,,99-93,3,J. Butler makes 3-pt shot from 25 ft (assist by D. Wade)
4:53.0,Turnover by K. Lowry (bad pass; steal by J. Butler),,99-93,,
4:48.0,,,99-93,,Shooting foul by D. Carroll (drawn by J. Butler)
4:48.0,,,99-94,1,J. Butler makes free throw 1 of 2
4:48.0,,,99-95,1,J. Butler makes free throw 2 of 2
4:29.0,D. DeRozan misses 2-pt shot from 17 ft (block by D. Wade),,99-95,,
