time,LA Clippers,pts.away,score,pts.home,Oklahoma City
5:09.0,Shooting foul by E. Kanter (drawn by D. Jordan),,5-13,,
5:09.0,D. Jordan makes free throw 1 of 2,1,6-13,,
5:09.0,D. Jordan misses free throw 2 of 2,,6-13,,
5:09.0,,,6-13,,Defensive rebound by R. Westbrook
4:54.0,,,6-15,2,E. Kanter makes 2-pt shot from 17 ft (assist by R. Westbrook)
4:35.0,W. Johnson misses 2-pt shot from 23 ft,,6-15,,
4:34.0,,,6-15,,Defensive rebound by A. Roberson
4:22.0,,,6-15,,E. Kanter misses 2-pt shot from 16 ft
4:21.0,Defensive rebound by D. Jordan,,6-15,,
4:12.0,R. Felton misses 2-pt shot from 1 ft,,6-15,,
4:11.0,,,6-15,,Defensive rebound by E. Kanter
4:07.0,,,6-15,,Shooting foul by W. Johnson (drawn by V. Oladipo)
4:07.0,,,6-16,1,V. Oladipo makes free throw 1 of 2
4:07.0,,,6-17,1,V. Oladipo makes free throw 2 of 2
4:07.0,M. Speights enters the game for W. Johnson,,6-16,,
3:54.0,Turnover by D. Jordan (lost ball),,6-17,,
3:54.0,,,6-17,,A. Abrines enters the game for V. Oladipo
3:41.0,,,6-19,2,R. Westbrook makes 2-pt shot from 15 ft
3:26.0,J. Crawford misses 3-pt shot from 24 ft,,6-19,,
3:24.0,,,6-19,,Defensive rebound by R. Westbrook
3:18.0,,,6-22,3,A. Roberson makes 3-pt shot from 23 ft (assist by R. Westbrook)
3:04.0,,,6-22,,Personal foul by A. Abrines (drawn by J. Redick)
3:04.0,A. Anderson enters the game for J. Redick,,6-22,,
3:04.0,B. Bass enters the game for D. Jordan,,6-22,,
2:59.0,B. Bass misses 2-pt shot from 17 ft,,6-22,,
2:58.0,Offensive rebound by B. Bass,,6-22,,
2:57.0,B. Bass makes 2-pt shot at rim,2,8-22,,
2:44.0,,,8-24,2,R. Westbrook makes 2-pt shot from 2 ft
2:23.0,A. Anderson makes 2-pt shot from 2 ft,2,10-24,,
2:07.0,,,10-24,,A. Abrines misses 3-pt shot from 24 ft
2:06.0,,,10-24,,Offensive rebound by S. Adams
1:54.0,,,10-26,2,E. Kanter makes 2-pt shot from 2 ft (assist by R. Westbrook)
1:44.0,Turnover by R. Felton (lost ball; steal by S. Adams),,10-26,,
1:40.0,,,10-28,2,R. Westbrook makes 2-pt shot from 2 ft (assist by S. Adams)
1:31.0,LA Clippers full timeout,,10-28,,
1:31.0,,,10-28,,Oklahoma City full timeout
1:31.0,,,10-28,,J. Lauvergne enters the game for S. Adams
1:31.0,,,10-28,,S. Christon enters the game for R. Westbrook
1:24.0,,,10-28,,Personal foul by A. Abrines (drawn by A. Anderson)
1:13.0,A. Anderson misses 3-pt shot from 23 ft,,10-28,,
1:12.0,,,10-28,,Defensive rebound by E. Kanter
0:56.0,,,10-28,,Shooting foul by A. Anderson (drawn by E. Kanter)
0:56.0,,,10-29,1,E. Kanter makes free throw 1 of 2
0:56.0,,,10-29,,E. Kanter misses free throw 2 of 2
0:56.0,,,10-29,,Offensive rebound by A. Roberson
0:39.0,,,10-29,,Shooting foul by B. Bass (drawn by E. Kanter)
0:39.0,,,10-30,1,E. Kanter makes free throw 1 of 2
0:39.0,,,10-31,1,E. Kanter makes free throw 2 of 2
0:27.0,B. Bass makes 2-pt shot at rim (assist by R. Felton),2,12-31,,
0:08.0,,,12-33,2,E. Kanter makes 2-pt shot at rim (assist by S. Christon)
0:00.0,A. Anderson misses 3-pt shot from 22 ft,,12-33,,
0:00.0,,,12-33,,Defensive rebound by E. Kanter
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,M. Speights makes 2-pt shot from 7 ft,2,14-33,,
11:40.0,,,14-33,,Turnover by E. Kanter (bad pass)
11:32.0,R. Felton misses 2-pt shot from 12 ft,,14-33,,
11:30.0,,,14-33,,Defensive rebound by J. Lauvergne
11:10.0,,,14-33,,Shooting foul by M. Speights (drawn by J. Lauvergne)
11:10.0,,,14-35,2,J. Lauvergne makes 2-pt shot from 2 ft
11:10.0,,,14-35,,J. Lauvergne misses free throw 1 of 1
11:09.0,Defensive rebound by M. Speights,,14-35,,
11:01.0,B. Bass makes 2-pt shot at rim (assist by J. Crawford),2,16-35,,
10:37.0,,,16-35,,S. Christon misses 3-pt shot from 23 ft
10:36.0,Defensive rebound by M. Speights,,16-35,,
10:30.0,Offensive foul by B. Bass,,16-35,,
10:30.0,Turnover by B. Bass (offensive foul),,16-35,,
10:30.0,A. Rivers enters the game for A. Anderson,,16-35,,
10:30.0,,,16-35,,V. Oladipo enters the game for A. Abrines
10:13.0,,,16-35,,E. Kanter misses 2-pt shot from 8 ft
10:13.0,Defensive rebound by B. Bass,,16-35,,
10:03.0,B. Bass makes 2-pt shot at rim (assist by J. Crawford),2,18-35,,
9:45.0,,,18-37,2,E. Kanter makes 2-pt shot from 2 ft
9:45.0,,,18-37,,J. Lauvergne misses 2-pt shot from 1 ft
9:45.0,,,18-37,,Offensive rebound by E. Kanter
9:36.0,Turnover by M. Speights (bad pass; steal by S. Christon),,18-37,,
9:31.0,,,18-39,2,S. Christon makes 2-pt shot from 1 ft
9:01.0,B. Bass makes 2-pt shot from 2 ft,2,20-39,,
8:49.0,,,20-39,,Turnover by V. Oladipo (traveling)
8:49.0,Official timeout,,20-39,,
8:49.0,,,20-39,,R. Westbrook enters the game for S. Christon
8:49.0,D. Jordan enters the game for M. Speights,,20-39,,
8:41.0,B. Bass makes 2-pt shot at rim (assist by J. Crawford),2,22-39,,
8:25.0,,,22-41,2,E. Kanter makes 2-pt shot from 2 ft (assist by R. Westbrook)
8:07.0,D. Jordan makes 2-pt shot from 1 ft (assist by J. Crawford),2,24-41,,
8:00.0,,,24-41,,Oklahoma City full timeout
7:53.0,,,24-43,2,J. Grant makes 2-pt shot at rim (assist by R. Westbrook)
7:33.0,A. Rivers misses 3-pt shot from 23 ft,,24-43,,
7:32.0,Offensive rebound by D. Jordan,,24-43,,
7:14.0,R. Felton misses 3-pt shot from 24 ft,,24-43,,
7:13.0,Offensive rebound by B. Bass,,24-43,,
7:12.0,Shooting foul by J. Grant (drawn by B. Bass),,24-43,,
7:12.0,B. Bass makes free throw 1 of 2,1,25-43,,
7:12.0,B. Bass makes free throw 2 of 2,1,26-43,,
7:12.0,,,25-43,,S. Adams enters the game for J. Lauvergne
7:12.0,,,25-43,,D. Sabonis enters the game for E. Kanter
7:00.0,Personal foul by D. Jordan (drawn by J. Grant),,26-43,,
6:47.0,,,26-46,3,V. Oladipo makes 3-pt shot from 25 ft (assist by D. Sabonis)
6:23.0,R. Felton makes 2-pt shot from 1 ft,2,28-46,,
6:19.0,,,28-48,2,S. Adams makes 2-pt shot at rim (assist by R. Westbrook)
6:19.0,,,28-48,,Shooting foul by B. Bass (drawn by S. Adams)
6:19.0,,,28-48,,S. Adams misses free throw 1 of 1
6:18.0,Defensive rebound by Team,,28-48,,
6:03.0,Turnover by A. Rivers (bad pass),,28-48,,
6:03.0,P. Pierce enters the game for B. Bass,,28-48,,
5:45.0,,,28-50,2,D. Sabonis makes 2-pt shot at rim (assist by V. Oladipo)
5:23.0,R. Felton makes 2-pt shot from 4 ft,2,30-50,,
5:05.0,,,30-50,,V. Oladipo misses 3-pt shot from 22 ft
5:05.0,,,30-50,,Offensive rebound by Team
5:05.0,Loose ball foul by D. Jordan (drawn by S. Adams),,30-50,,
5:05.0,J. Redick enters the game for R. Felton,,30-50,,
4:57.0,,,30-50,,R. Westbrook misses 2-pt shot from 2 ft (block by D. Jordan)
4:56.0,,,30-50,,Offensive rebound by S. Adams
4:55.0,,,30-52,2,S. Adams makes 2-pt shot from 2 ft
4:41.0,D. Jordan misses 2-pt shot at rim (block by D. Sabonis),,30-52,,
4:40.0,,,30-52,,Defensive rebound by R. Westbrook
4:35.0,,,30-52,,Shooting foul by A. Rivers (drawn by S. Adams)
4:35.0,,,30-53,1,S. Adams makes free throw 1 of 2
4:35.0,,,30-53,,S. Adams misses free throw 2 of 2
4:35.0,,,30-53,,A. Roberson enters the game for J. Grant
4:34.0,Defensive rebound by P. Pierce,,30-53,,
4:25.0,Offensive foul by D. Jordan,,30-53,,
4:25.0,Turnover by D. Jordan (offensive foul),,30-53,,
4:25.0,A. Anderson enters the game for J. Crawford,,30-53,,
4:14.0,,,30-55,2,D. Sabonis makes 2-pt shot from 1 ft (assist by R. Westbrook)
4:14.0,LA Clippers full timeout,,30-55,,
4:04.0,A. Rivers makes 3-pt shot from 25 ft (assist by D. Jordan),3,33-55,,
3:42.0,,,33-55,,R. Westbrook misses 2-pt shot from 18 ft
3:42.0,Defensive rebound by A. Anderson,,33-55,,
3:33.0,Turnover by A. Anderson (bad pass; steal by R. Westbrook),,33-55,,
3:28.0,Personal foul by P. Pierce (drawn by R. Westbrook),,33-55,,
3:28.0,,,33-56,1,R. Westbrook makes free throw 1 of 2
3:28.0,,,33-56,,R. Westbrook misses free throw 2 of 2
3:27.0,Defensive rebound by D. Jordan,,33-56,,
3:09.0,A. Rivers misses 2-pt shot from 2 ft,,33-56,,
3:09.0,Offensive rebound by Team,,33-56,,
2:53.0,J. Redick makes 3-pt shot from 25 ft (assist by A. Rivers),3,36-56,,
2:38.0,,,36-58,2,R. Westbrook makes 2-pt shot from 8 ft
2:28.0,,,36-58,,Personal foul by A. Roberson (drawn by A. Anderson)
2:21.0,,,36-58,,Personal foul by V. Oladipo (drawn by A. Anderson)
2:14.0,Turnover by A. Rivers (bad pass; steal by A. Roberson),,36-58,,
2:10.0,,,36-60,2,R. Westbrook makes 2-pt shot at rim (assist by A. Roberson)
1:54.0,Turnover by P. Pierce (bad pass),,36-60,,
1:33.0,,,36-60,,A. Abrines enters the game for V. Oladipo
1:33.0,Jump ball: A. Rivers vs. A. Roberson,,,,Jump ball: A. Rivers vs. A. Roberson
1:28.0,,,36-60,,A. Roberson misses 2-pt shot from 4 ft (block by D. Jordan)
1:27.0,,,36-60,,Offensive rebound by D. Sabonis
1:26.0,,,36-60,,D. Sabonis misses 2-pt shot from 19 ft
1:25.0,Defensive rebound by A. Anderson,,36-60,,
1:11.0,P. Pierce makes 2-pt shot from 14 ft,2,38-60,,
0:53.0,,,38-63,3,A. Abrines makes 3-pt shot from 24 ft (assist by R. Westbrook)
0:36.0,J. Redick misses 2-pt shot from 14 ft,,38-63,,
0:35.0,,,38-63,,Defensive rebound by R. Westbrook
0:26.0,,,38-66,3,A. Abrines makes 3-pt shot from 22 ft (assist by A. Roberson)
0:03.0,A. Rivers misses 3-pt shot from 26 ft,,38-66,,
0:03.0,Offensive rebound by D. Jordan,,38-66,,
0:03.0,D. Jordan makes 2-pt shot at rim,2,40-66,,
0:00.0,,,40-69,3,A. Abrines makes 3-pt shot from 30 ft (assist by R. Westbrook)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:49.0,D. Jordan makes 2-pt shot from 6 ft,2,42-69,,
11:26.0,,,42-69,,A. Roberson misses 2-pt shot from 2 ft (block by D. Jordan)
11:25.0,Defensive rebound by L. Mbah a Moute,,42-69,,
11:08.0,Turnover by A. Rivers (bad pass; steal by A. Roberson),,42-69,,
11:07.0,Clear path foul by P. Pierce,,42-69,,
11:07.0,,,42-70,1,A. Roberson makes clear path free throw 1 of 2
11:07.0,,,42-71,1,A. Roberson makes clear path free throw 2 of 2
11:00.0,Personal foul by J. Redick (drawn by S. Adams),,42-71,,
10:47.0,,,42-71,,A. Roberson misses 3-pt shot from 25 ft
10:45.0,,,42-71,,Offensive rebound by D. Sabonis
10:36.0,,,42-71,,A. Roberson misses 3-pt shot from 26 ft
10:35.0,Defensive rebound by J. Redick,,42-71,,
10:23.0,L. Mbah a Moute makes 2-pt shot from 17 ft (assist by D. Jordan),2,44-71,,
10:07.0,,,44-73,2,V. Oladipo makes 2-pt shot from 15 ft
10:07.0,,,44-73,,Shooting foul by A. Rivers (drawn by V. Oladipo)
10:07.0,,,44-74,1,V. Oladipo makes free throw 1 of 1
9:53.0,J. Redick makes 2-pt shot from 17 ft,2,46-74,,
9:40.0,,,46-77,3,D. Sabonis makes 3-pt shot from 24 ft (assist by R. Westbrook)
9:24.0,J. Redick misses 3-pt shot from 25 ft,,46-77,,
9:24.0,,,46-77,,Defensive rebound by V. Oladipo
9:08.0,,,46-77,,V. Oladipo misses 3-pt shot from 25 ft
9:07.0,Defensive rebound by P. Pierce,,46-77,,
8:50.0,A. Rivers misses 2-pt shot from 4 ft,,46-77,,
8:49.0,,,46-77,,Defensive rebound by R. Westbrook
8:43.0,,,46-77,,R. Westbrook misses 3-pt shot from 25 ft
8:42.0,Defensive rebound by D. Jordan,,46-77,,
8:42.0,LA Clippers full timeout,,46-77,,
8:31.0,L. Mbah a Moute misses 3-pt shot from 23 ft,,46-77,,
8:30.0,Offensive rebound by L. Mbah a Moute,,46-77,,
8:27.0,L. Mbah a Moute misses 2-pt shot at rim (block by A. Roberson),,46-77,,
8:26.0,,,46-77,,Defensive rebound by S. Adams
8:23.0,,,46-77,,Shooting foul by J. Redick (drawn by R. Westbrook)
8:23.0,,,46-78,1,R. Westbrook makes free throw 1 of 2
8:23.0,,,46-79,1,R. Westbrook makes free throw 2 of 2
8:11.0,Shooting foul by V. Oladipo (drawn by A. Rivers),,46-79,,
8:11.0,A. Rivers makes free throw 1 of 2,1,47-79,,
8:11.0,A. Rivers makes free throw 2 of 2,1,48-79,,
8:11.0,R. Felton enters the game for P. Pierce,,47-79,,
7:57.0,,,48-79,,A. Roberson misses 3-pt shot from 24 ft
7:57.0,Defensive rebound by D. Jordan,,48-79,,
7:35.0,Turnover by D. Jordan (3 sec),,48-79,,
7:19.0,Violation by A. Rivers (kicked ball),,48-79,,
7:05.0,,,48-79,,V. Oladipo misses 3-pt shot from 25 ft
7:05.0,Defensive rebound by Team,,48-79,,
6:55.0,,,48-79,,Loose ball foul by S. Adams (drawn by D. Jordan)
6:55.0,,,48-79,,Shooting block foul by V. Oladipo (drawn by A. Rivers)
6:55.0,A. Rivers makes free throw 1 of 2,1,49-79,,
6:55.0,A. Rivers makes free throw 2 of 2,1,50-79,,
6:55.0,,,49-79,,E. Kanter enters the game for D. Sabonis
6:42.0,,,50-79,,Turnover by A. Roberson (bad pass; steal by R. Felton)
6:37.0,J. Redick misses 3-pt shot from 27 ft,,50-79,,
6:37.0,,,50-79,,Defensive rebound by R. Westbrook
6:37.0,,,50-79,,Oklahoma City full timeout
6:18.0,,,50-79,,E. Kanter misses 2-pt shot from 7 ft
6:18.0,Defensive rebound by D. Jordan,,50-79,,
5:57.0,J. Redick misses 2-pt shot from 2 ft (block by E. Kanter),,50-79,,
5:56.0,,,50-79,,Defensive rebound by V. Oladipo
5:52.0,,,50-79,,Turnover by R. Westbrook (bad pass)
5:40.0,,,50-79,,Shooting block foul by V. Oladipo (drawn by L. Mbah a Moute)
5:40.0,L. Mbah a Moute makes 2-pt shot from 2 ft,2,52-79,,
5:40.0,L. Mbah a Moute makes free throw 1 of 1,1,53-79,,
5:40.0,J. Crawford enters the game for J. Redick,,52-79,,
5:23.0,,,53-79,,Shooting foul by D. Jordan (drawn by E. Kanter)
5:23.0,,,53-80,1,E. Kanter makes free throw 1 of 2
5:23.0,,,53-81,1,E. Kanter makes free throw 2 of 2
5:23.0,M. Speights enters the game for L. Mbah a Moute,,53-80,,
5:23.0,,,53-80,,A. Abrines enters the game for V. Oladipo
4:59.0,M. Speights makes 3-pt shot from 29 ft (assist by A. Rivers),3,56-81,,
4:45.0,,,56-83,2,R. Westbrook makes 2-pt shot from 11 ft
4:28.0,M. Speights makes 3-pt shot from 25 ft (assist by R. Felton),3,59-83,,
4:11.0,,,59-85,2,S. Adams makes 2-pt shot from 7 ft (assist by R. Westbrook)
3:49.0,Shooting foul by E. Kanter (drawn by M. Speights),,59-85,,
3:49.0,M. Speights makes free throw 1 of 2,1,60-85,,
3:49.0,M. Speights makes free throw 2 of 2,1,61-85,,
3:28.0,,,61-85,,R. Westbrook misses 2-pt shot from 15 ft
3:26.0,,,61-85,,Offensive rebound by Team
3:19.0,,,61-85,,Shooting foul by A. Rivers (drawn by R. Westbrook)
3:19.0,,,61-86,1,R. Westbrook makes free throw 1 of 2
3:19.0,,,61-87,1,R. Westbrook makes free throw 2 of 2
3:06.0,M. Speights makes 3-pt shot from 25 ft (assist by R. Felton),3,64-87,,
2:47.0,,,64-89,2,A. Roberson makes 2-pt shot from 2 ft
2:33.0,R. Felton misses 2-pt shot from 5 ft (block by A. Abrines),,64-89,,
2:32.0,,,64-89,,Defensive rebound by A. Abrines
2:30.0,,,64-89,,Shooting foul by M. Speights (drawn by S. Adams)
2:30.0,,,64-90,1,S. Adams makes free throw 1 of 2
2:30.0,,,64-91,1,S. Adams makes free throw 2 of 2
2:30.0,A. Anderson enters the game for A. Rivers,,64-90,,
2:30.0,B. Bass enters the game for D. Jordan,,64-90,,
2:30.0,,,64-90,,S. Christon enters the game for R. Westbrook
2:09.0,B. Bass makes 2-pt shot from 13 ft,2,66-91,,
1:54.0,,,66-91,,E. Kanter misses 2-pt shot from 14 ft
1:54.0,Defensive rebound by J. Crawford,,66-91,,
1:50.0,Turnover by J. Crawford (bad pass; steal by A. Abrines),,66-91,,
1:30.0,,,66-91,,A. Roberson misses 3-pt shot from 26 ft
1:28.0,Defensive rebound by M. Speights,,66-91,,
1:19.0,R. Felton makes 2-pt shot from 2 ft,2,68-91,,
0:56.0,,,68-94,3,A. Abrines makes 3-pt shot from 25 ft (assist by S. Adams)
0:38.0,Turnover by M. Speights (bad pass; steal by A. Abrines),,68-94,,
0:34.0,,,68-94,,Shooting foul by J. Crawford (drawn by A. Abrines)
0:34.0,,,68-95,1,J. Lauvergne makes free throw 1 of 2
0:34.0,,,68-96,1,J. Lauvergne makes free throw 2 of 2
0:34.0,,,68-94,,J. Lauvergne enters the game for A. Abrines
0:34.0,,,68-94,,J. Grant enters the game for S. Adams
0:13.0,J. Crawford misses 3-pt shot from 25 ft,,68-96,,
0:13.0,,,68-96,,Defensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:38.0,,,68-96,,E. Kanter misses 2-pt shot from 12 ft
11:37.0,Defensive rebound by R. Felton,,68-96,,
11:29.0,,,68-96,,Personal foul by J. Lauvergne (drawn by M. Speights)
11:18.0,R. Felton makes 3-pt shot from 23 ft (assist by J. Crawford),3,71-96,,
11:01.0,,,71-96,,E. Kanter misses 2-pt shot from 1 ft (block by B. Bass)
11:00.0,Defensive rebound by B. Bass,,71-96,,
10:46.0,A. Anderson makes 3-pt shot from 25 ft,3,74-96,,
10:46.0,,,74-96,,Oklahoma City full timeout
10:29.0,,,74-96,,S. Christon misses 3-pt shot from 25 ft
10:28.0,Defensive rebound by B. Bass,,74-96,,
10:12.0,M. Speights misses 2-pt shot from 20 ft,,74-96,,
10:11.0,,,74-96,,Defensive rebound by A. Roberson
10:04.0,,,74-96,,Shooting foul by J. Crawford (drawn by E. Kanter)
10:04.0,,,74-97,1,E. Kanter makes free throw 1 of 2
10:04.0,,,74-98,1,E. Kanter makes free throw 2 of 2
10:04.0,,,74-97,,V. Oladipo enters the game for A. Roberson
9:47.0,,,74-98,,Personal block foul by E. Kanter (drawn by A. Anderson)
9:37.0,R. Felton misses 2-pt shot from 21 ft,,74-98,,
9:36.0,,,74-98,,Defensive rebound by E. Kanter
9:33.0,Flagrant foul type 1 by R. Felton (drawn by J. Lauvergne),,74-98,,
9:33.0,,,74-99,1,J. Lauvergne makes flagrant free throw 1 of 2
9:33.0,,,74-100,1,J. Lauvergne makes flagrant free throw 2 of 2
9:17.0,,,74-102,2,J. Lauvergne makes 2-pt shot from 1 ft (assist by S. Christon)
9:01.0,A. Anderson misses 2-pt shot from 18 ft,,74-102,,
9:00.0,,,74-102,,Defensive rebound by E. Kanter
8:36.0,,,74-102,,E. Kanter misses 2-pt shot from 16 ft
8:35.0,Defensive rebound by A. Anderson,,74-102,,
8:15.0,Shooting foul by J. Lauvergne (drawn by M. Speights),,74-102,,
8:15.0,M. Speights makes free throw 1 of 2,1,75-102,,
8:15.0,M. Speights makes free throw 2 of 2,1,76-102,,
7:59.0,Personal foul by M. Speights (drawn by E. Kanter),,76-102,,
7:51.0,,,76-102,,J. Lauvergne misses 3-pt shot from 24 ft
7:50.0,Defensive rebound by R. Felton,,76-102,,
7:42.0,J. Crawford misses 2-pt shot from 13 ft,,76-102,,
7:41.0,,,76-102,,Defensive rebound by E. Kanter
7:32.0,,,76-102,,Shooting foul by B. Bass (drawn by E. Kanter)
7:32.0,,,76-103,1,E. Kanter makes free throw 1 of 2
7:32.0,,,76-104,1,E. Kanter makes free throw 2 of 2
7:32.0,A. Rivers enters the game for R. Felton,,76-103,,
7:22.0,A. Anderson misses 3-pt shot from 23 ft,,76-104,,
7:22.0,,,76-104,,Defensive rebound by J. Grant
7:02.0,,,76-104,,Turnover by E. Kanter (bad pass; steal by A. Anderson)
6:53.0,A. Rivers misses 3-pt shot from 23 ft,,76-104,,
6:52.0,,,76-104,,Defensive rebound by J. Lauvergne
6:32.0,,,76-104,,S. Christon misses 2-pt shot at rim
6:31.0,,,76-104,,Offensive rebound by E. Kanter
6:30.0,,,76-106,2,E. Kanter makes 2-pt shot from 1 ft
6:05.0,A. Anderson misses 3-pt shot from 23 ft,,76-106,,
6:04.0,,,76-106,,Defensive rebound by J. Lauvergne
5:57.0,,,76-106,,Turnover by J. Grant (bad pass; steal by J. Crawford)
5:55.0,,,76-106,,Personal take foul by J. Lauvergne (drawn by J. Crawford)
5:55.0,Official timeout,,76-106,,
5:55.0,R. Felton enters the game for A. Anderson,,76-106,,
5:55.0,,,76-106,,D. Sabonis enters the game for J. Lauvergne
5:45.0,M. Speights misses 3-pt shot from 22 ft,,76-106,,
5:44.0,,,76-106,,Defensive rebound by D. Sabonis
5:31.0,,,76-109,3,J. Grant makes 3-pt shot from 23 ft (assist by D. Sabonis)
5:15.0,M. Speights makes 3-pt shot from 24 ft (assist by R. Felton),3,79-109,,
5:01.0,,,79-109,,S. Christon misses 2-pt shot from 13 ft
5:00.0,Defensive rebound by B. Bass,,79-109,,
4:43.0,Turnover by M. Speights (lost ball; steal by E. Kanter),,79-109,,
4:42.0,Personal foul by M. Speights (drawn by E. Kanter),,79-109,,
4:42.0,,,79-110,1,E. Kanter makes free throw 1 of 2
4:42.0,,,79-111,1,E. Kanter makes free throw 2 of 2
4:42.0,,,79-110,,A. Morrow enters the game for V. Oladipo
4:42.0,,,79-110,,K. Singler enters the game for J. Grant
4:31.0,M. Speights misses 3-pt shot from 24 ft,,79-111,,
4:30.0,,,79-111,,Defensive rebound by K. Singler
4:14.0,,,79-111,,Turnover by D. Sabonis (traveling)
4:14.0,,,79-111,,J. Lauvergne enters the game for E. Kanter
3:50.0,J. Crawford misses 2-pt shot from 13 ft,,79-111,,
3:50.0,,,79-111,,Defensive rebound by D. Sabonis
3:32.0,,,79-114,3,K. Singler makes 3-pt shot from 25 ft (assist by J. Lauvergne)
3:04.0,Turnover by Team (shot clock),,79-114,,
2:53.0,,,79-114,,D. Sabonis misses 3-pt shot from 24 ft
2:52.0,Defensive rebound by A. Rivers,,79-114,,
2:45.0,Shooting foul by J. Lauvergne (drawn by A. Rivers),,79-114,,
