time,Chicago,pts.away,score,pts.home,LA Clippers
3:21.0,,,23-17,,B. Griffin misses 2-pt shot from 2 ft
3:21.0,Defensive rebound by T. Gibson,,23-17,,
3:11.0,T. Gibson makes 2-pt shot from 7 ft (assist by J. Grant),2,25-17,,
2:51.0,,,25-19,2,J. Crawford makes 2-pt shot from 19 ft
2:38.0,J. Grant misses 2-pt shot from 17 ft,,25-19,,
2:35.0,,,25-19,,Defensive rebound by A. Rivers
2:34.0,,,25-19,,Shooting foul by I. Canaan (drawn by A. Rivers)
2:34.0,Chicago full timeout,,25-19,,
2:34.0,,,25-19,,A. Rivers misses free throw 1 of 2
2:34.0,,,25-19,,Offensive rebound by Team
2:34.0,,,25-20,1,A. Rivers makes free throw 2 of 2
2:34.0,N. Mirotic enters the game for T. Gibson,,25-19,,
2:34.0,,,25-19,,B. Bass enters the game for B. Griffin
2:11.0,R. Lopez makes 2-pt shot from 5 ft,2,27-20,,
1:50.0,Personal foul by J. Grant (drawn by L. Mbah a Moute),,27-20,,
1:50.0,,,27-20,,M. Speights enters the game for D. Jordan
1:50.0,B. Portis enters the game for R. Lopez,,27-20,,
1:38.0,,,27-20,,J. Crawford misses 3-pt shot from 25 ft
1:37.0,Defensive rebound by B. Portis,,27-20,,
1:28.0,I. Canaan makes 2-pt shot from 18 ft,2,29-20,,
1:10.0,,,29-23,3,L. Mbah a Moute makes 3-pt shot from 23 ft (assist by A. Rivers)
0:49.0,J. Butler misses 2-pt shot from 7 ft (block by M. Speights),,29-23,,
0:46.0,,,29-23,,Defensive rebound by J. Crawford
0:46.0,,,29-23,,Turnover by J. Crawford (bad pass; steal by J. Grant)
0:37.0,N. Mirotic misses 2-pt shot from 21 ft,,29-23,,
0:36.0,Offensive rebound by J. Butler,,29-23,,
0:36.0,J. Butler makes 2-pt shot from 2 ft,2,31-23,,
0:25.0,,,31-23,,B. Bass misses 2-pt shot from 18 ft
0:24.0,Defensive rebound by J. Butler,,31-23,,
0:04.0,,,31-23,,Personal take foul by L. Mbah a Moute (drawn by J. Butler)
0:00.0,J. Butler makes 2-pt shot from 23 ft,2,33-23,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:40.0,,,33-23,,M. Speights misses 3-pt shot from 25 ft
11:39.0,Defensive rebound by D. Wade,,33-23,,
11:24.0,N. Mirotic makes 2-pt shot from 17 ft (assist by I. Canaan),2,35-23,,
11:03.0,,,35-23,,R. Felton misses 2-pt shot from 9 ft
11:03.0,Defensive rebound by Team,,35-23,,
10:45.0,N. Mirotic misses 3-pt shot from 27 ft,,35-23,,
10:43.0,,,35-23,,Defensive rebound by R. Felton
10:37.0,Personal foul by I. Canaan (drawn by J. Crawford),,35-23,,
10:23.0,,,35-23,,Turnover by R. Felton (bad pass; steal by N. Mirotic)
10:22.0,,,35-23,,Personal foul by M. Speights (drawn by N. Mirotic)
10:07.0,D. Wade makes 2-pt shot from 14 ft,2,37-23,,
9:52.0,,,37-23,,Turnover by M. Speights (bad pass; steal by J. Grant)
9:49.0,Turnover by Team (back court),,37-23,,
9:41.0,,,37-23,,J. Crawford misses 2-pt shot from 4 ft (block by N. Mirotic)
9:41.0,,,37-23,,Offensive rebound by M. Speights
9:41.0,,,37-23,,B. Griffin enters the game for M. Speights
9:36.0,Personal foul by I. Canaan (drawn by A. Rivers),,37-23,,
9:36.0,R. Rondo enters the game for I. Canaan,,37-23,,
9:29.0,,,37-23,,P. Pierce misses 3-pt shot from 25 ft
9:29.0,,,37-23,,Offensive rebound by Team
9:29.0,Loose ball foul by B. Portis (drawn by B. Griffin),,37-23,,
9:15.0,,,37-23,,J. Crawford misses 3-pt shot from 24 ft
9:15.0,Defensive rebound by R. Rondo,,37-23,,
9:09.0,D. Wade makes 3-pt shot from 24 ft,3,40-23,,
8:45.0,,,40-23,,R. Felton misses 3-pt shot from 25 ft
8:45.0,Defensive rebound by R. Rondo,,40-23,,
8:28.0,N. Mirotic misses 3-pt shot from 25 ft,,40-23,,
8:26.0,Offensive rebound by R. Rondo,,40-23,,
8:20.0,J. Grant misses 3-pt shot from 25 ft,,40-23,,
8:20.0,,,40-23,,Defensive rebound by B. Griffin
8:12.0,,,40-26,3,P. Pierce makes 3-pt shot from 23 ft (assist by B. Griffin)
7:48.0,Shooting foul by P. Pierce (drawn by D. Wade),,40-26,,
7:48.0,Official timeout,,40-26,,
7:48.0,D. Wade makes free throw 1 of 2,1,41-26,,
7:48.0,D. Wade makes free throw 2 of 2,1,42-26,,
7:48.0,,,40-26,,C. Paul enters the game for A. Rivers
7:48.0,,,40-26,,D. Jordan enters the game for P. Pierce
7:48.0,,,40-26,,J. Redick enters the game for R. Felton
7:48.0,R. Lopez enters the game for B. Portis,,40-26,,
7:33.0,,,42-26,,B. Griffin misses 2-pt shot from 5 ft (block by D. Wade)
7:33.0,Defensive rebound by Team,,42-26,,
7:19.0,D. Wade makes 3-pt shot from 25 ft (assist by R. Rondo),3,45-26,,
6:50.0,,,45-29,3,C. Paul makes 3-pt shot from 25 ft (assist by B. Griffin)
6:40.0,D. Wade misses 3-pt shot from 25 ft,,45-29,,
6:39.0,,,45-29,,Defensive rebound by D. Jordan
6:29.0,,,45-29,,Shooting foul by R. Lopez (drawn by B. Griffin)
6:29.0,,,45-30,1,B. Griffin makes free throw 1 of 2
6:29.0,,,45-31,1,B. Griffin makes free throw 2 of 2
6:29.0,T. Gibson enters the game for N. Mirotic,,45-30,,
6:29.0,J. Butler enters the game for J. Grant,,45-30,,
6:07.0,T. Gibson misses 2-pt shot from 17 ft,,45-31,,
6:06.0,,,45-31,,Defensive rebound by D. Jordan
5:40.0,,,45-31,,J. Redick misses 3-pt shot from 23 ft
5:40.0,Defensive rebound by R. Lopez,,45-31,,
5:28.0,J. Butler misses 2-pt shot from 10 ft,,45-31,,
5:25.0,Offensive rebound by R. Lopez,,45-31,,
5:25.0,R. Lopez makes 2-pt shot from 1 ft,2,47-31,,
5:20.0,Violation by R. Lopez (kicked ball),,47-31,,
5:20.0,,,47-31,,LA Clippers full timeout
5:20.0,D. Valentine enters the game for D. Wade,,47-31,,
5:11.0,,,47-31,,Turnover by J. Crawford (lost ball; steal by R. Rondo)
5:00.0,,,47-31,,Personal foul by J. Redick (drawn by J. Butler)
5:00.0,,,47-31,,L. Mbah a Moute enters the game for J. Crawford
4:50.0,Turnover by J. Butler (bad pass; steal by C. Paul),,47-31,,
4:44.0,,,47-33,2,B. Griffin makes 2-pt shot from 3 ft
4:44.0,,,47-33,,Shooting foul by R. Lopez (drawn by B. Griffin)
4:44.0,,,47-34,1,B. Griffin makes free throw 1 of 1
4:33.0,Turnover by R. Rondo (lost ball),,47-34,,
4:23.0,,,47-34,,C. Paul misses 2-pt shot from 15 ft
4:21.0,,,47-34,,Offensive rebound by C. Paul
4:12.0,,,47-34,,B. Griffin misses 2-pt shot from 2 ft
4:10.0,Defensive rebound by R. Lopez,,47-34,,
3:56.0,J. Butler misses 2-pt shot from 7 ft,,47-34,,
3:54.0,Offensive rebound by R. Lopez,,47-34,,
3:49.0,D. Valentine misses 3-pt shot from 24 ft,,47-34,,
3:48.0,,,47-34,,Defensive rebound by B. Griffin
3:44.0,,,47-37,3,J. Redick makes 3-pt shot from 24 ft (assist by B. Griffin)
3:44.0,Chicago full timeout,,47-37,,
3:21.0,R. Lopez misses 2-pt shot from 10 ft,,47-37,,
3:18.0,,,47-37,,Defensive rebound by D. Jordan
3:13.0,,,47-39,2,C. Paul makes 2-pt shot from 19 ft
2:54.0,Shooting foul by L. Mbah a Moute (drawn by J. Butler),,47-39,,
2:54.0,J. Butler makes free throw 1 of 2,1,48-39,,
2:54.0,J. Butler makes free throw 2 of 2,1,49-39,,
2:54.0,D. Wade enters the game for D. Valentine,,48-39,,
2:39.0,,,49-39,,C. Paul misses 2-pt shot from 14 ft
2:39.0,,,49-39,,Offensive rebound by L. Mbah a Moute
2:39.0,,,49-39,,L. Mbah a Moute misses 2-pt shot from 1 ft (block by T. Gibson)
2:37.0,Defensive rebound by T. Gibson,,49-39,,
2:23.0,J. Butler misses 3-pt shot from 24 ft,,49-39,,
2:18.0,Offensive rebound by D. Wade,,49-39,,
2:11.0,J. Butler makes 2-pt shot from 7 ft (assist by R. Rondo),2,51-39,,
1:58.0,,,51-41,2,B. Griffin makes 2-pt shot at rim (assist by C. Paul)
1:58.0,,,51-41,,Shooting foul by R. Lopez (drawn by B. Griffin)
1:58.0,,,51-42,1,B. Griffin makes free throw 1 of 1
1:58.0,C. Felicio enters the game for R. Lopez,,51-41,,
1:34.0,Turnover by R. Rondo (bad pass; steal by J. Redick),,51-42,,
1:27.0,,,51-42,,J. Redick misses 3-pt shot from 25 ft
1:25.0,Defensive rebound by D. Wade,,51-42,,
1:20.0,D. Wade misses 3-pt shot from 26 ft,,51-42,,
1:19.0,,,51-42,,Defensive rebound by D. Jordan
1:13.0,,,51-45,3,L. Mbah a Moute makes 3-pt shot from 24 ft (assist by C. Paul)
1:13.0,Chicago full timeout,,51-45,,
0:58.0,R. Rondo misses 2-pt shot from 18 ft,,51-45,,
0:56.0,,,51-45,,Defensive rebound by B. Griffin
0:53.0,,,51-45,,Turnover by B. Griffin (bad pass)
0:46.0,Shooting foul by B. Griffin (drawn by J. Butler),,51-45,,
0:46.0,J. Butler makes free throw 1 of 2,1,52-45,,
0:46.0,J. Butler misses free throw 2 of 2,,52-45,,
0:45.0,,,52-45,,Defensive rebound by B. Griffin
0:33.0,,,52-47,2,J. Redick makes 2-pt shot from 2 ft (assist by B. Griffin)
0:09.0,Turnover by Team (shot clock),,52-47,,
0:09.0,,,52-47,,LA Clippers full timeout
0:09.0,,,52-47,,J. Crawford enters the game for L. Mbah a Moute
0:09.0,,,52-47,,M. Speights enters the game for D. Jordan
0:02.0,,,52-47,,C. Paul misses 2-pt shot from 11 ft
0:00.0,Defensive rebound by C. Felicio,,52-47,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:38.0,,,52-47,,L. Mbah a Moute misses 3-pt shot from 22 ft
11:38.0,Defensive rebound by J. Butler,,52-47,,
11:30.0,T. Gibson misses 2-pt shot from 18 ft,,52-47,,
11:30.0,,,52-47,,Defensive rebound by Team
11:24.0,,,52-47,,Offensive foul by D. Jordan
11:24.0,,,52-47,,Turnover by D. Jordan (offensive foul)
11:05.0,D. Wade makes 2-pt shot from 15 ft,2,54-47,,
10:46.0,Personal foul by D. Wade (drawn by B. Griffin),,54-47,,
10:41.0,,,54-47,,J. Redick misses 3-pt shot from 24 ft
10:39.0,Defensive rebound by R. Rondo,,54-47,,
10:18.0,T. Gibson makes 2-pt shot from 2 ft (assist by R. Rondo),2,56-47,,
10:15.0,Personal foul by T. Gibson (drawn by B. Griffin),,56-47,,
10:15.0,,,56-48,1,B. Griffin makes free throw 1 of 2
10:15.0,,,56-49,1,B. Griffin makes free throw 2 of 2
10:00.0,Turnover by J. Butler (bad pass; steal by J. Redick),,56-49,,
9:42.0,,,56-49,,L. Mbah a Moute misses 2-pt shot from 2 ft
9:40.0,Defensive rebound by R. Lopez,,56-49,,
9:32.0,J. Butler makes 3-pt shot from 24 ft (assist by T. Gibson),3,59-49,,
9:06.0,,,59-52,3,C. Paul makes 3-pt shot from 25 ft
8:35.0,R. Rondo makes 2-pt shot from 5 ft,2,61-52,,
8:26.0,,,61-54,2,C. Paul makes 2-pt shot from 2 ft
8:06.0,Turnover by T. Gibson (lost ball; steal by C. Paul),,61-54,,
8:03.0,Personal take foul by R. Rondo (drawn by B. Griffin),,61-54,,
7:47.0,,,61-56,2,D. Jordan makes 2-pt shot at rim (assist by J. Redick)
7:47.0,Chicago full timeout,,61-56,,
7:28.0,D. Wade misses 2-pt shot from 16 ft,,61-56,,
7:25.0,,,61-56,,Defensive rebound by D. Jordan
7:23.0,,,61-56,,Turnover by J. Redick (lost ball; steal by R. Lopez)
7:16.0,J. Butler makes 2-pt shot from 9 ft (assist by R. Rondo),2,63-56,,
7:16.0,Shooting foul by D. Jordan (drawn by J. Butler),,63-56,,
7:16.0,J. Butler makes free throw 1 of 1,1,64-56,,
6:58.0,,,64-58,2,L. Mbah a Moute makes 2-pt shot from 1 ft (assist by J. Redick)
6:44.0,,,64-58,,Personal foul by B. Griffin (drawn by T. Gibson)
6:37.0,J. Butler misses 2-pt shot from 16 ft,,64-58,,
6:36.0,Offensive rebound by R. Lopez,,64-58,,
6:36.0,R. Lopez makes 2-pt shot from 2 ft,2,66-58,,
6:23.0,,,66-58,,Shooting foul by T. Gibson (drawn by B. Griffin)
6:23.0,,,66-59,1,B. Griffin makes free throw 1 of 2
6:23.0,,,66-60,1,B. Griffin makes free throw 2 of 2
6:03.0,D. Wade makes 2-pt shot from 18 ft (assist by T. Gibson),2,68-60,,
5:52.0,,,68-62,2,B. Griffin makes 2-pt shot from 18 ft (assist by C. Paul)
5:28.0,J. Butler misses 2-pt shot from 9 ft,,68-62,,
5:24.0,,,68-62,,Defensive rebound by D. Jordan
5:17.0,,,68-65,3,C. Paul makes 3-pt shot from 25 ft (assist by B. Griffin)
4:56.0,D. Wade misses 2-pt shot from 18 ft,,68-65,,
4:54.0,,,68-65,,Defensive rebound by B. Griffin
4:39.0,,,68-65,,Turnover by B. Griffin (bad pass)
4:39.0,,,68-65,,J. Crawford enters the game for J. Redick
4:39.0,I. Canaan enters the game for D. Wade,,68-65,,
4:23.0,T. Gibson misses 2-pt shot from 13 ft,,68-65,,
4:22.0,,,68-65,,Defensive rebound by D. Jordan
4:11.0,,,68-67,2,C. Paul makes 2-pt shot from 19 ft
3:49.0,,,68-67,,Shooting block foul by B. Griffin (drawn by T. Gibson)
3:49.0,T. Gibson misses free throw 1 of 2,,68-67,,
3:49.0,Offensive rebound by Team,,68-67,,
3:49.0,T. Gibson makes free throw 2 of 2,1,69-67,,
3:49.0,J. Grant enters the game for R. Rondo,,68-67,,
3:27.0,,,69-67,,D. Jordan misses 2-pt shot from 3 ft
3:27.0,,,69-67,,Offensive rebound by D. Jordan
3:27.0,,,69-67,,D. Jordan misses 2-pt shot from 3 ft
3:26.0,,,69-67,,Offensive rebound by L. Mbah a Moute
3:26.0,,,69-67,,Turnover by L. Mbah a Moute (lost ball; steal by J. Butler)
3:23.0,Shooting foul by C. Paul (drawn by I. Canaan),,69-67,,
3:23.0,I. Canaan makes free throw 1 of 2,1,70-67,,
3:23.0,I. Canaan makes free throw 2 of 2,1,71-67,,
3:23.0,N. Mirotic enters the game for T. Gibson,,70-67,,
3:02.0,,,71-67,,Turnover by C. Paul (step out of bounds)
3:02.0,,,71-67,,Violation by Team (jump ball)
3:02.0,,,71-67,,M. Speights enters the game for D. Jordan
2:38.0,J. Grant misses 3-pt shot from 24 ft,,71-67,,
2:38.0,Offensive rebound by J. Grant,,71-67,,
2:34.0,J. Grant makes 3-pt shot from 24 ft,3,74-67,,
2:34.0,,,74-67,,LA Clippers full timeout
2:34.0,,,74-67,,A. Rivers enters the game for L. Mbah a Moute
2:34.0,B. Portis enters the game for R. Lopez,,74-67,,
2:11.0,,,74-67,,C. Paul misses 3-pt shot from 25 ft
2:11.0,,,74-67,,Offensive rebound by M. Speights
2:08.0,,,74-69,2,M. Speights makes 2-pt shot from 1 ft
1:56.0,Shooting foul by A. Rivers (drawn by J. Butler),,74-69,,
1:56.0,J. Butler makes free throw 1 of 2,1,75-69,,
1:56.0,J. Butler makes free throw 2 of 2,1,76-69,,
1:37.0,,,76-72,3,M. Speights makes 3-pt shot from 25 ft (assist by C. Paul)
1:17.0,J. Butler misses 2-pt shot from 18 ft,,76-72,,
1:17.0,,,76-72,,Defensive rebound by B. Griffin
0:57.0,,,76-72,,C. Paul misses 2-pt shot from 17 ft
0:55.0,Defensive rebound by B. Portis,,76-72,,
0:48.0,I. Canaan misses 3-pt shot from 25 ft,,76-72,,
0:46.0,Offensive rebound by J. Butler,,76-72,,
0:40.0,N. Mirotic misses 3-pt shot from 26 ft,,76-72,,
0:40.0,Offensive rebound by J. Butler,,76-72,,
0:36.0,N. Mirotic misses 3-pt shot from 25 ft,,76-72,,
0:36.0,,,76-72,,Defensive rebound by B. Griffin
0:21.0,,,76-72,,J. Crawford misses 2-pt shot from 12 ft
0:18.0,Defensive rebound by N. Mirotic,,76-72,,
0:05.0,Shooting foul by M. Speights (drawn by I. Canaan),,76-72,,
0:05.0,I. Canaan misses free throw 1 of 2,,76-72,,
0:05.0,Offensive rebound by Team,,76-72,,
0:05.0,I. Canaan makes free throw 2 of 2,1,77-72,,
0:05.0,D. Valentine enters the game for J. Butler,,76-72,,
0:05.0,,,76-72,,R. Felton enters the game for B. Griffin
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,Shooting foul by A. Rivers (drawn by D. Wade),,77-72,,
11:45.0,D. Wade misses free throw 1 of 2,,77-72,,
11:45.0,Offensive rebound by Team,,77-72,,
11:45.0,D. Wade makes free throw 2 of 2,1,78-72,,
11:23.0,,,78-72,,P. Pierce misses 3-pt shot from 24 ft
11:22.0,Defensive rebound by D. Wade,,78-72,,
11:06.0,D. Wade misses 2-pt shot from 16 ft,,78-72,,
11:04.0,,,78-72,,Defensive rebound by R. Felton
10:54.0,,,78-72,,Shooting foul by B. Portis (drawn by M. Speights)
10:54.0,,,78-72,,M. Speights misses free throw 1 of 2
10:54.0,,,78-72,,Offensive rebound by Team
10:54.0,,,78-73,1,M. Speights makes free throw 2 of 2
10:30.0,R. Rondo enters the game for J. Grant,,78-73,,
10:29.0,Turnover by Team (shot clock),,78-73,,
10:17.0,,,78-75,2,P. Pierce makes 2-pt shot from 8 ft
9:56.0,I. Canaan misses 3-pt shot from 27 ft,,78-75,,
9:54.0,Offensive rebound by R. Rondo,,78-75,,
9:51.0,R. Rondo makes 2-pt shot from 2 ft,2,80-75,,
9:38.0,,,80-75,,R. Felton misses 2-pt shot from 2 ft
9:34.0,,,80-75,,Offensive rebound by M. Speights
9:34.0,,,80-77,2,M. Speights makes 2-pt shot from 1 ft
9:17.0,Turnover by D. Wade (bad pass; steal by R. Felton),,80-77,,
9:08.0,,,80-77,,J. Crawford misses 3-pt shot from 24 ft
9:08.0,Defensive rebound by Team,,80-77,,
8:55.0,D. Wade misses 2-pt shot from 9 ft,,80-77,,
8:53.0,Offensive rebound by D. Wade,,80-77,,
8:46.0,R. Rondo misses 3-pt shot from 24 ft,,80-77,,
8:46.0,Offensive rebound by B. Portis,,80-77,,
8:32.0,B. Portis makes 2-pt shot from 22 ft (assist by R. Rondo),2,82-77,,
8:08.0,,,82-80,3,M. Speights makes 3-pt shot from 26 ft (assist by R. Felton)
7:54.0,N. Mirotic misses 3-pt shot from 24 ft,,82-80,,
7:53.0,,,82-80,,Defensive rebound by A. Rivers
7:41.0,Personal foul by B. Portis (drawn by M. Speights),,82-80,,
7:41.0,Official timeout,,82-80,,
7:41.0,,,82-80,,B. Griffin enters the game for P. Pierce
7:41.0,T. Gibson enters the game for I. Canaan,,82-80,,
7:41.0,J. Butler enters the game for N. Mirotic,,82-80,,
7:30.0,,,82-80,,Shooting foul by B. Portis (drawn by M. Speights)
7:30.0,,,82-81,1,M. Speights makes free throw 1 of 2
7:30.0,,,82-82,1,M. Speights makes free throw 2 of 2
7:10.0,J. Butler misses 2-pt shot from 15 ft,,82-82,,
7:06.0,,,82-82,,Defensive rebound by B. Griffin
6:54.0,,,82-84,2,R. Felton makes 2-pt shot from 3 ft
6:41.0,,,82-84,,Personal foul by A. Rivers (drawn by J. Butler)
6:31.0,D. Wade makes 3-pt shot from 24 ft,3,85-84,,
6:14.0,,,85-87,3,M. Speights makes 3-pt shot from 25 ft (assist by R. Felton)
6:01.0,,,85-87,,Personal foul by A. Rivers (drawn by J. Butler)
6:01.0,,,85-87,,C. Paul enters the game for R. Felton
5:54.0,Shooting foul by J. Crawford (drawn by J. Butler),,85-87,,
5:54.0,,,85-87,,LA Clippers full timeout
5:54.0,J. Butler makes free throw 1 of 2,1,86-87,,
5:54.0,J. Butler makes free throw 2 of 2,1,87-87,,
5:34.0,,,87-89,2,A. Rivers makes 2-pt shot from 1 ft
5:07.0,R. Rondo misses 3-pt shot from 25 ft,,87-89,,
5:06.0,,,87-89,,Defensive rebound by B. Griffin
4:50.0,,,87-89,,M. Speights misses 2-pt shot from 17 ft
4:48.0,Defensive rebound by T. Gibson,,87-89,,
4:39.0,Turnover by D. Wade (bad pass; steal by B. Griffin),,87-89,,
4:39.0,,,87-89,,LA Clippers full timeout
4:18.0,,,87-89,,B. Griffin misses 2-pt shot from 2 ft
4:16.0,,,87-89,,Offensive rebound by B. Griffin
4:14.0,,,87-89,,Turnover by B. Griffin (lost ball; steal by D. Wade)
4:08.0,J. Butler misses 3-pt shot from 23 ft,,87-89,,
4:08.0,,,87-89,,Defensive rebound by Team
3:55.0,,,87-89,,B. Griffin misses 2-pt shot from 19 ft
3:54.0,,,87-89,,Offensive rebound by C. Paul
3:47.0,Personal foul by R. Rondo (drawn by C. Paul),,87-89,,
3:47.0,I. Canaan enters the game for D. Wade,,87-89,,
3:38.0,,,87-89,,A. Rivers misses 3-pt shot from 24 ft
3:37.0,Defensive rebound by T. Gibson,,87-89,,
3:26.0,I. Canaan misses 3-pt shot from 25 ft,,87-89,,
3:25.0,,,87-89,,Defensive rebound by B. Griffin
3:14.0,,,87-92,3,J. Crawford makes 3-pt shot from 25 ft (assist by C. Paul)
3:14.0,Chicago full timeout,,87-92,,
3:14.0,D. Wade enters the game for I. Canaan,,87-92,,
3:00.0,D. Wade misses 2-pt shot from 17 ft,,87-92,,
2:58.0,,,87-92,,Defensive rebound by B. Griffin
2:53.0,,,87-92,,Turnover by C. Paul (bad pass; steal by R. Rondo)
2:49.0,Shooting foul by M. Speights (drawn by D. Wade),,87-92,,
2:49.0,,,87-92,,Technical foul by C. Paul
2:49.0,J. Butler makes technical free throw,1,88-92,,
2:49.0,D. Wade makes free throw 1 of 2,1,89-92,,
2:49.0,D. Wade makes free throw 2 of 2,1,90-92,,
2:31.0,,,90-94,2,B. Griffin makes 2-pt shot from 1 ft
2:14.0,J. Butler misses 2-pt shot from 12 ft,,90-94,,
2:12.0,,,90-94,,Defensive rebound by C. Paul
2:00.0,Personal foul by D. Wade (drawn by C. Paul),,90-94,,
2:00.0,,,90-94,,C. Paul misses free throw 1 of 2
2:00.0,,,90-94,,Offensive rebound by Team
2:00.0,,,90-95,1,C. Paul makes free throw 2 of 2
1:51.0,D. Wade misses 3-pt shot from 26 ft,,90-95,,
1:50.0,Offensive rebound by R. Rondo,,90-95,,
1:49.0,Turnover by R. Rondo (bad pass),,90-95,,
1:49.0,,,90-95,,J. Redick enters the game for A. Rivers
1:29.0,,,90-95,,C. Paul misses 3-pt shot from 25 ft
1:27.0,Defensive rebound by J. Butler,,90-95,,
1:17.0,J. Butler misses 3-pt shot from 24 ft,,90-95,,
1:16.0,Offensive rebound by R. Rondo,,90-95,,
1:14.0,,,90-95,,Shooting block foul by M. Speights (drawn by J. Butler)
1:14.0,J. Butler makes free throw 1 of 2,1,91-95,,
1:14.0,J. Butler makes free throw 2 of 2,1,92-95,,
1:14.0,,,92-95,,LA Clippers full timeout
0:54.0,,,92-95,,J. Crawford misses 3-pt shot from 24 ft
0:52.0,,,92-95,,Offensive rebound by M. Speights
0:50.0,,,92-97,2,J. Crawford makes 2-pt shot from 1 ft (assist by M. Speights)
0:50.0,Chicago full timeout,,92-97,,
0:50.0,I. Canaan enters the game for R. Rondo,,92-97,,
0:50.0,N. Mirotic enters the game for B. Portis,,92-97,,
0:50.0,,,92-97,,D. Jordan enters the game for J. Redick
